,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,TORONTO_ACTION,MINNESOTA_SCORE,TORONTO_SCORE
25,1,9:07.0,D. Russell makes 2-pt jump shot from 15 ft,,9,16
26,1,8:50.0,,K. Lowry makes 2-pt jump shot from 21 ft,9,18
27,1,8:43.0,Minnesota full timeout,,9,18
28,1,8:28.0,Turnover by J. Okogie (3 sec),,9,18
29,1,8:25.0,,Turnover by K. Lowry (bad pass),9,18
30,1,8:17.0,D. Russell makes 2-pt jump shot from 17 ft,,11,18
31,1,8:04.0,,R. Hollis-Jefferson misses 2-pt hook shot from 4 ft,11,18
32,1,8:03.0,Defensive rebound by K. Towns,,11,18
33,1,7:58.0,Turnover by J. Hernangómez (lost ball; steal by K. Lowry),,11,18
34,1,7:49.0,,F. VanVleet misses 2-pt layup from 3 ft,11,18
35,1,7:47.0,Defensive rebound by K. Towns,,11,18
36,1,7:39.0,D. Russell makes 3-pt jump shot from 31 ft,,14,18
37,1,7:22.0,,Personal foul by M. Beasley (drawn by P. Siakam),14,18
38,1,7:14.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by O. Anunoby),14,21
39,1,7:05.0,Personal foul by P. Siakam (drawn by M. Beasley),,14,21
40,1,6:58.0,J. Hernangómez makes 2-pt layup from 3 ft (assist by K. Towns),,16,21
41,1,6:46.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,16,21
42,1,6:44.0,Defensive rebound by K. Towns,,16,21
43,1,6:39.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by D. Russell),,19,21
44,1,6:26.0,,P. Siakam makes 2-pt layup from 3 ft,19,23
45,1,6:18.0,J. Okogie makes 2-pt layup from 1 ft,,21,23
46,1,6:11.0,,Shooting foul by M. Beasley (drawn by K. Lowry),21,23
47,1,6:11.0,,K. Lowry misses free throw 1 of 2,21,23
48,1,6:11.0,,Offensive rebound by Team,21,23
49,1,6:11.0,A. Crabbe enters the game for M. Beasley,,21,23
50,1,6:11.0,J. Culver enters the game for J. Hernangómez,,21,23
51,1,6:11.0,J. Johnson enters the game for J. Okogie,,21,23
52,1,6:11.0,,K. Lowry makes free throw 2 of 2,21,24
53,1,5:58.0,A. Crabbe misses 3-pt jump shot from 27 ft,,21,24
54,1,5:55.0,,Defensive rebound by K. Lowry,21,24
55,1,5:53.0,,K. Lowry makes 3-pt jump shot from 26 ft,21,27
56,1,5:41.0,Offensive foul by K. Towns (drawn by R. Hollis-Jefferson),,21,27
57,1,5:41.0,Turnover by K. Towns (offensive foul),,21,27
58,1,5:41.0,Instant Replay (Request: Stands),,21,27
59,1,5:41.0,J. McLaughlin enters the game for D. Russell,,21,27
60,1,5:29.0,,K. Lowry misses 3-pt jump shot from 23 ft,21,27
61,1,5:24.0,,Offensive rebound by K. Lowry,21,27
62,1,5:22.0,,O. Anunoby makes 3-pt jump shot from 27 ft (assist by P. Siakam),21,30
63,1,5:02.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by J. Johnson),,24,30
64,1,4:42.0,,O. Anunoby misses 2-pt jump shot from 9 ft (block by J. Culver),24,30
65,1,4:39.0,Defensive rebound by J. Johnson,,24,30
66,1,4:34.0,K. Towns makes 3-pt jump shot from 29 ft (assist by J. Johnson),,27,30
67,1,4:13.0,,Turnover by K. Lowry (lost ball; steal by J. Culver),27,30
68,1,4:13.0,,T. Davis enters the game for R. Hollis-Jefferson,27,30
69,1,4:13.0,,P. McCaw enters the game for F. VanVleet,27,30
70,1,4:01.0,A. Crabbe misses 2-pt jump shot from 20 ft,,27,30
71,1,3:58.0,,Defensive rebound by P. Siakam,27,30
72,1,3:53.0,,Turnover by T. Davis (lost ball; steal by J. McLaughlin),27,30
73,1,3:50.0,J. Culver misses 2-pt layup from 2 ft (block by K. Lowry),,27,30
74,1,3:50.0,Offensive rebound by Team,,27,30
75,1,3:46.0,J. Culver makes 2-pt dunk from 1 ft (assist by J. McLaughlin),,29,30
76,1,3:37.0,,T. Davis makes 3-pt jump shot from 24 ft (assist by K. Lowry),29,33
77,1,3:25.0,A. Crabbe makes 2-pt layup from 3 ft (assist by J. McLaughlin),,31,33
78,1,3:10.0,,Turnover by K. Lowry (bad pass; steal by K. Towns),31,33
79,1,3:06.0,J. Culver misses 2-pt layup from 2 ft,,31,33
80,1,3:03.0,,Defensive rebound by P. Siakam,31,33
81,1,2:59.0,,O. Anunoby misses 3-pt jump shot from 23 ft,31,33
82,1,2:55.0,Defensive rebound by J. Johnson,,31,33
83,1,2:49.0,Personal foul by P. Siakam (drawn by K. Towns),,31,33
84,1,2:49.0,,Toronto full timeout,31,33
85,1,2:49.0,,C. Boucher enters the game for O. Anunoby,31,33
86,1,2:39.0,J. Johnson misses 2-pt jump shot from 18 ft,,31,33
87,1,2:37.0,,Defensive rebound by C. Boucher,31,33
88,1,2:30.0,,K. Lowry makes 3-pt jump shot from 27 ft,31,36
89,1,2:06.0,A. Crabbe misses 3-pt jump shot from 23 ft,,31,36
90,1,2:04.0,Offensive rebound by K. Towns,,31,36
91,1,2:04.0,K. Towns makes 2-pt layup from 1 ft,,33,36
92,1,1:40.0,,Turnover by P. Siakam (back court),33,36
93,1,1:40.0,N. Reid enters the game for J. McLaughlin,,33,36
94,1,1:40.0,D. Russell enters the game for K. Towns,,33,36
95,1,1:27.0,J. Culver makes 3-pt jump shot from 26 ft (assist by D. Russell),,36,36
96,1,1:13.0,,C. Boucher misses 2-pt layup from 1 ft (block by N. Reid),36,36
97,1,1:10.0,Defensive rebound by A. Crabbe,,36,36
98,1,1:06.0,Turnover by N. Reid (step out of bounds),,36,36
99,1,1:06.0,,O. Anunoby enters the game for P. Siakam,36,36
100,1,0:45.0,,K. Lowry makes 2-pt jump shot from 4 ft,36,38
101,1,0:42.0,Personal foul by T. Davis (drawn by D. Russell),,36,38
102,1,0:39.0,Turnover by J. Culver (bad pass; steal by O. Anunoby),,36,38
103,1,0:34.0,,C. Boucher makes 2-pt layup from 1 ft (assist by K. Lowry),36,40
104,1,0:25.0,N. Reid misses 2-pt hook shot from 5 ft,,36,40
105,1,0:23.0,,Defensive rebound by P. McCaw,36,40
106,1,0:02.0,,Turnover by Team (shot clock),36,40
107,1,0:00.0,A. Crabbe misses 3-pt jump shot from 29 ft,,36,40
108,1,0:00.0,Offensive rebound by Team,,36,40
109,2,11:39.0,,F. VanVleet misses 2-pt jump shot from 8 ft,36,40
110,2,11:38.0,Defensive rebound by J. Johnson,,36,40
111,2,11:28.0,N. Reid misses 2-pt jump shot from 7 ft,,36,40
112,2,11:26.0,,Defensive rebound by O. Anunoby,36,40
113,2,11:14.0,,C. Boucher makes 2-pt dunk at rim (assist by F. VanVleet),36,42
114,2,11:00.0,Turnover by J. McLaughlin (bad pass; steal by O. Anunoby),,36,42
115,2,10:57.0,,Turnover by O. Anunoby (bad pass),36,42
116,2,10:49.0,N. Reid makes 2-pt layup from 1 ft (assist by J. McLaughlin),,38,42
117,2,10:49.0,Shooting foul by F. VanVleet (drawn by N. Reid),,38,42
118,2,10:49.0,N. Reid makes free throw 1 of 1,,39,42
119,2,10:40.0,,F. VanVleet makes 2-pt layup from 1 ft,39,44
120,2,10:25.0,Turnover by M. Beasley (bad pass; steal by F. VanVleet),,39,44
121,2,10:23.0,,Shooting foul by N. Reid (drawn by P. McCaw),39,44
122,2,10:23.0,,P. McCaw makes free throw 1 of 2,39,45
123,2,10:23.0,,P. McCaw makes free throw 2 of 2,39,46
124,2,10:17.0,J. McLaughlin makes 2-pt layup from 2 ft,,41,46
125,2,10:17.0,Shooting foul by C. Boucher (drawn by J. McLaughlin),,41,46
126,2,10:17.0,J. Hernangómez enters the game for J. Johnson,,41,46
127,2,10:17.0,J. McLaughlin makes free throw 1 of 1,,42,46
128,2,10:07.0,,Shooting foul by J. McLaughlin (drawn by F. VanVleet),42,46
129,2,10:07.0,,F. VanVleet makes free throw 1 of 2,42,47
130,2,10:07.0,,F. VanVleet makes free throw 2 of 2,42,48
131,2,9:50.0,Personal foul by T. Davis (drawn by J. Hernangómez),,42,48
132,2,9:45.0,N. Reid makes 3-pt jump shot from 28 ft (assist by J. Hernangómez),,45,48
133,2,9:34.0,,F. VanVleet makes 3-pt jump shot from 26 ft,45,51
134,2,9:23.0,J. McLaughlin misses 3-pt jump shot from 26 ft,,45,51
135,2,9:20.0,Offensive rebound by J. Culver,,45,51
136,2,9:16.0,J. Culver makes 2-pt layup from 1 ft,,47,51
137,2,9:07.0,,Turnover by F. VanVleet (bad pass),47,51
138,2,8:56.0,M. Beasley misses 2-pt layup from 3 ft,,47,51
139,2,8:54.0,,Defensive rebound by C. Boucher,47,51
140,2,8:46.0,,T. Davis misses 2-pt layup at rim (block by J. McLaughlin),47,51
141,2,8:46.0,Defensive rebound by Team,,47,51
142,2,8:30.0,J. Culver misses 2-pt layup from 1 ft,,47,51
143,2,8:29.0,Offensive rebound by N. Reid,,47,51
144,2,8:29.0,Shooting foul by P. McCaw (drawn by N. Reid),,47,51
145,2,8:29.0,N. Reid makes free throw 1 of 2,,48,51
146,2,8:29.0,N. Reid makes free throw 2 of 2,,49,51
147,2,8:17.0,,T. Davis misses 2-pt jump shot from 12 ft,49,51
148,2,8:13.0,Defensive rebound by M. Beasley,,49,51
149,2,8:08.0,Personal foul by P. McCaw (drawn by J. Culver),,49,51
150,2,8:08.0,J. Culver makes free throw 1 of 2,,50,51
151,2,8:08.0,,R. Hollis-Jefferson enters the game for O. Anunoby,50,51
152,2,8:08.0,,M. Thomas enters the game for C. Boucher,50,51
153,2,8:08.0,J. Culver makes free throw 2 of 2,,51,51
154,2,7:56.0,,F. VanVleet makes 2-pt jump shot from 20 ft,51,53
155,2,7:40.0,J. Hernangómez makes 2-pt layup from 3 ft,,53,53
156,2,7:27.0,,Turnover by F. VanVleet (lost ball; steal by J. McLaughlin),53,53
157,2,7:22.0,M. Beasley misses 2-pt layup from 6 ft,,53,53
158,2,7:19.0,Offensive rebound by J. Hernangómez,,53,53
159,2,7:18.0,J. Hernangómez misses 2-pt layup from 2 ft,,53,53
160,2,7:16.0,,Defensive rebound by P. McCaw,53,53
161,2,7:08.0,,Shooting foul by J. Culver (drawn by R. Hollis-Jefferson),53,53
162,2,7:08.0,,R. Hollis-Jefferson misses free throw 1 of 2,53,53
163,2,7:08.0,,Offensive rebound by Team,53,53
164,2,7:08.0,J. Okogie enters the game for J. Culver,,53,53
165,2,7:08.0,D. Russell enters the game for J. McLaughlin,,53,53
166,2,7:08.0,K. Towns enters the game for N. Reid,,53,53
167,2,7:08.0,,K. Lowry enters the game for P. McCaw,53,53
168,2,7:08.0,,P. Siakam enters the game for F. VanVleet,53,53
169,2,7:08.0,,R. Hollis-Jefferson misses free throw 2 of 2,53,53
170,2,7:06.0,Defensive rebound by M. Beasley,,53,53
171,2,6:49.0,J. Hernangómez misses 3-pt jump shot from 28 ft,,53,53
172,2,6:45.0,Offensive rebound by Team,,53,53
173,2,6:45.0,,Toronto full timeout,53,53
174,2,6:40.0,D. Russell misses 2-pt jump shot from 18 ft,,53,53
175,2,6:37.0,,Defensive rebound by P. Siakam,53,53
176,2,6:30.0,,Turnover by P. Siakam (bad pass),53,53
177,2,6:24.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by K. Towns),,55,53
178,2,6:04.0,,T. Davis misses 3-pt jump shot from 26 ft,55,53
179,2,6:01.0,Defensive rebound by J. Okogie,,55,53
180,2,5:56.0,Personal foul by T. Davis (drawn by D. Russell),,55,53
181,2,5:56.0,D. Russell makes free throw 1 of 2,,56,53
182,2,5:56.0,,O. Anunoby enters the game for T. Davis,56,53
183,2,5:56.0,D. Russell makes free throw 2 of 2,,57,53
184,2,5:45.0,,M. Thomas misses 2-pt jump shot from 14 ft,57,53
185,2,5:41.0,Defensive rebound by J. Okogie,,57,53
186,2,5:34.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Okogie),,60,53
187,2,5:22.0,,Shooting foul by K. Towns (drawn by R. Hollis-Jefferson),60,53
188,2,5:22.0,,R. Hollis-Jefferson makes free throw 1 of 2,60,54
189,2,5:22.0,,F. VanVleet enters the game for M. Thomas,60,54
190,2,5:22.0,,R. Hollis-Jefferson makes free throw 2 of 2,60,55
191,2,5:11.0,D. Russell misses 3-pt jump shot from 25 ft,,60,55
192,2,5:07.0,,Defensive rebound by O. Anunoby,60,55
193,2,5:05.0,,Offensive foul by K. Lowry (drawn by J. Okogie),60,55
194,2,5:05.0,,Turnover by K. Lowry (offensive foul),60,55
195,2,5:05.0,,Instant Replay (Request: Stands),60,55
196,2,4:54.0,J. Okogie makes 2-pt layup from 2 ft (assist by K. Towns),,62,55
197,2,4:33.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by P. Siakam),62,57
198,2,4:25.0,M. Beasley makes 2-pt layup from 1 ft (assist by D. Russell),,64,57
199,2,4:15.0,,K. Lowry makes 2-pt jump shot from 10 ft,64,59
200,2,3:49.0,Turnover by K. Towns (bad pass; steal by P. Siakam),,64,59
201,2,3:46.0,,P. Siakam makes 2-pt layup from 1 ft,64,61
202,2,3:32.0,Turnover by M. Beasley (bad pass; steal by O. Anunoby),,64,61
203,2,3:25.0,,F. VanVleet misses 3-pt jump shot from 23 ft,64,61
204,2,3:22.0,Defensive rebound by J. Hernangómez,,64,61
205,2,3:17.0,Minnesota full timeout,,64,61
206,2,3:17.0,J. Johnson enters the game for J. Hernangómez,,64,61
207,2,3:12.0,Personal foul by R. Hollis-Jefferson (drawn by D. Russell),,64,61
208,2,3:12.0,D. Russell makes free throw 1 of 2,,65,61
209,2,3:12.0,D. Russell makes free throw 2 of 2,,66,61
210,2,3:04.0,,Turnover by P. Siakam (back court),66,61
211,2,2:51.0,J. Okogie makes 2-pt layup from 3 ft (assist by K. Towns),,68,61
212,2,2:51.0,Shooting foul by K. Lowry (drawn by J. Okogie),,68,61
213,2,2:51.0,J. Okogie makes free throw 1 of 1,,69,61
214,2,2:37.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by F. VanVleet),69,63
215,2,2:25.0,M. Beasley misses 3-pt jump shot from 27 ft,,69,63
216,2,2:23.0,,Defensive rebound by K. Lowry,69,63
217,2,2:15.0,,Turnover by F. VanVleet (out of bounds lost ball),69,63
218,2,2:06.0,J. Okogie misses 3-pt jump shot from 24 ft,,69,63
219,2,2:04.0,,Defensive rebound by K. Lowry,69,63
220,2,1:59.0,,Turnover by K. Lowry (lost ball; steal by D. Russell),69,63
221,2,1:57.0,Shooting foul by F. VanVleet (drawn by M. Beasley),,69,63
222,2,1:57.0,M. Beasley misses free throw 1 of 2,,69,63
223,2,1:57.0,Offensive rebound by Team,,69,63
224,2,1:57.0,M. Beasley makes free throw 2 of 2,,70,63
225,2,1:47.0,,P. Siakam makes 3-pt jump shot from 27 ft,70,66
226,2,1:37.0,Shooting foul by P. Siakam (drawn by J. Johnson),,70,66
227,2,1:37.0,J. Johnson makes free throw 1 of 2,,71,66
228,2,1:37.0,A. Crabbe enters the game for M. Beasley,,71,66
229,2,1:37.0,,P. McCaw enters the game for P. Siakam,71,66
230,2,1:37.0,J. Johnson makes free throw 2 of 2,,72,66
231,2,1:22.0,,F. VanVleet makes 2-pt jump shot from 19 ft,72,68
232,2,1:08.0,J. Okogie misses 3-pt jump shot from 22 ft,,72,68
233,2,1:05.0,,Defensive rebound by R. Hollis-Jefferson,72,68
234,2,1:01.0,,O. Anunoby makes 2-pt dunk at rim (assist by K. Lowry),72,70
235,2,0:48.0,K. Towns misses 3-pt jump shot from 26 ft,,72,70
236,2,0:46.0,Offensive rebound by K. Towns,,72,70
237,2,0:44.0,K. Towns makes 3-pt jump shot from 27 ft,,75,70
238,2,0:43.0,,Personal foul by J. Johnson (drawn by K. Lowry),75,70
239,2,0:43.0,,K. Lowry makes free throw 1 of 2,75,71
240,2,0:43.0,,K. Lowry makes free throw 2 of 2,75,72
241,2,0:33.0,Turnover by D. Russell (lost ball; steal by F. VanVleet),,75,72
242,2,0:31.0,,Shooting foul by D. Russell (drawn by F. VanVleet),75,72
243,2,0:31.0,,F. VanVleet makes free throw 1 of 2,75,73
244,2,0:31.0,,F. VanVleet makes free throw 2 of 2,75,74
245,2,0:13.0,D. Russell misses 2-pt jump shot from 21 ft,,75,74
246,2,0:09.0,,Defensive rebound by O. Anunoby,75,74
247,2,0:05.0,,F. VanVleet misses 3-pt jump shot from 27 ft,75,74
248,2,0:02.0,,Offensive rebound by Team,75,74
249,2,0:02.0,J. Hernangómez enters the game for K. Towns,,75,74
250,2,0:01.0,,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,75,74
251,2,0:01.0,,Offensive rebound by Team,75,74
252,3,11:52.0,,K. Lowry misses 3-pt jump shot from 28 ft,75,74
253,3,11:48.0,Defensive rebound by K. Towns,,75,74
254,3,11:37.0,J. Hernangómez misses 2-pt layup from 1 ft,,75,74
255,3,11:35.0,,Defensive rebound by F. VanVleet,75,74
256,3,11:12.0,,R. Hollis-Jefferson makes 2-pt layup at rim (assist by F. VanVleet),75,76
257,3,10:52.0,Offensive foul by K. Towns (drawn by K. Lowry),,75,76
258,3,10:52.0,Turnover by K. Towns (offensive foul),,75,76
259,3,10:41.0,,F. VanVleet misses 2-pt layup from 3 ft,75,76
260,3,10:39.0,Defensive rebound by J. Hernangómez,,75,76
261,3,10:31.0,Shooting foul by K. Lowry (drawn by J. Hernangómez),,75,76
262,3,10:31.0,J. Hernangómez makes free throw 1 of 2,,76,76
263,3,10:31.0,J. Hernangómez misses free throw 2 of 2,,76,76
264,3,10:29.0,,Defensive rebound by R. Hollis-Jefferson,76,76
265,3,10:19.0,,O. Anunoby makes 2-pt layup at rim (assist by K. Lowry),76,78
266,3,10:06.0,D. Russell makes 3-pt jump shot from 27 ft,,79,78
267,3,9:51.0,,R. Hollis-Jefferson misses 3-pt jump shot from 24 ft,79,78
268,3,9:47.0,Defensive rebound by J. Hernangómez,,79,78
269,3,9:41.0,J. Okogie misses 3-pt jump shot from 23 ft,,79,78
270,3,9:37.0,,Defensive rebound by R. Hollis-Jefferson,79,78
271,3,9:33.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),79,80
272,3,9:21.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Towns),,79,80
273,3,9:21.0,K. Towns makes free throw 1 of 2,,80,80
274,3,9:21.0,K. Towns makes free throw 2 of 2,,81,80
275,3,9:04.0,,Shooting foul by J. Okogie (drawn by R. Hollis-Jefferson),81,80
276,3,9:04.0,,R. Hollis-Jefferson makes free throw 1 of 2,81,81
277,3,9:04.0,,R. Hollis-Jefferson makes free throw 2 of 2,81,82
278,3,8:51.0,Shooting foul by K. Lowry (drawn by J. Okogie),,81,82
279,3,8:51.0,J. Okogie makes free throw 1 of 2,,82,82
280,3,8:51.0,J. Okogie makes free throw 2 of 2,,83,82
281,3,8:42.0,,Personal foul by J. Hernangómez (drawn by K. Lowry),83,82
282,3,8:28.0,,P. Siakam misses 2-pt layup from 2 ft,83,82
283,3,8:26.0,,Offensive rebound by O. Anunoby,83,82
284,3,8:25.0,,O. Anunoby misses 2-pt layup from 2 ft,83,82
285,3,8:25.0,,Offensive rebound by O. Anunoby,83,82
286,3,8:22.0,,O. Anunoby makes 2-pt layup at rim,83,84
287,3,8:09.0,Turnover by K. Towns (bad pass; steal by P. Siakam),,83,84
288,3,8:03.0,,O. Anunoby makes 2-pt dunk at rim (assist by K. Lowry),83,86
289,3,7:48.0,M. Beasley makes 2-pt layup from 1 ft (assist by K. Towns),,85,86
290,3,7:34.0,,F. VanVleet misses 3-pt jump shot from 26 ft,85,86
291,3,7:31.0,Defensive rebound by J. Okogie,,85,86
292,3,7:25.0,D. Russell makes 3-pt jump shot from 26 ft,,88,86
293,3,6:59.0,,F. VanVleet misses 3-pt jump shot from 29 ft,88,86
294,3,6:55.0,,Offensive rebound by O. Anunoby,88,86
295,3,6:51.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by O. Anunoby),88,89
296,3,6:24.0,J. Hernangómez misses 3-pt jump shot from 23 ft,,88,89
297,3,6:22.0,,Defensive rebound by K. Lowry,88,89
298,3,6:18.0,,R. Hollis-Jefferson makes 2-pt layup at rim (assist by K. Lowry),88,91
299,3,6:18.0,Minnesota full timeout,,88,91
300,3,6:18.0,J. Johnson enters the game for J. Hernangómez,,88,91
301,3,6:18.0,N. Reid enters the game for K. Towns,,88,91
302,3,6:00.0,Turnover by D. Russell (bad pass),,88,91
303,3,5:49.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by P. Siakam),88,94
304,3,5:28.0,M. Beasley misses 3-pt jump shot from 26 ft,,88,94
305,3,5:25.0,,Defensive rebound by O. Anunoby,88,94
306,3,5:25.0,J. Culver enters the game for J. Okogie,,88,94
307,3,5:09.0,,K. Lowry makes 2-pt jump shot from 3 ft (assist by P. Siakam),88,96
308,3,4:50.0,D. Russell misses 2-pt jump shot from 11 ft,,88,96
309,3,4:47.0,,Defensive rebound by K. Lowry,88,96
310,3,4:42.0,,Shooting foul by J. Johnson (drawn by R. Hollis-Jefferson),88,96
311,3,4:42.0,,R. Hollis-Jefferson makes free throw 1 of 2,88,97
312,3,4:42.0,,R. Hollis-Jefferson misses free throw 2 of 2,88,97
313,3,4:40.0,Defensive rebound by N. Reid,,88,97
314,3,4:25.0,J. Johnson misses 2-pt jump shot from 10 ft,,88,97
315,3,4:22.0,,Defensive rebound by O. Anunoby,88,97
316,3,4:17.0,,P. Siakam misses 3-pt jump shot from 27 ft,88,97
317,3,4:14.0,Defensive rebound by J. Culver,,88,97
318,3,4:07.0,J. Culver makes 3-pt jump shot from 27 ft (assist by M. Beasley),,91,97
319,3,4:07.0,A. Crabbe enters the game for M. Beasley,,91,97
320,3,3:39.0,,K. Lowry misses 2-pt jump shot from 17 ft,91,97
321,3,3:37.0,,Offensive rebound by R. Hollis-Jefferson,91,97
322,3,3:35.0,,P. Siakam misses 3-pt jump shot from 27 ft,91,97
323,3,3:32.0,Defensive rebound by N. Reid,,91,97
324,3,3:26.0,Turnover by D. Russell (bad pass; steal by F. VanVleet),,91,97
325,3,3:21.0,,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),91,99
326,3,3:03.0,N. Reid misses 2-pt hook shot from 3 ft,,91,99
327,3,3:00.0,,Defensive rebound by R. Hollis-Jefferson,91,99
328,3,2:58.0,,Turnover by K. Lowry (traveling),91,99
329,3,2:58.0,,Toronto full timeout,91,99
330,3,2:58.0,J. McLaughlin enters the game for N. Reid,,91,99
331,3,2:58.0,K. Towns enters the game for D. Russell,,91,99
332,3,2:58.0,,C. Boucher enters the game for R. Hollis-Jefferson,91,99
333,3,2:58.0,,P. McCaw enters the game for K. Lowry,91,99
334,3,2:46.0,J. Culver misses 3-pt jump shot from 26 ft,,91,99
335,3,2:43.0,,Defensive rebound by O. Anunoby,91,99
336,3,2:23.0,,C. Boucher misses 3-pt jump shot from 27 ft,91,99
337,3,2:20.0,Defensive rebound by A. Crabbe,,91,99
338,3,2:08.0,K. Towns misses 3-pt jump shot from 27 ft,,91,99
339,3,2:04.0,Offensive rebound by J. Johnson,,91,99
340,3,2:00.0,J. Culver misses 3-pt jump shot from 25 ft,,91,99
341,3,1:57.0,,Defensive rebound by P. Siakam,91,99
342,3,1:52.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by P. Siakam),91,102
343,3,1:31.0,Shooting foul by P. McCaw (drawn by J. Culver),,91,102
344,3,1:31.0,J. Culver misses free throw 1 of 2,,91,102
345,3,1:31.0,Offensive rebound by Team,,91,102
346,3,1:31.0,J. Culver makes free throw 2 of 2,,92,102
347,3,1:13.0,,Personal foul by J. Johnson (drawn by F. VanVleet),92,102
348,3,0:59.0,,P. Siakam misses 2-pt jump shot from 12 ft,92,102
349,3,0:59.0,,Offensive rebound by Team,92,102
350,3,0:59.0,,Turnover by Team (shot clock),92,102
351,3,0:45.0,J. Culver makes 2-pt layup from 2 ft (assist by K. Towns),,94,102
352,3,0:33.0,,F. VanVleet misses 3-pt jump shot from 26 ft,94,102
353,3,0:25.0,,Offensive rebound by O. Anunoby,94,102
354,3,0:14.0,,Shooting foul by A. Crabbe (drawn by O. Anunoby),94,102
355,3,0:14.0,,O. Anunoby makes free throw 1 of 2,94,103
356,3,0:14.0,D. Russell enters the game for J. McLaughlin,,94,103
357,3,0:14.0,,R. Hollis-Jefferson enters the game for P. Siakam,94,103
358,3,0:14.0,,O. Anunoby makes free throw 2 of 2,94,104
359,3,0:03.0,Turnover by D. Russell (bad pass; steal by R. Hollis-Jefferson),,94,104
360,3,0:00.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by F. VanVleet),94,106
361,3,0:00.0,Turnover by J. Johnson (bad pass; steal by P. McCaw),,94,106
362,4,11:44.0,K. Towns misses 2-pt jump shot from 11 ft,,94,106
363,4,11:42.0,Offensive rebound by J. Culver,,94,106
364,4,11:39.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by J. McLaughlin),,97,106
365,4,11:12.0,,K. Lowry misses 2-pt jump shot from 15 ft,97,106
366,4,11:09.0,Defensive rebound by J. Johnson,,97,106
367,4,11:04.0,A. Crabbe misses 3-pt jump shot from 27 ft,,97,106
368,4,11:01.0,,Defensive rebound by T. Davis,97,106
369,4,10:40.0,,T. Davis misses 2-pt jump shot from 21 ft,97,106
370,4,10:38.0,Defensive rebound by A. Crabbe,,97,106
371,4,10:29.0,Turnover by K. Towns (traveling),,97,106
372,4,10:13.0,,Turnover by C. Boucher (lost ball),97,106
373,4,10:13.0,,Loose ball foul by C. Boucher (drawn by K. Towns),97,106
