,QUARTER,TIME_REMAINING,NEW YORK_ACTION,HOUSTON_ACTION,NEW YORK_SCORE,HOUSTON_SCORE
391,4,7:26.0,,D. House makes free throw 1 of 1,92,116
392,4,7:09.0,M. Harkless misses 3-pt jump shot from 28 ft,,92,116
393,4,7:09.0,,Defensive rebound by J. Harden,92,116
394,4,7:03.0,,Shooting foul by D. Smith (drawn by D. House),92,116
395,4,7:03.0,,D. House misses free throw 1 of 2,92,116
396,4,7:03.0,,Offensive rebound by Team,92,116
397,4,7:03.0,,R. Covington enters the game for J. Green,92,116
398,4,7:03.0,,B. McLemore enters the game for A. Rivers,92,116
399,4,7:03.0,,D. House makes free throw 2 of 2,92,117
400,4,6:50.0,R. Barrett misses 2-pt jump shot from 12 ft,,92,117
401,4,6:43.0,Offensive rebound by J. Randle,,92,117
402,4,6:43.0,J. Randle misses 2-pt layup from 2 ft (block by R. Covington),,92,117
403,4,6:40.0,Offensive rebound by M. Robinson,,92,117
404,4,6:38.0,D. Smith makes 2-pt layup from 2 ft,,94,117
405,4,6:29.0,,D. Carroll misses 3-pt jump shot from 27 ft,94,117
406,4,6:27.0,Defensive rebound by D. Smith,,94,117
407,4,6:22.0,Personal foul by J. Harden (drawn by M. Robinson),,94,117
408,4,6:22.0,K. Knox enters the game for M. Harkless,,94,117
409,4,6:22.0,A. Trier enters the game for D. Smith,,94,117
410,4,6:08.0,R. Barrett misses 3-pt jump shot from 23 ft,,94,117
411,4,6:08.0,Offensive rebound by J. Randle,,94,117
412,4,6:06.0,Shooting foul by D. Carroll (drawn by J. Randle),,94,117
413,4,6:06.0,J. Randle misses free throw 1 of 2,,94,117
414,4,6:06.0,Offensive rebound by Team,,94,117
415,4,6:06.0,D. Dotson enters the game for R. Barrett,,94,117
416,4,6:06.0,J. Randle makes free throw 2 of 2,,95,117
417,4,6:06.0,B. Portis enters the game for J. Randle,,95,117
418,4,5:46.0,,R. Covington misses 3-pt jump shot from 24 ft,95,117
419,4,5:46.0,Defensive rebound by D. Dotson,,95,117
420,4,5:36.0,K. Knox misses 3-pt jump shot from 26 ft,,95,117
421,4,5:33.0,,Defensive rebound by D. House,95,117
422,4,5:26.0,,J. Harden misses 3-pt jump shot from 25 ft,95,117
423,4,5:24.0,Defensive rebound by M. Robinson,,95,117
424,4,5:18.0,Shooting foul by R. Covington (drawn by A. Trier),,95,117
425,4,5:18.0,A. Trier makes free throw 1 of 2,,96,117
426,4,5:18.0,A. Trier misses free throw 2 of 2,,96,117
427,4,5:18.0,Offensive rebound by M. Robinson,,96,117
428,4,5:12.0,A. Trier makes 3-pt jump shot from 27 ft (assist by M. Robinson),,99,117
429,4,4:41.0,,Turnover by B. McLemore (bad pass; steal by M. Robinson),99,117
430,4,4:36.0,K. Knox misses 2-pt layup from 3 ft (block by D. House),,99,117
431,4,4:33.0,,Defensive rebound by D. House,99,117
432,4,4:32.0,,Shooting foul by B. Portis (drawn by D. House),99,117
433,4,4:32.0,,D. House makes free throw 1 of 2,99,118
434,4,4:32.0,,D. House makes free throw 2 of 2,99,119
435,4,4:16.0,K. Knox misses 3-pt jump shot from 28 ft,,99,119
436,4,4:15.0,,Defensive rebound by D. Carroll,99,119
437,4,4:06.0,,Shooting foul by B. Portis (drawn by D. Carroll),99,119
438,4,4:06.0,,D. Carroll misses free throw 1 of 2,99,119
439,4,4:06.0,,Offensive rebound by Team,99,119
440,4,4:06.0,,D. Carroll misses free throw 2 of 2,99,119
441,4,4:06.0,Defensive rebound by B. Portis,,99,119
442,4,3:47.0,A. Trier makes 3-pt jump shot from 25 ft (assist by D. Dotson),,102,119
443,4,3:30.0,,J. Harden misses 3-pt jump shot from 28 ft,102,119
444,4,3:25.0,,Offensive rebound by D. House,102,119
445,4,3:16.0,,J. Harden misses 3-pt jump shot from 27 ft,102,119
446,4,3:14.0,Defensive rebound by D. Dotson,,102,119
447,4,3:06.0,Turnover by D. Dotson (bad pass; steal by J. Harden),,102,119
448,4,3:04.0,,D. Carroll makes 2-pt layup from 2 ft,102,121
449,4,3:04.0,,Shooting foul by D. Dotson (drawn by D. Carroll),102,121
450,4,3:04.0,,B. Caboclo enters the game for R. Covington,102,121
451,4,3:04.0,,A. Rivers enters the game for J. Harden,102,121
452,4,3:04.0,,D. Carroll misses free throw 1 of 1,102,121
453,4,3:04.0,Defensive rebound by K. Knox,,102,121
454,4,2:49.0,K. Knox misses 2-pt jump shot from 11 ft,,102,121
455,4,2:48.0,,Defensive rebound by D. Carroll,102,121
456,4,2:33.0,,A. Rivers misses 2-pt layup from 2 ft (block by M. Robinson),102,121
457,4,2:30.0,,Offensive rebound by B. Caboclo,102,121
458,4,2:27.0,,B. McLemore misses 3-pt jump shot from 23 ft,102,121
459,4,2:24.0,Defensive rebound by D. Dotson,,102,121
460,4,2:19.0,B. Portis makes 2-pt layup from 2 ft,,104,121
461,4,2:07.0,,B. Caboclo misses 3-pt jump shot from 24 ft,104,121
462,4,2:05.0,Defensive rebound by B. Portis,,104,121
463,4,1:56.0,A. Trier makes 2-pt jump shot from 21 ft,,106,121
464,4,1:33.0,,D. House misses 2-pt jump shot from 12 ft (block by M. Robinson),106,121
465,4,1:31.0,Defensive rebound by B. Portis,,106,121
466,4,1:28.0,B. Portis misses 2-pt layup from 1 ft,,106,121
467,4,1:24.0,Offensive rebound by A. Trier,,106,121
468,4,1:24.0,A. Trier misses 2-pt layup from 1 ft,,106,121
469,4,1:24.0,,Defensive rebound by B. Caboclo,106,121
470,4,1:17.0,,D. Carroll misses 3-pt jump shot from 25 ft,106,121
471,4,1:16.0,Defensive rebound by M. Robinson,,106,121
472,4,1:04.0,D. Dotson misses 3-pt jump shot from 28 ft,,106,121
473,4,1:02.0,Offensive rebound by M. Robinson,,106,121
474,4,1:00.0,K. Knox makes 3-pt jump shot from 29 ft (assist by M. Robinson),,109,121
475,4,0:42.0,,B. McLemore misses 3-pt jump shot from 28 ft,109,121
476,4,0:41.0,Defensive rebound by Team,,109,121
477,4,0:28.0,Turnover by A. Trier (bad pass; steal by D. House),,109,121
478,4,0:24.0,,B. McLemore makes 2-pt dunk from 1 ft (assist by D. House),109,123
479,4,0:12.0,D. Dotson makes 3-pt jump shot from 28 ft,,112,123
