,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DALLAS_ACTION,ATLANTA_SCORE,DALLAS_SCORE
27,1,8:52.0,,T. Hardaway makes 2-pt jump shot from 5 ft (assist by W. Cauley-Stein),12,5
28,1,8:34.0,K. Huerter makes 3-pt jump shot from 25 ft (assist by C. Reddish),,15,5
29,1,8:19.0,,T. Hardaway misses 3-pt jump shot from 26 ft,15,5
30,1,8:16.0,Defensive rebound by T. Young,,15,5
31,1,8:06.0,J. Collins misses 2-pt jump shot from 5 ft,,15,5
32,1,8:03.0,,Defensive rebound by W. Cauley-Stein,15,5
33,1,7:55.0,,J. Brunson makes 2-pt jump shot from 18 ft,15,7
34,1,7:34.0,D. Jones misses 2-pt layup from 1 ft (block by D. Finney-Smith),,15,7
35,1,7:32.0,,Defensive rebound by M. Kleber,15,7
36,1,7:27.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by J. Brunson),15,10
37,1,7:16.0,Turnover by T. Young (out of bounds lost ball),,15,10
38,1,7:03.0,,T. Hardaway misses 2-pt jump shot from 5 ft (block by C. Reddish),15,10
39,1,7:02.0,,Offensive rebound by Team,15,10
40,1,7:01.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by J. Brunson),15,13
41,1,6:59.0,Atlanta full timeout,,15,13
42,1,6:59.0,,S. Curry enters the game for T. Hardaway,15,13
43,1,6:46.0,K. Huerter makes 2-pt jump shot from 11 ft,,17,13
44,1,6:29.0,,J. Brunson makes 2-pt jump shot from 10 ft,17,15
45,1,6:13.0,T. Young misses 3-pt jump shot from 30 ft,,17,15
46,1,6:10.0,,Defensive rebound by J. Brunson,17,15
47,1,6:07.0,,D. Finney-Smith makes 2-pt layup from 1 ft (assist by J. Brunson),17,17
48,1,5:50.0,J. Collins misses 2-pt layup from 5 ft (block by M. Kleber),,17,17
49,1,5:50.0,Offensive rebound by Team,,17,17
50,1,5:42.0,C. Reddish misses 3-pt jump shot from 25 ft,,17,17
51,1,5:39.0,,Defensive rebound by W. Cauley-Stein,17,17
52,1,5:33.0,,J. Brunson makes 2-pt jump shot from 15 ft,17,19
53,1,5:20.0,C. Reddish misses 3-pt jump shot from 25 ft,,17,19
54,1,5:17.0,,Defensive rebound by W. Cauley-Stein,17,19
55,1,5:10.0,,J. Brunson misses 2-pt jump shot from 7 ft,17,19
56,1,5:06.0,Defensive rebound by J. Collins,,17,19
57,1,5:05.0,,Violation by Team (kicked ball),17,19
58,1,5:05.0,V. Carter enters the game for D. Jones,,17,19
59,1,5:05.0,,R. Broekhoff enters the game for J. Brunson,17,19
60,1,5:05.0,,D. Wright enters the game for M. Kleber,17,19
61,1,4:56.0,J. Collins misses 2-pt dunk from 1 ft (block by W. Cauley-Stein),,17,19
62,1,4:53.0,,Defensive rebound by D. Finney-Smith,17,19
63,1,4:50.0,,Shooting foul by C. Reddish (drawn by D. Finney-Smith),17,19
64,1,4:50.0,,D. Finney-Smith makes free throw 1 of 2,17,20
65,1,4:50.0,J. Teague enters the game for C. Reddish,,17,20
66,1,4:50.0,,D. Finney-Smith makes free throw 2 of 2,17,21
67,1,4:37.0,V. Carter misses 2-pt jump shot from 13 ft,,17,21
68,1,4:33.0,,Defensive rebound by S. Curry,17,21
69,1,4:27.0,,S. Curry misses 2-pt layup from 5 ft,17,21
70,1,4:24.0,Defensive rebound by J. Collins,,17,21
71,1,4:19.0,J. Teague misses 3-pt jump shot from 26 ft,,17,21
72,1,4:16.0,,Defensive rebound by R. Broekhoff,17,21
73,1,4:02.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by S. Curry),17,23
74,1,3:49.0,T. Young misses 3-pt jump shot from 25 ft,,17,23
75,1,3:47.0,,Defensive rebound by Team,17,23
76,1,3:28.0,,D. Wright misses 2-pt jump shot from 7 ft,17,23
77,1,3:25.0,Defensive rebound by J. Collins,,17,23
78,1,3:21.0,T. Young misses 2-pt layup from 2 ft,,17,23
79,1,3:19.0,Offensive rebound by J. Collins,,17,23
80,1,3:18.0,J. Collins makes 2-pt dunk at rim,,19,23
81,1,3:18.0,,Dallas full timeout,19,23
82,1,3:18.0,B. Goodwin enters the game for T. Young,,19,23
83,1,3:18.0,,T. Hardaway enters the game for W. Cauley-Stein,19,23
84,1,3:18.0,,M. Kleber enters the game for D. Finney-Smith,19,23
85,1,3:04.0,,M. Kleber misses 3-pt jump shot from 27 ft,19,23
86,1,3:00.0,Defensive rebound by V. Carter,,19,23
87,1,2:49.0,Offensive foul by J. Collins (drawn by M. Kleber),,19,23
88,1,2:49.0,Turnover by J. Collins (offensive foul),,19,23
89,1,2:36.0,,Shooting foul by V. Carter (drawn by R. Broekhoff),19,23
90,1,2:36.0,,R. Broekhoff makes free throw 1 of 2,19,24
91,1,2:36.0,,R. Broekhoff makes free throw 2 of 2,19,25
92,1,2:20.0,J. Teague makes 2-pt layup from 1 ft,,21,25
93,1,2:10.0,,S. Curry misses 2-pt jump shot from 17 ft,21,25
94,1,2:05.0,,Offensive rebound by M. Kleber,21,25
95,1,1:56.0,,S. Curry misses 3-pt jump shot from 26 ft,21,25
96,1,1:54.0,Defensive rebound by V. Carter,,21,25
97,1,1:50.0,Shooting foul by D. Wright (drawn by J. Teague),,21,25
98,1,1:50.0,J. Teague misses free throw 1 of 2,,21,25
99,1,1:50.0,Offensive rebound by Team,,21,25
100,1,1:50.0,T. Graham enters the game for J. Collins,,21,25
101,1,1:50.0,D. Jones enters the game for K. Huerter,,21,25
102,1,1:50.0,J. Teague misses free throw 2 of 2,,21,25
103,1,1:47.0,,Defensive rebound by R. Broekhoff,21,25
104,1,1:34.0,,Shooting foul by V. Carter (drawn by M. Kleber),21,25
105,1,1:34.0,,M. Kleber makes free throw 1 of 2,21,26
106,1,1:34.0,,M. Kleber makes free throw 2 of 2,21,27
107,1,1:19.0,J. Teague misses 2-pt jump shot from 5 ft,,21,27
108,1,1:17.0,,Defensive rebound by R. Broekhoff,21,27
109,1,1:10.0,,S. Curry makes 3-pt jump shot from 25 ft,21,30
110,1,0:50.0,B. Goodwin makes 3-pt jump shot from 26 ft (assist by J. Teague),,24,30
111,1,0:32.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by D. Wright),24,33
112,1,0:17.0,D. Jones makes 2-pt dunk from 1 ft (assist by J. Teague),,26,33
113,1,0:03.0,,D. Wright misses 2-pt jump shot from 5 ft,26,33
114,1,0:00.0,,Offensive rebound by R. Broekhoff,26,33
115,1,0:00.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by R. Broekhoff),26,36
116,1,0:00.0,,Instant Replay (Request: Ruling Stands),26,36
117,2,11:47.0,D. Jones misses 2-pt dunk at rim,,26,36
118,2,11:45.0,,Defensive rebound by S. Curry,26,36
119,2,11:35.0,,D. Wright misses 3-pt jump shot from 26 ft,26,36
120,2,11:30.0,Defensive rebound by T. Young,,26,36
121,2,11:22.0,T. Young misses 3-pt jump shot from 29 ft,,26,36
122,2,11:18.0,,Defensive rebound by J. Jackson,26,36
123,2,11:11.0,,S. Curry misses 2-pt jump shot from 19 ft,26,36
124,2,11:07.0,Defensive rebound by D. Jones,,26,36
125,2,10:59.0,K. Huerter misses 2-pt hook shot from 3 ft (block by W. Cauley-Stein),,26,36
126,2,10:57.0,,Defensive rebound by D. Wright,26,36
127,2,10:50.0,,J. Jackson makes 2-pt layup from 2 ft (assist by S. Curry),26,38
128,2,10:32.0,Shooting foul by T. Hardaway (drawn by T. Young),,26,38
129,2,10:32.0,T. Young makes free throw 1 of 2,,27,38
130,2,10:32.0,T. Young misses free throw 2 of 2,,27,38
131,2,10:29.0,,Defensive rebound by J. Jackson,27,38
132,2,10:10.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Wright),27,41
133,2,9:53.0,T. Graham misses 3-pt jump shot from 25 ft,,27,41
134,2,9:49.0,,Defensive rebound by S. Curry,27,41
135,2,9:39.0,,T. Hardaway misses 2-pt jump shot from 4 ft,27,41
136,2,9:36.0,Defensive rebound by B. Goodwin,,27,41
137,2,9:32.0,K. Huerter misses 3-pt jump shot from 24 ft,,27,41
138,2,9:30.0,Offensive rebound by D. Jones,,27,41
139,2,9:26.0,T. Young misses 2-pt layup from 1 ft,,27,41
140,2,9:25.0,Offensive rebound by Team,,27,41
141,2,9:25.0,,J. Brunson enters the game for W. Cauley-Stein,27,41
142,2,9:25.0,,M. Kleber enters the game for S. Curry,27,41
143,2,9:15.0,B. Goodwin makes 2-pt layup from 2 ft,,29,41
144,2,8:57.0,,M. Kleber misses 3-pt jump shot from 22 ft,29,41
145,2,8:53.0,Defensive rebound by B. Goodwin,,29,41
146,2,8:45.0,T. Young makes 2-pt jump shot from 2 ft (assist by B. Goodwin),,31,41
147,2,8:28.0,,J. Brunson makes 3-pt jump shot from 23 ft (assist by D. Wright),31,44
148,2,8:14.0,D. Jones makes 2-pt dunk from 2 ft (assist by T. Young),,33,44
149,2,7:49.0,,J. Jackson misses 2-pt jump shot from 16 ft,33,44
150,2,7:47.0,Defensive rebound by D. Jones,,33,44
151,2,7:43.0,B. Goodwin misses 2-pt jump shot from 6 ft,,33,44
152,2,7:41.0,,Defensive rebound by M. Kleber,33,44
153,2,7:28.0,,J. Brunson misses 2-pt jump shot from 7 ft,33,44
154,2,7:25.0,,Offensive rebound by J. Jackson,33,44
155,2,7:19.0,,T. Hardaway misses 3-pt jump shot from 28 ft,33,44
156,2,7:15.0,Defensive rebound by T. Graham,,33,44
157,2,7:06.0,B. Goodwin misses 2-pt jump shot from 16 ft,,33,44
158,2,7:03.0,,Defensive rebound by J. Jackson,33,44
159,2,6:55.0,,J. Brunson makes 2-pt jump shot from 4 ft,33,46
160,2,6:55.0,Atlanta full timeout,,33,46
161,2,6:55.0,J. Collins enters the game for T. Graham,,33,46
162,2,6:55.0,,D. Finney-Smith enters the game for T. Hardaway,33,46
163,2,6:39.0,Turnover by T. Young (bad pass),,33,46
164,2,6:23.0,,J. Brunson makes 2-pt jump shot from 6 ft,33,48
165,2,6:09.0,J. Collins makes 3-pt jump shot from 24 ft (assist by B. Goodwin),,36,48
166,2,5:57.0,,J. Brunson makes 2-pt jump shot from 19 ft,36,50
167,2,5:40.0,K. Huerter makes 3-pt jump shot from 26 ft,,39,50
168,2,5:21.0,,J. Brunson makes 2-pt jump shot from 19 ft,39,52
169,2,5:11.0,T. Young misses 2-pt layup from 3 ft (block by M. Kleber),,39,52
170,2,5:09.0,,Defensive rebound by D. Finney-Smith,39,52
171,2,5:03.0,,J. Brunson misses 3-pt jump shot from 26 ft,39,52
172,2,4:59.0,Defensive rebound by D. Jones,,39,52
173,2,4:56.0,K. Huerter misses 3-pt jump shot from 27 ft,,39,52
174,2,4:53.0,,Defensive rebound by J. Jackson,39,52
175,2,4:38.0,,J. Jackson makes 3-pt jump shot from 27 ft (assist by D. Wright),39,55
176,2,4:36.0,Atlanta full timeout,,39,55
177,2,4:36.0,V. Carter enters the game for B. Goodwin,,39,55
178,2,4:36.0,J. Teague enters the game for D. Jones,,39,55
179,2,4:36.0,,W. Cauley-Stein enters the game for M. Kleber,39,55
180,2,4:17.0,J. Collins makes 2-pt layup from 3 ft (assist by K. Huerter),,41,55
181,2,3:55.0,,J. Jackson misses 3-pt jump shot from 27 ft,41,55
182,2,3:49.0,,Offensive rebound by W. Cauley-Stein,41,55
183,2,3:49.0,,W. Cauley-Stein misses 2-pt layup from 5 ft,41,55
184,2,3:48.0,Defensive rebound by J. Collins,,41,55
185,2,3:42.0,V. Carter misses 3-pt jump shot from 27 ft,,41,55
186,2,3:38.0,,Defensive rebound by D. Wright,41,55
187,2,3:36.0,,Turnover by D. Wright (out of bounds lost ball),41,55
188,2,3:36.0,,T. Hardaway enters the game for D. Wright,41,55
189,2,3:19.0,J. Collins misses 2-pt hook shot from 4 ft,,41,55
190,2,3:17.0,,Defensive rebound by W. Cauley-Stein,41,55
191,2,3:08.0,,J. Brunson misses 2-pt jump shot from 19 ft,41,55
192,2,3:05.0,,Offensive rebound by J. Brunson,41,55
193,2,3:03.0,,J. Brunson makes 2-pt jump shot from 6 ft,41,57
194,2,2:41.0,J. Teague misses 3-pt jump shot from 24 ft,,41,57
195,2,2:39.0,,Defensive rebound by J. Jackson,41,57
196,2,2:22.0,,J. Brunson misses 2-pt jump shot from 8 ft,41,57
197,2,2:16.0,,Offensive rebound by W. Cauley-Stein,41,57
198,2,2:16.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,41,57
199,2,2:15.0,Defensive rebound by J. Teague,,41,57
200,2,2:11.0,J. Teague makes 2-pt layup from 2 ft,,43,57
201,2,1:45.0,,Turnover by W. Cauley-Stein (bad pass; steal by K. Huerter),43,57
202,2,1:42.0,J. Collins makes 2-pt dunk from 2 ft (assist by K. Huerter),,45,57
203,2,1:17.0,,J. Jackson misses 2-pt jump shot from 10 ft,45,57
204,2,1:15.0,Defensive rebound by V. Carter,,45,57
205,2,1:11.0,V. Carter makes 2-pt dunk at rim (assist by J. Teague),,47,57
206,2,1:10.0,,Dallas full timeout,47,57
207,2,1:10.0,,M. Kleber enters the game for J. Brunson,47,57
208,2,1:10.0,,D. Wright enters the game for W. Cauley-Stein,47,57
209,2,0:52.0,,T. Hardaway misses 2-pt jump shot from 20 ft,47,57
210,2,0:48.0,Defensive rebound by T. Young,,47,57
211,2,0:43.0,T. Young misses 3-pt jump shot from 30 ft,,47,57
212,2,0:39.0,,Defensive rebound by J. Jackson,47,57
213,2,0:33.0,,J. Jackson makes 2-pt jump shot from 4 ft,47,59
214,2,0:15.0,J. Collins misses 2-pt layup from 3 ft (block by M. Kleber),,47,59
215,2,0:13.0,Offensive rebound by J. Teague,,47,59
216,2,0:10.0,Shooting foul by M. Kleber (drawn by J. Collins),,47,59
217,2,0:10.0,J. Collins makes free throw 1 of 2,,48,59
218,2,0:10.0,J. Collins makes free throw 2 of 2,,49,59
219,2,0:06.0,,Personal take foul by T. Young (drawn by D. Wright),49,59
220,2,0:06.0,,S. Curry enters the game for D. Wright,49,59
221,2,0:03.0,,D. Finney-Smith makes 3-pt jump shot from 28 ft,49,62
222,2,0:00.0,J. Collins misses 3-pt jump shot from 44 ft,,49,62
223,2,0:00.0,Instant Replay (Request: Ruling Stands),,49,62
224,2,0:00.0,Offensive rebound by Team,,49,62
225,3,11:35.0,J. Collins misses 2-pt jump shot from 16 ft (block by M. Kleber),,49,62
226,3,11:32.0,,Defensive rebound by W. Cauley-Stein,49,62
227,3,11:12.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),49,65
228,3,11:02.0,Turnover by T. Young (bad pass; steal by W. Cauley-Stein),,49,65
229,3,10:54.0,,Turnover by T. Hardaway (lost ball; steal by D. Jones),49,65
230,3,10:38.0,J. Teague misses 2-pt jump shot from 13 ft,,49,65
231,3,10:33.0,Offensive rebound by J. Collins,,49,65
232,3,10:33.0,J. Collins makes 2-pt layup from 1 ft,,51,65
233,3,10:22.0,,M. Kleber makes 3-pt jump shot from 26 ft (assist by J. Brunson),51,68
234,3,10:08.0,T. Young makes 3-pt jump shot from 28 ft,,54,68
235,3,9:52.0,,J. Brunson misses 2-pt jump shot from 17 ft,54,68
236,3,9:50.0,Defensive rebound by D. Jones,,54,68
237,3,9:44.0,J. Teague misses 2-pt layup from 1 ft,,54,68
238,3,9:43.0,Offensive rebound by Team,,54,68
239,3,9:41.0,T. Young misses 3-pt jump shot from 22 ft,,54,68
240,3,9:38.0,,Defensive rebound by J. Brunson,54,68
241,3,9:28.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Finney-Smith),54,70
242,3,9:27.0,Atlanta full timeout,,54,70
243,3,9:11.0,D. Jones misses 2-pt hook shot from 6 ft,,54,70
244,3,9:10.0,,Defensive rebound by J. Brunson,54,70
245,3,8:58.0,,T. Hardaway misses 3-pt jump shot from 26 ft,54,70
246,3,8:54.0,Defensive rebound by T. Young,,54,70
247,3,8:48.0,Shooting foul by M. Kleber (drawn by T. Young),,54,70
248,3,8:48.0,T. Young makes free throw 1 of 2,,55,70
249,3,8:48.0,V. Carter enters the game for D. Jones,,55,70
250,3,8:48.0,,R. Broekhoff enters the game for W. Cauley-Stein,55,70
251,3,8:48.0,T. Young makes free throw 2 of 2,,56,70
252,3,8:31.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by D. Finney-Smith),56,72
253,3,8:16.0,J. Collins misses 2-pt layup from 4 ft,,56,72
254,3,8:13.0,Offensive rebound by J. Collins,,56,72
255,3,8:12.0,J. Collins makes 2-pt dunk from 1 ft,,58,72
256,3,7:55.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by J. Brunson),58,74
257,3,7:43.0,Turnover by T. Young (bad pass; steal by D. Finney-Smith),,58,74
258,3,7:41.0,,Shooting foul by T. Young (drawn by D. Finney-Smith),58,74
259,3,7:41.0,,D. Finney-Smith makes free throw 1 of 2,58,75
260,3,7:41.0,,D. Finney-Smith makes free throw 2 of 2,58,76
261,3,7:28.0,K. Huerter makes 3-pt jump shot from 26 ft,,61,76
262,3,7:13.0,,J. Brunson makes 2-pt layup from 2 ft,61,78
263,3,6:49.0,Turnover by K. Huerter (bad pass; steal by T. Hardaway),,61,78
264,3,6:43.0,,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by J. Brunson),61,81
265,3,6:24.0,Shooting foul by M. Kleber (drawn by J. Collins),,61,81
266,3,6:24.0,J. Collins makes free throw 1 of 2,,62,81
267,3,6:24.0,B. Goodwin enters the game for T. Young,,62,81
268,3,6:24.0,,S. Curry enters the game for J. Brunson,62,81
269,3,6:24.0,,D. Wright enters the game for T. Hardaway,62,81
270,3,6:24.0,J. Collins misses free throw 2 of 2,,62,81
271,3,6:22.0,,Defensive rebound by R. Broekhoff,62,81
272,3,6:08.0,,M. Kleber makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),62,84
273,3,5:47.0,J. Collins makes 2-pt layup from 1 ft (assist by B. Goodwin),,64,84
274,3,5:22.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Wright),64,87
275,3,5:21.0,Atlanta full timeout,,64,87
276,3,5:21.0,D. Jones enters the game for J. Collins,,64,87
277,3,5:21.0,,W. Cauley-Stein enters the game for M. Kleber,64,87
278,3,5:03.0,V. Carter makes 2-pt jump shot from 6 ft,,66,87
279,3,4:46.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Wright),66,90
280,3,4:33.0,J. Teague misses 2-pt jump shot from 10 ft,,66,90
281,3,4:30.0,,Defensive rebound by D. Wright,66,90
282,3,4:27.0,,R. Broekhoff misses 3-pt jump shot from 26 ft,66,90
283,3,4:24.0,Defensive rebound by J. Teague,,66,90
284,3,4:23.0,Personal take foul by S. Curry (drawn by J. Teague),,66,90
285,3,4:23.0,T. Graham enters the game for B. Goodwin,,66,90
286,3,4:23.0,,J. Jackson enters the game for D. Finney-Smith,66,90
287,3,4:05.0,V. Carter makes 2-pt jump shot from 10 ft,,68,90
288,3,3:53.0,,D. Wright makes 2-pt layup from 1 ft,68,92
289,3,3:34.0,K. Huerter misses 3-pt jump shot from 29 ft,,68,92
290,3,3:30.0,,Defensive rebound by S. Curry,68,92
291,3,3:14.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by J. Jackson),68,94
292,3,2:57.0,V. Carter misses 2-pt layup from 2 ft (block by R. Broekhoff),,68,94
293,3,2:54.0,,Defensive rebound by W. Cauley-Stein,68,94
294,3,2:45.0,,W. Cauley-Stein misses 2-pt jump shot from 4 ft (block by V. Carter),68,94
295,3,2:43.0,Defensive rebound by V. Carter,,68,94
296,3,2:35.0,V. Carter misses 2-pt jump shot from 5 ft,,68,94
297,3,2:31.0,,Defensive rebound by R. Broekhoff,68,94
298,3,2:08.0,,D. Wright makes 3-pt jump shot from 25 ft,68,97
299,3,1:44.0,V. Carter misses 3-pt jump shot from 23 ft,,68,97
300,3,1:42.0,,Defensive rebound by S. Curry,68,97
301,3,1:31.0,,W. Cauley-Stein misses 2-pt jump shot from 6 ft,68,97
302,3,1:29.0,Defensive rebound by D. Jones,,68,97
303,3,1:17.0,Shooting foul by R. Broekhoff (drawn by D. Jones),,68,97
304,3,1:17.0,,Dallas full timeout,68,97
305,3,1:17.0,C. Brown enters the game for V. Carter,,68,97
306,3,1:17.0,J. Collins enters the game for K. Huerter,,68,97
307,3,1:17.0,B. Goodwin enters the game for J. Teague,,68,97
308,3,1:17.0,D. Jones makes free throw 1 of 2,,69,97
309,3,1:17.0,D. Jones makes free throw 2 of 2,,70,97
310,3,1:06.0,,R. Broekhoff misses 3-pt jump shot from 23 ft,70,97
311,3,1:01.0,Defensive rebound by B. Goodwin,,70,97
312,3,0:57.0,Shooting foul by D. Wright (drawn by B. Goodwin),,70,97
313,3,0:57.0,B. Goodwin makes free throw 1 of 2,,71,97
314,3,0:57.0,B. Goodwin makes free throw 2 of 2,,72,97
315,3,0:50.0,,J. Jackson misses 2-pt jump shot from 8 ft (block by D. Jones),72,97
316,3,0:47.0,Defensive rebound by D. Jones,,72,97
317,3,0:44.0,Turnover by C. Brown (step out of bounds),,72,97
318,3,0:32.0,,D. Wright misses 2-pt jump shot from 20 ft,72,97
319,3,0:29.0,Defensive rebound by D. Jones,,72,97
320,3,0:12.0,B. Goodwin misses 2-pt jump shot from 12 ft,,72,97
321,3,0:09.0,,Defensive rebound by W. Cauley-Stein,72,97
322,3,0:01.0,,W. Cauley-Stein misses 2-pt jump shot from 13 ft,72,97
323,3,0:00.0,Defensive rebound by B. Goodwin,,72,97
324,4,11:46.0,,R. Broekhoff misses 3-pt jump shot from 25 ft,72,97
325,4,11:42.0,Defensive rebound by B. Goodwin,,72,97
326,4,11:38.0,Personal foul by S. Curry (drawn by B. Goodwin),,72,97
327,4,11:23.0,V. Carter misses 2-pt jump shot from 23 ft,,72,97
328,4,11:21.0,Offensive rebound by T. Graham,,72,97
329,4,11:20.0,Shooting foul by R. Broekhoff (drawn by T. Graham),,72,97
330,4,11:20.0,T. Graham makes free throw 1 of 2,,73,97
331,4,11:20.0,T. Graham makes free throw 2 of 2,,74,97
332,4,11:11.0,,Turnover by D. Wright (bad pass; steal by T. Graham),74,97
333,4,11:00.0,J. Collins makes 2-pt layup from 3 ft,,76,97
334,4,10:50.0,,Personal foul by T. Graham (drawn by J. Jackson),76,97
335,4,10:50.0,,J. Brunson enters the game for D. Wright,76,97
336,4,10:39.0,,Turnover by R. Broekhoff (bad pass; steal by J. Teague),76,97
337,4,10:36.0,J. Collins makes 2-pt layup from 3 ft (assist by J. Teague),,78,97
338,4,10:36.0,Shooting foul by J. Brunson (drawn by J. Collins),,78,97
339,4,10:36.0,J. Collins misses free throw 1 of 1,,78,97
340,4,10:35.0,,Defensive rebound by M. Kleber,78,97
341,4,10:20.0,,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by M. Kleber),78,100
342,4,10:10.0,B. Goodwin misses 2-pt jump shot from 8 ft,,78,100
343,4,10:06.0,,Defensive rebound by M. Kleber,78,100
344,4,9:57.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Brunson),78,103
345,4,9:41.0,V. Carter makes 2-pt layup from 3 ft (assist by J. Teague),,80,103
346,4,9:28.0,,S. Curry misses 3-pt jump shot from 27 ft,80,103
347,4,9:25.0,Defensive rebound by B. Goodwin,,80,103
348,4,9:21.0,B. Goodwin misses 2-pt layup from 3 ft,,80,103
349,4,9:18.0,Offensive rebound by J. Collins,,80,103
350,4,9:18.0,J. Collins makes 2-pt dunk from 1 ft,,82,103
351,4,9:18.0,,Dallas full timeout,82,103
352,4,9:18.0,K. Huerter enters the game for V. Carter,,82,103
353,4,9:18.0,D. Jones enters the game for J. Teague,,82,103
354,4,9:11.0,,J. Brunson misses 2-pt jump shot from 8 ft,82,103
355,4,9:08.0,Defensive rebound by B. Goodwin,,82,103
356,4,9:05.0,B. Goodwin makes 2-pt layup from 1 ft,,84,103
357,4,8:43.0,,R. Broekhoff makes 3-pt jump shot from 27 ft (assist by J. Brunson),84,106
358,4,8:34.0,T. Graham makes 3-pt jump shot from 25 ft (assist by B. Goodwin),,87,106
359,4,8:09.0,,Turnover by J. Brunson (bad pass),87,106
360,4,7:53.0,J. Collins misses 2-pt jump shot from 10 ft,,87,106
361,4,7:50.0,,Defensive rebound by S. Curry,87,106
362,4,7:39.0,,J. Brunson misses 2-pt jump shot from 16 ft,87,106
363,4,7:36.0,Defensive rebound by J. Collins,,87,106
364,4,7:28.0,Turnover by J. Collins (out of bounds lost ball),,87,106
365,4,7:19.0,,Personal foul by T. Graham (drawn by J. Brunson),87,106
366,4,7:19.0,V. Carter enters the game for J. Collins,,87,106
367,4,7:19.0,J. Teague enters the game for B. Goodwin,,87,106
368,4,7:19.0,,D. Finney-Smith enters the game for S. Curry,87,106
369,4,7:19.0,,D. Wright enters the game for J. Jackson,87,106
370,4,7:10.0,,J. Brunson misses 3-pt jump shot from 26 ft,87,106
371,4,7:06.0,Defensive rebound by D. Jones,,87,106
372,4,6:52.0,Turnover by J. Teague (bad pass; steal by M. Kleber),,87,106
373,4,6:51.0,,Personal take foul by V. Carter (drawn by M. Kleber),87,106
374,4,6:39.0,,Personal foul by D. Jones (drawn by D. Wright),87,106
375,4,6:29.0,,J. Brunson makes 3-pt jump shot from 23 ft (assist by D. Wright),87,109
376,4,6:20.0,Shooting foul by D. Wright (drawn by J. Teague),,87,109
377,4,6:20.0,J. Teague makes free throw 1 of 2,,88,109
378,4,6:20.0,B. Goodwin enters the game for T. Graham,,88,109
379,4,6:20.0,,W. Cauley-Stein enters the game for J. Brunson,88,109
380,4,6:20.0,,T. Hardaway enters the game for M. Kleber,88,109
