,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
215,2,2:02.0,J. Holiday makes 3-pt jump shot from 23 ft,,64,48
216,2,1:45.0,,D. Brooks misses 2-pt layup from 6 ft (block by B. Ingram),64,48
217,2,1:45.0,,Offensive rebound by Team,64,48
218,2,1:45.0,N. Melli enters the game for J. Hayes,,64,48
219,2,1:45.0,,J. Morant enters the game for J. Jackson,64,48
220,2,1:45.0,,J. Valančiūnas enters the game for T. Jones,64,48
221,2,1:36.0,,J. Crowder misses 3-pt jump shot from 28 ft,64,48
222,2,1:33.0,Defensive rebound by L. Ball,,64,48
223,2,1:26.0,L. Ball misses 2-pt layup at rim,,64,48
224,2,1:22.0,Offensive rebound by B. Ingram,,64,48
225,2,1:19.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by J. Holiday),,67,48
226,2,1:03.0,,Shooting foul by L. Ball (drawn by D. Brooks),67,48
227,2,1:03.0,,D. Brooks makes free throw 1 of 2,67,49
228,2,1:03.0,,D. Melton enters the game for J. Valančiūnas,67,49
229,2,1:03.0,,D. Brooks makes free throw 2 of 2,67,50
230,2,0:45.0,Shooting foul by D. Melton (drawn by J. Holiday),,67,50
231,2,0:45.0,J. Holiday makes free throw 1 of 2,,68,50
232,2,0:45.0,J. Holiday makes free throw 2 of 2,,69,50
233,2,0:33.0,,D. Melton misses 3-pt jump shot from 23 ft,69,50
234,2,0:29.0,,Offensive rebound by J. Crowder,69,50
235,2,0:25.0,,J. Morant misses 2-pt layup from 2 ft (block by B. Ingram),69,50
236,2,0:21.0,Defensive rebound by B. Ingram,,69,50
237,2,0:01.0,B. Ingram misses 2-pt jump shot from 6 ft,,69,50
238,2,0:01.0,,Defensive rebound by D. Brooks,69,50
239,3,11:49.0,J. Redick misses 3-pt jump shot from 26 ft,,69,50
240,3,11:44.0,,Defensive rebound by J. Jackson,69,50
241,3,11:38.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Morant),69,53
242,3,11:22.0,B. Ingram misses 2-pt dunk from 2 ft (block by J. Jackson),,69,53
243,3,11:20.0,Offensive rebound by Team,,69,53
244,3,11:15.0,Personal foul by J. Morant (drawn by J. Redick),,69,53
245,3,11:11.0,N. Melli misses 3-pt jump shot from 26 ft,,69,53
246,3,11:09.0,,Defensive rebound by J. Crowder,69,53
247,3,11:04.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by J. Morant),69,55
248,3,10:54.0,L. Ball makes 3-pt jump shot from 26 ft (assist by N. Melli),,72,55
249,3,10:43.0,,D. Brooks misses 2-pt jump shot from 13 ft,72,55
250,3,10:40.0,Defensive rebound by L. Ball,,72,55
251,3,10:26.0,Turnover by J. Holiday (bad pass; steal by D. Brooks),,72,55
252,3,10:21.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Crowder),72,58
253,3,10:01.0,Shooting foul by D. Brooks (drawn by J. Redick),,72,58
254,3,10:01.0,J. Redick makes free throw 1 of 2,,73,58
255,3,10:01.0,J. Redick makes free throw 2 of 2,,74,58
256,3,9:47.0,,J. Morant misses 2-pt layup from 6 ft,74,58
257,3,9:45.0,Defensive rebound by N. Melli,,74,58
258,3,9:37.0,Shooting foul by D. Brooks (drawn by J. Holiday),,74,58
259,3,9:37.0,J. Holiday makes free throw 1 of 2,,75,58
260,3,9:37.0,J. Holiday makes free throw 2 of 2,,76,58
261,3,9:27.0,,D. Brooks makes 2-pt layup from 2 ft (assist by J. Morant),76,60
262,3,9:05.0,J. Redick misses 3-pt jump shot from 28 ft,,76,60
263,3,9:04.0,,Defensive rebound by J. Valančiūnas,76,60
264,3,8:56.0,,Offensive foul by J. Morant (drawn by J. Redick),76,60
265,3,8:56.0,,Turnover by J. Morant (offensive foul),76,60
266,3,8:34.0,J. Holiday misses 2-pt layup from 4 ft,,76,60
267,3,8:30.0,,Defensive rebound by J. Crowder,76,60
268,3,8:14.0,,Turnover by J. Valančiūnas (out of bounds lost ball),76,60
269,3,8:06.0,B. Ingram makes 2-pt jump shot from 4 ft,,78,60
270,3,8:06.0,Shooting foul by J. Jackson (drawn by B. Ingram),,78,60
271,3,8:06.0,B. Ingram makes free throw 1 of 1,,79,60
272,3,7:58.0,,Turnover by J. Valančiūnas (bad pass; steal by J. Holiday),79,60
273,3,7:55.0,J. Holiday makes 2-pt layup from 1 ft,,81,60
274,3,7:55.0,,Memphis full timeout,81,60
275,3,7:55.0,,D. Melton enters the game for J. Valančiūnas,81,60
276,3,7:36.0,,Shooting foul by L. Ball (drawn by D. Brooks),81,60
277,3,7:36.0,,D. Brooks makes free throw 1 of 2,81,61
278,3,7:36.0,,D. Brooks makes free throw 2 of 2,81,62
279,3,7:22.0,J. Holiday makes 2-pt layup from 1 ft (assist by N. Melli),,83,62
280,3,7:07.0,,J. Crowder misses 2-pt layup from 2 ft (block by N. Melli),83,62
281,3,7:03.0,,Offensive rebound by J. Crowder,83,62
282,3,7:03.0,,J. Crowder makes 2-pt layup from 1 ft,83,64
283,3,6:48.0,B. Ingram misses 2-pt layup from 2 ft,,83,64
284,3,6:45.0,,Defensive rebound by J. Jackson,83,64
285,3,6:41.0,,J. Jackson misses 3-pt jump shot from 27 ft,83,64
286,3,6:35.0,,Offensive rebound by Team,83,64
287,3,6:33.0,,J. Crowder misses 3-pt jump shot from 26 ft,83,64
288,3,6:29.0,Defensive rebound by N. Melli,,83,64
289,3,6:19.0,Turnover by N. Melli (bad pass; steal by D. Melton),,83,64
290,3,6:15.0,,D. Brooks misses 3-pt jump shot from 24 ft,83,64
291,3,6:11.0,Defensive rebound by J. Redick,,83,64
292,3,5:58.0,Personal foul by J. Crowder (drawn by B. Ingram),,83,64
293,3,5:58.0,B. Ingram makes free throw 1 of 2,,84,64
294,3,5:58.0,,B. Clarke enters the game for J. Crowder,84,64
295,3,5:58.0,B. Ingram makes free throw 2 of 2,,85,64
296,3,5:46.0,,Offensive foul by J. Jackson (drawn by N. Melli),85,64
297,3,5:46.0,,Turnover by J. Jackson (offensive foul),85,64
298,3,5:29.0,Offensive foul by J. Holiday (drawn by J. Jackson),,85,64
299,3,5:29.0,Turnover by J. Holiday (offensive foul),,85,64
300,3,5:29.0,J. Hayes enters the game for N. Melli,,85,64
301,3,5:19.0,,J. Morant misses 2-pt layup from 4 ft (block by J. Hayes),85,64
302,3,5:17.0,Defensive rebound by L. Ball,,85,64
303,3,5:03.0,J. Redick misses 3-pt jump shot from 23 ft,,85,64
304,3,4:59.0,,Defensive rebound by J. Morant,85,64
305,3,4:53.0,,Personal foul by J. Redick (drawn by B. Clarke),85,64
306,3,4:46.0,,D. Brooks makes 2-pt hook shot from 3 ft (assist by J. Jackson),85,66
307,3,4:37.0,J. Holiday makes 3-pt jump shot from 25 ft,,88,66
308,3,4:27.0,,B. Clarke makes 2-pt layup from 1 ft (assist by D. Melton),88,68
309,3,4:14.0,Turnover by J. Holiday (bad pass),,88,68
310,3,4:14.0,E. Moore enters the game for J. Redick,,88,68
311,3,4:14.0,,S. Hill enters the game for J. Jackson,88,68
312,3,4:04.0,,Turnover by D. Melton (lost ball; steal by L. Ball),88,68
313,3,4:02.0,J. Holiday makes 2-pt layup from 1 ft (assist by L. Ball),,90,68
314,3,4:02.0,Shooting foul by S. Hill (drawn by J. Holiday),,90,68
315,3,4:02.0,J. Hart enters the game for B. Ingram,,90,68
316,3,4:02.0,,Memphis full timeout,90,68
317,3,4:02.0,,K. Anderson enters the game for D. Brooks,90,68
318,3,4:02.0,,T. Jones enters the game for J. Morant,90,68
319,3,4:02.0,J. Holiday makes free throw 1 of 1,,91,68
320,3,3:46.0,,S. Hill misses 2-pt layup from 5 ft,91,68
321,3,3:44.0,Defensive rebound by L. Ball,,91,68
322,3,3:26.0,E. Moore makes 2-pt jump shot from 7 ft,,93,68
323,3,3:16.0,,T. Jones misses 2-pt jump shot from 20 ft,93,68
324,3,3:13.0,Defensive rebound by E. Moore,,93,68
325,3,3:13.0,F. Jackson enters the game for J. Holiday,,93,68
326,3,2:58.0,E. Moore misses 2-pt jump shot from 16 ft,,93,68
327,3,2:55.0,,Defensive rebound by S. Hill,93,68
328,3,2:44.0,,K. Anderson makes 2-pt jump shot from 7 ft (assist by D. Melton),93,70
329,3,2:28.0,E. Moore misses 2-pt jump shot from 5 ft,,93,70
330,3,2:24.0,Offensive rebound by F. Jackson,,93,70
331,3,2:21.0,J. Hart misses 3-pt jump shot from 25 ft,,93,70
332,3,2:19.0,,Defensive rebound by T. Jones,93,70
333,3,2:12.0,,S. Hill misses 3-pt jump shot from 27 ft,93,70
334,3,2:10.0,Defensive rebound by L. Ball,,93,70
335,3,2:08.0,Personal foul by T. Jones (drawn by L. Ball),,93,70
336,3,2:08.0,L. Ball makes free throw 1 of 2,,94,70
337,3,2:08.0,L. Ball makes free throw 2 of 2,,95,70
338,3,1:55.0,,S. Hill misses 3-pt jump shot from 25 ft,95,70
339,3,1:52.0,Defensive rebound by J. Hayes,,95,70
340,3,1:41.0,L. Ball misses 3-pt jump shot from 23 ft,,95,70
341,3,1:37.0,,Defensive rebound by T. Jones,95,70
342,3,1:31.0,,D. Melton makes 2-pt layup from 2 ft,95,72
343,3,1:18.0,Turnover by J. Hart (bad pass; steal by K. Anderson),,95,72
344,3,1:15.0,,Turnover by S. Hill (bad pass; steal by F. Jackson),95,72
345,3,1:14.0,Turnover by F. Jackson (bad pass),,95,72
346,3,1:06.0,,T. Jones makes 3-pt jump shot from 27 ft (assist by S. Hill),95,75
347,3,0:54.0,E. Moore misses 2-pt layup from 4 ft (block by S. Hill),,95,75
348,3,0:52.0,,Defensive rebound by K. Anderson,95,75
349,3,0:36.0,,B. Clarke misses 3-pt jump shot from 26 ft,95,75
350,3,0:32.0,Defensive rebound by J. Hart,,95,75
351,3,0:10.0,E. Moore makes 3-pt jump shot from 25 ft (assist by L. Ball),,98,75
352,3,0:03.0,,T. Jones makes 2-pt jump shot from 14 ft,98,77
353,3,0:00.0,E. Moore misses 2-pt jump shot from 12 ft,,98,77
354,3,0:00.0,Offensive rebound by Team,,98,77
355,4,11:44.0,,J. Jackson makes 2-pt jump shot from 16 ft (assist by K. Anderson),98,79
356,4,11:29.0,Shooting foul by J. Jackson (drawn by B. Ingram),,98,79
357,4,11:29.0,B. Ingram makes free throw 1 of 2,,99,79
358,4,11:29.0,B. Ingram makes free throw 2 of 2,,100,79
359,4,11:16.0,,D. Brooks misses 2-pt jump shot from 14 ft,100,79
360,4,11:13.0,Defensive rebound by J. Hayes,,100,79
361,4,10:59.0,J. Hayes makes 2-pt dunk from 1 ft (assist by N. Alexander-Walker),,102,79
362,4,10:40.0,,Shooting foul by J. Hayes (drawn by J. Jackson),102,79
363,4,10:40.0,,J. Jackson misses free throw 1 of 2,102,79
364,4,10:40.0,,Offensive rebound by Team,102,79
365,4,10:40.0,,J. Jackson makes free throw 2 of 2,102,80
366,4,10:32.0,F. Jackson misses 3-pt jump shot from 25 ft,,102,80
367,4,10:28.0,,Defensive rebound by J. Jackson,102,80
368,4,10:23.0,,J. Jackson misses 3-pt jump shot from 28 ft,102,80
369,4,10:18.0,,Offensive rebound by D. Brooks,102,80
370,4,10:12.0,,K. Anderson makes 2-pt dunk from 1 ft (assist by G. Allen),102,82
371,4,9:50.0,E. Moore makes 2-pt layup from 5 ft (assist by B. Ingram),,104,82
372,4,9:34.0,,D. Brooks makes 2-pt jump shot from 20 ft,104,84
373,4,9:23.0,E. Moore makes 2-pt jump shot from 8 ft,,106,84
374,4,9:14.0,,G. Allen misses 3-pt jump shot from 23 ft,106,84
375,4,9:12.0,Defensive rebound by J. Hayes,,106,84
376,4,8:55.0,Turnover by E. Moore (traveling),,106,84
377,4,8:55.0,N. Melli enters the game for J. Hayes,,106,84
378,4,8:55.0,,J. Valančiūnas enters the game for K. Anderson,106,84
379,4,8:45.0,,J. Morant makes 2-pt layup from 1 ft,106,86
380,4,8:31.0,N. Melli makes 2-pt layup at rim (assist by E. Moore),,108,86
381,4,8:21.0,,D. Brooks misses 2-pt layup from 3 ft,108,86
382,4,8:18.0,,Offensive rebound by J. Valančiūnas,108,86
