,QUARTER,TIME_REMAINING,UTAH_ACTION,ORLANDO_ACTION,UTAH_SCORE,ORLANDO_SCORE
382,4,3:00.0,D. Mitchell misses 2-pt jump shot from 20 ft,,102,88
383,4,2:58.0,,Defensive rebound by E. Fournier,102,88
384,4,2:54.0,,E. Fournier misses 3-pt jump shot from 29 ft,102,88
385,4,2:51.0,,Offensive rebound by N. Vučević,102,88
386,4,2:51.0,,Shooting foul by R. Gobert (drawn by N. Vučević),102,88
387,4,2:51.0,,N. Vučević misses free throw 1 of 2,102,88
388,4,2:51.0,,Offensive rebound by Team,102,88
389,4,2:51.0,J. Ingles enters the game for J. Clarkson,,102,88
390,4,2:51.0,,N. Vučević makes free throw 2 of 2,102,89
391,4,2:31.0,J. Ingles misses 3-pt jump shot from 25 ft,,102,89
392,4,2:27.0,Offensive rebound by B. Bogdanović,,102,89
393,4,2:17.0,R. Gobert misses 2-pt layup from 5 ft,,102,89
394,4,2:12.0,,Defensive rebound by N. Vučević,102,89
395,4,2:10.0,,M. Fultz misses 2-pt layup from 1 ft (block by D. Mitchell),102,89
396,4,2:09.0,,Offensive rebound by N. Vučević,102,89
397,4,2:09.0,Violation by Team (kicked ball),,102,89
398,4,2:09.0,,Offensive foul by M. Fultz (drawn by R. Gobert),102,89
399,4,2:09.0,,Turnover by M. Fultz (offensive foul),102,89
400,4,1:47.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,102,89
401,4,1:43.0,,Defensive rebound by M. Fultz,102,89
402,4,1:37.0,,N. Vučević makes 2-pt layup from 2 ft (assist by M. Fultz),102,91
403,4,1:22.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,105,91
404,4,1:07.0,,E. Fournier makes 2-pt layup from 2 ft,105,93
405,4,0:45.0,D. Mitchell makes 2-pt jump shot from 12 ft,,107,93
406,4,0:44.0,,Personal take foul by D. Mitchell (drawn by M. Fultz),107,93
407,4,0:44.0,T. Bradley enters the game for B. Bogdanović,,107,93
408,4,0:44.0,E. Mudiay enters the game for R. Gobert,,107,93
409,4,0:44.0,G. Niang enters the game for J. Ingles,,107,93
410,4,0:44.0,R. Tucker enters the game for D. Mitchell,,107,93
411,4,0:44.0,,K. Birch enters the game for E. Fournier,107,93
412,4,0:44.0,,M. Frazier enters the game for M. Fultz,107,93
413,4,0:44.0,,W. Iwundu enters the game for A. Gordon,107,93
414,4,0:44.0,,A. Jefferson enters the game for T. Ross,107,93
415,4,0:44.0,,J. Magette enters the game for N. Vučević,107,93
416,4,0:34.0,,Turnover by J. Magette (bad pass),107,93
417,4,0:34.0,J. Morgan enters the game for R. O'Neale,,107,93
418,4,0:20.0,R. Tucker makes 2-pt jump shot from 9 ft,,109,93
419,4,0:06.0,,M. Frazier makes 3-pt jump shot from 26 ft,109,96
