,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MILWAUKEE_ACTION,NEW YORK_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),0,3
1,1,11:23.0,D. Smith misses 2-pt layup from 3 ft,,0,3
2,1,11:20.0,,Defensive rebound by E. Bledsoe,0,3
3,1,11:16.0,,W. Matthews makes 2-pt layup from 2 ft,0,5
4,1,10:53.0,D. Smith misses 3-pt jump shot from 27 ft,,0,5
5,1,10:50.0,,Defensive rebound by R. Lopez,0,5
6,1,10:43.0,,Shooting foul by K. Knox (drawn by R. Lopez),0,5
7,1,10:43.0,,R. Lopez makes free throw 1 of 2,0,6
8,1,10:43.0,,R. Lopez makes free throw 2 of 2,0,7
9,1,10:25.0,J. Randle makes 2-pt jump shot from 11 ft,,2,7
10,1,10:11.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,2,7
11,1,10:09.0,,Offensive rebound by G. Antetokounmpo,2,7
12,1,10:08.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft (block by T. Gibson),2,7
13,1,10:08.0,Defensive rebound by Team,,2,7
14,1,9:48.0,J. Randle misses 2-pt jump shot from 11 ft,,2,7
15,1,9:45.0,,Defensive rebound by K. Middleton,2,7
16,1,9:45.0,,Personal foul by K. Knox (drawn by G. Antetokounmpo),2,7
17,1,9:45.0,W. Ellington enters the game for K. Knox,,2,7
18,1,9:38.0,,K. Middleton misses 2-pt jump shot from 13 ft,2,7
19,1,9:35.0,Defensive rebound by J. Randle,,2,7
20,1,9:22.0,T. Gibson makes 3-pt jump shot from 27 ft (assist by R. Barrett),,5,7
21,1,9:04.0,,Turnover by G. Antetokounmpo (bad pass),5,7
22,1,8:46.0,T. Gibson misses 2-pt jump shot from 18 ft,,5,7
23,1,8:42.0,,Defensive rebound by G. Antetokounmpo,5,7
24,1,8:40.0,,Shooting foul by J. Randle (drawn by G. Antetokounmpo),5,7
25,1,8:40.0,,G. Antetokounmpo misses free throw 1 of 2,5,7
26,1,8:40.0,,Offensive rebound by Team,5,7
27,1,8:40.0,,G. Antetokounmpo misses free throw 2 of 2,5,7
28,1,8:38.0,,Offensive rebound by K. Middleton,5,7
29,1,8:35.0,,W. Matthews misses 3-pt jump shot from 28 ft,5,7
30,1,8:32.0,Defensive rebound by T. Gibson,,5,7
31,1,8:24.0,W. Ellington misses 3-pt jump shot from 26 ft,,5,7
32,1,8:23.0,,Defensive rebound by Team,5,7
33,1,8:13.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),5,9
34,1,7:58.0,T. Gibson misses 3-pt jump shot from 23 ft,,5,9
35,1,7:55.0,,Defensive rebound by E. Bledsoe,5,9
36,1,7:47.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),5,12
37,1,7:42.0,New York full timeout,,5,12
38,1,7:35.0,R. Barrett misses 2-pt jump shot from 16 ft,,5,12
39,1,7:32.0,,Defensive rebound by G. Antetokounmpo,5,12
40,1,7:22.0,,R. Lopez misses 3-pt jump shot from 23 ft,5,12
41,1,7:18.0,Defensive rebound by J. Randle,,5,12
42,1,7:13.0,J. Randle misses 2-pt layup from 3 ft,,5,12
43,1,7:11.0,,Defensive rebound by G. Antetokounmpo,5,12
44,1,7:07.0,,Turnover by E. Bledsoe (bad pass; steal by J. Randle),5,12
45,1,7:06.0,J. Randle makes 2-pt layup at rim,,7,12
46,1,7:06.0,Shooting foul by R. Lopez (drawn by J. Randle),,7,12
47,1,7:06.0,J. Randle makes free throw 1 of 1,,8,12
