,QUARTER,TIME_REMAINING,DENVER_ACTION,PHOENIX_ACTION,DENVER_SCORE,PHOENIX_SCORE
101,1,0:00.0,,T. Jerome misses 2-pt layup from 14 ft,34,22
102,1,0:00.0,,Offensive rebound by Team,34,22
103,2,11:49.0,M. Porter makes 3-pt jump shot from 23 ft (assist by M. Morris),,37,22
104,2,11:26.0,,Turnover by T. Jerome (bad pass; steal by M. Morris),37,22
105,2,11:12.0,J. Grant misses 2-pt jump shot from 3 ft,,37,22
106,2,11:10.0,,Defensive rebound by C. Johnson,37,22
107,2,11:04.0,,M. Bridges misses 3-pt jump shot from 23 ft,37,22
108,2,11:02.0,,Offensive rebound by C. Johnson,37,22
109,2,11:02.0,,Shooting foul by M. Beasley (drawn by C. Johnson),37,22
110,2,11:02.0,,C. Johnson misses free throw 1 of 2,37,22
111,2,11:02.0,,Offensive rebound by Team,37,22
112,2,11:02.0,,C. Johnson makes free throw 2 of 2,37,23
113,2,10:48.0,Turnover by M. Plumlee (traveling),,37,23
114,2,10:36.0,,Turnover by F. Kaminsky (traveling),37,23
115,2,10:25.0,M. Morris makes 2-pt jump shot from 10 ft,,39,23
116,2,10:05.0,,K. Oubre misses 3-pt jump shot from 26 ft,39,23
117,2,10:03.0,Defensive rebound by M. Plumlee,,39,23
118,2,9:50.0,M. Beasley misses 2-pt jump shot from 17 ft,,39,23
119,2,9:48.0,,Defensive rebound by C. Johnson,39,23
120,2,9:40.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by K. Oubre),39,25
121,2,9:24.0,Personal foul by C. Johnson (drawn by J. Grant),,39,25
122,2,9:24.0,,D. Booker enters the game for T. Jerome,39,25
123,2,9:24.0,,R. Rubio enters the game for K. Oubre,39,25
124,2,9:21.0,Turnover by M. Plumlee (bad pass; steal by R. Rubio),,39,25
125,2,9:11.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by M. Bridges),39,28
126,2,9:09.0,Denver full timeout,,39,28
127,2,9:09.0,G. Harris enters the game for M. Porter,,39,28
128,2,8:58.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,42,28
129,2,8:40.0,,C. Johnson misses 2-pt jump shot from 17 ft,42,28
130,2,8:38.0,Defensive rebound by M. Plumlee,,42,28
131,2,8:28.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by G. Harris),,44,28
132,2,8:15.0,,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Booker),44,31
133,2,7:55.0,Offensive foul by M. Beasley (drawn by C. Johnson),,44,31
134,2,7:55.0,Turnover by M. Beasley (offensive foul),,44,31
135,2,7:55.0,J. Murray enters the game for M. Morris,,44,31
136,2,7:55.0,,A. Baynes enters the game for C. Johnson,44,31
137,2,7:55.0,,J. Carter enters the game for F. Kaminsky,44,31
138,2,7:38.0,,R. Rubio makes 2-pt jump shot from 7 ft (assist by D. Booker),44,33
139,2,7:26.0,Turnover by J. Murray (bad pass; steal by J. Carter),,44,33
140,2,7:20.0,,R. Rubio misses 3-pt jump shot from 25 ft,44,33
141,2,7:17.0,Defensive rebound by M. Plumlee,,44,33
142,2,7:02.0,M. Beasley misses 2-pt layup from 3 ft,,44,33
143,2,7:00.0,,Defensive rebound by R. Rubio,44,33
144,2,6:48.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by R. Rubio),44,36
145,2,6:26.0,Turnover by J. Murray (lost ball; steal by M. Bridges),,44,36
146,2,6:21.0,,D. Booker misses 3-pt jump shot from 25 ft,44,36
147,2,6:19.0,Defensive rebound by M. Beasley,,44,36
148,2,6:00.0,G. Harris misses 2-pt jump shot from 7 ft,,44,36
149,2,5:57.0,,Defensive rebound by A. Baynes,44,36
150,2,5:47.0,,M. Bridges makes 3-pt jump shot from 24 ft (assist by A. Baynes),44,39
151,2,5:46.0,Denver full timeout,,44,39
152,2,5:46.0,W. Barton enters the game for M. Beasley,,44,39
153,2,5:46.0,N. Jokić enters the game for J. Grant,,44,39
154,2,5:46.0,P. Millsap enters the game for M. Plumlee,,44,39
155,2,5:36.0,Personal foul by J. Carter (drawn by J. Murray),,44,39
156,2,5:29.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),,47,39
157,2,5:05.0,,M. Bridges makes 2-pt dunk at rim (assist by D. Booker),47,41
158,2,4:42.0,Personal foul by A. Baynes (drawn by N. Jokić),,47,41
159,2,4:40.0,Offensive foul by P. Millsap (drawn by M. Bridges),,47,41
160,2,4:40.0,Turnover by P. Millsap (offensive foul),,47,41
161,2,4:30.0,,D. Booker misses 2-pt jump shot from 10 ft,47,41
162,2,4:28.0,Defensive rebound by N. Jokić,,47,41
163,2,4:19.0,Turnover by P. Millsap (3 sec),,47,41
164,2,4:07.0,,Turnover by R. Rubio (bad pass; steal by J. Murray),47,41
165,2,3:55.0,W. Barton makes 2-pt jump shot from 11 ft (assist by J. Murray),,49,41
166,2,3:41.0,,M. Bridges misses 3-pt jump shot from 26 ft,49,41
167,2,3:38.0,,Offensive rebound by J. Carter,49,41
168,2,3:37.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Carter),49,44
169,2,3:16.0,Turnover by N. Jokić (lost ball; steal by J. Carter),,49,44
170,2,3:06.0,,A. Baynes misses 2-pt layup from 1 ft,49,44
171,2,3:04.0,Defensive rebound by N. Jokić,,49,44
172,2,2:59.0,P. Millsap misses 3-pt jump shot from 26 ft,,49,44
173,2,2:54.0,Offensive rebound by N. Jokić,,49,44
174,2,2:54.0,N. Jokić misses 2-pt layup at rim,,49,44
175,2,2:54.0,,Defensive rebound by R. Rubio,49,44
176,2,2:51.0,,R. Rubio misses 3-pt jump shot from 25 ft,49,44
177,2,2:48.0,Defensive rebound by J. Murray,,49,44
178,2,2:45.0,P. Millsap makes 2-pt layup from 1 ft (assist by J. Murray),,51,44
179,2,2:20.0,,J. Carter makes 3-pt jump shot from 25 ft (assist by D. Booker),51,47
180,2,2:00.0,Turnover by J. Murray (bad pass),,51,47
181,2,2:00.0,,Phoenix full timeout,51,47
182,2,2:00.0,M. Beasley enters the game for G. Harris,,51,47
183,2,2:00.0,,K. Oubre enters the game for M. Bridges,51,47
184,2,1:44.0,,Turnover by D. Booker (lost ball; steal by W. Barton),51,47
185,2,1:41.0,M. Beasley makes 2-pt dunk at rim (assist by J. Murray),,53,47
186,2,1:33.0,,D. Booker misses 2-pt jump shot from 23 ft,53,47
187,2,1:31.0,Defensive rebound by J. Murray,,53,47
188,2,1:29.0,Offensive foul by W. Barton (drawn by R. Rubio),,53,47
189,2,1:29.0,Turnover by W. Barton (offensive foul),,53,47
190,2,1:11.0,,R. Rubio makes 2-pt jump shot from 19 ft (assist by K. Oubre),53,49
191,2,0:51.0,W. Barton misses 3-pt jump shot from 25 ft,,53,49
192,2,0:48.0,,Defensive rebound by A. Baynes,53,49
193,2,0:40.0,,Turnover by R. Rubio (bad pass; steal by N. Jokić),53,49
194,2,0:40.0,J. Grant enters the game for P. Millsap,,53,49
195,2,0:40.0,M. Morris enters the game for J. Murray,,53,49
196,2,0:23.0,J. Grant makes 3-pt jump shot from 26 ft (assist by W. Barton),,56,49
197,2,0:09.0,,Personal foul by W. Barton (drawn by D. Booker),56,49
198,2,0:09.0,G. Harris enters the game for W. Barton,,56,49
199,2,0:09.0,M. Plumlee enters the game for N. Jokić,,56,49
200,2,0:01.0,,R. Rubio misses 2-pt jump shot from 9 ft,56,49
201,2,0:00.0,,Offensive rebound by Team,56,49
202,3,11:41.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),,59,49
203,3,11:23.0,,A. Baynes misses 2-pt layup from 1 ft,59,49
204,3,11:20.0,,Offensive rebound by A. Baynes,59,49
205,3,11:20.0,,A. Baynes makes 2-pt layup at rim,59,51
206,3,11:12.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,62,51
207,3,10:56.0,,A. Baynes misses 2-pt dunk from 1 ft,62,51
208,3,10:54.0,Defensive rebound by N. Jokić,,62,51
209,3,10:50.0,J. Murray misses 3-pt jump shot from 26 ft,,62,51
210,3,10:48.0,,Defensive rebound by A. Baynes,62,51
211,3,10:42.0,,D. Booker misses 3-pt jump shot from 26 ft,62,51
212,3,10:39.0,Defensive rebound by N. Jokić,,62,51
213,3,10:31.0,J. Murray makes 2-pt layup at rim (assist by N. Jokić),,64,51
214,3,10:31.0,,Phoenix full timeout,64,51
215,3,10:20.0,,A. Baynes makes 2-pt dunk from 1 ft (assist by D. Booker),64,53
216,3,10:20.0,,Shooting foul by N. Jokić (drawn by A. Baynes),64,53
217,3,10:20.0,,A. Baynes makes free throw 1 of 1,64,54
218,3,10:09.0,J. Murray misses 3-pt jump shot from 25 ft,,64,54
219,3,10:07.0,,Defensive rebound by D. Šarić,64,54
220,3,9:55.0,,A. Baynes makes 2-pt jump shot from 7 ft (assist by D. Šarić),64,56
221,3,9:44.0,P. Millsap makes 2-pt jump shot from 7 ft (assist by W. Barton),,66,56
222,3,9:32.0,,K. Oubre misses 3-pt jump shot from 26 ft,66,56
223,3,9:30.0,,Offensive rebound by Team,66,56
224,3,9:30.0,Loose ball foul by N. Jokić (drawn by A. Baynes),,66,56
225,3,9:20.0,,D. Šarić misses 2-pt jump shot from 5 ft,66,56
226,3,9:19.0,,Offensive rebound by K. Oubre,66,56
227,3,9:17.0,,K. Oubre makes 2-pt jump shot from 6 ft,66,58
228,3,8:53.0,N. Jokić misses 2-pt jump shot from 17 ft,,66,58
229,3,8:50.0,,Defensive rebound by R. Rubio,66,58
230,3,8:44.0,,A. Baynes misses 3-pt jump shot from 26 ft,66,58
231,3,8:41.0,Defensive rebound by P. Millsap,,66,58
232,3,8:41.0,Personal foul by A. Baynes (drawn by P. Millsap),,66,58
233,3,8:33.0,J. Murray misses 3-pt jump shot from 25 ft,,66,58
234,3,8:30.0,,Defensive rebound by K. Oubre,66,58
235,3,8:22.0,,Turnover by A. Baynes (bad pass),66,58
236,3,8:06.0,P. Millsap misses 2-pt layup from 1 ft,,66,58
237,3,8:04.0,,Defensive rebound by D. Šarić,66,58
238,3,7:55.0,,D. Šarić makes 2-pt layup from 1 ft (assist by R. Rubio),66,60
239,3,7:55.0,Denver full timeout,,66,60
240,3,7:34.0,J. Murray makes 2-pt jump shot from 13 ft (assist by N. Jokić),,68,60
241,3,7:22.0,,Personal foul by N. Jokić (drawn by D. Booker),68,60
242,3,7:22.0,,F. Kaminsky enters the game for A. Baynes,68,60
243,3,7:10.0,,K. Oubre misses 2-pt jump shot from 20 ft,68,60
244,3,7:06.0,,Offensive rebound by D. Booker,68,60
245,3,7:04.0,,D. Booker misses 3-pt jump shot from 25 ft,68,60
246,3,7:02.0,,Offensive rebound by D. Šarić,68,60
247,3,6:59.0,,D. Šarić makes 2-pt layup from 2 ft,68,62
248,3,6:44.0,G. Harris misses 3-pt jump shot from 26 ft,,68,62
249,3,6:41.0,Offensive rebound by P. Millsap,,68,62
250,3,6:34.0,N. Jokić makes 2-pt layup from 1 ft (assist by P. Millsap),,70,62
251,3,6:19.0,,D. Šarić makes 2-pt layup from 1 ft (assist by R. Rubio),70,64
252,3,6:00.0,J. Murray makes 2-pt jump shot from 22 ft,,72,64
253,3,5:51.0,,D. Booker misses 2-pt layup from 2 ft,72,64
254,3,5:51.0,Defensive rebound by P. Millsap,,72,64
255,3,5:51.0,Personal foul by K. Oubre (drawn by P. Millsap),,72,64
256,3,5:41.0,Personal foul by D. Booker (drawn by J. Murray),,72,64
257,3,5:31.0,N. Jokić misses 3-pt jump shot from 27 ft,,72,64
258,3,5:29.0,,Defensive rebound by D. Šarić,72,64
259,3,5:12.0,,F. Kaminsky misses 2-pt jump shot from 10 ft,72,64
260,3,5:06.0,,Offensive rebound by K. Oubre,72,64
261,3,5:06.0,,K. Oubre misses 2-pt layup at rim,72,64
262,3,5:06.0,,Offensive rebound by D. Šarić,72,64
263,3,5:05.0,,D. Šarić makes 2-pt layup from 1 ft,72,66
264,3,4:52.0,G. Harris makes 2-pt jump shot from 12 ft (assist by N. Jokić),,74,66
265,3,4:36.0,,D. Šarić misses 3-pt jump shot from 26 ft,74,66
266,3,4:32.0,Defensive rebound by W. Barton,,74,66
267,3,4:19.0,W. Barton makes 2-pt jump shot from 19 ft,,76,66
268,3,4:04.0,,Personal foul by N. Jokić (drawn by F. Kaminsky),76,66
269,3,4:04.0,M. Beasley enters the game for W. Barton,,76,66
270,3,4:04.0,J. Grant enters the game for N. Jokić,,76,66
271,3,4:04.0,M. Plumlee enters the game for P. Millsap,,76,66
272,3,4:04.0,,M. Bridges enters the game for R. Rubio,76,66
273,3,4:04.0,,J. Carter enters the game for D. Šarić,76,66
274,3,4:00.0,,Shooting foul by G. Harris (drawn by D. Booker),76,66
275,3,4:00.0,,D. Booker makes free throw 1 of 2,76,67
276,3,4:00.0,,D. Booker makes free throw 2 of 2,76,68
277,3,3:44.0,J. Murray makes 2-pt jump shot from 19 ft (assist by M. Plumlee),,78,68
278,3,3:35.0,,Personal foul by G. Harris (drawn by D. Booker),78,68
279,3,3:35.0,,D. Booker makes free throw 1 of 2,78,69
280,3,3:35.0,,C. Johnson enters the game for K. Oubre,78,69
281,3,3:35.0,,D. Booker makes free throw 2 of 2,78,70
282,3,3:22.0,J. Murray misses 2-pt jump shot from 18 ft,,78,70
283,3,3:17.0,Offensive rebound by M. Plumlee,,78,70
284,3,3:16.0,Turnover by M. Plumlee (bad pass; steal by M. Bridges),,78,70
285,3,3:12.0,,D. Booker makes 2-pt layup at rim (assist by J. Carter),78,72
286,3,2:48.0,Turnover by G. Harris (bad pass; steal by J. Carter),,78,72
287,3,2:43.0,,C. Johnson misses 3-pt jump shot from 27 ft,78,72
288,3,2:39.0,Defensive rebound by J. Grant,,78,72
289,3,2:36.0,M. Beasley misses 3-pt jump shot from 26 ft,,78,72
290,3,2:35.0,,Defensive rebound by Team,78,72
291,3,2:22.0,,Shooting foul by M. Plumlee (drawn by F. Kaminsky),78,72
292,3,2:22.0,,F. Kaminsky makes free throw 1 of 2,78,73
293,3,2:22.0,W. Barton enters the game for G. Harris,,78,73
294,3,2:22.0,,F. Kaminsky makes free throw 2 of 2,78,74
295,3,2:09.0,J. Grant makes 2-pt dunk from 1 ft (assist by J. Murray),,80,74
296,3,1:58.0,,D. Booker makes 2-pt jump shot from 18 ft (assist by J. Carter),80,76
297,3,1:31.0,W. Barton misses 2-pt jump shot from 10 ft,,80,76
298,3,1:29.0,,Defensive rebound by F. Kaminsky,80,76
299,3,1:23.0,,Turnover by D. Booker (lost ball; steal by J. Murray),80,76
300,3,1:23.0,Personal foul by D. Booker (drawn by J. Murray),,80,76
301,3,1:23.0,M. Morris enters the game for J. Murray,,80,76
302,3,1:23.0,,K. Oubre enters the game for D. Booker,80,76
303,3,1:12.0,M. Morris misses 2-pt jump shot from 14 ft,,80,76
304,3,1:10.0,,Defensive rebound by M. Bridges,80,76
305,3,0:59.0,,Personal foul by M. Beasley (drawn by F. Kaminsky),80,76
306,3,0:59.0,,F. Kaminsky misses free throw 1 of 2,80,76
307,3,0:59.0,,Offensive rebound by Team,80,76
308,3,0:59.0,,F. Kaminsky makes free throw 2 of 2,80,77
309,3,0:51.0,Turnover by W. Barton (bad pass; steal by M. Bridges),,80,77
310,3,0:48.0,,M. Bridges makes 2-pt layup at rim,80,79
311,3,0:31.0,W. Barton makes 2-pt jump shot from 3 ft,,82,79
312,3,0:12.0,,J. Carter makes 2-pt jump shot from 21 ft,82,81
313,3,0:00.0,W. Barton misses 2-pt jump shot from 2 ft,,82,81
314,3,0:00.0,Offensive rebound by W. Barton,,82,81
315,3,0:00.0,W. Barton misses 2-pt layup from 1 ft,,82,81
316,3,0:00.0,Offensive rebound by Team,,82,81
317,4,11:38.0,,F. Kaminsky makes 2-pt jump shot from 9 ft,82,83
318,4,11:24.0,J. Grant misses 3-pt jump shot from 25 ft,,82,83
319,4,11:23.0,Offensive rebound by M. Plumlee,,82,83
320,4,11:18.0,Shooting foul by J. Carter (drawn by J. Grant),,82,83
321,4,11:18.0,J. Grant makes free throw 1 of 2,,83,83
322,4,11:18.0,J. Grant misses free throw 2 of 2,,83,83
323,4,11:17.0,,Defensive rebound by J. Carter,83,83
324,4,11:02.0,,Turnover by K. Oubre (bad pass; steal by W. Barton),83,83
325,4,10:53.0,M. Beasley misses 2-pt jump shot from 2 ft,,83,83
326,4,10:52.0,,Defensive rebound by C. Johnson,83,83
327,4,10:48.0,,Shooting foul by M. Morris (drawn by K. Oubre),83,83
328,4,10:48.0,,K. Oubre makes free throw 1 of 2,83,84
329,4,10:48.0,,K. Oubre makes free throw 2 of 2,83,85
330,4,10:36.0,M. Morris misses 2-pt jump shot from 11 ft,,83,85
331,4,10:33.0,,Defensive rebound by F. Kaminsky,83,85
332,4,10:24.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,83,85
333,4,10:21.0,Defensive rebound by W. Barton,,83,85
334,4,10:13.0,M. Beasley makes 2-pt jump shot from 2 ft (assist by W. Barton),,85,85
335,4,10:03.0,,C. Johnson misses 3-pt jump shot from 25 ft,85,85
336,4,10:01.0,Defensive rebound by W. Barton,,85,85
337,4,9:49.0,J. Grant makes 2-pt dunk at rim (assist by M. Beasley),,87,85
338,4,9:49.0,Shooting foul by K. Oubre (drawn by J. Grant),,87,85
339,4,9:49.0,,A. Baynes enters the game for J. Carter,87,85
340,4,9:49.0,,R. Rubio enters the game for F. Kaminsky,87,85
341,4,9:49.0,J. Grant makes free throw 1 of 1,,88,85
342,4,9:24.0,,C. Johnson makes 3-pt jump shot from 25 ft (assist by K. Oubre),88,88
343,4,9:05.0,M. Plumlee misses 2-pt hook shot from 5 ft,,88,88
344,4,9:04.0,,Defensive rebound by A. Baynes,88,88
345,4,8:49.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by R. Rubio),88,91
346,4,8:38.0,M. Morris misses 2-pt jump shot from 12 ft,,88,91
347,4,8:35.0,,Defensive rebound by R. Rubio,88,91
348,4,8:32.0,,K. Oubre makes 2-pt layup from 1 ft (assist by R. Rubio),88,93
349,4,8:32.0,,Shooting foul by J. Grant (drawn by K. Oubre),88,93
350,4,8:32.0,Denver full timeout,,88,93
351,4,8:32.0,G. Harris enters the game for W. Barton,,88,93
352,4,8:32.0,N. Jokić enters the game for M. Morris,,88,93
353,4,8:32.0,J. Murray enters the game for M. Plumlee,,88,93
354,4,8:32.0,,K. Oubre makes free throw 1 of 1,88,94
355,4,8:19.0,Shooting foul by A. Baynes (drawn by J. Grant),,88,94
356,4,8:19.0,J. Grant makes free throw 1 of 2,,89,94
357,4,8:19.0,J. Grant makes free throw 2 of 2,,90,94
358,4,8:05.0,,Turnover by K. Oubre (lost ball; steal by M. Beasley),90,94
359,4,8:02.0,Offensive foul by M. Beasley (drawn by C. Johnson),,90,94
360,4,8:02.0,Turnover by M. Beasley (offensive foul),,90,94
361,4,8:02.0,,D. Booker enters the game for M. Bridges,90,94
362,4,7:45.0,,R. Rubio makes 2-pt jump shot from 10 ft,90,96
363,4,7:27.0,J. Murray makes 2-pt jump shot from 20 ft,,92,96
364,4,7:07.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by R. Rubio),92,99
365,4,6:57.0,Personal foul by D. Booker (drawn by N. Jokić),,92,99
366,4,6:57.0,,M. Bridges enters the game for D. Booker,92,99
367,4,6:52.0,Turnover by M. Beasley (bad pass),,92,99
368,4,6:37.0,,M. Bridges misses 2-pt dunk from 1 ft,92,99
369,4,6:34.0,Defensive rebound by N. Jokić,,92,99
370,4,6:27.0,Turnover by G. Harris (bad pass; steal by K. Oubre),,92,99
371,4,6:19.0,,K. Oubre misses 3-pt jump shot from 25 ft,92,99
372,4,6:18.0,Defensive rebound by Team,,92,99
373,4,6:18.0,W. Barton enters the game for M. Beasley,,92,99
374,4,6:18.0,P. Millsap enters the game for J. Grant,,92,99
375,4,5:58.0,Turnover by J. Murray (bad pass; steal by K. Oubre),,92,99
376,4,5:54.0,,M. Bridges makes 2-pt layup from 1 ft (assist by R. Rubio),92,101
377,4,5:54.0,Denver full timeout,,92,101
378,4,5:41.0,P. Millsap makes 2-pt layup from 1 ft (assist by W. Barton),,94,101
379,4,5:25.0,,K. Oubre makes 2-pt dunk at rim (assist by A. Baynes),94,103
380,4,5:08.0,G. Harris makes 2-pt jump shot from 17 ft (assist by N. Jokić),,96,103
