,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA LAKERS_ACTION,MEMPHIS_SCORE,LA LAKERS_SCORE
31,1,8:43.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),2,9
32,1,8:29.0,Shooting foul by K. Kuzma (drawn by J. Jackson),,2,9
33,1,8:29.0,J. Jackson makes free throw 1 of 2,,3,9
34,1,8:29.0,J. Jackson misses free throw 2 of 2,,3,9
35,1,8:23.0,Offensive rebound by J. Valančiūnas,,3,9
36,1,8:23.0,J. Valančiūnas misses 2-pt layup from 1 ft,,3,9
37,1,8:23.0,,Defensive rebound by A. Bradley,3,9
38,1,8:14.0,,K. Kuzma misses 2-pt jump shot from 19 ft,3,9
39,1,8:12.0,Defensive rebound by J. Valančiūnas,,3,9
40,1,8:00.0,K. Anderson makes 2-pt jump shot from 12 ft,,5,9
41,1,7:43.0,,A. Bradley makes 2-pt jump shot from 11 ft,5,11
42,1,7:31.0,J. Morant misses 2-pt jump shot from 4 ft (block by L. James),,5,11
43,1,7:29.0,,Defensive rebound by A. Bradley,5,11
44,1,7:27.0,,L. James makes 2-pt dunk from 1 ft (assist by D. Green),5,13
45,1,7:08.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Anderson),,7,13
46,1,7:08.0,Shooting foul by J. McGee (drawn by J. Valančiūnas),,7,13
47,1,7:08.0,J. Valančiūnas misses free throw 1 of 1,,7,13
48,1,7:05.0,,Defensive rebound by J. McGee,7,13
49,1,6:47.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by K. Kuzma),7,15
50,1,6:34.0,J. Valančiūnas misses 2-pt layup from 2 ft,,7,15
51,1,6:32.0,,Defensive rebound by K. Kuzma,7,15
52,1,6:20.0,,K. Kuzma misses 3-pt jump shot from 27 ft,7,15
53,1,6:16.0,Defensive rebound by J. Morant,,7,15
54,1,6:16.0,Turnover by J. Morant (out of bounds lost ball),,7,15
55,1,6:16.0,B. Clarke enters the game for J. Morant,,7,15
56,1,6:16.0,T. Jones enters the game for J. Valančiūnas,,7,15
57,1,6:12.0,,Offensive foul by J. McGee (drawn by K. Anderson),7,15
58,1,6:12.0,,Turnover by J. McGee (offensive foul),7,15
59,1,6:12.0,,D. Howard enters the game for J. McGee,7,15
60,1,5:57.0,Shooting foul by D. Howard (drawn by J. Jackson),,7,15
61,1,5:57.0,J. Jackson makes free throw 1 of 2,,8,15
62,1,5:57.0,D. Melton enters the game for K. Anderson,,8,15
63,1,5:57.0,,LA Lakers full timeout,8,15
64,1,5:57.0,J. Jackson makes free throw 2 of 2,,9,15
65,1,5:45.0,,A. Bradley misses 3-pt jump shot from 26 ft,9,15
66,1,5:41.0,Defensive rebound by J. Jackson,,9,15
67,1,5:33.0,B. Clarke misses 3-pt jump shot from 22 ft,,9,15
68,1,5:30.0,,Defensive rebound by D. Howard,9,15
69,1,5:21.0,,Shooting foul by D. Brooks (drawn by L. James),9,15
70,1,5:21.0,,L. James makes free throw 1 of 2,9,16
71,1,5:21.0,,K. Caldwell-Pope enters the game for D. Green,9,16
72,1,5:21.0,,L. James makes free throw 2 of 2,9,17
73,1,5:08.0,B. Clarke makes 2-pt jump shot from 9 ft (assist by T. Jones),,11,17
74,1,4:46.0,,K. Kuzma makes 2-pt jump shot from 13 ft,11,19
75,1,4:34.0,T. Jones makes 2-pt jump shot from 16 ft (assist by B. Clarke),,13,19
76,1,4:22.0,,K. Kuzma misses 2-pt jump shot from 7 ft,13,19
77,1,4:20.0,Defensive rebound by B. Clarke,,13,19
78,1,4:06.0,J. Jackson makes 2-pt layup from 2 ft,,15,19
79,1,3:47.0,,A. Bradley misses 2-pt jump shot from 20 ft,15,19
80,1,3:46.0,Defensive rebound by Team,,15,19
81,1,3:46.0,,Loose ball foul by D. Howard (drawn by T. Jones),15,19
82,1,3:46.0,T. Jones misses free throw 1 of 2,,15,19
83,1,3:46.0,Offensive rebound by Team,,15,19
84,1,3:46.0,J. Jackson enters the game for D. Brooks,,15,19
85,1,3:46.0,,A. Caruso enters the game for A. Bradley,15,19
86,1,3:46.0,,R. Rondo enters the game for L. James,15,19
87,1,3:46.0,T. Jones makes free throw 2 of 2,,16,19
88,1,3:32.0,,D. Howard makes 2-pt dunk from 2 ft (assist by K. Kuzma),16,21
89,1,3:17.0,J. Jackson makes 2-pt jump shot from 3 ft (assist by B. Clarke),,18,21
90,1,3:01.0,,K. Kuzma makes 2-pt jump shot from 8 ft (assist by R. Rondo),18,23
91,1,2:51.0,J. Jackson misses 3-pt jump shot from 27 ft,,18,23
92,1,2:48.0,,Defensive rebound by K. Caldwell-Pope,18,23
93,1,2:41.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,18,23
94,1,2:38.0,Defensive rebound by J. Jackson,,18,23
95,1,2:28.0,T. Jones misses 3-pt jump shot from 27 ft,,18,23
96,1,2:26.0,,Defensive rebound by A. Caruso,18,23
97,1,2:23.0,,K. Kuzma misses 3-pt jump shot from 28 ft,18,23
98,1,2:15.0,,Offensive rebound by D. Howard,18,23
99,1,2:15.0,,D. Howard makes 2-pt layup at rim,18,25
100,1,1:58.0,D. Melton misses 3-pt jump shot from 25 ft,,18,25
101,1,1:58.0,,Defensive rebound by K. Caldwell-Pope,18,25
102,1,1:49.0,,Turnover by K. Caldwell-Pope (lost ball; steal by T. Jones),18,25
103,1,1:45.0,T. Jones makes 2-pt layup from 2 ft,,20,25
104,1,1:29.0,,K. Caldwell-Pope makes 3-pt jump shot from 28 ft (assist by R. Rondo),20,28
105,1,1:16.0,Offensive foul by D. Melton (drawn by A. Caruso),,20,28
106,1,1:16.0,Turnover by D. Melton (offensive foul),,20,28
107,1,1:16.0,G. Dieng enters the game for J. Jackson,,20,28
108,1,0:56.0,,K. Kuzma misses 2-pt jump shot from 20 ft,20,28
109,1,0:54.0,Defensive rebound by G. Dieng,,20,28
110,1,0:38.0,J. Jackson misses 3-pt jump shot from 26 ft,,20,28
111,1,0:37.0,Offensive rebound by B. Clarke,,20,28
112,1,0:28.0,T. Jones makes 2-pt jump shot from 19 ft,,22,28
113,1,0:09.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,22,28
114,1,0:07.0,,Offensive rebound by Team,22,28
115,1,0:07.0,Loose ball foul by G. Dieng (drawn by D. Howard),,22,28
116,1,0:00.0,,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,22,28
117,1,0:00.0,,Offensive rebound by Team,22,28
118,2,11:47.0,,R. Rondo makes 2-pt layup from 2 ft,22,30
119,2,11:30.0,G. Dieng makes 3-pt jump shot from 24 ft (assist by J. Morant),,25,30
120,2,11:08.0,,L. James makes 2-pt layup from 3 ft,25,32
121,2,10:43.0,J. Morant misses 2-pt layup from 2 ft,,25,32
122,2,10:43.0,Offensive rebound by Team,,25,32
123,2,10:43.0,,Loose ball foul by D. Howard (drawn by G. Dieng),25,32
124,2,10:43.0,,J. Dudley enters the game for D. Howard,25,32
125,2,10:38.0,Turnover by B. Clarke (bad pass),,25,32
126,2,10:24.0,,L. James makes 3-pt jump shot from 25 ft (assist by R. Rondo),25,35
127,2,10:03.0,D. Melton misses 3-pt jump shot from 27 ft,,25,35
128,2,10:01.0,,Defensive rebound by A. Caruso,25,35
129,2,9:45.0,,L. James misses 3-pt jump shot from 26 ft,25,35
130,2,9:43.0,,Offensive rebound by A. Caruso,25,35
131,2,9:38.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,25,35
132,2,9:37.0,Defensive rebound by G. Dieng,,25,35
133,2,9:18.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by D. Melton),,27,35
134,2,9:03.0,,A. Caruso misses 2-pt layup from 4 ft (block by B. Clarke),27,35
135,2,9:00.0,,Offensive rebound by R. Rondo,27,35
136,2,8:59.0,,R. Rondo makes 3-pt jump shot from 27 ft,27,38
137,2,8:33.0,G. Dieng makes 2-pt jump shot from 5 ft (assist by D. Melton),,29,38
138,2,8:28.0,,Shooting foul by D. Melton (drawn by R. Rondo),29,38
139,2,8:28.0,,R. Rondo misses free throw 1 of 2,29,38
140,2,8:28.0,,Offensive rebound by Team,29,38
141,2,8:28.0,K. Anderson enters the game for J. Jackson,,29,38
142,2,8:28.0,M. Guduric enters the game for D. Melton,,29,38
143,2,8:28.0,,A. Davis enters the game for J. Dudley,29,38
144,2,8:28.0,,R. Rondo misses free throw 2 of 2,29,38
145,2,8:25.0,Defensive rebound by K. Anderson,,29,38
146,2,8:04.0,Turnover by Team (shot clock),,29,38
147,2,7:55.0,,R. Rondo misses 3-pt jump shot from 25 ft,29,38
148,2,7:52.0,Defensive rebound by G. Dieng,,29,38
149,2,7:43.0,Shooting foul by K. Caldwell-Pope (drawn by J. Morant),,29,38
150,2,7:43.0,J. Morant makes free throw 1 of 2,,30,38
151,2,7:43.0,J. Valančiūnas enters the game for G. Dieng,,30,38
152,2,7:43.0,J. Morant makes free throw 2 of 2,,31,38
153,2,7:38.0,,L. James misses 2-pt jump shot from 20 ft,31,38
154,2,7:36.0,Defensive rebound by M. Guduric,,31,38
155,2,7:28.0,B. Clarke misses 2-pt jump shot from 13 ft,,31,38
156,2,7:26.0,,Defensive rebound by Team,31,38
157,2,7:02.0,,A. Caruso misses 3-pt jump shot from 26 ft,31,38
158,2,7:01.0,,Offensive rebound by Team,31,38
159,2,7:01.0,,Turnover by Team (shot clock),31,38
160,2,7:01.0,,D. Green enters the game for L. James,31,38
161,2,7:01.0,,K. Kuzma enters the game for R. Rondo,31,38
162,2,6:47.0,,LA Lakers full timeout,31,38
163,2,6:43.0,Turnover by J. Morant (lost ball; steal by A. Davis),,31,38
164,2,6:24.0,,K. Kuzma misses 2-pt jump shot from 7 ft,31,38
165,2,6:22.0,Defensive rebound by J. Valančiūnas,,31,38
166,2,6:18.0,J. Morant makes 2-pt layup from 3 ft,,33,38
167,2,6:18.0,Shooting foul by K. Kuzma (drawn by J. Morant),,33,38
168,2,6:18.0,J. Jackson enters the game for B. Clarke,,33,38
169,2,6:18.0,J. Morant makes free throw 1 of 1,,34,38
170,2,6:11.0,,A. Davis misses 2-pt dunk from 2 ft,34,38
171,2,6:09.0,Defensive rebound by J. Valančiūnas,,34,38
172,2,6:06.0,J. Morant misses 2-pt layup from 4 ft,,34,38
173,2,6:03.0,,Defensive rebound by K. Kuzma,34,38
174,2,5:54.0,,K. Kuzma misses 2-pt jump shot from 6 ft,34,38
175,2,5:51.0,,Offensive rebound by K. Caldwell-Pope,34,38
176,2,5:45.0,,A. Caruso makes 3-pt jump shot from 25 ft (assist by A. Davis),34,41
177,2,5:25.0,K. Anderson misses 3-pt jump shot from 23 ft,,34,41
178,2,5:23.0,,Defensive rebound by K. Caldwell-Pope,34,41
179,2,5:18.0,,K. Caldwell-Pope makes 2-pt jump shot from 19 ft,34,43
180,2,5:17.0,Memphis full timeout,,34,43
181,2,5:17.0,D. Brooks enters the game for M. Guduric,,34,43
182,2,5:17.0,T. Jones enters the game for J. Morant,,34,43
183,2,5:17.0,,A. Bradley enters the game for K. Caldwell-Pope,34,43
184,2,4:52.0,Turnover by K. Anderson (lost ball; steal by D. Green),,34,43
185,2,4:50.0,,Shooting foul by J. Jackson (drawn by K. Kuzma),34,43
186,2,4:50.0,,K. Kuzma misses free throw 1 of 2,34,43
187,2,4:50.0,,Offensive rebound by Team,34,43
188,2,4:50.0,,K. Kuzma misses free throw 2 of 2,34,43
189,2,4:48.0,Defensive rebound by J. Valančiūnas,,34,43
190,2,4:41.0,Shooting foul by K. Kuzma (drawn by J. Jackson),,34,43
191,2,4:41.0,J. Jackson makes free throw 1 of 2,,35,43
192,2,4:41.0,,L. James enters the game for K. Kuzma,35,43
193,2,4:41.0,J. Jackson misses free throw 2 of 2,,35,43
194,2,4:39.0,,Defensive rebound by D. Green,35,43
195,2,4:30.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by A. Davis),35,46
196,2,4:18.0,Offensive foul by J. Valančiūnas (drawn by A. Bradley),,35,46
197,2,4:18.0,Turnover by J. Valančiūnas (offensive foul),,35,46
198,2,4:06.0,,A. Davis misses 3-pt jump shot from 23 ft,35,46
199,2,4:02.0,Defensive rebound by K. Anderson,,35,46
200,2,3:53.0,Turnover by K. Anderson (bad pass; steal by A. Caruso),,35,46
201,2,3:50.0,,L. James makes 2-pt dunk from 1 ft (assist by A. Caruso),35,48
202,2,3:41.0,Personal foul by A. Caruso (drawn by D. Brooks),,35,48
203,2,3:41.0,D. Brooks misses free throw 1 of 2,,35,48
204,2,3:41.0,Offensive rebound by Team,,35,48
205,2,3:41.0,D. Brooks misses free throw 2 of 2,,35,48
206,2,3:38.0,,Defensive rebound by D. Green,35,48
207,2,3:25.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by A. Davis),35,50
208,2,3:00.0,J. Jackson misses 2-pt layup from 1 ft (block by A. Davis),,35,50
209,2,2:58.0,Offensive rebound by J. Jackson,,35,50
210,2,2:58.0,Shooting foul by A. Davis (drawn by J. Jackson),,35,50
211,2,2:58.0,J. Jackson misses free throw 1 of 2,,35,50
212,2,2:58.0,Offensive rebound by Team,,35,50
213,2,2:58.0,B. Clarke enters the game for K. Anderson,,35,50
214,2,2:58.0,D. Melton enters the game for J. Valančiūnas,,35,50
215,2,2:58.0,J. Jackson makes free throw 2 of 2,,36,50
216,2,2:50.0,,Shooting foul by B. Clarke (drawn by A. Davis),36,50
217,2,2:50.0,,A. Davis makes free throw 1 of 2,36,51
218,2,2:50.0,,A. Davis makes free throw 2 of 2,36,52
219,2,2:36.0,T. Jones misses 2-pt jump shot from 2 ft,,36,52
220,2,2:34.0,,Defensive rebound by A. Davis,36,52
221,2,2:29.0,,A. Caruso makes 2-pt layup from 3 ft (assist by L. James),36,54
222,2,2:06.0,D. Melton misses 2-pt layup from 4 ft (block by L. James),,36,54
223,2,2:03.0,,Defensive rebound by L. James,36,54
224,2,1:58.0,,Turnover by A. Davis (traveling),36,54
225,2,1:58.0,Technical foul by A. Davis,,36,54
226,2,1:58.0,T. Jones misses technical free throw,,36,54
227,2,1:58.0,Offensive rebound by Team,,36,54
228,2,1:58.0,J. Morant enters the game for T. Jones,,36,54
229,2,1:58.0,,J. McGee enters the game for A. Caruso,36,54
230,2,1:47.0,D. Brooks makes 3-pt jump shot from 27 ft (assist by J. Jackson),,39,54
231,2,1:31.0,,Turnover by A. Bradley (bad pass; steal by B. Clarke),39,54
232,2,1:24.0,D. Brooks makes 2-pt jump shot from 13 ft (assist by D. Melton),,41,54
233,2,1:11.0,,L. James makes 2-pt layup from 4 ft,41,56
234,2,0:52.0,D. Brooks misses 2-pt layup from 3 ft (block by A. Bradley),,41,56
235,2,0:51.0,,Defensive rebound by J. McGee,41,56
236,2,0:40.0,,Personal foul by D. Brooks (drawn by L. James),41,56
237,2,0:40.0,,Personal foul by J. Jackson (drawn by L. James),41,56
238,2,0:40.0,,L. James makes free throw 1 of 2,41,57
239,2,0:40.0,,L. James makes free throw 2 of 2,41,58
240,2,0:40.0,G. Dieng enters the game for J. Jackson,,41,58
241,2,0:26.0,D. Melton misses 2-pt jump shot from 7 ft,,41,58
242,2,0:24.0,,Defensive rebound by J. McGee,41,58
243,2,0:02.0,,A. Davis makes 2-pt layup from 4 ft (assist by L. James),41,60
244,2,0:02.0,,Shooting foul by D. Brooks (drawn by A. Davis),41,60
245,2,0:02.0,,A. Davis misses free throw 1 of 1,41,60
246,2,0:02.0,,Offensive rebound by A. Davis,41,60
247,2,0:00.0,,A. Davis misses 2-pt jump shot from 19 ft,41,60
248,2,0:00.0,,Offensive rebound by Team,41,60
249,3,11:43.0,,A. Bradley makes 2-pt jump shot from 4 ft (assist by A. Davis),41,62
250,3,11:30.0,Turnover by J. Morant (bad pass),,41,62
251,3,11:12.0,,A. Davis makes 3-pt jump shot from 27 ft (assist by D. Green),41,65
252,3,10:53.0,D. Brooks misses 2-pt layup from 3 ft,,41,65
253,3,10:50.0,Offensive rebound by B. Clarke,,41,65
254,3,10:50.0,B. Clarke makes 2-pt layup at rim,,43,65
255,3,10:28.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by D. Green),43,68
256,3,10:18.0,Personal foul by A. Bradley (drawn by J. Morant),,43,68
257,3,10:13.0,D. Brooks misses 2-pt jump shot from 5 ft,,43,68
258,3,10:11.0,Offensive rebound by B. Clarke,,43,68
259,3,10:11.0,B. Clarke makes 2-pt layup at rim,,45,68
260,3,9:51.0,,Turnover by A. Davis (bad pass; steal by K. Anderson),45,68
261,3,9:46.0,B. Clarke makes 2-pt dunk from 2 ft (assist by J. Morant),,47,68
262,3,9:46.0,Shooting foul by J. McGee (drawn by B. Clarke),,47,68
263,3,9:46.0,B. Clarke misses free throw 1 of 1,,47,68
264,3,9:41.0,Offensive rebound by J. Valančiūnas,,47,68
265,3,9:36.0,J. Morant makes 2-pt layup from 2 ft (assist by K. Anderson),,49,68
266,3,9:19.0,,Turnover by A. Davis (bad pass; steal by D. Brooks),49,68
267,3,9:14.0,D. Brooks misses 3-pt jump shot from 27 ft,,49,68
268,3,9:09.0,,Defensive rebound by A. Bradley,49,68
269,3,8:59.0,,D. Green misses 3-pt jump shot from 23 ft,49,68
270,3,8:58.0,Defensive rebound by Team,,49,68
271,3,8:58.0,,Loose ball foul by J. McGee (drawn by J. Morant),49,68
272,3,8:58.0,,D. Howard enters the game for J. McGee,49,68
273,3,8:45.0,J. Morant misses 2-pt layup from 5 ft (block by D. Green),,49,68
274,3,8:43.0,,Defensive rebound by D. Green,49,68
275,3,8:36.0,,Personal foul by K. Anderson (drawn by L. James),49,68
276,3,8:31.0,,A. Davis misses 2-pt jump shot from 20 ft,49,68
277,3,8:29.0,Defensive rebound by K. Anderson,,49,68
278,3,8:21.0,K. Anderson misses 2-pt jump shot from 20 ft,,49,68
279,3,8:20.0,Offensive rebound by J. Valančiūnas,,49,68
280,3,8:11.0,J. Valančiūnas misses 2-pt hook shot from 10 ft,,49,68
281,3,8:09.0,Offensive rebound by K. Anderson,,49,68
282,3,8:09.0,K. Anderson makes 2-pt layup from 1 ft,,51,68
283,3,8:09.0,,LA Lakers full timeout,51,68
284,3,7:56.0,,L. James misses 2-pt layup from 2 ft,51,68
285,3,7:55.0,,Offensive rebound by D. Howard,51,68
286,3,7:55.0,,Shooting foul by D. Brooks (drawn by D. Howard),51,68
287,3,7:55.0,,D. Howard misses free throw 1 of 2,51,68
288,3,7:55.0,,Offensive rebound by Team,51,68
289,3,7:55.0,,D. Howard misses free throw 2 of 2,51,68
290,3,7:52.0,,Offensive rebound by A. Davis,51,68
291,3,7:51.0,,A. Davis misses 2-pt layup from 2 ft,51,68
292,3,7:48.0,Defensive rebound by J. Valančiūnas,,51,68
293,3,7:35.0,J. Valančiūnas makes 2-pt jump shot from 6 ft,,53,68
294,3,7:34.0,,Turnover by D. Howard (inbound),53,68
295,3,7:34.0,D. Melton enters the game for D. Brooks,,53,68
296,3,7:25.0,K. Anderson makes 3-pt jump shot from 24 ft (assist by D. Melton),,56,68
297,3,7:06.0,,Shooting foul by J. Valančiūnas (drawn by A. Davis),56,68
298,3,7:06.0,,Instant Replay (Request: Stands),56,68
299,3,7:06.0,,A. Davis makes free throw 1 of 2,56,69
300,3,7:06.0,,A. Davis makes free throw 2 of 2,56,70
301,3,6:43.0,J. Valančiūnas misses 2-pt jump shot from 9 ft,,56,70
302,3,6:41.0,,Defensive rebound by D. Howard,56,70
303,3,6:36.0,,Turnover by L. James (bad pass; steal by J. Valančiūnas),56,70
304,3,6:31.0,J. Morant misses 2-pt layup from 2 ft (block by D. Howard),,56,70
305,3,6:30.0,Offensive rebound by B. Clarke,,56,70
306,3,6:30.0,B. Clarke makes 2-pt layup from 2 ft,,58,70
307,3,6:12.0,,Def 3 sec tech foul by Team,58,70
308,3,6:12.0,,A. Davis makes technical free throw,58,71
309,3,6:12.0,G. Dieng enters the game for B. Clarke,,58,71
310,3,6:00.0,,L. James misses 3-pt jump shot from 24 ft,58,71
311,3,5:58.0,Defensive rebound by D. Melton,,58,71
312,3,5:54.0,D. Melton misses 2-pt layup from 2 ft (block by D. Green),,58,71
313,3,5:49.0,,Defensive rebound by Team,58,71
314,3,5:48.0,,L. James makes 2-pt dunk from 2 ft,58,73
315,3,5:48.0,Memphis full timeout,,58,73
316,3,5:32.0,J. Morant misses 2-pt jump shot from 13 ft,,58,73
317,3,5:30.0,,Defensive rebound by A. Davis,58,73
318,3,5:18.0,,L. James misses 2-pt layup from 1 ft,58,73
319,3,5:14.0,,Offensive rebound by D. Howard,58,73
320,3,5:14.0,,D. Howard misses 2-pt layup from 1 ft,58,73
321,3,5:12.0,,Offensive rebound by A. Davis,58,73
322,3,5:11.0,,Turnover by A. Davis (lost ball; steal by G. Dieng),58,73
323,3,5:11.0,Shooting foul by D. Green (drawn by D. Melton),,58,73
324,3,5:11.0,D. Melton misses free throw 1 of 2,,58,73
325,3,5:11.0,Offensive rebound by Team,,58,73
326,3,5:11.0,D. Melton makes free throw 2 of 2,,59,73
327,3,4:57.0,,A. Davis makes 2-pt jump shot from 19 ft,59,75
328,3,4:44.0,Personal foul by A. Bradley (drawn by J. Morant),,59,75
329,3,4:44.0,J. Morant misses free throw 1 of 2,,59,75
330,3,4:44.0,Offensive rebound by Team,,59,75
331,3,4:44.0,J. Jackson enters the game for K. Anderson,,59,75
332,3,4:44.0,,K. Caldwell-Pope enters the game for D. Green,59,75
333,3,4:44.0,,R. Rondo enters the game for L. James,59,75
334,3,4:44.0,J. Morant makes free throw 2 of 2,,60,75
335,3,4:38.0,,Turnover by R. Rondo (bad pass; steal by G. Dieng),60,75
336,3,4:31.0,J. Jackson makes 2-pt layup from 2 ft,,62,75
337,3,4:17.0,,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,62,75
338,3,4:15.0,Defensive rebound by G. Dieng,,62,75
339,3,4:03.0,J. Valančiūnas makes 2-pt jump shot from 21 ft (assist by J. Morant),,64,75
340,3,3:51.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,64,75
341,3,3:49.0,,Offensive rebound by Team,64,75
342,3,3:49.0,Loose ball foul by J. Jackson (drawn by D. Howard),,64,75
343,3,3:49.0,T. Jones enters the game for J. Morant,,64,75
344,3,3:42.0,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Valančiūnas),64,75
345,3,3:37.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by T. Jones),,67,75
346,3,3:37.0,,LA Lakers full timeout,67,75
347,3,3:37.0,,K. Kuzma enters the game for D. Howard,67,75
348,3,3:26.0,,A. Davis makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),67,77
349,3,3:13.0,D. Melton makes 2-pt layup from 2 ft,,69,77
350,3,2:58.0,,A. Davis misses 2-pt layup from 3 ft,69,77
351,3,2:56.0,Defensive rebound by G. Dieng,,69,77
352,3,2:52.0,D. Melton misses 2-pt dunk from 4 ft (block by A. Davis),,69,77
353,3,2:51.0,,Defensive rebound by R. Rondo,69,77
354,3,2:49.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by R. Rondo),69,79
355,3,2:49.0,,Shooting foul by G. Dieng (drawn by K. Caldwell-Pope),69,79
356,3,2:49.0,B. Clarke enters the game for J. Valančiūnas,,69,79
357,3,2:49.0,,K. Caldwell-Pope misses free throw 1 of 1,69,79
358,3,2:46.0,Defensive rebound by G. Dieng,,69,79
359,3,2:31.0,Turnover by D. Melton (lost ball; steal by A. Bradley),,69,79
360,3,2:26.0,,K. Kuzma makes 2-pt layup from 3 ft (assist by R. Rondo),69,81
361,3,2:26.0,Memphis full timeout,,69,81
362,3,2:11.0,Turnover by T. Jones (bad pass; steal by K. Caldwell-Pope),,69,81
363,3,2:09.0,,Shooting foul by D. Melton (drawn by K. Caldwell-Pope),69,81
364,3,2:09.0,,K. Caldwell-Pope makes free throw 1 of 2,69,82
365,3,2:09.0,,K. Caldwell-Pope misses free throw 2 of 2,69,82
366,3,2:07.0,Defensive rebound by B. Clarke,,69,82
367,3,1:50.0,B. Clarke misses 2-pt hook shot from 13 ft,,69,82
368,3,1:48.0,,Defensive rebound by A. Davis,69,82
369,3,1:34.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,69,82
370,3,1:33.0,Defensive rebound by T. Jones,,69,82
371,3,1:28.0,G. Dieng makes 2-pt dunk from 1 ft (assist by T. Jones),,71,82
372,3,1:28.0,D. Brooks enters the game for D. Melton,,71,82
373,3,1:28.0,,D. Howard enters the game for A. Bradley,71,82
374,3,1:28.0,,L. James enters the game for A. Davis,71,82
375,3,1:18.0,,L. James misses 3-pt jump shot from 26 ft,71,82
376,3,1:16.0,Defensive rebound by G. Dieng,,71,82
377,3,1:02.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by T. Jones),,74,82
378,3,0:40.0,,L. James makes 2-pt layup from 3 ft,74,84
379,3,0:28.0,B. Clarke makes 2-pt layup from 2 ft (assist by T. Jones),,76,84
380,3,0:14.0,,K. Kuzma misses 3-pt jump shot from 26 ft,76,84
381,3,0:12.0,Defensive rebound by J. Jackson,,76,84
382,3,0:00.0,Shooting foul by K. Caldwell-Pope (drawn by T. Jones),,76,84
383,3,0:00.0,T. Jones misses free throw 1 of 2,,76,84
384,3,0:00.0,Offensive rebound by Team,,76,84
385,3,0:00.0,T. Jones makes free throw 2 of 2,,77,84
386,4,11:42.0,Personal foul by D. Howard (drawn by T. Jones),,77,84
