,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA LAKERS_ACTION,MIAMI_SCORE,LA LAKERS_SCORE
388,4,5:03.0,,A. Caruso makes 2-pt layup from 1 ft (assist by A. Davis),76,86
389,4,4:58.0,Turnover by (5 sec),,76,86
390,4,4:54.0,,A. Davis misses 2-pt jump shot from 18 ft,76,86
391,4,4:53.0,Defensive rebound by J. Butler,,76,86
392,4,4:45.0,Personal foul by A. Caruso (drawn by J. Butler),,76,86
393,4,4:29.0,K. Olynyk misses 3-pt jump shot from 28 ft,,76,86
394,4,4:25.0,,Defensive rebound by A. Caruso,76,86
395,4,4:21.0,,Turnover by D. Green (bad pass),76,86
396,4,4:06.0,J. Butler misses 2-pt layup from 2 ft (block by A. Davis),,76,86
397,4,4:05.0,,Defensive rebound by A. Bradley,76,86
398,4,3:59.0,,Turnover by L. James (discontinued dribble),76,86
399,4,3:59.0,Miami full timeout,,76,86
400,4,3:47.0,Shooting foul by A. Davis (drawn by B. Adebayo),,76,86
401,4,3:47.0,B. Adebayo misses free throw 1 of 2,,76,86
402,4,3:47.0,Offensive rebound by Team,,76,86
403,4,3:47.0,B. Adebayo makes free throw 2 of 2,,77,86
404,4,3:28.0,,L. James makes 3-pt jump shot from 23 ft (assist by A. Davis),77,89
405,4,3:06.0,K. Olynyk misses 2-pt layup from 2 ft,,77,89
406,4,3:05.0,Offensive rebound by B. Adebayo,,77,89
407,4,3:03.0,Turnover by B. Adebayo (bad pass; steal by D. Green),,77,89
408,4,2:38.0,,A. Davis misses 2-pt jump shot from 14 ft,77,89
409,4,2:33.0,Defensive rebound by J. Butler,,77,89
410,4,2:27.0,K. Nunn misses 2-pt layup from 3 ft (block by A. Caruso),,77,89
411,4,2:27.0,Offensive rebound by J. Butler,,77,89
412,4,2:27.0,J. Butler misses 2-pt layup from 1 ft,,77,89
413,4,2:26.0,,Defensive rebound by D. Green,77,89
414,4,2:06.0,,L. James makes 3-pt jump shot from 25 ft,77,92
415,4,2:05.0,Miami full timeout,,77,92
416,4,1:47.0,K. Nunn misses 3-pt jump shot from 26 ft,,77,92
417,4,1:42.0,,Defensive rebound by L. James,77,92
418,4,1:20.0,,A. Davis misses 2-pt jump shot from 6 ft,77,92
419,4,1:18.0,,Offensive rebound by L. James,77,92
420,4,1:18.0,,L. James misses 2-pt layup at rim,77,92
421,4,1:18.0,Defensive rebound by B. Adebayo,,77,92
422,4,1:18.0,Personal foul by L. James (drawn by B. Adebayo),,77,92
423,4,1:18.0,B. Adebayo misses free throw 1 of 2,,77,92
424,4,1:18.0,Offensive rebound by Team,,77,92
425,4,1:18.0,D. Robinson enters the game for J. Butler,,77,92
426,4,1:18.0,,K. Kuzma enters the game for L. James,77,92
427,4,1:18.0,B. Adebayo makes free throw 2 of 2,,78,92
428,4,1:01.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by A. Davis),78,95
429,4,0:47.0,G. Dragić misses 2-pt jump shot from 8 ft,,78,95
430,4,0:45.0,Offensive rebound by Team,,78,95
431,4,0:45.0,J. Johnson enters the game for B. Adebayo,,78,95
432,4,0:45.0,C. Silva enters the game for G. Dragić,,78,95
433,4,0:45.0,,Q. Cook enters the game for A. Davis,78,95
434,4,0:45.0,,T. Daniels enters the game for D. Green,78,95
435,4,0:41.0,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Robinson),,80,95
436,4,0:22.0,,A. Bradley misses 2-pt jump shot from 20 ft,80,95
437,4,0:19.0,Defensive rebound by J. Johnson,,80,95
