,QUARTER,TIME_REMAINING,TORONTO_ACTION,SACRAMENTO_ACTION,TORONTO_SCORE,SACRAMENTO_SCORE
381,4,5:10.0,S. Ibaka misses 3-pt jump shot from 25 ft,,94,92
382,4,5:05.0,,Defensive rebound by N. Bjelica,94,92
383,4,4:59.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,94,94
384,4,4:59.0,Toronto full timeout,,94,94
385,4,4:36.0,N. Powell makes 3-pt jump shot from 25 ft (assist by P. Siakam),,97,94
386,4,4:21.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by H. Barnes),97,97
387,4,4:03.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by P. Siakam),,99,97
388,4,3:39.0,,Shooting foul by O. Anunoby (drawn by D. Fox),99,97
389,4,3:39.0,,D. Fox makes free throw 1 of 3,99,98
390,4,3:39.0,,D. Fox makes free throw 2 of 3,99,99
391,4,3:39.0,,D. Fox makes free throw 3 of 3,99,100
392,4,3:21.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by S. Ibaka),,102,100
393,4,2:57.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by H. Barnes),102,103
394,4,2:57.0,,K. Bazemore enters the game for N. Bjelica,102,103
395,4,2:30.0,P. Siakam makes 3-pt jump shot from 27 ft,,105,103
396,4,2:06.0,,H. Barnes misses 2-pt jump shot from 8 ft,105,103
397,4,2:03.0,Defensive rebound by S. Ibaka,,105,103
398,4,1:53.0,Shooting foul by R. Holmes (drawn by S. Ibaka),,105,103
399,4,1:53.0,S. Ibaka makes free throw 1 of 2,,106,103
400,4,1:53.0,,N. Bjelica enters the game for K. Bazemore,106,103
401,4,1:53.0,S. Ibaka makes free throw 2 of 2,,107,103
402,4,1:40.0,,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by D. Fox),107,105
403,4,1:24.0,P. Siakam makes 2-pt layup from 2 ft,,109,105
404,4,1:09.0,,D. Fox makes 3-pt jump shot from 26 ft (assist by R. Holmes),109,108
405,4,0:48.0,Personal foul by R. Holmes (drawn by P. Siakam),,109,108
406,4,0:48.0,P. Siakam makes free throw 1 of 2,,110,108
407,4,0:48.0,P. Siakam makes free throw 2 of 2,,111,108
408,4,0:39.0,,B. Bogdanović misses 3-pt jump shot from 29 ft,111,108
409,4,0:36.0,,Offensive rebound by D. Fox,111,108
410,4,0:34.0,,D. Fox makes 2-pt layup from 2 ft,111,110
411,4,0:34.0,,Shooting foul by N. Powell (drawn by D. Fox),111,110
412,4,0:34.0,,K. Bazemore enters the game for N. Bjelica,111,110
413,4,0:34.0,,D. Fox makes free throw 1 of 1,111,111
414,4,0:34.0,Toronto full timeout,,111,111
415,4,0:34.0,,C. Joseph enters the game for B. Bogdanović,111,111
416,4,0:34.0,Toronto full timeout,,111,111
417,4,0:27.0,P. Siakam makes 2-pt layup from 2 ft,,113,111
418,4,0:27.0,,Sacramento full timeout,113,111
419,4,0:27.0,,N. Bjelica enters the game for K. Bazemore,113,111
420,4,0:27.0,,B. Bogdanović enters the game for C. Joseph,113,111
421,4,0:22.0,,D. Fox misses 3-pt jump shot from 25 ft,113,111
422,4,0:20.0,Defensive rebound by P. Siakam,,113,111
423,4,0:20.0,Personal take foul by R. Holmes (drawn by P. Siakam),,113,111
424,4,0:20.0,P. Siakam makes free throw 1 of 2,,114,111
425,4,0:20.0,P. Siakam makes free throw 2 of 2,,115,111
426,4,0:14.0,,R. Holmes makes 2-pt layup from 1 ft (assist by D. Fox),115,113
427,4,0:14.0,,Shooting foul by S. Ibaka (drawn by R. Holmes),115,113
428,4,0:14.0,M. Gasol enters the game for S. Ibaka,,115,113
429,4,0:14.0,,K. Bazemore enters the game for N. Bjelica,115,113
430,4,0:14.0,,R. Holmes misses free throw 1 of 1,115,113
431,4,0:13.0,Defensive rebound by O. Anunoby,,115,113
432,4,0:13.0,Personal take foul by K. Bazemore (drawn by O. Anunoby),,115,113
433,4,0:13.0,S. Ibaka enters the game for M. Gasol,,115,113
434,4,0:13.0,O. Anunoby misses free throw 1 of 2,,115,113
435,4,0:13.0,Offensive rebound by Team,,115,113
436,4,0:13.0,,A. Len enters the game for B. Bogdanović,115,113
437,4,0:13.0,O. Anunoby makes free throw 2 of 2,,116,113
438,4,0:13.0,,Sacramento full timeout,116,113
439,4,0:13.0,,N. Bjelica enters the game for K. Bazemore,116,113
440,4,0:13.0,,B. Bogdanović enters the game for A. Len,116,113
441,4,0:09.0,,N. Bjelica misses 3-pt jump shot from 28 ft,116,113
442,4,0:07.0,Defensive rebound by Team,,116,113
443,4,0:07.0,M. Gasol enters the game for S. Ibaka,,116,113
444,4,0:07.0,,K. Bazemore enters the game for N. Bjelica,116,113
445,4,0:06.0,Personal take foul by B. Bogdanović (drawn by N. Powell),,116,113
446,4,0:06.0,N. Powell makes free throw 1 of 2,,117,113
447,4,0:06.0,S. Ibaka enters the game for M. Gasol,,117,113
448,4,0:06.0,N. Powell makes free throw 2 of 2,,118,113
449,4,0:00.0,,K. Bazemore misses 3-pt jump shot from 25 ft,118,113
450,4,0:00.0,,Offensive rebound by Team,118,113
