,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
0,1,11:51.0,Turnover by R. Rubio (bad pass; steal by B. Hield),,0,0
1,1,11:48.0,,B. Hield makes 2-pt dunk from 2 ft,0,2
2,1,11:34.0,R. Rubio misses 2-pt jump shot from 13 ft,,0,2
3,1,11:31.0,,Defensive rebound by N. Bjelica,0,2
4,1,11:09.0,,N. Bjelica misses 2-pt jump shot from 10 ft,0,2
5,1,11:07.0,,Offensive rebound by N. Bjelica,0,2
6,1,11:06.0,,Turnover by N. Bjelica (lost ball; steal by K. Oubre),0,2
7,1,10:55.0,D. Šarić makes 2-pt layup from 2 ft (assist by R. Rubio),,2,2
8,1,10:38.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Hield),2,4
9,1,10:26.0,Turnover by D. Šarić (bad pass; steal by N. Bjelica),,2,4
10,1,10:20.0,,Turnover by B. Hield (lost ball; steal by R. Rubio),2,4
11,1,10:13.0,R. Rubio misses 2-pt layup from 4 ft,,2,4
12,1,10:10.0,,Defensive rebound by R. Holmes,2,4
13,1,9:57.0,,B. Hield misses 3-pt jump shot from 26 ft,2,4
14,1,9:54.0,Defensive rebound by D. Booker,,2,4
15,1,9:49.0,D. Booker misses 3-pt jump shot from 25 ft,,2,4
16,1,9:45.0,,Defensive rebound by R. Holmes,2,4
17,1,9:37.0,,N. Bjelica misses 3-pt jump shot from 23 ft,2,4
18,1,9:32.0,Defensive rebound by K. Oubre,,2,4
19,1,9:22.0,Shooting foul by N. Bjelica (drawn by F. Kaminsky),,2,4
20,1,9:22.0,F. Kaminsky makes free throw 1 of 2,,3,4
21,1,9:22.0,F. Kaminsky makes free throw 2 of 2,,4,4
22,1,9:09.0,,R. Holmes misses 2-pt layup from 6 ft (block by D. Šarić),4,4
23,1,9:09.0,,Offensive rebound by Team,4,4
24,1,9:05.0,,B. Hield misses 2-pt jump shot from 9 ft,4,4
