,QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
0,1,11:39.0,A. Drummond makes 2-pt hook shot from 6 ft,,2,0
1,1,11:25.0,,C. Osman makes 2-pt layup from 1 ft,2,2
2,1,11:05.0,T. Snell makes 2-pt jump shot from 4 ft,,4,2
3,1,10:45.0,,C. Sexton makes 2-pt layup from 1 ft,4,4
4,1,10:33.0,S. Doumbouya misses 3-pt jump shot from 25 ft,,4,4
5,1,10:30.0,,Defensive rebound by T. Thompson,4,4
6,1,10:20.0,,Shooting foul by B. Brown (drawn by T. Thompson),4,4
7,1,10:20.0,,T. Thompson makes free throw 1 of 2,4,5
8,1,10:20.0,,T. Thompson makes free throw 2 of 2,4,6
9,1,10:11.0,Shooting foul by D. Garland (drawn by B. Brown),,4,6
10,1,10:11.0,B. Brown makes free throw 1 of 2,,5,6
11,1,10:11.0,B. Brown makes free throw 2 of 2,,6,6
12,1,9:56.0,,T. Thompson makes 2-pt hook shot from 3 ft (assist by C. Sexton),6,8
13,1,9:40.0,B. Brown misses 2-pt layup from 1 ft,,6,8
14,1,9:37.0,,Defensive rebound by K. Love,6,8
15,1,9:37.0,,Turnover by K. Love (bad pass),6,8
16,1,9:17.0,B. Brown misses 2-pt jump shot from 7 ft,,6,8
17,1,9:15.0,,Defensive rebound by K. Love,6,8
18,1,9:10.0,,C. Sexton misses 2-pt layup from 1 ft,6,8
19,1,9:06.0,Defensive rebound by A. Drummond,,6,8
20,1,8:59.0,S. Doumbouya makes 2-pt layup from 1 ft (assist by A. Drummond),,8,8
21,1,8:41.0,,D. Garland makes 3-pt jump shot from 26 ft (assist by K. Love),8,11
22,1,8:26.0,S. Mykhailiuk misses 2-pt layup from 1 ft (block by T. Thompson),,8,11
23,1,8:26.0,Offensive rebound by Team,,8,11
24,1,8:20.0,S. Doumbouya makes 2-pt dunk at rim (assist by T. Snell),,10,11
25,1,8:20.0,Shooting foul by T. Thompson (drawn by S. Doumbouya),,10,11
26,1,8:20.0,S. Doumbouya misses free throw 1 of 1,,10,11
27,1,8:16.0,,Defensive rebound by T. Thompson,10,11
28,1,8:05.0,,C. Osman misses 2-pt jump shot from 5 ft,10,11
29,1,8:03.0,,Offensive rebound by C. Osman,10,11
30,1,7:52.0,,C. Sexton misses 2-pt jump shot from 5 ft,10,11
31,1,7:51.0,,Offensive rebound by T. Thompson,10,11
32,1,7:51.0,,T. Thompson makes 2-pt dunk from 1 ft,10,13
33,1,7:45.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,10,13
34,1,7:43.0,Offensive rebound by A. Drummond,,10,13
35,1,7:36.0,A. Drummond misses 2-pt layup from 2 ft (block by T. Thompson),,10,13
36,1,7:34.0,Offensive rebound by A. Drummond,,10,13
37,1,7:31.0,A. Drummond makes 2-pt layup from 1 ft,,12,13
38,1,7:21.0,,C. Osman makes 2-pt dunk from 1 ft (assist by T. Thompson),12,15
39,1,7:13.0,Detroit full timeout,,12,15
40,1,7:13.0,L. Galloway enters the game for S. Mykhailiuk,,12,15
41,1,7:13.0,,B. Knight enters the game for D. Garland,12,15
42,1,7:01.0,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Brown),,14,15
43,1,6:37.0,,C. Sexton misses 2-pt layup from 1 ft,14,15
44,1,6:35.0,Defensive rebound by A. Drummond,,14,15
45,1,6:27.0,T. Snell makes 2-pt layup from 2 ft (assist by A. Drummond),,16,15
46,1,6:15.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by B. Knight),16,18
47,1,6:01.0,T. Snell misses 3-pt jump shot from 25 ft,,16,18
48,1,5:59.0,,Defensive rebound by T. Thompson,16,18
49,1,5:55.0,,Personal foul by L. Galloway (drawn by B. Knight),16,18
50,1,5:36.0,,T. Thompson misses 2-pt jump shot from 6 ft,16,18
51,1,5:34.0,Defensive rebound by A. Drummond,,16,18
52,1,5:22.0,B. Brown misses 2-pt jump shot from 1 ft,,16,18
53,1,5:20.0,Offensive rebound by A. Drummond,,16,18
54,1,5:18.0,A. Drummond makes 2-pt layup from 1 ft,,18,18
55,1,5:01.0,,C. Sexton misses 3-pt jump shot from 25 ft,18,18
56,1,4:58.0,Defensive rebound by A. Drummond,,18,18
57,1,4:54.0,Turnover by A. Drummond (bad pass; steal by C. Sexton),,18,18
58,1,4:50.0,,C. Sexton misses 3-pt jump shot from 23 ft,18,18
59,1,4:46.0,Defensive rebound by A. Drummond,,18,18
60,1,4:46.0,D. Rose enters the game for B. Brown,,18,18
