,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
50,1,5:56.0,,T. Satoranský misses 3-pt jump shot from 25 ft,10,13
51,1,5:52.0,Defensive rebound by E. Paschall,,10,13
52,1,5:30.0,Turnover by Team (shot clock),,10,13
53,1,5:30.0,,C. White enters the game for K. Dunn,10,13
54,1,5:17.0,,Personal foul by E. Paschall (drawn by L. Markkanen),10,13
55,1,5:17.0,K. Bowman enters the game for W. Cauley-Stein,,10,13
56,1,5:17.0,A. Burks enters the game for D. Green,,10,13
57,1,5:17.0,M. Chriss enters the game for D. Russell,,10,13
58,1,5:04.0,,L. Markkanen misses 2-pt jump shot from 8 ft,10,13
59,1,5:03.0,,Offensive rebound by D. Gafford,10,13
60,1,5:03.0,,Turnover by Team (shot clock),10,13
61,1,4:51.0,G. Robinson misses 3-pt jump shot from 24 ft,,10,13
62,1,4:48.0,,Defensive rebound by L. Markkanen,10,13
63,1,4:45.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by Z. LaVine),10,15
64,1,4:30.0,Shooting foul by D. Gafford (drawn by E. Paschall),,10,15
65,1,4:30.0,E. Paschall misses free throw 1 of 2,,10,15
66,1,4:30.0,Offensive rebound by Team,,10,15
67,1,4:30.0,E. Paschall makes free throw 2 of 2,,11,15
68,1,4:17.0,,D. Gafford makes 2-pt dunk from 1 ft (assist by Z. LaVine),11,17
69,1,4:12.0,Golden State full timeout,,11,17
70,1,4:00.0,A. Burks makes 3-pt jump shot from 25 ft (assist by M. Chriss),,14,17
71,1,3:44.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by Z. LaVine),14,20
72,1,3:26.0,G. Robinson makes 2-pt layup from 4 ft (assist by K. Bowman),,16,20
73,1,3:04.0,,Z. LaVine misses 2-pt layup from 3 ft (block by M. Chriss),16,20
74,1,3:03.0,Defensive rebound by Team,,16,20
75,1,3:03.0,K. Looney enters the game for E. Paschall,,16,20
76,1,3:03.0,J. Poole enters the game for G. Robinson,,16,20
77,1,2:46.0,K. Looney makes 2-pt layup from 1 ft (assist by K. Bowman),,18,20
78,1,2:46.0,Shooting foul by L. Markkanen (drawn by K. Looney),,18,20
79,1,2:46.0,,R. Arcidiacono enters the game for D. Gafford,18,20
80,1,2:46.0,,W. Carter enters the game for Z. LaVine,18,20
81,1,2:46.0,,L. Kornet enters the game for L. Markkanen,18,20
82,1,2:46.0,,D. Valentine enters the game for T. Satoranský,18,20
83,1,2:46.0,K. Looney makes free throw 1 of 1,,19,20
84,1,2:32.0,,C. White misses 2-pt jump shot from 20 ft,19,20
85,1,2:26.0,Defensive rebound by A. Burks,,19,20
86,1,2:19.0,J. Poole misses 3-pt jump shot from 26 ft,,19,20
87,1,2:16.0,,Defensive rebound by W. Carter,19,20
88,1,2:12.0,,D. Valentine misses 2-pt layup from 5 ft,19,20
89,1,2:10.0,Defensive rebound by K. Looney,,19,20
90,1,1:58.0,M. Chriss makes 2-pt layup from 2 ft (assist by K. Bowman),,21,20
91,1,1:42.0,,C. White makes 2-pt layup from 1 ft,21,22
92,1,1:25.0,J. Poole misses 2-pt layup from 2 ft (block by L. Kornet),,21,22
93,1,1:21.0,,Defensive rebound by C. White,21,22
94,1,1:20.0,,C. White makes 3-pt jump shot from 26 ft,21,25
95,1,0:53.0,A. Burks makes 2-pt layup from 2 ft,,23,25
96,1,0:34.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,23,25
97,1,0:32.0,Defensive rebound by Team,,23,25
98,1,0:09.0,A. Burks misses 2-pt jump shot from 12 ft,,23,25
99,1,0:06.0,,Defensive rebound by W. Carter,23,25
100,1,0:02.0,,Personal foul by K. Bowman (drawn by R. Arcidiacono),23,25
101,1,0:00.0,,C. White makes 3-pt jump shot from 25 ft (assist by D. Valentine),23,28
102,2,11:40.0,,L. Kornet misses 3-pt jump shot from 25 ft,23,28
103,2,11:36.0,Defensive rebound by M. Chriss,,23,28
104,2,11:19.0,M. Chriss misses 2-pt layup from 1 ft,,23,28
105,2,11:15.0,Offensive rebound by M. Chriss,,23,28
106,2,11:15.0,M. Chriss misses 2-pt layup from 1 ft,,23,28
107,2,11:14.0,,Defensive rebound by C. White,23,28
108,2,11:07.0,,C. White misses 2-pt jump shot from 24 ft,23,28
109,2,11:04.0,Defensive rebound by E. Paschall,,23,28
110,2,10:56.0,K. Bowman makes 3-pt jump shot from 23 ft,,26,28
111,2,10:36.0,,L. Kornet misses 3-pt jump shot from 22 ft,26,28
112,2,10:34.0,,Offensive rebound by R. Arcidiacono,26,28
113,2,10:30.0,,C. White misses 2-pt dunk at rim,26,28
114,2,10:27.0,Defensive rebound by M. Chriss,,26,28
115,2,10:13.0,E. Paschall makes 2-pt layup from 1 ft,,28,28
116,2,10:13.0,Shooting foul by W. Carter (drawn by E. Paschall),,28,28
117,2,10:13.0,W. Cauley-Stein enters the game for M. Chriss,,28,28
118,2,10:13.0,E. Paschall makes free throw 1 of 1,,29,28
119,2,9:53.0,,Personal foul by K. Bowman (drawn by W. Carter),29,28
120,2,9:48.0,,W. Carter misses 2-pt jump shot from 8 ft,29,28
121,2,9:44.0,Defensive rebound by O. Spellman,,29,28
122,2,9:39.0,O. Spellman makes 3-pt jump shot from 26 ft (assist by K. Bowman),,32,28
123,2,9:18.0,,W. Carter misses 2-pt dunk from 2 ft (block by E. Paschall),32,28
124,2,9:15.0,Defensive rebound by W. Cauley-Stein,,32,28
125,2,9:10.0,Personal foul by R. Arcidiacono (drawn by O. Spellman),,32,28
126,2,9:10.0,,D. Gafford enters the game for W. Carter,32,28
127,2,9:10.0,,L. Markkanen enters the game for L. Kornet,32,28
128,2,8:56.0,A. Burks makes 2-pt jump shot from 8 ft,,34,28
129,2,8:36.0,,D. Valentine makes 3-pt jump shot from 28 ft,34,31
130,2,8:14.0,K. Bowman makes 3-pt jump shot from 25 ft (assist by E. Paschall),,37,31
131,2,8:01.0,,D. Valentine misses 2-pt jump shot from 7 ft,37,31
132,2,7:58.0,Defensive rebound by W. Cauley-Stein,,37,31
133,2,7:44.0,E. Paschall misses 2-pt jump shot from 7 ft,,37,31
134,2,7:42.0,,Defensive rebound by D. Gafford,37,31
135,2,7:33.0,,D. Gafford makes 2-pt dunk from 1 ft (assist by L. Markkanen),37,33
136,2,7:14.0,A. Burks makes 2-pt dunk from 1 ft,,39,33
137,2,7:14.0,,Chicago full timeout,39,33
138,2,7:14.0,D. Green enters the game for A. Burks,,39,33
139,2,7:14.0,G. Robinson enters the game for W. Cauley-Stein,,39,33
140,2,7:14.0,D. Russell enters the game for E. Paschall,,39,33
141,2,7:14.0,,K. Dunn enters the game for R. Arcidiacono,39,33
142,2,7:14.0,,Z. LaVine enters the game for D. Valentine,39,33
143,2,7:14.0,,T. Satoranský enters the game for C. White,39,33
144,2,6:59.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by Z. LaVine),39,36
145,2,6:39.0,Turnover by O. Spellman (bad pass; steal by L. Markkanen),,39,36
146,2,6:37.0,,Turnover by L. Markkanen (bad pass),39,36
147,2,6:22.0,K. Bowman makes 2-pt jump shot from 21 ft (assist by D. Russell),,41,36
148,2,6:12.0,,Turnover by Z. LaVine (bad pass; steal by G. Robinson),41,36
149,2,6:12.0,Personal foul by Z. LaVine (drawn by G. Robinson),,41,36
150,2,6:12.0,K. Looney enters the game for O. Spellman,,41,36
151,2,6:12.0,,W. Carter enters the game for D. Gafford,41,36
152,2,6:02.0,D. Russell misses 3-pt jump shot from 25 ft,,41,36
153,2,6:00.0,,Defensive rebound by Z. LaVine,41,36
154,2,5:53.0,,Personal foul by D. Green (drawn by W. Carter),41,36
155,2,5:51.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by T. Satoranský),41,39
156,2,5:32.0,Turnover by D. Russell (bad pass),,41,39
157,2,5:10.0,,Z. LaVine misses 3-pt jump shot from 25 ft,41,39
158,2,5:06.0,Defensive rebound by G. Robinson,,41,39
159,2,5:00.0,Turnover by K. Looney (traveling),,41,39
160,2,4:48.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by T. Satoranský),41,41
161,2,4:48.0,Golden State full timeout,,41,41
162,2,4:34.0,D. Green makes 2-pt hook shot from 8 ft (assist by D. Russell),,43,41
163,2,4:15.0,,T. Satoranský misses 2-pt layup from 2 ft,43,41
164,2,4:09.0,,Offensive rebound by W. Carter,43,41
165,2,4:09.0,,W. Carter makes 2-pt layup at rim,43,43
166,2,4:02.0,Turnover by D. Green (bad pass; steal by K. Dunn),,43,43
167,2,4:02.0,,Personal foul by D. Russell (drawn by K. Dunn),43,43
168,2,4:02.0,A. Burks enters the game for K. Bowman,,43,43
169,2,3:50.0,,L. Markkanen misses 3-pt jump shot from 24 ft,43,43
170,2,3:47.0,,Offensive rebound by W. Carter,43,43
171,2,3:34.0,,K. Dunn misses 3-pt jump shot from 26 ft,43,43
172,2,3:31.0,,Offensive rebound by W. Carter,43,43
173,2,3:31.0,,Personal foul by A. Burks (drawn by W. Carter),43,43
174,2,3:17.0,,W. Carter makes 2-pt jump shot from 10 ft,43,45
175,2,2:53.0,G. Robinson makes 2-pt jump shot from 19 ft,,45,45
176,2,2:29.0,,K. Dunn misses 3-pt jump shot from 25 ft,45,45
177,2,2:25.0,Defensive rebound by G. Robinson,,45,45
178,2,2:12.0,G. Robinson misses 2-pt jump shot from 9 ft,,45,45
179,2,2:09.0,,Defensive rebound by T. Satoranský,45,45
180,2,2:09.0,,Turnover by T. Satoranský (bad pass; steal by D. Green),45,45
181,2,2:04.0,G. Robinson makes 3-pt jump shot from 23 ft (assist by D. Green),,48,45
182,2,1:52.0,,W. Carter misses 2-pt jump shot from 6 ft,48,45
183,2,1:50.0,Defensive rebound by D. Green,,48,45
184,2,1:32.0,Turnover by K. Looney (lost ball; steal by K. Dunn),,48,45
185,2,1:27.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by T. Satoranský),48,47
186,2,1:27.0,,Shooting foul by D. Russell (drawn by Z. LaVine),48,47
187,2,1:27.0,E. Paschall enters the game for K. Looney,,48,47
188,2,1:27.0,,D. Gafford enters the game for W. Carter,48,47
189,2,1:27.0,,Z. LaVine makes free throw 1 of 1,48,48
190,2,1:16.0,G. Robinson makes 2-pt jump shot from 13 ft (assist by D. Russell),,50,48
191,2,0:58.0,,Z. LaVine makes 3-pt jump shot from 28 ft,50,51
192,2,0:49.0,Personal foul by T. Satoranský (drawn by A. Burks),,50,51
193,2,0:39.0,D. Green misses 2-pt jump shot from 12 ft,,50,51
194,2,0:35.0,,Defensive rebound by D. Gafford,50,51
195,2,0:30.0,,Turnover by Z. LaVine (traveling),50,51
196,2,0:13.0,A. Burks misses 3-pt jump shot from 23 ft,,50,51
197,2,0:10.0,Offensive rebound by D. Russell,,50,51
198,2,0:01.0,Turnover by D. Russell (bad pass),,50,51
199,2,0:01.0,K. Bowman enters the game for D. Russell,,50,51
200,2,0:01.0,,Turnover by T. Satoranský (bad pass; steal by E. Paschall),50,51
201,2,0:00.0,E. Paschall misses 3-pt jump shot from 73 ft,,50,51
202,2,0:00.0,Offensive rebound by Team,,50,51
203,3,11:38.0,,K. Dunn misses 2-pt jump shot from 17 ft,50,51
204,3,11:34.0,,Offensive rebound by W. Carter,50,51
205,3,11:31.0,,Z. LaVine makes 3-pt jump shot from 26 ft (assist by W. Carter),50,54
206,3,11:14.0,Turnover by D. Green (bad pass; steal by T. Satoranský),,50,54
207,3,11:11.0,,K. Dunn makes 2-pt layup from 2 ft,50,56
208,3,10:57.0,Turnover by D. Russell (bad pass; steal by L. Markkanen),,50,56
209,3,10:57.0,,Personal foul by D. Green (drawn by L. Markkanen),50,56
210,3,10:46.0,,Turnover by L. Markkanen (bad pass; steal by G. Robinson),50,56
211,3,10:40.0,D. Green misses 3-pt jump shot from 25 ft,,50,56
212,3,10:40.0,Offensive rebound by Team,,50,56
213,3,10:40.0,,Loose ball foul by K. Dunn (drawn by D. Russell),50,56
214,3,10:30.0,D. Green misses 2-pt layup from 3 ft (block by K. Dunn),,50,56
215,3,10:25.0,,Defensive rebound by Z. LaVine,50,56
216,3,10:25.0,,Z. LaVine makes 2-pt layup at rim,50,58
217,3,10:25.0,Golden State full timeout,,50,58
218,3,10:00.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Green),,52,58
219,3,9:48.0,,L. Markkanen misses 3-pt jump shot from 25 ft,52,58
220,3,9:46.0,Defensive rebound by W. Cauley-Stein,,52,58
221,3,9:30.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Green),,54,58
222,3,9:19.0,,Z. LaVine makes 2-pt jump shot from 20 ft,54,60
223,3,8:55.0,W. Cauley-Stein misses 2-pt jump shot from 6 ft,,54,60
224,3,8:53.0,,Defensive rebound by L. Markkanen,54,60
225,3,8:37.0,,Turnover by Z. LaVine (lost ball; steal by D. Green),54,60
226,3,8:32.0,G. Robinson makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,56,60
227,3,8:16.0,,K. Dunn misses 3-pt jump shot from 25 ft,56,60
228,3,8:13.0,,Offensive rebound by K. Dunn,56,60
229,3,8:12.0,,K. Dunn makes 2-pt layup from 2 ft,56,62
230,3,7:53.0,E. Paschall makes 2-pt layup from 2 ft,,58,62
231,3,7:41.0,,Z. LaVine misses 2-pt jump shot from 21 ft,58,62
232,3,7:37.0,Defensive rebound by D. Russell,,58,62
233,3,7:26.0,D. Green misses 2-pt jump shot from 6 ft,,58,62
234,3,7:24.0,Offensive rebound by W. Cauley-Stein,,58,62
235,3,7:23.0,W. Cauley-Stein misses 2-pt layup at rim,,58,62
236,3,7:21.0,,Defensive rebound by W. Carter,58,62
237,3,7:16.0,,L. Markkanen misses 3-pt jump shot from 26 ft,58,62
238,3,7:12.0,,Offensive rebound by W. Carter,58,62
239,3,7:05.0,,Z. LaVine makes 2-pt jump shot from 1 ft,58,64
240,3,6:51.0,E. Paschall makes 2-pt jump shot from 19 ft,,60,64
241,3,6:38.0,,Z. LaVine makes 3-pt jump shot from 28 ft (assist by K. Dunn),60,67
242,3,6:14.0,E. Paschall misses 2-pt layup from 2 ft,,60,67
243,3,6:13.0,Offensive rebound by W. Cauley-Stein,,60,67
244,3,6:02.0,W. Cauley-Stein makes 2-pt jump shot from 9 ft,,62,67
245,3,5:48.0,,Z. LaVine makes 3-pt jump shot from 24 ft,62,70
246,3,5:31.0,E. Paschall makes 2-pt jump shot from 16 ft,,64,70
247,3,5:31.0,Shooting foul by L. Markkanen (drawn by E. Paschall),,64,70
248,3,5:31.0,,D. Gafford enters the game for W. Carter,64,70
249,3,5:31.0,,C. White enters the game for K. Dunn,64,70
250,3,5:31.0,E. Paschall makes free throw 1 of 1,,65,70
251,3,5:16.0,,Z. LaVine misses 3-pt jump shot from 25 ft,65,70
252,3,5:13.0,Defensive rebound by G. Robinson,,65,70
253,3,5:11.0,Shooting foul by T. Satoranský (drawn by G. Robinson),,65,70
254,3,5:11.0,G. Robinson makes free throw 1 of 2,,66,70
255,3,5:11.0,K. Bowman enters the game for D. Green,,66,70
256,3,5:11.0,A. Burks enters the game for D. Russell,,66,70
257,3,5:11.0,G. Robinson makes free throw 2 of 2,,67,70
258,3,4:55.0,,L. Markkanen misses 3-pt jump shot from 25 ft,67,70
259,3,4:51.0,Defensive rebound by A. Burks,,67,70
260,3,4:41.0,A. Burks makes 2-pt jump shot from 9 ft,,69,70
261,3,4:41.0,,Chicago full timeout,69,70
262,3,4:41.0,M. Chriss enters the game for W. Cauley-Stein,,69,70
263,3,4:41.0,,R. Arcidiacono enters the game for T. Satoranský,69,70
264,3,4:25.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by Z. LaVine),69,73
265,3,4:09.0,Offensive foul by M. Chriss (drawn by R. Arcidiacono),,69,73
266,3,4:09.0,Turnover by M. Chriss (offensive foul),,69,73
267,3,3:55.0,,Z. LaVine misses 3-pt jump shot from 26 ft,69,73
268,3,3:52.0,Defensive rebound by A. Burks,,69,73
269,3,3:40.0,G. Robinson makes 3-pt jump shot from 26 ft,,72,73
270,3,3:21.0,,D. Gafford makes 2-pt dunk from 1 ft (assist by C. White),72,75
271,3,3:01.0,E. Paschall makes 2-pt jump shot from 13 ft (assist by A. Burks),,74,75
272,3,3:01.0,J. Poole enters the game for E. Paschall,,74,75
273,3,3:01.0,O. Spellman enters the game for G. Robinson,,74,75
274,3,3:01.0,,W. Carter enters the game for D. Gafford,74,75
275,3,3:01.0,,S. Harrison enters the game for Z. LaVine,74,75
276,3,3:01.0,,D. Valentine enters the game for L. Markkanen,74,75
277,3,2:45.0,,Personal foul by K. Bowman (drawn by R. Arcidiacono),74,75
278,3,2:37.0,,Turnover by R. Arcidiacono (lost ball; steal by A. Burks),74,75
279,3,2:37.0,Personal foul by R. Arcidiacono (drawn by A. Burks),,74,75
280,3,2:19.0,M. Chriss makes 2-pt layup from 1 ft (assist by K. Bowman),,76,75
281,3,1:56.0,,C. White makes 3-pt jump shot from 25 ft (assist by D. Valentine),76,78
282,3,1:36.0,J. Poole misses 2-pt jump shot from 21 ft,,76,78
283,3,1:32.0,,Defensive rebound by D. Valentine,76,78
284,3,1:26.0,,D. Valentine makes 2-pt jump shot from 12 ft,76,80
285,3,1:00.0,A. Burks misses 3-pt jump shot from 25 ft,,76,80
286,3,0:57.0,,Defensive rebound by W. Carter,76,80
287,3,0:49.0,,C. White makes 3-pt jump shot from 25 ft,76,83
288,3,0:37.0,O. Spellman misses 2-pt jump shot from 19 ft,,76,83
289,3,0:33.0,,Defensive rebound by C. White,76,83
290,3,0:29.0,,R. Arcidiacono misses 3-pt jump shot from 30 ft,76,83
291,3,0:28.0,Defensive rebound by Team,,76,83
292,3,0:28.0,D. Green enters the game for K. Bowman,,76,83
293,3,0:28.0,G. Robinson enters the game for J. Poole,,76,83
294,3,0:28.0,,Technical foul by O. Spellman,76,83
295,3,0:28.0,Technical foul by D. Valentine,,76,83
296,3,0:28.0,Technical foul by J. Boylen,,76,83
297,3,0:28.0,K. Bowman enters the game for D. Green,,76,83
298,3,0:28.0,J. Poole enters the game for G. Robinson,,76,83
299,3,0:28.0,J. Poole makes technical free throw,,77,83
300,3,0:12.0,Turnover by O. Spellman (bad pass),,77,83
301,3,0:04.0,,Personal foul by K. Bowman (drawn by C. White),77,83
302,3,0:04.0,D. Green enters the game for K. Bowman,,77,83
303,3,0:04.0,G. Robinson enters the game for J. Poole,,77,83
304,3,0:00.0,,C. White misses 3-pt jump shot from 25 ft,77,83
305,3,0:00.0,,Offensive rebound by Team,77,83
306,4,11:40.0,K. Bowman misses 3-pt jump shot from 26 ft,,77,83
307,4,11:37.0,,Defensive rebound by W. Carter,77,83
308,4,11:24.0,,D. Valentine misses 3-pt jump shot from 26 ft,77,83
309,4,11:21.0,,Offensive rebound by R. Arcidiacono,77,83
310,4,11:20.0,,D. Valentine makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),77,86
311,4,11:03.0,M. Chriss makes 2-pt jump shot from 21 ft (assist by K. Bowman),,79,86
312,4,10:51.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,79,86
313,4,10:48.0,Defensive rebound by A. Burks,,79,86
314,4,10:37.0,A. Burks misses 2-pt jump shot from 8 ft,,79,86
315,4,10:35.0,,Defensive rebound by D. Valentine,79,86
316,4,10:21.0,,D. Valentine misses 2-pt jump shot from 21 ft,79,86
317,4,10:18.0,Defensive rebound by E. Paschall,,79,86
318,4,10:12.0,M. Chriss makes 3-pt jump shot from 26 ft (assist by E. Paschall),,82,86
319,4,9:56.0,,S. Harrison makes 2-pt layup from 1 ft (assist by C. White),82,88
320,4,9:50.0,O. Spellman makes 2-pt layup from 1 ft (assist by A. Burks),,84,88
321,4,9:50.0,Shooting foul by R. Arcidiacono (drawn by O. Spellman),,84,88
322,4,9:50.0,O. Spellman makes free throw 1 of 1,,85,88
323,4,9:39.0,,C. White misses 2-pt jump shot from 20 ft,85,88
324,4,9:37.0,Defensive rebound by O. Spellman,,85,88
325,4,9:30.0,Turnover by K. Bowman (bad pass; steal by D. Valentine),,85,88
326,4,9:28.0,,Shooting foul by K. Bowman (drawn by S. Harrison),85,88
327,4,9:28.0,,S. Harrison makes free throw 1 of 2,85,89
328,4,9:28.0,D. Green enters the game for K. Bowman,,85,89
329,4,9:28.0,,S. Harrison misses free throw 2 of 2,85,89
330,4,9:25.0,Defensive rebound by O. Spellman,,85,89
331,4,9:08.0,A. Burks makes 2-pt jump shot from 21 ft,,87,89
332,4,8:47.0,,D. Valentine makes 3-pt jump shot from 29 ft (assist by S. Harrison),87,92
333,4,8:32.0,Shooting foul by W. Carter (drawn by D. Green),,87,92
334,4,8:32.0,D. Green misses free throw 1 of 2,,87,92
335,4,8:32.0,Offensive rebound by Team,,87,92
336,4,8:32.0,W. Cauley-Stein enters the game for M. Chriss,,87,92
337,4,8:32.0,G. Robinson enters the game for O. Spellman,,87,92
338,4,8:32.0,,K. Dunn enters the game for R. Arcidiacono,87,92
339,4,8:32.0,,D. Gafford enters the game for W. Carter,87,92
340,4,8:32.0,,Z. LaVine enters the game for S. Harrison,87,92
341,4,8:32.0,,L. Markkanen enters the game for D. Valentine,87,92
342,4,8:32.0,,T. Satoranský enters the game for C. White,87,92
343,4,8:32.0,D. Green makes free throw 2 of 2,,88,92
344,4,8:09.0,,T. Satoranský misses 2-pt jump shot from 7 ft,88,92
345,4,8:06.0,Defensive rebound by W. Cauley-Stein,,88,92
346,4,7:53.0,E. Paschall misses 2-pt jump shot from 13 ft,,88,92
347,4,7:51.0,,Defensive rebound by K. Dunn,88,92
348,4,7:50.0,Technical foul by D. Valentine,,88,92
349,4,7:50.0,,D. Valentine ejected from game,88,92
350,4,7:50.0,A. Burks makes technical free throw,,89,92
351,4,7:50.0,D. Russell enters the game for A. Burks,,89,92
352,4,7:39.0,,Offensive foul by D. Gafford (drawn by W. Cauley-Stein),89,92
353,4,7:39.0,,Turnover by D. Gafford (offensive foul),89,92
354,4,7:29.0,Offensive foul by G. Robinson (drawn by L. Markkanen),,89,92
355,4,7:29.0,Turnover by G. Robinson (offensive foul),,89,92
356,4,7:29.0,,Chicago full timeout,89,92
357,4,7:17.0,,Z. LaVine misses 2-pt jump shot from 20 ft,89,92
358,4,7:17.0,Defensive rebound by Team,,89,92
359,4,6:59.0,Shooting foul by Z. LaVine (drawn by D. Russell),,89,92
360,4,6:59.0,D. Russell misses free throw 1 of 2,,89,92
361,4,6:59.0,Offensive rebound by Team,,89,92
362,4,6:59.0,D. Russell makes free throw 2 of 2,,90,92
363,4,6:40.0,,K. Dunn misses 2-pt jump shot from 7 ft,90,92
364,4,6:38.0,Defensive rebound by D. Russell,,90,92
365,4,6:31.0,D. Green makes 2-pt jump shot from 6 ft (assist by D. Russell),,92,92
366,4,6:18.0,,L. Markkanen misses 3-pt jump shot from 25 ft,92,92
367,4,6:17.0,Defensive rebound by Team,,92,92
368,4,6:17.0,A. Burks enters the game for E. Paschall,,92,92
369,4,6:17.0,,W. Carter enters the game for D. Gafford,92,92
370,4,6:05.0,D. Russell misses 3-pt jump shot from 22 ft,,92,92
371,4,6:01.0,,Defensive rebound by T. Satoranský,92,92
372,4,5:51.0,,Turnover by Z. LaVine (lost ball),92,92
373,4,5:51.0,,Loose ball foul by Z. LaVine (drawn by W. Cauley-Stein),92,92
374,4,5:30.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by A. Burks),,94,92
375,4,5:18.0,,Personal foul by G. Robinson (drawn by W. Carter),94,92
376,4,5:01.0,,T. Satoranský makes 2-pt jump shot from 1 ft,94,94
377,4,4:48.0,G. Robinson misses 3-pt jump shot from 23 ft,,94,94
378,4,4:48.0,,Defensive rebound by K. Dunn,94,94
379,4,4:36.0,,Personal foul by W. Cauley-Stein (drawn by L. Markkanen),94,94
380,4,4:31.0,,Turnover by K. Dunn (bad pass; steal by D. Green),94,94
