,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,HOUSTON_ACTION,LA CLIPPERS_SCORE,HOUSTON_SCORE
0,1,11:39.0,M. Morris misses 2-pt jump shot from 17 ft,,0,0
1,1,11:38.0,,Defensive rebound by R. Westbrook,0,0
2,1,11:30.0,,J. Harden misses 3-pt jump shot from 27 ft,0,0
3,1,11:29.0,Defensive rebound by M. Morris,,0,0
4,1,11:26.0,Shooting foul by R. Westbrook (drawn by I. Zubac),,0,0
5,1,11:26.0,I. Zubac makes free throw 1 of 2,,1,0
6,1,11:26.0,I. Zubac makes free throw 2 of 2,,2,0
7,1,11:00.0,,P. Tucker misses 3-pt jump shot from 23 ft,2,0
8,1,10:58.0,Defensive rebound by I. Zubac,,2,0
9,1,10:48.0,M. Morris misses 3-pt jump shot from 26 ft,,2,0
10,1,10:47.0,,Defensive rebound by D. House,2,0
11,1,10:25.0,,J. Harden makes 2-pt jump shot from 5 ft (assist by R. Covington),2,2
12,1,10:11.0,P. George misses 3-pt jump shot from 27 ft,,2,2
13,1,10:10.0,Offensive rebound by Team,,2,2
14,1,10:10.0,,Loose ball foul by R. Westbrook (drawn by I. Zubac),2,2
15,1,10:01.0,M. Morris misses 2-pt jump shot from 19 ft,,2,2
16,1,9:59.0,,Defensive rebound by R. Covington,2,2
17,1,9:52.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by J. Harden),2,4
18,1,9:44.0,K. Leonard makes 3-pt jump shot from 27 ft,,5,4
19,1,9:37.0,,R. Westbrook misses 2-pt jump shot from 16 ft,5,4
20,1,9:35.0,Defensive rebound by I. Zubac,,5,4
21,1,9:21.0,K. Leonard misses 2-pt jump shot from 17 ft,,5,4
22,1,9:20.0,Offensive rebound by I. Zubac,,5,4
23,1,9:20.0,I. Zubac makes 2-pt layup at rim,,7,4
24,1,9:02.0,,R. Covington makes 2-pt layup from 2 ft (assist by J. Harden),7,6
25,1,8:46.0,M. Morris makes 2-pt jump shot from 17 ft (assist by K. Leonard),,9,6
26,1,8:33.0,,J. Harden misses 3-pt jump shot from 28 ft,9,6
27,1,8:32.0,Defensive rebound by P. George,,9,6
28,1,8:22.0,P. George makes 2-pt jump shot from 13 ft,,11,6
29,1,8:04.0,,R. Westbrook misses 3-pt jump shot from 26 ft,11,6
30,1,8:03.0,Defensive rebound by I. Zubac,,11,6
31,1,7:56.0,P. George misses 3-pt jump shot from 27 ft,,11,6
32,1,7:55.0,,Defensive rebound by R. Covington,11,6
33,1,7:46.0,,D. House misses 3-pt jump shot from 23 ft,11,6
34,1,7:45.0,Defensive rebound by I. Zubac,,11,6
35,1,7:40.0,K. Leonard makes 2-pt layup from 2 ft (assist by P. George),,13,6
36,1,7:12.0,,J. Harden misses 2-pt layup from 5 ft,13,6
37,1,7:11.0,Defensive rebound by P. Beverley,,13,6
38,1,7:08.0,P. George makes 2-pt dunk from 1 ft (assist by P. Beverley),,15,6
39,1,7:07.0,,Houston full timeout,15,6
40,1,7:07.0,,E. Gordon enters the game for D. House,15,6
41,1,6:48.0,,J. Harden makes 2-pt layup from 1 ft,15,8
42,1,6:41.0,M. Morris makes 3-pt jump shot from 27 ft (assist by P. Beverley),,18,8
43,1,6:23.0,,E. Gordon misses 3-pt jump shot from 23 ft,18,8
44,1,6:22.0,Defensive rebound by P. George,,18,8
45,1,6:14.0,M. Morris misses 3-pt jump shot from 26 ft,,18,8
46,1,6:13.0,,Defensive rebound by P. Tucker,18,8
47,1,6:03.0,,J. Harden misses 3-pt jump shot from 25 ft,18,8
48,1,6:02.0,Defensive rebound by P. Beverley,,18,8
49,1,6:02.0,Personal foul by R. Covington (drawn by P. Beverley),,18,8
50,1,5:49.0,K. Leonard makes 2-pt jump shot from 15 ft (assist by P. George),,20,8
51,1,5:28.0,,J. Harden makes 2-pt layup from 1 ft,20,10
52,1,5:10.0,P. George misses 2-pt jump shot from 21 ft,,20,10
53,1,5:09.0,,Defensive rebound by E. Gordon,20,10
54,1,5:01.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by R. Westbrook),20,13
55,1,5:00.0,LA Clippers full timeout,,20,13
56,1,5:00.0,L. Williams enters the game for P. George,,20,13
57,1,5:00.0,,B. McLemore enters the game for R. Westbrook,20,13
58,1,4:42.0,K. Leonard misses 2-pt jump shot from 22 ft,,20,13
