,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
0,1,11:45.0,B. Adebayo misses 2-pt jump shot from 6 ft,,0,0
1,1,11:41.0,,Defensive rebound by T. Bryant,0,0
2,1,11:25.0,,Turnover by B. Beal (bad pass),0,0
3,1,11:10.0,D. Robinson makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,3,0
4,1,10:59.0,,Turnover by R. Hachimura (lost ball; steal by K. Nunn),3,0
5,1,10:55.0,K. Nunn misses 2-pt layup from 2 ft (block by B. Beal),,3,0
6,1,10:55.0,Offensive rebound by Team,,3,0
7,1,10:50.0,K. Nunn misses 3-pt jump shot from 27 ft,,3,0
8,1,10:47.0,,Defensive rebound by T. Bryant,3,0
9,1,10:34.0,,S. Napier misses 3-pt jump shot from 28 ft,3,0
10,1,10:31.0,Defensive rebound by D. Robinson,,3,0
11,1,10:14.0,Turnover by B. Adebayo (bad pass; steal by S. Napier),,3,0
12,1,9:53.0,,Turnover by B. Beal (bad pass; steal by D. Robinson),3,0
13,1,9:49.0,D. Robinson makes 2-pt layup from 3 ft,,5,0
14,1,9:36.0,,T. Bryant misses 2-pt jump shot from 14 ft,5,0
15,1,9:33.0,Defensive rebound by K. Nunn,,5,0
16,1,9:13.0,J. Butler makes 2-pt jump shot from 12 ft,,7,0
17,1,8:46.0,,R. Hachimura misses 2-pt jump shot from 7 ft (block by D. Robinson),7,0
18,1,8:41.0,Defensive rebound by B. Adebayo,,7,0
19,1,8:33.0,K. Nunn misses 3-pt jump shot from 25 ft,,7,0
20,1,8:29.0,Offensive rebound by K. Nunn,,7,0
21,1,8:26.0,Turnover by K. Nunn (bad pass; steal by R. Hachimura),,7,0
22,1,8:22.0,,B. Beal makes 2-pt dunk from 1 ft (assist by R. Hachimura),7,2
23,1,8:22.0,,Shooting foul by B. Adebayo (drawn by B. Beal),7,2
24,1,8:22.0,,B. Beal makes free throw 1 of 1,7,3
25,1,8:15.0,Personal foul by I. Bonga (drawn by B. Adebayo),,7,3
26,1,8:08.0,B. Adebayo misses 2-pt dunk from 5 ft,,7,3
27,1,8:06.0,Offensive rebound by B. Adebayo,,7,3
28,1,8:05.0,Turnover by B. Adebayo (lost ball; steal by S. Napier),,7,3
29,1,8:00.0,,Shooting foul by D. Jones (drawn by S. Napier),7,3
30,1,8:00.0,,S. Napier misses free throw 1 of 2,7,3
31,1,8:00.0,,Offensive rebound by Team,7,3
32,1,8:00.0,,S. Napier makes free throw 2 of 2,7,4
33,1,7:46.0,K. Nunn makes 3-pt jump shot from 26 ft,,10,4
34,1,7:34.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by S. Napier),10,7
35,1,7:23.0,Shooting foul by I. Bonga (drawn by J. Butler),,10,7
36,1,7:23.0,J. Butler makes free throw 1 of 2,,11,7
37,1,7:23.0,,T. Brown enters the game for I. Bonga,11,7
38,1,7:23.0,J. Butler misses free throw 2 of 2,,11,7
39,1,7:21.0,,Defensive rebound by R. Hachimura,11,7
40,1,7:14.0,,B. Beal misses 2-pt layup from 7 ft,11,7
41,1,7:11.0,Defensive rebound by D. Jones,,11,7
42,1,7:05.0,K. Nunn misses 3-pt jump shot from 25 ft,,11,7
43,1,7:01.0,,Defensive rebound by R. Hachimura,11,7
44,1,6:51.0,,S. Napier misses 2-pt layup from 5 ft,11,7
45,1,6:49.0,Defensive rebound by D. Jones,,11,7
46,1,6:32.0,B. Adebayo makes 2-pt dunk at rim (assist by D. Robinson),,13,7
47,1,6:16.0,,T. Brown misses 3-pt jump shot from 24 ft,13,7
48,1,6:13.0,Defensive rebound by D. Jones,,13,7
49,1,5:55.0,K. Nunn misses 2-pt jump shot from 19 ft,,13,7
50,1,5:51.0,Offensive rebound by D. Jones,,13,7
51,1,5:49.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by D. Jones),,16,7
52,1,5:47.0,,Washington full timeout,16,7
