,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
62,1,4:27.0,,Z. Williamson makes 2-pt layup from 1 ft (assist by L. Ball),17,20
63,1,4:20.0,Turnover by B. Adebayo (out of bounds lost ball),,17,20
64,1,4:20.0,,J. Hart enters the game for J. Holiday,17,20
65,1,4:20.0,,N. Melli enters the game for Z. Williamson,17,20
66,1,4:02.0,,Shooting foul by D. Jones (drawn by N. Melli),17,20
67,1,4:02.0,,N. Melli makes free throw 1 of 2,17,21
68,1,4:02.0,J. Crowder enters the game for D. Jones,,17,21
69,1,4:02.0,,E. Moore enters the game for D. Favors,17,21
70,1,4:02.0,,N. Melli misses free throw 2 of 2,17,21
71,1,3:59.0,,Offensive rebound by J. Hart,17,21
72,1,3:54.0,,J. Hart makes 2-pt layup from 1 ft (assist by N. Melli),17,23
73,1,3:41.0,J. Butler misses 2-pt layup from 4 ft,,17,23
74,1,3:38.0,,Defensive rebound by J. Hart,17,23
75,1,3:27.0,,B. Ingram misses 2-pt dunk from 2 ft (block by J. Crowder),17,23
76,1,3:22.0,Defensive rebound by B. Adebayo,,17,23
77,1,3:21.0,G. Dragić misses 3-pt jump shot from 25 ft,,17,23
78,1,3:19.0,Offensive rebound by B. Adebayo,,17,23
79,1,3:15.0,Turnover by B. Adebayo (bad pass; steal by J. Hart),,17,23
80,1,3:11.0,,J. Hart makes 2-pt layup from 1 ft,17,25
81,1,2:55.0,K. Nunn makes 2-pt layup from 2 ft,,19,25
82,1,2:46.0,,Shooting foul by K. Nunn (drawn by E. Moore),19,25
83,1,2:46.0,,E. Moore makes free throw 1 of 2,19,26
84,1,2:46.0,K. Olynyk enters the game for B. Adebayo,,19,26
85,1,2:46.0,D. Robinson enters the game for K. Nunn,,19,26
86,1,2:46.0,,E. Moore makes free throw 2 of 2,19,27
87,1,2:35.0,Shooting foul by N. Melli (drawn by J. Butler),,19,27
88,1,2:35.0,J. Butler makes free throw 1 of 2,,20,27
89,1,2:35.0,J. Butler makes free throw 2 of 2,,21,27
90,1,2:25.0,,Turnover by L. Ball (bad pass; steal by J. Butler),21,27
91,1,2:21.0,J. Butler makes 2-pt layup from 1 ft,,23,27
92,1,2:09.0,,J. Hart misses 3-pt jump shot from 27 ft,23,27
93,1,2:07.0,,Offensive rebound by Team,23,27
94,1,2:07.0,Loose ball foul by K. Olynyk (drawn by N. Melli),,23,27
95,1,1:59.0,,N. Melli misses 2-pt jump shot from 17 ft,23,27
96,1,1:57.0,Defensive rebound by D. Robinson,,23,27
97,1,1:53.0,G. Dragić misses 2-pt layup from 3 ft,,23,27
98,1,1:53.0,Offensive rebound by Team,,23,27
99,1,1:53.0,A. Iguodala enters the game for J. Butler,,23,27
100,1,1:45.0,Turnover by J. Crowder (bad pass; steal by B. Ingram),,23,27
101,1,1:36.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by N. Melli),23,30
102,1,1:19.0,Shooting foul by E. Moore (drawn by A. Iguodala),,23,30
103,1,1:19.0,A. Iguodala misses free throw 1 of 2,,23,30
104,1,1:19.0,Offensive rebound by Team,,23,30
105,1,1:19.0,A. Iguodala misses free throw 2 of 2,,23,30
106,1,1:17.0,,Defensive rebound by L. Ball,23,30
107,1,1:11.0,,B. Ingram misses 2-pt layup from 2 ft (block by J. Crowder),23,30
108,1,1:08.0,Defensive rebound by K. Olynyk,,23,30
109,1,0:57.0,G. Dragić misses 3-pt jump shot from 25 ft,,23,30
110,1,0:55.0,,Defensive rebound by B. Ingram,23,30
111,1,0:33.0,,B. Ingram misses 3-pt jump shot from 25 ft,23,30
112,1,0:30.0,,Offensive rebound by L. Ball,23,30
113,1,0:29.0,,E. Moore misses 3-pt jump shot from 27 ft,23,30
114,1,0:26.0,,Offensive rebound by J. Hart,23,30
115,1,0:23.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Hart),23,32
116,1,0:05.0,G. Dragić makes 2-pt layup from 2 ft,,25,32
117,1,0:05.0,Shooting foul by L. Ball (drawn by G. Dragić),,25,32
118,1,0:05.0,B. Adebayo enters the game for K. Olynyk,,25,32
119,1,0:05.0,S. Hill enters the game for D. Robinson,,25,32
120,1,0:05.0,G. Dragić makes free throw 1 of 1,,26,32
121,1,0:00.0,,B. Ingram misses 3-pt jump shot from 30 ft,26,32
122,1,0:00.0,,Offensive rebound by Team,26,32
123,2,11:45.0,,J. Holiday makes 2-pt jump shot from 14 ft (assist by N. Melli),26,34
124,2,11:17.0,J. Crowder makes 2-pt jump shot from 19 ft (assist by K. Olynyk),,28,34
125,2,11:07.0,,N. Melli makes 3-pt jump shot from 25 ft (assist by J. Holiday),28,37
126,2,10:58.0,Personal foul by J. Holiday (drawn by J. Crowder),,28,37
127,2,10:52.0,G. Dragić makes 2-pt layup from 2 ft (assist by K. Olynyk),,30,37
128,2,10:32.0,,N. Melli misses 3-pt jump shot from 23 ft,30,37
129,2,10:29.0,Defensive rebound by A. Iguodala,,30,37
130,2,10:13.0,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Crowder),,33,37
131,2,9:49.0,,E. Moore makes 2-pt jump shot from 9 ft (assist by N. Melli),33,39
132,2,9:36.0,A. Iguodala misses 3-pt jump shot from 23 ft,,33,39
133,2,9:33.0,,Defensive rebound by J. Hart,33,39
134,2,9:28.0,,Turnover by J. Hart (bad pass; steal by A. Iguodala),33,39
135,2,9:25.0,Shooting foul by E. Moore (drawn by G. Dragić),,33,39
136,2,9:25.0,G. Dragić makes free throw 1 of 2,,34,39
137,2,9:25.0,G. Dragić makes free throw 2 of 2,,35,39
138,2,9:07.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by J. Holiday),35,42
139,2,8:49.0,K. Olynyk misses 2-pt layup from 2 ft,,35,42
140,2,8:47.0,,Defensive rebound by J. Hart,35,42
141,2,8:45.0,,Shooting foul by A. Iguodala (drawn by J. Hart),35,42
142,2,8:45.0,,J. Hart makes free throw 1 of 2,35,43
143,2,8:45.0,,J. Hart makes free throw 2 of 2,35,44
144,2,8:35.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,38,44
145,2,8:28.0,,Turnover by E. Moore (traveling),38,44
146,2,8:23.0,Personal foul by E. Moore (drawn by D. Robinson),,38,44
147,2,8:23.0,,F. Jackson enters the game for E. Moore,38,44
148,2,8:14.0,G. Dragić misses 3-pt jump shot from 26 ft,,38,44
149,2,8:11.0,,Defensive rebound by J. Hart,38,44
150,2,8:01.0,,N. Melli misses 3-pt jump shot from 26 ft,38,44
151,2,7:57.0,,Offensive rebound by J. Holiday,38,44
152,2,7:57.0,,Shooting foul by A. Iguodala (drawn by J. Holiday),38,44
153,2,7:57.0,,J. Holiday misses free throw 1 of 2,38,44
154,2,7:57.0,,Offensive rebound by Team,38,44
155,2,7:57.0,,J. Holiday misses free throw 2 of 2,38,44
156,2,7:52.0,Defensive rebound by K. Olynyk,,38,44
157,2,7:46.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by J. Crowder),,40,44
158,2,7:39.0,,Z. Williamson makes 2-pt dunk from 1 ft (assist by J. Holiday),40,46
159,2,7:39.0,Miami full timeout,,40,46
160,2,7:39.0,B. Adebayo enters the game for K. Olynyk,,40,46
161,2,7:39.0,J. Butler enters the game for D. Robinson,,40,46
162,2,7:23.0,J. Crowder misses 3-pt jump shot from 25 ft,,40,46
163,2,7:19.0,,Defensive rebound by F. Jackson,40,46
164,2,7:11.0,,F. Jackson misses 3-pt jump shot from 23 ft,40,46
165,2,7:06.0,Defensive rebound by J. Butler,,40,46
166,2,7:01.0,G. Dragić misses 3-pt jump shot from 23 ft,,40,46
167,2,6:58.0,,Defensive rebound by J. Hart,40,46
168,2,6:51.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by N. Melli),40,49
169,2,6:28.0,J. Crowder misses 3-pt jump shot from 25 ft,,40,49
170,2,6:25.0,,Defensive rebound by J. Hart,40,49
171,2,6:24.0,,Turnover by J. Hart (bad pass),40,49
172,2,6:24.0,,D. Favors enters the game for N. Melli,40,49
173,2,6:06.0,Turnover by G. Dragić (bad pass),,40,49
174,2,6:06.0,K. Nunn enters the game for G. Dragić,,40,49
175,2,5:56.0,,F. Jackson misses 2-pt jump shot from 3 ft,40,49
176,2,5:56.0,,Offensive rebound by D. Favors,40,49
177,2,5:51.0,,D. Favors makes 2-pt layup from 1 ft,40,51
178,2,5:40.0,J. Crowder misses 3-pt jump shot from 25 ft,,40,51
179,2,5:37.0,,Defensive rebound by J. Hart,40,51
180,2,5:29.0,,Z. Williamson makes 2-pt jump shot from 9 ft,40,53
181,2,5:29.0,,Shooting foul by J. Crowder (drawn by Z. Williamson),40,53
182,2,5:29.0,D. Jones enters the game for J. Crowder,,40,53
183,2,5:29.0,D. Robinson enters the game for A. Iguodala,,40,53
184,2,5:29.0,,B. Ingram enters the game for J. Hart,40,53
185,2,5:29.0,,Z. Williamson makes free throw 1 of 1,40,54
186,2,5:13.0,K. Nunn misses 3-pt jump shot from 25 ft,,40,54
187,2,5:10.0,,Defensive rebound by F. Jackson,40,54
188,2,5:02.0,,F. Jackson misses 3-pt jump shot from 26 ft,40,54
189,2,4:57.0,Defensive rebound by B. Adebayo,,40,54
190,2,4:43.0,J. Butler makes 2-pt jump shot from 10 ft,,42,54
191,2,4:43.0,Shooting foul by F. Jackson (drawn by J. Butler),,42,54
192,2,4:43.0,,L. Ball enters the game for Z. Williamson,42,54
193,2,4:43.0,J. Butler makes free throw 1 of 1,,43,54
194,2,4:24.0,,B. Ingram misses 2-pt jump shot from 10 ft (block by B. Adebayo),43,54
195,2,4:19.0,Defensive rebound by D. Jones,,43,54
196,2,4:14.0,Turnover by K. Nunn (bad pass),,43,54
197,2,4:01.0,,F. Jackson misses 2-pt jump shot from 11 ft,43,54
198,2,3:57.0,,Offensive rebound by J. Holiday,43,54
199,2,3:51.0,,B. Ingram makes 3-pt jump shot from 23 ft (assist by L. Ball),43,57
200,2,3:33.0,B. Adebayo makes 2-pt layup from 2 ft (assist by J. Butler),,45,57
201,2,3:24.0,,Shooting foul by K. Nunn (drawn by J. Holiday),45,57
202,2,3:24.0,,J. Holiday misses free throw 1 of 2,45,57
203,2,3:24.0,,Offensive rebound by Team,45,57
204,2,3:24.0,,J. Holiday makes free throw 2 of 2,45,58
205,2,3:14.0,K. Nunn misses 3-pt jump shot from 25 ft,,45,58
206,2,3:11.0,,Defensive rebound by B. Ingram,45,58
207,2,3:00.0,,L. Ball makes 2-pt dunk from 1 ft (assist by B. Ingram),45,60
208,2,2:47.0,J. Butler misses 2-pt jump shot from 11 ft,,45,60
209,2,2:45.0,,Defensive rebound by J. Holiday,45,60
210,2,2:36.0,,J. Holiday makes 2-pt jump shot from 10 ft,45,62
211,2,2:35.0,Miami full timeout,,45,62
212,2,2:35.0,G. Dragić enters the game for K. Nunn,,45,62
213,2,2:35.0,,J. Hart enters the game for J. Holiday,45,62
214,2,2:22.0,B. Adebayo misses 2-pt jump shot from 19 ft,,45,62
215,2,2:19.0,,Defensive rebound by L. Ball,45,62
216,2,2:08.0,,Turnover by F. Jackson (traveling),45,62
217,2,1:50.0,Offensive foul by B. Adebayo (drawn by D. Favors),,45,62
218,2,1:50.0,Turnover by B. Adebayo (offensive foul),,45,62
219,2,1:50.0,,New Orleans full timeout,45,62
220,2,1:50.0,,Instant Replay (Challenge: Ruling Stands),45,62
221,2,1:37.0,,F. Jackson misses 2-pt layup from 2 ft,45,62
222,2,1:37.0,,Offensive rebound by F. Jackson,45,62
223,2,1:37.0,,Personal foul by B. Adebayo (drawn by F. Jackson),45,62
224,2,1:37.0,,F. Jackson misses free throw 1 of 2,45,62
225,2,1:37.0,,Offensive rebound by Team,45,62
226,2,1:37.0,A. Iguodala enters the game for B. Adebayo,,45,62
227,2,1:37.0,,F. Jackson makes free throw 2 of 2,45,63
228,2,1:33.0,,Violation by Team (kicked ball),45,63
229,2,1:31.0,Personal foul by B. Ingram (drawn by J. Butler),,45,63
230,2,1:31.0,J. Butler makes free throw 1 of 2,,46,63
231,2,1:31.0,J. Butler misses free throw 2 of 2,,46,63
232,2,1:29.0,,Defensive rebound by L. Ball,46,63
233,2,1:16.0,,J. Hart misses 2-pt layup from 2 ft (block by A. Iguodala),46,63
234,2,1:12.0,Defensive rebound by J. Butler,,46,63
235,2,1:09.0,J. Butler makes 2-pt layup from 1 ft (assist by G. Dragić),,48,63
236,2,0:43.0,,B. Ingram misses 2-pt jump shot from 10 ft,48,63
237,2,0:41.0,Defensive rebound by A. Iguodala,,48,63
238,2,0:38.0,Shooting foul by F. Jackson (drawn by J. Butler),,48,63
239,2,0:38.0,J. Butler makes free throw 1 of 2,,49,63
240,2,0:38.0,J. Butler makes free throw 2 of 2,,50,63
241,2,0:33.0,,L. Ball misses 3-pt jump shot from 26 ft,50,63
242,2,0:29.0,Defensive rebound by D. Jones,,50,63
243,2,0:25.0,Personal foul by F. Jackson (drawn by G. Dragić),,50,63
244,2,0:25.0,G. Dragić misses free throw 1 of 2,,50,63
245,2,0:25.0,Offensive rebound by Team,,50,63
246,2,0:25.0,S. Hill enters the game for D. Robinson,,50,63
247,2,0:25.0,G. Dragić makes free throw 2 of 2,,51,63
248,2,0:01.0,,Shooting foul by D. Jones (drawn by B. Ingram),51,63
249,2,0:01.0,,B. Ingram makes free throw 1 of 2,51,64
250,2,0:01.0,,B. Ingram makes free throw 2 of 2,51,65
251,2,0:00.0,D. Jones misses 3-pt jump shot from 34 ft,,51,65
252,2,0:00.0,Offensive rebound by Team,,51,65
253,3,11:50.0,,Personal foul by D. Jones (drawn by Z. Williamson),51,65
254,3,11:39.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by J. Holiday),51,68
255,3,11:23.0,Personal foul by D. Favors (drawn by B. Adebayo),,51,68
256,3,11:15.0,D. Robinson misses 3-pt jump shot from 25 ft,,51,68
257,3,11:10.0,,Defensive rebound by Z. Williamson,51,68
258,3,10:55.0,,J. Holiday misses 3-pt jump shot from 24 ft,51,68
259,3,10:53.0,,Offensive rebound by Team,51,68
260,3,10:50.0,,J. Holiday misses 2-pt layup from 2 ft (block by B. Adebayo),51,68
261,3,10:47.0,,Offensive rebound by J. Holiday,51,68
262,3,10:39.0,,D. Favors misses 2-pt layup from 5 ft,51,68
263,3,10:37.0,Defensive rebound by B. Adebayo,,51,68
264,3,10:30.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,54,68
265,3,10:03.0,,B. Ingram misses 3-pt jump shot from 23 ft,54,68
266,3,10:00.0,Defensive rebound by D. Jones,,54,68
267,3,9:46.0,J. Butler makes 2-pt dunk from 1 ft (assist by D. Robinson),,56,68
268,3,9:31.0,,B. Ingram misses 2-pt jump shot from 11 ft,56,68
269,3,9:30.0,,Offensive rebound by D. Favors,56,68
270,3,9:30.0,,D. Favors misses 2-pt layup from 2 ft,56,68
271,3,9:30.0,Defensive rebound by Team,,56,68
272,3,9:11.0,J. Butler misses 2-pt layup from 2 ft,,56,68
273,3,9:10.0,Offensive rebound by J. Butler,,56,68
274,3,9:10.0,J. Butler makes 2-pt jump shot from 7 ft,,58,68
275,3,9:10.0,,New Orleans full timeout,58,68
276,3,8:54.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by Z. Williamson),58,71
277,3,8:32.0,D. Robinson misses 3-pt jump shot from 28 ft,,58,71
278,3,8:30.0,,Defensive rebound by B. Ingram,58,71
279,3,8:24.0,,B. Ingram misses 2-pt jump shot from 10 ft,58,71
280,3,8:23.0,,Offensive rebound by Z. Williamson,58,71
281,3,8:23.0,,Z. Williamson makes 2-pt layup from 2 ft,58,73
282,3,8:23.0,,Shooting foul by B. Adebayo (drawn by Z. Williamson),58,73
283,3,8:23.0,,Z. Williamson makes free throw 1 of 1,58,74
284,3,8:11.0,K. Nunn misses 3-pt jump shot from 25 ft,,58,74
285,3,8:08.0,,Defensive rebound by L. Ball,58,74
286,3,7:53.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by L. Ball),58,77
287,3,7:38.0,K. Nunn misses 2-pt jump shot from 22 ft,,58,77
288,3,7:34.0,,Defensive rebound by J. Holiday,58,77
289,3,7:26.0,,Z. Williamson misses 2-pt layup from 2 ft,58,77
290,3,7:25.0,Defensive rebound by D. Jones,,58,77
291,3,7:22.0,Flagrant foul type 1 by J. Holiday (drawn by D. Jones),,58,77
292,3,7:22.0,Instant Replay (Request: Ruling Stands),,58,77
293,3,7:22.0,D. Jones misses flagrant free throw 1 of 2,,58,77
294,3,7:22.0,Offensive rebound by Team,,58,77
295,3,7:22.0,D. Jones makes flagrant free throw 2 of 2,,59,77
296,3,7:22.0,G. Dragić enters the game for K. Nunn,,59,77
297,3,7:13.0,J. Butler misses 2-pt layup from 3 ft (block by B. Ingram),,59,77
298,3,7:13.0,Offensive rebound by Team,,59,77
299,3,7:12.0,D. Robinson misses 3-pt jump shot from 22 ft,,59,77
300,3,7:07.0,,Defensive rebound by Z. Williamson,59,77
301,3,7:03.0,,B. Ingram misses 2-pt layup from 2 ft (block by B. Adebayo),59,77
302,3,7:00.0,Defensive rebound by D. Robinson,,59,77
303,3,6:57.0,G. Dragić makes 2-pt layup from 1 ft (assist by D. Robinson),,61,77
304,3,6:50.0,,Turnover by Z. Williamson (lost ball; steal by B. Adebayo),61,77
305,3,6:44.0,D. Jones misses 3-pt jump shot from 22 ft,,61,77
306,3,6:42.0,,Defensive rebound by Team,61,77
307,3,6:42.0,Loose ball foul by D. Jones (drawn by D. Favors),,61,77
308,3,6:42.0,A. Iguodala enters the game for D. Jones,,61,77
309,3,6:28.0,,B. Ingram makes 2-pt dunk at rim (assist by J. Holiday),61,79
310,3,6:15.0,Shooting foul by B. Ingram (drawn by J. Butler),,61,79
311,3,6:15.0,J. Butler makes free throw 1 of 2,,62,79
312,3,6:15.0,,N. Melli enters the game for D. Favors,62,79
313,3,6:15.0,J. Butler makes free throw 2 of 2,,63,79
314,3,6:00.0,,J. Holiday misses 2-pt layup from 2 ft,63,79
315,3,5:58.0,Defensive rebound by A. Iguodala,,63,79
316,3,5:48.0,A. Iguodala misses 3-pt jump shot from 25 ft,,63,79
317,3,5:45.0,,Defensive rebound by L. Ball,63,79
318,3,5:32.0,,B. Ingram misses 3-pt jump shot from 26 ft,63,79
319,3,5:29.0,Defensive rebound by G. Dragić,,63,79
320,3,5:25.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Dragić),,65,79
321,3,5:25.0,,J. Hart enters the game for Z. Williamson,65,79
322,3,5:00.0,,L. Ball misses 2-pt layup from 4 ft,65,79
323,3,4:57.0,Defensive rebound by A. Iguodala,,65,79
324,3,4:52.0,Turnover by G. Dragić (lost ball; steal by J. Holiday),,65,79
325,3,4:44.0,,Offensive foul by B. Ingram (drawn by G. Dragić),65,79
326,3,4:44.0,,Turnover by B. Ingram (offensive foul),65,79
327,3,4:24.0,J. Butler misses 2-pt layup from 6 ft,,65,79
328,3,4:21.0,B. Adebayo misses 2-pt layup from 2 ft,,65,79
329,3,4:21.0,Offensive rebound by J. Butler,,65,79
330,3,4:21.0,Offensive rebound by B. Adebayo,,65,79
331,3,4:20.0,D. Robinson misses 3-pt jump shot from 26 ft,,65,79
332,3,4:16.0,,Defensive rebound by N. Melli,65,79
333,3,4:01.0,,Turnover by J. Holiday (bad pass; steal by A. Iguodala),65,79
334,3,3:58.0,Shooting foul by J. Hart (drawn by G. Dragić),,65,79
335,3,3:58.0,,New Orleans full timeout,65,79
336,3,3:58.0,,E. Moore enters the game for B. Ingram,65,79
337,3,3:58.0,G. Dragić makes free throw 1 of 2,,66,79
338,3,3:58.0,G. Dragić misses free throw 2 of 2,,66,79
339,3,3:55.0,,Defensive rebound by J. Hart,66,79
340,3,3:47.0,,N. Melli misses 3-pt jump shot from 25 ft,66,79
341,3,3:44.0,Defensive rebound by J. Butler,,66,79
342,3,3:38.0,Personal foul by J. Hart (drawn by J. Butler),,66,79
343,3,3:38.0,J. Butler makes free throw 1 of 2,,67,79
344,3,3:38.0,,F. Jackson enters the game for J. Holiday,67,79
345,3,3:38.0,J. Butler makes free throw 2 of 2,,68,79
346,3,3:27.0,,J. Hart misses 3-pt jump shot from 26 ft,68,79
347,3,3:22.0,Defensive rebound by B. Adebayo,,68,79
348,3,3:16.0,G. Dragić misses 2-pt layup from 2 ft,,68,79
349,3,3:14.0,,Defensive rebound by F. Jackson,68,79
350,3,3:10.0,,N. Melli makes 3-pt jump shot from 25 ft (assist by J. Hart),68,82
351,3,2:49.0,G. Dragić makes 2-pt layup from 2 ft (assist by A. Iguodala),,70,82
352,3,2:39.0,,L. Ball misses 2-pt jump shot from 18 ft,70,82
353,3,2:36.0,Defensive rebound by J. Butler,,70,82
354,3,2:29.0,A. Iguodala makes 2-pt layup from 2 ft (assist by B. Adebayo),,72,82
355,3,2:18.0,,Personal foul by B. Adebayo (drawn by N. Melli),72,82
356,3,2:18.0,S. Hill enters the game for B. Adebayo,,72,82
357,3,2:18.0,K. Olynyk enters the game for D. Robinson,,72,82
358,3,2:13.0,,E. Moore misses 2-pt layup from 2 ft (block by A. Iguodala),72,82
359,3,2:09.0,Defensive rebound by A. Iguodala,,72,82
360,3,2:07.0,A. Iguodala misses 2-pt layup from 2 ft,,72,82
361,3,2:05.0,,Defensive rebound by E. Moore,72,82
362,3,1:50.0,,J. Hart makes 2-pt layup from 5 ft (assist by L. Ball),72,84
363,3,1:37.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by J. Butler),,74,84
364,3,1:13.0,,L. Ball misses 3-pt jump shot from 27 ft,74,84
365,3,1:11.0,,Offensive rebound by Team,74,84
366,3,1:11.0,Loose ball foul by K. Olynyk (drawn by N. Melli),,74,84
367,3,1:11.0,,N. Melli makes free throw 1 of 2,74,85
368,3,1:11.0,,N. Melli makes free throw 2 of 2,74,86
369,3,0:59.0,G. Dragić misses 2-pt layup from 2 ft,,74,86
370,3,0:58.0,,Defensive rebound by E. Moore,74,86
371,3,0:52.0,,J. Hart misses 2-pt layup from 1 ft (block by S. Hill),74,86
372,3,0:49.0,Defensive rebound by J. Butler,,74,86
373,3,0:45.0,J. Butler misses 2-pt layup from 1 ft,,74,86
374,3,0:42.0,,Defensive rebound by L. Ball,74,86
375,3,0:32.0,,F. Jackson makes 3-pt jump shot from 26 ft (assist by N. Melli),74,89
376,3,0:11.0,J. Butler misses 2-pt layup from 2 ft (block by J. Hart),,74,89
377,3,0:07.0,,Defensive rebound by E. Moore,74,89
378,3,0:00.0,,J. Hart misses 3-pt jump shot from 25 ft,74,89
379,3,0:00.0,,Offensive rebound by Team,74,89
380,4,11:37.0,G. Dragić misses 3-pt jump shot from 26 ft,,74,89
381,4,11:33.0,Offensive rebound by K. Olynyk,,74,89
382,4,11:31.0,K. Olynyk misses 2-pt layup from 3 ft (block by Z. Williamson),,74,89
383,4,11:31.0,,Defensive rebound by J. Hart,74,89
384,4,11:28.0,,Turnover by J. Hart (lost ball; steal by S. Hill),74,89
385,4,11:24.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,77,89
