,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHILADELPHIA_ACTION,OKLAHOMA CITY_SCORE,PHILADELPHIA_SCORE
101,1,1:04.0,,Defensive rebound by F. Korkmaz,29,27
102,1,0:55.0,,A. Horford makes 2-pt hook shot from 4 ft (assist by F. Korkmaz),29,29
103,1,0:36.0,D. Schröder makes 2-pt jump shot from 17 ft,,31,29
104,1,0:15.0,,T. Burke makes 2-pt layup from 2 ft,31,31
105,1,0:00.0,C. Paul misses 3-pt jump shot from 27 ft,,31,31
106,1,0:00.0,Offensive rebound by Team,,31,31
107,2,11:36.0,,J. Ennis misses 2-pt layup from 2 ft,31,31
108,2,11:35.0,,Offensive rebound by J. Embiid,31,31
109,2,11:33.0,,M. Scott misses 3-pt jump shot from 26 ft,31,31
110,2,11:33.0,Defensive rebound by S. Adams,,31,31
111,2,11:15.0,Turnover by D. Schröder (lost ball; steal by J. Ennis),,31,31
112,2,11:09.0,,J. Ennis misses 3-pt jump shot from 27 ft,31,31
113,2,11:03.0,Defensive rebound by D. Bazley,,31,31
114,2,11:00.0,Offensive foul by D. Bazley (drawn by J. Ennis),,31,31
115,2,11:00.0,Turnover by D. Bazley (offensive foul),,31,31
116,2,10:48.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by J. Richardson),31,34
117,2,10:29.0,Turnover by D. Bazley (bad pass; steal by J. Richardson),,31,34
118,2,10:24.0,,J. Ennis misses 2-pt layup from 2 ft (block by H. Diallo),31,34
119,2,10:22.0,Defensive rebound by S. Adams,,31,34
120,2,10:15.0,H. Diallo misses 2-pt jump shot from 9 ft,,31,34
121,2,10:12.0,Offensive rebound by S. Adams,,31,34
122,2,10:12.0,Oklahoma City full timeout,,31,34
123,2,10:04.0,H. Diallo makes 2-pt dunk from 2 ft (assist by C. Paul),,33,34
124,2,9:49.0,,J. Richardson misses 2-pt jump shot from 22 ft,33,34
125,2,9:45.0,Defensive rebound by C. Paul,,33,34
126,2,9:39.0,D. Bazley makes 3-pt jump shot from 23 ft (assist by S. Adams),,36,34
127,2,9:18.0,,J. Embiid makes 2-pt jump shot from 11 ft,36,36
128,2,9:02.0,H. Diallo misses 2-pt layup from 5 ft,,36,36
129,2,9:01.0,Offensive rebound by S. Adams,,36,36
130,2,8:58.0,S. Adams makes 2-pt layup from 2 ft,,38,36
131,2,8:48.0,,J. Richardson makes 2-pt jump shot from 6 ft,38,38
132,2,8:43.0,S. Adams makes 2-pt layup from 2 ft (assist by C. Paul),,40,38
133,2,8:43.0,Shooting foul by J. Richardson (drawn by S. Adams),,40,38
134,2,8:43.0,,A. Horford enters the game for T. Burke,40,38
135,2,8:43.0,,B. Simmons enters the game for M. Scott,40,38
136,2,8:43.0,S. Adams makes free throw 1 of 1,,41,38
137,2,8:37.0,,Personal foul by D. Schröder (drawn by J. Richardson),41,38
138,2,8:24.0,,J. Embiid misses 2-pt hook shot from 7 ft,41,38
139,2,8:20.0,Defensive rebound by S. Adams,,41,38
140,2,8:04.0,C. Paul misses 2-pt jump shot from 11 ft,,41,38
141,2,8:00.0,Offensive rebound by C. Paul,,41,38
142,2,7:55.0,D. Bazley misses 2-pt hook shot from 3 ft,,41,38
143,2,7:52.0,,Defensive rebound by J. Embiid,41,38
144,2,7:44.0,,Offensive foul by J. Embiid (drawn by S. Adams),41,38
145,2,7:44.0,,Turnover by J. Embiid (offensive foul),41,38
146,2,7:44.0,D. Gallinari enters the game for S. Adams,,41,38
147,2,7:44.0,S. Gilgeous-Alexander enters the game for D. Bazley,,41,38
148,2,7:44.0,M. Muscala enters the game for C. Paul,,41,38
149,2,7:44.0,,T. Harris enters the game for J. Embiid,41,38
150,2,7:44.0,,F. Korkmaz enters the game for J. Richardson,41,38
151,2,7:33.0,D. Schröder misses 2-pt jump shot from 9 ft,,41,38
152,2,7:31.0,,Defensive rebound by A. Horford,41,38
153,2,7:26.0,,Shooting foul by M. Muscala (drawn by B. Simmons),41,38
154,2,7:26.0,,B. Simmons makes free throw 1 of 2,41,39
155,2,7:26.0,,B. Simmons misses free throw 2 of 2,41,39
156,2,7:24.0,Defensive rebound by S. Gilgeous-Alexander,,41,39
157,2,7:01.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,41,39
158,2,6:59.0,,Defensive rebound by B. Simmons,41,39
159,2,6:56.0,,Shooting foul by M. Muscala (drawn by B. Simmons),41,39
160,2,6:56.0,,B. Simmons makes free throw 1 of 2,41,40
161,2,6:56.0,T. Ferguson enters the game for H. Diallo,,41,40
162,2,6:56.0,,B. Simmons makes free throw 2 of 2,41,41
163,2,6:40.0,D. Schröder makes 2-pt layup at rim,,43,41
164,2,6:40.0,Shooting foul by F. Korkmaz (drawn by D. Schröder),,43,41
165,2,6:40.0,D. Schröder makes free throw 1 of 1,,44,41
166,2,6:30.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,44,41
167,2,6:26.0,Defensive rebound by D. Gallinari,,44,41
168,2,6:06.0,M. Muscala misses 3-pt jump shot from 26 ft,,44,41
169,2,6:04.0,,Defensive rebound by B. Simmons,44,41
170,2,5:57.0,,A. Horford misses 2-pt jump shot from 13 ft,44,41
171,2,5:55.0,Defensive rebound by D. Gallinari,,44,41
172,2,5:48.0,T. Ferguson misses 3-pt jump shot from 26 ft,,44,41
173,2,5:45.0,,Defensive rebound by B. Simmons,44,41
174,2,5:36.0,,Turnover by J. Ennis (bad pass; steal by T. Ferguson),44,41
175,2,5:28.0,D. Schröder misses 3-pt jump shot from 25 ft,,44,41
176,2,5:26.0,,Defensive rebound by B. Simmons,44,41
177,2,5:09.0,,J. Ennis makes 2-pt layup from 2 ft (assist by T. Harris),44,43
178,2,4:50.0,D. Gallinari misses 3-pt jump shot from 25 ft,,44,43
179,2,4:47.0,,Defensive rebound by B. Simmons,44,43
180,2,4:40.0,,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by A. Horford),44,46
181,2,4:17.0,D. Schröder makes 2-pt layup from 2 ft,,46,46
182,2,3:58.0,,T. Harris misses 3-pt jump shot from 25 ft,46,46
183,2,3:56.0,Defensive rebound by D. Gallinari,,46,46
184,2,3:51.0,Shooting foul by T. Harris (drawn by S. Gilgeous-Alexander),,46,46
185,2,3:51.0,S. Gilgeous-Alexander misses free throw 1 of 2,,46,46
186,2,3:51.0,Offensive rebound by Team,,46,46
187,2,3:51.0,C. Paul enters the game for D. Schröder,,46,46
188,2,3:51.0,,J. Richardson enters the game for J. Ennis,46,46
189,2,3:51.0,S. Gilgeous-Alexander makes free throw 2 of 2,,47,46
190,2,3:39.0,,T. Harris makes 2-pt jump shot from 15 ft (assist by A. Horford),47,48
191,2,3:20.0,Personal foul by B. Simmons (drawn by M. Muscala),,47,48
192,2,3:10.0,D. Gallinari misses 2-pt layup from 6 ft,,47,48
193,2,3:08.0,,Defensive rebound by T. Harris,47,48
194,2,3:03.0,,T. Harris makes 2-pt dunk from 2 ft,47,50
195,2,2:48.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,,47,50
196,2,2:47.0,Offensive rebound by D. Gallinari,,47,50
197,2,2:47.0,Shooting foul by T. Harris (drawn by D. Gallinari),,47,50
198,2,2:47.0,,Philadelphia full timeout,47,50
199,2,2:47.0,D. Gallinari makes free throw 1 of 2,,48,50
200,2,2:47.0,D. Gallinari makes free throw 2 of 2,,49,50
201,2,2:47.0,S. Adams enters the game for T. Ferguson,,49,50
202,2,2:47.0,D. Schröder enters the game for M. Muscala,,49,50
203,2,2:47.0,,J. Embiid enters the game for T. Harris,49,50
204,2,2:47.0,,J. Ennis enters the game for A. Horford,49,50
205,2,2:47.0,,M. Scott enters the game for F. Korkmaz,49,50
206,2,2:27.0,,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),49,52
207,2,2:02.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,49,52
208,2,2:02.0,Offensive rebound by Team,,49,52
209,2,2:01.0,Turnover by Team (shot clock),,49,52
210,2,1:46.0,,J. Richardson makes 3-pt jump shot from 28 ft (assist by J. Embiid),49,55
211,2,1:35.0,C. Paul misses 2-pt jump shot from 10 ft,,49,55
212,2,1:31.0,,Defensive rebound by J. Embiid,49,55
213,2,1:21.0,,B. Simmons makes 2-pt hook shot from 5 ft (assist by J. Embiid),49,57
214,2,1:05.0,Turnover by D. Schröder (bad pass; steal by B. Simmons),,49,57
215,2,1:00.0,,B. Simmons makes 2-pt layup from 2 ft,49,59
216,2,0:51.0,Turnover by D. Schröder (lost ball; steal by M. Scott),,49,59
217,2,0:47.0,,J. Ennis misses 2-pt layup from 3 ft,49,59
218,2,0:43.0,Defensive rebound by S. Adams,,49,59
219,2,0:33.0,S. Adams misses 2-pt layup from 4 ft,,49,59
220,2,0:31.0,Offensive rebound by S. Gilgeous-Alexander,,49,59
221,2,0:30.0,C. Paul makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,52,59
222,2,0:12.0,,J. Richardson makes 3-pt jump shot from 27 ft,52,62
223,2,0:00.0,C. Paul misses 2-pt jump shot from 15 ft,,52,62
224,2,0:00.0,Offensive rebound by Team,,52,62
225,3,11:51.0,,J. Embiid makes 2-pt dunk from 2 ft (assist by T. Harris),52,64
226,3,11:51.0,,Shooting foul by C. Paul (drawn by J. Embiid),52,64
227,3,11:51.0,,J. Embiid misses free throw 1 of 1,52,64
228,3,11:49.0,Defensive rebound by S. Gilgeous-Alexander,,52,64
229,3,11:36.0,D. Gallinari misses 2-pt jump shot from 18 ft,,52,64
230,3,11:32.0,,Defensive rebound by T. Harris,52,64
231,3,11:27.0,,Shooting foul by D. Gallinari (drawn by J. Embiid),52,64
232,3,11:27.0,,J. Embiid makes free throw 1 of 2,52,65
233,3,11:27.0,,J. Embiid makes free throw 2 of 2,52,66
234,3,11:18.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,52,66
235,3,11:14.0,,Defensive rebound by T. Harris,52,66
236,3,11:10.0,,B. Simmons misses 2-pt layup from 1 ft,52,66
237,3,11:07.0,Defensive rebound by D. Gallinari,,52,66
238,3,10:54.0,D. Gallinari misses 2-pt layup from 2 ft,,52,66
239,3,10:50.0,,Defensive rebound by T. Harris,52,66
240,3,10:49.0,,A. Horford misses 2-pt jump shot from 12 ft,52,66
241,3,10:48.0,Defensive rebound by Team,,52,66
242,3,10:47.0,,Loose ball foul by B. Simmons (drawn by S. Adams),52,66
243,3,10:27.0,T. Ferguson makes 3-pt jump shot from 24 ft (assist by C. Paul),,55,66
244,3,10:09.0,,J. Richardson misses 2-pt jump shot from 14 ft,55,66
245,3,10:08.0,,Offensive rebound by Team,55,66
246,3,10:08.0,Loose ball foul by T. Ferguson (drawn by J. Embiid),,55,66
247,3,9:55.0,,T. Harris misses 3-pt jump shot from 26 ft,55,66
248,3,9:52.0,Defensive rebound by S. Gilgeous-Alexander,,55,66
249,3,9:47.0,T. Ferguson misses 2-pt layup from 2 ft,,55,66
250,3,9:46.0,,Defensive rebound by J. Richardson,55,66
251,3,9:39.0,,J. Richardson makes 2-pt layup from 2 ft,55,68
252,3,9:17.0,D. Gallinari makes 3-pt jump shot from 26 ft,,58,68
253,3,8:57.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by B. Simmons),58,71
254,3,8:46.0,Personal foul by B. Simmons (drawn by T. Ferguson),,58,71
255,3,8:46.0,D. Schröder enters the game for T. Ferguson,,58,71
256,3,8:46.0,,J. Ennis enters the game for B. Simmons,58,71
257,3,8:38.0,C. Paul misses 2-pt jump shot from 9 ft,,58,71
258,3,8:33.0,Offensive rebound by D. Schröder,,58,71
259,3,8:31.0,S. Adams makes 2-pt layup from 2 ft (assist by D. Schröder),,60,71
260,3,8:31.0,,Philadelphia full timeout,60,71
261,3,8:17.0,,T. Harris misses 2-pt layup from 1 ft,60,71
262,3,8:16.0,Defensive rebound by S. Gilgeous-Alexander,,60,71
263,3,8:12.0,Shooting foul by T. Harris (drawn by S. Gilgeous-Alexander),,60,71
264,3,8:12.0,S. Gilgeous-Alexander misses free throw 1 of 2,,60,71
265,3,8:12.0,Offensive rebound by Team,,60,71
266,3,8:12.0,,F. Korkmaz enters the game for T. Harris,60,71
267,3,8:12.0,S. Gilgeous-Alexander makes free throw 2 of 2,,61,71
268,3,7:54.0,,J. Embiid misses 3-pt jump shot from 27 ft,61,71
269,3,7:52.0,Defensive rebound by S. Gilgeous-Alexander,,61,71
270,3,7:50.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,63,71
271,3,7:50.0,Away from play foul by J. Embiid (drawn by S. Adams),,63,71
272,3,7:50.0,S. Adams makes free throw 1 of 1,,64,71
273,3,7:34.0,,A. Horford makes 2-pt hook shot from 10 ft (assist by J. Embiid),64,73
274,3,7:25.0,Offensive foul by C. Paul (drawn by J. Ennis),,64,73
275,3,7:25.0,Turnover by C. Paul (offensive foul),,64,73
276,3,7:04.0,,J. Richardson makes 2-pt jump shot from 21 ft (assist by J. Embiid),64,75
277,3,6:48.0,D. Gallinari misses 3-pt jump shot from 27 ft,,64,75
278,3,6:46.0,,Defensive rebound by F. Korkmaz,64,75
279,3,6:30.0,,A. Horford makes 2-pt jump shot from 9 ft,64,77
280,3,6:14.0,D. Schröder makes 3-pt jump shot from 27 ft,,67,77
281,3,5:54.0,,Turnover by A. Horford (lost ball; steal by D. Gallinari),67,77
282,3,5:37.0,S. Adams makes 2-pt layup from 2 ft (assist by D. Gallinari),,69,77
283,3,5:26.0,,Turnover by A. Horford (bad pass),69,77
284,3,5:15.0,Shooting foul by A. Horford (drawn by D. Gallinari),,69,77
285,3,5:15.0,D. Gallinari misses free throw 1 of 3,,69,77
286,3,5:15.0,Offensive rebound by Team,,69,77
287,3,5:15.0,D. Gallinari makes free throw 2 of 3,,70,77
288,3,5:15.0,,M. Scott enters the game for J. Embiid,70,77
289,3,5:15.0,D. Gallinari makes free throw 3 of 3,,71,77
290,3,5:02.0,,J. Richardson misses 2-pt layup from 1 ft,71,77
291,3,5:00.0,Defensive rebound by C. Paul,,71,77
292,3,4:54.0,Shooting foul by J. Ennis (drawn by D. Gallinari),,71,77
293,3,4:54.0,D. Gallinari makes free throw 1 of 2,,72,77
294,3,4:54.0,H. Diallo enters the game for S. Adams,,72,77
295,3,4:54.0,M. Muscala enters the game for C. Paul,,72,77
296,3,4:54.0,D. Gallinari makes free throw 2 of 2,,73,77
297,3,4:45.0,,Shooting foul by M. Muscala (drawn by M. Scott),73,77
298,3,4:45.0,,M. Scott makes free throw 1 of 2,73,78
299,3,4:45.0,,M. Scott makes free throw 2 of 2,73,79
300,3,4:31.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,76,79
301,3,4:08.0,,A. Horford makes 2-pt jump shot from 13 ft,76,81
302,3,3:48.0,Offensive foul by H. Diallo (drawn by F. Korkmaz),,76,81
303,3,3:48.0,Turnover by H. Diallo (offensive foul),,76,81
304,3,3:48.0,D. Bazley enters the game for D. Gallinari,,76,81
305,3,3:28.0,,F. Korkmaz misses 3-pt jump shot from 24 ft,76,81
306,3,3:25.0,,Offensive rebound by J. Ennis,76,81
307,3,3:25.0,,J. Ennis misses 2-pt layup from 1 ft,76,81
308,3,3:24.0,,Offensive rebound by M. Scott,76,81
309,3,3:19.0,,M. Scott misses 2-pt layup from 3 ft,76,81
310,3,3:17.0,Defensive rebound by D. Bazley,,76,81
311,3,3:15.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,78,81
312,3,3:15.0,Shooting foul by J. Ennis (drawn by S. Gilgeous-Alexander),,78,81
313,3,3:15.0,S. Adams enters the game for M. Muscala,,78,81
314,3,3:15.0,,J. Embiid enters the game for J. Ennis,78,81
315,3,3:15.0,,B. Simmons enters the game for A. Horford,78,81
316,3,3:15.0,S. Gilgeous-Alexander misses free throw 1 of 1,,78,81
317,3,3:12.0,Offensive rebound by S. Adams,,78,81
318,3,3:07.0,Personal foul by J. Richardson (drawn by D. Schröder),,78,81
319,3,3:07.0,D. Schröder makes free throw 1 of 2,,79,81
320,3,3:07.0,D. Schröder misses free throw 2 of 2,,79,81
321,3,3:05.0,,Defensive rebound by J. Embiid,79,81
322,3,2:43.0,,J. Richardson makes 2-pt layup from 2 ft,79,83
323,3,2:29.0,H. Diallo misses 2-pt dunk from 2 ft,,79,83
324,3,2:25.0,,Defensive rebound by F. Korkmaz,79,83
325,3,2:13.0,,Personal foul by D. Schröder (drawn by B. Simmons),79,83
326,3,2:13.0,Oklahoma City full timeout,,79,83
327,3,2:13.0,C. Paul enters the game for S. Gilgeous-Alexander,,79,83
328,3,2:13.0,,T. Burke enters the game for J. Richardson,79,83
329,3,2:13.0,,B. Simmons makes free throw 1 of 2,79,84
330,3,2:13.0,,B. Simmons makes free throw 2 of 2,79,85
331,3,1:59.0,S. Adams misses 2-pt hook shot from 5 ft,,79,85
332,3,1:57.0,,Defensive rebound by B. Simmons,79,85
333,3,1:44.0,,J. Embiid misses 2-pt jump shot from 13 ft,79,85
334,3,1:42.0,Defensive rebound by C. Paul,,79,85
335,3,1:26.0,D. Schröder misses 3-pt jump shot from 23 ft,,79,85
336,3,1:22.0,Offensive rebound by S. Adams,,79,85
337,3,1:20.0,S. Adams misses 2-pt layup from 2 ft,,79,85
338,3,1:18.0,Offensive rebound by S. Adams,,79,85
339,3,1:17.0,S. Adams makes 2-pt layup at rim,,81,85
340,3,0:59.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by B. Simmons),81,88
341,3,0:50.0,C. Paul makes 2-pt jump shot from 16 ft,,83,88
342,3,0:35.0,,T. Burke makes 2-pt layup from 1 ft,83,90
343,3,0:27.0,C. Paul makes 3-pt jump shot from 26 ft,,86,90
344,3,0:07.0,,T. Burke misses 2-pt layup from 4 ft,86,90
345,3,0:06.0,,Offensive rebound by Team,86,90
346,3,0:02.0,,J. Embiid misses 2-pt jump shot from 13 ft,86,90
347,3,0:01.0,Defensive rebound by D. Schröder,,86,90
348,4,11:46.0,H. Diallo misses 2-pt jump shot from 12 ft,,86,90
349,4,11:43.0,,Defensive rebound by B. Simmons,86,90
350,4,11:31.0,,Personal foul by H. Diallo (drawn by B. Simmons),86,90
351,4,11:18.0,,Offensive foul by T. Harris (drawn by D. Bazley),86,90
352,4,11:18.0,,Turnover by T. Harris (offensive foul),86,90
353,4,11:18.0,,M. Scott enters the game for T. Harris,86,90
354,4,11:11.0,C. Paul makes 2-pt jump shot from 18 ft,,88,90
355,4,10:47.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. Burke),88,92
356,4,10:41.0,Personal foul by J. Ennis (drawn by S. Adams),,88,92
357,4,10:35.0,H. Diallo makes 2-pt dunk from 1 ft (assist by C. Paul),,90,92
358,4,10:14.0,,J. Embiid misses 2-pt jump shot from 13 ft,90,92
359,4,10:11.0,Defensive rebound by C. Paul,,90,92
360,4,10:06.0,Shooting foul by J. Ennis (drawn by D. Schröder),,90,92
361,4,10:06.0,D. Schröder misses free throw 1 of 2,,90,92
362,4,10:06.0,Offensive rebound by Team,,90,92
363,4,10:06.0,,J. Richardson enters the game for J. Ennis,90,92
364,4,10:06.0,D. Schröder misses free throw 2 of 2,,90,92
365,4,10:03.0,Offensive rebound by S. Adams,,90,92
366,4,10:03.0,Personal foul by J. Richardson (drawn by S. Adams),,90,92
367,4,10:01.0,Offensive foul by C. Paul (drawn by J. Richardson),,90,92
368,4,10:01.0,Turnover by C. Paul (offensive foul),,90,92
369,4,9:44.0,,J. Embiid makes 2-pt hook shot from 3 ft (assist by J. Richardson),90,94
370,4,9:33.0,Personal foul by J. Embiid (drawn by S. Adams),,90,94
371,4,9:29.0,S. Adams makes 2-pt hook shot from 9 ft (assist by H. Diallo),,92,94
372,4,9:14.0,,J. Richardson misses 2-pt jump shot from 11 ft,92,94
373,4,9:11.0,Defensive rebound by D. Bazley,,92,94
374,4,9:05.0,D. Schröder misses 2-pt jump shot from 13 ft,,92,94
375,4,9:02.0,,Defensive rebound by J. Embiid,92,94
376,4,8:52.0,,B. Simmons makes 2-pt hook shot from 2 ft,92,96
377,4,8:47.0,Personal foul by M. Scott (drawn by S. Adams),,92,96
378,4,8:47.0,S. Adams makes free throw 1 of 2,,93,96
