,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
389,4,10:05.0,D. Bertāns misses 3-pt jump shot from 25 ft,,109,96
390,4,10:02.0,,Defensive rebound by K. Towns,109,96
391,4,9:56.0,,K. Towns misses 2-pt layup from 2 ft,109,96
392,4,9:53.0,Defensive rebound by J. McRae,,109,96
393,4,9:46.0,C. Miles misses 3-pt jump shot from 25 ft,,109,96
394,4,9:43.0,,Defensive rebound by J. Okogie,109,96
395,4,9:35.0,,Turnover by J. Okogie (traveling),109,96
396,4,9:24.0,Turnover by C. Miles (out of bounds lost ball),,109,96
397,4,9:13.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),109,99
398,4,8:54.0,J. McRae misses 2-pt jump shot from 14 ft,,109,99
399,4,8:52.0,,Defensive rebound by K. Martin,109,99
400,4,8:44.0,,K. Martin misses 3-pt jump shot from 24 ft,109,99
401,4,8:41.0,Defensive rebound by M. Wagner,,109,99
402,4,8:34.0,Washington full timeout,,109,99
403,4,8:34.0,B. Beal enters the game for C. Miles,,109,99
404,4,8:34.0,,R. Covington enters the game for J. Layman,109,99
405,4,8:26.0,M. Wagner makes 2-pt layup from 1 ft (assist by B. Beal),,111,99
406,4,8:08.0,,K. Towns makes 3-pt jump shot from 26 ft,111,102
407,4,7:55.0,M. Wagner makes 2-pt layup from 2 ft (assist by I. Smith),,113,102
408,4,7:43.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Teague),113,105
409,4,7:22.0,J. McRae misses 2-pt jump shot from 17 ft,,113,105
410,4,7:20.0,,Defensive rebound by Team,113,105
411,4,7:20.0,,T. Graham enters the game for J. Okogie,113,105
412,4,7:02.0,,J. Teague misses 3-pt jump shot from 25 ft,113,105
413,4,6:57.0,Defensive rebound by I. Smith,,113,105
414,4,6:53.0,I. Smith misses 2-pt layup from 2 ft,,113,105
415,4,6:53.0,,Defensive rebound by T. Graham,113,105
416,4,6:44.0,,K. Martin misses 3-pt jump shot from 23 ft,113,105
417,4,6:44.0,Defensive rebound by J. McRae,,113,105
418,4,6:38.0,Shooting foul by K. Martin (drawn by B. Beal),,113,105
419,4,6:38.0,B. Beal makes free throw 1 of 2,,114,105
420,4,6:38.0,,J. Layman enters the game for K. Martin,114,105
421,4,6:38.0,B. Beal makes free throw 2 of 2,,115,105
422,4,6:29.0,,J. Teague misses 2-pt layup from 1 ft,115,105
423,4,6:27.0,Defensive rebound by M. Wagner,,115,105
424,4,6:21.0,J. McRae makes 3-pt jump shot from 23 ft (assist by D. Bertāns),,118,105
425,4,6:02.0,,J. Layman misses 3-pt jump shot from 25 ft,118,105
426,4,5:59.0,Defensive rebound by M. Wagner,,118,105
427,4,5:53.0,B. Beal makes 2-pt layup from 1 ft (assist by I. Smith),,120,105
428,4,5:51.0,,Minnesota full timeout,120,105
429,4,5:41.0,,Shooting foul by I. Smith (drawn by R. Covington),120,105
430,4,5:41.0,,R. Covington makes free throw 1 of 2,120,106
431,4,5:41.0,,R. Covington makes free throw 2 of 2,120,107
432,4,5:30.0,B. Beal makes 2-pt dunk from 1 ft (assist by J. McRae),,122,107
433,4,5:18.0,,J. Teague misses 2-pt layup from 3 ft (block by M. Wagner),122,107
434,4,5:15.0,Defensive rebound by M. Wagner,,122,107
435,4,5:08.0,B. Beal misses 3-pt jump shot from 23 ft,,122,107
436,4,5:05.0,,Defensive rebound by R. Covington,122,107
437,4,4:59.0,,Personal foul by J. McRae (drawn by R. Covington),122,107
438,4,4:57.0,,Turnover by K. Towns (bad pass; steal by B. Beal),122,107
439,4,4:53.0,B. Beal makes 2-pt dunk from 1 ft,,124,107
440,4,4:44.0,,Shooting foul by M. Wagner (drawn by R. Covington),124,107
441,4,4:44.0,,R. Covington makes free throw 1 of 2,124,108
442,4,4:44.0,,K. Bates-Diop enters the game for T. Graham,124,108
443,4,4:44.0,,J. Bell enters the game for J. Layman,124,108
444,4,4:44.0,,J. Culver enters the game for J. Teague,124,108
445,4,4:44.0,,N. Vonleh enters the game for K. Towns,124,108
446,4,4:44.0,,R. Covington makes free throw 2 of 2,124,109
447,4,4:32.0,D. Bertāns makes 2-pt jump shot from 18 ft (assist by J. McRae),,126,109
448,4,4:22.0,,Personal foul by D. Bertāns (drawn by J. Bell),126,109
449,4,4:22.0,,J. Bell makes free throw 1 of 2,126,110
450,4,4:22.0,,K. Martin enters the game for R. Covington,126,110
451,4,4:22.0,,J. Bell misses free throw 2 of 2,126,110
452,4,4:19.0,Defensive rebound by M. Wagner,,126,110
453,4,4:10.0,D. Bertāns misses 3-pt jump shot from 28 ft,,126,110
454,4,4:07.0,,Defensive rebound by J. Bell,126,110
455,4,4:02.0,,Turnover by J. Culver (lost ball; steal by M. Wagner),126,110
456,4,3:40.0,I. Smith misses 2-pt jump shot from 14 ft,,126,110
457,4,3:38.0,Offensive rebound by D. Bertāns,,126,110
458,4,3:27.0,J. McRae misses 3-pt jump shot from 25 ft,,126,110
459,4,3:23.0,Offensive rebound by M. Wagner,,126,110
460,4,3:23.0,M. Wagner misses 2-pt layup from 2 ft (block by K. Bates-Diop),,126,110
461,4,3:23.0,Offensive rebound by I. Smith,,126,110
462,4,3:13.0,Shooting foul by K. Bates-Diop (drawn by B. Beal),,126,110
463,4,3:13.0,B. Beal makes free throw 1 of 2,,127,110
464,4,3:13.0,B. Beal makes free throw 2 of 2,,128,110
465,4,3:03.0,,J. Bell misses 2-pt layup from 2 ft,128,110
466,4,3:00.0,Defensive rebound by M. Wagner,,128,110
467,4,2:43.0,M. Wagner makes 2-pt dunk from 1 ft (assist by B. Beal),,130,110
468,4,2:43.0,,Minnesota full timeout,130,110
469,4,2:43.0,I. Bonga enters the game for B. Beal,,130,110
470,4,2:43.0,T. Brown enters the game for I. Smith,,130,110
471,4,2:31.0,,J. Bell misses 2-pt layup from 2 ft,130,110
472,4,2:28.0,Defensive rebound by M. Wagner,,130,110
473,4,2:10.0,I. Bonga makes 3-pt jump shot from 25 ft (assist by J. McRae),,133,110
474,4,1:57.0,,K. Martin makes 2-pt jump shot from 8 ft (assist by N. Vonleh),133,112
475,4,1:39.0,J. McRae misses 3-pt jump shot from 25 ft,,133,112
476,4,1:37.0,,Defensive rebound by J. Bell,133,112
477,4,1:35.0,,Personal foul by J. McRae (drawn by N. Vonleh),133,112
478,4,1:35.0,,N. Vonleh makes free throw 1 of 2,133,113
479,4,1:35.0,,N. Vonleh makes free throw 2 of 2,133,114
480,4,1:12.0,J. McRae misses 2-pt jump shot from 13 ft,,133,114
481,4,1:10.0,Offensive rebound by M. Wagner,,133,114
482,4,1:10.0,M. Wagner makes 2-pt layup at rim,,135,114
483,4,1:06.0,,K. Martin misses 3-pt jump shot from 25 ft,135,114
484,4,1:03.0,,Offensive rebound by K. Bates-Diop,135,114
485,4,0:56.0,,N. Vonleh makes 2-pt layup from 1 ft,135,116
486,4,0:33.0,T. Brown makes 2-pt hook shot from 7 ft (assist by M. Wagner),,137,116
487,4,0:26.0,,J. Bell misses 3-pt jump shot from 25 ft,137,116
488,4,0:25.0,Defensive rebound by J. McRae,,137,116
489,4,0:01.0,Turnover by Team (shot clock),,137,116
490,4,0:00.0,,K. Martin misses 3-pt jump shot from 28 ft,137,116
491,4,0:00.0,,Offensive rebound by Team,137,116
