,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
385,4,5:55.0,,Turnover by A. Holiday (bad pass; steal by K. Caldwell-Pope),92,91
386,4,5:48.0,A. Caruso makes 3-pt jump shot from 26 ft (assist by R. Rondo),,95,91
387,4,5:35.0,,Personal foul by D. Green (drawn by M. Brogdon),95,91
388,4,5:30.0,,Shooting foul by D. Green (drawn by T. Warren),95,91
389,4,5:30.0,,T. Warren makes free throw 1 of 2,95,92
390,4,5:30.0,L. James enters the game for K. Caldwell-Pope,,95,92
391,4,5:30.0,,T. Warren makes free throw 2 of 2,95,93
392,4,5:05.0,J. McGee misses 2-pt layup from 3 ft,,95,93
393,4,5:03.0,Offensive rebound by J. McGee,,95,93
394,4,4:55.0,Turnover by D. Green (bad pass; steal by M. Turner),,95,93
395,4,4:46.0,,J. Holiday misses 2-pt hook shot from 3 ft,95,93
396,4,4:43.0,,Offensive rebound by T. Warren,95,93
397,4,4:43.0,,T. Warren makes 2-pt layup at rim,95,95
398,4,4:23.0,L. James misses 3-pt jump shot from 27 ft,,95,95
399,4,4:20.0,,Defensive rebound by M. Brogdon,95,95
400,4,4:13.0,,T. Warren misses 2-pt jump shot from 14 ft,95,95
401,4,4:10.0,Defensive rebound by J. McGee,,95,95
402,4,4:00.0,D. Green makes 3-pt jump shot from 24 ft (assist by L. James),,98,95
403,4,3:59.0,,Indiana full timeout,98,95
404,4,3:59.0,D. Howard enters the game for J. McGee,,98,95
405,4,3:59.0,,D. Sabonis enters the game for J. Holiday,98,95
406,4,3:44.0,,M. Turner misses 3-pt jump shot from 26 ft,98,95
407,4,3:41.0,Defensive rebound by D. Howard,,98,95
408,4,3:28.0,D. Howard makes 2-pt dunk from 1 ft (assist by L. James),,100,95
409,4,3:17.0,,M. Brogdon makes 3-pt jump shot from 28 ft,100,98
410,4,2:53.0,Personal foul by M. Turner (drawn by L. James),,100,98
411,4,2:53.0,L. James misses free throw 1 of 2,,100,98
412,4,2:53.0,Offensive rebound by Team,,100,98
413,4,2:53.0,K. Caldwell-Pope enters the game for D. Green,,100,98
414,4,2:53.0,,J. Holiday enters the game for A. Holiday,100,98
415,4,2:53.0,L. James misses free throw 2 of 2,,100,98
416,4,2:52.0,,Defensive rebound by M. Turner,100,98
417,4,2:37.0,,T. Warren misses 2-pt layup at rim,100,98
418,4,2:37.0,Defensive rebound by Team,,100,98
419,4,2:37.0,,Loose ball foul by D. Sabonis (drawn by D. Howard),100,98
420,4,2:37.0,D. Howard misses free throw 1 of 2,,100,98
421,4,2:37.0,Offensive rebound by Team,,100,98
422,4,2:37.0,D. Howard misses free throw 2 of 2,,100,98
423,4,2:34.0,,Defensive rebound by J. Holiday,100,98
424,4,2:20.0,,M. Brogdon makes 2-pt jump shot from 16 ft,100,100
425,4,1:59.0,R. Rondo misses 2-pt layup from 1 ft,,100,100
426,4,1:59.0,,Defensive rebound by Team,100,100
427,4,1:59.0,Loose ball foul by D. Howard (drawn by M. Turner),,100,100
428,4,1:59.0,,M. Turner makes free throw 1 of 2,100,101
429,4,1:59.0,,M. Turner makes free throw 2 of 2,100,102
430,4,1:40.0,Shooting foul by D. Sabonis (drawn by L. James),,100,102
431,4,1:40.0,L. James makes free throw 1 of 2,,101,102
432,4,1:40.0,L. James makes free throw 2 of 2,,102,102
433,4,1:25.0,,M. Brogdon misses 3-pt jump shot from 34 ft,102,102
434,4,1:22.0,Defensive rebound by A. Caruso,,102,102
435,4,0:59.0,A. Caruso misses 3-pt jump shot from 24 ft,,102,102
436,4,0:55.0,,Defensive rebound by D. Sabonis,102,102
437,4,0:36.0,,M. Brogdon makes 2-pt layup from 2 ft,102,104
438,4,0:36.0,LA Lakers full timeout,,102,104
439,4,0:36.0,D. Green enters the game for A. Caruso,,102,104
440,4,0:36.0,,A. Holiday enters the game for D. Sabonis,102,104
441,4,0:11.0,L. James misses 3-pt jump shot from 28 ft,,102,104
442,4,0:11.0,,Defensive rebound by Team,102,104
443,4,0:11.0,,Instant Replay (Request: Ruling Stands),102,104
444,4,0:11.0,,Indiana full timeout,102,104
445,4,0:11.0,A. Caruso enters the game for D. Howard,,102,104
446,4,0:11.0,,D. Sabonis enters the game for M. Turner,102,104
447,4,0:10.0,,Personal take foul by K. Caldwell-Pope (drawn by D. Sabonis),102,104
448,4,0:10.0,,D. Sabonis makes free throw 1 of 2,102,105
449,4,0:10.0,D. Howard enters the game for A. Caruso,,102,105
450,4,0:10.0,,D. Sabonis misses free throw 2 of 2,102,105
451,4,0:09.0,Defensive rebound by D. Howard,,102,105
452,4,0:02.0,R. Rondo misses 3-pt jump shot from 29 ft,,102,105
453,4,0:02.0,Offensive rebound by K. Caldwell-Pope,,102,105
454,4,0:00.0,K. Caldwell-Pope misses 2-pt jump shot from 12 ft,,102,105
455,4,0:00.0,Instant Replay (Request: Ruling Stands),,102,105
456,4,0:00.0,Offensive rebound by Team,,102,105
