,QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
0,1,11:44.0,M. Leonard makes 3-pt jump shot from 23 ft (assist by J. Butler),,3,0
1,1,11:22.0,,Turnover by E. Fournier (bad pass; steal by J. Butler),3,0
2,1,11:18.0,J. Butler makes 2-pt layup from 2 ft,,5,0
3,1,10:53.0,,E. Fournier misses 3-pt jump shot from 27 ft,5,0
4,1,10:51.0,Defensive rebound by J. Butler,,5,0
5,1,10:44.0,K. Nunn misses 2-pt jump shot from 12 ft,,5,0
6,1,10:40.0,,Defensive rebound by N. Vučević,5,0
7,1,10:35.0,,M. Fultz makes 2-pt layup from 2 ft,5,2
8,1,10:10.0,J. Butler makes 2-pt layup from 3 ft,,7,2
9,1,9:53.0,,N. Vučević misses 3-pt jump shot from 25 ft,7,2
10,1,9:52.0,,Offensive rebound by Team,7,2
11,1,9:52.0,Loose ball foul by J. Butler (drawn by K. Birch),,7,2
12,1,9:47.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by K. Birch),7,5
13,1,9:31.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,10,5
14,1,9:15.0,,A. Gordon misses 2-pt jump shot from 13 ft,10,5
15,1,9:12.0,Defensive rebound by B. Adebayo,,10,5
16,1,9:11.0,Turnover by B. Adebayo (bad pass; steal by M. Fultz),,10,5
17,1,9:10.0,,M. Fultz makes 2-pt layup from 1 ft,10,7
18,1,9:10.0,,Shooting foul by M. Leonard (drawn by M. Fultz),10,7
19,1,9:10.0,,M. Fultz makes free throw 1 of 1,10,8
20,1,8:55.0,Personal foul by K. Birch (drawn by B. Adebayo),,10,8
21,1,8:47.0,Turnover by K. Nunn (bad pass; steal by E. Fournier),,10,8
22,1,8:29.0,,M. Fultz misses 3-pt jump shot from 25 ft,10,8
23,1,8:26.0,Defensive rebound by M. Leonard,,10,8
24,1,8:09.0,B. Adebayo misses 2-pt hook shot from 9 ft,,10,8
25,1,8:06.0,,Defensive rebound by K. Birch,10,8
26,1,7:58.0,,K. Birch misses 2-pt hook shot from 9 ft,10,8
27,1,7:55.0,Defensive rebound by M. Leonard,,10,8
28,1,7:39.0,J. Butler misses 2-pt jump shot from 18 ft,,10,8
29,1,7:35.0,,Defensive rebound by K. Birch,10,8
30,1,7:32.0,,Turnover by M. Fultz (out of bounds lost ball),10,8
31,1,7:18.0,K. Nunn makes 2-pt jump shot from 16 ft,,12,8
32,1,6:51.0,,N. Vučević makes 2-pt layup from 2 ft,12,10
33,1,6:40.0,K. Nunn makes 3-pt jump shot from 28 ft (assist by D. Robinson),,15,10
34,1,6:29.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Fultz),15,13
35,1,6:12.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Adebayo),,17,13
36,1,5:51.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by N. Vučević),17,16
37,1,5:51.0,Miami full timeout,,17,16
38,1,5:51.0,J. Johnson enters the game for M. Leonard,,17,16
39,1,5:51.0,,T. Ross enters the game for K. Birch,17,16
40,1,5:35.0,J. Johnson makes 2-pt dunk from 1 ft (assist by D. Robinson),,19,16
41,1,5:17.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by N. Vučević),19,19
42,1,5:00.0,Turnover by J. Butler (out of bounds lost ball),,19,19
43,1,5:00.0,,W. Iwundu enters the game for E. Fournier,19,19
44,1,4:37.0,,M. Fultz makes 2-pt layup from 3 ft,19,21
45,1,4:26.0,D. Robinson misses 3-pt jump shot from 27 ft,,19,21
46,1,4:25.0,Offensive rebound by J. Johnson,,19,21
47,1,4:25.0,G. Dragić enters the game for K. Nunn,,19,21
48,1,4:17.0,Personal foul by W. Iwundu (drawn by D. Robinson),,19,21
49,1,4:15.0,Turnover by D. Robinson (bad pass; steal by A. Gordon),,19,21
50,1,4:06.0,,Turnover by N. Vučević (bad pass),19,21
51,1,3:54.0,J. Butler makes 2-pt layup from 4 ft (assist by G. Dragić),,21,21
52,1,3:43.0,,T. Ross misses 2-pt jump shot from 11 ft,21,21
53,1,3:41.0,Defensive rebound by D. Robinson,,21,21
54,1,3:32.0,Shooting foul by N. Vučević (drawn by B. Adebayo),,21,21
55,1,3:32.0,,Orlando full timeout,21,21
56,1,3:32.0,,Instant Replay (Challenge: Ruling Stands),21,21
57,1,3:32.0,,M. Carter-Williams enters the game for M. Fultz,21,21
58,1,3:32.0,B. Adebayo makes free throw 1 of 2,,22,21
59,1,3:32.0,T. Herro enters the game for D. Robinson,,22,21
60,1,3:32.0,B. Adebayo makes free throw 2 of 2,,23,21
61,1,3:14.0,,A. Gordon misses 2-pt jump shot from 12 ft,23,21
62,1,3:11.0,Defensive rebound by G. Dragić,,23,21
63,1,3:00.0,B. Adebayo misses 2-pt jump shot from 22 ft,,23,21
64,1,2:56.0,,Defensive rebound by N. Vučević,23,21
65,1,2:41.0,Violation by Team (kicked ball),,23,21
66,1,2:41.0,D. Jones enters the game for B. Adebayo,,23,21
67,1,2:41.0,M. Leonard enters the game for J. Butler,,23,21
68,1,2:41.0,,M. Bamba enters the game for A. Gordon,23,21
69,1,2:41.0,,G. Clark enters the game for N. Vučević,23,21
70,1,2:33.0,,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by T. Ross),23,24
71,1,2:15.0,T. Herro makes 3-pt jump shot from 25 ft (assist by M. Leonard),,26,24
72,1,1:58.0,,T. Ross misses 3-pt jump shot from 25 ft,26,24
73,1,1:55.0,Defensive rebound by T. Herro,,26,24
74,1,1:50.0,M. Leonard misses 3-pt jump shot from 27 ft (block by M. Bamba),,26,24
75,1,1:45.0,,Defensive rebound by G. Clark,26,24
76,1,1:31.0,,T. Ross misses 3-pt jump shot from 25 ft,26,24
77,1,1:28.0,,Offensive rebound by G. Clark,26,24
78,1,1:20.0,,W. Iwundu misses 2-pt jump shot from 20 ft,26,24
79,1,1:17.0,Defensive rebound by M. Leonard,,26,24
80,1,1:06.0,Personal foul by M. Carter-Williams (drawn by D. Jones),,26,24
81,1,1:00.0,Offensive foul by G. Dragić (drawn by M. Carter-Williams),,26,24
82,1,1:00.0,Turnover by G. Dragić (offensive foul),,26,24
83,1,0:45.0,,Shooting foul by M. Leonard (drawn by W. Iwundu),26,24
84,1,0:45.0,,W. Iwundu makes free throw 1 of 2,26,25
85,1,0:45.0,,W. Iwundu misses free throw 2 of 2,26,25
86,1,0:42.0,Defensive rebound by J. Johnson,,26,25
87,1,0:24.0,G. Dragić makes 2-pt jump shot from 18 ft,,28,25
88,1,0:04.0,,T. Ross misses 3-pt jump shot from 26 ft,28,25
89,1,0:01.0,Defensive rebound by T. Herro,,28,25
90,1,0:00.0,T. Herro misses 3-pt jump shot from 48 ft,,28,25
91,1,0:00.0,Offensive rebound by Team,,28,25
92,2,11:39.0,,Turnover by E. Fournier (bad pass; steal by J. Johnson),28,25
93,2,11:33.0,Turnover by J. Johnson (bad pass; steal by E. Fournier),,28,25
94,2,11:23.0,,M. Carter-Williams makes 2-pt layup from 3 ft (assist by E. Fournier),28,27
95,2,11:08.0,J. Johnson makes 2-pt layup from 2 ft (assist by G. Dragić),,30,27
96,2,10:53.0,,M. Bamba makes 2-pt dunk at rim (assist by M. Carter-Williams),30,29
97,2,10:31.0,T. Herro makes 2-pt layup from 3 ft,,32,29
98,2,10:31.0,Shooting foul by M. Carter-Williams (drawn by T. Herro),,32,29
99,2,10:31.0,T. Herro makes free throw 1 of 1,,33,29
100,2,10:16.0,,Personal foul by J. Johnson (drawn by E. Fournier),33,29
101,2,10:05.0,,M. Bamba makes 2-pt dunk from 1 ft (assist by M. Carter-Williams),33,31
102,2,9:46.0,G. Dragić makes 2-pt jump shot from 6 ft,,35,31
103,2,9:28.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,35,31
104,2,9:25.0,,Offensive rebound by E. Fournier,35,31
105,2,9:22.0,,E. Fournier makes 2-pt jump shot from 4 ft,35,33
106,2,9:21.0,Miami full timeout,,35,33
107,2,9:21.0,,K. Birch enters the game for G. Clark,35,33
108,2,9:12.0,Turnover by J. Johnson (traveling),,35,33
