,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
0,1,11:41.0,,H. Whiteside makes 2-pt hook shot from 6 ft (assist by D. Lillard),0,2
1,1,11:25.0,A. Burks makes 2-pt jump shot from 23 ft (assist by W. Cauley-Stein),,2,2
2,1,11:25.0,Instant Replay (Request: Ruling Stands),,2,2
3,1,11:03.0,,D. Lillard misses 2-pt layup from 3 ft (block by W. Cauley-Stein),2,2
4,1,11:01.0,Defensive rebound by A. Burks,,2,2
5,1,10:57.0,D. Russell misses 3-pt jump shot from 25 ft,,2,2
6,1,10:56.0,Offensive rebound by W. Cauley-Stein,,2,2
7,1,10:53.0,D. Russell misses 3-pt jump shot from 23 ft,,2,2
8,1,10:51.0,,Defensive rebound by H. Whiteside,2,2
9,1,10:35.0,,Personal foul by E. Paschall (drawn by D. Lillard),2,2
10,1,10:31.0,,Turnover by H. Whiteside (bad pass),2,2
11,1,10:20.0,D. Lee misses 3-pt jump shot from 22 ft,,2,2
12,1,10:18.0,,Defensive rebound by N. Little,2,2
13,1,10:08.0,,H. Whiteside misses 2-pt jump shot from 6 ft,2,2
14,1,10:04.0,Defensive rebound by D. Russell,,2,2
15,1,9:54.0,D. Russell misses 2-pt layup from 2 ft,,2,2
16,1,9:52.0,,Defensive rebound by H. Whiteside,2,2
17,1,9:45.0,,D. Lillard makes 2-pt layup from 1 ft,2,4
18,1,9:29.0,A. Burks makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),,4,4
19,1,9:08.0,,A. Simons misses 2-pt jump shot from 11 ft,4,4
20,1,9:04.0,Defensive rebound by D. Lee,,4,4
21,1,9:01.0,A. Burks misses 3-pt jump shot from 23 ft,,4,4
22,1,8:58.0,,Defensive rebound by D. Lillard,4,4
23,1,8:48.0,,N. Little misses 2-pt layup from 1 ft (block by A. Burks),4,4
24,1,8:46.0,Defensive rebound by D. Lee,,4,4
25,1,8:40.0,E. Paschall misses 2-pt layup from 4 ft (block by H. Whiteside),,4,4
26,1,8:38.0,Offensive rebound by E. Paschall,,4,4
27,1,8:36.0,E. Paschall misses 2-pt layup from 2 ft (block by N. Little),,4,4
28,1,8:33.0,Offensive rebound by W. Cauley-Stein,,4,4
29,1,8:32.0,D. Lee misses 2-pt jump shot from 19 ft,,4,4
30,1,8:30.0,,Defensive rebound by C. Anthony,4,4
31,1,8:25.0,,C. Anthony makes 2-pt jump shot from 18 ft,4,6
32,1,8:14.0,D. Russell misses 2-pt jump shot from 13 ft,,4,6
33,1,8:12.0,,Defensive rebound by C. Anthony,4,6
34,1,7:55.0,,C. Anthony makes 2-pt layup from 3 ft,4,8
35,1,7:46.0,A. Burks makes 2-pt layup from 1 ft (assist by D. Russell),,6,8
36,1,7:46.0,Shooting foul by N. Little (drawn by A. Burks),,6,8
37,1,7:46.0,A. Burks makes free throw 1 of 1,,7,8
38,1,7:28.0,,N. Little makes 2-pt layup from 3 ft (assist by D. Lillard),7,10
39,1,7:17.0,Shooting foul by C. Anthony (drawn by A. Burks),,7,10
40,1,7:17.0,A. Burks makes free throw 1 of 2,,8,10
41,1,7:17.0,A. Burks makes free throw 2 of 2,,9,10
42,1,6:53.0,,A. Simons makes 2-pt jump shot from 19 ft,9,12
43,1,6:41.0,D. Russell misses 2-pt jump shot from 8 ft,,9,12
44,1,6:37.0,Offensive rebound by D. Russell,,9,12
45,1,6:37.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Russell),,11,12
46,1,6:19.0,,C. Anthony makes 2-pt jump shot from 10 ft,11,14
47,1,6:05.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by A. Simons),,11,14
48,1,6:03.0,,Defensive rebound by D. Lillard,11,14
49,1,6:00.0,,N. Little makes 2-pt layup from 1 ft (assist by D. Lillard),11,16
50,1,6:00.0,Golden State full timeout,,11,16
