,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
0,1,11:33.0,,B. Brown misses 2-pt jump shot from 10 ft,0,0
1,1,11:30.0,Defensive rebound by E. Fournier,,0,0
2,1,11:24.0,Turnover by E. Fournier (lost ball; steal by L. Galloway),,0,0
3,1,11:13.0,,Personal foul by E. Fournier (drawn by B. Griffin),0,0
4,1,11:07.0,,L. Kennard misses 3-pt jump shot from 26 ft,0,0
5,1,11:03.0,Defensive rebound by J. Isaac,,0,0
6,1,10:58.0,J. Isaac makes 3-pt jump shot from 25 ft,,3,0
7,1,10:46.0,,B. Brown misses 2-pt layup from 4 ft,3,0
8,1,10:46.0,Defensive rebound by J. Isaac,,3,0
9,1,10:28.0,M. Fultz misses 3-pt jump shot from 24 ft,,3,0
10,1,10:25.0,Offensive rebound by K. Birch,,3,0
11,1,10:14.0,J. Isaac misses 2-pt jump shot from 13 ft,,3,0
12,1,10:08.0,,Defensive rebound by B. Griffin,3,0
13,1,10:04.0,,Personal foul by W. Iwundu (drawn by B. Brown),3,0
14,1,9:58.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by L. Galloway),3,3
15,1,9:31.0,E. Fournier misses 2-pt jump shot from 18 ft,,3,3
16,1,9:27.0,,Defensive rebound by A. Drummond,3,3
17,1,9:21.0,,B. Griffin makes 2-pt layup from 2 ft (assist by L. Galloway),3,5
18,1,9:21.0,,Shooting foul by J. Isaac (drawn by B. Griffin),3,5
19,1,9:21.0,,B. Griffin misses free throw 1 of 1,3,5
20,1,9:19.0,Defensive rebound by J. Isaac,,3,5
21,1,9:02.0,K. Birch makes 2-pt jump shot from 6 ft (assist by E. Fournier),,5,5
22,1,8:49.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by L. Kennard),5,8
23,1,8:38.0,Personal foul by B. Griffin (drawn by K. Birch),,5,8
24,1,8:32.0,E. Fournier makes 2-pt jump shot from 14 ft,,7,8
25,1,8:24.0,,Offensive foul by A. Drummond (drawn by K. Birch),7,8
26,1,8:24.0,,Turnover by A. Drummond (offensive foul),7,8
27,1,8:04.0,J. Isaac misses 2-pt layup from 7 ft,,7,8
28,1,8:04.0,,Defensive rebound by B. Brown,7,8
29,1,7:59.0,,L. Kennard makes 2-pt layup from 2 ft (assist by B. Brown),7,10
30,1,7:39.0,M. Fultz makes 2-pt jump shot from 13 ft,,9,10
31,1,7:14.0,,B. Brown makes 3-pt jump shot from 27 ft (assist by L. Galloway),9,13
32,1,6:57.0,M. Fultz makes 2-pt layup from 3 ft,,11,13
33,1,6:57.0,Shooting foul by L. Galloway (drawn by M. Fultz),,11,13
34,1,6:57.0,,Detroit full timeout,11,13
35,1,6:57.0,M. Fultz makes free throw 1 of 1,,12,13
36,1,6:42.0,,Shooting foul by K. Birch (drawn by B. Griffin),12,13
37,1,6:42.0,,B. Griffin makes free throw 1 of 2,12,14
38,1,6:42.0,,B. Griffin makes free throw 2 of 2,12,15
39,1,6:24.0,E. Fournier misses 2-pt jump shot from 14 ft,,12,15
40,1,6:20.0,,Defensive rebound by B. Griffin,12,15
41,1,6:14.0,,L. Galloway misses 3-pt jump shot from 25 ft,12,15
42,1,6:14.0,Defensive rebound by K. Birch,,12,15
43,1,6:03.0,M. Fultz makes 2-pt layup from 2 ft,,14,15
44,1,5:45.0,,Shooting foul by K. Birch (drawn by L. Kennard),14,15
45,1,5:45.0,,L. Kennard makes free throw 1 of 3,14,16
46,1,5:45.0,,L. Kennard makes free throw 2 of 3,14,17
47,1,5:45.0,A. Aminu enters the game for K. Birch,,14,17
48,1,5:45.0,M. Bamba enters the game for E. Fournier,,14,17
49,1,5:45.0,,S. Mykhailiuk enters the game for B. Brown,14,17
50,1,5:45.0,,D. Rose enters the game for L. Galloway,14,17
51,1,5:45.0,,L. Kennard makes free throw 3 of 3,14,18
52,1,5:24.0,W. Iwundu misses 2-pt layup from 7 ft,,14,18
53,1,5:21.0,,Defensive rebound by A. Drummond,14,18
54,1,5:17.0,,Turnover by L. Kennard (bad pass; steal by M. Fultz),14,18
55,1,5:16.0,,Violation by Team (kicked ball),14,18
56,1,5:07.0,Shooting foul by A. Drummond (drawn by M. Fultz),,14,18
57,1,5:07.0,M. Fultz misses free throw 1 of 2,,14,18
58,1,5:07.0,Offensive rebound by Team,,14,18
59,1,5:07.0,M. Fultz makes free throw 2 of 2,,15,18
60,1,4:57.0,,A. Drummond makes 2-pt dunk at rim (assist by B. Griffin),15,20
61,1,4:48.0,Personal foul by L. Kennard (drawn by A. Aminu),,15,20
62,1,4:48.0,D. Augustin enters the game for M. Fultz,,15,20
63,1,4:48.0,T. Ross enters the game for J. Isaac,,15,20
64,1,4:48.0,,M. Morris enters the game for B. Griffin,15,20
65,1,4:38.0,M. Bamba makes 2-pt layup from 2 ft (assist by D. Augustin),,17,20
66,1,4:21.0,,S. Mykhailiuk misses 3-pt jump shot from 34 ft,17,20
67,1,4:18.0,Defensive rebound by Team,,17,20
68,1,4:09.0,Personal foul by S. Mykhailiuk (drawn by T. Ross),,17,20
69,1,4:09.0,T. Ross makes free throw 1 of 2,,18,20
70,1,4:09.0,T. Ross makes free throw 2 of 2,,19,20
71,1,3:57.0,,Turnover by D. Rose (bad pass; steal by M. Bamba),19,20
72,1,3:54.0,W. Iwundu misses 2-pt layup at rim,,19,20
73,1,3:53.0,Offensive rebound by M. Bamba,,19,20
74,1,3:53.0,M. Bamba misses 2-pt layup from 2 ft,,19,20
75,1,3:53.0,Offensive rebound by M. Bamba,,19,20
76,1,3:35.0,A. Aminu makes 2-pt jump shot from 16 ft (assist by D. Augustin),,21,20
77,1,3:20.0,,Turnover by A. Drummond (lost ball; steal by M. Bamba),21,20
78,1,3:02.0,A. Aminu misses 2-pt jump shot from 5 ft,,21,20
79,1,2:59.0,,Defensive rebound by A. Drummond,21,20
80,1,2:52.0,,D. Rose misses 2-pt jump shot from 14 ft,21,20
81,1,2:48.0,Defensive rebound by M. Bamba,,21,20
82,1,2:45.0,T. Ross misses 2-pt jump shot from 13 ft,,21,20
83,1,2:41.0,Offensive rebound by M. Bamba,,21,20
84,1,2:33.0,T. Ross makes 2-pt layup from 2 ft,,23,20
85,1,2:33.0,Shooting foul by S. Mykhailiuk (drawn by T. Ross),,23,20
86,1,2:33.0,Orlando full timeout,,23,20
87,1,2:33.0,E. Fournier enters the game for W. Iwundu,,23,20
88,1,2:33.0,,L. Galloway enters the game for A. Drummond,23,20
89,1,2:33.0,,T. Maker enters the game for L. Kennard,23,20
90,1,2:33.0,T. Ross misses free throw 1 of 1,,23,20
91,1,2:33.0,,Defensive rebound by T. Maker,23,20
92,1,2:18.0,,D. Rose misses 3-pt jump shot from 26 ft,23,20
93,1,2:14.0,Defensive rebound by A. Aminu,,23,20
94,1,2:01.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by A. Aminu),,26,20
95,1,1:42.0,,L. Galloway misses 3-pt jump shot from 24 ft,26,20
96,1,1:41.0,,Offensive rebound by Team,26,20
97,1,1:41.0,Loose ball foul by E. Fournier (drawn by T. Maker),,26,20
98,1,1:41.0,,T. Maker makes free throw 1 of 2,26,21
99,1,1:41.0,,T. Maker misses free throw 2 of 2,26,21
100,1,1:38.0,Defensive rebound by A. Aminu,,26,21
101,1,1:25.0,E. Fournier makes 2-pt jump shot from 12 ft,,28,21
102,1,1:05.0,,M. Morris misses 3-pt jump shot from 26 ft,28,21
103,1,1:01.0,Defensive rebound by M. Bamba,,28,21
104,1,0:57.0,T. Ross misses 2-pt layup from 4 ft,,28,21
105,1,0:54.0,Offensive rebound by M. Bamba,,28,21
106,1,0:54.0,M. Bamba makes 2-pt layup from 1 ft,,30,21
107,1,0:45.0,,Shooting foul by D. Augustin (drawn by T. Maker),30,21
108,1,0:45.0,,T. Maker makes free throw 1 of 2,30,22
109,1,0:45.0,,T. Maker makes free throw 2 of 2,30,23
