,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHOENIX_ACTION,TORONTO_SCORE,PHOENIX_SCORE
386,4,7:19.0,Defensive rebound by O. Anunoby,,97,100
387,4,6:56.0,O. Anunoby makes 3-pt jump shot from 26 ft (assist by N. Powell),,100,100
388,4,6:42.0,,Shooting foul by O. Anunoby (drawn by D. Booker),100,100
389,4,6:42.0,,D. Booker makes free throw 1 of 2,100,101
390,4,6:42.0,,M. Bridges enters the game for J. Carter,100,101
391,4,6:42.0,,D. Booker makes free throw 2 of 2,100,102
392,4,6:35.0,N. Powell misses 3-pt jump shot from 26 ft,,100,102
393,4,6:32.0,Offensive rebound by Team,,100,102
394,4,6:32.0,,Loose ball foul by R. Rubio (drawn by K. Lowry),100,102
395,4,6:20.0,P. Siakam makes 3-pt jump shot from 27 ft (assist by N. Powell),,103,102
396,4,6:08.0,,Turnover by R. Rubio (lost ball; steal by P. McCaw),103,102
397,4,6:00.0,Shooting foul by D. Booker (drawn by K. Lowry),,103,102
398,4,6:00.0,Instant Replay (Request: Stands),,103,102
399,4,6:00.0,K. Lowry makes free throw 1 of 2,,104,102
400,4,6:00.0,K. Lowry makes free throw 2 of 2,,105,102
401,4,5:47.0,,Shooting foul by O. Anunoby (drawn by D. Booker),105,102
402,4,5:47.0,,D. Booker makes free throw 1 of 2,105,103
403,4,5:47.0,,J. Carter enters the game for R. Rubio,105,103
404,4,5:47.0,,D. Booker makes free throw 2 of 2,105,104
405,4,5:27.0,P. Siakam misses 3-pt jump shot from 26 ft,,105,104
406,4,5:24.0,,Defensive rebound by D. Booker,105,104
407,4,5:15.0,,D. Booker misses 2-pt jump shot from 4 ft,105,104
408,4,5:13.0,Defensive rebound by O. Anunoby,,105,104
409,4,5:11.0,Personal foul by C. Johnson (drawn by N. Powell),,105,104
410,4,5:11.0,N. Powell makes free throw 1 of 2,,106,104
411,4,5:11.0,,R. Rubio enters the game for C. Johnson,106,104
412,4,5:11.0,N. Powell makes free throw 2 of 2,,107,104
413,4,5:02.0,,R. Rubio makes 2-pt layup from 1 ft,107,106
414,4,4:50.0,K. Lowry makes 3-pt jump shot from 25 ft,,110,106
415,4,4:33.0,,D. Ayton misses 2-pt jump shot from 7 ft,110,106
416,4,4:31.0,Defensive rebound by N. Powell,,110,106
417,4,4:25.0,Shooting foul by D. Ayton (drawn by K. Lowry),,110,106
418,4,4:25.0,Toronto full timeout,,110,106
419,4,4:25.0,K. Lowry makes free throw 1 of 2,,111,106
420,4,4:25.0,,C. Johnson enters the game for J. Carter,111,106
421,4,4:25.0,K. Lowry makes free throw 2 of 2,,112,106
422,4,4:10.0,,R. Rubio misses 2-pt jump shot from 2 ft,112,106
423,4,4:09.0,Defensive rebound by P. McCaw,,112,106
424,4,3:58.0,K. Lowry misses 2-pt jump shot from 11 ft,,112,106
425,4,3:55.0,,Defensive rebound by D. Ayton,112,106
426,4,3:46.0,,D. Ayton misses 2-pt hook shot from 1 ft,112,106
427,4,3:44.0,Defensive rebound by K. Lowry,,112,106
428,4,3:34.0,Offensive foul by P. Siakam (drawn by C. Johnson),,112,106
429,4,3:34.0,Turnover by P. Siakam (offensive foul),,112,106
430,4,3:34.0,Toronto full timeout,,112,106
431,4,3:34.0,Instant Replay (Challenge: Ruling Stands),,112,106
432,4,3:21.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Booker),112,109
433,4,3:01.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,114,109
434,4,2:50.0,,Personal foul by O. Anunoby (drawn by D. Ayton),114,109
435,4,2:50.0,,Instant Replay (Request: Stands),114,109
436,4,2:50.0,C. Boucher enters the game for O. Anunoby,,114,109
437,4,2:50.0,,D. Šarić enters the game for D. Ayton,114,109
438,4,2:47.0,,C. Johnson makes 2-pt dunk from 1 ft (assist by R. Rubio),114,111
439,4,2:25.0,C. Boucher misses 3-pt jump shot from 25 ft,,114,111
440,4,2:22.0,,Defensive rebound by R. Rubio,114,111
441,4,2:22.0,,Personal foul by P. McCaw (drawn by R. Rubio),114,111
442,4,2:22.0,,R. Rubio makes free throw 1 of 2,114,112
443,4,2:22.0,,R. Rubio makes free throw 2 of 2,114,113
444,4,2:06.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by K. Lowry),,117,113
445,4,1:51.0,,Shooting foul by P. Siakam (drawn by D. Booker),117,113
446,4,1:51.0,,D. Booker makes free throw 1 of 2,117,114
447,4,1:51.0,,D. Booker misses free throw 2 of 2,117,114
448,4,1:49.0,Defensive rebound by C. Boucher,,117,114
449,4,1:36.0,P. McCaw makes 2-pt layup at rim,,119,114
450,4,1:26.0,,Turnover by D. Šarić (traveling),119,114
451,4,1:09.0,N. Powell misses 2-pt jump shot from 20 ft,,119,114
452,4,1:08.0,,Defensive rebound by D. Šarić,119,114
453,4,1:04.0,,C. Johnson misses 3-pt jump shot from 26 ft,119,114
454,4,1:02.0,Defensive rebound by C. Boucher,,119,114
455,4,1:02.0,Personal foul by R. Rubio (drawn by C. Boucher),,119,114
456,4,1:02.0,C. Boucher makes free throw 1 of 2,,120,114
457,4,1:02.0,C. Boucher makes free throw 2 of 2,,121,114
458,4,1:02.0,,Phoenix full timeout,121,114
459,4,0:57.0,,R. Rubio misses 2-pt layup from 1 ft,121,114
460,4,0:55.0,Defensive rebound by K. Lowry,,121,114
461,4,0:36.0,K. Lowry misses 3-pt jump shot from 26 ft,,121,114
462,4,0:34.0,,Defensive rebound by C. Johnson,121,114
463,4,0:22.0,,D. Booker misses 3-pt jump shot from 23 ft,121,114
464,4,0:20.0,Defensive rebound by K. Lowry,,121,114
465,4,0:17.0,N. Powell makes 2-pt dunk at rim (assist by K. Lowry),,123,114
466,4,0:12.0,,R. Rubio misses 3-pt jump shot from 25 ft,123,114
467,4,0:09.0,Defensive rebound by C. Boucher,,123,114
