,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,WASHINGTON_ACTION,MEMPHIS_SCORE,WASHINGTON_SCORE
250,3,11:23.0,,R. Hachimura misses 2-pt layup from 1 ft,47,55
251,3,11:23.0,,Offensive rebound by Team,47,55
252,3,11:23.0,Loose ball foul by D. Brooks (drawn by R. Hachimura),,47,55
253,3,11:10.0,,I. Smith misses 2-pt jump shot from 14 ft,47,55
254,3,11:06.0,Defensive rebound by K. Anderson,,47,55
255,3,11:05.0,Shooting foul by R. Hachimura (drawn by J. Morant),,47,55
256,3,11:05.0,J. Morant misses free throw 1 of 2,,47,55
257,3,11:05.0,Offensive rebound by Team,,47,55
258,3,11:05.0,J. Morant makes free throw 2 of 2,,48,55
259,3,10:54.0,,Shooting foul by D. Brooks (drawn by B. Beal),48,55
260,3,10:54.0,,B. Beal makes free throw 1 of 2,48,56
261,3,10:54.0,,B. Beal makes free throw 2 of 2,48,57
262,3,10:45.0,K. Anderson makes 2-pt jump shot from 17 ft,,50,57
263,3,10:25.0,,R. Hachimura misses 2-pt jump shot from 18 ft,50,57
264,3,10:22.0,Defensive rebound by J. Valančiūnas,,50,57
265,3,10:16.0,Personal foul by B. Beal (drawn by J. Jackson),,50,57
266,3,10:10.0,J. Morant makes 2-pt layup from 4 ft,,52,57
267,3,9:58.0,,B. Beal misses 2-pt jump shot from 12 ft,52,57
268,3,9:56.0,Defensive rebound by J. Jackson,,52,57
269,3,9:48.0,J. Jackson misses 3-pt jump shot from 26 ft,,52,57
270,3,9:43.0,,Defensive rebound by R. Hachimura,52,57
271,3,9:27.0,,I. Mahinmi misses 2-pt hook shot from 3 ft,52,57
272,3,9:25.0,Defensive rebound by J. Jackson,,52,57
273,3,9:16.0,Turnover by J. Morant (bad pass; steal by I. Bonga),,52,57
274,3,9:04.0,,Shooting foul by K. Anderson (drawn by I. Bonga),52,57
275,3,9:04.0,,I. Bonga makes free throw 1 of 2,52,58
276,3,9:04.0,,I. Bonga makes free throw 2 of 2,52,59
277,3,8:57.0,Personal foul by I. Smith (drawn by J. Morant),,52,59
278,3,8:56.0,Turnover by D. Brooks (bad pass; steal by I. Smith),,52,59
279,3,8:52.0,,I. Smith makes 2-pt layup from 2 ft,52,61
280,3,8:37.0,Shooting foul by I. Bonga (drawn by D. Brooks),,52,61
281,3,8:37.0,D. Brooks misses free throw 1 of 2,,52,61
282,3,8:37.0,Offensive rebound by Team,,52,61
283,3,8:37.0,D. Brooks makes free throw 2 of 2,,53,61
284,3,8:24.0,,I. Mahinmi misses 2-pt layup from 1 ft,53,61
285,3,8:21.0,Defensive rebound by J. Morant,,53,61
286,3,8:16.0,J. Jackson misses 2-pt layup from 8 ft (block by B. Beal),,53,61
287,3,8:14.0,,Defensive rebound by R. Hachimura,53,61
288,3,8:11.0,,I. Smith misses 2-pt layup from 1 ft,53,61
289,3,8:11.0,,Offensive rebound by R. Hachimura,53,61
290,3,8:11.0,,R. Hachimura makes 2-pt dunk from 1 ft,53,63
291,3,8:11.0,Memphis full timeout,,53,63
292,3,7:59.0,J. Jackson misses 2-pt hook shot from 7 ft (block by I. Mahinmi),,53,63
293,3,7:59.0,Offensive rebound by Team,,53,63
294,3,7:52.0,Turnover by D. Brooks (bad pass),,53,63
295,3,7:34.0,,B. Beal misses 2-pt jump shot from 19 ft,53,63
296,3,7:33.0,,Offensive rebound by I. Bonga,53,63
297,3,7:33.0,,Shooting foul by K. Anderson (drawn by I. Bonga),53,63
298,3,7:33.0,,I. Bonga makes free throw 1 of 2,53,64
299,3,7:33.0,,I. Bonga makes free throw 2 of 2,53,65
300,3,7:23.0,J. Jackson makes 3-pt jump shot from 29 ft (assist by J. Morant),,56,65
301,3,7:05.0,,Shooting foul by D. Brooks (drawn by I. Mahinmi),56,65
302,3,7:05.0,,I. Mahinmi makes free throw 1 of 2,56,66
303,3,7:05.0,D. Melton enters the game for D. Brooks,,56,66
304,3,7:05.0,,I. Mahinmi misses free throw 2 of 2,56,66
305,3,7:03.0,Defensive rebound by J. Valančiūnas,,56,66
306,3,6:52.0,J. Morant misses 2-pt hook shot from 8 ft,,56,66
307,3,6:49.0,,Defensive rebound by I. Mahinmi,56,66
308,3,6:38.0,,R. Hachimura misses 2-pt jump shot from 12 ft,56,66
309,3,6:37.0,,Offensive rebound by I. Smith,56,66
310,3,6:37.0,,Turnover by I. Smith (bad pass),56,66
311,3,6:21.0,J. Morant makes 2-pt jump shot from 11 ft (assist by J. Jackson),,58,66
312,3,6:08.0,,I. Smith misses 2-pt hook shot from 3 ft,58,66
313,3,6:07.0,Defensive rebound by J. Valančiūnas,,58,66
314,3,6:04.0,,Violation by Team (kicked ball),58,66
315,3,6:04.0,B. Clarke enters the game for J. Valančiūnas,,58,66
316,3,5:49.0,J. Jackson makes 2-pt jump shot from 16 ft (assist by J. Morant),,60,66
317,3,5:24.0,,I. Bonga misses 2-pt jump shot from 19 ft,60,66
318,3,5:22.0,Defensive rebound by Team,,60,66
319,3,5:22.0,,Loose ball foul by I. Bonga (drawn by K. Anderson),60,66
320,3,5:22.0,K. Anderson makes free throw 1 of 2,,61,66
321,3,5:22.0,,T. Brown enters the game for I. Bonga,61,66
322,3,5:22.0,,M. Wagner enters the game for I. Mahinmi,61,66
323,3,5:22.0,K. Anderson makes free throw 2 of 2,,62,66
324,3,5:09.0,,B. Beal makes 2-pt layup from 1 ft,62,68
325,3,4:56.0,J. Jackson makes 2-pt layup from 3 ft (assist by J. Morant),,64,68
326,3,4:46.0,,Turnover by T. Brown (bad pass; steal by J. Morant),64,68
327,3,4:41.0,D. Melton makes 2-pt layup from 3 ft (assist by J. Morant),,66,68
328,3,4:41.0,,Washington full timeout,66,68
329,3,4:41.0,J. Jackson enters the game for K. Anderson,,66,68
330,3,4:41.0,,D. Bertāns enters the game for R. Hachimura,66,68
331,3,4:41.0,,S. Napier enters the game for I. Smith,66,68
332,3,4:27.0,,M. Wagner makes 2-pt dunk from 2 ft (assist by B. Beal),66,70
333,3,4:12.0,Shooting foul by M. Wagner (drawn by J. Jackson),,66,70
334,3,4:12.0,J. Jackson misses free throw 1 of 2,,66,70
335,3,4:12.0,Offensive rebound by Team,,66,70
336,3,4:12.0,J. Jackson makes free throw 2 of 2,,67,70
337,3,3:54.0,,S. Napier misses 3-pt jump shot from 24 ft,67,70
338,3,3:51.0,Defensive rebound by B. Clarke,,67,70
339,3,3:43.0,J. Jackson misses 3-pt jump shot from 27 ft,,67,70
340,3,3:39.0,,Defensive rebound by M. Wagner,67,70
341,3,3:30.0,,D. Bertāns makes 2-pt dunk at rim (assist by B. Beal),67,72
342,3,3:22.0,J. Morant makes 2-pt layup from 1 ft,,69,72
343,3,3:12.0,,B. Beal makes 2-pt layup from 1 ft (assist by S. Napier),69,74
344,3,3:07.0,Offensive foul by B. Clarke (drawn by M. Wagner),,69,74
345,3,3:07.0,Turnover by B. Clarke (offensive foul),,69,74
346,3,3:02.0,,Shooting foul by D. Melton (drawn by B. Beal),69,74
347,3,3:02.0,,B. Beal makes free throw 1 of 3,69,75
348,3,3:02.0,,B. Beal misses free throw 2 of 3,69,75
349,3,3:02.0,,Offensive rebound by Team,69,75
350,3,3:02.0,T. Jones enters the game for J. Morant,,69,75
351,3,3:02.0,,B. Beal makes free throw 3 of 3,69,76
352,3,2:52.0,J. Jackson misses 3-pt jump shot from 24 ft,,69,76
353,3,2:48.0,,Defensive rebound by S. Napier,69,76
354,3,2:40.0,,B. Beal misses 3-pt jump shot from 24 ft,69,76
355,3,2:39.0,,Offensive rebound by Team,69,76
356,3,2:39.0,Loose ball foul by D. Melton (drawn by M. Wagner),,69,76
357,3,2:39.0,,M. Wagner misses free throw 1 of 2,69,76
358,3,2:39.0,,Offensive rebound by Team,69,76
359,3,2:39.0,J. Valančiūnas enters the game for J. Jackson,,69,76
360,3,2:39.0,,J. Robinson enters the game for B. Beal,69,76
361,3,2:39.0,,M. Wagner makes free throw 2 of 2,69,77
362,3,2:24.0,B. Clarke makes 2-pt layup from 1 ft (assist by T. Jones),,71,77
363,3,2:18.0,,D. Bertāns makes 2-pt jump shot from 17 ft (assist by S. Napier),71,79
364,3,2:05.0,D. Melton makes 2-pt layup from 2 ft,,73,79
365,3,1:57.0,,J. Robinson makes 2-pt jump shot from 17 ft,73,81
366,3,1:44.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by J. Jackson),,75,81
367,3,1:28.0,,M. Wagner makes 2-pt dunk from 2 ft (assist by S. Napier),75,83
368,3,1:17.0,B. Clarke misses 2-pt layup from 4 ft,,75,83
369,3,1:14.0,,Defensive rebound by T. Brown,75,83
370,3,1:07.0,,T. Brown makes 2-pt layup from 1 ft (assist by J. Robinson),75,85
371,3,0:52.0,T. Jones makes 2-pt jump shot from 5 ft,,77,85
372,3,0:37.0,,M. Wagner misses 2-pt jump shot from 16 ft,77,85
373,3,0:33.0,Defensive rebound by J. Valančiūnas,,77,85
374,3,0:30.0,D. Melton misses 2-pt layup from 8 ft,,77,85
375,3,0:28.0,Offensive rebound by B. Clarke,,77,85
376,3,0:27.0,B. Clarke misses 2-pt layup from 3 ft,,77,85
377,3,0:26.0,Offensive rebound by D. Melton,,77,85
378,3,0:26.0,D. Melton makes 2-pt layup from 5 ft,,79,85
379,3,0:26.0,Shooting foul by J. Robinson (drawn by D. Melton),,79,85
380,3,0:26.0,D. Melton makes free throw 1 of 1,,80,85
381,3,0:04.0,,D. Bertāns misses 3-pt jump shot from 26 ft,80,85
382,3,0:01.0,Defensive rebound by J. Valančiūnas,,80,85
383,3,0:00.0,D. Melton misses 3-pt jump shot from 36 ft,,80,85
384,3,0:00.0,Offensive rebound by Team,,80,85
385,4,11:48.0,Personal foul by J. Robinson (drawn by J. Jackson),,80,85
386,4,11:37.0,J. Jackson misses 2-pt jump shot from 6 ft,,80,85
