,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,WASHINGTON_ACTION,MEMPHIS_SCORE,WASHINGTON_SCORE
0,1,11:42.0,J. Jackson makes 2-pt hook shot from 6 ft (assist by K. Anderson),,2,0
1,1,11:28.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by I. Mahinmi),2,2
2,1,11:10.0,Personal foul by R. Hachimura (drawn by J. Valančiūnas),,2,2
3,1,11:00.0,J. Valančiūnas misses 3-pt jump shot from 25 ft,,2,2
4,1,10:57.0,,Defensive rebound by R. Hachimura,2,2
5,1,10:53.0,,R. Hachimura makes 2-pt jump shot from 16 ft,2,4
6,1,10:43.0,Turnover by D. Brooks (out of bounds lost ball),,2,4
7,1,10:24.0,,R. Hachimura misses 3-pt jump shot from 26 ft,2,4
8,1,10:20.0,Defensive rebound by Team,,2,4
9,1,10:13.0,J. Morant misses 2-pt layup from 2 ft,,2,4
10,1,10:11.0,,Defensive rebound by I. Mahinmi,2,4
11,1,9:58.0,,I. Bonga misses 3-pt jump shot from 27 ft,2,4
12,1,9:53.0,Defensive rebound by J. Valančiūnas,,2,4
13,1,9:43.0,J. Morant misses 3-pt jump shot from 23 ft,,2,4
14,1,9:40.0,,Defensive rebound by B. Beal,2,4
15,1,9:33.0,,Shooting foul by J. Jackson (drawn by R. Hachimura),2,4
16,1,9:33.0,,R. Hachimura makes free throw 1 of 2,2,5
17,1,9:33.0,,R. Hachimura misses free throw 2 of 2,2,5
18,1,9:31.0,Defensive rebound by K. Anderson,,2,5
19,1,9:15.0,J. Jackson misses 2-pt jump shot from 18 ft,,2,5
20,1,9:12.0,,Defensive rebound by B. Beal,2,5
21,1,9:09.0,,B. Beal misses 3-pt jump shot from 26 ft,2,5
22,1,8:56.0,Defensive rebound by D. Brooks,,2,5
23,1,8:42.0,J. Jackson misses 3-pt jump shot from 25 ft,,2,5
24,1,8:39.0,,Defensive rebound by I. Smith,2,5
25,1,8:35.0,,R. Hachimura makes 3-pt jump shot from 23 ft (assist by I. Smith),2,8
26,1,8:33.0,Memphis full timeout,,2,8
27,1,8:09.0,J. Morant misses 3-pt jump shot from 48 ft,,2,8
28,1,8:09.0,Offensive rebound by Team,,2,8
29,1,8:09.0,Turnover by Team (shot clock),,2,8
30,1,7:56.0,,I. Mahinmi misses 2-pt layup from 2 ft,2,8
31,1,7:54.0,Defensive rebound by J. Valančiūnas,,2,8
32,1,7:50.0,Shooting foul by R. Hachimura (drawn by J. Morant),,2,8
33,1,7:50.0,J. Morant makes free throw 1 of 2,,3,8
34,1,7:50.0,,D. Bertāns enters the game for R. Hachimura,3,8
35,1,7:50.0,J. Morant makes free throw 2 of 2,,4,8
36,1,7:32.0,,B. Beal misses 2-pt layup from 6 ft,4,8
37,1,7:31.0,Defensive rebound by K. Anderson,,4,8
38,1,7:27.0,D. Brooks misses 3-pt jump shot from 26 ft,,4,8
39,1,7:24.0,,Defensive rebound by D. Bertāns,4,8
40,1,7:19.0,,Turnover by D. Bertāns (bad pass; steal by D. Brooks),4,8
41,1,7:04.0,J. Jackson makes 2-pt hook shot from 8 ft,,6,8
42,1,6:49.0,,B. Beal misses 2-pt layup from 2 ft,6,8
43,1,6:47.0,Defensive rebound by J. Valančiūnas,,6,8
44,1,6:45.0,D. Brooks makes 2-pt jump shot from 15 ft (assist by J. Morant),,8,8
45,1,6:28.0,,B. Beal makes 2-pt jump shot from 14 ft,8,10
46,1,6:16.0,Shooting foul by B. Beal (drawn by J. Valančiūnas),,8,10
47,1,6:16.0,J. Valančiūnas misses free throw 1 of 2,,8,10
48,1,6:16.0,Offensive rebound by Team,,8,10
49,1,6:16.0,T. Jones enters the game for J. Morant,,8,10
50,1,6:16.0,,T. Brown enters the game for I. Bonga,8,10
51,1,6:16.0,J. Valančiūnas misses free throw 2 of 2,,8,10
52,1,6:14.0,,Defensive rebound by I. Mahinmi,8,10
53,1,6:02.0,,B. Beal makes 2-pt jump shot from 14 ft (assist by I. Smith),8,12
54,1,5:33.0,T. Jones misses 2-pt jump shot from 21 ft,,8,12
55,1,5:31.0,,Defensive rebound by I. Mahinmi,8,12
56,1,5:25.0,,I. Smith makes 2-pt layup from 3 ft,8,14
57,1,5:11.0,D. Brooks makes 2-pt layup from 2 ft,,10,14
58,1,4:56.0,,Personal foul by D. Brooks (drawn by B. Beal),10,14
59,1,4:56.0,B. Clarke enters the game for K. Anderson,,10,14
60,1,4:56.0,D. Melton enters the game for J. Valančiūnas,,10,14
61,1,4:56.0,,M. Wagner enters the game for I. Mahinmi,10,14
62,1,4:46.0,,M. Wagner makes 2-pt layup from 3 ft (assist by B. Beal),10,16
63,1,4:28.0,J. Jackson misses 2-pt layup from 1 ft,,10,16
64,1,4:28.0,Offensive rebound by Team,,10,16
65,1,4:28.0,,Loose ball foul by M. Wagner (drawn by J. Jackson),10,16
66,1,4:28.0,J. Jackson enters the game for D. Brooks,,10,16
67,1,4:28.0,,S. Napier enters the game for I. Smith,10,16
68,1,4:18.0,B. Clarke misses 2-pt jump shot from 11 ft,,10,16
69,1,4:15.0,,Defensive rebound by T. Brown,10,16
70,1,4:08.0,,T. Brown misses 2-pt jump shot from 2 ft,10,16
71,1,4:06.0,,Offensive rebound by T. Brown,10,16
72,1,4:06.0,,T. Brown makes 2-pt layup at rim,10,18
73,1,3:45.0,D. Melton misses 3-pt jump shot from 27 ft,,10,18
74,1,3:43.0,,Defensive rebound by M. Wagner,10,18
75,1,3:40.0,,Turnover by S. Napier (bad pass),10,18
76,1,3:25.0,Turnover by J. Jackson (bad pass; steal by B. Beal),,10,18
77,1,3:20.0,,Turnover by T. Brown (step out of bounds),10,18
78,1,3:09.0,B. Clarke misses 2-pt jump shot from 12 ft,,10,18
79,1,3:07.0,,Defensive rebound by M. Wagner,10,18
80,1,3:01.0,,Shooting foul by J. Jackson (drawn by S. Napier),10,18
81,1,3:01.0,,S. Napier makes free throw 1 of 2,10,19
82,1,3:01.0,,S. Napier makes free throw 2 of 2,10,20
83,1,2:53.0,Personal foul by S. Napier (drawn by T. Jones),,10,20
84,1,2:53.0,,Washington full timeout,10,20
85,1,2:53.0,Y. Watanabe enters the game for J. Jackson,,10,20
86,1,2:53.0,,J. Robinson enters the game for B. Beal,10,20
87,1,2:53.0,T. Jones makes free throw 1 of 2,,11,20
88,1,2:53.0,T. Jones makes free throw 2 of 2,,12,20
89,1,2:34.0,,T. Brown misses 3-pt jump shot from 27 ft,12,20
90,1,2:30.0,Defensive rebound by J. Jackson,,12,20
91,1,2:12.0,D. Melton misses 2-pt jump shot from 9 ft,,12,20
92,1,2:09.0,,Defensive rebound by D. Bertāns,12,20
93,1,1:59.0,,D. Bertāns misses 2-pt layup from 4 ft,12,20
94,1,1:57.0,Defensive rebound by J. Jackson,,12,20
95,1,1:53.0,J. Jackson makes 2-pt jump shot from 5 ft,,14,20
96,1,1:53.0,Shooting foul by T. Brown (drawn by J. Jackson),,14,20
97,1,1:53.0,J. Jackson misses free throw 1 of 1,,14,20
98,1,1:51.0,,Defensive rebound by M. Wagner,14,20
99,1,1:43.0,,J. Robinson misses 2-pt dunk from 4 ft,14,20
100,1,1:43.0,Defensive rebound by Team,,14,20
101,1,1:31.0,B. Clarke makes 2-pt jump shot from 12 ft (assist by T. Jones),,16,20
102,1,1:22.0,,Personal foul by B. Clarke (drawn by D. Bertāns),16,20
103,1,1:13.0,,Personal foul by J. Jackson (drawn by S. Napier),16,20
104,1,1:13.0,,S. Napier makes free throw 1 of 2,16,21
105,1,1:13.0,,S. Napier makes free throw 2 of 2,16,22
106,1,1:02.0,D. Melton misses 3-pt jump shot from 25 ft,,16,22
107,1,0:59.0,,Defensive rebound by M. Wagner,16,22
108,1,0:51.0,,S. Napier misses 2-pt hook shot from 4 ft,16,22
109,1,0:49.0,Defensive rebound by B. Clarke,,16,22
110,1,0:43.0,B. Clarke misses 2-pt jump shot from 3 ft,,16,22
111,1,0:41.0,,Defensive rebound by M. Wagner,16,22
112,1,0:35.0,,D. Bertāns makes 3-pt jump shot from 30 ft (assist by M. Wagner),16,25
113,1,0:17.0,T. Jones makes 2-pt jump shot from 14 ft,,18,25
114,1,0:03.0,,Personal foul by D. Melton (drawn by S. Napier),18,25
115,1,0:03.0,,S. Napier makes free throw 1 of 2,18,26
116,1,0:03.0,J. Morant enters the game for T. Jones,,18,26
117,1,0:03.0,,S. Napier makes free throw 2 of 2,18,27
118,1,0:02.0,Turnover by B. Clarke (bad pass; steal by T. Brown),,18,27
119,1,0:00.0,,J. Robinson makes 3-pt jump shot from 28 ft (assist by T. Brown),18,30
120,1,0:00.0,,Instant Replay (Request: Ruling Stands),18,30
121,2,11:51.0,,J. Robinson misses 3-pt jump shot from 27 ft,18,30
122,2,11:47.0,Defensive rebound by J. Valančiūnas,,18,30
123,2,11:36.0,J. Morant makes 2-pt jump shot from 7 ft,,20,30
124,2,11:21.0,,D. Bertāns misses 2-pt jump shot from 21 ft,20,30
125,2,11:18.0,Defensive rebound by D. Brooks,,20,30
126,2,11:09.0,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by D. Brooks),,22,30
127,2,10:57.0,,T. Brown misses 2-pt jump shot from 4 ft (block by J. Morant),22,30
128,2,10:54.0,Defensive rebound by Y. Watanabe,,22,30
129,2,10:52.0,Y. Watanabe misses 2-pt layup from 2 ft,,22,30
130,2,10:50.0,Offensive rebound by J. Jackson,,22,30
131,2,10:50.0,J. Jackson misses 2-pt layup from 2 ft,,22,30
132,2,10:50.0,Offensive rebound by Team,,22,30
133,2,10:50.0,,Loose ball foul by J. Robinson (drawn by J. Jackson),22,30
134,2,10:44.0,J. Morant makes 3-pt jump shot from 27 ft,,25,30
135,2,10:31.0,,M. Wagner misses 3-pt jump shot from 26 ft,25,30
136,2,10:28.0,Defensive rebound by J. Jackson,,25,30
137,2,10:21.0,Turnover by J. Jackson (bad pass; steal by D. Bertāns),,25,30
138,2,10:18.0,,M. Wagner makes 2-pt layup from 3 ft (assist by T. Brown),25,32
139,2,10:04.0,D. Brooks misses 3-pt jump shot from 26 ft,,25,32
140,2,10:02.0,,Defensive rebound by M. Wagner,25,32
141,2,9:53.0,,S. Napier misses 3-pt jump shot from 26 ft,25,32
142,2,9:51.0,Defensive rebound by J. Morant,,25,32
143,2,9:35.0,J. Morant makes 2-pt jump shot from 7 ft,,27,32
144,2,9:35.0,Shooting foul by D. Bertāns (drawn by J. Morant),,27,32
145,2,9:35.0,K. Anderson enters the game for J. Jackson,,27,32
146,2,9:35.0,J. Morant makes free throw 1 of 1,,28,32
147,2,9:26.0,,Personal foul by Y. Watanabe (drawn by D. Bertāns),28,32
148,2,9:19.0,,J. Robinson misses 3-pt jump shot from 23 ft,28,32
149,2,9:15.0,Defensive rebound by J. Morant,,28,32
150,2,9:11.0,K. Anderson makes 2-pt layup from 2 ft (assist by J. Morant),,30,32
151,2,9:09.0,,Washington full timeout,30,32
152,2,8:59.0,,M. Wagner misses 2-pt hook shot from 5 ft (block by J. Valančiūnas),30,32
153,2,8:57.0,Defensive rebound by J. Valančiūnas,,30,32
154,2,8:47.0,K. Anderson misses 2-pt jump shot from 22 ft,,30,32
155,2,8:45.0,Offensive rebound by K. Anderson,,30,32
156,2,8:45.0,K. Anderson makes 2-pt dunk from 1 ft,,32,32
157,2,8:29.0,,M. Wagner makes 2-pt layup from 2 ft (assist by J. Robinson),32,34
158,2,8:17.0,K. Anderson makes 2-pt jump shot from 8 ft,,34,34
159,2,8:06.0,,D. Bertāns makes 2-pt dunk from 2 ft (assist by S. Napier),34,36
160,2,7:41.0,D. Brooks makes 2-pt jump shot from 17 ft,,36,36
161,2,7:33.0,,S. Napier misses 3-pt jump shot from 27 ft,36,36
162,2,7:30.0,Defensive rebound by J. Valančiūnas,,36,36
163,2,7:22.0,D. Brooks misses 3-pt jump shot from 25 ft,,36,36
164,2,7:18.0,,Defensive rebound by J. Robinson,36,36
165,2,7:10.0,,M. Wagner makes 2-pt layup from 2 ft (assist by D. Bertāns),36,38
166,2,6:51.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,38,38
167,2,6:51.0,,Washington full timeout,38,38
168,2,6:51.0,J. Jackson enters the game for Y. Watanabe,,38,38
169,2,6:51.0,,B. Beal enters the game for S. Napier,38,38
170,2,6:51.0,,R. Hachimura enters the game for J. Robinson,38,38
171,2,6:51.0,,I. Smith enters the game for M. Wagner,38,38
172,2,6:43.0,,Turnover by B. Beal (bad pass; steal by K. Anderson),38,38
173,2,6:39.0,D. Brooks makes 2-pt dunk at rim (assist by K. Anderson),,40,38
174,2,6:31.0,,R. Hachimura misses 2-pt jump shot from 19 ft,40,38
175,2,6:27.0,Defensive rebound by J. Jackson,,40,38
176,2,6:21.0,J. Jackson misses 3-pt jump shot from 26 ft,,40,38
177,2,6:18.0,,Defensive rebound by R. Hachimura,40,38
178,2,6:12.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by R. Hachimura),40,41
179,2,5:48.0,D. Brooks misses 3-pt jump shot from 27 ft,,40,41
180,2,5:43.0,,Defensive rebound by T. Brown,40,41
181,2,5:38.0,,D. Bertāns misses 3-pt jump shot from 26 ft,40,41
182,2,5:36.0,Defensive rebound by K. Anderson,,40,41
183,2,5:28.0,K. Anderson makes 2-pt layup from 2 ft (assist by J. Morant),,42,41
184,2,5:20.0,,T. Brown misses 2-pt layup from 2 ft,42,41
185,2,5:19.0,,Offensive rebound by T. Brown,42,41
186,2,5:18.0,,T. Brown makes 2-pt layup from 3 ft,42,43
187,2,5:05.0,D. Brooks misses 2-pt jump shot from 19 ft,,42,43
188,2,5:01.0,Offensive rebound by J. Valančiūnas,,42,43
189,2,5:00.0,J. Morant misses 3-pt jump shot from 25 ft,,42,43
190,2,4:58.0,,Defensive rebound by D. Bertāns,42,43
191,2,4:47.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by I. Smith),42,46
192,2,4:46.0,Memphis full timeout,,42,46
193,2,4:46.0,B. Clarke enters the game for J. Morant,,42,46
194,2,4:46.0,T. Jones enters the game for J. Valančiūnas,,42,46
195,2,4:46.0,,I. Bonga enters the game for D. Bertāns,42,46
196,2,4:46.0,,I. Mahinmi enters the game for T. Brown,42,46
197,2,4:35.0,J. Jackson misses 2-pt hook shot from 3 ft,,42,46
198,2,4:33.0,,Defensive rebound by I. Mahinmi,42,46
199,2,4:29.0,,R. Hachimura makes 2-pt layup from 3 ft (assist by I. Smith),42,48
200,2,4:05.0,Shooting foul by I. Smith (drawn by B. Clarke),,42,48
201,2,4:05.0,B. Clarke misses free throw 1 of 2,,42,48
202,2,4:05.0,Offensive rebound by Team,,42,48
203,2,4:05.0,B. Clarke misses free throw 2 of 2,,42,48
204,2,4:03.0,,Defensive rebound by R. Hachimura,42,48
205,2,3:49.0,,Shooting foul by K. Anderson (drawn by I. Mahinmi),42,48
206,2,3:49.0,,I. Mahinmi misses free throw 1 of 2,42,48
207,2,3:49.0,,Offensive rebound by Team,42,48
208,2,3:49.0,D. Melton enters the game for K. Anderson,,42,48
209,2,3:49.0,,I. Mahinmi makes free throw 2 of 2,42,49
210,2,3:31.0,B. Clarke makes 2-pt layup from 2 ft (assist by T. Jones),,44,49
211,2,3:21.0,,B. Beal makes 2-pt layup from 2 ft (assist by I. Smith),44,51
212,2,3:07.0,Turnover by D. Melton (out of bounds lost ball),,44,51
213,2,3:07.0,J. Morant enters the game for D. Brooks,,44,51
214,2,2:50.0,,I. Smith misses 2-pt jump shot from 18 ft,44,51
215,2,2:46.0,Defensive rebound by J. Jackson,,44,51
216,2,2:34.0,T. Jones misses 2-pt hook shot from 5 ft (block by I. Mahinmi),,44,51
217,2,2:29.0,Offensive rebound by B. Clarke,,44,51
218,2,2:29.0,J. Jackson misses 3-pt jump shot from 25 ft,,44,51
219,2,2:29.0,,Defensive rebound by Team,44,51
220,2,2:13.0,,B. Beal misses 2-pt jump shot from 15 ft,44,51
221,2,2:09.0,Defensive rebound by Team,,44,51
222,2,2:09.0,,Loose ball foul by I. Bonga (drawn by T. Jones),44,51
223,2,1:59.0,Offensive foul by J. Jackson (drawn by R. Hachimura),,44,51
224,2,1:59.0,Turnover by J. Jackson (offensive foul),,44,51
225,2,1:59.0,J. Valančiūnas enters the game for J. Jackson,,44,51
226,2,1:39.0,,B. Beal makes 2-pt jump shot from 3 ft,44,53
227,2,1:22.0,Turnover by J. Morant (lost ball; steal by B. Beal),,44,53
228,2,1:18.0,,I. Mahinmi misses 2-pt layup from 4 ft,44,53
229,2,1:17.0,Defensive rebound by Team,,44,53
230,2,1:01.0,B. Clarke misses 2-pt jump shot from 18 ft,,44,53
231,2,0:58.0,Offensive rebound by J. Valančiūnas,,44,53
232,2,0:58.0,J. Valančiūnas misses 2-pt layup from 1 ft,,44,53
233,2,0:58.0,Offensive rebound by Team,,44,53
234,2,0:49.0,T. Jones makes 3-pt jump shot from 25 ft (assist by D. Melton),,47,53
235,2,0:38.0,,I. Smith misses 3-pt jump shot from 26 ft,47,53
236,2,0:34.0,Defensive rebound by B. Clarke,,47,53
237,2,0:30.0,D. Melton misses 3-pt jump shot from 26 ft,,47,53
238,2,0:27.0,,Defensive rebound by R. Hachimura,47,53
239,2,0:05.0,,R. Hachimura makes 2-pt dunk from 2 ft (assist by I. Bonga),47,55
240,2,0:04.0,J. Morant misses 3-pt jump shot from 26 ft,,47,55
241,2,0:01.0,,Defensive rebound by I. Bonga,47,55
242,2,0:00.0,,I. Bonga misses 3-pt jump shot from 50 ft,47,55
243,2,0:00.0,,Offensive rebound by Team,47,55
244,3,11:47.0,,I. Mahinmi misses 3-pt jump shot from 25 ft,47,55
245,3,11:43.0,Defensive rebound by J. Jackson,,47,55
246,3,11:36.0,D. Brooks misses 2-pt jump shot from 19 ft,,47,55
247,3,11:32.0,,Defensive rebound by R. Hachimura,47,55
248,3,11:23.0,,B. Beal misses 2-pt jump shot from 1 ft,47,55
249,3,11:23.0,,Offensive rebound by R. Hachimura,47,55
