,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
379,4,7:09.0,C. Anthony enters the game for M. Hezonja,,108,97
380,4,7:09.0,T. Ariza makes free throw 1 of 1,,109,97
381,4,6:51.0,,N. Vučević misses 2-pt hook shot from 8 ft,109,97
382,4,6:49.0,Defensive rebound by T. Ariza,,109,97
383,4,6:40.0,Offensive foul by C. Swanigan (drawn by J. Ennis),,109,97
384,4,6:40.0,Turnover by C. Swanigan (offensive foul),,109,97
385,4,6:29.0,,E. Fournier makes 2-pt jump shot from 11 ft (assist by D. Augustin),109,99
386,4,6:13.0,C. McCollum misses 3-pt jump shot from 24 ft,,109,99
387,4,6:11.0,,Defensive rebound by E. Fournier,109,99
388,4,6:06.0,,E. Fournier misses 2-pt layup from 4 ft (block by C. Swanigan),109,99
389,4,6:02.0,Defensive rebound by C. McCollum,,109,99
390,4,5:58.0,G. Trent makes 3-pt jump shot from 26 ft (assist by C. Anthony),,112,99
391,4,5:31.0,,J. Ennis misses 2-pt jump shot from 19 ft,112,99
392,4,5:28.0,Defensive rebound by C. Anthony,,112,99
393,4,5:16.0,C. McCollum makes 2-pt jump shot from 13 ft (assist by C. Swanigan),,114,99
394,4,5:15.0,,Orlando full timeout,114,99
395,4,5:15.0,,M. Fultz enters the game for D. Augustin,114,99
396,4,5:15.0,,T. Ross enters the game for M. Carter-Williams,114,99
397,4,5:05.0,,E. Fournier makes 2-pt layup from 2 ft,114,101
398,4,4:46.0,C. McCollum makes 2-pt layup from 2 ft (assist by C. Swanigan),,116,101
399,4,4:30.0,,N. Vučević misses 3-pt jump shot from 26 ft,116,101
400,4,4:28.0,Defensive rebound by C. Anthony,,116,101
401,4,4:17.0,G. Trent misses 2-pt jump shot from 18 ft,,116,101
402,4,4:15.0,,Defensive rebound by T. Ross,116,101
403,4,4:04.0,,J. Ennis misses 3-pt jump shot from 27 ft,116,101
404,4,4:00.0,Defensive rebound by C. Swanigan,,116,101
405,4,3:46.0,C. McCollum makes 2-pt jump shot from 13 ft,,118,101
406,4,3:33.0,,N. Vučević misses 2-pt jump shot from 8 ft,118,101
407,4,3:31.0,Defensive rebound by C. Anthony,,118,101
408,4,3:14.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by C. Swanigan),,121,101
409,4,3:12.0,,Orlando full timeout,121,101
410,4,3:12.0,Portland full timeout,,121,101
411,4,3:12.0,,K. Birch enters the game for J. Ennis,121,101
412,4,3:12.0,,M. Carter-Williams enters the game for E. Fournier,121,101
413,4,3:12.0,,M. Frazier enters the game for M. Fultz,121,101
414,4,3:12.0,,W. Iwundu enters the game for T. Ross,121,101
415,4,3:12.0,,V. Law enters the game for N. Vučević,121,101
416,4,3:04.0,,Personal foul by C. Anthony (drawn by W. Iwundu),121,101
417,4,3:04.0,,W. Iwundu misses free throw 1 of 2,121,101
418,4,3:04.0,,Offensive rebound by Team,121,101
419,4,3:04.0,M. Hezonja enters the game for C. Anthony,,121,101
420,4,3:04.0,,W. Iwundu makes free throw 2 of 2,121,102
421,4,2:50.0,G. Trent makes 2-pt jump shot from 19 ft,,123,102
422,4,2:35.0,,M. Carter-Williams misses 2-pt jump shot from 13 ft,123,102
423,4,2:32.0,Defensive rebound by M. Hezonja,,123,102
424,4,2:24.0,C. McCollum misses 3-pt jump shot from 25 ft,,123,102
425,4,2:21.0,,Defensive rebound by V. Law,123,102
426,4,2:10.0,,Shooting foul by G. Trent (drawn by W. Iwundu),123,102
427,4,2:10.0,,W. Iwundu makes free throw 1 of 2,123,103
428,4,2:10.0,W. Gabriel enters the game for T. Ariza,,123,103
429,4,2:10.0,N. Little enters the game for C. McCollum,,123,103
430,4,2:10.0,A. Simons enters the game for G. Trent,,123,103
431,4,2:10.0,,W. Iwundu makes free throw 2 of 2,123,104
432,4,1:49.0,C. Swanigan makes 2-pt hook shot from 7 ft,,125,104
433,4,1:39.0,,W. Iwundu misses 3-pt jump shot from 26 ft,125,104
434,4,1:37.0,Defensive rebound by C. Swanigan,,125,104
435,4,1:26.0,Offensive foul by C. Swanigan (drawn by M. Carter-Williams),,125,104
436,4,1:26.0,Turnover by C. Swanigan (offensive foul),,125,104
437,4,1:12.0,,K. Birch misses 2-pt layup from 6 ft,125,104
438,4,1:10.0,,Offensive rebound by M. Carter-Williams,125,104
439,4,1:08.0,,Turnover by M. Carter-Williams (bad pass; steal by M. Hezonja),125,104
440,4,1:03.0,A. Simons makes 3-pt jump shot from 24 ft (assist by M. Hezonja),,128,104
441,4,0:46.0,,Turnover by M. Frazier (lost ball; steal by N. Little),128,104
442,4,0:35.0,C. Swanigan makes 2-pt jump shot from 15 ft (assist by M. Hezonja),,130,104
443,4,0:26.0,,M. Carter-Williams makes 3-pt jump shot from 25 ft,130,107
444,4,0:01.0,Turnover by Team (shot clock),,130,107
