,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SAN ANTONIO_ACTION,ATLANTA_SCORE,SAN ANTONIO_SCORE
157,2,7:34.0,,Offensive rebound by D. Murray,41,39
158,2,7:27.0,,D. Murray misses 2-pt dunk from 1 ft,41,39
159,2,7:26.0,Defensive rebound by B. Fernando,,41,39
160,2,7:22.0,Turnover by B. Goodwin (step out of bounds),,41,39
161,2,7:12.0,,M. Belinelli misses 3-pt jump shot from 23 ft,41,39
162,2,7:09.0,Defensive rebound by B. Goodwin,,41,39
163,2,7:07.0,B. Fernando makes 2-pt dunk from 4 ft (assist by B. Goodwin),,43,39
164,2,6:50.0,,B. Forbes makes 2-pt jump shot from 11 ft (assist by D. DeRozan),43,41
165,2,6:26.0,T. Young makes 2-pt layup from 3 ft (assist by V. Carter),,45,41
166,2,6:17.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by J. Poeltl),45,43
167,2,5:56.0,V. Carter makes 2-pt jump shot from 9 ft,,47,43
168,2,5:45.0,,M. Belinelli misses 2-pt jump shot from 19 ft,47,43
169,2,5:45.0,Defensive rebound by B. Fernando,,47,43
170,2,5:41.0,Turnover by B. Fernando (bad pass; steal by B. Forbes),,47,43
171,2,5:37.0,,B. Forbes misses 3-pt jump shot from 27 ft,47,43
172,2,5:34.0,Defensive rebound by B. Fernando,,47,43
173,2,5:31.0,Atlanta full timeout,,47,43
174,2,5:31.0,J. Collins enters the game for V. Carter,,47,43
175,2,5:31.0,K. Huerter enters the game for B. Fernando,,47,43
176,2,5:31.0,C. Reddish enters the game for B. Goodwin,,47,43
177,2,5:31.0,,L. Aldridge enters the game for M. Belinelli,47,43
178,2,5:31.0,,T. Lyles enters the game for B. Forbes,47,43
179,2,5:31.0,,P. Mills enters the game for J. Poeltl,47,43
180,2,5:26.0,T. Young makes 3-pt jump shot from 27 ft,,50,43
181,2,5:04.0,,L. Aldridge misses 2-pt hook shot from 8 ft,50,43
182,2,5:04.0,Defensive rebound by D. Hunter,,50,43
183,2,4:47.0,C. Reddish makes 2-pt jump shot from 20 ft (assist by D. Hunter),,52,43
184,2,4:32.0,,L. Aldridge makes 2-pt layup from 4 ft (assist by D. Murray),52,45
185,2,4:11.0,K. Huerter makes 2-pt jump shot from 11 ft,,54,45
186,2,4:01.0,,D. DeRozan makes 2-pt layup from 4 ft,54,47
187,2,3:43.0,J. Collins misses 3-pt jump shot from 26 ft,,54,47
188,2,3:41.0,,Defensive rebound by T. Lyles,54,47
189,2,3:32.0,,D. Murray misses 3-pt jump shot from 24 ft,54,47
190,2,3:27.0,Defensive rebound by C. Reddish,,54,47
191,2,3:24.0,T. Young makes 2-pt jump shot from 16 ft,,56,47
192,2,3:24.0,Shooting foul by D. Murray (drawn by T. Young),,56,47
193,2,3:24.0,T. Young makes free throw 1 of 1,,57,47
194,2,3:09.0,,D. DeRozan makes 2-pt layup from 4 ft (assist by T. Lyles),57,49
195,2,2:56.0,T. Young makes 3-pt jump shot from 27 ft,,60,49
196,2,2:39.0,,L. Aldridge misses 2-pt jump shot from 9 ft,60,49
197,2,2:39.0,Defensive rebound by T. Young,,60,49
198,2,2:32.0,C. Reddish misses 2-pt dunk from 4 ft,,60,49
199,2,2:29.0,,Defensive rebound by D. Murray,60,49
200,2,2:15.0,,Turnover by T. Lyles (bad pass; steal by D. Hunter),60,49
201,2,2:10.0,J. Collins makes 2-pt dunk from 3 ft (assist by T. Young),,62,49
202,2,1:53.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by D. DeRozan),62,52
203,2,1:38.0,K. Huerter misses 3-pt jump shot from 29 ft,,62,52
204,2,1:38.0,,Defensive rebound by L. Aldridge,62,52
205,2,1:28.0,,P. Mills misses 3-pt jump shot from 23 ft,62,52
206,2,1:27.0,Defensive rebound by J. Collins,,62,52
207,2,1:14.0,D. Hunter misses 2-pt layup from 6 ft,,62,52
208,2,1:14.0,Offensive rebound by D. Hunter,,62,52
209,2,1:14.0,Shooting foul by L. Aldridge (drawn by D. Hunter),,62,52
210,2,1:14.0,D. Hunter makes free throw 1 of 2,,63,52
211,2,1:14.0,D. Jones enters the game for J. Collins,,63,52
212,2,1:14.0,D. Hunter makes free throw 2 of 2,,64,52
213,2,1:03.0,,T. Lyles misses 3-pt jump shot from 27 ft,64,52
214,2,0:59.0,Defensive rebound by K. Huerter,,64,52
215,2,0:54.0,K. Huerter misses 2-pt layup from 8 ft (block by T. Lyles),,64,52
216,2,0:51.0,,Defensive rebound by D. DeRozan,64,52
217,2,0:50.0,,D. Murray makes 2-pt dunk from 3 ft (assist by P. Mills),64,54
218,2,0:49.0,Turnover by T. Young (out of bounds lost ball),,64,54
219,2,0:49.0,D. Bembry enters the game for K. Huerter,,64,54
220,2,0:43.0,,Shooting foul by D. Bembry (drawn by D. DeRozan),64,54
221,2,0:43.0,,D. DeRozan makes free throw 1 of 2,64,55
222,2,0:43.0,K. Huerter enters the game for D. Bembry,,64,55
223,2,0:43.0,,D. DeRozan makes free throw 2 of 2,64,56
224,2,0:27.0,T. Young makes 3-pt jump shot from 26 ft,,67,56
225,2,0:06.0,,Turnover by D. DeRozan (lost ball; steal by T. Young),67,56
226,2,0:02.0,Turnover by C. Reddish (lost ball; steal by D. Murray),,67,56
227,2,0:00.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by P. Mills),67,58
228,2,0:00.0,,Instant Replay (Request: Ruling Stands),67,58
229,3,11:47.0,,L. Aldridge makes 2-pt hook shot from 7 ft (assist by D. Murray),67,60
230,3,11:26.0,J. Collins makes 2-pt jump shot from 16 ft (assist by C. Reddish),,69,60
231,3,11:10.0,,L. Aldridge makes 2-pt jump shot from 11 ft,69,62
232,3,10:49.0,K. Huerter misses 3-pt jump shot from 26 ft,,69,62
233,3,10:46.0,,Defensive rebound by D. DeRozan,69,62
234,3,10:40.0,,B. Forbes misses 3-pt jump shot from 27 ft,69,62
235,3,10:37.0,,Offensive rebound by L. Aldridge,69,62
236,3,10:35.0,,L. Aldridge misses 2-pt jump shot from 15 ft,69,62
237,3,10:31.0,Defensive rebound by C. Reddish,,69,62
238,3,10:23.0,T. Young misses 3-pt jump shot from 27 ft,,69,62
239,3,10:21.0,,Defensive rebound by T. Lyles,69,62
240,3,10:10.0,,D. Murray misses 2-pt layup at rim (block by T. Young),69,62
241,3,10:10.0,,Offensive rebound by Team,69,62
242,3,10:05.0,,L. Aldridge misses 2-pt jump shot from 8 ft,69,62
243,3,10:01.0,Defensive rebound by C. Reddish,,69,62
244,3,9:56.0,J. Collins misses 2-pt layup from 4 ft (block by T. Lyles),,69,62
245,3,9:53.0,,Defensive rebound by D. Murray,69,62
246,3,9:50.0,,Shooting foul by J. Collins (drawn by D. DeRozan),69,62
247,3,9:50.0,,D. DeRozan makes free throw 1 of 2,69,63
248,3,9:50.0,,D. DeRozan makes free throw 2 of 2,69,64
249,3,9:33.0,K. Huerter misses 2-pt jump shot from 17 ft,,69,64
250,3,9:29.0,,Defensive rebound by T. Lyles,69,64
251,3,9:24.0,,Turnover by D. DeRozan (bad pass; steal by J. Collins),69,64
252,3,9:10.0,K. Huerter makes 3-pt jump shot from 25 ft (assist by T. Young),,72,64
253,3,8:53.0,,L. Aldridge makes 2-pt dunk from 5 ft,72,66
254,3,8:53.0,,Shooting foul by K. Huerter (drawn by L. Aldridge),72,66
255,3,8:53.0,,L. Aldridge makes free throw 1 of 1,72,67
256,3,8:38.0,Turnover by K. Huerter (bad pass; steal by D. Murray),,72,67
257,3,8:37.0,,Shooting foul by J. Collins (drawn by D. Murray),72,67
258,3,8:37.0,,D. Murray makes free throw 1 of 2,72,68
259,3,8:37.0,D. Jones enters the game for J. Collins,,72,68
260,3,8:37.0,,D. Murray makes free throw 2 of 2,72,69
261,3,8:24.0,Shooting foul by L. Aldridge (drawn by D. Hunter),,72,69
262,3,8:24.0,D. Hunter misses free throw 1 of 2,,72,69
263,3,8:24.0,Offensive rebound by Team,,72,69
264,3,8:24.0,D. Hunter misses free throw 2 of 2,,72,69
265,3,8:21.0,,Defensive rebound by T. Lyles,72,69
266,3,8:07.0,,L. Aldridge makes 3-pt jump shot from 26 ft (assist by D. DeRozan),72,72
267,3,8:04.0,Atlanta full timeout,,72,72
268,3,7:45.0,Personal foul by T. Lyles (drawn by D. Jones),,72,72
269,3,7:42.0,Personal foul by D. Murray (drawn by T. Young),,72,72
270,3,7:36.0,D. Jones makes 2-pt dunk from 4 ft (assist by T. Young),,74,72
271,3,7:14.0,,Offensive foul by L. Aldridge (drawn by D. Jones),74,72
272,3,7:14.0,,Turnover by L. Aldridge (offensive foul),74,72
273,3,7:14.0,,J. Poeltl enters the game for L. Aldridge,74,72
274,3,6:59.0,D. Hunter makes 2-pt layup from 2 ft (assist by T. Young),,76,72
275,3,6:50.0,,D. DeRozan makes 2-pt jump shot from 14 ft,76,74
276,3,6:50.0,,Shooting foul by D. Hunter (drawn by D. DeRozan),76,74
277,3,6:50.0,,D. DeRozan makes free throw 1 of 1,76,75
278,3,6:34.0,D. Hunter misses 2-pt jump shot from 23 ft,,76,75
279,3,6:31.0,,Defensive rebound by T. Lyles,76,75
280,3,6:26.0,,D. Murray makes 2-pt jump shot from 10 ft,76,77
281,3,6:17.0,T. Young misses 3-pt jump shot from 30 ft,,76,77
282,3,6:15.0,,Defensive rebound by T. Lyles,76,77
283,3,6:15.0,,Technical foul by T. Young,76,77
284,3,6:15.0,,D. DeRozan makes technical free throw,76,78
285,3,6:15.0,D. Bembry enters the game for C. Reddish,,76,78
286,3,6:05.0,,B. Forbes misses 3-pt jump shot from 26 ft,76,78
287,3,6:03.0,,Offensive rebound by Team,76,78
288,3,6:03.0,V. Carter enters the game for D. Hunter,,76,78
289,3,6:03.0,,L. Walker enters the game for T. Lyles,76,78
290,3,5:52.0,,B. Forbes misses 2-pt jump shot from 11 ft (block by K. Huerter),76,78
291,3,5:48.0,Defensive rebound by D. Jones,,76,78
292,3,5:43.0,T. Young misses 2-pt layup from 4 ft (block by J. Poeltl),,76,78
293,3,5:37.0,,Defensive rebound by D. DeRozan,76,78
294,3,5:34.0,,D. DeRozan misses 2-pt layup from 6 ft (block by D. Bembry),76,78
295,3,5:30.0,,Offensive rebound by D. Murray,76,78
296,3,5:26.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by L. Walker),76,80
297,3,5:11.0,Personal foul by D. Murray (drawn by D. Jones),,76,80
298,3,5:11.0,Instant Replay (Request: Ruling Stands),,76,80
299,3,5:11.0,,P. Mills enters the game for B. Forbes,76,80
300,3,5:11.0,,D. White enters the game for D. Murray,76,80
301,3,5:05.0,T. Young misses 2-pt layup from 5 ft (block by D. White),,76,80
302,3,5:00.0,,Defensive rebound by D. DeRozan,76,80
303,3,4:57.0,,D. DeRozan makes 2-pt layup from 4 ft,76,82
304,3,4:37.0,K. Huerter misses 3-pt jump shot from 27 ft,,76,82
305,3,4:32.0,,Defensive rebound by D. DeRozan,76,82
306,3,4:26.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by D. DeRozan),76,85
307,3,4:26.0,Atlanta full timeout,,76,85
308,3,4:26.0,J. Collins enters the game for D. Jones,,76,85
309,3,4:26.0,B. Goodwin enters the game for T. Young,,76,85
310,3,4:26.0,,Technical foul by C. Jent,76,85
311,3,4:26.0,,D. DeRozan makes technical free throw,76,86
312,3,4:09.0,K. Huerter misses 3-pt jump shot from 27 ft,,76,86
313,3,4:06.0,,Defensive rebound by D. DeRozan,76,86
314,3,4:03.0,,P. Mills makes 2-pt layup from 4 ft (assist by D. DeRozan),76,88
315,3,3:50.0,K. Huerter misses 2-pt layup from 5 ft (block by J. Poeltl),,76,88
316,3,3:49.0,Offensive rebound by J. Collins,,76,88
317,3,3:48.0,Shooting foul by J. Poeltl (drawn by J. Collins),,76,88
318,3,3:48.0,J. Collins misses free throw 1 of 2,,76,88
319,3,3:48.0,Offensive rebound by Team,,76,88
320,3,3:48.0,J. Collins makes free throw 2 of 2,,77,88
321,3,3:32.0,,D. DeRozan misses 2-pt jump shot from 9 ft (block by K. Huerter),77,88
322,3,3:29.0,,Offensive rebound by D. DeRozan,77,88
323,3,3:24.0,,D. White misses 2-pt jump shot from 7 ft,77,88
324,3,3:22.0,Defensive rebound by V. Carter,,77,88
325,3,3:14.0,J. Collins misses 2-pt jump shot from 14 ft,,77,88
326,3,3:11.0,,Defensive rebound by D. White,77,88
327,3,3:00.0,,L. Walker makes 2-pt jump shot from 16 ft (assist by D. DeRozan),77,90
328,3,2:43.0,V. Carter misses 2-pt layup from 5 ft,,77,90
329,3,2:38.0,Offensive rebound by J. Collins,,77,90
330,3,2:38.0,J. Collins makes 2-pt layup from 1 ft,,79,90
331,3,2:32.0,,P. Mills makes 2-pt jump shot from 17 ft,79,92
332,3,2:08.0,Turnover by K. Huerter (bad pass; steal by L. Walker),,79,92
333,3,2:05.0,,L. Walker makes 2-pt dunk from 2 ft,79,94
334,3,2:05.0,Atlanta full timeout,,79,94
335,3,2:05.0,B. Fernando enters the game for J. Collins,,79,94
336,3,2:05.0,C. Reddish enters the game for K. Huerter,,79,94
337,3,2:05.0,,M. Belinelli enters the game for D. DeRozan,79,94
338,3,1:53.0,C. Reddish makes 2-pt jump shot from 10 ft,,81,94
339,3,1:53.0,Shooting foul by M. Belinelli (drawn by C. Reddish),,81,94
340,3,1:53.0,C. Reddish makes free throw 1 of 1,,82,94
341,3,1:37.0,,L. Walker makes 2-pt jump shot from 17 ft,82,96
342,3,1:17.0,C. Reddish misses 2-pt layup from 8 ft (block by J. Poeltl),,82,96
343,3,1:12.0,,Defensive rebound by M. Belinelli,82,96
344,3,1:08.0,,D. White misses 2-pt layup from 8 ft,82,96
345,3,1:04.0,Defensive rebound by B. Goodwin,,82,96
346,3,1:02.0,C. Reddish makes 3-pt jump shot from 27 ft (assist by B. Goodwin),,85,96
347,3,0:45.0,,L. Walker misses 2-pt layup from 5 ft,85,96
348,3,0:43.0,Defensive rebound by B. Fernando,,85,96
349,3,0:39.0,Shooting foul by L. Walker (drawn by B. Fernando),,85,96
350,3,0:39.0,B. Fernando misses free throw 1 of 2,,85,96
351,3,0:39.0,Offensive rebound by Team,,85,96
352,3,0:39.0,B. Fernando makes free throw 2 of 2,,86,96
353,3,0:30.0,,P. Mills misses 3-pt jump shot from 25 ft,86,96
354,3,0:27.0,,Offensive rebound by J. Poeltl,86,96
355,3,0:26.0,,L. Walker makes 3-pt jump shot from 26 ft (assist by J. Poeltl),86,99
356,3,0:04.0,B. Goodwin makes 2-pt jump shot from 8 ft,,88,99
357,3,0:00.0,,L. Walker misses 3-pt jump shot from 32 ft,88,99
358,3,0:00.0,,Offensive rebound by Team,88,99
359,4,11:43.0,B. Goodwin misses 3-pt jump shot from 24 ft,,88,99
360,4,11:42.0,Offensive rebound by Team,,88,99
361,4,11:42.0,,Loose ball foul by J. Poeltl (drawn by B. Fernando),88,99
362,4,11:39.0,Shooting foul by D. White (drawn by V. Carter),,88,99
363,4,11:39.0,V. Carter makes free throw 1 of 2,,89,99
364,4,11:39.0,V. Carter makes free throw 2 of 2,,90,99
365,4,11:26.0,,D. White makes 2-pt jump shot from 7 ft (assist by M. Belinelli),90,101
366,4,11:26.0,,Shooting foul by B. Goodwin (drawn by D. White),90,101
367,4,11:26.0,,D. White makes free throw 1 of 1,90,102
368,4,11:06.0,C. Reddish makes 3-pt jump shot from 27 ft,,93,102
369,4,10:52.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by L. Walker),93,105
370,4,10:36.0,Turnover by V. Carter (illegal assist),,93,105
371,4,10:20.0,,Shooting foul by B. Goodwin (drawn by D. White),93,105
372,4,10:20.0,,D. White makes free throw 1 of 2,93,106
373,4,10:20.0,J. Collins enters the game for B. Fernando,,93,106
374,4,10:20.0,,B. Forbes enters the game for L. Walker,93,106
375,4,10:20.0,,D. White makes free throw 2 of 2,93,107
376,4,10:00.0,V. Carter misses 3-pt jump shot from 24 ft,,93,107
377,4,9:57.0,Offensive rebound by D. Bembry,,93,107
378,4,9:55.0,Turnover by D. Bembry (lost ball; steal by P. Mills),,93,107
379,4,9:53.0,,Turnover by P. Mills (bad pass; steal by C. Reddish),93,107
380,4,9:53.0,Offensive foul by C. Reddish (drawn by D. White),,93,107
381,4,9:53.0,Turnover by C. Reddish (offensive foul),,93,107
