,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
81,1,0:30.0,,Offensive rebound by T. Davis,32,28
82,1,0:30.0,,T. Davis makes 2-pt layup from 2 ft,32,30
83,1,0:09.0,Turnover by M. Bamba (lost ball; steal by P. Siakam),,32,30
84,1,0:02.0,,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),32,32
85,1,0:00.0,D. Augustin misses 3-pt jump shot from 29 ft,,32,32
86,1,0:00.0,Offensive rebound by Team,,32,32
87,2,11:36.0,A. Gordon misses 3-pt jump shot from 27 ft,,32,32
88,2,11:36.0,Offensive rebound by Team,,32,32
89,2,11:36.0,Turnover by Team (shot clock),,32,32
90,2,11:28.0,,F. VanVleet makes 3-pt jump shot from 24 ft,32,35
91,2,11:08.0,A. Aminu misses 2-pt layup from 2 ft (block by C. Boucher),,32,35
92,2,11:04.0,,Defensive rebound by R. Hollis-Jefferson,32,35
93,2,10:59.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft (block by M. Bamba),32,35
94,2,10:59.0,,Offensive rebound by C. Boucher,32,35
95,2,10:59.0,,C. Boucher makes 2-pt dunk from 3 ft,32,37
96,2,10:45.0,A. Aminu misses 2-pt jump shot from 21 ft (block by T. Davis),,32,37
97,2,10:43.0,Offensive rebound by A. Aminu,,32,37
98,2,10:37.0,M. Bamba misses 2-pt layup from 5 ft,,32,37
99,2,10:36.0,,Defensive rebound by Team,32,37
100,2,10:21.0,,Shooting foul by A. Gordon (drawn by C. Boucher),32,37
101,2,10:21.0,,C. Boucher makes free throw 1 of 2,32,38
102,2,10:21.0,,C. Boucher makes free throw 2 of 2,32,39
103,2,10:04.0,Personal foul by O. Anunoby (drawn by A. Gordon),,32,39
104,2,10:02.0,M. Bamba misses 3-pt jump shot from 26 ft,,32,39
105,2,10:02.0,,Defensive rebound by T. Davis,32,39
106,2,9:51.0,,C. Boucher misses 3-pt jump shot from 25 ft,32,39
107,2,9:50.0,Defensive rebound by Team,,32,39
108,2,9:36.0,Turnover by M. Bamba (traveling),,32,39
109,2,9:25.0,,C. Boucher makes 2-pt dunk from 1 ft (assist by F. VanVleet),32,41
110,2,9:12.0,T. Ross makes 2-pt jump shot from 16 ft (assist by D. Augustin),,34,41
111,2,8:55.0,,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,34,41
112,2,8:52.0,Defensive rebound by A. Gordon,,34,41
113,2,8:37.0,D. Augustin misses 2-pt layup from 9 ft (block by O. Anunoby),,34,41
114,2,8:35.0,,Defensive rebound by O. Anunoby,34,41
115,2,8:33.0,,O. Anunoby misses 2-pt layup from 2 ft (block by M. Bamba),34,41
116,2,8:29.0,Defensive rebound by T. Ross,,34,41
117,2,8:27.0,Shooting foul by C. Boucher (drawn by A. Aminu),,34,41
118,2,8:27.0,A. Aminu misses free throw 1 of 2,,34,41
119,2,8:27.0,Offensive rebound by Team,,34,41
120,2,8:27.0,J. Isaac enters the game for M. Bamba,,34,41
121,2,8:27.0,N. Vučević enters the game for A. Gordon,,34,41
122,2,8:27.0,,M. Gasol enters the game for O. Anunoby,34,41
123,2,8:27.0,,N. Powell enters the game for F. VanVleet,34,41
124,2,8:27.0,A. Aminu misses free throw 2 of 2,,34,41
125,2,8:25.0,,Defensive rebound by Team,34,41
126,2,8:08.0,,C. Boucher misses 2-pt dunk from 3 ft (block by J. Isaac),34,41
127,2,8:05.0,Defensive rebound by A. Aminu,,34,41
128,2,8:02.0,T. Ross misses 3-pt jump shot from 23 ft,,34,41
129,2,8:00.0,Offensive rebound by N. Vučević,,34,41
130,2,7:54.0,J. Isaac misses 3-pt jump shot from 22 ft,,34,41
131,2,7:51.0,,Defensive rebound by T. Davis,34,41
132,2,7:40.0,,T. Davis makes 2-pt jump shot from 13 ft (assist by M. Gasol),34,43
133,2,7:26.0,D. Augustin misses 2-pt jump shot from 11 ft,,34,43
134,2,7:21.0,Offensive rebound by N. Vučević,,34,43
135,2,7:21.0,N. Vučević misses 2-pt layup at rim,,34,43
136,2,7:20.0,,Defensive rebound by R. Hollis-Jefferson,34,43
137,2,7:17.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Augustin),34,43
138,2,7:12.0,N. Vučević misses 3-pt jump shot from 26 ft,,34,43
139,2,7:10.0,Offensive rebound by T. Ross,,34,43
140,2,7:08.0,Turnover by T. Ross (bad pass; steal by R. Hollis-Jefferson),,34,43
141,2,7:01.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft,34,45
142,2,6:59.0,Orlando full timeout,,34,45
143,2,6:59.0,E. Fournier enters the game for A. Aminu,,34,45
144,2,6:49.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by J. Isaac),,37,45
145,2,6:29.0,,T. Davis makes 3-pt jump shot from 23 ft (assist by C. Boucher),37,48
146,2,6:15.0,Def 3 sec tech foul by Team,,37,48
147,2,6:15.0,E. Fournier makes technical free throw,,38,48
148,2,6:09.0,E. Fournier misses 2-pt jump shot from 12 ft,,38,48
149,2,6:06.0,,Defensive rebound by T. Davis,38,48
150,2,5:56.0,,C. Boucher misses 2-pt layup from 3 ft (block by T. Ross),38,48
151,2,5:54.0,Defensive rebound by E. Fournier,,38,48
152,2,5:52.0,T. Ross makes 2-pt dunk from 1 ft (assist by E. Fournier),,40,48
153,2,5:36.0,,N. Powell makes 2-pt layup from 2 ft (assist by M. Gasol),40,50
154,2,5:29.0,Orlando full timeout,,40,50
155,2,5:29.0,K. Birch enters the game for T. Ross,,40,50
156,2,5:29.0,M. Fultz enters the game for N. Vučević,,40,50
157,2,5:29.0,,P. Siakam enters the game for C. Boucher,40,50
158,2,5:18.0,M. Fultz misses 2-pt layup from 3 ft (block by M. Gasol),,40,50
159,2,5:18.0,Offensive rebound by Team,,40,50
160,2,5:09.0,E. Fournier misses 3-pt jump shot from 26 ft,,40,50
161,2,5:09.0,Offensive rebound by Team,,40,50
162,2,5:09.0,Turnover by Team (shot clock),,40,50
163,2,4:48.0,,N. Powell misses 3-pt jump shot from 25 ft,40,50
164,2,4:45.0,Defensive rebound by J. Isaac,,40,50
165,2,4:40.0,Shooting foul by T. Davis (drawn by D. Augustin),,40,50
166,2,4:40.0,D. Augustin misses free throw 1 of 2,,40,50
167,2,4:40.0,Offensive rebound by Team,,40,50
168,2,4:40.0,D. Augustin makes free throw 2 of 2,,41,50
169,2,4:32.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by T. Davis),41,53
170,2,4:21.0,K. Birch makes 2-pt jump shot from 9 ft (assist by M. Fultz),,43,53
171,2,4:04.0,,P. Siakam misses 3-pt jump shot from 23 ft,43,53
172,2,4:02.0,Defensive rebound by J. Isaac,,43,53
173,2,3:57.0,M. Fultz misses 2-pt dunk from 3 ft,,43,53
174,2,3:54.0,,Defensive rebound by N. Powell,43,53
175,2,3:50.0,,T. Davis misses 3-pt jump shot from 25 ft,43,53
176,2,3:49.0,Defensive rebound by Team,,43,53
177,2,3:49.0,T. Ross enters the game for D. Augustin,,43,53
178,2,3:49.0,,F. VanVleet enters the game for T. Davis,43,53
179,2,3:27.0,M. Fultz misses 2-pt jump shot from 15 ft,,43,53
180,2,3:23.0,,Defensive rebound by P. Siakam,43,53
181,2,3:16.0,,Personal foul by M. Fultz (drawn by N. Powell),43,53
182,2,3:06.0,,Personal foul by K. Birch (drawn by M. Gasol),43,53
183,2,3:04.0,,M. Gasol misses 3-pt jump shot from 25 ft,43,53
184,2,3:01.0,,Offensive rebound by P. Siakam,43,53
185,2,2:57.0,,Shooting foul by K. Birch (drawn by R. Hollis-Jefferson),43,53
186,2,2:57.0,,R. Hollis-Jefferson misses free throw 1 of 2,43,53
187,2,2:57.0,,Offensive rebound by Team,43,53
188,2,2:57.0,,R. Hollis-Jefferson misses free throw 2 of 2,43,53
189,2,2:55.0,Defensive rebound by J. Isaac,,43,53
190,2,2:31.0,M. Fultz makes 2-pt jump shot from 18 ft,,45,53
191,2,2:24.0,,Personal foul by M. Fultz (drawn by F. VanVleet),45,53
192,2,2:24.0,,F. VanVleet makes free throw 1 of 2,45,54
193,2,2:24.0,,O. Anunoby enters the game for R. Hollis-Jefferson,45,54
194,2,2:24.0,,F. VanVleet makes free throw 2 of 2,45,55
195,2,2:10.0,J. Isaac makes 2-pt dunk from 2 ft (assist by M. Fultz),,47,55
196,2,2:10.0,Shooting foul by M. Gasol (drawn by J. Isaac),,47,55
197,2,2:10.0,J. Isaac makes free throw 1 of 1,,48,55
198,2,2:00.0,,Turnover by P. Siakam (bad pass; steal by M. Fultz),48,55
199,2,1:57.0,M. Fultz makes 2-pt dunk from 1 ft,,50,55
200,2,1:43.0,,F. VanVleet misses 2-pt layup from 1 ft,50,55
201,2,1:43.0,Defensive rebound by K. Birch,,50,55
202,2,1:34.0,E. Fournier misses 2-pt jump shot from 19 ft,,50,55
203,2,1:32.0,,Defensive rebound by P. Siakam,50,55
204,2,1:25.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by P. Siakam),50,57
205,2,1:01.0,J. Isaac misses 2-pt jump shot from 18 ft,,50,57
206,2,0:59.0,,Defensive rebound by P. Siakam,50,57
207,2,0:54.0,,F. VanVleet makes 2-pt layup from 1 ft (assist by P. Siakam),50,59
208,2,0:43.0,Turnover by E. Fournier (traveling),,50,59
209,2,0:43.0,D. Augustin enters the game for M. Fultz,,50,59
210,2,0:34.0,,F. VanVleet misses 3-pt jump shot from 27 ft,50,59
211,2,0:31.0,Defensive rebound by J. Isaac,,50,59
212,2,0:25.0,E. Fournier misses 2-pt layup from 6 ft,,50,59
213,2,0:23.0,Offensive rebound by J. Isaac,,50,59
214,2,0:23.0,Shooting foul by O. Anunoby (drawn by J. Isaac),,50,59
215,2,0:23.0,J. Isaac makes free throw 1 of 2,,51,59
216,2,0:23.0,J. Isaac misses free throw 2 of 2,,51,59
217,2,0:22.0,Offensive rebound by J. Isaac,,51,59
218,2,0:20.0,J. Isaac misses 2-pt layup from 2 ft,,51,59
219,2,0:18.0,Offensive rebound by J. Isaac,,51,59
220,2,0:16.0,J. Isaac misses 2-pt layup from 3 ft,,51,59
221,2,0:16.0,Offensive rebound by J. Isaac,,51,59
222,2,0:07.0,J. Isaac misses 2-pt layup from 3 ft,,51,59
223,2,0:04.0,,Defensive rebound by F. VanVleet,51,59
224,2,0:04.0,,F. VanVleet makes 2-pt layup from 1 ft,51,61
225,2,0:04.0,Violation by Team (def goaltending),,51,61
226,2,0:00.0,Instant Replay (Request: Ruling Stands),,51,61
227,3,11:47.0,E. Fournier makes 2-pt jump shot from 14 ft (assist by M. Fultz),,53,61
228,3,11:22.0,,F. VanVleet makes 2-pt layup from 3 ft,53,63
229,3,11:02.0,K. Birch misses 2-pt jump shot from 9 ft,,53,63
230,3,11:02.0,Offensive rebound by A. Aminu,,53,63
231,3,11:02.0,Personal foul by F. VanVleet (drawn by A. Aminu),,53,63
232,3,10:49.0,M. Fultz misses 2-pt jump shot from 17 ft,,53,63
233,3,10:46.0,,Defensive rebound by P. Siakam,53,63
234,3,10:44.0,,Turnover by P. Siakam (bad pass; steal by E. Fournier),53,63
235,3,10:40.0,E. Fournier misses 2-pt layup from 1 ft (block by P. Siakam),,53,63
236,3,10:36.0,Offensive rebound by J. Isaac,,53,63
237,3,10:35.0,J. Isaac misses 2-pt dunk from 2 ft,,53,63
238,3,10:33.0,,Defensive rebound by P. Siakam,53,63
239,3,10:28.0,,Turnover by O. Anunoby (bad pass),53,63
240,3,10:28.0,,Loose ball foul by M. Gasol (drawn by J. Isaac),53,63
241,3,10:28.0,,Instant Replay (Request: Ruling Stands),53,63
242,3,10:13.0,M. Fultz makes 2-pt jump shot from 10 ft,,55,63
243,3,9:54.0,,M. Gasol makes 2-pt hook shot from 5 ft (assist by N. Powell),55,65
244,3,9:33.0,E. Fournier misses 3-pt jump shot from 24 ft,,55,65
245,3,9:32.0,Offensive rebound by Team,,55,65
246,3,9:32.0,,Loose ball foul by P. Siakam (drawn by K. Birch),55,65
247,3,9:24.0,M. Fultz misses 3-pt jump shot from 24 ft,,55,65
248,3,9:21.0,,Defensive rebound by O. Anunoby,55,65
249,3,9:10.0,,Turnover by F. VanVleet (bad pass; steal by E. Fournier),55,65
250,3,9:09.0,Personal take foul by N. Powell (drawn by E. Fournier),,55,65
251,3,8:51.0,K. Birch makes 2-pt jump shot from 6 ft (assist by M. Fultz),,57,65
252,3,8:41.0,,N. Powell makes 2-pt layup from 3 ft (assist by M. Gasol),57,67
253,3,8:26.0,Personal foul by F. VanVleet (drawn by E. Fournier),,57,67
254,3,8:26.0,E. Fournier makes free throw 1 of 2,,58,67
255,3,8:26.0,E. Fournier makes free throw 2 of 2,,59,67
256,3,8:14.0,,Personal foul by E. Fournier (drawn by N. Powell),59,67
257,3,8:00.0,,Turnover by Team (shot clock),59,67
258,3,7:50.0,M. Fultz makes 2-pt jump shot from 1 ft,,61,67
259,3,7:36.0,,O. Anunoby misses 3-pt jump shot from 22 ft,61,67
260,3,7:36.0,Defensive rebound by Team,,61,67
261,3,7:36.0,,Loose ball foul by N. Powell (drawn by J. Isaac),61,67
262,3,7:36.0,J. Isaac makes free throw 1 of 2,,62,67
263,3,7:36.0,J. Isaac misses free throw 2 of 2,,62,67
264,3,7:36.0,,Defensive rebound by M. Gasol,62,67
265,3,7:11.0,,F. VanVleet makes 2-pt layup from 4 ft,62,69
266,3,6:57.0,M. Fultz misses 2-pt jump shot from 15 ft,,62,69
267,3,6:55.0,,Defensive rebound by O. Anunoby,62,69
268,3,6:47.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by F. VanVleet),62,72
269,3,6:30.0,E. Fournier makes 3-pt jump shot from 25 ft,,65,72
270,3,6:16.0,,P. Siakam misses 2-pt layup from 3 ft (block by J. Isaac),65,72
271,3,6:15.0,Defensive rebound by Team,,65,72
272,3,6:15.0,,Toronto full timeout,65,72
273,3,6:15.0,,Instant Replay (Challenge: Ruling Stands),65,72
274,3,6:15.0,W. Iwundu enters the game for A. Aminu,,65,72
275,3,6:00.0,W. Iwundu misses 3-pt jump shot from 23 ft,,65,72
276,3,6:00.0,,Defensive rebound by Team,65,72
277,3,5:41.0,,P. Siakam misses 2-pt jump shot from 20 ft,65,72
278,3,5:39.0,Defensive rebound by K. Birch,,65,72
279,3,5:17.0,Turnover by Team (shot clock),,65,72
280,3,4:52.0,,F. VanVleet misses 2-pt jump shot from 12 ft,65,72
281,3,4:50.0,Defensive rebound by W. Iwundu,,65,72
282,3,4:38.0,Turnover by E. Fournier (bad pass),,65,72
283,3,4:38.0,D. Augustin enters the game for E. Fournier,,65,72
284,3,4:38.0,T. Ross enters the game for M. Fultz,,65,72
285,3,4:24.0,,F. VanVleet misses 2-pt jump shot from 10 ft,65,72
286,3,4:23.0,,Offensive rebound by Team,65,72
287,3,4:18.0,,F. VanVleet misses 3-pt jump shot from 26 ft,65,72
288,3,4:15.0,Defensive rebound by J. Isaac,,65,72
289,3,4:08.0,D. Augustin misses 3-pt jump shot from 24 ft,,65,72
290,3,4:05.0,,Defensive rebound by O. Anunoby,65,72
291,3,4:00.0,,Shooting foul by D. Augustin (drawn by F. VanVleet),65,72
292,3,4:00.0,,F. VanVleet misses free throw 1 of 2,65,72
293,3,4:00.0,,Offensive rebound by Team,65,72
294,3,4:00.0,M. Bamba enters the game for K. Birch,,65,72
295,3,4:00.0,,T. Davis enters the game for O. Anunoby,65,72
296,3,4:00.0,,R. Hollis-Jefferson enters the game for N. Powell,65,72
297,3,4:00.0,,F. VanVleet makes free throw 2 of 2,65,73
298,3,3:46.0,J. Isaac misses 3-pt jump shot from 24 ft,,65,73
299,3,3:44.0,,Defensive rebound by R. Hollis-Jefferson,65,73
300,3,3:25.0,,T. Davis misses 2-pt jump shot from 21 ft,65,73
301,3,3:22.0,Defensive rebound by W. Iwundu,,65,73
302,3,3:06.0,Turnover by W. Iwundu (lost ball; steal by F. VanVleet),,65,73
303,3,2:50.0,,F. VanVleet makes 2-pt layup from 3 ft,65,75
304,3,2:29.0,Orlando full timeout,,65,75
305,3,2:29.0,A. Aminu enters the game for J. Isaac,,65,75
306,3,2:27.0,Personal foul by M. Gasol (drawn by T. Ross),,65,75
307,3,2:27.0,T. Ross makes free throw 1 of 2,,66,75
308,3,2:27.0,T. Ross misses free throw 2 of 2,,66,75
309,3,2:23.0,,Defensive rebound by M. Gasol,66,75
310,3,2:07.0,,P. Siakam misses 2-pt layup from 2 ft,66,75
311,3,2:04.0,Defensive rebound by D. Augustin,,66,75
312,3,1:42.0,T. Ross misses 2-pt jump shot from 11 ft,,66,75
313,3,1:40.0,Offensive rebound by W. Iwundu,,66,75
314,3,1:38.0,D. Augustin misses 3-pt jump shot from 24 ft,,66,75
315,3,1:35.0,,Defensive rebound by R. Hollis-Jefferson,66,75
316,3,1:23.0,,Turnover by R. Hollis-Jefferson (bad pass),66,75
317,3,1:23.0,,C. Boucher enters the game for M. Gasol,66,75
318,3,1:23.0,,N. Powell enters the game for P. Siakam,66,75
319,3,1:12.0,D. Augustin misses 2-pt jump shot from 10 ft,,66,75
320,3,1:11.0,Offensive rebound by W. Iwundu,,66,75
321,3,1:11.0,Shooting foul by R. Hollis-Jefferson (drawn by W. Iwundu),,66,75
322,3,1:11.0,,Toronto full timeout,66,75
323,3,1:11.0,,Instant Replay (Challenge: Ruling Stands),66,75
324,3,1:11.0,W. Iwundu makes free throw 1 of 2,,67,75
325,3,1:11.0,W. Iwundu makes free throw 2 of 2,,68,75
326,3,0:59.0,,N. Powell makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),68,77
327,3,0:44.0,T. Ross misses 3-pt jump shot from 25 ft,,68,77
328,3,0:42.0,,Defensive rebound by C. Boucher,68,77
329,3,0:31.0,,Turnover by F. VanVleet (bad pass; steal by T. Ross),68,77
330,3,0:22.0,T. Ross misses 3-pt jump shot from 25 ft,,68,77
331,3,0:18.0,Offensive rebound by A. Aminu,,68,77
332,3,0:17.0,Turnover by D. Augustin (out of bounds lost ball),,68,77
333,3,0:17.0,E. Fournier enters the game for M. Bamba,,68,77
334,3,0:17.0,,M. Thomas enters the game for R. Hollis-Jefferson,68,77
335,3,0:01.0,,C. Boucher makes 2-pt layup from 3 ft (assist by F. VanVleet),68,79
336,4,11:48.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,68,79
337,4,11:46.0,Defensive rebound by M. Bamba,,68,79
338,4,11:31.0,D. Augustin misses 2-pt jump shot from 17 ft,,68,79
339,4,11:31.0,,Defensive rebound by Team,68,79
340,4,11:22.0,,F. VanVleet misses 2-pt layup from 3 ft,68,79
341,4,11:17.0,,Offensive rebound by C. Boucher,68,79
342,4,11:17.0,,C. Boucher makes 2-pt dunk at rim,68,81
343,4,10:57.0,Turnover by A. Aminu (lost ball; steal by F. VanVleet),,68,81
344,4,10:54.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by N. Powell),68,83
345,4,10:54.0,Orlando full timeout,,68,83
346,4,10:43.0,M. Bamba makes 2-pt layup from 2 ft (assist by D. Augustin),,70,83
347,4,10:18.0,,T. Davis misses 3-pt jump shot from 25 ft,70,83
348,4,10:15.0,,Offensive rebound by C. Boucher,70,83
349,4,10:14.0,,C. Boucher misses 2-pt layup from 2 ft,70,83
350,4,10:14.0,,Offensive rebound by C. Boucher,70,83
351,4,10:09.0,,C. Boucher makes 2-pt layup at rim,70,85
352,4,9:53.0,T. Ross misses 3-pt jump shot from 25 ft,,70,85
353,4,9:53.0,,Defensive rebound by Team,70,85
354,4,9:53.0,Loose ball foul by M. Bamba (drawn by C. Boucher),,70,85
355,4,9:45.0,,F. VanVleet makes 2-pt layup from 3 ft,70,87
356,4,9:23.0,T. Ross makes 3-pt jump shot from 23 ft (assist by M. Bamba),,73,87
357,4,9:10.0,,C. Boucher misses 3-pt jump shot from 26 ft,73,87
358,4,9:08.0,Defensive rebound by D. Augustin,,73,87
359,4,9:02.0,T. Ross makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,76,87
360,4,8:49.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by F. VanVleet),76,89
361,4,8:49.0,,Shooting foul by A. Aminu (drawn by R. Hollis-Jefferson),76,89
362,4,8:49.0,,R. Hollis-Jefferson misses free throw 1 of 1,76,89
363,4,8:47.0,Defensive rebound by M. Bamba,,76,89
364,4,8:36.0,Shooting foul by C. Boucher (drawn by W. Iwundu),,76,89
365,4,8:36.0,W. Iwundu makes free throw 1 of 2,,77,89
366,4,8:36.0,J. Isaac enters the game for A. Aminu,,77,89
367,4,8:36.0,,P. Siakam enters the game for F. VanVleet,77,89
368,4,8:36.0,W. Iwundu makes free throw 2 of 2,,78,89
369,4,8:19.0,,Personal foul by M. Bamba (drawn by C. Boucher),78,89
370,4,8:10.0,,N. Powell misses 2-pt layup from 9 ft (block by M. Bamba),78,89
371,4,8:08.0,,Offensive rebound by Team,78,89
372,4,8:08.0,E. Fournier enters the game for W. Iwundu,,78,89
373,4,8:04.0,,N. Powell misses 3-pt jump shot from 23 ft,78,89
374,4,8:01.0,,Offensive rebound by C. Boucher,78,89
375,4,7:50.0,,P. Siakam misses 2-pt layup from 2 ft (block by J. Isaac),78,89
376,4,7:50.0,,Offensive rebound by C. Boucher,78,89
377,4,7:48.0,,Turnover by Team (shot clock),78,89
378,4,7:48.0,K. Birch enters the game for M. Bamba,,78,89
379,4,7:26.0,Shooting foul by P. Siakam (drawn by K. Birch),,78,89
380,4,7:26.0,K. Birch makes free throw 1 of 2,,79,89
