,QUARTER,TIME_REMAINING,MIAMI_ACTION,CLEVELAND_ACTION,MIAMI_SCORE,CLEVELAND_SCORE
0,1,11:37.0,J. Butler misses 2-pt jump shot from 20 ft,,0,0
1,1,11:33.0,,Defensive rebound by C. Osman,0,0
2,1,11:24.0,,T. Thompson misses 2-pt layup from 1 ft,0,0
3,1,11:21.0,Defensive rebound by M. Leonard,,0,0
4,1,11:10.0,K. Nunn makes 3-pt jump shot from 26 ft (assist by M. Leonard),,3,0
5,1,10:52.0,,D. Garland misses 3-pt jump shot from 27 ft,3,0
6,1,10:49.0,Defensive rebound by B. Adebayo,,3,0
7,1,10:34.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by M. Leonard),,6,0
8,1,10:20.0,,K. Love misses 3-pt jump shot from 25 ft,6,0
9,1,10:18.0,Defensive rebound by B. Adebayo,,6,0
10,1,10:12.0,M. Leonard makes 3-pt jump shot from 28 ft (assist by K. Nunn),,9,0
11,1,10:10.0,,Cleveland full timeout,9,0
12,1,9:55.0,,C. Sexton makes 2-pt jump shot from 14 ft (assist by T. Thompson),9,2
13,1,9:37.0,B. Adebayo misses 2-pt hook shot from 9 ft,,9,2
14,1,9:36.0,,Defensive rebound by K. Love,9,2
15,1,9:26.0,,C. Sexton misses 2-pt jump shot from 10 ft,9,2
16,1,9:26.0,,Offensive rebound by Team,9,2
17,1,9:26.0,Loose ball foul by D. Robinson (drawn by T. Thompson),,9,2
18,1,9:12.0,,Personal foul by D. Robinson (drawn by D. Garland),9,2
19,1,9:12.0,T. Herro enters the game for D. Robinson,,9,2
20,1,9:07.0,,K. Love makes 2-pt jump shot from 15 ft,9,4
21,1,8:56.0,K. Nunn misses 2-pt jump shot from 8 ft,,9,4
22,1,8:53.0,,Defensive rebound by D. Garland,9,4
23,1,8:37.0,,Personal foul by T. Herro (drawn by K. Love),9,4
24,1,8:30.0,,C. Sexton misses 2-pt jump shot from 9 ft,9,4
25,1,8:26.0,Defensive rebound by B. Adebayo,,9,4
26,1,8:14.0,K. Nunn makes 2-pt layup from 2 ft (assist by M. Leonard),,11,4
27,1,8:03.0,,Turnover by D. Garland (lost ball; steal by J. Butler),11,4
28,1,8:01.0,J. Butler makes 2-pt dunk from 1 ft (assist by K. Nunn),,13,4
29,1,7:37.0,,C. Osman misses 2-pt jump shot from 18 ft,13,4
30,1,7:35.0,Defensive rebound by M. Leonard,,13,4
31,1,7:29.0,T. Herro misses 3-pt jump shot from 23 ft,,13,4
32,1,7:27.0,,Defensive rebound by K. Love,13,4
33,1,7:21.0,,Turnover by T. Thompson (lost ball; steal by K. Nunn),13,4
34,1,7:13.0,K. Nunn makes 2-pt layup at rim,,15,4
35,1,6:54.0,,C. Osman makes 2-pt jump shot from 5 ft (assist by C. Sexton),15,6
36,1,6:34.0,B. Adebayo misses 3-pt jump shot from 24 ft,,15,6
37,1,6:30.0,,Defensive rebound by C. Sexton,15,6
38,1,6:28.0,,C. Sexton makes 2-pt layup at rim,15,8
39,1,6:28.0,,Shooting foul by K. Nunn (drawn by C. Sexton),15,8
40,1,6:28.0,,C. Sexton makes free throw 1 of 1,15,9
41,1,6:14.0,T. Herro misses 3-pt jump shot from 24 ft,,15,9
42,1,6:11.0,,Defensive rebound by C. Osman,15,9
43,1,6:01.0,,C. Osman misses 2-pt layup from 1 ft (block by B. Adebayo),15,9
44,1,5:57.0,Defensive rebound by K. Nunn,,15,9
45,1,5:53.0,M. Leonard makes 2-pt layup from 1 ft (assist by B. Adebayo),,17,9
46,1,5:27.0,,Turnover by C. Osman (traveling),17,9
47,1,5:27.0,G. Dragić enters the game for T. Herro,,17,9
48,1,5:27.0,,J. Clarkson enters the game for D. Garland,17,9
49,1,5:27.0,,L. Nance enters the game for K. Love,17,9
50,1,5:15.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Adebayo),,19,9
51,1,5:02.0,,J. Clarkson makes 2-pt jump shot from 2 ft (assist by C. Sexton),19,11
52,1,4:44.0,B. Adebayo makes 2-pt hook shot from 18 ft (assist by G. Dragić),,21,11
53,1,4:27.0,,J. Clarkson misses 2-pt jump shot from 9 ft,21,11
54,1,4:23.0,Defensive rebound by K. Nunn,,21,11
55,1,4:20.0,Turnover by B. Adebayo (bad pass; steal by T. Thompson),,21,11
56,1,4:14.0,,J. Clarkson misses 3-pt jump shot from 26 ft,21,11
57,1,4:12.0,,Offensive rebound by L. Nance,21,11
58,1,4:12.0,,K. Porter enters the game for C. Osman,21,11
