,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHARLOTTE_ACTION,ORLANDO_SCORE,CHARLOTTE_SCORE
83,1,2:17.0,,Defensive rebound by M. Monk,25,20
84,1,2:15.0,,C. Martin makes 2-pt dunk from 1 ft (assist by M. Monk),25,22
85,1,1:48.0,Turnover by Team (shot clock),,25,22
86,1,1:29.0,,Turnover by W. Hernangómez (traveling),25,22
87,1,1:12.0,B. Johnson misses 2-pt layup from 2 ft,,25,22
88,1,1:10.0,,Defensive rebound by W. Hernangómez,25,22
89,1,1:00.0,,D. Graham misses 3-pt jump shot from 26 ft,25,22
90,1,0:57.0,Defensive rebound by T. Ross,,25,22
91,1,0:51.0,Turnover by T. Ross (lost ball; steal by C. Martin),,25,22
92,1,0:48.0,,Shooting foul by M. Bamba (drawn by M. Monk),25,22
93,1,0:48.0,,M. Monk makes free throw 1 of 2,25,23
94,1,0:48.0,,M. Monk makes free throw 2 of 2,25,24
95,1,0:31.0,T. Ross misses 3-pt jump shot from 26 ft,,25,24
96,1,0:27.0,,Defensive rebound by W. Hernangómez,25,24
97,1,0:08.0,,M. Monk misses 2-pt jump shot from 16 ft,25,24
98,1,0:04.0,,Offensive rebound by C. Martin,25,24
99,1,0:03.0,,W. Hernangómez misses 3-pt jump shot from 28 ft,25,24
100,1,0:03.0,Defensive rebound by Team,,25,24
101,2,11:43.0,Turnover by E. Fournier (bad pass; steal by D. Graham),,25,24
102,2,11:38.0,,M. Monk misses 2-pt layup from 3 ft (block by G. Clark),25,24
103,2,11:35.0,Defensive rebound by T. Ross,,25,24
104,2,11:27.0,M. Bamba makes 2-pt layup from 3 ft (assist by T. Ross),,27,24
105,2,11:08.0,,C. Zeller makes 2-pt hook shot from 3 ft (assist by M. Monk),27,26
106,2,10:53.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,30,26
107,2,10:40.0,,C. Zeller misses 2-pt layup from 3 ft (block by M. Bamba),30,26
108,2,10:40.0,,Offensive rebound by Team,30,26
109,2,10:40.0,,Personal foul by E. Fournier (drawn by C. Zeller),30,26
110,2,10:33.0,,C. Martin makes 3-pt jump shot from 24 ft (assist by M. Williams),30,29
111,2,10:24.0,Orlando full timeout,,30,29
112,2,10:24.0,,D. Bacon enters the game for M. Monk,30,29
113,2,10:11.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,33,29
114,2,9:44.0,,D. Bacon misses 2-pt layup from 5 ft,33,29
115,2,9:42.0,,Offensive rebound by C. Martin,33,29
116,2,9:38.0,,C. Zeller makes 2-pt dunk from 2 ft (assist by M. Williams),33,31
117,2,9:26.0,Personal foul by D. Graham (drawn by E. Fournier),,33,31
118,2,9:26.0,A. Gordon enters the game for G. Clark,,33,31
119,2,9:23.0,Turnover by E. Fournier (bad pass; steal by C. Zeller),,33,31
120,2,9:19.0,,C. Zeller makes 2-pt dunk from 2 ft,33,33
121,2,9:02.0,T. Ross makes 3-pt jump shot from 23 ft (assist by E. Fournier),,36,33
122,2,8:50.0,,Turnover by D. Graham (bad pass; steal by M. Carter-Williams),36,33
123,2,8:49.0,Personal take foul by C. Martin (drawn by M. Carter-Williams),,36,33
124,2,8:33.0,A. Gordon misses 3-pt jump shot from 26 ft,,36,33
125,2,8:29.0,Offensive rebound by M. Bamba,,36,33
126,2,8:28.0,E. Fournier misses 2-pt jump shot from 2 ft,,36,33
127,2,8:28.0,Offensive rebound by M. Bamba,,36,33
128,2,8:21.0,M. Bamba makes 2-pt dunk at rim,,38,33
129,2,8:14.0,,Shooting foul by M. Bamba (drawn by C. Zeller),38,33
130,2,8:14.0,,C. Zeller misses free throw 1 of 2,38,33
131,2,8:14.0,,Offensive rebound by Team,38,33
132,2,8:14.0,N. Vučević enters the game for M. Bamba,,38,33
133,2,8:14.0,,M. Bridges enters the game for D. Graham,38,33
134,2,8:14.0,,T. Rozier enters the game for M. Williams,38,33
135,2,8:14.0,,C. Zeller makes free throw 2 of 2,38,34
136,2,8:00.0,E. Fournier makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,40,34
137,2,7:43.0,,Turnover by D. Bacon (step out of bounds),40,34
138,2,7:43.0,M. Fultz enters the game for E. Fournier,,40,34
139,2,7:30.0,T. Ross misses 3-pt jump shot from 25 ft,,40,34
140,2,7:30.0,,Defensive rebound by Team,40,34
141,2,7:12.0,,C. Zeller makes 2-pt jump shot from 6 ft (assist by M. Bridges),40,36
142,2,6:57.0,Turnover by A. Gordon (bad pass; steal by C. Martin),,40,36
143,2,6:54.0,,C. Martin makes 2-pt dunk from 1 ft,40,38
144,2,6:47.0,Personal foul by D. Bacon (drawn by M. Carter-Williams),,40,38
145,2,6:47.0,,W. Hernangómez enters the game for C. Zeller,40,38
146,2,6:30.0,A. Gordon misses 2-pt jump shot from 11 ft,,40,38
147,2,6:28.0,,Defensive rebound by D. Bacon,40,38
148,2,6:13.0,,Shooting foul by N. Vučević (drawn by W. Hernangómez),40,38
149,2,6:13.0,,W. Hernangómez misses free throw 1 of 2,40,38
150,2,6:13.0,,Offensive rebound by Team,40,38
151,2,6:13.0,W. Iwundu enters the game for T. Ross,,40,38
152,2,6:13.0,,M. Monk enters the game for C. Martin,40,38
153,2,6:13.0,,W. Hernangómez misses free throw 2 of 2,40,38
154,2,6:10.0,,Offensive rebound by M. Bridges,40,38
155,2,6:05.0,,M. Monk makes 2-pt dunk from 1 ft (assist by D. Bacon),40,40
156,2,5:44.0,W. Iwundu misses 2-pt layup from 3 ft (block by M. Bridges),,40,40
157,2,5:41.0,,Defensive rebound by W. Hernangómez,40,40
158,2,5:39.0,,Offensive foul by W. Hernangómez (drawn by M. Fultz),40,40
159,2,5:39.0,,Turnover by W. Hernangómez (offensive foul),40,40
160,2,5:24.0,N. Vučević makes 2-pt layup from 2 ft (assist by M. Fultz),,42,40
161,2,5:06.0,,T. Rozier misses 3-pt jump shot from 23 ft,42,40
162,2,5:03.0,Defensive rebound by A. Gordon,,42,40
163,2,4:53.0,M. Carter-Williams makes 2-pt layup from 1 ft (assist by N. Vučević),,44,40
164,2,4:53.0,,Charlotte full timeout,44,40
165,2,4:53.0,,D. Graham enters the game for D. Bacon,44,40
166,2,4:45.0,,Shooting foul by A. Gordon (drawn by M. Bridges),44,40
167,2,4:45.0,,M. Bridges makes free throw 1 of 2,44,41
168,2,4:45.0,,M. Bridges makes free throw 2 of 2,44,42
169,2,4:24.0,W. Iwundu misses 2-pt jump shot from 11 ft,,44,42
170,2,4:22.0,,Defensive rebound by T. Rozier,44,42
171,2,4:13.0,,M. Monk misses 2-pt jump shot from 6 ft,44,42
172,2,4:11.0,,Offensive rebound by M. Monk,44,42
173,2,4:07.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by M. Bridges),44,45
174,2,3:50.0,M. Fultz makes 3-pt jump shot from 25 ft (assist by N. Vučević),,47,45
175,2,3:38.0,,D. Graham misses 3-pt jump shot from 26 ft,47,45
176,2,3:36.0,Defensive rebound by N. Vučević,,47,45
177,2,3:27.0,M. Fultz makes 2-pt jump shot from 17 ft,,49,45
178,2,3:08.0,,M. Monk misses 3-pt jump shot from 23 ft,49,45
179,2,3:06.0,,Offensive rebound by M. Monk,49,45
180,2,3:05.0,,M. Monk makes 2-pt layup from 1 ft,49,47
181,2,2:44.0,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by N. Vučević),,52,47
182,2,2:23.0,,W. Hernangómez makes 2-pt layup from 4 ft (assist by T. Rozier),52,49
183,2,2:05.0,M. Fultz misses 3-pt jump shot from 25 ft,,52,49
184,2,2:01.0,,Defensive rebound by W. Hernangómez,52,49
185,2,1:59.0,,Shooting foul by M. Fultz (drawn by T. Rozier),52,49
186,2,1:59.0,,T. Rozier misses free throw 1 of 3,52,49
187,2,1:59.0,,Offensive rebound by Team,52,49
188,2,1:59.0,,T. Rozier makes free throw 2 of 3,52,50
189,2,1:59.0,E. Fournier enters the game for M. Carter-Williams,,52,50
190,2,1:59.0,T. Ross enters the game for W. Iwundu,,52,50
191,2,1:59.0,,C. Zeller enters the game for W. Hernangómez,52,50
192,2,1:59.0,,T. Rozier makes free throw 3 of 3,52,51
193,2,1:40.0,M. Fultz makes 2-pt layup from 1 ft (assist by A. Gordon),,54,51
194,2,1:32.0,,M. Bridges misses 2-pt layup from 3 ft,54,51
195,2,1:29.0,Defensive rebound by N. Vučević,,54,51
196,2,1:20.0,N. Vučević misses 2-pt layup from 2 ft,,54,51
197,2,1:20.0,Offensive rebound by A. Gordon,,54,51
198,2,1:20.0,Shooting foul by M. Bridges (drawn by A. Gordon),,54,51
199,2,1:20.0,A. Gordon misses free throw 1 of 2,,54,51
200,2,1:20.0,Offensive rebound by Team,,54,51
201,2,1:20.0,A. Gordon misses free throw 2 of 2,,54,51
202,2,1:16.0,,Defensive rebound by M. Monk,54,51
203,2,1:01.0,,C. Zeller misses 2-pt hook shot from 3 ft,54,51
204,2,0:59.0,Defensive rebound by E. Fournier,,54,51
205,2,0:46.0,E. Fournier misses 2-pt jump shot from 6 ft,,54,51
206,2,0:45.0,Offensive rebound by N. Vučević,,54,51
207,2,0:44.0,N. Vučević misses 2-pt layup from 2 ft,,54,51
208,2,0:44.0,Offensive rebound by N. Vučević,,54,51
209,2,0:43.0,N. Vučević makes 2-pt layup at rim,,56,51
210,2,0:31.0,,T. Rozier makes 3-pt jump shot from 26 ft,56,54
211,2,0:08.0,N. Vučević misses 3-pt jump shot from 25 ft,,56,54
212,2,0:05.0,,Defensive rebound by Team,56,54
213,3,11:52.0,Personal foul by M. Bridges (drawn by N. Vučević),,56,54
214,3,11:38.0,E. Fournier makes 2-pt layup from 2 ft (assist by A. Gordon),,58,54
215,3,11:14.0,,D. Bacon misses 2-pt jump shot from 14 ft,58,54
216,3,11:12.0,Defensive rebound by E. Fournier,,58,54
217,3,11:05.0,Turnover by E. Fournier (bad pass; steal by D. Bacon),,58,54
218,3,10:55.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Graham),58,57
219,3,10:31.0,A. Gordon misses 2-pt jump shot from 17 ft,,58,57
220,3,10:28.0,,Defensive rebound by M. Bridges,58,57
221,3,10:13.0,,T. Rozier misses 3-pt jump shot from 23 ft,58,57
222,3,10:10.0,Defensive rebound by W. Iwundu,,58,57
223,3,9:50.0,Turnover by M. Fultz (lost ball; steal by M. Bridges),,58,57
224,3,9:50.0,,Personal foul by W. Iwundu (drawn by M. Bridges),58,57
225,3,9:35.0,,T. Rozier makes 2-pt layup from 2 ft (assist by C. Zeller),58,59
226,3,9:22.0,E. Fournier makes 2-pt jump shot from 22 ft (assist by N. Vučević),,60,59
227,3,9:00.0,,M. Bridges misses 3-pt jump shot from 24 ft,60,59
228,3,8:59.0,Defensive rebound by Team,,60,59
229,3,8:50.0,N. Vučević makes 2-pt layup from 2 ft (assist by M. Fultz),,62,59
230,3,8:50.0,Shooting foul by C. Zeller (drawn by N. Vučević),,62,59
231,3,8:50.0,N. Vučević misses free throw 1 of 1,,62,59
232,3,8:47.0,,Defensive rebound by D. Bacon,62,59
233,3,8:41.0,,D. Bacon misses 3-pt jump shot from 25 ft,62,59
234,3,8:38.0,Defensive rebound by A. Gordon,,62,59
235,3,8:25.0,W. Iwundu misses 3-pt jump shot from 23 ft,,62,59
236,3,8:20.0,Offensive rebound by A. Gordon,,62,59
237,3,8:20.0,A. Gordon makes 2-pt layup from 1 ft,,64,59
238,3,8:04.0,,D. Graham makes 2-pt jump shot from 14 ft (assist by D. Bacon),64,61
239,3,7:45.0,W. Iwundu makes 2-pt dunk from 2 ft (assist by A. Gordon),,66,61
240,3,7:45.0,,Charlotte full timeout,66,61
241,3,7:45.0,,M. Monk enters the game for D. Bacon,66,61
242,3,7:33.0,,Turnover by D. Graham (bad pass; steal by M. Fultz),66,61
243,3,7:28.0,Shooting foul by T. Rozier (drawn by A. Gordon),,66,61
244,3,7:28.0,A. Gordon makes free throw 1 of 2,,67,61
245,3,7:28.0,A. Gordon makes free throw 2 of 2,,68,61
246,3,7:07.0,,D. Graham misses 2-pt jump shot from 16 ft,68,61
247,3,7:03.0,Defensive rebound by A. Gordon,,68,61
248,3,6:55.0,N. Vučević misses 3-pt jump shot from 26 ft,,68,61
249,3,6:53.0,,Defensive rebound by T. Rozier,68,61
250,3,6:37.0,,C. Zeller misses 2-pt layup from 3 ft,68,61
251,3,6:35.0,Defensive rebound by N. Vučević,,68,61
252,3,6:22.0,M. Fultz misses 2-pt layup from 3 ft,,68,61
253,3,6:22.0,,Defensive rebound by C. Zeller,68,61
254,3,6:22.0,,Personal foul by M. Fultz (drawn by C. Zeller),68,61
255,3,6:22.0,T. Ross enters the game for W. Iwundu,,68,61
256,3,6:22.0,,C. Martin enters the game for D. Graham,68,61
257,3,6:00.0,,M. Monk misses 2-pt jump shot from 8 ft,68,61
258,3,5:57.0,Defensive rebound by E. Fournier,,68,61
259,3,5:52.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Fultz),,71,61
260,3,5:35.0,,M. Bridges misses 2-pt layup from 1 ft,71,61
261,3,5:33.0,Defensive rebound by A. Gordon,,71,61
262,3,5:23.0,N. Vučević misses 2-pt hook shot from 7 ft,,71,61
263,3,5:21.0,,Defensive rebound by M. Bridges,71,61
264,3,5:05.0,,T. Rozier makes 2-pt jump shot from 7 ft,71,63
265,3,4:52.0,E. Fournier misses 3-pt jump shot from 26 ft,,71,63
266,3,4:49.0,,Defensive rebound by C. Martin,71,63
267,3,4:46.0,,C. Zeller makes 2-pt layup from 1 ft (assist by C. Martin),71,65
268,3,4:45.0,Orlando full timeout,,71,65
269,3,4:45.0,W. Iwundu enters the game for E. Fournier,,71,65
270,3,4:45.0,,W. Hernangómez enters the game for M. Bridges,71,65
271,3,4:45.0,,M. Williams enters the game for C. Zeller,71,65
272,3,4:22.0,Turnover by M. Fultz (bad pass; steal by M. Monk),,71,65
273,3,4:18.0,,M. Williams makes 2-pt layup from 1 ft (assist by M. Monk),71,67
274,3,3:59.0,N. Vučević misses 3-pt jump shot from 26 ft,,71,67
275,3,3:57.0,,Defensive rebound by T. Rozier,71,67
276,3,3:47.0,,Turnover by M. Monk (bad pass; steal by M. Fultz),71,67
277,3,3:42.0,A. Gordon makes 2-pt dunk from 1 ft (assist by M. Fultz),,73,67
278,3,3:21.0,,C. Martin makes 2-pt layup from 1 ft (assist by W. Hernangómez),73,69
279,3,3:03.0,M. Fultz makes 2-pt jump shot from 11 ft,,75,69
280,3,2:39.0,,M. Monk misses 2-pt layup from 3 ft,75,69
281,3,2:36.0,Defensive rebound by A. Gordon,,75,69
282,3,2:30.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by W. Iwundu),,78,69
283,3,2:11.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Monk),78,71
284,3,1:55.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by T. Ross),,80,71
285,3,1:40.0,,W. Hernangómez makes 2-pt jump shot from 10 ft (assist by C. Martin),80,73
286,3,1:24.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by A. Gordon),,83,73
287,3,1:06.0,,W. Hernangómez misses 2-pt layup from 1 ft,83,73
288,3,1:03.0,,Offensive rebound by W. Hernangómez,83,73
289,3,1:02.0,,W. Hernangómez makes 2-pt layup from 1 ft,83,75
290,3,0:48.0,W. Iwundu misses 3-pt jump shot from 23 ft,,83,75
291,3,0:44.0,,Defensive rebound by C. Martin,83,75
292,3,0:40.0,,C. Martin makes 2-pt layup from 1 ft,83,77
293,3,0:24.0,A. Gordon makes 2-pt jump shot from 12 ft (assist by M. Fultz),,85,77
294,3,0:00.0,,M. Monk misses 2-pt layup from 2 ft,85,77
295,3,0:00.0,Defensive rebound by W. Iwundu,,85,77
296,4,11:33.0,,M. Williams misses 3-pt jump shot from 25 ft,85,77
297,4,11:31.0,Defensive rebound by T. Ross,,85,77
298,4,11:19.0,M. Carter-Williams makes 2-pt layup from 6 ft,,87,77
299,4,11:19.0,Shooting foul by D. Graham (drawn by M. Carter-Williams),,87,77
300,4,11:19.0,,M. Bridges enters the game for M. Monk,87,77
301,4,11:19.0,M. Carter-Williams makes free throw 1 of 1,,88,77
302,4,11:03.0,,C. Zeller misses 2-pt layup from 1 ft,88,77
303,4,11:01.0,Defensive rebound by M. Bamba,,88,77
304,4,10:45.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by M. Bamba),,91,77
305,4,10:25.0,,M. Bridges misses 3-pt jump shot from 26 ft,91,77
306,4,10:21.0,Defensive rebound by M. Bamba,,91,77
307,4,10:04.0,Personal foul by D. Graham (drawn by E. Fournier),,91,77
308,4,9:56.0,Turnover by M. Bamba (3 sec),,91,77
309,4,9:44.0,,C. Zeller makes 2-pt layup from 1 ft (assist by D. Graham),91,79
310,4,9:32.0,E. Fournier misses 3-pt jump shot from 26 ft,,91,79
311,4,9:29.0,Offensive rebound by M. Bamba,,91,79
312,4,9:29.0,M. Bamba makes 2-pt layup from 3 ft,,93,79
313,4,9:13.0,,M. Bridges misses 2-pt layup from 2 ft (block by M. Bamba),93,79
314,4,9:08.0,Defensive rebound by M. Bamba,,93,79
315,4,9:02.0,M. Bamba misses 2-pt layup from 1 ft,,93,79
316,4,9:00.0,,Defensive rebound by M. Williams,93,79
317,4,8:45.0,,C. Martin makes 2-pt layup from 2 ft,93,81
318,4,8:45.0,,Shooting foul by M. Carter-Williams (drawn by C. Martin),93,81
319,4,8:45.0,,C. Martin misses free throw 1 of 1,93,81
320,4,8:42.0,Defensive rebound by M. Bamba,,93,81
321,4,8:22.0,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),,96,81
322,4,8:09.0,,D. Graham makes 2-pt jump shot from 16 ft,96,83
323,4,7:45.0,G. Clark makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,99,83
324,4,7:31.0,,D. Graham makes 3-pt jump shot from 27 ft,99,86
325,4,7:13.0,E. Fournier misses 2-pt jump shot from 7 ft,,99,86
326,4,7:11.0,,Defensive rebound by C. Zeller,99,86
327,4,7:04.0,,C. Zeller misses 2-pt layup from 5 ft,99,86
328,4,7:04.0,,Offensive rebound by Team,99,86
329,4,7:04.0,,Charlotte full timeout,99,86
330,4,7:04.0,M. Fultz enters the game for M. Bamba,,99,86
331,4,7:04.0,A. Gordon enters the game for G. Clark,,99,86
332,4,7:04.0,N. Vučević enters the game for E. Fournier,,99,86
333,4,7:04.0,,W. Hernangómez enters the game for M. Williams,99,86
334,4,7:04.0,,T. Rozier enters the game for C. Zeller,99,86
335,4,6:50.0,,M. Bridges misses 3-pt jump shot from 25 ft,99,86
336,4,6:47.0,Defensive rebound by T. Ross,,99,86
337,4,6:33.0,T. Ross misses 2-pt jump shot from 13 ft,,99,86
338,4,6:30.0,,Defensive rebound by C. Martin,99,86
339,4,6:16.0,,D. Graham misses 3-pt jump shot from 26 ft,99,86
340,4,6:15.0,Defensive rebound by Team,,99,86
341,4,5:56.0,N. Vučević misses 2-pt layup from 3 ft,,99,86
342,4,5:54.0,,Defensive rebound by D. Graham,99,86
343,4,5:50.0,,T. Rozier misses 3-pt jump shot from 25 ft,99,86
344,4,5:50.0,,Offensive rebound by D. Graham,99,86
345,4,5:32.0,,M. Bridges makes 2-pt layup from 1 ft,99,88
346,4,5:18.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by N. Vučević),,102,88
347,4,4:53.0,,T. Rozier makes 2-pt jump shot from 18 ft (assist by D. Graham),102,90
348,4,4:33.0,T. Ross misses 3-pt jump shot from 26 ft,,102,90
349,4,4:30.0,,Defensive rebound by W. Hernangómez,102,90
350,4,4:27.0,Violation by Team (kicked ball),,102,90
351,4,4:27.0,E. Fournier enters the game for M. Carter-Williams,,102,90
352,4,4:27.0,W. Iwundu enters the game for T. Ross,,102,90
353,4,4:17.0,,W. Hernangómez misses 2-pt jump shot from 17 ft,102,90
354,4,4:12.0,,Offensive rebound by C. Martin,102,90
355,4,4:07.0,,W. Hernangómez misses 2-pt hook shot from 7 ft,102,90
356,4,4:06.0,,Offensive rebound by M. Bridges,102,90
357,4,4:06.0,,M. Bridges misses 2-pt layup at rim,102,90
358,4,4:06.0,,Offensive rebound by M. Bridges,102,90
359,4,4:06.0,,Shooting foul by A. Gordon (drawn by M. Bridges),102,90
360,4,4:06.0,,M. Bridges makes free throw 1 of 2,102,91
361,4,4:06.0,,M. Bridges makes free throw 2 of 2,102,92
362,4,3:46.0,E. Fournier misses 3-pt jump shot from 26 ft,,102,92
363,4,3:41.0,,Defensive rebound by C. Martin,102,92
364,4,3:29.0,,D. Graham makes 3-pt jump shot from 26 ft (assist by W. Hernangómez),102,95
365,4,3:28.0,Orlando full timeout,,102,95
366,4,3:28.0,T. Ross enters the game for W. Iwundu,,102,95
367,4,3:16.0,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Fultz),,105,95
368,4,3:13.0,,Charlotte full timeout,105,95
369,4,2:50.0,,W. Hernangómez misses 2-pt hook shot from 7 ft,105,95
370,4,2:48.0,Defensive rebound by T. Ross,,105,95
371,4,2:28.0,T. Ross makes 3-pt jump shot from 23 ft (assist by M. Fultz),,108,95
372,4,2:07.0,,D. Graham makes 3-pt jump shot from 28 ft (assist by C. Martin),108,98
373,4,1:50.0,Turnover by N. Vučević (bad pass; steal by C. Martin),,108,98
374,4,1:39.0,,D. Graham misses 3-pt jump shot from 26 ft,108,98
375,4,1:38.0,Defensive rebound by A. Gordon,,108,98
376,4,1:38.0,,C. Zeller enters the game for W. Hernangómez,108,98
