,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DALLAS_ACTION,SACRAMENTO_SCORE,DALLAS_SCORE
0,1,11:39.0,N. Bjelica makes 3-pt jump shot from 23 ft (assist by H. Barnes),,3,0
1,1,11:26.0,,L. Dončić makes 2-pt layup from 1 ft,3,2
2,1,11:26.0,,Shooting foul by N. Bjelica (drawn by L. Dončić),3,2
3,1,11:26.0,,L. Dončić makes free throw 1 of 1,3,3
4,1,11:02.0,H. Barnes misses 3-pt jump shot from 23 ft,,3,3
5,1,11:00.0,,Defensive rebound by K. Porziņģis,3,3
6,1,10:49.0,,Turnover by L. Dončić (bad pass; steal by C. Joseph),3,3
7,1,10:42.0,R. Holmes makes 2-pt layup at rim (assist by B. Hield),,5,3
8,1,10:26.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,5,3
9,1,10:23.0,Defensive rebound by B. Hield,,5,3
10,1,10:21.0,N. Bjelica makes 2-pt dunk from 1 ft (assist by B. Hield),,7,3
11,1,9:59.0,,L. Dončić makes 2-pt jump shot from 5 ft,7,5
12,1,9:45.0,B. Hield misses 2-pt jump shot from 16 ft,,7,5
13,1,9:43.0,,Defensive rebound by D. Powell,7,5
14,1,9:36.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by L. Dončić),7,7
15,1,9:19.0,B. Hield makes 3-pt jump shot from 25 ft (assist by R. Holmes),,10,7
16,1,8:58.0,,K. Porziņģis misses 2-pt jump shot from 12 ft,10,7
17,1,8:56.0,Defensive rebound by H. Barnes,,10,7
18,1,8:49.0,H. Barnes makes 2-pt jump shot from 5 ft,,12,7
19,1,8:35.0,,K. Porziņģis makes 2-pt layup from 1 ft (assist by L. Dončić),12,9
20,1,8:10.0,R. Holmes misses 2-pt hook shot from 7 ft,,12,9
21,1,8:07.0,,Defensive rebound by L. Dončić,12,9
22,1,8:01.0,,L. Dončić misses 3-pt jump shot from 25 ft,12,9
23,1,8:01.0,Defensive rebound by R. Holmes,,12,9
24,1,7:47.0,N. Bjelica makes 2-pt jump shot from 4 ft,,14,9
25,1,7:46.0,,Dallas full timeout,14,9
26,1,7:25.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,14,9
27,1,7:22.0,Defensive rebound by H. Barnes,,14,9
28,1,7:18.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by H. Barnes),,17,9
29,1,7:04.0,,Personal foul by B. Hield (drawn by D. Powell),17,9
30,1,7:01.0,,Turnover by L. Dončić (lost ball; steal by C. Joseph),17,9
31,1,6:55.0,B. Hield makes 2-pt jump shot from 20 ft (assist by H. Barnes),,19,9
