,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
99,1,0:45.0,D. Robinson enters the game for J. Butler,,11,28
100,1,0:45.0,T. Herro makes free throw 1 of 2,,12,28
101,1,0:45.0,T. Herro makes free throw 2 of 2,,13,28
102,1,0:36.0,,T. Burke misses 2-pt jump shot from 17 ft,13,28
103,1,0:32.0,Defensive rebound by B. Adebayo,,13,28
104,1,0:17.0,B. Adebayo misses 2-pt jump shot from 6 ft,,13,28
105,1,0:13.0,,Defensive rebound by J. Embiid,13,28
106,1,0:01.0,,J. Embiid misses 2-pt jump shot from 15 ft,13,28
107,1,0:01.0,,Offensive rebound by Team,13,28
108,2,11:43.0,T. Herro misses 2-pt jump shot from 20 ft,,13,28
109,2,11:39.0,,Defensive rebound by J. Embiid,13,28
110,2,11:31.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. Burke),13,30
111,2,11:31.0,,Shooting foul by D. Robinson (drawn by J. Embiid),13,30
112,2,11:31.0,,J. Embiid makes free throw 1 of 1,13,31
113,2,11:15.0,G. Dragić makes 2-pt jump shot from 3 ft,,15,31
114,2,10:52.0,,T. Harris misses 2-pt jump shot from 11 ft,15,31
115,2,10:50.0,Defensive rebound by K. Olynyk,,15,31
116,2,10:48.0,Personal foul by T. Burke (drawn by G. Dragić),,15,31
117,2,10:43.0,T. Herro misses 3-pt jump shot from 27 ft,,15,31
118,2,10:39.0,,Defensive rebound by T. Harris,15,31
119,2,10:32.0,,T. Burke misses 3-pt jump shot from 24 ft,15,31
120,2,10:30.0,Defensive rebound by T. Herro,,15,31
121,2,10:24.0,Personal foul by M. Thybulle (drawn by G. Dragić),,15,31
122,2,10:19.0,Personal foul by M. Thybulle (drawn by T. Herro),,15,31
123,2,10:14.0,D. Robinson misses 3-pt jump shot from 26 ft,,15,31
124,2,10:11.0,,Defensive rebound by J. Embiid,15,31
125,2,9:56.0,,T. Harris makes 2-pt layup from 1 ft (assist by J. Embiid),15,33
126,2,9:43.0,G. Dragić misses 2-pt jump shot from 3 ft,,15,33
127,2,9:40.0,,Defensive rebound by J. Embiid,15,33
128,2,9:21.0,,J. Embiid misses 2-pt jump shot from 13 ft,15,33
129,2,9:19.0,Defensive rebound by K. Olynyk,,15,33
130,2,9:15.0,Turnover by D. Robinson (out of bounds lost ball),,15,33
131,2,8:54.0,,T. Harris misses 2-pt hook shot from 6 ft,15,33
132,2,8:52.0,Defensive rebound by B. Adebayo,,15,33
133,2,8:43.0,Turnover by B. Adebayo (bad pass; steal by M. Thybulle),,15,33
134,2,8:43.0,,B. Simmons enters the game for T. Burke,15,33
135,2,8:28.0,,J. Embiid makes 2-pt hook shot from 6 ft,15,35
136,2,8:27.0,,Violation by Team (delay of game),15,35
137,2,8:20.0,Miami full timeout,,15,35
138,2,8:20.0,J. Butler enters the game for D. Robinson,,15,35
139,2,8:20.0,,J. Ennis enters the game for J. Embiid,15,35
140,2,8:20.0,,A. Horford enters the game for M. Scott,15,35
141,2,8:20.0,,S. Milton enters the game for M. Thybulle,15,35
142,2,8:05.0,B. Adebayo makes 2-pt layup from 4 ft (assist by J. Butler),,17,35
143,2,7:40.0,,S. Milton misses 3-pt jump shot from 26 ft,17,35
144,2,7:37.0,Defensive rebound by K. Olynyk,,17,35
145,2,7:34.0,Shooting foul by S. Milton (drawn by G. Dragić),,17,35
146,2,7:34.0,G. Dragić makes free throw 1 of 2,,18,35
147,2,7:34.0,G. Dragić makes free throw 2 of 2,,19,35
148,2,7:22.0,,Turnover by S. Milton (bad pass; steal by J. Butler),19,35
149,2,7:19.0,J. Butler makes 2-pt dunk from 1 ft,,21,35
150,2,6:53.0,,Turnover by S. Milton (traveling),21,35
151,2,6:47.0,Personal foul by S. Milton (drawn by G. Dragić),,21,35
152,2,6:47.0,,J. Richardson enters the game for S. Milton,21,35
153,2,6:47.0,G. Dragić makes free throw 1 of 2,,22,35
154,2,6:47.0,G. Dragić misses free throw 2 of 2,,22,35
155,2,6:45.0,,Defensive rebound by Team,22,35
156,2,6:30.0,,J. Richardson makes 2-pt jump shot from 18 ft (assist by T. Harris),22,37
157,2,6:05.0,T. Herro makes 2-pt layup from 2 ft,,24,37
158,2,5:55.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by B. Simmons),24,40
159,2,5:45.0,Shooting foul by J. Ennis (drawn by J. Butler),,24,40
160,2,5:45.0,J. Butler makes free throw 1 of 2,,25,40
161,2,5:45.0,K. Nunn enters the game for B. Adebayo,,25,40
162,2,5:45.0,D. Robinson enters the game for G. Dragić,,25,40
163,2,5:45.0,C. Silva enters the game for K. Olynyk,,25,40
164,2,5:45.0,J. Butler makes free throw 2 of 2,,26,40
165,2,5:26.0,,T. Harris makes 2-pt layup from 3 ft (assist by A. Horford),26,42
166,2,5:26.0,,Shooting foul by C. Silva (drawn by T. Harris),26,42
167,2,5:26.0,,T. Harris makes free throw 1 of 1,26,43
168,2,5:08.0,T. Herro misses 2-pt layup from 2 ft,,26,43
169,2,5:06.0,Offensive rebound by C. Silva,,26,43
170,2,5:04.0,C. Silva makes 2-pt layup from 2 ft,,28,43
171,2,4:57.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by B. Simmons),28,46
172,2,4:38.0,K. Nunn misses 2-pt jump shot from 8 ft,,28,46
173,2,4:36.0,Offensive rebound by J. Butler,,28,46
174,2,4:36.0,J. Butler makes 2-pt layup at rim,,30,46
175,2,4:36.0,,Philadelphia full timeout,30,46
176,2,4:36.0,,J. Embiid enters the game for T. Harris,30,46
177,2,4:36.0,,M. Scott enters the game for A. Horford,30,46
178,2,4:26.0,,Offensive foul by B. Simmons (drawn by K. Nunn),30,46
179,2,4:26.0,,Turnover by B. Simmons (offensive foul),30,46
180,2,4:14.0,Turnover by C. Silva (bad pass; steal by J. Embiid),,30,46
181,2,4:03.0,,Personal foul by K. Nunn (drawn by B. Simmons),30,46
182,2,3:57.0,,Shooting foul by K. Nunn (drawn by J. Richardson),30,46
183,2,3:57.0,,J. Richardson makes free throw 1 of 2,30,47
184,2,3:57.0,B. Adebayo enters the game for K. Nunn,,30,47
185,2,3:57.0,G. Dragić enters the game for C. Silva,,30,47
186,2,3:57.0,,J. Richardson makes free throw 2 of 2,30,48
187,2,3:34.0,B. Adebayo misses 2-pt jump shot from 18 ft,,30,48
188,2,3:31.0,,Defensive rebound by J. Embiid,30,48
189,2,3:14.0,,J. Embiid misses 2-pt jump shot from 13 ft,30,48
190,2,3:11.0,Defensive rebound by D. Robinson,,30,48
191,2,3:06.0,Turnover by G. Dragić (bad pass; steal by B. Simmons),,30,48
192,2,3:02.0,,J. Ennis makes 2-pt layup from 1 ft (assist by B. Simmons),30,50
193,2,2:49.0,Offensive foul by B. Adebayo (drawn by J. Ennis),,30,50
194,2,2:49.0,Turnover by B. Adebayo (offensive foul),,30,50
195,2,2:40.0,,J. Richardson misses 2-pt jump shot from 16 ft,30,50
196,2,2:34.0,,Offensive rebound by J. Ennis,30,50
197,2,2:33.0,,Turnover by J. Ennis (bad pass; steal by D. Robinson),30,50
198,2,2:29.0,D. Robinson misses 2-pt layup from 2 ft (block by J. Embiid),,30,50
199,2,2:25.0,Offensive rebound by J. Butler,,30,50
200,2,2:23.0,J. Butler misses 2-pt layup from 6 ft,,30,50
201,2,2:21.0,,Defensive rebound by J. Richardson,30,50
202,2,2:19.0,,B. Simmons misses 2-pt layup from 3 ft,30,50
203,2,2:16.0,Defensive rebound by D. Robinson,,30,50
204,2,2:16.0,Personal take foul by J. Embiid (drawn by D. Robinson),,30,50
205,2,2:16.0,D. Robinson makes free throw 1 of 2,,31,50
206,2,2:16.0,M. Leonard enters the game for B. Adebayo,,31,50
207,2,2:16.0,D. Robinson makes free throw 2 of 2,,32,50
208,2,1:56.0,,J. Embiid misses 2-pt layup from 2 ft,32,50
209,2,1:53.0,,Offensive rebound by J. Embiid,32,50
210,2,1:53.0,,J. Ennis misses 2-pt layup at rim,32,50
211,2,1:53.0,,Offensive rebound by J. Ennis,32,50
212,2,1:53.0,,Turnover by J. Embiid (lost ball; steal by J. Butler),32,50
213,2,1:49.0,Personal foul by J. Ennis (drawn by J. Butler),,32,50
214,2,1:49.0,J. Butler makes free throw 1 of 2,,33,50
215,2,1:49.0,,M. Thybulle enters the game for J. Ennis,33,50
216,2,1:49.0,J. Butler misses free throw 2 of 2,,33,50
217,2,1:47.0,,Defensive rebound by B. Simmons,33,50
218,2,1:29.0,,J. Richardson misses 2-pt layup from 2 ft (block by T. Herro),33,50
219,2,1:26.0,Defensive rebound by M. Leonard,,33,50
220,2,1:22.0,M. Leonard misses 3-pt jump shot from 26 ft,,33,50
221,2,1:20.0,,Defensive rebound by J. Embiid,33,50
222,2,1:08.0,,Shooting foul by M. Leonard (drawn by J. Embiid),33,50
223,2,1:08.0,,J. Embiid makes free throw 1 of 2,33,51
224,2,1:08.0,,J. Embiid makes free throw 2 of 2,33,52
225,2,0:47.0,M. Leonard misses 3-pt jump shot from 26 ft,,33,52
226,2,0:43.0,,Defensive rebound by B. Simmons,33,52
227,2,0:39.0,,M. Scott misses 3-pt jump shot from 26 ft,33,52
228,2,0:35.0,Defensive rebound by M. Leonard,,33,52
229,2,0:26.0,G. Dragić makes 2-pt layup from 1 ft,,35,52
230,2,0:08.0,,J. Richardson makes 3-pt jump shot from 27 ft,35,55
231,2,0:00.0,Turnover by D. Robinson (step out of bounds),,35,55
232,3,11:44.0,Turnover by J. Butler (bad pass; steal by J. Richardson),,35,55
233,3,11:38.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by J. Richardson),35,58
234,3,11:20.0,K. Nunn misses 2-pt hook shot from 4 ft,,35,58
235,3,11:18.0,,Defensive rebound by T. Harris,35,58
236,3,11:14.0,,J. Embiid misses 3-pt jump shot from 26 ft,35,58
237,3,11:10.0,Defensive rebound by B. Adebayo,,35,58
238,3,10:54.0,Turnover by K. Nunn (lost ball; steal by T. Harris),,35,58
239,3,10:44.0,,J. Embiid makes 3-pt jump shot from 28 ft (assist by J. Richardson),35,61
240,3,10:16.0,K. Nunn misses 2-pt jump shot from 19 ft,,35,61
241,3,10:12.0,,Defensive rebound by B. Simmons,35,61
242,3,10:02.0,,Shooting foul by M. Leonard (drawn by T. Harris),35,61
243,3,10:02.0,,T. Harris makes free throw 1 of 2,35,62
244,3,10:02.0,,T. Harris makes free throw 2 of 2,35,63
245,3,9:53.0,J. Butler misses 2-pt jump shot from 19 ft,,35,63
246,3,9:50.0,,Defensive rebound by A. Horford,35,63
247,3,9:43.0,,J. Richardson makes 2-pt layup from 1 ft (assist by T. Harris),35,65
248,3,9:43.0,Miami full timeout,,35,65
249,3,9:43.0,G. Dragić enters the game for K. Nunn,,35,65
250,3,9:29.0,Shooting foul by J. Richardson (drawn by B. Adebayo),,35,65
251,3,9:29.0,B. Adebayo makes free throw 1 of 2,,36,65
252,3,9:29.0,B. Adebayo misses free throw 2 of 2,,36,65
253,3,9:27.0,,Defensive rebound by A. Horford,36,65
254,3,9:13.0,,J. Richardson makes 3-pt jump shot from 26 ft (assist by J. Embiid),36,68
255,3,8:52.0,Personal foul by T. Harris (drawn by B. Adebayo),,36,68
256,3,8:40.0,Personal foul by B. Simmons (drawn by B. Adebayo),,36,68
257,3,8:29.0,G. Dragić misses 2-pt jump shot from 14 ft,,36,68
258,3,8:27.0,Offensive rebound by Team,,36,68
259,3,8:25.0,D. Robinson misses 3-pt jump shot from 26 ft,,36,68
260,3,8:22.0,,Defensive rebound by T. Harris,36,68
261,3,8:17.0,,Personal foul by D. Robinson (drawn by J. Richardson),36,68
262,3,8:10.0,,B. Simmons misses 2-pt hook shot from 7 ft,36,68
263,3,8:08.0,Defensive rebound by M. Leonard,,36,68
264,3,8:02.0,G. Dragić misses 2-pt layup from 4 ft (block by J. Embiid),,36,68
265,3,8:02.0,Offensive rebound by Team,,36,68
266,3,7:46.0,B. Adebayo makes 2-pt layup from 2 ft,,38,68
267,3,7:31.0,,A. Horford makes 2-pt jump shot from 15 ft,38,70
268,3,7:11.0,Turnover by B. Adebayo (lost ball; steal by B. Simmons),,38,70
269,3,7:04.0,,J. Richardson makes 3-pt jump shot from 28 ft (assist by B. Simmons),38,73
270,3,6:44.0,Personal foul by A. Horford (drawn by M. Leonard),,38,73
271,3,6:44.0,T. Herro enters the game for M. Leonard,,38,73
272,3,6:44.0,K. Olynyk enters the game for D. Robinson,,38,73
273,3,6:30.0,Turnover by Team (shot clock),,38,73
274,3,6:21.0,,Turnover by B. Simmons (bad pass; steal by B. Adebayo),38,73
275,3,6:21.0,,Loose ball foul by J. Embiid (drawn by B. Adebayo),38,73
276,3,6:21.0,B. Adebayo makes free throw 1 of 2,,39,73
277,3,6:21.0,,J. Ennis enters the game for J. Embiid,39,73
278,3,6:21.0,,M. Thybulle enters the game for J. Richardson,39,73
279,3,6:21.0,B. Adebayo misses free throw 2 of 2,,39,73
280,3,6:19.0,,Defensive rebound by A. Horford,39,73
281,3,6:05.0,,Shooting foul by B. Adebayo (drawn by T. Harris),39,73
282,3,6:05.0,,T. Harris misses free throw 1 of 2,39,73
283,3,6:05.0,,Offensive rebound by Team,39,73
284,3,6:05.0,,T. Harris makes free throw 2 of 2,39,74
285,3,5:56.0,J. Butler misses 2-pt jump shot from 18 ft,,39,74
286,3,5:53.0,,Defensive rebound by A. Horford,39,74
287,3,5:43.0,,T. Harris makes 2-pt layup from 2 ft,39,76
288,3,5:26.0,B. Adebayo makes 2-pt jump shot from 21 ft (assist by K. Olynyk),,41,76
289,3,5:00.0,,A. Horford makes 2-pt jump shot from 15 ft,41,78
290,3,4:42.0,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Butler),,43,78
291,3,4:32.0,,J. Ennis misses 3-pt jump shot from 28 ft,43,78
292,3,4:29.0,Defensive rebound by B. Adebayo,,43,78
293,3,4:24.0,,Violation by Team (kicked ball),43,78
294,3,4:16.0,G. Dragić misses 2-pt jump shot from 19 ft,,43,78
295,3,4:14.0,,Defensive rebound by J. Ennis,43,78
296,3,3:58.0,,B. Simmons misses 2-pt hook shot from 6 ft,43,78
297,3,3:56.0,,Offensive rebound by T. Harris,43,78
298,3,3:56.0,,T. Harris makes 2-pt layup at rim,43,80
299,3,3:56.0,Miami full timeout,,43,80
300,3,3:56.0,C. Silva enters the game for B. Adebayo,,43,80
301,3,3:56.0,,M. Scott enters the game for T. Harris,43,80
302,3,3:34.0,T. Herro makes 3-pt jump shot from 26 ft,,46,80
303,3,3:16.0,,B. Simmons misses 2-pt layup from 3 ft,46,80
304,3,3:12.0,Defensive rebound by T. Herro,,46,80
305,3,3:11.0,Personal foul by B. Simmons (drawn by T. Herro),,46,80
306,3,3:11.0,T. Herro misses free throw 1 of 2,,46,80
307,3,3:11.0,Offensive rebound by Team,,46,80
308,3,3:11.0,,T. Burke enters the game for A. Horford,46,80
309,3,3:11.0,,J. Embiid enters the game for B. Simmons,46,80
310,3,3:11.0,,J. Richardson enters the game for M. Thybulle,46,80
311,3,3:11.0,T. Herro misses free throw 2 of 2,,46,80
312,3,3:09.0,,Defensive rebound by J. Embiid,46,80
313,3,2:56.0,,J. Richardson makes 2-pt jump shot from 21 ft,46,82
314,3,2:39.0,T. Herro makes 3-pt jump shot from 27 ft (assist by G. Dragić),,49,82
315,3,2:22.0,,J. Richardson makes 3-pt jump shot from 27 ft (assist by T. Burke),49,85
316,3,2:08.0,T. Herro misses 2-pt jump shot from 21 ft,,49,85
317,3,2:05.0,,Defensive rebound by M. Scott,49,85
318,3,1:58.0,,J. Ennis misses 3-pt jump shot from 25 ft,49,85
319,3,1:54.0,,Offensive rebound by M. Scott,49,85
320,3,1:42.0,,M. Scott misses 3-pt jump shot from 24 ft,49,85
321,3,1:37.0,,Offensive rebound by J. Embiid,49,85
322,3,1:37.0,,J. Embiid makes 2-pt layup at rim,49,87
323,3,1:31.0,Shooting foul by T. Burke (drawn by G. Dragić),,49,87
324,3,1:31.0,G. Dragić makes free throw 1 of 2,,50,87
325,3,1:31.0,D. Robinson enters the game for J. Butler,,50,87
326,3,1:31.0,G. Dragić makes free throw 2 of 2,,51,87
327,3,1:06.0,,J. Embiid makes 2-pt layup from 2 ft,51,89
328,3,0:53.0,Shooting foul by J. Ennis (drawn by G. Dragić),,51,89
329,3,0:53.0,G. Dragić misses free throw 1 of 3,,51,89
330,3,0:53.0,Offensive rebound by Team,,51,89
331,3,0:53.0,G. Dragić makes free throw 2 of 3,,52,89
332,3,0:53.0,G. Dragić makes free throw 3 of 3,,53,89
333,3,0:39.0,,T. Burke makes 3-pt jump shot from 28 ft (assist by J. Richardson),53,92
334,3,0:28.0,G. Dragić makes 3-pt jump shot from 27 ft,,56,92
335,3,0:11.0,,T. Burke misses 3-pt jump shot from 27 ft,56,92
336,3,0:08.0,,Offensive rebound by J. Embiid,56,92
337,3,0:03.0,,J. Embiid misses 2-pt jump shot from 13 ft (block by C. Silva),56,92
338,3,0:00.0,Defensive rebound by C. Silva,,56,92
339,3,0:00.0,T. Herro makes 3-pt jump shot from 26 ft (assist by C. Silva),,59,92
340,4,11:50.0,,Shooting foul by G. Dragić (drawn by J. Richardson),59,92
341,4,11:50.0,,J. Richardson makes free throw 1 of 2,59,93
342,4,11:50.0,,J. Richardson makes free throw 2 of 2,59,94
343,4,11:43.0,Personal foul by M. Thybulle (drawn by T. Herro),,59,94
344,4,11:34.0,T. Herro misses 3-pt jump shot from 25 ft,,59,94
345,4,11:29.0,,Defensive rebound by Team,59,94
346,4,11:19.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Burke),59,97
347,4,11:00.0,T. Herro misses 3-pt jump shot from 26 ft,,59,97
348,4,10:57.0,,Defensive rebound by T. Harris,59,97
349,4,10:41.0,,J. Richardson makes 3-pt jump shot from 29 ft (assist by M. Thybulle),59,100
350,4,10:26.0,Shooting foul by J. Richardson (drawn by G. Dragić),,59,100
351,4,10:26.0,G. Dragić makes free throw 1 of 2,,60,100
352,4,10:26.0,G. Dragić makes free throw 2 of 2,,61,100
353,4,10:17.0,,J. Richardson makes 2-pt jump shot from 17 ft (assist by T. Burke),61,102
354,4,10:01.0,Turnover by K. Olynyk (traveling),,61,102
355,4,9:50.0,,J. Richardson misses 2-pt jump shot from 22 ft,61,102
356,4,9:48.0,,Offensive rebound by Team,61,102
357,4,9:44.0,,Turnover by A. Horford (traveling),61,102
358,4,9:24.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by C. Silva),,64,102
359,4,9:23.0,,Philadelphia full timeout,64,102
360,4,9:23.0,K. Nunn enters the game for G. Dragić,,64,102
361,4,9:23.0,,J. Ennis enters the game for T. Harris,64,102
362,4,9:23.0,,K. O'Quinn enters the game for A. Horford,64,102
363,4,9:23.0,,M. Scott enters the game for J. Richardson,64,102
364,4,9:06.0,,Turnover by M. Thybulle (traveling),64,102
365,4,8:48.0,K. Olynyk makes 2-pt dunk from 1 ft (assist by K. Nunn),,66,102
366,4,8:34.0,,J. Ennis makes 2-pt jump shot from 22 ft (assist by K. O'Quinn),66,104
367,4,8:17.0,D. Robinson misses 3-pt jump shot from 25 ft,,66,104
368,4,8:15.0,,Defensive rebound by K. O'Quinn,66,104
369,4,8:08.0,,T. Burke misses 2-pt layup from 3 ft (block by K. Nunn),66,104
370,4,8:08.0,,Offensive rebound by Team,66,104
371,4,8:08.0,,R. Neto enters the game for M. Thybulle,66,104
372,4,7:53.0,,J. Ennis makes 2-pt dunk from 1 ft (assist by K. O'Quinn),66,106
373,4,7:39.0,K. Nunn makes 2-pt jump shot from 19 ft (assist by C. Silva),,68,106
374,4,7:25.0,,J. Ennis misses 3-pt jump shot from 26 ft,68,106
375,4,7:21.0,Defensive rebound by K. Olynyk,,68,106
376,4,7:03.0,K. Nunn makes 2-pt jump shot from 19 ft,,70,106
377,4,6:38.0,,M. Scott makes 3-pt jump shot from 28 ft (assist by J. Ennis),70,109
378,4,6:17.0,C. Silva makes 2-pt dunk from 1 ft (assist by K. Olynyk),,72,109
379,4,6:17.0,,Philadelphia full timeout,72,109
380,4,6:17.0,,S. Milton enters the game for J. Ennis,72,109
381,4,6:17.0,,M. Thybulle enters the game for M. Scott,72,109
382,4,5:54.0,,S. Milton misses 3-pt jump shot from 27 ft,72,109
383,4,5:48.0,Defensive rebound by K. Nunn,,72,109
384,4,5:28.0,Turnover by C. Silva (bad pass; steal by R. Neto),,72,109
385,4,5:17.0,,M. Thybulle misses 2-pt layup from 3 ft (block by D. Robinson),72,109
386,4,5:15.0,,Offensive rebound by Team,72,109
