,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ATLANTA_ACTION,BROOKLYN_SCORE,ATLANTA_SCORE
0,1,11:41.0,T. Prince makes 2-pt layup from 9 ft (assist by J. Allen),,2,0
1,1,11:29.0,,K. Huerter misses 2-pt layup from 3 ft,2,0
2,1,11:25.0,Defensive rebound by J. Allen,,2,0
3,1,11:06.0,C. LeVert makes 2-pt layup from 1 ft,,4,0
4,1,10:56.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Young),4,3
5,1,10:39.0,J. Harris misses 2-pt layup from 3 ft (block by J. Collins),,4,3
6,1,10:35.0,,Defensive rebound by D. Hunter,4,3
7,1,10:32.0,,D. Hunter makes 2-pt layup from 1 ft,4,5
8,1,10:21.0,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,6,5
9,1,10:09.0,,J. Collins makes 2-pt dunk at rim (assist by T. Young),6,7
10,1,9:50.0,C. LeVert misses 2-pt jump shot from 6 ft,,6,7
11,1,9:46.0,,Defensive rebound by C. Reddish,6,7
12,1,9:42.0,,C. Reddish misses 3-pt jump shot from 26 ft,6,7
13,1,9:37.0,Defensive rebound by S. Dinwiddie,,6,7
14,1,9:35.0,T. Prince makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,8,7
15,1,9:21.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by T. Young),8,10
16,1,9:05.0,C. LeVert misses 3-pt jump shot from 25 ft,,8,10
17,1,9:02.0,,Defensive rebound by D. Hunter,8,10
18,1,8:53.0,,Turnover by T. Young (lost ball; steal by J. Allen),8,10
19,1,8:48.0,T. Prince misses 2-pt jump shot from 6 ft,,8,10
20,1,8:44.0,,Defensive rebound by J. Collins,8,10
21,1,8:43.0,,Turnover by J. Collins (bad pass; steal by S. Dinwiddie),8,10
22,1,8:37.0,S. Dinwiddie makes 3-pt jump shot from 27 ft,,11,10
23,1,8:24.0,,C. Reddish misses 3-pt jump shot from 26 ft,11,10
24,1,8:22.0,Defensive rebound by J. Allen,,11,10
25,1,8:14.0,T. Prince makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,14,10
26,1,8:01.0,,T. Young makes 2-pt jump shot from 19 ft,14,12
27,1,7:32.0,C. LeVert misses 2-pt jump shot from 17 ft,,14,12
28,1,7:32.0,Offensive rebound by Team,,14,12
29,1,7:32.0,Turnover by Team (shot clock),,14,12
30,1,7:21.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),14,14
31,1,7:07.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by T. Prince),,17,14
32,1,6:54.0,,T. Young misses 3-pt jump shot from 26 ft,17,14
33,1,6:52.0,Defensive rebound by J. Allen,,17,14
34,1,6:49.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,17,14
35,1,6:45.0,,Defensive rebound by D. Hunter,17,14
36,1,6:36.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Huerter),17,16
37,1,6:36.0,Brooklyn full timeout,,17,16
38,1,6:36.0,G. Temple enters the game for C. LeVert,,17,16
39,1,6:36.0,,J. Teague enters the game for K. Huerter,17,16
40,1,6:13.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,17,16
41,1,6:05.0,Offensive rebound by G. Temple,,17,16
42,1,6:03.0,Shooting foul by T. Young (drawn by S. Dinwiddie),,17,16
43,1,6:03.0,S. Dinwiddie makes free throw 1 of 2,,18,16
44,1,6:03.0,S. Dinwiddie makes free throw 2 of 2,,19,16
45,1,5:43.0,,Turnover by T. Young (bad pass; steal by G. Temple),19,16
46,1,5:36.0,J. Harris makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,21,16
47,1,5:18.0,,T. Young misses 3-pt jump shot from 26 ft,21,16
48,1,5:13.0,Defensive rebound by J. Harris,,21,16
49,1,5:10.0,G. Temple makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,24,16
50,1,5:02.0,,C. Reddish misses 2-pt layup from 2 ft (block by J. Allen),24,16
51,1,5:02.0,,Offensive rebound by Team,24,16
52,1,5:02.0,W. Chandler enters the game for J. Allen,,24,16
53,1,5:02.0,D. Jordan enters the game for T. Prince,,24,16
54,1,5:02.0,,B. Fernando enters the game for D. Hunter,24,16
