,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,UTAH_ACTION,PHILADELPHIA_SCORE,UTAH_SCORE
0,1,11:45.0,Def 3 sec tech foul by Team,,0,0
1,1,11:45.0,T. Harris makes technical free throw,,1,0
2,1,11:39.0,J. Richardson makes 2-pt jump shot from 18 ft,,3,0
3,1,11:19.0,,R. Gobert misses 2-pt layup from 2 ft (block by J. Embiid),3,0
4,1,11:17.0,Defensive rebound by T. Harris,,3,0
5,1,11:09.0,B. Simmons makes 2-pt hook shot from 3 ft,,5,0
6,1,11:02.0,,Turnover by R. O'Neale (bad pass),5,0
7,1,11:02.0,,Loose ball foul by D. Mitchell (drawn by B. Simmons),5,0
8,1,10:38.0,J. Embiid misses 2-pt layup from 7 ft (block by R. Gobert),,5,0
9,1,10:37.0,Offensive rebound by J. Embiid,,5,0
10,1,10:37.0,J. Embiid misses 2-pt jump shot from 5 ft,,5,0
11,1,10:37.0,Offensive rebound by Team,,5,0
12,1,10:37.0,Turnover by Team (shot clock),,5,0
13,1,10:19.0,,B. Bogdanović misses 2-pt layup from 3 ft,5,0
14,1,10:16.0,Defensive rebound by B. Simmons,,5,0
15,1,10:10.0,B. Simmons misses 2-pt layup from 3 ft,,5,0
16,1,10:08.0,,Defensive rebound by R. Gobert,5,0
17,1,10:03.0,,M. Conley makes 2-pt layup from 2 ft,5,2
18,1,9:40.0,Shooting foul by B. Bogdanović (drawn by J. Embiid),,5,2
19,1,9:40.0,J. Embiid makes free throw 1 of 2,,6,2
20,1,9:40.0,J. Embiid makes free throw 2 of 2,,7,2
21,1,9:20.0,,Turnover by D. Mitchell (bad pass; steal by J. Richardson),7,2
22,1,9:17.0,J. Richardson makes 2-pt dunk from 2 ft (assist by T. Harris),,9,2
23,1,9:04.0,,M. Conley misses 2-pt jump shot from 10 ft,9,2
24,1,9:02.0,,Offensive rebound by Team,9,2
25,1,8:56.0,,D. Mitchell makes 2-pt jump shot from 17 ft,9,4
26,1,8:37.0,A. Horford misses 2-pt hook shot from 8 ft,,9,4
27,1,8:35.0,,Defensive rebound by R. Gobert,9,4
28,1,8:29.0,,D. Mitchell makes 2-pt jump shot from 19 ft,9,6
29,1,8:05.0,A. Horford misses 3-pt jump shot from 25 ft,,9,6
30,1,8:02.0,,Defensive rebound by R. Gobert,9,6
31,1,7:55.0,,D. Mitchell makes 2-pt jump shot from 17 ft,9,8
32,1,7:42.0,J. Embiid misses 3-pt jump shot from 26 ft,,9,8
33,1,7:38.0,Offensive rebound by A. Horford,,9,8
34,1,7:34.0,Turnover by J. Embiid (bad pass; steal by D. Mitchell),,9,8
35,1,7:29.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,9,8
36,1,7:26.0,Defensive rebound by J. Richardson,,9,8
37,1,7:05.0,T. Harris misses 2-pt jump shot from 12 ft,,9,8
38,1,7:02.0,,Defensive rebound by R. O'Neale,9,8
39,1,6:52.0,,D. Mitchell makes 2-pt layup from 3 ft,9,10
40,1,6:30.0,J. Richardson misses 3-pt jump shot from 26 ft,,9,10
41,1,6:26.0,Offensive rebound by J. Richardson,,9,10
42,1,6:21.0,A. Horford makes 2-pt layup from 3 ft (assist by T. Harris),,11,10
43,1,6:20.0,,Utah full timeout,11,10
44,1,6:20.0,J. Ennis enters the game for J. Embiid,,11,10
45,1,6:20.0,M. Thybulle enters the game for J. Richardson,,11,10
46,1,6:20.0,,J. Ingles enters the game for D. Mitchell,11,10
47,1,6:04.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by R. O'Neale),11,12
48,1,5:53.0,J. Ennis makes 2-pt dunk from 1 ft,,13,12
49,1,5:38.0,,M. Conley misses 2-pt layup from 3 ft,13,12
50,1,5:33.0,,Offensive rebound by R. Gobert,13,12
51,1,5:33.0,,R. Gobert makes 2-pt dunk at rim,13,14
52,1,5:25.0,Turnover by T. Harris (traveling),,13,14
53,1,5:12.0,,R. Gobert misses 2-pt layup from 3 ft,13,14
54,1,5:08.0,Defensive rebound by J. Ennis,,13,14
