,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
64,1,5:54.0,,A. Gordon misses 2-pt layup from 3 ft (block by D. Green),11,3
65,1,5:51.0,Defensive rebound by A. Davis,,11,3
66,1,5:49.0,D. Green misses 3-pt jump shot from 26 ft,,11,3
67,1,5:49.0,Offensive rebound by Team,,11,3
68,1,5:49.0,,W. Iwundu enters the game for A. Gordon,11,3
69,1,5:34.0,L. James makes 2-pt jump shot from 12 ft,,13,3
70,1,5:13.0,,E. Fournier makes 2-pt jump shot from 7 ft,13,5
71,1,4:59.0,A. Davis misses 2-pt jump shot from 13 ft,,13,5
72,1,4:55.0,Offensive rebound by D. Green,,13,5
73,1,4:55.0,D. Green misses 2-pt layup from 1 ft,,13,5
74,1,4:55.0,,Defensive rebound by K. Birch,13,5
75,1,4:48.0,,W. Iwundu makes 2-pt layup from 2 ft (assist by D. Augustin),13,7
76,1,4:28.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Green),,15,7
77,1,4:05.0,,E. Fournier makes 2-pt layup from 2 ft,15,9
78,1,4:03.0,LA Lakers full timeout,,15,9
79,1,4:03.0,A. Caruso enters the game for D. Green,,15,9
80,1,4:03.0,J. Dudley enters the game for J. McGee,,15,9
81,1,4:03.0,,T. Ross enters the game for E. Fournier,15,9
82,1,3:49.0,Turnover by A. Davis (lost ball; steal by K. Birch),,15,9
83,1,3:40.0,,T. Ross misses 2-pt layup from 3 ft,15,9
84,1,3:37.0,Defensive rebound by L. James,,15,9
85,1,3:26.0,L. James misses 3-pt jump shot from 26 ft,,15,9
86,1,3:23.0,,Defensive rebound by J. Isaac,15,9
87,1,3:15.0,,Turnover by T. Ross (lost ball; steal by A. Davis),15,9
88,1,3:14.0,Personal take foul by T. Ross (drawn by A. Davis),,15,9
89,1,3:14.0,T. Daniels enters the game for L. James,,15,9
90,1,3:14.0,,M. Carter-Williams enters the game for D. Augustin,15,9
91,1,2:53.0,J. Dudley misses 2-pt layup from 3 ft (block by J. Isaac),,15,9
92,1,2:52.0,Offensive rebound by Team,,15,9
93,1,2:52.0,,A. Gordon enters the game for J. Isaac,15,9
94,1,2:50.0,,Violation by Team (kicked ball),15,9
95,1,2:43.0,A. Caruso makes 3-pt jump shot from 26 ft (assist by A. Davis),,18,9
96,1,2:24.0,,Shooting foul by J. Dudley (drawn by M. Carter-Williams),18,9
97,1,2:24.0,,M. Carter-Williams misses free throw 1 of 2,18,9
98,1,2:24.0,,Offensive rebound by Team,18,9
99,1,2:24.0,A. Bradley enters the game for K. Caldwell-Pope,,18,9
100,1,2:24.0,,M. Carter-Williams misses free throw 2 of 2,18,9
101,1,2:21.0,Defensive rebound by A. Caruso,,18,9
102,1,2:17.0,Shooting foul by K. Birch (drawn by A. Davis),,18,9
103,1,2:17.0,A. Davis misses free throw 1 of 2,,18,9
104,1,2:17.0,Offensive rebound by Team,,18,9
105,1,2:17.0,A. Davis makes free throw 2 of 2,,19,9
106,1,2:05.0,,A. Gordon misses 2-pt jump shot from 8 ft,19,9
107,1,2:01.0,Defensive rebound by A. Caruso,,19,9
108,1,1:55.0,A. Davis misses 2-pt layup from 4 ft,,19,9
109,1,1:52.0,,Defensive rebound by M. Carter-Williams,19,9
110,1,1:43.0,,T. Ross misses 3-pt jump shot from 25 ft,19,9
111,1,1:39.0,Defensive rebound by T. Daniels,,19,9
112,1,1:31.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by A. Davis),,22,9
113,1,1:17.0,,M. Carter-Williams misses 2-pt layup from 3 ft,22,9
114,1,1:12.0,,Offensive rebound by Team,22,9
115,1,1:08.0,,Turnover by A. Gordon (lost ball; steal by A. Davis),22,9
116,1,0:55.0,A. Bradley misses 2-pt jump shot from 18 ft,,22,9
117,1,0:52.0,Offensive rebound by A. Davis,,22,9
118,1,0:49.0,T. Daniels misses 2-pt layup from 3 ft,,22,9
119,1,0:48.0,Offensive rebound by Team,,22,9
120,1,0:45.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by A. Davis),,25,9
121,1,0:27.0,,W. Iwundu misses 3-pt jump shot from 25 ft,25,9
122,1,0:23.0,Defensive rebound by A. Davis,,25,9
123,1,0:05.0,Shooting foul by W. Iwundu (drawn by T. Daniels),,25,9
124,1,0:05.0,T. Daniels makes free throw 1 of 3,,26,9
125,1,0:05.0,T. Daniels misses free throw 2 of 3,,26,9
126,1,0:05.0,Offensive rebound by Team,,26,9
127,1,0:05.0,T. Daniels misses free throw 3 of 3,,26,9
128,1,0:05.0,,Defensive rebound by K. Birch,26,9
129,1,0:05.0,D. Howard enters the game for A. Davis,,26,9
130,1,0:00.0,,W. Iwundu misses 2-pt layup from 1 ft,26,9
131,1,0:00.0,,Offensive rebound by Team,26,9
132,2,11:48.0,,M. Bamba makes 2-pt layup from 2 ft (assist by E. Fournier),26,11
133,2,11:20.0,L. James misses 2-pt layup from 4 ft,,26,11
134,2,11:18.0,,Defensive rebound by M. Bamba,26,11
135,2,11:10.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,26,11
136,2,11:10.0,Defensive rebound by D. Howard,,26,11
137,2,10:46.0,J. Dudley makes 3-pt jump shot from 27 ft (assist by L. James),,29,11
138,2,10:24.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,29,11
139,2,10:23.0,Defensive rebound by J. Dudley,,29,11
140,2,10:12.0,D. Howard misses 2-pt layup from 2 ft,,29,11
141,2,10:11.0,Offensive rebound by L. James,,29,11
142,2,10:10.0,L. James makes 2-pt layup from 1 ft,,31,11
143,2,9:47.0,,T. Ross misses 2-pt layup from 5 ft,31,11
144,2,9:42.0,,Offensive rebound by A. Gordon,31,11
145,2,9:42.0,,A. Gordon makes 2-pt layup at rim,31,13
146,2,9:36.0,J. Dudley misses 3-pt jump shot from 26 ft,,31,13
147,2,9:31.0,,Defensive rebound by A. Gordon,31,13
148,2,9:25.0,,T. Ross makes 2-pt jump shot from 13 ft (assist by A. Gordon),31,15
149,2,9:15.0,Turnover by L. James (bad pass),,31,15
150,2,9:15.0,,J. Isaac enters the game for A. Gordon,31,15
151,2,9:00.0,,Shooting foul by A. Bradley (drawn by E. Fournier),31,15
152,2,9:00.0,,E. Fournier misses free throw 1 of 2,31,15
153,2,9:00.0,,Offensive rebound by Team,31,15
154,2,9:00.0,,E. Fournier makes free throw 2 of 2,31,16
155,2,8:48.0,L. James makes 2-pt layup from 3 ft,,33,16
156,2,8:48.0,Shooting foul by J. Isaac (drawn by L. James),,33,16
157,2,8:48.0,L. James makes free throw 1 of 1,,34,16
158,2,8:31.0,,E. Fournier misses 2-pt layup from 3 ft,34,16
159,2,8:28.0,Defensive rebound by L. James,,34,16
160,2,8:24.0,Turnover by L. James (bad pass; steal by T. Ross),,34,16
161,2,8:21.0,,Turnover by E. Fournier (out of bounds lost ball),34,16
162,2,8:09.0,L. James makes 2-pt jump shot from 15 ft,,36,16
163,2,7:58.0,,T. Ross misses 3-pt jump shot from 26 ft,36,16
164,2,7:55.0,Defensive rebound by A. Bradley,,36,16
165,2,7:36.0,L. James makes 2-pt layup from 3 ft,,38,16
166,2,7:28.0,,Orlando full timeout,38,16
167,2,7:28.0,D. Green enters the game for A. Caruso,,38,16
168,2,7:28.0,,W. Iwundu enters the game for E. Fournier,38,16
169,2,7:17.0,,M. Bamba makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),38,18
170,2,6:57.0,D. Green makes 2-pt layup from 3 ft (assist by L. James),,40,18
171,2,6:45.0,,J. Isaac misses 2-pt jump shot from 21 ft,40,18
172,2,6:42.0,Defensive rebound by D. Green,,40,18
173,2,6:25.0,L. James makes 2-pt layup from 2 ft,,42,18
174,2,6:12.0,,M. Bamba makes 3-pt jump shot from 25 ft (assist by T. Ross),42,21
175,2,5:58.0,Turnover by D. Howard (bad pass; steal by M. Carter-Williams),,42,21
176,2,5:55.0,,M. Carter-Williams makes 2-pt dunk from 1 ft,42,23
177,2,5:35.0,Personal foul by M. Carter-Williams (drawn by D. Howard),,42,23
178,2,5:35.0,K. Caldwell-Pope enters the game for A. Bradley,,42,23
179,2,5:35.0,A. Caruso enters the game for J. Dudley,,42,23
180,2,5:35.0,A. Davis enters the game for L. James,,42,23
181,2,5:27.0,Turnover by K. Caldwell-Pope (out of bounds lost ball),,42,23
182,2,5:19.0,,M. Bamba misses 3-pt jump shot from 26 ft,42,23
183,2,5:14.0,,Offensive rebound by W. Iwundu,42,23
184,2,5:13.0,,M. Bamba makes 2-pt dunk at rim (assist by W. Iwundu),42,25
185,2,5:13.0,LA Lakers full timeout,,42,25
186,2,4:59.0,A. Davis misses 2-pt layup from 3 ft,,42,25
187,2,4:59.0,Offensive rebound by Team,,42,25
188,2,4:51.0,A. Caruso misses 2-pt layup from 5 ft (block by M. Carter-Williams),,42,25
189,2,4:49.0,,Defensive rebound by M. Carter-Williams,42,25
190,2,4:43.0,,W. Iwundu makes 2-pt layup from 1 ft (assist by M. Carter-Williams),42,27
191,2,4:19.0,Turnover by A. Davis (lost ball; steal by T. Ross),,42,27
192,2,4:14.0,,T. Ross makes 2-pt jump shot from 7 ft,42,29
193,2,4:13.0,LA Lakers full timeout,,42,29
194,2,4:13.0,,D. Augustin enters the game for M. Carter-Williams,42,29
195,2,4:13.0,,A. Gordon enters the game for T. Ross,42,29
196,2,4:04.0,K. Caldwell-Pope makes 2-pt jump shot from 12 ft (assist by D. Howard),,44,29
197,2,4:04.0,Shooting foul by D. Augustin (drawn by K. Caldwell-Pope),,44,29
198,2,4:04.0,K. Caldwell-Pope makes free throw 1 of 1,,45,29
199,2,3:41.0,,J. Isaac misses 2-pt jump shot from 12 ft,45,29
200,2,3:36.0,,Offensive rebound by M. Bamba,45,29
201,2,3:36.0,,M. Bamba makes 2-pt layup at rim,45,31
202,2,3:19.0,Turnover by K. Caldwell-Pope (bad pass; steal by W. Iwundu),,45,31
203,2,3:19.0,,Personal take foul by K. Caldwell-Pope (drawn by W. Iwundu),45,31
204,2,3:19.0,,E. Fournier enters the game for W. Iwundu,45,31
205,2,3:02.0,,Turnover by A. Gordon (bad pass; steal by K. Caldwell-Pope),45,31
206,2,3:02.0,L. James enters the game for D. Howard,,45,31
207,2,2:52.0,A. Davis misses 2-pt jump shot from 11 ft,,45,31
208,2,2:49.0,,Defensive rebound by J. Isaac,45,31
209,2,2:37.0,,Turnover by D. Augustin (bad pass; steal by K. Caldwell-Pope),45,31
210,2,2:24.0,D. Green misses 3-pt jump shot from 24 ft,,45,31
211,2,2:18.0,,Defensive rebound by M. Bamba,45,31
212,2,2:05.0,,J. Isaac misses 2-pt jump shot from 8 ft,45,31
213,2,2:02.0,Defensive rebound by L. James,,45,31
214,2,1:58.0,A. Davis misses 2-pt layup from 3 ft,,45,31
215,2,1:58.0,Offensive rebound by A. Caruso,,45,31
216,2,1:57.0,A. Caruso misses 2-pt layup from 1 ft,,45,31
217,2,1:56.0,,Defensive rebound by A. Gordon,45,31
218,2,1:51.0,,A. Gordon makes 2-pt layup from 3 ft,45,33
219,2,1:42.0,Turnover by L. James (lost ball; steal by A. Gordon),,45,33
220,2,1:34.0,,E. Fournier misses 2-pt layup from 2 ft (block by A. Davis),45,33
221,2,1:30.0,,Offensive rebound by A. Gordon,45,33
222,2,1:29.0,,A. Gordon makes 3-pt jump shot from 23 ft,45,36
223,2,1:10.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by D. Green),,48,36
224,2,0:51.0,,Personal foul by K. Caldwell-Pope (drawn by E. Fournier),48,36
225,2,0:51.0,,T. Ross enters the game for M. Bamba,48,36
226,2,0:42.0,,E. Fournier misses 3-pt jump shot from 25 ft,48,36
227,2,0:39.0,Defensive rebound by A. Caruso,,48,36
228,2,0:30.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by A. Davis),,51,36
229,2,0:10.0,,D. Augustin makes 2-pt jump shot from 18 ft,51,38
230,2,0:04.0,Personal take foul by A. Gordon (drawn by L. James),,51,38
231,2,0:04.0,,W. Iwundu enters the game for A. Gordon,51,38
232,2,0:00.0,L. James misses 2-pt jump shot from 7 ft,,51,38
233,2,0:00.0,,Defensive rebound by E. Fournier,51,38
234,3,11:46.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by A. Gordon),51,41
235,3,11:29.0,,Violation by Team (kicked ball),51,41
236,3,11:18.0,D. Green misses 3-pt jump shot from 25 ft,,51,41
237,3,11:12.0,,Defensive rebound by D. Augustin,51,41
238,3,10:56.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by K. Birch),51,44
239,3,10:38.0,D. Green makes 2-pt layup from 1 ft,,53,44
240,3,10:18.0,,Offensive foul by A. Gordon (drawn by L. James),53,44
241,3,10:18.0,,Turnover by A. Gordon (offensive foul),53,44
242,3,10:08.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,53,44
243,3,10:04.0,,Defensive rebound by D. Augustin,53,44
244,3,9:55.0,,Turnover by J. Isaac (lost ball; steal by L. James),53,44
245,3,9:50.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,53,44
246,3,9:45.0,,Defensive rebound by A. Gordon,53,44
247,3,9:33.0,,J. Isaac makes 3-pt jump shot from 25 ft (assist by D. Augustin),53,47
248,3,9:06.0,J. McGee makes 2-pt jump shot from 13 ft (assist by A. Davis),,55,47
249,3,8:52.0,,E. Fournier misses 2-pt jump shot from 4 ft,55,47
250,3,8:49.0,Defensive rebound by L. James,,55,47
251,3,8:41.0,A. Davis misses 3-pt jump shot from 25 ft,,55,47
252,3,8:36.0,,Defensive rebound by A. Gordon,55,47
253,3,8:31.0,,Shooting foul by J. McGee (drawn by A. Gordon),55,47
254,3,8:31.0,,A. Gordon makes free throw 1 of 2,55,48
255,3,8:31.0,,A. Gordon makes free throw 2 of 2,55,49
256,3,8:15.0,L. James makes 2-pt jump shot from 19 ft,,57,49
257,3,7:58.0,,A. Gordon makes 2-pt jump shot from 7 ft,57,51
258,3,7:47.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,57,51
259,3,7:44.0,,Defensive rebound by J. Isaac,57,51
260,3,7:41.0,,Shooting foul by A. Davis (drawn by J. Isaac),57,51
261,3,7:41.0,,J. Isaac makes free throw 1 of 2,57,52
262,3,7:41.0,,J. Isaac makes free throw 2 of 2,57,53
263,3,7:35.0,Turnover by L. James (bad pass; steal by K. Birch),,57,53
264,3,7:27.0,,K. Birch makes 2-pt dunk from 3 ft (assist by E. Fournier),57,55
265,3,7:27.0,LA Lakers full timeout,,57,55
266,3,7:11.0,L. James misses 3-pt jump shot from 25 ft,,57,55
267,3,7:09.0,,Defensive rebound by Team,57,55
268,3,6:47.0,,K. Birch misses 2-pt jump shot from 15 ft,57,55
269,3,6:43.0,Defensive rebound by L. James,,57,55
270,3,6:39.0,Shooting foul by J. Isaac (drawn by J. McGee),,57,55
271,3,6:39.0,J. McGee makes free throw 1 of 2,,58,55
272,3,6:39.0,J. McGee makes free throw 2 of 2,,59,55
273,3,6:17.0,,K. Birch makes 2-pt layup from 3 ft (assist by E. Fournier),59,57
274,3,6:10.0,J. McGee makes 2-pt layup from 2 ft (assist by L. James),,61,57
275,3,5:58.0,,Personal foul by J. McGee (drawn by E. Fournier),61,57
276,3,5:58.0,J. Dudley enters the game for J. McGee,,61,57
277,3,5:58.0,,W. Iwundu enters the game for A. Gordon,61,57
278,3,5:52.0,,Turnover by E. Fournier (lost ball; steal by K. Caldwell-Pope),61,57
279,3,5:46.0,A. Davis makes 2-pt dunk from 1 ft (assist by L. James),,63,57
280,3,5:31.0,,J. Isaac misses 3-pt jump shot from 26 ft,63,57
281,3,5:29.0,Defensive rebound by A. Davis,,63,57
282,3,5:15.0,D. Green misses 3-pt jump shot from 23 ft,,63,57
283,3,5:13.0,Offensive rebound by A. Davis,,63,57
284,3,5:12.0,A. Davis misses 2-pt layup at rim,,63,57
285,3,5:10.0,,Defensive rebound by D. Augustin,63,57
286,3,5:09.0,,Personal foul by D. Green (drawn by D. Augustin),63,57
287,3,5:09.0,A. Caruso enters the game for D. Green,,63,57
288,3,4:48.0,,Personal foul by J. Dudley (drawn by J. Isaac),63,57
289,3,4:48.0,,J. Isaac makes free throw 1 of 2,63,58
290,3,4:48.0,,T. Ross enters the game for E. Fournier,63,58
291,3,4:48.0,,J. Isaac makes free throw 2 of 2,63,59
292,3,4:43.0,Personal foul by K. Birch (drawn by A. Davis),,63,59
293,3,4:41.0,A. Davis makes 3-pt jump shot from 26 ft (assist by L. James),,66,59
294,3,4:19.0,,T. Ross misses 2-pt jump shot from 9 ft,66,59
295,3,4:17.0,Defensive rebound by L. James,,66,59
296,3,4:00.0,A. Davis misses 2-pt jump shot from 7 ft,,66,59
297,3,3:58.0,,Defensive rebound by W. Iwundu,66,59
298,3,3:51.0,,Turnover by W. Iwundu (bad pass; steal by A. Caruso),66,59
299,3,3:34.0,L. James misses 3-pt jump shot from 26 ft,,66,59
300,3,3:32.0,,Defensive rebound by Team,66,59
301,3,3:32.0,T. Daniels enters the game for L. James,,66,59
302,3,3:32.0,,M. Carter-Williams enters the game for D. Augustin,66,59
303,3,3:13.0,,W. Iwundu makes 2-pt layup from 2 ft (assist by M. Carter-Williams),66,61
304,3,2:59.0,Turnover by A. Caruso (lost ball; steal by T. Ross),,66,61
305,3,2:55.0,,Turnover by W. Iwundu (out of bounds lost ball),66,61
306,3,2:55.0,,Orlando full timeout,66,61
307,3,2:55.0,A. Bradley enters the game for K. Caldwell-Pope,,66,61
308,3,2:55.0,,A. Gordon enters the game for J. Isaac,66,61
309,3,2:42.0,Turnover by A. Caruso (bad pass; steal by W. Iwundu),,66,61
310,3,2:36.0,,M. Carter-Williams misses 2-pt layup from 2 ft,66,61
311,3,2:30.0,,Offensive rebound by A. Gordon,66,61
312,3,2:30.0,,A. Gordon makes 2-pt dunk from 1 ft,66,63
313,3,2:10.0,A. Bradley misses 2-pt jump shot from 17 ft,,66,63
314,3,2:08.0,,Defensive rebound by Team,66,63
315,3,1:43.0,,Turnover by Team (shot clock),66,63
316,3,1:32.0,Personal foul by K. Birch (drawn by A. Davis),,66,63
317,3,1:27.0,A. Davis makes 2-pt jump shot from 14 ft,,68,63
318,3,1:05.0,,Shooting foul by A. Bradley (drawn by M. Carter-Williams),68,63
319,3,1:05.0,,M. Carter-Williams misses free throw 1 of 2,68,63
320,3,1:05.0,,Offensive rebound by Team,68,63
321,3,1:05.0,,M. Carter-Williams misses free throw 2 of 2,68,63
322,3,1:02.0,Defensive rebound by A. Bradley,,68,63
323,3,0:52.0,A. Davis misses 2-pt jump shot from 17 ft,,68,63
324,3,0:49.0,,Defensive rebound by W. Iwundu,68,63
325,3,0:35.0,,K. Birch makes 2-pt dunk from 1 ft (assist by M. Carter-Williams),68,65
326,3,0:33.0,Personal foul by M. Carter-Williams (drawn by A. Caruso),,68,65
327,3,0:33.0,A. Caruso makes free throw 1 of 2,,69,65
328,3,0:33.0,A. Caruso misses free throw 2 of 2,,69,65
329,3,0:31.0,,Defensive rebound by K. Birch,69,65
330,3,0:16.0,,T. Ross misses 2-pt layup from 2 ft,69,65
331,3,0:14.0,,Offensive rebound by A. Gordon,69,65
332,3,0:11.0,,W. Iwundu misses 3-pt jump shot from 25 ft,69,65
333,3,0:09.0,,Offensive rebound by Team,69,65
334,3,0:02.0,,T. Ross misses 2-pt jump shot from 17 ft (block by A. Davis),69,65
335,3,0:00.0,,Offensive rebound by Team,69,65
336,4,11:45.0,L. James misses 2-pt layup from 3 ft,,69,65
337,4,11:39.0,Offensive rebound by D. Howard,,69,65
338,4,11:39.0,D. Howard makes 2-pt layup at rim,,71,65
339,4,11:29.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by A. Gordon),71,68
340,4,11:06.0,A. Bradley misses 3-pt jump shot from 25 ft,,71,68
341,4,11:04.0,,Defensive rebound by A. Gordon,71,68
342,4,10:48.0,,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by A. Gordon),71,71
343,4,10:30.0,A. Bradley makes 2-pt layup from 3 ft (assist by L. James),,73,71
344,4,10:13.0,,M. Bamba misses 2-pt jump shot from 9 ft (block by D. Howard),73,71
345,4,10:11.0,Defensive rebound by J. Dudley,,73,71
346,4,10:05.0,A. Caruso makes 3-pt jump shot from 26 ft (assist by L. James),,76,71
347,4,9:50.0,,Personal foul by J. Dudley (drawn by A. Gordon),76,71
348,4,9:39.0,,M. Bamba misses 3-pt jump shot from 25 ft,76,71
349,4,9:36.0,Defensive rebound by D. Howard,,76,71
350,4,9:18.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by L. James),,79,71
351,4,9:17.0,,Orlando full timeout,79,71
352,4,8:54.0,,Turnover by M. Carter-Williams (bad pass; steal by D. Howard),79,71
353,4,8:33.0,L. James misses 2-pt jump shot from 12 ft,,79,71
354,4,8:31.0,,Defensive rebound by T. Ross,79,71
355,4,8:25.0,,E. Fournier misses 3-pt jump shot from 25 ft,79,71
356,4,8:21.0,Defensive rebound by D. Howard,,79,71
357,4,8:07.0,D. Howard misses 2-pt layup from 4 ft,,79,71
358,4,8:07.0,,Defensive rebound by Team,79,71
359,4,8:07.0,,J. Isaac enters the game for E. Fournier,79,71
360,4,8:07.0,,W. Iwundu enters the game for A. Gordon,79,71
361,4,7:59.0,,M. Bamba misses 3-pt jump shot from 25 ft,79,71
362,4,7:57.0,Defensive rebound by L. James,,79,71
363,4,7:47.0,L. James makes 2-pt layup from 2 ft,,81,71
364,4,7:31.0,,J. Isaac makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),81,74
365,4,7:07.0,D. Howard misses 2-pt layup from 3 ft,,81,74
366,4,7:06.0,Offensive rebound by D. Howard,,81,74
367,4,7:06.0,Shooting foul by J. Isaac (drawn by D. Howard),,81,74
368,4,7:06.0,,Technical foul by D. Howard,81,74
369,4,7:06.0,Technical foul by M. Carter-Williams,,81,74
370,4,7:06.0,,Technical foul by J. Dudley,81,74
371,4,7:06.0,Technical foul by W. Iwundu,,81,74
372,4,7:06.0,J. Dudley ejected from game,,81,74
373,4,7:06.0,,W. Iwundu ejected from game,81,74
374,4,7:06.0,K. Caldwell-Pope enters the game for A. Bradley,,81,74
375,4,7:06.0,A. Davis enters the game for A. Caruso,,81,74
376,4,7:06.0,D. Green enters the game for J. Dudley,,81,74
377,4,7:06.0,,E. Fournier enters the game for W. Iwundu,81,74
378,4,7:06.0,D. Howard misses free throw 1 of 2,,81,74
379,4,7:06.0,Offensive rebound by Team,,81,74
380,4,7:06.0,D. Howard misses free throw 2 of 2,,81,74
381,4,7:04.0,,Defensive rebound by M. Bamba,81,74
382,4,6:51.0,,J. Isaac makes 2-pt layup from 4 ft (assist by M. Carter-Williams),81,76
383,4,6:36.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. James),,84,76
384,4,6:17.0,,T. Ross misses 2-pt jump shot from 19 ft,84,76
385,4,6:14.0,Defensive rebound by A. Davis,,84,76
386,4,6:01.0,L. James misses 2-pt dunk from 2 ft (block by M. Bamba),,84,76
387,4,5:58.0,,Defensive rebound by J. Isaac,84,76
388,4,5:51.0,,Shooting foul by D. Howard (drawn by M. Bamba),84,76
389,4,5:51.0,,M. Bamba makes free throw 1 of 2,84,77
