,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DETROIT_ACTION,WASHINGTON_SCORE,DETROIT_SCORE
0,1,11:35.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by L. Kennard),0,3
1,1,11:11.0,I. Bonga makes 2-pt layup from 1 ft (assist by B. Beal),,2,3
2,1,10:59.0,,Personal foul by I. Bonga (drawn by T. Snell),2,3
3,1,10:45.0,,Turnover by L. Kennard (bad pass; steal by I. Bonga),2,3
4,1,10:26.0,Turnover by B. Beal (bad pass; steal by B. Brown),,2,3
5,1,10:14.0,,Shooting foul by I. Bonga (drawn by T. Maker),2,3
6,1,10:14.0,,T. Maker makes free throw 1 of 2,2,4
7,1,10:14.0,,T. Maker makes free throw 2 of 2,2,5
8,1,10:02.0,B. Beal misses 2-pt jump shot from 18 ft,,2,5
9,1,9:58.0,Offensive rebound by R. Hachimura,,2,5
10,1,9:57.0,R. Hachimura makes 2-pt dunk from 1 ft,,4,5
11,1,9:47.0,,M. Morris makes 2-pt dunk from 1 ft (assist by T. Maker),4,7
12,1,9:36.0,R. Hachimura makes 2-pt jump shot from 15 ft (assist by B. Beal),,6,7
13,1,9:23.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by L. Kennard),6,9
14,1,9:12.0,Shooting foul by T. Maker (drawn by I. Mahinmi),,6,9
15,1,9:12.0,I. Mahinmi makes free throw 1 of 2,,7,9
16,1,9:12.0,I. Mahinmi makes free throw 2 of 2,,8,9
17,1,8:56.0,,B. Brown misses 2-pt layup from 4 ft (block by I. Mahinmi),8,9
18,1,8:52.0,,Offensive rebound by B. Brown,8,9
19,1,8:50.0,,T. Snell misses 3-pt jump shot from 25 ft,8,9
20,1,8:47.0,Defensive rebound by B. Beal,,8,9
21,1,8:47.0,B. Beal misses 2-pt layup from 14 ft (block by B. Brown),,8,9
22,1,8:45.0,Offensive rebound by Team,,8,9
23,1,8:40.0,I. Thomas makes 2-pt layup from 2 ft,,10,9
24,1,8:31.0,,Offensive foul by T. Maker (drawn by I. Mahinmi),10,9
25,1,8:31.0,,Turnover by T. Maker (offensive foul),10,9
26,1,8:31.0,,C. Wood enters the game for T. Maker,10,9
27,1,8:20.0,I. Mahinmi makes 2-pt dunk from 1 ft (assist by B. Beal),,12,9
28,1,8:09.0,,C. Wood makes 2-pt jump shot from 4 ft (assist by B. Brown),12,11
29,1,7:55.0,B. Beal makes 3-pt jump shot from 25 ft (assist by I. Thomas),,15,11
30,1,7:45.0,,Personal foul by I. Thomas (drawn by C. Wood),15,11
31,1,7:32.0,,M. Morris misses 2-pt layup from 2 ft,15,11
32,1,7:27.0,,Offensive rebound by B. Brown,15,11
33,1,7:27.0,,B. Brown makes 2-pt layup from 1 ft,15,13
34,1,7:20.0,Turnover by R. Hachimura (step out of bounds),,15,13
35,1,7:07.0,,B. Brown misses 3-pt jump shot from 25 ft,15,13
36,1,7:02.0,Defensive rebound by I. Bonga,,15,13
37,1,7:01.0,Shooting foul by B. Brown (drawn by I. Bonga),,15,13
38,1,7:01.0,I. Bonga makes free throw 1 of 2,,16,13
39,1,7:01.0,I. Bonga makes free throw 2 of 2,,17,13
40,1,6:55.0,,Detroit full timeout,17,13
41,1,6:55.0,D. Bertāns enters the game for I. Bonga,,17,13
42,1,6:55.0,,L. Galloway enters the game for T. Snell,17,13
43,1,6:49.0,,L. Kennard makes 2-pt jump shot from 17 ft (assist by C. Wood),17,15
44,1,6:35.0,Turnover by I. Mahinmi (traveling),,17,15
45,1,6:14.0,,M. Morris makes 2-pt layup from 1 ft,17,17
46,1,6:03.0,R. Hachimura makes 2-pt layup from 1 ft (assist by B. Beal),,19,17
47,1,6:03.0,Shooting foul by L. Galloway (drawn by R. Hachimura),,19,17
48,1,6:03.0,,D. Rose enters the game for B. Brown,19,17
49,1,6:03.0,R. Hachimura makes free throw 1 of 1,,20,17
50,1,5:52.0,,L. Kennard misses 3-pt jump shot from 26 ft,20,17
51,1,5:48.0,Defensive rebound by D. Bertāns,,20,17
52,1,5:43.0,D. Bertāns makes 2-pt layup from 3 ft (assist by I. Thomas),,22,17
53,1,5:27.0,,D. Rose makes 2-pt layup at rim (assist by M. Morris),22,19
54,1,5:14.0,B. Beal makes 2-pt jump shot from 8 ft (assist by I. Thomas),,24,19
55,1,5:02.0,,C. Wood misses 2-pt layup from 3 ft,24,19
56,1,4:59.0,Defensive rebound by I. Mahinmi,,24,19
57,1,4:53.0,I. Thomas makes 2-pt jump shot from 18 ft,,26,19
58,1,4:41.0,,Personal foul by I. Mahinmi (drawn by D. Rose),26,19
59,1,4:41.0,T. Brown enters the game for I. Mahinmi,,26,19
60,1,4:41.0,I. Smith enters the game for I. Thomas,,26,19
61,1,4:32.0,,M. Morris makes 2-pt hook shot from 4 ft (assist by L. Galloway),26,21
62,1,4:26.0,T. Brown makes 2-pt layup at rim (assist by B. Beal),,28,21
63,1,4:21.0,,D. Rose misses 2-pt jump shot from 15 ft (block by I. Smith),28,21
64,1,4:20.0,,Offensive rebound by D. Rose,28,21
65,1,4:17.0,,L. Galloway misses 3-pt jump shot from 23 ft,28,21
66,1,4:16.0,Defensive rebound by Team,,28,21
67,1,4:16.0,Washington full timeout,,28,21
68,1,4:09.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by I. Smith),,31,21
69,1,3:54.0,,D. Rose makes 2-pt layup from 3 ft,31,23
70,1,3:47.0,Turnover by I. Smith (bad pass; steal by C. Wood),,31,23
71,1,3:36.0,,C. Wood makes 2-pt layup from 2 ft (assist by D. Rose),31,25
72,1,3:19.0,Turnover by I. Smith (bad pass; steal by L. Galloway),,31,25
73,1,3:14.0,,L. Galloway misses 2-pt layup from 1 ft,31,25
74,1,3:13.0,,Offensive rebound by L. Kennard,31,25
75,1,3:02.0,,D. Rose makes 3-pt jump shot from 26 ft,31,28
76,1,2:43.0,B. Beal makes 2-pt jump shot from 15 ft,,33,28
77,1,2:43.0,Shooting foul by M. Morris (drawn by B. Beal),,33,28
78,1,2:43.0,A. Schofield enters the game for R. Hachimura,,33,28
79,1,2:43.0,,T. Snell enters the game for M. Morris,33,28
80,1,2:43.0,B. Beal makes free throw 1 of 1,,34,28
81,1,2:23.0,,T. Snell misses 3-pt jump shot from 23 ft,34,28
82,1,2:19.0,Defensive rebound by I. Smith,,34,28
83,1,2:14.0,I. Smith misses 2-pt layup from 2 ft,,34,28
84,1,2:11.0,,Defensive rebound by D. Rose,34,28
85,1,2:07.0,,C. Wood makes 2-pt dunk from 1 ft (assist by D. Rose),34,30
86,1,1:55.0,B. Beal makes 3-pt jump shot from 25 ft (assist by A. Schofield),,37,30
87,1,1:33.0,,T. Snell misses 3-pt jump shot from 25 ft,37,30
88,1,1:29.0,Defensive rebound by A. Schofield,,37,30
89,1,1:20.0,B. Beal misses 2-pt jump shot from 13 ft,,37,30
90,1,1:18.0,,Defensive rebound by C. Wood,37,30
91,1,1:07.0,,L. Kennard misses 3-pt jump shot from 26 ft,37,30
92,1,1:03.0,,Offensive rebound by C. Wood,37,30
93,1,1:03.0,,C. Wood misses 2-pt hook shot from 8 ft (block by I. Smith),37,30
94,1,1:02.0,Defensive rebound by B. Beal,,37,30
95,1,0:54.0,B. Beal makes 2-pt layup from 2 ft,,39,30
96,1,0:45.0,,Personal foul by A. Schofield (drawn by C. Wood),39,30
97,1,0:45.0,,C. Wood misses free throw 1 of 2,39,30
98,1,0:45.0,,Offensive rebound by Team,39,30
99,1,0:45.0,,S. Mykhailiuk enters the game for L. Kennard,39,30
100,1,0:45.0,,C. Wood makes free throw 2 of 2,39,31
101,1,0:38.0,A. Schofield makes 2-pt dunk from 1 ft (assist by B. Beal),,41,31
102,1,0:30.0,,D. Rose misses 2-pt jump shot from 17 ft,41,31
103,1,0:23.0,Defensive rebound by D. Bertāns,,41,31
104,1,0:02.0,B. Beal makes 2-pt layup from 3 ft,,43,31
105,1,0:00.0,,D. Rose misses 3-pt jump shot from 41 ft,43,31
106,1,0:00.0,,Offensive rebound by Team,43,31
107,2,11:42.0,I. Smith makes 2-pt jump shot from 20 ft,,45,31
108,2,11:22.0,,L. Galloway misses 2-pt layup from 3 ft,45,31
109,2,11:20.0,,Offensive rebound by L. Galloway,45,31
110,2,11:17.0,,D. Rose misses 2-pt jump shot from 23 ft,45,31
111,2,11:14.0,,Offensive rebound by Team,45,31
112,2,11:03.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,45,31
113,2,10:59.0,,Offensive rebound by T. Maker,45,31
114,2,10:58.0,,S. Mykhailiuk makes 3-pt jump shot from 24 ft (assist by T. Snell),45,34
115,2,10:51.0,Offensive foul by I. Smith (drawn by L. Galloway),,45,34
116,2,10:51.0,Turnover by I. Smith (offensive foul),,45,34
117,2,10:40.0,,Turnover by D. Rose (lost ball; steal by T. Brown),45,34
118,2,10:36.0,I. Smith misses 3-pt jump shot from 23 ft,,45,34
119,2,10:32.0,Offensive rebound by T. Brown,,45,34
120,2,10:31.0,G. Mathews makes 3-pt jump shot from 25 ft (assist by T. Brown),,48,34
121,2,10:31.0,Shooting foul by D. Rose (drawn by G. Mathews),,48,34
122,2,10:31.0,G. Mathews makes free throw 1 of 1,,49,34
123,2,10:15.0,,T. Snell makes 2-pt jump shot from 19 ft (assist by S. Mykhailiuk),49,36
124,2,9:58.0,T. Brown misses 2-pt layup from 7 ft,,49,36
125,2,9:53.0,Offensive rebound by A. Schofield,,49,36
126,2,9:53.0,A. Schofield misses 2-pt layup at rim,,49,36
127,2,9:52.0,,Defensive rebound by T. Maker,49,36
128,2,9:51.0,,Turnover by D. Rose (bad pass; steal by I. Smith),49,36
129,2,9:48.0,T. Brown misses 2-pt layup from 3 ft (block by S. Mykhailiuk),,49,36
130,2,9:46.0,Offensive rebound by Team,,49,36
131,2,9:31.0,I. Smith misses 2-pt jump shot from 15 ft,,49,36
132,2,9:26.0,,Defensive rebound by D. Rose,49,36
133,2,9:24.0,,Personal foul by G. Mathews (drawn by D. Rose),49,36
134,2,9:14.0,,Shooting foul by A. Schofield (drawn by D. Rose),49,36
135,2,9:14.0,,D. Rose makes free throw 1 of 2,49,37
136,2,9:14.0,,D. Rose makes free throw 2 of 2,49,38
137,2,9:04.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by I. Smith),,52,38
138,2,8:41.0,,T. Snell misses 3-pt jump shot from 26 ft,52,38
139,2,8:38.0,Defensive rebound by I. Smith,,52,38
140,2,8:30.0,D. Bertāns misses 2-pt layup from 1 ft,,52,38
141,2,8:26.0,,Defensive rebound by T. Maker,52,38
142,2,8:25.0,,Turnover by D. Rose (lost ball; steal by I. Smith),52,38
143,2,8:20.0,D. Bertāns makes 2-pt jump shot from 13 ft (assist by I. Smith),,54,38
144,2,8:14.0,,Detroit full timeout,54,38
145,2,8:14.0,,B. Brown enters the game for L. Galloway,54,38
146,2,8:14.0,,L. Kennard enters the game for D. Rose,54,38
147,2,8:10.0,,Personal foul by G. Mathews (drawn by T. Maker),54,38
148,2,8:10.0,,Offensive foul by T. Maker (drawn by A. Schofield),54,38
149,2,8:10.0,,Turnover by T. Maker (offensive foul),54,38
150,2,8:10.0,,C. Wood enters the game for T. Maker,54,38
151,2,7:57.0,A. Schofield misses 3-pt jump shot from 26 ft,,54,38
152,2,7:54.0,,Defensive rebound by B. Brown,54,38
153,2,7:46.0,,B. Brown misses 2-pt layup from 5 ft,54,38
154,2,7:44.0,,Offensive rebound by C. Wood,54,38
155,2,7:44.0,,C. Wood misses 2-pt layup from 1 ft,54,38
156,2,7:44.0,,Offensive rebound by Team,54,38
157,2,7:44.0,B. Beal enters the game for G. Mathews,,54,38
158,2,7:44.0,R. Hachimura enters the game for A. Schofield,,54,38
159,2,7:33.0,,L. Kennard misses 3-pt jump shot from 26 ft,54,38
160,2,7:27.0,Defensive rebound by T. Brown,,54,38
161,2,7:24.0,B. Beal misses 3-pt jump shot from 25 ft,,54,38
162,2,7:21.0,,Defensive rebound by B. Brown,54,38
163,2,7:00.0,,S. Mykhailiuk makes 3-pt jump shot from 27 ft,54,41
164,2,6:40.0,B. Beal misses 2-pt jump shot from 13 ft,,54,41
165,2,6:38.0,,Defensive rebound by Team,54,41
166,2,6:38.0,,M. Morris enters the game for T. Snell,54,41
167,2,6:24.0,,C. Wood makes 2-pt dunk from 1 ft (assist by L. Kennard),54,43
168,2,6:08.0,Turnover by T. Brown (bad pass; steal by M. Morris),,54,43
169,2,6:02.0,,Shooting foul by I. Smith (drawn by S. Mykhailiuk),54,43
170,2,6:02.0,,S. Mykhailiuk misses free throw 1 of 2,54,43
171,2,6:02.0,,Offensive rebound by Team,54,43
172,2,6:02.0,I. Mahinmi enters the game for T. Brown,,54,43
173,2,6:02.0,I. Thomas enters the game for I. Smith,,54,43
174,2,6:02.0,,S. Mykhailiuk makes free throw 2 of 2,54,44
175,2,5:47.0,B. Beal makes 3-pt jump shot from 25 ft (assist by I. Thomas),,57,44
176,2,5:27.0,,L. Kennard makes 2-pt hook shot from 7 ft,57,46
177,2,5:18.0,Turnover by I. Thomas (bad pass),,57,46
178,2,4:55.0,,S. Mykhailiuk misses 3-pt jump shot from 23 ft,57,46
179,2,4:51.0,Defensive rebound by D. Bertāns,,57,46
180,2,4:48.0,I. Thomas makes 3-pt jump shot from 29 ft,,60,46
181,2,4:36.0,,C. Wood misses 3-pt jump shot from 26 ft,60,46
182,2,4:32.0,Defensive rebound by R. Hachimura,,60,46
183,2,4:24.0,D. Bertāns misses 3-pt jump shot from 25 ft,,60,46
184,2,4:22.0,,Defensive rebound by Team,60,46
185,2,4:04.0,,M. Morris misses 2-pt hook shot from 5 ft,60,46
186,2,4:02.0,Defensive rebound by I. Mahinmi,,60,46
187,2,3:48.0,Shooting foul by B. Brown (drawn by B. Beal),,60,46
188,2,3:48.0,B. Beal misses free throw 1 of 2,,60,46
189,2,3:48.0,Offensive rebound by Team,,60,46
190,2,3:48.0,,L. Galloway enters the game for S. Mykhailiuk,60,46
191,2,3:48.0,B. Beal makes free throw 2 of 2,,61,46
192,2,3:37.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by B. Brown),61,49
193,2,3:15.0,B. Beal misses 2-pt jump shot from 9 ft,,61,49
194,2,3:13.0,,Defensive rebound by M. Morris,61,49
195,2,3:06.0,,M. Morris makes 2-pt layup from 6 ft,61,51
196,2,3:06.0,Washington full timeout,,61,51
197,2,3:06.0,I. Bonga enters the game for D. Bertāns,,61,51
198,2,3:06.0,,D. Rose enters the game for B. Brown,61,51
199,2,2:55.0,R. Hachimura misses 3-pt jump shot from 26 ft,,61,51
200,2,2:51.0,,Defensive rebound by M. Morris,61,51
201,2,2:29.0,,C. Wood misses 2-pt dunk from 2 ft,61,51
202,2,2:27.0,Defensive rebound by I. Mahinmi,,61,51
203,2,2:18.0,I. Thomas misses 2-pt layup from 3 ft,,61,51
204,2,2:17.0,,Defensive rebound by L. Kennard,61,51
205,2,2:13.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by L. Kennard),61,54
206,2,1:54.0,B. Beal misses 2-pt jump shot from 17 ft,,61,54
207,2,1:51.0,,Defensive rebound by L. Kennard,61,54
208,2,1:44.0,,Offensive foul by M. Morris (drawn by I. Bonga),61,54
209,2,1:44.0,,Turnover by M. Morris (offensive foul),61,54
210,2,1:30.0,Shooting foul by L. Kennard (drawn by B. Beal),,61,54
211,2,1:30.0,B. Beal makes free throw 1 of 2,,62,54
212,2,1:30.0,B. Beal makes free throw 2 of 2,,63,54
