,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW ORLEANS_ACTION,INDIANA_SCORE,NEW ORLEANS_SCORE
106,1,1:11.0,,J. Holiday misses 3-pt jump shot from 26 ft,27,19
107,1,1:07.0,Defensive rebound by T. McConnell,,27,19
108,1,0:59.0,D. McDermott misses 2-pt jump shot from 20 ft,,27,19
109,1,0:56.0,,Defensive rebound by K. Williams,27,19
110,1,0:41.0,,J. Holiday misses 2-pt jump shot from 4 ft,27,19
111,1,0:39.0,Defensive rebound by D. Sabonis,,27,19
112,1,0:30.0,D. Sabonis makes 3-pt jump shot from 24 ft (assist by T. McConnell),,30,19
113,1,0:17.0,,Turnover by E. Moore (step out of bounds),30,19
114,1,0:00.0,T. McConnell makes 2-pt jump shot from 14 ft,,32,19
115,1,0:00.0,Instant Replay (Request: Stands),,32,19
116,2,11:50.0,,E. Moore misses 3-pt jump shot from 26 ft,32,19
117,2,11:46.0,Defensive rebound by D. Sabonis,,32,19
118,2,11:24.0,J. Holiday misses 3-pt jump shot from 22 ft,,32,19
119,2,11:21.0,,Defensive rebound by J. Hart,32,19
120,2,11:10.0,,J. Holiday makes 2-pt layup from 2 ft,32,21
121,2,10:59.0,Turnover by J. Holiday (bad pass; steal by J. Hayes),,32,21
122,2,10:54.0,,J. Hart makes 2-pt layup from 2 ft (assist by J. Holiday),32,23
123,2,10:29.0,Turnover by T. McConnell (lost ball; steal by E. Moore),,32,23
124,2,10:22.0,,J. Hart misses 3-pt jump shot from 26 ft,32,23
125,2,10:19.0,Defensive rebound by D. Sabonis,,32,23
126,2,10:08.0,D. McDermott misses 3-pt jump shot from 25 ft,,32,23
127,2,10:04.0,,Defensive rebound by E. Moore,32,23
128,2,9:52.0,,J. Holiday misses 2-pt jump shot from 8 ft,32,23
129,2,9:52.0,Defensive rebound by Team,,32,23
130,2,9:34.0,D. Sabonis misses 2-pt layup from 3 ft,,32,23
131,2,9:32.0,Offensive rebound by T. McConnell,,32,23
132,2,9:30.0,E. Sumner misses 3-pt jump shot from 24 ft,,32,23
133,2,9:26.0,,Defensive rebound by K. Williams,32,23
134,2,9:10.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Hart),32,26
135,2,8:58.0,Personal foul by J. Hart (drawn by D. Sabonis),,32,26
136,2,8:39.0,E. Sumner misses 2-pt jump shot from 10 ft,,32,26
137,2,8:37.0,,Defensive rebound by J. Hayes,32,26
138,2,8:30.0,,Turnover by J. Holiday (bad pass; steal by E. Sumner),32,26
139,2,8:26.0,J. Holiday misses 2-pt dunk from 1 ft,,32,26
140,2,8:21.0,,Defensive rebound by K. Williams,32,26
141,2,8:18.0,,J. Holiday makes 2-pt jump shot from 3 ft (assist by J. Hayes),32,28
142,2,8:10.0,Indiana full timeout,,32,28
143,2,8:01.0,D. Sabonis makes 2-pt layup from 2 ft,,34,28
144,2,8:01.0,Shooting foul by J. Hayes (drawn by D. Sabonis),,34,28
145,2,8:01.0,D. Sabonis makes free throw 1 of 1,,35,28
146,2,7:47.0,,Turnover by E. Moore (lost ball; steal by T. McConnell),35,28
147,2,7:32.0,E. Sumner misses 2-pt layup from 3 ft,,35,28
148,2,7:29.0,Offensive rebound by E. Sumner,,35,28
149,2,7:29.0,E. Sumner misses 2-pt layup at rim,,35,28
150,2,7:28.0,,Defensive rebound by J. Holiday,35,28
151,2,7:24.0,,Turnover by J. Holiday (bad pass; steal by D. Sabonis),35,28
152,2,7:17.0,D. McDermott misses 3-pt jump shot from 25 ft,,35,28
153,2,7:13.0,,Defensive rebound by K. Williams,35,28
154,2,7:10.0,,Shooting foul by E. Sumner (drawn by J. Hart),35,28
155,2,7:10.0,,J. Hart misses free throw 1 of 2,35,28
156,2,7:10.0,,Offensive rebound by Team,35,28
157,2,7:10.0,,D. Favors enters the game for J. Hayes,35,28
158,2,7:10.0,,B. Ingram enters the game for K. Williams,35,28
159,2,7:10.0,,J. Hart makes free throw 2 of 2,35,29
160,2,6:53.0,Turnover by D. Sabonis (bad pass),,35,29
161,2,6:44.0,,J. Hart misses 3-pt jump shot from 25 ft,35,29
162,2,6:40.0,Defensive rebound by D. Sabonis,,35,29
163,2,6:28.0,D. Sabonis misses 2-pt hook shot from 6 ft,,35,29
164,2,6:27.0,,Defensive rebound by Team,35,29
165,2,6:27.0,Loose ball foul by D. Sabonis (drawn by D. Favors),,35,29
166,2,6:27.0,J. Lamb enters the game for J. Holiday,,35,29
167,2,6:27.0,T. Warren enters the game for E. Sumner,,35,29
168,2,6:20.0,,Shooting foul by T. Warren (drawn by B. Ingram),35,29
169,2,6:20.0,,B. Ingram makes free throw 1 of 2,35,30
170,2,6:20.0,,B. Ingram makes free throw 2 of 2,35,31
171,2,6:20.0,,J. Redick enters the game for E. Moore,35,31
172,2,6:08.0,Turnover by D. Sabonis (bad pass; steal by B. Ingram),,35,31
173,2,5:58.0,,D. Favors misses 2-pt jump shot from 9 ft,35,31
174,2,5:55.0,Defensive rebound by D. Sabonis,,35,31
175,2,5:42.0,T. Warren misses 2-pt jump shot from 7 ft,,35,31
176,2,5:39.0,,Defensive rebound by D. Favors,35,31
177,2,5:34.0,,J. Holiday misses 2-pt layup from 4 ft (block by J. Lamb),35,31
178,2,5:31.0,Defensive rebound by J. Lamb,,35,31
179,2,5:28.0,D. McDermott misses 3-pt jump shot from 23 ft,,35,31
180,2,5:23.0,Offensive rebound by D. McDermott,,35,31
181,2,5:22.0,D. McDermott makes 2-pt layup from 2 ft,,37,31
182,2,5:09.0,,J. Hart misses 3-pt jump shot from 25 ft,37,31
183,2,5:05.0,Defensive rebound by D. Sabonis,,37,31
184,2,5:03.0,Turnover by D. Sabonis (lost ball; steal by J. Holiday),,37,31
185,2,4:59.0,,J. Holiday makes 2-pt layup from 1 ft (assist by D. Favors),37,33
186,2,4:48.0,D. Sabonis misses 3-pt jump shot from 26 ft,,37,33
187,2,4:45.0,,Defensive rebound by J. Hart,37,33
188,2,4:37.0,,B. Ingram makes 2-pt jump shot from 8 ft,37,35
189,2,4:26.0,Shooting foul by D. Favors (drawn by T. Warren),,37,35
190,2,4:26.0,T. Warren makes free throw 1 of 2,,38,35
191,2,4:26.0,A. Holiday enters the game for T. McConnell,,38,35
192,2,4:26.0,M. Turner enters the game for D. Sabonis,,38,35
193,2,4:26.0,,L. Ball enters the game for J. Hart,38,35
194,2,4:26.0,,F. Jackson enters the game for J. Holiday,38,35
195,2,4:26.0,T. Warren makes free throw 2 of 2,,39,35
196,2,4:21.0,,Personal foul by J. Lamb (drawn by J. Redick),39,35
197,2,4:16.0,,D. Favors misses 2-pt layup from 3 ft,39,35
198,2,4:14.0,,Offensive rebound by D. Favors,39,35
199,2,4:14.0,,D. Favors makes 2-pt layup from 1 ft,39,37
200,2,4:14.0,,Violation by Team (delay of game),39,37
201,2,3:57.0,A. Holiday misses 2-pt layup from 2 ft,,39,37
202,2,3:55.0,Offensive rebound by M. Turner,,39,37
203,2,3:51.0,T. Warren misses 2-pt layup from 2 ft,,39,37
204,2,3:49.0,,Defensive rebound by D. Favors,39,37
205,2,3:46.0,,Personal foul by A. Holiday (drawn by B. Ingram),39,37
206,2,3:46.0,,B. Ingram makes free throw 1 of 2,39,38
207,2,3:46.0,J. Holiday enters the game for D. McDermott,,39,38
208,2,3:46.0,,B. Ingram makes free throw 2 of 2,39,39
209,2,3:29.0,A. Holiday misses 2-pt jump shot from 3 ft,,39,39
210,2,3:27.0,,Defensive rebound by D. Favors,39,39
211,2,3:24.0,,Turnover by J. Redick (traveling),39,39
212,2,3:15.0,J. Lamb misses 2-pt jump shot from 17 ft,,39,39
213,2,3:12.0,,Defensive rebound by D. Favors,39,39
214,2,2:56.0,,Shooting foul by M. Turner (drawn by J. Redick),39,39
215,2,2:56.0,,New Orleans full timeout,39,39
216,2,2:56.0,G. Bitadze enters the game for M. Turner,,39,39
217,2,2:56.0,,J. Redick makes free throw 1 of 2,39,40
218,2,2:56.0,,J. Redick makes free throw 2 of 2,39,41
219,2,2:46.0,J. Holiday misses 3-pt jump shot from 25 ft,,39,41
220,2,2:43.0,,Defensive rebound by J. Redick,39,41
221,2,2:27.0,,L. Ball misses 3-pt jump shot from 23 ft,39,41
222,2,2:24.0,Defensive rebound by T. Warren,,39,41
223,2,2:20.0,Offensive foul by A. Holiday (drawn by F. Jackson),,39,41
224,2,2:20.0,Turnover by A. Holiday (offensive foul),,39,41
225,2,2:20.0,T. McConnell enters the game for A. Holiday,,39,41
226,2,2:07.0,,B. Ingram misses 2-pt layup from 3 ft (block by G. Bitadze),39,41
227,2,2:04.0,Defensive rebound by G. Bitadze,,39,41
228,2,2:00.0,G. Bitadze makes 2-pt hook shot from 3 ft (assist by T. McConnell),,41,41
229,2,1:48.0,,J. Redick makes 2-pt layup from 2 ft (assist by D. Favors),41,43
230,2,1:35.0,G. Bitadze misses 3-pt jump shot from 26 ft,,41,43
231,2,1:34.0,,Defensive rebound by Team,41,43
232,2,1:19.0,,Shooting foul by J. Holiday (drawn by D. Favors),41,43
233,2,1:19.0,,D. Favors misses free throw 1 of 2,41,43
234,2,1:19.0,,Offensive rebound by Team,41,43
235,2,1:19.0,,D. Favors makes free throw 2 of 2,41,44
236,2,1:05.0,T. Warren makes 2-pt jump shot from 8 ft,,43,44
237,2,0:55.0,,F. Jackson makes 2-pt jump shot from 21 ft,43,46
238,2,0:43.0,J. Lamb misses 3-pt jump shot from 26 ft,,43,46
239,2,0:40.0,,Defensive rebound by B. Ingram,43,46
240,2,0:28.0,,B. Ingram makes 2-pt jump shot from 7 ft,43,48
241,2,0:09.0,Shooting foul by B. Ingram (drawn by T. Warren),,43,48
242,2,0:09.0,T. Warren makes free throw 1 of 2,,44,48
243,2,0:09.0,T. Warren makes free throw 2 of 2,,45,48
244,2,0:00.0,,J. Redick misses 2-pt layup from 1 ft,45,48
245,2,0:00.0,Defensive rebound by G. Bitadze,,45,48
246,3,11:50.0,,B. Ingram misses 2-pt jump shot from 17 ft,45,48
247,3,11:46.0,Defensive rebound by A. Holiday,,45,48
248,3,11:40.0,Offensive foul by J. Lamb (drawn by J. Redick),,45,48
249,3,11:40.0,Turnover by J. Lamb (offensive foul),,45,48
250,3,11:22.0,,Turnover by L. Ball (traveling),45,48
251,3,11:06.0,J. Lamb misses 2-pt jump shot from 22 ft,,45,48
252,3,11:03.0,,Defensive rebound by D. Favors,45,48
253,3,10:50.0,,B. Ingram misses 2-pt jump shot from 14 ft,45,48
254,3,10:47.0,Defensive rebound by M. Turner,,45,48
255,3,10:27.0,T. Warren makes 2-pt jump shot from 9 ft (assist by D. Sabonis),,47,48
256,3,10:15.0,,J. Redick misses 3-pt jump shot from 26 ft,47,48
257,3,10:12.0,Defensive rebound by J. Lamb,,47,48
258,3,9:57.0,M. Turner misses 3-pt jump shot from 27 ft,,47,48
259,3,9:54.0,,Defensive rebound by B. Ingram,47,48
260,3,9:45.0,,B. Ingram makes 2-pt layup from 2 ft,47,50
261,3,9:35.0,Turnover by A. Holiday (bad pass; steal by D. Favors),,47,50
262,3,9:32.0,,D. Favors makes 2-pt dunk from 1 ft,47,52
263,3,9:31.0,Indiana full timeout,,47,52
264,3,9:11.0,A. Holiday makes 3-pt jump shot from 26 ft,,50,52
265,3,8:59.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by L. Ball),50,54
266,3,8:34.0,Shooting foul by J. Redick (drawn by J. Lamb),,50,54
267,3,8:34.0,J. Lamb makes free throw 1 of 3,,51,54
268,3,8:34.0,J. Lamb makes free throw 2 of 3,,52,54
269,3,8:34.0,J. Lamb makes free throw 3 of 3,,53,54
270,3,8:22.0,,D. Favors makes 2-pt layup from 1 ft (assist by J. Redick),53,56
271,3,8:07.0,A. Holiday misses 3-pt jump shot from 26 ft,,53,56
272,3,8:03.0,Offensive rebound by D. Sabonis,,53,56
273,3,8:00.0,A. Holiday makes 2-pt layup from 2 ft (assist by D. Sabonis),,55,56
274,3,7:41.0,,B. Ingram misses 2-pt layup from 2 ft,55,56
275,3,7:39.0,Defensive rebound by J. Lamb,,55,56
276,3,7:35.0,Turnover by A. Holiday (step out of bounds),,55,56
277,3,7:22.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by B. Ingram),55,59
278,3,7:02.0,Shooting foul by B. Ingram (drawn by M. Turner),,55,59
279,3,7:02.0,M. Turner makes free throw 1 of 2,,56,59
280,3,7:02.0,M. Turner makes free throw 2 of 2,,57,59
281,3,6:39.0,,B. Ingram misses 3-pt jump shot from 25 ft,57,59
282,3,6:38.0,,Offensive rebound by Team,57,59
283,3,6:38.0,,Turnover by Team (shot clock),57,59
284,3,6:31.0,A. Holiday misses 2-pt jump shot from 15 ft,,57,59
285,3,6:28.0,,Defensive rebound by D. Favors,57,59
286,3,6:24.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Ingram),57,62
287,3,6:08.0,J. Lamb misses 3-pt jump shot from 26 ft,,57,62
288,3,6:04.0,,Defensive rebound by L. Ball,57,62
289,3,5:48.0,,J. Holiday makes 2-pt layup from 2 ft,57,64
290,3,5:34.0,T. Warren makes 2-pt jump shot from 16 ft,,59,64
291,3,5:25.0,,L. Ball misses 3-pt jump shot from 24 ft,59,64
292,3,5:22.0,,Offensive rebound by J. Redick,59,64
293,3,5:12.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Redick),59,66
294,3,4:54.0,Offensive foul by D. Sabonis (drawn by D. Favors),,59,66
295,3,4:54.0,Turnover by D. Sabonis (offensive foul),,59,66
296,3,4:54.0,Instant Replay (Request: Stands),,59,66
297,3,4:54.0,J. Holiday enters the game for D. Sabonis,,59,66
298,3,4:54.0,,J. Hart enters the game for D. Favors,59,66
299,3,4:54.0,,J. Hayes enters the game for B. Ingram,59,66
300,3,4:36.0,,Turnover by J. Holiday (bad pass),59,66
301,3,4:19.0,J. Lamb misses 3-pt jump shot from 26 ft,,59,66
302,3,4:17.0,,Defensive rebound by L. Ball,59,66
303,3,4:06.0,,J. Redick misses 2-pt layup from 2 ft,59,66
304,3,4:06.0,Defensive rebound by Team,,59,66
305,3,3:54.0,Turnover by T. Warren (out of bounds lost ball),,59,66
306,3,3:45.0,,J. Holiday makes 2-pt layup from 2 ft,59,68
307,3,3:36.0,Personal foul by J. Redick (drawn by J. Lamb),,59,68
308,3,3:36.0,T. McConnell enters the game for J. Lamb,,59,68
309,3,3:36.0,,E. Moore enters the game for L. Ball,59,68
310,3,3:29.0,Personal foul by J. Hart (drawn by T. Warren),,59,68
311,3,3:22.0,T. Warren makes 2-pt layup from 1 ft (assist by M. Turner),,61,68
312,3,3:10.0,,J. Hayes makes 2-pt dunk at rim (assist by J. Holiday),61,70
313,3,2:57.0,M. Turner misses 3-pt jump shot from 25 ft,,61,70
314,3,2:54.0,,Defensive rebound by E. Moore,61,70
315,3,2:44.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by J. Holiday),61,73
316,3,2:29.0,Shooting foul by J. Hayes (drawn by T. Warren),,61,73
317,3,2:29.0,,New Orleans full timeout,61,73
318,3,2:29.0,D. McDermott enters the game for A. Holiday,,61,73
319,3,2:29.0,,B. Ingram enters the game for J. Redick,61,73
320,3,2:29.0,T. Warren makes free throw 1 of 2,,62,73
321,3,2:29.0,T. Warren makes free throw 2 of 2,,63,73
322,3,2:15.0,,E. Moore makes 2-pt jump shot from 5 ft (assist by J. Holiday),63,75
323,3,1:49.0,T. Warren misses 3-pt jump shot from 23 ft,,63,75
324,3,1:47.0,,Defensive rebound by J. Hayes,63,75
325,3,1:29.0,,J. Holiday makes 2-pt jump shot from 15 ft,63,77
326,3,1:20.0,Turnover by T. McConnell (bad pass; steal by J. Holiday),,63,77
327,3,1:09.0,,J. Holiday makes 3-pt jump shot from 24 ft,63,80
328,3,0:52.0,M. Turner makes 2-pt dunk from 1 ft (assist by T. McConnell),,65,80
329,3,0:42.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Holiday),65,83
330,3,0:29.0,Personal foul by J. Holiday (drawn by M. Turner),,65,83
331,3,0:29.0,M. Turner misses free throw 1 of 2,,65,83
332,3,0:29.0,Offensive rebound by Team,,65,83
333,3,0:29.0,M. Turner makes free throw 2 of 2,,66,83
334,3,0:12.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Holiday),66,86
335,3,0:04.0,T. McConnell makes 2-pt jump shot from 6 ft,,68,86
336,3,0:00.0,,J. Holiday misses 3-pt jump shot from 29 ft,68,86
337,3,0:00.0,,Offensive rebound by Team,68,86
338,4,11:50.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by T. McConnell),,71,86
339,4,11:28.0,,J. Hart makes 3-pt jump shot from 23 ft (assist by B. Ingram),71,89
340,4,11:18.0,Turnover by T. McConnell (lost ball; steal by E. Moore),,71,89
341,4,11:12.0,,J. Hart makes 3-pt jump shot from 22 ft (assist by B. Ingram),71,92
342,4,10:56.0,Shooting foul by B. Ingram (drawn by D. Sabonis),,71,92
343,4,10:56.0,D. Sabonis misses free throw 1 of 2,,71,92
344,4,10:56.0,Offensive rebound by Team,,71,92
345,4,10:56.0,D. Sabonis makes free throw 2 of 2,,72,92
346,4,10:35.0,,E. Moore misses 2-pt jump shot from 14 ft,72,92
347,4,10:30.0,,Offensive rebound by L. Ball,72,92
348,4,10:27.0,,J. Hart misses 3-pt jump shot from 26 ft,72,92
349,4,10:23.0,,Offensive rebound by J. Hayes,72,92
350,4,10:19.0,,B. Ingram makes 2-pt jump shot from 14 ft,72,94
351,4,10:04.0,D. McDermott misses 2-pt layup from 2 ft,,72,94
352,4,10:02.0,,Defensive rebound by J. Hayes,72,94
353,4,9:52.0,,Turnover by B. Ingram (bad pass),72,94
354,4,9:52.0,,D. Favors enters the game for J. Hayes,72,94
355,4,9:45.0,T. McConnell misses 2-pt jump shot from 18 ft,,72,94
356,4,9:41.0,,Defensive rebound by J. Hart,72,94
357,4,9:27.0,,D. Favors misses 2-pt jump shot from 9 ft,72,94
358,4,9:24.0,Defensive rebound by D. Sabonis,,72,94
359,4,9:19.0,Shooting foul by D. Favors (drawn by A. Holiday),,72,94
360,4,9:19.0,A. Holiday makes free throw 1 of 2,,73,94
361,4,9:19.0,A. Holiday makes free throw 2 of 2,,74,94
362,4,9:04.0,,L. Ball misses 2-pt layup from 2 ft,74,94
363,4,9:01.0,Defensive rebound by D. Sabonis,,74,94
364,4,8:56.0,J. Holiday misses 3-pt jump shot from 25 ft,,74,94
365,4,8:53.0,Offensive rebound by Team,,74,94
366,4,8:47.0,T. McConnell misses 2-pt jump shot from 13 ft,,74,94
367,4,8:45.0,,Defensive rebound by B. Ingram,74,94
368,4,8:39.0,,Shooting foul by T. McConnell (drawn by D. Favors),74,94
369,4,8:39.0,,D. Favors makes free throw 1 of 2,74,95
370,4,8:39.0,J. Lamb enters the game for T. McConnell,,74,95
371,4,8:39.0,,D. Favors misses free throw 2 of 2,74,95
372,4,8:37.0,Defensive rebound by D. Sabonis,,74,95
373,4,8:22.0,D. McDermott makes 2-pt layup from 2 ft (assist by D. Sabonis),,76,95
374,4,8:11.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by B. Ingram),76,98
375,4,8:00.0,Turnover by A. Holiday (bad pass),,76,98
376,4,7:48.0,,B. Ingram misses 3-pt jump shot from 26 ft,76,98
377,4,7:43.0,,Offensive rebound by D. Favors,76,98
378,4,7:42.0,,E. Moore misses 3-pt jump shot from 26 ft,76,98
379,4,7:38.0,,Offensive rebound by E. Moore,76,98
380,4,7:32.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by L. Ball),76,101
381,4,7:31.0,Indiana full timeout,,76,101
382,4,7:20.0,A. Holiday makes 3-pt jump shot from 25 ft (assist by J. Lamb),,79,101
383,4,7:02.0,,Turnover by B. Ingram (lost ball; steal by A. Holiday),79,101
384,4,6:57.0,A. Holiday misses 2-pt layup from 2 ft,,79,101
385,4,6:54.0,Offensive rebound by D. Sabonis,,79,101
386,4,6:54.0,D. Sabonis makes 2-pt layup from 1 ft,,81,101
387,4,6:54.0,,New Orleans full timeout,81,101
388,4,6:35.0,,E. Moore misses 2-pt layup from 4 ft,81,101
389,4,6:31.0,,Offensive rebound by D. Favors,81,101
390,4,6:31.0,,D. Favors misses 2-pt layup at rim,81,101
