,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,UTAH_ACTION,WASHINGTON_SCORE,UTAH_SCORE
164,2,6:36.0,T. Brown enters the game for J. Robinson,,37,46
165,2,6:36.0,S. Napier enters the game for I. Smith,,37,46
166,2,6:36.0,,D. Mitchell enters the game for J. Ingles,37,46
167,2,6:23.0,Turnover by M. Wagner (traveling),,37,46
168,2,6:16.0,,D. Mitchell misses 3-pt jump shot from 25 ft,37,46
169,2,6:12.0,Defensive rebound by B. Beal,,37,46
170,2,6:04.0,R. Hachimura makes 2-pt jump shot from 14 ft,,39,46
171,2,5:40.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,39,46
172,2,5:37.0,Defensive rebound by T. Brown,,39,46
173,2,5:32.0,R. Hachimura makes 3-pt jump shot from 25 ft (assist by T. Brown),,42,46
174,2,5:30.0,,Utah full timeout,42,46
175,2,5:18.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by R. O'Neale),42,49
176,2,4:58.0,T. Brown makes 3-pt jump shot from 25 ft (assist by B. Beal),,45,49
177,2,4:36.0,,J. Clarkson misses 2-pt layup from 4 ft,45,49
178,2,4:32.0,,Offensive rebound by J. Clarkson,45,49
179,2,4:32.0,,J. Clarkson makes 2-pt layup at rim,45,51
180,2,4:26.0,Personal foul by B. Bogdanović (drawn by R. Hachimura),,45,51
181,2,4:26.0,T. Bryant enters the game for M. Wagner,,45,51
182,2,4:15.0,T. Brown misses 2-pt jump shot from 17 ft,,45,51
183,2,4:12.0,Offensive rebound by T. Bryant,,45,51
184,2,4:04.0,S. Napier misses 2-pt jump shot from 12 ft,,45,51
185,2,4:00.0,,Defensive rebound by R. O'Neale,45,51
186,2,3:58.0,,Personal foul by S. Napier (drawn by D. Mitchell),45,51
187,2,3:58.0,D. Bertāns enters the game for T. Brown,,45,51
188,2,3:58.0,,M. Conley enters the game for J. Clarkson,45,51
189,2,3:53.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,45,51
190,2,3:50.0,Defensive rebound by B. Beal,,45,51
191,2,3:43.0,B. Beal makes 2-pt jump shot from 8 ft,,47,51
192,2,3:25.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by M. Conley),47,53
193,2,3:17.0,B. Beal makes 2-pt layup from 2 ft (assist by T. Bryant),,49,53
194,2,3:03.0,,D. Mitchell misses 2-pt layup from 2 ft,49,53
195,2,2:59.0,Defensive rebound by D. Bertāns,,49,53
196,2,2:59.0,Personal take foul by R. O'Neale (drawn by B. Beal),,49,53
197,2,2:59.0,,J. Ingles enters the game for R. O'Neale,49,53
198,2,2:45.0,B. Beal misses 2-pt jump shot from 10 ft,,49,53
199,2,2:42.0,,Defensive rebound by R. Gobert,49,53
200,2,2:35.0,,Offensive foul by R. Gobert (drawn by D. Bertāns),49,53
201,2,2:35.0,,Turnover by R. Gobert (offensive foul),49,53
202,2,2:20.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by B. Beal),,52,53
203,2,2:03.0,,M. Conley misses 2-pt jump shot from 8 ft,52,53
204,2,2:00.0,Defensive rebound by T. Bryant,,52,53
205,2,1:55.0,Turnover by T. Bryant (bad pass; steal by M. Conley),,52,53
206,2,1:49.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by M. Conley),52,56
207,2,1:35.0,S. Napier makes 2-pt layup from 5 ft,,54,56
208,2,1:20.0,,D. Mitchell makes 2-pt layup from 3 ft,54,58
209,2,1:04.0,B. Beal misses 3-pt jump shot from 25 ft,,54,58
210,2,1:01.0,,Defensive rebound by M. Conley,54,58
211,2,0:52.0,Personal foul by J. Ingles (drawn by T. Bryant),,54,58
212,2,0:52.0,,Personal foul by T. Bryant (drawn by J. Ingles),54,58
213,2,0:43.0,,D. Mitchell misses 2-pt jump shot from 9 ft,54,58
214,2,0:42.0,Defensive rebound by Team,,54,58
215,2,0:42.0,,Loose ball foul by R. Gobert (drawn by R. Hachimura),54,58
216,2,0:32.0,B. Beal makes 3-pt jump shot from 26 ft,,57,58
217,2,0:13.0,,M. Conley misses 3-pt jump shot from 26 ft,57,58
218,2,0:09.0,Defensive rebound by R. Hachimura,,57,58
219,2,0:03.0,B. Beal makes 3-pt jump shot from 25 ft,,60,58
220,2,0:00.0,,D. Mitchell misses 3-pt jump shot from 45 ft,60,58
221,2,0:00.0,,Offensive rebound by Team,60,58
222,3,11:46.0,Turnover by S. Napier (bad pass; steal by R. Gobert),,60,58
223,3,11:35.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by M. Conley),60,60
224,3,11:19.0,B. Beal misses 2-pt layup from 2 ft,,60,60
225,3,11:16.0,Offensive rebound by B. Beal,,60,60
226,3,11:16.0,B. Beal makes 2-pt layup at rim,,62,60
227,3,10:52.0,,D. Mitchell misses 2-pt layup from 3 ft,62,60
228,3,10:52.0,,Offensive rebound by D. Mitchell,62,60
229,3,10:52.0,,Shooting foul by I. Mahinmi (drawn by D. Mitchell),62,60
230,3,10:52.0,,D. Mitchell misses free throw 1 of 2,62,60
231,3,10:52.0,,Offensive rebound by Team,62,60
232,3,10:52.0,,D. Mitchell makes free throw 2 of 2,62,61
233,3,10:43.0,B. Beal misses 3-pt jump shot from 26 ft,,62,61
234,3,10:40.0,,Defensive rebound by R. Gobert,62,61
235,3,10:24.0,,M. Conley makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),62,64
236,3,10:04.0,I. Mahinmi misses 2-pt layup from 4 ft (block by R. Gobert),,62,64
237,3,10:01.0,Offensive rebound by S. Napier,,62,64
238,3,10:01.0,Turnover by S. Napier (lost ball; steal by R. Gobert),,62,64
239,3,9:53.0,,D. Mitchell misses 2-pt jump shot from 10 ft,62,64
240,3,9:51.0,,Offensive rebound by D. Mitchell,62,64
241,3,9:49.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,62,64
242,3,9:49.0,Defensive rebound by I. Bonga,,62,64
243,3,9:40.0,B. Beal makes 2-pt layup from 2 ft (assist by I. Bonga),,64,64
244,3,9:34.0,,Shooting foul by I. Bonga (drawn by D. Mitchell),64,64
245,3,9:34.0,,D. Mitchell makes free throw 1 of 2,64,65
246,3,9:34.0,,D. Mitchell makes free throw 2 of 2,64,66
247,3,9:21.0,B. Beal misses 3-pt jump shot from 24 ft,,64,66
248,3,9:18.0,,Defensive rebound by R. O'Neale,64,66
249,3,9:11.0,,D. Mitchell misses 2-pt jump shot from 10 ft,64,66
250,3,9:08.0,Defensive rebound by I. Mahinmi,,64,66
251,3,8:53.0,Shooting foul by D. Mitchell (drawn by S. Napier),,64,66
252,3,8:53.0,S. Napier misses free throw 1 of 2,,64,66
253,3,8:53.0,Offensive rebound by Team,,64,66
254,3,8:53.0,S. Napier makes free throw 2 of 2,,65,66
255,3,8:29.0,,D. Mitchell misses 2-pt jump shot from 11 ft,65,66
256,3,8:26.0,Defensive rebound by I. Mahinmi,,65,66
257,3,8:18.0,Shooting foul by R. Gobert (drawn by R. Hachimura),,65,66
258,3,8:18.0,R. Hachimura makes free throw 1 of 2,,66,66
259,3,8:18.0,R. Hachimura makes free throw 2 of 2,,67,66
260,3,8:01.0,,Shooting foul by I. Mahinmi (drawn by R. Gobert),67,66
261,3,8:01.0,,R. Gobert misses free throw 1 of 2,67,66
262,3,8:01.0,,Offensive rebound by Team,67,66
263,3,8:01.0,,R. Gobert makes free throw 2 of 2,67,67
264,3,7:44.0,B. Beal misses 2-pt jump shot from 14 ft,,67,67
265,3,7:40.0,Offensive rebound by I. Mahinmi,,67,67
266,3,7:40.0,I. Mahinmi makes 2-pt hook shot from 4 ft,,69,67
267,3,7:30.0,,Turnover by B. Bogdanović (bad pass; steal by S. Napier),69,67
268,3,7:19.0,I. Bonga misses 3-pt jump shot from 23 ft,,69,67
269,3,7:17.0,,Defensive rebound by D. Mitchell,69,67
270,3,7:07.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,69,67
271,3,7:04.0,Defensive rebound by I. Mahinmi,,69,67
272,3,6:42.0,S. Napier misses 2-pt jump shot from 22 ft,,69,67
273,3,6:39.0,Offensive rebound by S. Napier,,69,67
274,3,6:35.0,R. Hachimura misses 2-pt jump shot from 20 ft,,69,67
275,3,6:32.0,,Defensive rebound by R. O'Neale,69,67
276,3,6:27.0,,R. O'Neale misses 2-pt layup from 6 ft (block by I. Mahinmi),69,67
277,3,6:25.0,Defensive rebound by I. Bonga,,69,67
278,3,6:25.0,Personal take foul by B. Bogdanović (drawn by R. Hachimura),,69,67
279,3,6:25.0,,Utah full timeout,69,67
280,3,6:25.0,,J. Ingles enters the game for M. Conley,69,67
281,3,6:12.0,Turnover by I. Bonga (bad pass; steal by R. Gobert),,69,67
282,3,6:01.0,,Shooting foul by I. Bonga (drawn by R. Gobert),69,67
283,3,6:01.0,,R. Gobert misses free throw 1 of 2,69,67
284,3,6:01.0,,Offensive rebound by Team,69,67
285,3,6:01.0,D. Bertāns enters the game for I. Bonga,,69,67
286,3,6:01.0,J. Robinson enters the game for I. Mahinmi,,69,67
287,3,6:01.0,,R. Gobert misses free throw 2 of 2,69,67
288,3,6:00.0,Defensive rebound by D. Bertāns,,69,67
289,3,5:45.0,B. Beal makes 3-pt jump shot from 25 ft,,72,67
290,3,5:31.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Mitchell),72,70
291,3,5:24.0,Personal foul by R. O'Neale (drawn by B. Beal),,72,70
292,3,5:18.0,B. Beal misses 3-pt jump shot from 25 ft,,72,70
293,3,5:14.0,Offensive rebound by R. Hachimura,,72,70
294,3,5:13.0,R. Hachimura misses 2-pt layup from 2 ft (block by R. Gobert),,72,70
295,3,5:13.0,,Defensive rebound by R. Gobert,72,70
296,3,5:01.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Ingles),72,73
297,3,4:45.0,R. Hachimura makes 2-pt layup from 2 ft,,74,73
298,3,4:30.0,,D. Mitchell misses 2-pt jump shot from 5 ft,74,73
299,3,4:29.0,,Offensive rebound by D. Mitchell,74,73
300,3,4:29.0,,Shooting foul by J. Robinson (drawn by D. Mitchell),74,73
301,3,4:29.0,,D. Mitchell misses free throw 1 of 2,74,73
302,3,4:29.0,,Offensive rebound by Team,74,73
303,3,4:29.0,I. Smith enters the game for S. Napier,,74,73
304,3,4:29.0,,J. Clarkson enters the game for R. O'Neale,74,73
305,3,4:29.0,,D. Mitchell makes free throw 2 of 2,74,74
306,3,4:12.0,R. Hachimura misses 3-pt jump shot from 22 ft,,74,74
307,3,4:09.0,,Defensive rebound by D. Mitchell,74,74
308,3,4:03.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,74,74
309,3,4:00.0,,Offensive rebound by R. Gobert,74,74
310,3,4:00.0,,R. Gobert makes 2-pt layup from 1 ft,74,76
311,3,3:49.0,Shooting foul by B. Bogdanović (drawn by D. Bertāns),,74,76
312,3,3:49.0,,Utah full timeout,74,76
313,3,3:49.0,,Instant Replay (Challenge: Stands),74,76
314,3,3:49.0,M. Wagner enters the game for R. Hachimura,,74,76
315,3,3:49.0,D. Bertāns makes free throw 1 of 3,,75,76
316,3,3:49.0,D. Bertāns makes free throw 2 of 3,,76,76
317,3,3:49.0,D. Bertāns misses free throw 3 of 3,,76,76
318,3,3:48.0,,Defensive rebound by R. Gobert,76,76
319,3,3:36.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by B. Bogdanović),76,78
320,3,3:26.0,Turnover by B. Beal (bad pass),,76,78
321,3,3:26.0,,T. Bradley enters the game for B. Bogdanović,76,78
322,3,3:26.0,,M. Conley enters the game for R. Gobert,76,78
323,3,3:26.0,,G. Niang enters the game for D. Mitchell,76,78
324,3,3:17.0,,Turnover by J. Ingles (bad pass; steal by J. Robinson),76,78
325,3,3:12.0,I. Smith misses 2-pt layup from 3 ft,,76,78
326,3,3:09.0,,Defensive rebound by G. Niang,76,78
327,3,3:03.0,,J. Clarkson makes 2-pt jump shot from 9 ft,76,80
328,3,2:55.0,B. Beal makes 2-pt dunk from 2 ft,,78,80
329,3,2:42.0,,M. Conley misses 2-pt jump shot from 11 ft,78,80
330,3,2:38.0,,Offensive rebound by M. Conley,78,80
331,3,2:32.0,,M. Conley misses 3-pt jump shot from 24 ft,78,80
332,3,2:29.0,Defensive rebound by M. Wagner,,78,80
333,3,2:29.0,Turnover by J. Robinson (traveling),,78,80
334,3,2:21.0,,J. Ingles makes 2-pt layup from 4 ft,78,82
335,3,2:16.0,Washington full timeout,,78,82
336,3,2:16.0,T. Brown enters the game for M. Wagner,,78,82
337,3,2:08.0,T. Brown makes 3-pt jump shot from 26 ft (assist by B. Beal),,81,82
338,3,1:42.0,,J. Clarkson misses 2-pt layup from 4 ft,81,82
339,3,1:41.0,,Offensive rebound by J. Clarkson,81,82
340,3,1:39.0,,J. Clarkson makes 2-pt layup from 3 ft,81,84
341,3,1:31.0,J. Robinson misses 3-pt jump shot from 23 ft,,81,84
342,3,1:31.0,,Defensive rebound by T. Bradley,81,84
343,3,1:12.0,,J. Clarkson makes 2-pt jump shot from 8 ft,81,86
344,3,1:02.0,D. Bertāns misses 3-pt jump shot from 25 ft,,81,86
345,3,1:02.0,,Defensive rebound by G. Niang,81,86
346,3,1:02.0,,R. O'Neale enters the game for T. Bradley,81,86
347,3,0:38.0,,Shooting foul by D. Bertāns (drawn by J. Ingles),81,86
348,3,0:38.0,,J. Ingles makes free throw 1 of 2,81,87
349,3,0:38.0,,J. Ingles makes free throw 2 of 2,81,88
350,3,0:32.0,B. Beal misses 2-pt layup from 4 ft (block by R. O'Neale),,81,88
351,3,0:28.0,,Defensive rebound by R. O'Neale,81,88
352,3,0:08.0,,M. Conley makes 2-pt jump shot from 4 ft,81,90
353,3,0:02.0,D. Bertāns misses 3-pt jump shot from 27 ft,,81,90
354,3,0:00.0,,Defensive rebound by Team,81,90
355,4,11:45.0,,J. Clarkson makes 3-pt jump shot from 26 ft,81,93
356,4,11:24.0,I. Smith makes 2-pt jump shot from 11 ft,,83,93
357,4,11:10.0,,M. Conley makes 2-pt jump shot from 15 ft,83,95
358,4,11:00.0,I. Smith makes 2-pt jump shot from 20 ft,,85,95
359,4,10:46.0,,Personal foul by R. Hachimura (drawn by T. Bradley),85,95
360,4,10:33.0,,J. Clarkson misses 3-pt jump shot from 26 ft,85,95
361,4,10:30.0,,Offensive rebound by T. Bradley,85,95
362,4,10:28.0,,T. Bradley misses 2-pt layup from 2 ft,85,95
363,4,10:28.0,,Offensive rebound by T. Bradley,85,95
364,4,10:25.0,,T. Bradley misses 2-pt layup from 3 ft,85,95
365,4,10:25.0,,Offensive rebound by J. Ingles,85,95
366,4,10:18.0,,T. Bradley makes 2-pt dunk from 2 ft (assist by J. Ingles),85,97
367,4,10:05.0,T. Brown misses 3-pt jump shot from 26 ft,,85,97
368,4,10:02.0,,Defensive rebound by M. Conley,85,97
369,4,9:56.0,,M. Conley misses 3-pt jump shot from 26 ft,85,97
370,4,9:52.0,Defensive rebound by R. Hachimura,,85,97
371,4,9:47.0,Turnover by R. Hachimura (out of bounds lost ball),,85,97
372,4,9:31.0,,J. Clarkson misses 2-pt layup from 2 ft (block by J. Robinson),85,97
373,4,9:28.0,Defensive rebound by I. Smith,,85,97
374,4,9:27.0,Personal take foul by M. Conley (drawn by I. Smith),,85,97
375,4,9:27.0,B. Beal enters the game for J. Robinson,,85,97
376,4,9:27.0,,R. O'Neale enters the game for G. Niang,85,97
377,4,9:09.0,I. Smith misses 2-pt jump shot from 3 ft,,85,97
378,4,9:07.0,,Defensive rebound by J. Ingles,85,97
379,4,9:03.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by J. Ingles),85,100
380,4,9:00.0,Washington full timeout,,85,100
