,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
101,2,11:33.0,Personal foul by E. Freedom (drawn by J. Richardson),,28,36
102,2,11:31.0,J. Richardson makes 2-pt layup from 2 ft (assist by R. Neto),,30,36
103,2,11:09.0,,B. Wanamaker makes 2-pt jump shot from 7 ft (assist by S. Ojeleye),30,38
104,2,10:46.0,J. Embiid misses 2-pt jump shot from 9 ft,,30,38
105,2,10:43.0,,Defensive rebound by S. Ojeleye,30,38
106,2,10:31.0,,Turnover by J. Brown (lost ball; steal by M. Thybulle),30,38
107,2,10:21.0,J. Embiid misses 3-pt jump shot from 26 ft,,30,38
108,2,10:20.0,Offensive rebound by M. Thybulle,,30,38
109,2,10:16.0,M. Scott makes 3-pt jump shot from 26 ft (assist by M. Thybulle),,33,38
110,2,9:56.0,,G. Hayward misses 2-pt jump shot from 15 ft (block by J. Richardson),33,38
111,2,9:55.0,,Offensive rebound by G. Hayward,33,38
112,2,9:52.0,,E. Freedom misses 3-pt jump shot from 25 ft,33,38
113,2,9:51.0,Defensive rebound by J. Richardson,,33,38
114,2,9:42.0,J. Richardson makes 2-pt jump shot from 15 ft,,35,38
115,2,9:29.0,,G. Hayward misses 3-pt jump shot from 26 ft,35,38
116,2,9:29.0,Defensive rebound by R. Neto,,35,38
117,2,9:16.0,J. Embiid misses 2-pt jump shot from 17 ft,,35,38
118,2,9:12.0,,Defensive rebound by J. Brown,35,38
119,2,8:58.0,,Offensive foul by J. Brown (drawn by M. Scott),35,38
120,2,8:58.0,,Turnover by J. Brown (offensive foul),35,38
121,2,8:47.0,Personal foul by G. Hayward (drawn by J. Richardson),,35,38
122,2,8:36.0,J. Richardson misses 3-pt jump shot from 26 ft,,35,38
123,2,8:33.0,,Defensive rebound by S. Ojeleye,35,38
124,2,8:27.0,,G. Hayward makes 2-pt jump shot from 9 ft (assist by J. Brown),35,40
125,2,8:13.0,M. Scott makes 3-pt jump shot from 26 ft (assist by J. Richardson),,38,40
126,2,7:50.0,,J. Brown misses 2-pt jump shot from 14 ft,38,40
127,2,7:49.0,Defensive rebound by J. Embiid,,38,40
128,2,7:28.0,R. Neto misses 3-pt jump shot from 27 ft,,38,40
129,2,7:26.0,,Defensive rebound by J. Brown,38,40
130,2,7:19.0,,Personal foul by R. Neto (drawn by G. Hayward),38,40
131,2,7:19.0,J. Ennis enters the game for J. Embiid,,38,40
132,2,7:19.0,T. Harris enters the game for R. Neto,,38,40
133,2,7:19.0,K. O'Quinn enters the game for J. Richardson,,38,40
134,2,7:19.0,B. Simmons enters the game for M. Scott,,38,40
135,2,7:19.0,,J. Tatum enters the game for J. Brown,38,40
136,2,7:19.0,,D. Theis enters the game for E. Freedom,38,40
137,2,7:19.0,,K. Walker enters the game for B. Wanamaker,38,40
138,2,7:06.0,,D. Theis makes 2-pt jump shot from 15 ft (assist by G. Hayward),38,42
139,2,6:40.0,M. Thybulle misses 3-pt jump shot from 24 ft (block by S. Ojeleye),,38,42
140,2,6:39.0,Offensive rebound by Team,,38,42
141,2,6:39.0,Turnover by Team (shot clock),,38,42
142,2,6:39.0,,Boston full timeout,38,42
143,2,6:39.0,,B. Wanamaker enters the game for G. Hayward,38,42
144,2,6:24.0,,D. Theis makes 2-pt jump shot from 8 ft (assist by K. Walker),38,44
145,2,6:08.0,Personal foul by J. Tatum (drawn by T. Harris),,38,44
146,2,6:03.0,T. Harris misses 2-pt layup from 4 ft (block by D. Theis),,38,44
147,2,6:02.0,Offensive rebound by T. Harris,,38,44
148,2,6:01.0,T. Harris makes 2-pt layup from 2 ft,,40,44
149,2,5:43.0,,K. Walker makes 2-pt jump shot from 11 ft,40,46
150,2,5:22.0,K. O'Quinn misses 3-pt jump shot from 24 ft,,40,46
151,2,5:20.0,,Defensive rebound by S. Ojeleye,40,46
152,2,5:13.0,,K. Walker misses 3-pt jump shot from 25 ft,40,46
153,2,5:10.0,Defensive rebound by B. Simmons,,40,46
154,2,5:08.0,Personal foul by S. Ojeleye (drawn by B. Simmons),,40,46
155,2,5:08.0,F. Korkmaz enters the game for M. Thybulle,,40,46
156,2,4:50.0,F. Korkmaz makes 2-pt layup from 6 ft,,42,46
157,2,4:31.0,,J. Tatum misses 2-pt jump shot from 16 ft,42,46
158,2,4:31.0,,Offensive rebound by Team,42,46
159,2,4:31.0,,Personal foul by K. O'Quinn (drawn by D. Theis),42,46
160,2,4:26.0,,K. Walker misses 3-pt jump shot from 25 ft,42,46
161,2,4:24.0,,Offensive rebound by D. Theis,42,46
162,2,4:22.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by D. Theis),42,49
163,2,4:22.0,Loose ball foul by B. Simmons (drawn by D. Theis),,42,49
164,2,4:22.0,Instant Replay (Request: Ruling Stands),,42,49
165,2,4:22.0,J. Embiid enters the game for K. O'Quinn,,42,49
166,2,4:22.0,,J. Brown enters the game for B. Wanamaker,42,49
167,2,4:22.0,,D. Theis makes free throw 1 of 1,42,50
168,2,4:08.0,T. Harris makes 2-pt jump shot from 18 ft (assist by J. Embiid),,44,50
169,2,3:50.0,,J. Tatum misses 3-pt jump shot from 25 ft,44,50
170,2,3:49.0,,Offensive rebound by D. Theis,44,50
171,2,3:39.0,,K. Walker misses 2-pt layup at rim,44,50
172,2,3:38.0,Defensive rebound by B. Simmons,,44,50
173,2,3:27.0,Shooting foul by D. Theis (drawn by J. Embiid),,44,50
174,2,3:27.0,J. Embiid misses free throw 1 of 2,,44,50
175,2,3:27.0,Offensive rebound by Team,,44,50
176,2,3:27.0,,G. Hayward enters the game for S. Ojeleye,44,50
177,2,3:27.0,,E. Freedom enters the game for D. Theis,44,50
178,2,3:27.0,J. Embiid makes free throw 2 of 2,,45,50
179,2,3:11.0,,J. Tatum makes 3-pt jump shot from 26 ft,45,53
180,2,2:55.0,F. Korkmaz makes 2-pt layup from 1 ft (assist by B. Simmons),,47,53
181,2,2:36.0,,K. Walker makes 2-pt jump shot from 12 ft,47,55
182,2,2:36.0,,Shooting foul by B. Simmons (drawn by K. Walker),47,55
183,2,2:36.0,Philadelphia full timeout,,47,55
184,2,2:36.0,R. Neto enters the game for J. Ennis,,47,55
185,2,2:36.0,M. Scott enters the game for F. Korkmaz,,47,55
186,2,2:36.0,M. Thybulle enters the game for B. Simmons,,47,55
187,2,2:36.0,,K. Walker misses free throw 1 of 1,47,55
188,2,2:36.0,Defensive rebound by T. Harris,,47,55
189,2,2:23.0,T. Harris misses 2-pt jump shot from 10 ft,,47,55
190,2,2:20.0,,Defensive rebound by E. Freedom,47,55
191,2,2:00.0,,J. Tatum misses 2-pt jump shot from 12 ft,47,55
192,2,1:59.0,Defensive rebound by T. Harris,,47,55
193,2,1:46.0,J. Embiid misses 2-pt jump shot from 20 ft (block by E. Freedom),,47,55
194,2,1:46.0,Offensive rebound by Team,,47,55
195,2,1:46.0,Instant Replay (Challenge: Ruling Stands),,47,55
196,2,1:34.0,J. Embiid makes 2-pt layup from 1 ft (assist by T. Harris),,49,55
197,2,1:16.0,,G. Hayward misses 2-pt jump shot from 14 ft (block by T. Harris),49,55
198,2,1:15.0,Defensive rebound by T. Harris,,49,55
199,2,1:05.0,J. Embiid makes 2-pt hook shot from 6 ft (assist by T. Harris),,51,55
200,2,0:49.0,,E. Freedom makes 2-pt jump shot from 11 ft (assist by K. Walker),51,57
201,2,0:37.0,M. Thybulle makes 3-pt jump shot from 26 ft (assist by T. Harris),,54,57
202,2,0:30.0,,Shooting foul by M. Scott (drawn by K. Walker),54,57
203,2,0:30.0,,K. Walker makes free throw 1 of 3,54,58
204,2,0:30.0,,K. Walker misses free throw 2 of 3,54,58
205,2,0:30.0,,Offensive rebound by Team,54,58
206,2,0:30.0,,S. Ojeleye enters the game for J. Tatum,54,58
207,2,0:30.0,,K. Walker makes free throw 3 of 3,54,59
208,2,0:16.0,T. Harris misses 2-pt jump shot from 7 ft,,54,59
209,2,0:15.0,Offensive rebound by T. Harris,,54,59
210,2,0:14.0,T. Harris misses 2-pt layup from 4 ft,,54,59
211,2,0:13.0,Offensive rebound by J. Embiid,,54,59
212,2,0:12.0,J. Embiid makes 2-pt dunk from 2 ft,,56,59
213,2,0:00.0,Instant Replay (Request: Ruling Stands),,56,59
214,3,11:39.0,,D. Theis misses 2-pt layup from 6 ft,56,59
215,3,11:38.0,,Offensive rebound by D. Theis,56,59
216,3,11:38.0,,D. Theis misses 2-pt layup from 5 ft,56,59
217,3,11:36.0,Defensive rebound by J. Embiid,,56,59
218,3,11:15.0,J. Richardson makes 3-pt jump shot from 27 ft,,59,59
219,3,10:52.0,,K. Walker misses 3-pt jump shot from 27 ft,59,59
220,3,10:49.0,,Offensive rebound by J. Brown,59,59
221,3,10:46.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by K. Walker),59,62
222,3,10:21.0,J. Embiid makes 2-pt layup from 5 ft,,61,62
223,3,10:06.0,,G. Hayward makes 3-pt jump shot from 27 ft,61,65
224,3,9:46.0,J. Embiid misses 2-pt layup from 2 ft (block by G. Hayward),,61,65
225,3,9:45.0,,Defensive rebound by G. Hayward,61,65
226,3,9:39.0,,J. Tatum misses 3-pt jump shot from 23 ft,61,65
227,3,9:38.0,Defensive rebound by J. Embiid,,61,65
228,3,9:27.0,T. Harris makes 2-pt layup from 4 ft (assist by J. Embiid),,63,65
229,3,9:08.0,,D. Theis misses 3-pt jump shot from 26 ft,63,65
230,3,9:06.0,Defensive rebound by M. Scott,,63,65
231,3,8:58.0,Shooting foul by J. Tatum (drawn by T. Harris),,63,65
232,3,8:58.0,Technical foul by J. Tatum,,63,65
233,3,8:58.0,T. Harris misses technical free throw,,63,65
234,3,8:58.0,Offensive rebound by Team,,63,65
235,3,8:58.0,T. Harris makes free throw 1 of 2,,64,65
236,3,8:58.0,T. Harris makes free throw 2 of 2,,65,65
237,3,8:44.0,,G. Hayward makes 2-pt jump shot from 10 ft,65,67
238,3,8:24.0,M. Scott misses 3-pt jump shot from 25 ft,,65,67
239,3,8:22.0,Offensive rebound by Team,,65,67
240,3,8:22.0,,Loose ball foul by G. Hayward (drawn by B. Simmons),65,67
241,3,8:18.0,T. Harris misses 2-pt jump shot from 16 ft,,65,67
242,3,8:17.0,,Defensive rebound by Team,65,67
243,3,8:17.0,Loose ball foul by J. Embiid (drawn by J. Tatum),,65,67
244,3,7:58.0,,Shooting foul by J. Embiid (drawn by G. Hayward),65,67
245,3,7:58.0,,G. Hayward makes free throw 1 of 2,65,68
246,3,7:58.0,,G. Hayward misses free throw 2 of 2,65,68
247,3,7:58.0,Defensive rebound by B. Simmons,,65,68
248,3,7:44.0,J. Richardson misses 2-pt jump shot from 16 ft (block by K. Walker),,65,68
249,3,7:43.0,,Defensive rebound by K. Walker,65,68
250,3,7:39.0,,J. Tatum misses 2-pt layup from 4 ft (block by B. Simmons),65,68
251,3,7:38.0,Defensive rebound by B. Simmons,,65,68
252,3,7:33.0,J. Embiid makes 2-pt dunk from 1 ft (assist by T. Harris),,67,68
253,3,7:15.0,,K. Walker misses 2-pt jump shot from 14 ft,67,68
254,3,7:13.0,Defensive rebound by M. Scott,,67,68
255,3,7:07.0,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Harris),,70,68
256,3,6:41.0,,Boston full timeout,70,68
257,3,6:38.0,,J. Tatum misses 3-pt jump shot from 26 ft,70,68
258,3,6:37.0,Defensive rebound by J. Embiid,,70,68
259,3,6:20.0,Turnover by J. Embiid (out of bounds lost ball),,70,68
260,3,6:04.0,,Shooting foul by J. Embiid (drawn by K. Walker),70,68
261,3,6:04.0,,K. Walker makes free throw 1 of 2,70,69
262,3,6:04.0,J. Ennis enters the game for J. Embiid,,70,69
263,3,6:04.0,K. O'Quinn enters the game for J. Richardson,,70,69
264,3,6:04.0,M. Thybulle enters the game for M. Scott,,70,69
265,3,6:04.0,,J. Green enters the game for J. Tatum,70,69
266,3,6:04.0,,K. Walker makes free throw 2 of 2,70,70
267,3,5:43.0,B. Simmons misses 2-pt jump shot from 15 ft,,70,70
268,3,5:42.0,Offensive rebound by K. O'Quinn,,70,70
269,3,5:40.0,K. O'Quinn misses 2-pt layup from 4 ft,,70,70
270,3,5:39.0,,Defensive rebound by D. Theis,70,70
271,3,5:27.0,,D. Theis makes 2-pt layup from 6 ft (assist by G. Hayward),70,72
272,3,5:09.0,K. O'Quinn misses 3-pt jump shot from 27 ft,,70,72
273,3,5:07.0,Offensive rebound by K. O'Quinn,,70,72
274,3,5:04.0,T. Harris makes 2-pt layup from 2 ft (assist by K. O'Quinn),,72,72
275,3,4:46.0,,K. Walker misses 2-pt jump shot from 15 ft,72,72
276,3,4:45.0,Defensive rebound by T. Harris,,72,72
277,3,4:30.0,T. Harris makes 2-pt jump shot from 10 ft,,74,72
278,3,4:16.0,,D. Theis makes 3-pt jump shot from 26 ft (assist by K. Walker),74,75
279,3,3:57.0,Personal foul by K. Walker (drawn by B. Simmons),,74,75
280,3,3:57.0,,J. Tatum enters the game for J. Brown,74,75
281,3,3:57.0,,B. Wanamaker enters the game for G. Hayward,74,75
282,3,3:50.0,T. Harris misses 2-pt jump shot from 11 ft,,74,75
283,3,3:48.0,,Defensive rebound by D. Theis,74,75
284,3,3:41.0,,Turnover by K. Walker (bad pass; steal by T. Harris),74,75
285,3,3:34.0,Philadelphia full timeout,,74,75
286,3,3:34.0,,E. Freedom enters the game for J. Green,74,75
287,3,3:34.0,,S. Ojeleye enters the game for D. Theis,74,75
288,3,3:26.0,T. Harris makes 2-pt jump shot from 10 ft (assist by K. O'Quinn),,76,75
289,3,3:10.0,,K. Walker makes 3-pt jump shot from 27 ft (assist by J. Tatum),76,78
290,3,2:54.0,Turnover by B. Simmons (bad pass; steal by E. Freedom),,76,78
291,3,2:51.0,,E. Freedom makes 2-pt layup from 2 ft,76,80
292,3,2:35.0,Personal foul by B. Wanamaker (drawn by B. Simmons),,76,80
293,3,2:35.0,J. Embiid enters the game for J. Ennis,,76,80
294,3,2:35.0,F. Korkmaz enters the game for T. Harris,,76,80
295,3,2:35.0,M. Scott enters the game for K. O'Quinn,,76,80
296,3,2:35.0,,J. Brown enters the game for K. Walker,76,80
297,3,2:30.0,B. Simmons misses 2-pt hook shot from 11 ft,,76,80
298,3,2:28.0,,Defensive rebound by S. Ojeleye,76,80
299,3,2:19.0,,J. Tatum misses 2-pt jump shot from 12 ft,76,80
300,3,2:16.0,Defensive rebound by M. Scott,,76,80
301,3,1:59.0,J. Embiid misses 2-pt jump shot from 9 ft (block by E. Freedom),,76,80
302,3,1:55.0,Offensive rebound by Team,,76,80
303,3,1:53.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,76,80
304,3,1:51.0,,Defensive rebound by J. Brown,76,80
305,3,1:45.0,,J. Brown misses 2-pt layup from 4 ft,76,80
306,3,1:42.0,Defensive rebound by J. Embiid,,76,80
307,3,1:37.0,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by M. Thybulle),,79,80
308,3,1:24.0,,J. Tatum misses 2-pt jump shot from 15 ft,79,80
309,3,1:22.0,Defensive rebound by B. Simmons,,79,80
310,3,1:18.0,Turnover by B. Simmons (bad pass),,79,80
311,3,1:06.0,,E. Freedom misses 2-pt jump shot from 16 ft,79,80
312,3,1:05.0,,Offensive rebound by J. Tatum,79,80
313,3,1:05.0,,J. Tatum misses 2-pt layup from 1 ft,79,80
314,3,1:04.0,Defensive rebound by J. Embiid,,79,80
315,3,0:57.0,Turnover by B. Simmons (bad pass),,79,80
316,3,0:44.0,,J. Tatum misses 2-pt jump shot from 10 ft,79,80
317,3,0:41.0,Defensive rebound by B. Simmons,,79,80
318,3,0:28.0,Shooting foul by E. Freedom (drawn by J. Embiid),,79,80
319,3,0:28.0,J. Embiid makes free throw 1 of 2,,80,80
320,3,0:28.0,,K. Walker enters the game for B. Wanamaker,80,80
321,3,0:28.0,J. Embiid makes free throw 2 of 2,,81,80
322,3,0:14.0,,J. Brown misses 3-pt jump shot from 26 ft,81,80
323,3,0:10.0,Defensive rebound by F. Korkmaz,,81,80
324,3,0:01.0,Turnover by J. Embiid (lost ball; steal by E. Freedom),,81,80
325,4,11:49.0,Personal foul by B. Wanamaker (drawn by J. Richardson),,81,80
326,4,11:43.0,J. Embiid misses 2-pt jump shot from 17 ft,,81,80
327,4,11:40.0,,Defensive rebound by S. Ojeleye,81,80
328,4,11:23.0,,Turnover by G. Hayward (lost ball; steal by J. Richardson),81,80
329,4,11:15.0,M. Scott misses 3-pt jump shot from 24 ft,,81,80
330,4,11:14.0,,Defensive rebound by E. Freedom,81,80
331,4,11:04.0,,G. Hayward misses 2-pt jump shot from 16 ft,81,80
332,4,11:01.0,Defensive rebound by J. Embiid,,81,80
333,4,10:50.0,J. Richardson misses 2-pt jump shot from 17 ft,,81,80
334,4,10:48.0,,Defensive rebound by S. Ojeleye,81,80
335,4,10:41.0,,Turnover by J. Brown (lost ball; steal by J. Richardson),81,80
336,4,10:40.0,Personal take foul by E. Freedom (drawn by J. Richardson),,81,80
337,4,10:40.0,J. Ennis enters the game for M. Thybulle,,81,80
338,4,10:32.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by J. Embiid),,84,80
339,4,10:15.0,,E. Freedom makes 2-pt jump shot from 18 ft (assist by B. Wanamaker),84,82
340,4,9:56.0,J. Embiid makes 2-pt hook shot from 8 ft,,86,82
341,4,9:40.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by B. Wanamaker),86,84
342,4,9:21.0,J. Ennis makes 2-pt layup from 3 ft (assist by J. Embiid),,88,84
343,4,9:01.0,,J. Brown misses 2-pt jump shot from 17 ft,88,84
344,4,8:59.0,Defensive rebound by Team,,88,84
345,4,8:59.0,,Loose ball foul by J. Brown (drawn by J. Embiid),88,84
346,4,8:59.0,,K. Walker enters the game for B. Wanamaker,88,84
347,4,8:46.0,J. Richardson misses 2-pt layup from 1 ft,,88,84
348,4,8:45.0,,Defensive rebound by E. Freedom,88,84
349,4,8:28.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,88,84
350,4,8:27.0,,Offensive rebound by E. Freedom,88,84
351,4,8:25.0,,E. Freedom makes 2-pt jump shot from 8 ft,88,86
352,4,8:13.0,Offensive foul by R. Neto (drawn by K. Walker),,88,86
353,4,8:13.0,Turnover by R. Neto (offensive foul),,88,86
354,4,7:58.0,,G. Hayward misses 2-pt jump shot from 11 ft,88,86
355,4,7:57.0,Defensive rebound by J. Richardson,,88,86
356,4,7:47.0,Turnover by J. Richardson (bad pass; steal by J. Brown),,88,86
357,4,7:46.0,,Shooting foul by J. Richardson (drawn by J. Brown),88,86
358,4,7:46.0,,J. Brown makes free throw 1 of 2,88,87
359,4,7:46.0,T. Harris enters the game for J. Embiid,,88,87
360,4,7:46.0,K. O'Quinn enters the game for R. Neto,,88,87
361,4,7:46.0,B. Simmons enters the game for J. Richardson,,88,87
362,4,7:46.0,M. Thybulle enters the game for M. Scott,,88,87
363,4,7:46.0,,D. Theis enters the game for E. Freedom,88,87
364,4,7:46.0,,J. Brown makes free throw 2 of 2,88,88
365,4,7:24.0,T. Harris makes 2-pt hook shot from 7 ft,,90,88
366,4,7:12.0,,K. Walker misses 3-pt jump shot from 25 ft (block by M. Thybulle),90,88
367,4,7:10.0,Defensive rebound by K. O'Quinn,,90,88
368,4,6:57.0,T. Harris makes 2-pt jump shot from 14 ft,,92,88
369,4,6:54.0,,Boston full timeout,92,88
370,4,6:54.0,,J. Tatum enters the game for S. Ojeleye,92,88
371,4,6:40.0,,G. Hayward misses 2-pt layup from 7 ft (block by T. Harris),92,88
372,4,6:39.0,,Offensive rebound by Team,92,88
373,4,6:32.0,,D. Theis makes 2-pt layup from 2 ft (assist by K. Walker),92,90
374,4,6:17.0,T. Harris makes 2-pt layup from 1 ft (assist by K. O'Quinn),,94,90
375,4,6:00.0,,D. Theis makes 2-pt jump shot from 12 ft (assist by J. Tatum),94,92
376,4,5:36.0,Philadelphia full timeout,,94,92
377,4,5:36.0,J. Embiid enters the game for K. O'Quinn,,94,92
378,4,5:35.0,Shooting foul by K. Walker (drawn by B. Simmons),,94,92
379,4,5:35.0,B. Simmons misses free throw 1 of 2,,94,92
380,4,5:35.0,Offensive rebound by Team,,94,92
