,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHILADELPHIA_ACTION,MEMPHIS_SCORE,PHILADELPHIA_SCORE
463,4,1:30.0,Shooting foul by N. Pelle (drawn by M. Guduric),,100,114
464,4,1:30.0,M. Guduric makes free throw 1 of 1,,101,114
465,4,1:24.0,,M. Shayok misses 2-pt layup from 1 ft,101,114
466,4,1:14.0,,Offensive rebound by N. Pelle,101,114
467,4,1:11.0,,Shooting foul by Y. Watanabe (drawn by N. Pelle),101,114
468,4,1:11.0,,N. Pelle makes free throw 1 of 2,101,115
469,4,1:11.0,,N. Pelle misses free throw 2 of 2,101,115
470,4,1:08.0,Defensive rebound by D. Melton,,101,115
471,4,0:58.0,Y. Watanabe misses 2-pt jump shot from 4 ft,,101,115
472,4,0:56.0,,Defensive rebound by M. Shayok,101,115
473,4,0:45.0,,M. Shayok misses 2-pt jump shot from 20 ft,101,115
474,4,0:45.0,,Offensive rebound by N. Pelle,101,115
475,4,0:41.0,,N. Pelle makes 2-pt layup from 1 ft,101,117
476,4,0:36.0,M. Guduric makes 3-pt jump shot from 25 ft (assist by Y. Watanabe),,104,117
477,4,0:32.0,,Turnover by M. Thybulle (bad pass; steal by D. Melton),104,117
478,4,0:31.0,M. Guduric makes 2-pt layup from 1 ft (assist by T. Jones),,106,117
479,4,0:31.0,Shooting foul by M. Thybulle (drawn by M. Guduric),,106,117
480,4,0:31.0,M. Guduric makes free throw 1 of 1,,107,117
481,4,0:23.0,,Z. Smith makes 2-pt dunk from 1 ft (assist by R. Neto),107,119
482,4,0:14.0,D. Melton misses 3-pt jump shot from 28 ft,,107,119
483,4,0:11.0,,Defensive rebound by R. Neto,107,119
