,QUARTER,TIME_REMAINING,UTAH_ACTION,SAN ANTONIO_ACTION,UTAH_SCORE,SAN ANTONIO_SCORE
117,2,10:34.0,J. Ingles misses 3-pt jump shot from 27 ft,,32,39
118,2,10:30.0,,Defensive rebound by D. White,32,39
119,2,10:26.0,,D. White makes 2-pt layup from 1 ft,32,41
120,2,10:07.0,Shooting foul by P. Mills (drawn by G. Niang),,32,41
121,2,10:07.0,G. Niang makes free throw 1 of 2,,33,41
122,2,10:07.0,G. Niang makes free throw 2 of 2,,34,41
123,2,9:53.0,,R. Gay makes 2-pt jump shot from 13 ft,34,43
124,2,9:37.0,Turnover by D. Mitchell (lost ball),,34,43
125,2,9:37.0,,Personal foul by D. Mitchell (drawn by D. White),34,43
126,2,9:37.0,,J. Poeltl enters the game for R. Gay,34,43
127,2,9:20.0,,P. Mills makes 2-pt jump shot from 14 ft,34,45
128,2,9:02.0,T. Bradley makes 2-pt layup from 1 ft (assist by J. Ingles),,36,45
129,2,8:52.0,,P. Mills makes 3-pt jump shot from 26 ft,36,48
130,2,8:35.0,J. Ingles makes 3-pt jump shot from 26 ft,,39,48
131,2,8:24.0,,Turnover by P. Mills (out of bounds lost ball),39,48
132,2,8:24.0,M. Conley enters the game for T. Bradley,,39,48
133,2,8:24.0,R. Gobert enters the game for D. Mitchell,,39,48
134,2,8:24.0,,D. Murray enters the game for D. White,39,48
135,2,8:12.0,J. Ingles misses 2-pt layup from 1 ft,,39,48
136,2,8:08.0,Offensive rebound by R. Gobert,,39,48
137,2,8:08.0,R. Gobert makes 2-pt layup from 1 ft,,41,48
138,2,8:00.0,,M. Belinelli makes 2-pt jump shot from 17 ft (assist by J. Poeltl),41,50
139,2,7:50.0,G. Niang misses 3-pt jump shot from 23 ft,,41,50
140,2,7:47.0,,Defensive rebound by J. Poeltl,41,50
141,2,7:39.0,,Turnover by D. Murray (lost ball; steal by J. Clarkson),41,50
142,2,7:35.0,Turnover by G. Niang (bad pass; steal by D. Murray),,41,50
143,2,7:35.0,B. Bogdanović enters the game for G. Niang,,41,50
144,2,7:27.0,,Turnover by M. Belinelli (bad pass),41,50
145,2,7:12.0,M. Conley misses 3-pt jump shot from 26 ft,,41,50
146,2,7:08.0,,Defensive rebound by J. Poeltl,41,50
147,2,7:02.0,,M. Belinelli misses 3-pt jump shot from 25 ft,41,50
148,2,6:59.0,Defensive rebound by R. Gobert,,41,50
149,2,6:45.0,M. Conley misses 2-pt jump shot from 6 ft,,41,50
150,2,6:43.0,,Defensive rebound by J. Poeltl,41,50
151,2,6:40.0,,Shooting foul by R. Gobert (drawn by L. Walker),41,50
152,2,6:40.0,,San Antonio full timeout,41,50
153,2,6:40.0,R. O'Neale enters the game for J. Ingles,,41,50
154,2,6:40.0,,B. Forbes enters the game for P. Mills,41,50
155,2,6:40.0,,L. Walker makes free throw 1 of 2,41,51
156,2,6:40.0,,L. Walker makes free throw 2 of 2,41,52
157,2,6:33.0,M. Conley makes 2-pt layup from 7 ft,,43,52
158,2,6:33.0,Shooting foul by M. Belinelli (drawn by M. Conley),,43,52
159,2,6:33.0,,D. DeRozan enters the game for L. Walker,43,52
160,2,6:33.0,M. Conley makes free throw 1 of 1,,44,52
161,2,6:23.0,,B. Forbes misses 2-pt jump shot from 12 ft,44,52
162,2,6:23.0,Defensive rebound by Team,,44,52
163,2,6:11.0,Turnover by B. Bogdanović (out of bounds lost ball),,44,52
164,2,6:00.0,,D. DeRozan misses 2-pt jump shot from 10 ft,44,52
165,2,5:58.0,Defensive rebound by R. Gobert,,44,52
166,2,5:46.0,R. Gobert misses 2-pt dunk from 2 ft (block by D. Murray),,44,52
167,2,5:43.0,,Defensive rebound by M. Belinelli,44,52
168,2,5:33.0,,D. Murray makes 2-pt jump shot from 11 ft,44,54
169,2,5:18.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,47,54
170,2,5:06.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),47,57
171,2,4:54.0,Shooting foul by B. Forbes (drawn by J. Clarkson),,47,57
172,2,4:54.0,J. Clarkson misses free throw 1 of 3,,47,57
173,2,4:54.0,Offensive rebound by Team,,47,57
174,2,4:54.0,J. Clarkson makes free throw 2 of 3,,48,57
175,2,4:54.0,D. Mitchell enters the game for M. Conley,,48,57
176,2,4:54.0,J. Clarkson makes free throw 3 of 3,,49,57
177,2,4:38.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by M. Belinelli),49,59
178,2,4:25.0,Turnover by R. Gobert (lost ball; steal by D. Murray),,49,59
179,2,4:23.0,,Personal foul by R. O'Neale (drawn by D. DeRozan),49,59
180,2,4:11.0,,D. DeRozan makes 2-pt jump shot from 14 ft,49,61
181,2,4:11.0,Utah full timeout,,49,61
182,2,4:11.0,,R. Gay enters the game for J. Poeltl,49,61
183,2,3:50.0,D. Mitchell makes 3-pt jump shot from 26 ft,,52,61
184,2,3:39.0,,R. Gay misses 3-pt jump shot from 23 ft,52,61
185,2,3:36.0,Defensive rebound by J. Clarkson,,52,61
186,2,3:29.0,Shooting foul by D. DeRozan (drawn by R. Gobert),,52,61
187,2,3:29.0,R. Gobert makes free throw 1 of 2,,53,61
188,2,3:29.0,J. Ingles enters the game for J. Clarkson,,53,61
189,2,3:29.0,,D. White enters the game for M. Belinelli,53,61
190,2,3:29.0,R. Gobert misses free throw 2 of 2,,53,61
191,2,3:27.0,,Defensive rebound by D. DeRozan,53,61
192,2,3:13.0,,D. White misses 2-pt jump shot from 7 ft,53,61
193,2,3:09.0,Defensive rebound by B. Bogdanović,,53,61
194,2,3:05.0,D. Mitchell misses 3-pt jump shot from 26 ft,,53,61
195,2,3:03.0,,Defensive rebound by R. Gay,53,61
196,2,2:54.0,,D. DeRozan makes 2-pt jump shot from 16 ft (assist by R. Gay),53,63
197,2,2:33.0,Shooting foul by B. Forbes (drawn by D. Mitchell),,53,63
198,2,2:33.0,D. Mitchell makes free throw 1 of 2,,54,63
199,2,2:33.0,,P. Mills enters the game for B. Forbes,54,63
200,2,2:33.0,D. Mitchell makes free throw 2 of 2,,55,63
201,2,2:19.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by D. Murray),55,65
202,2,2:03.0,Shooting foul by D. DeRozan (drawn by D. Mitchell),,55,65
203,2,2:03.0,D. Mitchell makes free throw 1 of 2,,56,65
204,2,2:03.0,D. Mitchell makes free throw 2 of 2,,57,65
205,2,1:51.0,,D. White misses 3-pt jump shot from 25 ft,57,65
206,2,1:48.0,Defensive rebound by J. Ingles,,57,65
207,2,1:43.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,60,65
208,2,1:41.0,,San Antonio full timeout,60,65
209,2,1:30.0,,Shooting foul by D. Mitchell (drawn by D. DeRozan),60,65
210,2,1:30.0,,D. DeRozan makes free throw 1 of 2,60,66
211,2,1:30.0,,D. DeRozan makes free throw 2 of 2,60,67
212,2,1:12.0,Turnover by R. Gobert (lost ball; steal by P. Mills),,60,67
213,2,1:03.0,,R. Gay misses 3-pt jump shot from 26 ft,60,67
214,2,1:00.0,Defensive rebound by D. Mitchell,,60,67
215,2,0:52.0,D. Mitchell misses 2-pt layup from 2 ft,,60,67
216,2,0:50.0,,Defensive rebound by R. Gay,60,67
217,2,0:47.0,,Personal foul by R. Gobert (drawn by R. Gay),60,67
218,2,0:47.0,,R. Gay makes free throw 1 of 2,60,68
219,2,0:47.0,,R. Gay makes free throw 2 of 2,60,69
220,2,0:32.0,J. Ingles misses 3-pt jump shot from 24 ft,,60,69
221,2,0:27.0,Offensive rebound by R. Gobert,,60,69
222,2,0:27.0,R. Gobert misses 2-pt layup from 1 ft,,60,69
223,2,0:27.0,Offensive rebound by R. Gobert,,60,69
224,2,0:27.0,Shooting foul by R. Gay (drawn by R. Gobert),,60,69
225,2,0:27.0,R. Gobert makes free throw 1 of 2,,61,69
226,2,0:27.0,R. Gobert makes free throw 2 of 2,,62,69
227,2,0:13.0,,Shooting foul by R. Gobert (drawn by D. DeRozan),62,69
228,2,0:13.0,,D. DeRozan misses free throw 1 of 2,62,69
229,2,0:13.0,,Offensive rebound by Team,62,69
230,2,0:13.0,M. Conley enters the game for R. Gobert,,62,69
231,2,0:13.0,,D. DeRozan makes free throw 2 of 2,62,70
232,2,0:02.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,62,70
233,2,0:02.0,Offensive rebound by R. O'Neale,,62,70
234,2,0:00.0,Instant Replay (Request: Ruling Stands),,62,70
235,3,11:42.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by J. Ingles),,65,70
236,3,11:27.0,,B. Forbes misses 3-pt jump shot from 25 ft,65,70
237,3,11:22.0,Defensive rebound by R. O'Neale,,65,70
238,3,11:15.0,D. Mitchell misses 2-pt jump shot from 18 ft,,65,70
239,3,11:13.0,,Defensive rebound by T. Lyles,65,70
240,3,11:09.0,,T. Lyles misses 3-pt jump shot from 25 ft,65,70
241,3,11:07.0,,Offensive rebound by Team,65,70
242,3,11:07.0,Loose ball foul by R. Gobert (drawn by J. Poeltl),,65,70
243,3,11:07.0,T. Bradley enters the game for R. Gobert,,65,70
244,3,11:03.0,,D. DeRozan makes 2-pt jump shot from 9 ft (assist by B. Forbes),65,72
245,3,11:03.0,,Shooting foul by R. O'Neale (drawn by D. DeRozan),65,72
246,3,11:03.0,,D. DeRozan makes free throw 1 of 1,65,73
247,3,10:41.0,Turnover by D. Mitchell (bad pass; steal by D. Murray),,65,73
248,3,10:36.0,,D. DeRozan makes 2-pt jump shot from 6 ft,65,75
249,3,10:29.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,68,75
250,3,10:13.0,,Shooting foul by R. O'Neale (drawn by D. DeRozan),68,75
251,3,10:13.0,,D. DeRozan makes free throw 1 of 2,68,76
252,3,10:13.0,,D. DeRozan makes free throw 2 of 2,68,77
253,3,9:54.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,68,77
254,3,9:50.0,,Defensive rebound by T. Lyles,68,77
255,3,9:44.0,,D. Murray makes 2-pt jump shot from 16 ft,68,79
256,3,9:43.0,Utah full timeout,,68,79
257,3,9:27.0,T. Bradley makes 2-pt dunk from 2 ft (assist by B. Bogdanović),,70,79
258,3,9:14.0,,D. DeRozan misses 2-pt layup from 1 ft,70,79
259,3,9:11.0,,Offensive rebound by J. Poeltl,70,79
260,3,9:08.0,,T. Lyles makes 2-pt jump shot from 7 ft (assist by J. Poeltl),70,81
261,3,8:52.0,T. Bradley misses 2-pt layup from 2 ft,,70,81
262,3,8:50.0,,Defensive rebound by T. Lyles,70,81
263,3,8:42.0,,T. Lyles misses 3-pt jump shot from 26 ft,70,81
264,3,8:42.0,Defensive rebound by B. Bogdanović,,70,81
265,3,8:22.0,D. Mitchell misses 2-pt layup from 1 ft,,70,81
266,3,8:20.0,,Defensive rebound by T. Lyles,70,81
267,3,8:03.0,,D. Murray misses 3-pt jump shot from 25 ft,70,81
268,3,8:01.0,,Offensive rebound by D. Murray,70,81
269,3,7:59.0,,D. Murray makes 2-pt jump shot from 13 ft,70,83
270,3,7:59.0,E. Davis enters the game for T. Bradley,,70,83
271,3,7:59.0,,R. Gay enters the game for J. Poeltl,70,83
272,3,7:32.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,70,83
273,3,7:29.0,,Defensive rebound by D. DeRozan,70,83
274,3,7:18.0,,T. Lyles makes 2-pt dunk from 2 ft (assist by D. DeRozan),70,85
275,3,6:58.0,R. O'Neale makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,73,85
276,3,6:44.0,,Shooting foul by E. Davis (drawn by D. DeRozan),73,85
277,3,6:44.0,,D. DeRozan makes free throw 1 of 2,73,86
278,3,6:44.0,,D. DeRozan makes free throw 2 of 2,73,87
279,3,6:37.0,Shooting foul by D. Murray (drawn by D. Mitchell),,73,87
280,3,6:37.0,D. Mitchell makes free throw 1 of 2,,74,87
281,3,6:37.0,G. Niang enters the game for R. O'Neale,,74,87
282,3,6:37.0,D. Mitchell makes free throw 2 of 2,,75,87
283,3,6:22.0,,D. Murray misses 2-pt jump shot from 16 ft,75,87
284,3,6:19.0,Defensive rebound by E. Davis,,75,87
285,3,6:13.0,D. Mitchell misses 2-pt layup from 1 ft,,75,87
286,3,6:13.0,Offensive rebound by Team,,75,87
287,3,6:13.0,M. Conley enters the game for D. Mitchell,,75,87
288,3,6:01.0,M. Conley makes 3-pt jump shot from 25 ft (assist by J. Ingles),,78,87
289,3,5:59.0,,San Antonio full timeout,78,87
290,3,5:59.0,,P. Mills enters the game for B. Forbes,78,87
291,3,5:59.0,,D. White enters the game for T. Lyles,78,87
292,3,5:35.0,,D. DeRozan misses 2-pt jump shot from 20 ft,78,87
293,3,5:31.0,Defensive rebound by B. Bogdanović,,78,87
294,3,5:16.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,78,87
295,3,5:15.0,Offensive rebound by Team,,78,87
296,3,5:04.0,M. Conley misses 3-pt jump shot from 27 ft,,78,87
297,3,5:04.0,Offensive rebound by Team,,78,87
298,3,5:02.0,,Loose ball foul by R. Gay (drawn by E. Davis),78,87
299,3,4:49.0,G. Niang misses 3-pt jump shot from 25 ft,,78,87
300,3,4:47.0,Offensive rebound by B. Bogdanović,,78,87
301,3,4:47.0,J. Clarkson enters the game for J. Ingles,,78,87
302,3,4:38.0,B. Bogdanović misses 2-pt jump shot from 19 ft,,78,87
303,3,4:36.0,,Defensive rebound by D. Murray,78,87
304,3,4:31.0,,Shooting foul by G. Niang (drawn by D. Murray),78,87
305,3,4:31.0,,D. Murray makes free throw 1 of 2,78,88
306,3,4:31.0,,D. Murray makes free throw 2 of 2,78,89
307,3,4:19.0,Personal foul by D. DeRozan (drawn by M. Conley),,78,89
308,3,4:19.0,,L. Walker enters the game for D. Murray,78,89
309,3,4:07.0,Shooting foul by D. White (drawn by M. Conley),,78,89
310,3,4:07.0,M. Conley misses free throw 1 of 2,,78,89
311,3,4:07.0,Offensive rebound by Team,,78,89
312,3,4:07.0,M. Conley makes free throw 2 of 2,,79,89
313,3,3:55.0,,R. Gay misses 3-pt jump shot from 24 ft,79,89
314,3,3:52.0,Defensive rebound by G. Niang,,79,89
315,3,3:44.0,J. Clarkson makes 2-pt layup from 2 ft,,81,89
316,3,3:30.0,,Shooting foul by J. Clarkson (drawn by D. DeRozan),81,89
317,3,3:30.0,,D. DeRozan makes free throw 1 of 2,81,90
318,3,3:30.0,,D. DeRozan makes free throw 2 of 2,81,91
319,3,3:16.0,G. Niang makes 2-pt layup from 1 ft (assist by M. Conley),,83,91
320,3,3:05.0,,R. Gay makes 2-pt jump shot from 8 ft,83,93
321,3,2:56.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,83,93
322,3,2:56.0,Offensive rebound by G. Niang,,83,93
323,3,2:44.0,Offensive foul by J. Clarkson (drawn by D. White),,83,93
324,3,2:44.0,Turnover by J. Clarkson (offensive foul),,83,93
325,3,2:44.0,R. Gobert enters the game for B. Bogdanović,,83,93
326,3,2:44.0,D. Mitchell enters the game for E. Davis,,83,93
327,3,2:44.0,R. O'Neale enters the game for G. Niang,,83,93
328,3,2:44.0,,M. Belinelli enters the game for D. DeRozan,83,93
329,3,2:28.0,,L. Walker misses 2-pt jump shot from 8 ft,83,93
330,3,2:28.0,Defensive rebound by R. Gobert,,83,93
331,3,2:17.0,J. Clarkson makes 2-pt layup at rim,,85,93
332,3,1:58.0,,P. Mills makes 2-pt jump shot from 9 ft,85,95
333,3,1:42.0,D. Mitchell makes 2-pt layup from 1 ft,,87,95
334,3,1:27.0,,P. Mills misses 3-pt jump shot from 25 ft,87,95
335,3,1:24.0,Defensive rebound by R. O'Neale,,87,95
336,3,1:19.0,Offensive foul by D. Mitchell (drawn by R. Gay),,87,95
337,3,1:19.0,Turnover by D. Mitchell (offensive foul),,87,95
338,3,1:05.0,,R. Gay misses 3-pt jump shot from 26 ft,87,95
339,3,1:00.0,Defensive rebound by R. O'Neale,,87,95
340,3,0:55.0,J. Clarkson makes 2-pt layup from 1 ft,,89,95
341,3,0:55.0,Shooting foul by R. Gay (drawn by J. Clarkson),,89,95
342,3,0:55.0,,J. Poeltl enters the game for R. Gay,89,95
343,3,0:55.0,J. Clarkson makes free throw 1 of 1,,90,95
344,3,0:43.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by J. Poeltl),90,98
345,3,0:39.0,Personal foul by D. White (drawn by D. Mitchell),,90,98
346,3,0:39.0,D. Mitchell makes free throw 1 of 2,,91,98
347,3,0:39.0,D. Mitchell makes free throw 2 of 2,,92,98
348,3,0:28.0,,P. Mills misses 3-pt jump shot from 25 ft,92,98
349,3,0:25.0,Defensive rebound by R. Gobert,,92,98
350,3,0:06.0,D. Mitchell makes 2-pt layup at rim,,94,98
351,3,0:03.0,,Turnover by P. Mills (bad pass),94,98
352,3,0:00.0,M. Conley misses 3-pt jump shot from 36 ft,,94,98
353,3,0:00.0,Offensive rebound by Team,,94,98
354,4,11:46.0,,P. Mills misses 3-pt jump shot from 25 ft,94,98
355,4,11:42.0,Defensive rebound by R. Gobert,,94,98
356,4,11:33.0,D. Mitchell misses 2-pt jump shot from 14 ft,,94,98
357,4,11:29.0,,Defensive rebound by L. Walker,94,98
358,4,11:24.0,,Turnover by L. Walker (bad pass; steal by G. Niang),94,98
359,4,11:17.0,J. Clarkson misses 3-pt jump shot from 25 ft,,94,98
360,4,11:14.0,,Defensive rebound by L. Walker,94,98
361,4,11:00.0,,D. White makes 2-pt jump shot from 13 ft,94,100
362,4,10:42.0,R. Gobert misses 2-pt layup from 6 ft,,94,100
363,4,10:39.0,Offensive rebound by R. Gobert,,94,100
364,4,10:38.0,Turnover by R. Gobert (lost ball; steal by P. Mills),,94,100
365,4,10:31.0,,Turnover by P. Mills (lost ball; steal by D. Mitchell),94,100
366,4,10:26.0,Shooting foul by L. Walker (drawn by J. Clarkson),,94,100
367,4,10:26.0,J. Clarkson misses free throw 1 of 2,,94,100
368,4,10:26.0,Offensive rebound by Team,,94,100
369,4,10:26.0,,B. Forbes enters the game for P. Mills,94,100
370,4,10:26.0,,D. Murray enters the game for D. White,94,100
371,4,10:26.0,J. Clarkson misses free throw 2 of 2,,94,100
372,4,10:21.0,Offensive rebound by J. Ingles,,94,100
373,4,10:14.0,Shooting foul by M. Belinelli (drawn by R. Gobert),,94,100
374,4,10:14.0,R. Gobert makes free throw 1 of 2,,95,100
375,4,10:14.0,,D. DeRozan enters the game for L. Walker,95,100
376,4,10:14.0,R. Gobert misses free throw 2 of 2,,95,100
377,4,10:11.0,,Defensive rebound by J. Poeltl,95,100
378,4,9:52.0,,J. Poeltl makes 2-pt jump shot from 13 ft (assist by D. Murray),95,102
379,4,9:34.0,J. Ingles makes 2-pt layup from 1 ft,,97,102
380,4,9:17.0,,Shooting foul by J. Ingles (drawn by D. DeRozan),97,102
381,4,9:17.0,,D. DeRozan misses free throw 1 of 2,97,102
382,4,9:17.0,,Offensive rebound by Team,97,102
383,4,9:17.0,M. Conley enters the game for D. Mitchell,,97,102
384,4,9:17.0,,D. DeRozan makes free throw 2 of 2,97,103
385,4,9:05.0,J. Ingles misses 3-pt jump shot from 30 ft,,97,103
386,4,9:02.0,,Defensive rebound by D. DeRozan,97,103
