,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
0,1,11:39.0,K. Leonard misses 2-pt jump shot from 13 ft,,0,0
1,1,11:35.0,,Defensive rebound by R. Gay,0,0
2,1,11:19.0,,Turnover by R. Gay (bad pass; steal by M. Harkless),0,0
3,1,11:13.0,P. George makes 2-pt layup from 1 ft (assist by K. Leonard),,2,0
4,1,10:54.0,,B. Forbes misses 3-pt jump shot from 27 ft,2,0
5,1,10:52.0,Defensive rebound by P. George,,2,0
6,1,10:46.0,Personal foul by L. Aldridge (drawn by P. George),,2,0
7,1,10:41.0,P. George misses 2-pt jump shot from 18 ft,,2,0
8,1,10:39.0,,Defensive rebound by R. Gay,2,0
9,1,10:23.0,,B. Forbes misses 3-pt jump shot from 23 ft,2,0
10,1,10:19.0,Defensive rebound by I. Zubac,,2,0
11,1,10:13.0,P. Beverley misses 3-pt jump shot from 23 ft,,2,0
12,1,10:11.0,Offensive rebound by Team,,2,0
13,1,10:08.0,K. Leonard misses 2-pt jump shot from 15 ft,,2,0
14,1,10:04.0,,Defensive rebound by L. Aldridge,2,0
15,1,9:43.0,,D. White makes 2-pt jump shot from 15 ft,2,2
16,1,9:28.0,I. Zubac makes 2-pt dunk from 1 ft (assist by K. Leonard),,4,2
17,1,9:28.0,,San Antonio full timeout,4,2
18,1,9:07.0,,D. DeRozan misses 2-pt jump shot from 16 ft,4,2
19,1,9:05.0,Defensive rebound by K. Leonard,,4,2
20,1,9:01.0,K. Leonard misses 2-pt jump shot from 14 ft,,4,2
21,1,8:59.0,,Defensive rebound by B. Forbes,4,2
22,1,8:53.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by B. Forbes),4,4
23,1,8:32.0,M. Harkless makes 3-pt jump shot from 23 ft (assist by P. George),,7,4
24,1,8:19.0,,L. Aldridge misses 2-pt jump shot from 19 ft,7,4
25,1,8:16.0,Defensive rebound by P. George,,7,4
26,1,8:08.0,P. George misses 3-pt jump shot from 26 ft,,7,4
27,1,8:06.0,Offensive rebound by I. Zubac,,7,4
28,1,8:04.0,Offensive foul by M. Harkless (drawn by R. Gay),,7,4
29,1,8:04.0,Turnover by M. Harkless (offensive foul),,7,4
30,1,7:46.0,,D. White makes 3-pt jump shot from 27 ft (assist by L. Aldridge),7,7
31,1,7:35.0,Shooting foul by B. Forbes (drawn by P. Beverley),,7,7
32,1,7:35.0,P. Beverley makes free throw 1 of 2,,8,7
33,1,7:35.0,P. Beverley makes free throw 2 of 2,,9,7
34,1,7:13.0,,Turnover by D. White (bad pass; steal by M. Harkless),9,7
35,1,7:05.0,I. Zubac makes 2-pt hook shot from 5 ft (assist by K. Leonard),,11,7
36,1,6:55.0,,R. Gay misses 3-pt jump shot from 26 ft,11,7
37,1,6:52.0,Defensive rebound by I. Zubac,,11,7
38,1,6:40.0,P. George misses 2-pt jump shot from 12 ft,,11,7
39,1,6:37.0,,Defensive rebound by D. DeRozan,11,7
40,1,6:28.0,,Turnover by D. White (lost ball; steal by K. Leonard),11,7
41,1,6:25.0,K. Leonard makes 2-pt dunk from 2 ft,,13,7
42,1,6:01.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by L. Aldridge),13,9
43,1,5:48.0,P. Beverley misses 3-pt jump shot from 23 ft,,13,9
44,1,5:45.0,,Defensive rebound by L. Aldridge,13,9
45,1,5:35.0,,R. Gay misses 2-pt layup from 6 ft (block by K. Leonard),13,9
46,1,5:31.0,Defensive rebound by M. Harkless,,13,9
47,1,5:27.0,Turnover by P. George (bad pass; steal by R. Gay),,13,9
48,1,5:22.0,,R. Gay makes 2-pt dunk from 2 ft (assist by L. Aldridge),13,11
49,1,5:21.0,LA Clippers full timeout,,13,11
50,1,5:21.0,L. Williams enters the game for K. Leonard,,13,11
51,1,5:21.0,,P. Mills enters the game for B. Forbes,13,11
52,1,5:21.0,,D. Murray enters the game for D. White,13,11
53,1,5:01.0,I. Zubac misses 2-pt layup from 1 ft,,13,11
54,1,4:57.0,Offensive rebound by M. Harkless,,13,11
55,1,4:57.0,M. Harkless makes 2-pt layup from 1 ft,,15,11
56,1,4:42.0,,Shooting foul by I. Zubac (drawn by L. Aldridge),15,11
57,1,4:42.0,,L. Aldridge makes free throw 1 of 2,15,12
58,1,4:42.0,J. Green enters the game for P. George,,15,12
59,1,4:42.0,M. Harrell enters the game for M. Harkless,,15,12
60,1,4:42.0,J. Robinson enters the game for I. Zubac,,15,12
61,1,4:42.0,,L. Aldridge makes free throw 2 of 2,15,13
62,1,4:24.0,Turnover by L. Williams (lost ball; steal by P. Mills),,15,13
63,1,4:23.0,,Personal foul by P. Beverley (drawn by P. Mills),15,13
64,1,4:23.0,,T. Lyles enters the game for L. Aldridge,15,13
65,1,4:23.0,,J. Poeltl enters the game for R. Gay,15,13
66,1,4:10.0,,D. DeRozan makes 2-pt layup from 1 ft,15,15
67,1,3:57.0,J. Green makes 3-pt jump shot from 23 ft (assist by L. Williams),,18,15
68,1,3:42.0,,T. Lyles misses 3-pt jump shot from 23 ft,18,15
69,1,3:40.0,Defensive rebound by J. Robinson,,18,15
70,1,3:33.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,20,15
71,1,3:14.0,,D. DeRozan makes 2-pt jump shot from 16 ft,20,17
72,1,2:56.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by L. Williams),,23,17
73,1,2:42.0,,D. DeRozan misses 2-pt jump shot from 9 ft,23,17
74,1,2:41.0,,Offensive rebound by D. DeRozan,23,17
75,1,2:39.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. DeRozan),23,20
76,1,2:29.0,J. Green makes 3-pt jump shot from 25 ft (assist by L. Williams),,26,20
77,1,2:19.0,,P. Mills misses 3-pt jump shot from 26 ft,26,20
78,1,2:16.0,Defensive rebound by M. Harrell,,26,20
79,1,2:06.0,J. Robinson makes 2-pt jump shot from 1 ft (assist by L. Williams),,28,20
80,1,1:54.0,,D. DeRozan makes 2-pt layup from 7 ft,28,22
81,1,1:33.0,P. Beverley misses 2-pt hook shot from 7 ft,,28,22
82,1,1:33.0,Offensive rebound by M. Harrell,,28,22
83,1,1:33.0,Personal foul by D. DeRozan (drawn by M. Harrell),,28,22
84,1,1:33.0,,M. Belinelli enters the game for D. DeRozan,28,22
85,1,1:29.0,J. Green misses 3-pt jump shot from 23 ft,,28,22
86,1,1:25.0,,Defensive rebound by M. Belinelli,28,22
87,1,1:18.0,,D. Murray misses 2-pt layup from 1 ft,28,22
88,1,1:15.0,Defensive rebound by M. Harrell,,28,22
89,1,1:00.0,J. Robinson misses 3-pt jump shot from 24 ft,,28,22
90,1,0:57.0,,Defensive rebound by P. Mills,28,22
91,1,0:54.0,,Personal foul by L. Williams (drawn by T. Lyles),28,22
92,1,0:48.0,,P. Mills makes 2-pt jump shot from 21 ft (assist by D. Murray),28,24
93,1,0:33.0,M. Harrell makes 2-pt layup from 2 ft,,30,24
94,1,0:29.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by D. Murray),30,27
95,1,0:07.0,M. Harrell misses 2-pt layup from 1 ft,,30,27
96,1,0:05.0,,Defensive rebound by Team,30,27
97,1,0:01.0,,D. Murray misses 3-pt jump shot from 25 ft,30,27
98,1,0:01.0,Defensive rebound by M. Harrell,,30,27
99,2,11:43.0,,D. White misses 2-pt jump shot from 11 ft,30,27
100,2,11:41.0,Defensive rebound by J. Green,,30,27
101,2,11:30.0,J. Green misses 3-pt jump shot from 25 ft,,30,27
102,2,11:27.0,,Defensive rebound by M. Belinelli,30,27
103,2,11:22.0,,M. Belinelli makes 3-pt jump shot from 25 ft,30,30
104,2,11:07.0,M. Harrell misses 2-pt layup from 2 ft,,30,30
105,2,11:05.0,,Defensive rebound by T. Lyles,30,30
106,2,11:02.0,,T. Lyles makes 2-pt dunk from 1 ft (assist by M. Belinelli),30,32
107,2,11:01.0,LA Clippers full timeout,,30,32
108,2,11:01.0,K. Leonard enters the game for T. Mann,,30,32
109,2,10:47.0,K. Leonard misses 2-pt layup at rim (block by J. Poeltl),,30,32
110,2,10:44.0,,Defensive rebound by D. White,30,32
111,2,10:37.0,,J. Poeltl makes 2-pt jump shot from 11 ft (assist by T. Lyles),30,34
112,2,10:11.0,J. Green misses 2-pt layup from 4 ft (block by J. Poeltl),,30,34
113,2,10:08.0,,Defensive rebound by T. Lyles,30,34
114,2,10:07.0,,P. Mills makes 2-pt layup from 1 ft (assist by T. Lyles),30,36
115,2,9:51.0,L. Williams misses 2-pt layup from 1 ft,,30,36
116,2,9:49.0,,Defensive rebound by M. Belinelli,30,36
117,2,9:44.0,,Turnover by J. Poeltl (bad pass; steal by K. Leonard),30,36
118,2,9:44.0,Personal foul by D. White (drawn by K. Leonard),,30,36
119,2,9:44.0,Instant Replay (Request: Ruling Stands),,30,36
120,2,9:44.0,P. George enters the game for J. Robinson,,30,36
121,2,9:28.0,K. Leonard misses 2-pt jump shot from 8 ft,,30,36
122,2,9:26.0,,Defensive rebound by J. Poeltl,30,36
123,2,9:20.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Mills),30,38
124,2,9:10.0,L. Williams makes 2-pt jump shot from 16 ft,,32,38
125,2,9:01.0,,D. White misses 3-pt jump shot from 26 ft,32,38
126,2,9:01.0,Defensive rebound by J. Green,,32,38
127,2,8:54.0,K. Leonard misses 2-pt layup from 2 ft (block by J. Poeltl),,32,38
128,2,8:52.0,Offensive rebound by Team,,32,38
129,2,8:52.0,,L. Aldridge enters the game for J. Poeltl,32,38
130,2,8:45.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,34,38
131,2,8:33.0,,M. Belinelli misses 3-pt jump shot from 26 ft,34,38
132,2,8:30.0,Defensive rebound by P. George,,34,38
133,2,8:19.0,M. Harrell makes 2-pt jump shot from 3 ft,,36,38
134,2,8:18.0,,San Antonio full timeout,36,38
135,2,8:18.0,P. Beverley enters the game for L. Williams,,36,38
136,2,8:18.0,,B. Forbes enters the game for T. Lyles,36,38
137,2,8:18.0,,R. Gay enters the game for P. Mills,36,38
138,2,7:57.0,,L. Aldridge misses 2-pt jump shot from 14 ft,36,38
139,2,7:55.0,Defensive rebound by K. Leonard,,36,38
140,2,7:48.0,K. Leonard makes 2-pt layup from 1 ft,,38,38
141,2,7:23.0,,R. Gay misses 3-pt jump shot from 26 ft,38,38
142,2,7:20.0,Defensive rebound by K. Leonard,,38,38
143,2,7:14.0,K. Leonard makes 2-pt jump shot from 12 ft,,40,38
144,2,7:00.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by L. Aldridge),40,40
