,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
100,2,11:43.0,,Defensive rebound by B. Fernando,34,32
101,2,11:25.0,,J. Teague makes 3-pt jump shot from 26 ft (assist by K. Huerter),34,35
102,2,10:57.0,M. Bridges misses 3-pt jump shot from 23 ft,,34,35
103,2,10:53.0,,Defensive rebound by J. Teague,34,35
104,2,10:38.0,,K. Huerter misses 3-pt jump shot from 24 ft,34,35
105,2,10:38.0,Defensive rebound by Team,,34,35
106,2,10:23.0,D. Graham misses 3-pt jump shot from 26 ft,,34,35
107,2,10:18.0,,Defensive rebound by C. Reddish,34,35
108,2,10:04.0,,B. Fernando makes 2-pt layup from 1 ft (assist by J. Teague),34,37
109,2,9:49.0,Personal foul by B. Fernando (drawn by B. Biyombo),,34,37
110,2,9:38.0,C. Martin makes 2-pt layup from 1 ft (assist by D. Graham),,36,37
111,2,9:24.0,,C. Reddish makes 3-pt jump shot from 26 ft,36,40
112,2,9:03.0,C. Martin makes 2-pt layup from 1 ft,,38,40
113,2,8:53.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by J. Teague),38,43
114,2,8:34.0,M. Bridges makes 2-pt dunk from 1 ft (assist by C. Martin),,40,43
115,2,8:27.0,,C. Reddish makes 2-pt jump shot from 13 ft (assist by J. Teague),40,45
116,2,8:06.0,C. Martin makes 3-pt jump shot from 25 ft (assist by D. Graham),,43,45
117,2,7:47.0,,K. Huerter misses 2-pt layup from 2 ft,43,45
118,2,7:43.0,Defensive rebound by B. Biyombo,,43,45
119,2,7:37.0,B. Biyombo makes 2-pt layup at rim (assist by C. Martin),,45,45
120,2,7:29.0,,Atlanta full timeout,45,45
121,2,7:29.0,J. McDaniels enters the game for D. Graham,,45,45
122,2,7:29.0,T. Rozier enters the game for C. Martin,,45,45
123,2,7:29.0,,J. Collins enters the game for B. Fernando,45,45
124,2,7:29.0,,D. Hunter enters the game for C. Reddish,45,45
125,2,7:29.0,,T. Young enters the game for J. Teague,45,45
126,2,7:18.0,,V. Carter makes 3-pt jump shot from 25 ft,45,48
127,2,7:00.0,C. Martin makes 3-pt jump shot from 26 ft (assist by T. Rozier),,48,48
128,2,6:41.0,,J. Collins makes 2-pt dunk from 1 ft (assist by V. Carter),48,50
129,2,6:24.0,J. McDaniels makes 2-pt layup from 1 ft (assist by M. Bridges),,50,50
130,2,6:07.0,,T. Young misses 3-pt jump shot from 30 ft,50,50
131,2,6:05.0,Defensive rebound by B. Biyombo,,50,50
132,2,5:54.0,M. Bridges makes 2-pt layup from 1 ft (assist by T. Rozier),,52,50
133,2,5:46.0,,Personal foul by C. Martin (drawn by V. Carter),52,50
134,2,5:46.0,C. Zeller enters the game for B. Biyombo,,52,50
135,2,5:41.0,,K. Huerter makes 3-pt jump shot from 27 ft,52,53
136,2,5:24.0,M. Bridges misses 3-pt jump shot from 25 ft,,52,53
137,2,5:22.0,,Defensive rebound by D. Hunter,52,53
138,2,5:18.0,,V. Carter misses 3-pt jump shot from 23 ft,52,53
139,2,5:12.0,Defensive rebound by M. Bridges,,52,53
140,2,4:56.0,C. Martin makes 3-pt jump shot from 25 ft (assist by M. Bridges),,55,53
141,2,4:39.0,Violation by Team (kicked ball),,55,53
142,2,4:39.0,C. Martin enters the game for M. Bridges,,55,53
143,2,4:39.0,,D. Dedmon enters the game for V. Carter,55,53
144,2,4:27.0,,T. Young misses 2-pt layup from 2 ft,55,53
145,2,4:24.0,Defensive rebound by J. McDaniels,,55,53
146,2,4:14.0,C. Martin misses 3-pt jump shot from 23 ft,,55,53
147,2,4:12.0,,Defensive rebound by K. Huerter,55,53
148,2,4:12.0,,Personal take foul by C. Martin (drawn by K. Huerter),55,53
149,2,4:05.0,,D. Dedmon makes 3-pt jump shot from 26 ft (assist by T. Young),55,56
150,2,4:03.0,Charlotte full timeout,,55,56
151,2,4:03.0,D. Graham enters the game for C. Martin,,55,56
152,2,4:03.0,,C. Reddish enters the game for K. Huerter,55,56
153,2,3:41.0,C. Zeller misses 2-pt layup from 6 ft (block by D. Dedmon),,55,56
154,2,3:37.0,,Defensive rebound by J. Collins,55,56
155,2,3:35.0,,T. Young misses 2-pt layup from 4 ft,55,56
156,2,3:33.0,,Offensive rebound by Team,55,56
157,2,3:30.0,,C. Reddish makes 2-pt layup from 2 ft (assist by T. Young),55,58
158,2,3:09.0,J. McDaniels misses 3-pt jump shot from 23 ft,,55,58
159,2,3:06.0,Offensive rebound by C. Zeller,,55,58
160,2,3:04.0,T. Rozier misses 2-pt jump shot from 13 ft,,55,58
161,2,2:59.0,,Defensive rebound by Team,55,58
162,2,2:46.0,,C. Reddish misses 3-pt jump shot from 27 ft,55,58
163,2,2:45.0,Defensive rebound by Team,,55,58
164,2,2:45.0,,Loose ball foul by D. Dedmon (drawn by C. Zeller),55,58
165,2,2:35.0,T. Rozier misses 3-pt jump shot from 26 ft,,55,58
166,2,2:31.0,,Defensive rebound by D. Hunter,55,58
167,2,2:23.0,Violation by Team (kicked ball),,55,58
168,2,2:19.0,,Personal foul by J. McDaniels (drawn by D. Dedmon),55,58
169,2,2:11.0,,D. Dedmon makes 2-pt jump shot from 13 ft (assist by T. Young),55,60
170,2,2:01.0,D. Graham makes 2-pt layup from 1 ft (assist by C. Zeller),,57,60
171,2,2:01.0,Shooting foul by D. Hunter (drawn by D. Graham),,57,60
172,2,2:01.0,D. Graham makes free throw 1 of 1,,58,60
173,2,1:50.0,,T. Young makes 3-pt jump shot from 36 ft,58,63
174,2,1:34.0,D. Graham misses 2-pt jump shot from 17 ft,,58,63
175,2,1:30.0,,Defensive rebound by T. Young,58,63
176,2,1:21.0,,Shooting foul by C. Martin (drawn by D. Hunter),58,63
177,2,1:21.0,,D. Hunter misses free throw 1 of 2,58,63
178,2,1:21.0,,Offensive rebound by Team,58,63
179,2,1:21.0,,T. Graham enters the game for D. Dedmon,58,63
180,2,1:21.0,,D. Hunter makes free throw 2 of 2,58,64
181,2,0:59.0,J. McDaniels misses 2-pt layup from 2 ft,,58,64
182,2,0:57.0,,Defensive rebound by J. Collins,58,64
183,2,0:53.0,,Shooting foul by C. Martin (drawn by T. Young),58,64
184,2,0:53.0,,T. Young makes free throw 1 of 2,58,65
185,2,0:53.0,C. Martin enters the game for C. Martin,,58,65
186,2,0:53.0,,T. Young makes free throw 2 of 2,58,66
187,2,0:36.0,D. Graham misses 3-pt jump shot from 25 ft,,58,66
188,2,0:33.0,,Defensive rebound by D. Hunter,58,66
189,2,0:31.0,,Turnover by D. Hunter (lost ball; steal by C. Martin),58,66
190,2,0:30.0,Shooting foul by D. Hunter (drawn by D. Graham),,58,66
191,2,0:30.0,D. Graham makes free throw 1 of 2,,59,66
192,2,0:30.0,M. Bridges enters the game for C. Zeller,,59,66
193,2,0:30.0,,V. Carter enters the game for T. Graham,59,66
194,2,0:30.0,,K. Huerter enters the game for D. Hunter,59,66
195,2,0:30.0,D. Graham makes free throw 2 of 2,,60,66
196,2,0:08.0,,Turnover by T. Young (bad pass),60,66
197,2,0:08.0,,T. Graham enters the game for V. Carter,60,66
198,2,0:02.0,J. McDaniels makes 3-pt jump shot from 27 ft (assist by D. Graham),,63,66
199,3,11:43.0,D. Graham misses 2-pt layup from 2 ft,,63,66
200,3,11:38.0,Offensive rebound by C. Zeller,,63,66
201,3,11:38.0,C. Zeller makes 2-pt layup from 1 ft,,65,66
202,3,11:22.0,,T. Young makes 3-pt jump shot from 26 ft,65,69
203,3,11:02.0,T. Rozier misses 3-pt jump shot from 23 ft,,65,69
204,3,10:59.0,,Defensive rebound by K. Huerter,65,69
205,3,10:55.0,,J. Collins makes 2-pt layup from 2 ft,65,71
206,3,10:40.0,P. Washington misses 2-pt jump shot from 7 ft,,65,71
207,3,10:37.0,,Defensive rebound by T. Young,65,71
208,3,10:31.0,,K. Huerter makes 2-pt jump shot from 15 ft,65,73
209,3,10:19.0,C. Zeller makes 2-pt dunk from 1 ft (assist by D. Graham),,67,73
210,3,9:52.0,,D. Dedmon misses 2-pt layup from 5 ft,67,73
211,3,9:50.0,Defensive rebound by P. Washington,,67,73
212,3,9:48.0,D. Graham misses 3-pt jump shot from 26 ft,,67,73
213,3,9:42.0,,Defensive rebound by D. Hunter,67,73
214,3,9:34.0,,Shooting foul by P. Washington (drawn by J. Collins),67,73
215,3,9:34.0,,J. Collins misses free throw 1 of 3,67,73
216,3,9:34.0,,Offensive rebound by Team,67,73
217,3,9:34.0,,J. Collins makes free throw 2 of 3,67,74
218,3,9:34.0,,J. Collins makes free throw 3 of 3,67,75
219,3,9:20.0,P. Washington misses 2-pt jump shot from 6 ft (block by D. Dedmon),,67,75
220,3,9:19.0,Offensive rebound by Team,,67,75
221,3,9:10.0,D. Graham makes 2-pt jump shot from 17 ft,,69,75
222,3,8:53.0,,T. Young misses 2-pt jump shot from 12 ft,69,75
223,3,8:51.0,,Offensive rebound by D. Dedmon,69,75
224,3,8:51.0,,D. Dedmon misses 2-pt layup from 2 ft (block by M. Bridges),69,75
225,3,8:51.0,,Offensive rebound by Team,69,75
226,3,8:44.0,,J. Collins makes 2-pt hook shot from 7 ft (assist by K. Huerter),69,77
227,3,8:37.0,Personal foul by K. Huerter (drawn by D. Graham),,69,77
228,3,8:24.0,D. Graham misses 3-pt jump shot from 26 ft,,69,77
229,3,8:21.0,Offensive rebound by Team,,69,77
230,3,8:13.0,Shooting foul by J. Collins (drawn by C. Zeller),,69,77
231,3,8:13.0,C. Zeller makes free throw 1 of 2,,70,77
232,3,8:13.0,C. Zeller makes free throw 2 of 2,,71,77
233,3,7:58.0,,D. Dedmon misses 3-pt jump shot from 23 ft,71,77
234,3,7:55.0,Defensive rebound by T. Rozier,,71,77
235,3,7:52.0,Shooting foul by D. Dedmon (drawn by T. Rozier),,71,77
236,3,7:52.0,T. Rozier makes free throw 1 of 2,,72,77
237,3,7:52.0,B. Biyombo enters the game for P. Washington,,72,77
238,3,7:52.0,J. McDaniels enters the game for C. Zeller,,72,77
239,3,7:52.0,T. Rozier makes free throw 2 of 2,,73,77
240,3,7:33.0,,J. Collins makes 2-pt layup from 4 ft (assist by T. Young),73,79
241,3,7:33.0,,Shooting foul by J. McDaniels (drawn by J. Collins),73,79
242,3,7:33.0,,C. Reddish enters the game for D. Dedmon,73,79
243,3,7:33.0,Charlotte full timeout,,73,79
244,3,7:33.0,,D. Dedmon enters the game for C. Reddish,73,79
245,3,7:33.0,Instant Replay (Challenge: Stands),,73,79
246,3,7:33.0,,C. Reddish enters the game for D. Dedmon,73,79
247,3,7:33.0,,J. Collins misses free throw 1 of 1,73,79
248,3,7:30.0,Defensive rebound by M. Bridges,,73,79
249,3,7:19.0,M. Bridges misses 2-pt jump shot from 2 ft,,73,79
250,3,7:17.0,,Defensive rebound by K. Huerter,73,79
251,3,7:04.0,,Turnover by T. Young (bad pass; steal by T. Rozier),73,79
252,3,7:03.0,Personal take foul by T. Young (drawn by T. Rozier),,73,79
253,3,6:50.0,M. Bridges misses 2-pt layup from 1 ft,,73,79
254,3,6:47.0,,Defensive rebound by J. Collins,73,79
255,3,6:39.0,,T. Young misses 3-pt jump shot from 32 ft,73,79
256,3,6:35.0,Defensive rebound by B. Biyombo,,73,79
257,3,6:19.0,J. McDaniels makes 2-pt jump shot from 13 ft,,75,79
258,3,6:05.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),75,81
259,3,5:44.0,Personal foul by K. Huerter (drawn by B. Biyombo),,75,81
260,3,5:44.0,B. Biyombo makes free throw 1 of 2,,76,81
261,3,5:44.0,C. Martin enters the game for M. Bridges,,76,81
262,3,5:44.0,C. Martin enters the game for T. Rozier,,76,81
263,3,5:44.0,,T. Graham enters the game for K. Huerter,76,81
264,3,5:44.0,B. Biyombo makes free throw 2 of 2,,77,81
265,3,5:26.0,,T. Young misses 3-pt jump shot from 26 ft,77,81
266,3,5:23.0,,Offensive rebound by J. Collins,77,81
267,3,5:20.0,,J. Collins makes 2-pt layup from 3 ft,77,83
268,3,5:14.0,Shooting foul by D. Hunter (drawn by C. Martin),,77,83
269,3,5:14.0,C. Martin makes free throw 1 of 2,,78,83
270,3,5:14.0,C. Martin makes free throw 2 of 2,,79,83
271,3,5:02.0,,C. Reddish misses 3-pt jump shot from 23 ft,79,83
272,3,4:59.0,,Offensive rebound by C. Reddish,79,83
273,3,4:56.0,,C. Reddish misses 2-pt layup from 2 ft,79,83
274,3,4:54.0,Defensive rebound by J. McDaniels,,79,83
275,3,4:52.0,Personal foul by D. Hunter (drawn by C. Martin),,79,83
276,3,4:52.0,C. Martin makes free throw 1 of 2,,80,83
277,3,4:52.0,T. Rozier enters the game for D. Graham,,80,83
278,3,4:52.0,,V. Carter enters the game for D. Hunter,80,83
279,3,4:52.0,C. Martin makes free throw 2 of 2,,81,83
280,3,4:43.0,,Personal foul by J. McDaniels (drawn by J. Collins),81,83
281,3,4:38.0,,T. Young misses 2-pt layup from 6 ft,81,83
282,3,4:34.0,Defensive rebound by B. Biyombo,,81,83
283,3,4:31.0,C. Martin misses 2-pt layup from 1 ft,,81,83
284,3,4:27.0,,Defensive rebound by C. Reddish,81,83
285,3,4:13.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by C. Reddish),81,86
286,3,3:59.0,C. Martin makes 2-pt layup from 6 ft,,83,86
287,3,3:59.0,,Violation by Team (def goaltending),83,86
288,3,3:42.0,,Turnover by J. Collins (lost ball; steal by J. McDaniels),83,86
289,3,3:41.0,Personal take foul by T. Young (drawn by J. McDaniels),,83,86
290,3,3:41.0,J. McDaniels makes free throw 1 of 2,,84,86
291,3,3:41.0,,D. Dedmon enters the game for J. Collins,84,86
292,3,3:41.0,,J. Teague enters the game for T. Young,84,86
293,3,3:41.0,J. McDaniels makes free throw 2 of 2,,85,86
294,3,3:19.0,,Offensive foul by T. Graham (drawn by C. Martin),85,86
295,3,3:19.0,,Turnover by T. Graham (offensive foul),85,86
296,3,3:04.0,C. Martin misses 3-pt jump shot from 23 ft,,85,86
297,3,3:01.0,,Defensive rebound by C. Reddish,85,86
298,3,2:52.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by C. Reddish),85,89
299,3,2:31.0,T. Rozier makes 2-pt jump shot from 19 ft,,87,89
300,3,2:16.0,,J. Teague makes 2-pt jump shot from 8 ft (assist by D. Dedmon),87,91
301,3,1:53.0,T. Rozier misses 3-pt jump shot from 27 ft,,87,91
302,3,1:51.0,,Defensive rebound by T. Graham,87,91
303,3,1:45.0,,T. Graham misses 2-pt layup from 6 ft,87,91
304,3,1:41.0,,Offensive rebound by D. Dedmon,87,91
305,3,1:41.0,,D. Dedmon misses 2-pt layup at rim,87,91
306,3,1:41.0,,Offensive rebound by T. Graham,87,91
307,3,1:41.0,,Shooting foul by B. Biyombo (drawn by T. Graham),87,91
308,3,1:41.0,,Atlanta full timeout,87,91
309,3,1:41.0,P. Washington enters the game for C. Martin,,87,91
310,3,1:41.0,,T. Graham misses free throw 1 of 2,87,91
311,3,1:41.0,,Offensive rebound by Team,87,91
312,3,1:41.0,,T. Graham misses free throw 2 of 2,87,91
313,3,1:39.0,,Offensive rebound by Team,87,91
314,3,1:37.0,,V. Carter misses 3-pt jump shot from 23 ft,87,91
315,3,1:34.0,Defensive rebound by T. Rozier,,87,91
316,3,1:20.0,J. McDaniels makes 2-pt jump shot from 7 ft,,89,91
317,3,1:02.0,,C. Reddish makes 2-pt jump shot from 18 ft,89,93
318,3,0:54.0,C. Martin makes 3-pt jump shot from 25 ft (assist by T. Rozier),,92,93
319,3,0:36.0,,C. Reddish makes 3-pt jump shot from 26 ft (assist by D. Dedmon),92,96
320,3,0:23.0,Shooting foul by D. Dedmon (drawn by C. Martin),,92,96
321,3,0:23.0,C. Martin makes free throw 1 of 2,,93,96
322,3,0:23.0,C. Martin enters the game for P. Washington,,93,96
323,3,0:23.0,,T. Young enters the game for T. Graham,93,96
324,3,0:23.0,C. Martin makes free throw 2 of 2,,94,96
325,3,0:02.0,,T. Young makes 2-pt layup from 2 ft,94,98
326,3,0:00.0,J. McDaniels misses 3-pt jump shot from 50 ft,,94,98
327,3,0:00.0,Offensive rebound by Team,,94,98
328,4,11:35.0,,Turnover by C. Reddish (bad pass; steal by C. Martin),94,98
329,4,11:33.0,T. Rozier misses 2-pt layup from 1 ft (block by J. Collins),,94,98
330,4,11:33.0,Offensive rebound by Team,,94,98
331,4,11:23.0,T. Rozier misses 2-pt jump shot from 12 ft (block by D. Dedmon),,94,98
332,4,11:19.0,,Defensive rebound by J. Collins,94,98
333,4,11:09.0,,J. Teague misses 2-pt jump shot from 11 ft,94,98
334,4,11:04.0,Defensive rebound by C. Zeller,,94,98
335,4,10:52.0,T. Rozier misses 3-pt jump shot from 25 ft,,94,98
336,4,10:50.0,,Defensive rebound by C. Reddish,94,98
337,4,10:50.0,D. Graham enters the game for T. Rozier,,94,98
338,4,10:33.0,,D. Dedmon misses 2-pt jump shot from 5 ft,94,98
339,4,10:29.0,Defensive rebound by C. Martin,,94,98
340,4,10:18.0,C. Martin makes 2-pt layup from 1 ft (assist by C. Zeller),,96,98
341,4,10:04.0,,K. Huerter misses 2-pt jump shot from 16 ft,96,98
342,4,10:01.0,Defensive rebound by C. Zeller,,96,98
343,4,9:54.0,D. Graham misses 2-pt jump shot from 11 ft,,96,98
344,4,9:50.0,,Defensive rebound by D. Dedmon,96,98
345,4,9:38.0,,D. Dedmon misses 2-pt dunk from 2 ft (block by P. Washington),96,98
346,4,9:33.0,,Offensive rebound by D. Dedmon,96,98
347,4,9:32.0,,D. Dedmon makes 2-pt layup from 2 ft,96,100
348,4,9:15.0,P. Washington misses 3-pt jump shot from 26 ft,,96,100
349,4,9:12.0,,Defensive rebound by C. Reddish,96,100
350,4,8:49.0,,Turnover by Team (shot clock),96,100
351,4,8:49.0,J. McDaniels enters the game for C. Martin,,96,100
352,4,8:49.0,,D. Hunter enters the game for C. Reddish,96,100
353,4,8:40.0,P. Washington misses 3-pt jump shot from 26 ft,,96,100
354,4,8:37.0,,Defensive rebound by D. Hunter,96,100
355,4,8:25.0,,K. Huerter misses 3-pt jump shot from 24 ft,96,100
356,4,8:22.0,,Offensive rebound by J. Collins,96,100
357,4,8:20.0,,Personal foul by D. Graham (drawn by J. Collins),96,100
358,4,8:20.0,,T. Young enters the game for J. Teague,96,100
359,4,8:12.0,,Offensive foul by D. Dedmon (drawn by C. Zeller),96,100
360,4,8:12.0,,Turnover by D. Dedmon (offensive foul),96,100
361,4,7:57.0,P. Washington misses 2-pt layup from 2 ft (block by J. Collins),,96,100
362,4,7:53.0,,Defensive rebound by T. Young,96,100
363,4,7:49.0,,D. Hunter makes 3-pt jump shot from 27 ft (assist by T. Young),96,103
364,4,7:48.0,Charlotte full timeout,,96,103
365,4,7:48.0,,T. Graham enters the game for D. Dedmon,96,103
366,4,7:32.0,D. Graham makes 3-pt jump shot from 23 ft (assist by C. Martin),,99,103
367,4,7:07.0,,T. Young misses 3-pt jump shot from 35 ft,99,103
368,4,7:04.0,Defensive rebound by C. Zeller,,99,103
369,4,6:44.0,D. Graham misses 3-pt jump shot from 25 ft,,99,103
370,4,6:40.0,,Defensive rebound by T. Graham,99,103
371,4,6:26.0,,T. Graham makes 2-pt jump shot from 7 ft (assist by K. Huerter),99,105
372,4,6:17.0,Shooting foul by K. Huerter (drawn by C. Zeller),,99,105
373,4,6:17.0,C. Zeller makes free throw 1 of 2,,100,105
374,4,6:17.0,M. Bridges enters the game for P. Washington,,100,105
375,4,6:17.0,C. Zeller makes free throw 2 of 2,,101,105
376,4,6:03.0,,Shooting foul by C. Zeller (drawn by T. Graham),101,105
377,4,6:03.0,,T. Graham misses free throw 1 of 3,101,105
378,4,6:03.0,,Offensive rebound by Team,101,105
379,4,6:03.0,,T. Graham makes free throw 2 of 3,101,106
380,4,6:03.0,B. Biyombo enters the game for C. Zeller,,101,106
381,4,6:03.0,,D. Dedmon enters the game for J. Collins,101,106
382,4,6:03.0,,C. Reddish enters the game for D. Hunter,101,106
383,4,6:03.0,,T. Graham makes free throw 3 of 3,101,107
384,4,5:48.0,C. Martin makes 3-pt jump shot from 26 ft (assist by D. Graham),,104,107
385,4,5:26.0,,C. Reddish makes 3-pt jump shot from 25 ft (assist by K. Huerter),104,110
386,4,5:13.0,M. Bridges misses 3-pt jump shot from 26 ft,,104,110
387,4,5:09.0,,Defensive rebound by K. Huerter,104,110
