,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
0,1,11:44.0,S. Adams makes 2-pt hook shot from 7 ft,,2,0
1,1,11:25.0,,B. Hield misses 3-pt jump shot from 26 ft,2,0
2,1,11:21.0,Defensive rebound by D. Gallinari,,2,0
3,1,11:10.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,2,0
4,1,11:04.0,Offensive rebound by S. Adams,,2,0
5,1,11:04.0,S. Adams makes 2-pt layup from 1 ft,,4,0
6,1,10:54.0,,H. Barnes makes 2-pt jump shot from 7 ft,4,2
7,1,10:41.0,S. Adams misses 2-pt layup from 4 ft,,4,2
8,1,10:39.0,,Defensive rebound by R. Holmes,4,2
9,1,10:33.0,,C. Joseph makes 3-pt jump shot from 26 ft,4,5
10,1,10:14.0,Turnover by D. Gallinari (bad pass),,4,5
11,1,9:57.0,,B. Hield misses 2-pt layup from 3 ft (block by S. Adams),4,5
12,1,9:52.0,Defensive rebound by A. Nader,,4,5
13,1,9:44.0,D. Gallinari misses 3-pt jump shot from 28 ft,,4,5
14,1,9:39.0,,Defensive rebound by B. Hield,4,5
15,1,9:33.0,,Turnover by R. Holmes (bad pass),4,5
16,1,9:20.0,D. Gallinari misses 3-pt jump shot from 24 ft,,4,5
17,1,9:16.0,Offensive rebound by S. Adams,,4,5
18,1,9:10.0,S. Adams misses 2-pt jump shot from 5 ft (block by R. Holmes),,4,5
19,1,9:06.0,Offensive rebound by S. Adams,,4,5
20,1,9:05.0,S. Adams misses 2-pt jump shot from 16 ft,,4,5
21,1,9:03.0,,Defensive rebound by N. Bjelica,4,5
22,1,8:56.0,,H. Barnes misses 2-pt hook shot from 5 ft,4,5
23,1,8:56.0,,Offensive rebound by H. Barnes,4,5
24,1,8:49.0,,B. Hield misses 3-pt jump shot from 23 ft,4,5
25,1,8:49.0,,Offensive rebound by Team,4,5
26,1,8:49.0,Loose ball foul by S. Gilgeous-Alexander (drawn by N. Bjelica),,4,5
27,1,8:44.0,,N. Bjelica makes 3-pt jump shot from 27 ft (assist by H. Barnes),4,8
28,1,8:22.0,Shooting foul by R. Holmes (drawn by D. Gallinari),,4,8
29,1,8:22.0,D. Gallinari makes free throw 1 of 2,,5,8
30,1,8:22.0,D. Gallinari misses free throw 2 of 2,,5,8
31,1,8:20.0,,Defensive rebound by Team,5,8
32,1,7:57.0,,C. Joseph misses 2-pt jump shot from 18 ft,5,8
33,1,7:52.0,Defensive rebound by C. Paul,,5,8
34,1,7:46.0,C. Paul makes 3-pt jump shot from 26 ft (assist by D. Gallinari),,8,8
35,1,7:30.0,,H. Barnes misses 2-pt layup from 3 ft,8,8
36,1,7:28.0,Defensive rebound by C. Paul,,8,8
37,1,7:24.0,Shooting foul by R. Holmes (drawn by S. Adams),,8,8
38,1,7:24.0,S. Adams misses free throw 1 of 2,,8,8
39,1,7:24.0,Offensive rebound by Team,,8,8
40,1,7:24.0,S. Adams misses free throw 2 of 2,,8,8
41,1,7:21.0,,Defensive rebound by N. Bjelica,8,8
42,1,7:04.0,,B. Hield misses 2-pt jump shot from 19 ft,8,8
43,1,6:58.0,Defensive rebound by S. Gilgeous-Alexander,,8,8
44,1,6:56.0,Shooting foul by N. Bjelica (drawn by S. Gilgeous-Alexander),,8,8
45,1,6:56.0,,Sacramento full timeout,8,8
46,1,6:56.0,N. Noel enters the game for S. Adams,,8,8
47,1,6:56.0,,M. Bagley enters the game for R. Holmes,8,8
48,1,6:56.0,S. Gilgeous-Alexander makes free throw 1 of 2,,9,8
49,1,6:56.0,S. Gilgeous-Alexander makes free throw 2 of 2,,10,8
50,1,6:39.0,,M. Bagley misses 2-pt jump shot from 17 ft,10,8
51,1,6:38.0,,Offensive rebound by Team,10,8
52,1,6:33.0,,C. Joseph misses 3-pt jump shot from 23 ft (block by C. Paul),10,8
53,1,6:33.0,,Offensive rebound by Team,10,8
54,1,6:30.0,,B. Hield misses 3-pt jump shot from 26 ft,10,8
55,1,6:26.0,Defensive rebound by D. Gallinari,,10,8
