,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHICAGO_ACTION,NEW ORLEANS_SCORE,CHICAGO_SCORE
39,1,7:26.0,,Z. LaVine makes free throw 2 of 2,6,11
40,1,7:07.0,Turnover by J. Hart (traveling),,6,11
41,1,6:55.0,,C. Hutchison makes 2-pt layup from 1 ft (assist by Z. LaVine),6,13
42,1,6:40.0,B. Ingram makes 2-pt dunk at rim (assist by J. Hart),,8,13
43,1,6:29.0,Violation by Team (kicked ball),,8,13
44,1,6:29.0,,Chicago full timeout,8,13
45,1,6:29.0,J. Redick enters the game for Z. Williamson,,8,13
46,1,6:29.0,,C. Felício enters the game for C. Hutchison,8,13
47,1,6:29.0,,C. White enters the game for L. Kornet,8,13
48,1,6:15.0,,Z. LaVine misses 3-pt jump shot from 28 ft,8,13
49,1,6:13.0,Defensive rebound by D. Favors,,8,13
50,1,6:05.0,J. Redick misses 3-pt jump shot from 24 ft,,8,13
51,1,6:03.0,,Defensive rebound by T. Young,8,13
52,1,6:00.0,,Turnover by T. Satoranský (bad pass; steal by J. Hart),8,13
53,1,5:56.0,Shooting foul by C. White (drawn by B. Ingram),,8,13
54,1,5:56.0,B. Ingram makes free throw 1 of 2,,9,13
55,1,5:56.0,B. Ingram makes free throw 2 of 2,,10,13
56,1,5:39.0,,T. Satoranský misses 2-pt jump shot from 10 ft (block by D. Favors),10,13
57,1,5:35.0,Defensive rebound by D. Favors,,10,13
58,1,5:30.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Hart),,13,13
59,1,5:16.0,,Turnover by T. Young (bad pass; steal by B. Ingram),13,13
60,1,5:13.0,J. Hart makes 2-pt layup from 1 ft (assist by B. Ingram),,15,13
61,1,4:58.0,,Turnover by T. Young (lost ball; steal by B. Ingram),15,13
62,1,4:52.0,J. Redick misses 3-pt jump shot from 26 ft,,15,13
63,1,4:49.0,,Defensive rebound by Z. LaVine,15,13
64,1,4:32.0,,Turnover by T. Satoranský (traveling),15,13
65,1,4:32.0,J. Hayes enters the game for D. Favors,,15,13
66,1,4:32.0,,R. Arcidiacono enters the game for T. Satoranský,15,13
67,1,4:23.0,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Redick),,18,13
68,1,4:07.0,,T. Young makes 3-pt jump shot from 22 ft (assist by C. White),18,16
69,1,3:53.0,Turnover by J. Hayes (bad pass; steal by Z. LaVine),,18,16
70,1,3:49.0,,Z. LaVine misses 2-pt layup from 2 ft (block by L. Ball),18,16
71,1,3:42.0,Defensive rebound by B. Ingram,,18,16
72,1,3:39.0,L. Ball makes 3-pt jump shot from 25 ft (assist by J. Redick),,21,16
73,1,3:27.0,,C. White makes 2-pt layup from 1 ft (assist by R. Arcidiacono),21,18
74,1,3:17.0,B. Ingram misses 3-pt jump shot from 26 ft,,21,18
75,1,3:15.0,,Defensive rebound by C. Felício,21,18
76,1,3:06.0,,Turnover by Z. LaVine (bad pass; steal by J. Hayes),21,18
77,1,3:03.0,Shooting foul by Z. LaVine (drawn by J. Hart),,21,18
78,1,3:03.0,J. Hart makes free throw 1 of 2,,22,18
79,1,3:03.0,N. Melli enters the game for B. Ingram,,22,18
80,1,3:03.0,,C. Hutchison enters the game for T. Young,22,18
81,1,3:03.0,J. Hart misses free throw 2 of 2,,22,18
82,1,3:00.0,,Defensive rebound by C. Hutchison,22,18
83,1,2:46.0,,C. White misses 3-pt jump shot from 25 ft,22,18
84,1,2:42.0,Defensive rebound by J. Hart,,22,18
85,1,2:33.0,L. Ball makes 3-pt jump shot from 25 ft (assist by J. Redick),,25,18
86,1,2:18.0,,Turnover by C. Hutchison (bad pass; steal by J. Hart),25,18
87,1,2:15.0,J. Redick misses 3-pt jump shot from 24 ft,,25,18
88,1,2:13.0,Offensive rebound by J. Hayes,,25,18
89,1,2:13.0,J. Hayes makes 2-pt dunk from 1 ft,,27,18
90,1,2:13.0,,Chicago full timeout,27,18
91,1,2:13.0,,S. Harrison enters the game for Z. LaVine,27,18
92,1,2:04.0,,C. Hutchison misses 2-pt layup from 2 ft (block by J. Hayes),27,18
93,1,2:02.0,,Offensive rebound by Team,27,18
94,1,1:52.0,,R. Arcidiacono makes 2-pt layup from 1 ft,27,20
95,1,1:33.0,Turnover by L. Ball (bad pass; steal by R. Arcidiacono),,27,20
96,1,1:25.0,,C. Hutchison makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),27,22
97,1,1:07.0,J. Redick makes 2-pt jump shot from 20 ft (assist by J. Hart),,29,22
98,1,0:53.0,,S. Harrison misses 2-pt layup from 3 ft,29,22
99,1,0:50.0,Defensive rebound by L. Ball,,29,22
100,1,0:38.0,J. Redick misses 3-pt jump shot from 26 ft,,29,22
101,1,0:34.0,,Defensive rebound by C. White,29,22
102,1,0:30.0,,C. White misses 3-pt jump shot from 26 ft,29,22
103,1,0:27.0,,Offensive rebound by S. Harrison,29,22
104,1,0:15.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by C. White),29,25
105,1,0:00.0,J. Redick makes 3-pt jump shot from 25 ft (assist by L. Ball),,32,25
106,1,0:00.0,Instant Replay (Request: Ruling Stands),,32,25
107,2,11:46.0,J. Redick makes 2-pt jump shot from 21 ft (assist by J. Holiday),,34,25
108,2,11:26.0,,C. White makes 3-pt jump shot from 26 ft (assist by S. Harrison),34,28
109,2,11:16.0,J. Hart misses 3-pt jump shot from 23 ft,,34,28
110,2,11:14.0,,Defensive rebound by S. Harrison,34,28
111,2,11:05.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,34,28
112,2,11:01.0,Defensive rebound by Z. Williamson,,34,28
113,2,10:56.0,Turnover by Z. Williamson (lost ball; steal by C. Hutchison),,34,28
114,2,10:52.0,,C. Hutchison makes 2-pt dunk at rim,34,30
115,2,10:32.0,J. Redick makes 3-pt jump shot from 23 ft (assist by N. Melli),,37,30
116,2,10:05.0,,Turnover by C. Hutchison (bad pass; steal by N. Melli),37,30
117,2,9:54.0,Turnover by J. Redick (lost ball; steal by C. Hutchison),,37,30
118,2,9:52.0,,Shooting foul by N. Melli (drawn by C. Hutchison),37,30
119,2,9:52.0,,C. Hutchison misses free throw 1 of 2,37,30
120,2,9:52.0,,Offensive rebound by Team,37,30
121,2,9:52.0,,L. Kornet enters the game for C. Felício,37,30
122,2,9:52.0,,C. Hutchison makes free throw 2 of 2,37,31
123,2,9:39.0,Z. Williamson makes 2-pt layup from 2 ft,,39,31
124,2,9:29.0,,C. White misses 3-pt jump shot from 26 ft,39,31
125,2,9:26.0,Defensive rebound by J. Holiday,,39,31
126,2,9:11.0,N. Melli makes 3-pt jump shot from 26 ft (assist by J. Holiday),,42,31
127,2,9:01.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft,42,34
128,2,8:44.0,N. Melli makes 2-pt dunk from 1 ft (assist by J. Redick),,44,34
129,2,8:24.0,,S. Harrison makes 2-pt layup from 2 ft (assist by L. Kornet),44,36
130,2,8:16.0,Z. Williamson misses 2-pt layup from 3 ft,,44,36
131,2,8:14.0,,Defensive rebound by C. White,44,36
132,2,7:56.0,,C. White makes 2-pt layup from 2 ft,44,38
133,2,7:51.0,J. Holiday makes 2-pt layup at rim,,46,38
134,2,7:51.0,,Chicago full timeout,46,38
135,2,7:51.0,E. Moore enters the game for J. Hart,,46,38
136,2,7:51.0,,Z. LaVine enters the game for R. Arcidiacono,46,38
137,2,7:51.0,,T. Satoranský enters the game for S. Harrison,46,38
138,2,7:51.0,,T. Young enters the game for C. Hutchison,46,38
139,2,7:41.0,,Turnover by C. White (bad pass; steal by N. Melli),46,38
140,2,7:35.0,J. Holiday makes 2-pt layup from 1 ft (assist by N. Melli),,48,38
141,2,7:10.0,,T. Young makes 2-pt hook shot from 6 ft,48,40
142,2,6:55.0,Z. Williamson makes 2-pt layup from 1 ft (assist by N. Melli),,50,40
143,2,6:55.0,Shooting foul by C. White (drawn by Z. Williamson),,50,40
144,2,6:55.0,B. Ingram enters the game for J. Redick,,50,40
145,2,6:55.0,Z. Williamson misses free throw 1 of 1,,50,40
146,2,6:52.0,Offensive rebound by J. Holiday,,50,40
147,2,6:48.0,Z. Williamson makes 2-pt dunk from 1 ft (assist by J. Holiday),,52,40
148,2,6:24.0,,Z. LaVine misses 2-pt jump shot from 14 ft,52,40
149,2,6:22.0,Defensive rebound by J. Holiday,,52,40
150,2,6:03.0,J. Holiday misses 2-pt layup from 7 ft,,52,40
151,2,6:02.0,,Defensive rebound by T. Satoranský,52,40
152,2,5:56.0,,C. White makes 3-pt jump shot from 23 ft (assist by L. Kornet),52,43
153,2,5:42.0,E. Moore makes 2-pt jump shot from 5 ft (assist by J. Holiday),,54,43
154,2,5:33.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by C. White),54,45
155,2,5:16.0,N. Melli misses 2-pt layup from 1 ft,,54,45
156,2,5:14.0,,Defensive rebound by L. Kornet,54,45
157,2,4:57.0,,Z. LaVine makes 2-pt layup from 1 ft,54,47
158,2,4:52.0,New Orleans full timeout,,54,47
159,2,4:52.0,D. Favors enters the game for N. Melli,,54,47
160,2,4:52.0,J. Hart enters the game for Z. Williamson,,54,47
161,2,4:52.0,,C. Felício enters the game for L. Kornet,54,47
162,2,4:33.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by B. Ingram),,57,47
163,2,4:19.0,,Z. LaVine misses 3-pt jump shot from 26 ft,57,47
164,2,4:15.0,Defensive rebound by J. Hart,,57,47
165,2,4:14.0,B. Ingram makes 2-pt layup at rim (assist by J. Hart),,59,47
166,2,4:14.0,Shooting foul by Z. LaVine (drawn by B. Ingram),,59,47
167,2,4:14.0,B. Ingram makes free throw 1 of 1,,60,47
168,2,3:54.0,,Shooting foul by D. Favors (drawn by Z. LaVine),60,47
169,2,3:54.0,,Z. LaVine misses free throw 1 of 2,60,47
170,2,3:54.0,,Offensive rebound by Team,60,47
171,2,3:54.0,L. Ball enters the game for J. Holiday,,60,47
172,2,3:54.0,,C. Hutchison enters the game for C. White,60,47
173,2,3:54.0,,Z. LaVine makes free throw 2 of 2,60,48
174,2,3:32.0,L. Ball misses 3-pt jump shot from 27 ft,,60,48
175,2,3:32.0,,Defensive rebound by Team,60,48
176,2,3:19.0,,Z. LaVine makes 3-pt jump shot from 25 ft (assist by C. Felício),60,51
177,2,3:06.0,E. Moore misses 2-pt jump shot from 17 ft,,60,51
178,2,3:02.0,Offensive rebound by D. Favors,,60,51
179,2,2:57.0,E. Moore makes 3-pt jump shot from 23 ft (assist by J. Hart),,63,51
180,2,2:47.0,,Z. LaVine makes 2-pt jump shot from 18 ft,63,53
181,2,2:42.0,Turnover by J. Hart (step out of bounds),,63,53
182,2,2:17.0,,T. Satoranský makes 2-pt jump shot from 6 ft (assist by C. Hutchison),63,55
183,2,2:02.0,J. Hart makes 3-pt jump shot from 23 ft (assist by L. Ball),,66,55
184,2,1:47.0,,Z. LaVine misses 3-pt jump shot from 29 ft,66,55
185,2,1:45.0,Defensive rebound by B. Ingram,,66,55
186,2,1:34.0,L. Ball misses 3-pt jump shot from 23 ft,,66,55
187,2,1:30.0,,Defensive rebound by T. Young,66,55
188,2,1:28.0,,Shooting foul by B. Ingram (drawn by C. Hutchison),66,55
189,2,1:28.0,,C. Hutchison makes free throw 1 of 2,66,56
190,2,1:28.0,,C. Hutchison misses free throw 2 of 2,66,56
191,2,1:25.0,Defensive rebound by D. Favors,,66,56
192,2,1:16.0,E. Moore makes 3-pt jump shot from 26 ft (assist by L. Ball),,69,56
193,2,1:02.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by T. Satoranský),69,58
194,2,0:56.0,Turnover by B. Ingram (lost ball; steal by T. Satoranský),,69,58
195,2,0:53.0,,T. Satoranský makes 2-pt layup from 2 ft,69,60
196,2,0:48.0,New Orleans full timeout,,69,60
197,2,0:41.0,D. Favors misses 2-pt layup from 2 ft,,69,60
198,2,0:41.0,Offensive rebound by Team,,69,60
199,2,0:34.0,J. Hart makes 3-pt jump shot from 24 ft (assist by B. Ingram),,72,60
200,2,0:24.0,,Shooting foul by B. Ingram (drawn by C. Felício),72,60
201,2,0:24.0,,C. Felício makes free throw 1 of 2,72,61
202,2,0:24.0,J. Redick enters the game for D. Favors,,72,61
203,2,0:24.0,,S. Harrison enters the game for Z. LaVine,72,61
204,2,0:24.0,,C. Felício makes free throw 2 of 2,72,62
205,2,0:04.0,Personal foul by T. Satoranský (drawn by B. Ingram),,72,62
206,2,0:04.0,,R. Arcidiacono enters the game for C. Felício,72,62
207,2,0:01.0,J. Hart misses 3-pt jump shot from 24 ft,,72,62
208,2,0:01.0,,Defensive rebound by S. Harrison,72,62
209,3,11:41.0,D. Favors makes 2-pt layup from 2 ft (assist by B. Ingram),,74,62
210,3,11:24.0,,C. Hutchison makes 2-pt jump shot from 1 ft (assist by T. Young),74,64
211,3,11:14.0,Turnover by Z. Williamson (out of bounds lost ball),,74,64
212,3,11:04.0,,Turnover by C. Felício (bad pass; steal by L. Ball),74,64
213,3,11:00.0,J. Holiday misses 3-pt jump shot from 26 ft,,74,64
214,3,10:57.0,,Defensive rebound by C. Hutchison,74,64
215,3,10:51.0,,C. Hutchison misses 2-pt layup from 2 ft,74,64
216,3,10:51.0,Defensive rebound by Team,,74,64
217,3,10:51.0,,Loose ball foul by C. Felício (drawn by L. Ball),74,64
218,3,10:45.0,B. Ingram makes 3-pt jump shot from 24 ft (assist by L. Ball),,77,64
219,3,10:23.0,,T. Satoranský misses 3-pt jump shot from 22 ft,77,64
220,3,10:21.0,Defensive rebound by D. Favors,,77,64
221,3,10:11.0,J. Holiday misses 2-pt layup from 2 ft,,77,64
222,3,10:07.0,Offensive rebound by D. Favors,,77,64
223,3,10:07.0,D. Favors makes 2-pt layup at rim,,79,64
224,3,9:54.0,,C. Hutchison misses 2-pt jump shot from 2 ft,79,64
225,3,9:53.0,,Offensive rebound by C. Hutchison,79,64
226,3,9:51.0,,T. Satoranský misses 3-pt jump shot from 26 ft,79,64
227,3,9:48.0,,Offensive rebound by C. Hutchison,79,64
228,3,9:44.0,,T. Satoranský misses 2-pt layup from 1 ft,79,64
229,3,9:43.0,Defensive rebound by D. Favors,,79,64
230,3,9:38.0,J. Holiday misses 3-pt jump shot from 23 ft,,79,64
231,3,9:34.0,Offensive rebound by Z. Williamson,,79,64
232,3,9:34.0,Z. Williamson makes 2-pt layup from 2 ft,,81,64
233,3,9:33.0,,Chicago full timeout,81,64
234,3,9:25.0,Violation by Team (kicked ball),,81,64
235,3,9:08.0,,C. Hutchison misses 2-pt layup from 2 ft,81,64
236,3,9:05.0,,Offensive rebound by T. Satoranský,81,64
237,3,8:59.0,,T. Young misses 3-pt jump shot from 23 ft,81,64
238,3,8:56.0,Defensive rebound by D. Favors,,81,64
239,3,8:45.0,Offensive foul by D. Favors (drawn by T. Young),,81,64
240,3,8:45.0,Turnover by D. Favors (offensive foul),,81,64
241,3,8:36.0,,C. Felício misses 2-pt jump shot from 5 ft (block by J. Holiday),81,64
242,3,8:36.0,,Offensive rebound by Team,81,64
243,3,8:29.0,,Z. LaVine misses 3-pt jump shot from 26 ft,81,64
244,3,8:27.0,Defensive rebound by D. Favors,,81,64
245,3,8:22.0,Turnover by Z. Williamson (lost ball; steal by T. Young),,81,64
246,3,8:18.0,,Personal foul by L. Ball (drawn by C. Hutchison),81,64
247,3,8:11.0,,Z. LaVine misses 2-pt layup from 2 ft,81,64
248,3,8:09.0,Defensive rebound by Z. Williamson,,81,64
249,3,7:58.0,Z. Williamson makes 2-pt layup from 2 ft (assist by L. Ball),,83,64
250,3,7:36.0,,T. Young misses 2-pt layup from 2 ft,83,64
251,3,7:34.0,Defensive rebound by D. Favors,,83,64
252,3,7:23.0,B. Ingram misses 3-pt jump shot from 26 ft,,83,64
253,3,7:16.0,Offensive rebound by D. Favors,,83,64
254,3,7:16.0,D. Favors makes 2-pt layup at rim,,85,64
255,3,7:05.0,,Z. LaVine makes 2-pt layup from 2 ft,85,66
256,3,6:52.0,Z. Williamson makes 2-pt layup from 3 ft (assist by L. Ball),,87,66
257,3,6:39.0,,Z. LaVine misses 2-pt jump shot from 22 ft,87,66
258,3,6:35.0,Defensive rebound by D. Favors,,87,66
259,3,6:33.0,New Orleans full timeout,,87,66
260,3,6:33.0,J. Hart enters the game for B. Ingram,,87,66
261,3,6:33.0,,R. Arcidiacono enters the game for C. Felício,87,66
262,3,6:33.0,,L. Kornet enters the game for C. Hutchison,87,66
263,3,6:33.0,,C. White enters the game for T. Satoranský,87,66
264,3,6:21.0,Turnover by Z. Williamson (step out of bounds),,87,66
265,3,6:09.0,,T. Young misses 3-pt jump shot from 23 ft,87,66
266,3,6:05.0,Defensive rebound by J. Hart,,87,66
267,3,6:00.0,Turnover by L. Ball (bad pass; steal by T. Young),,87,66
268,3,5:55.0,,Turnover by T. Young (lost ball; steal by L. Ball),87,66
269,3,5:45.0,L. Ball makes 3-pt jump shot from 25 ft (assist by Z. Williamson),,90,66
270,3,5:32.0,,C. White misses 2-pt jump shot from 13 ft,90,66
271,3,5:32.0,Defensive rebound by L. Ball,,90,66
272,3,5:18.0,Z. Williamson makes 2-pt layup from 2 ft (assist by D. Favors),,92,66
273,3,4:49.0,,C. White misses 3-pt jump shot from 26 ft,92,66
274,3,4:43.0,Defensive rebound by D. Favors,,92,66
275,3,4:36.0,Shooting foul by T. Young (drawn by Z. Williamson),,92,66
276,3,4:36.0,Z. Williamson misses free throw 1 of 2,,92,66
277,3,4:36.0,Offensive rebound by Team,,92,66
278,3,4:36.0,J. Hayes enters the game for L. Ball,,92,66
279,3,4:36.0,E. Moore enters the game for D. Favors,,92,66
280,3,4:36.0,,C. Hutchison enters the game for T. Young,92,66
281,3,4:36.0,Z. Williamson makes free throw 2 of 2,,93,66
282,3,4:23.0,,Shooting foul by J. Hart (drawn by Z. LaVine),93,66
283,3,4:23.0,,Z. LaVine makes free throw 1 of 2,93,67
284,3,4:23.0,J. Redick enters the game for Z. Williamson,,93,67
285,3,4:23.0,,Z. LaVine makes free throw 2 of 2,93,68
286,3,4:12.0,E. Moore misses 3-pt jump shot from 25 ft,,93,68
287,3,4:08.0,,Defensive rebound by C. White,93,68
288,3,4:05.0,,Shooting foul by J. Hayes (drawn by C. White),93,68
289,3,4:05.0,,C. White makes free throw 1 of 2,93,69
290,3,4:05.0,,S. Harrison enters the game for Z. LaVine,93,69
291,3,4:05.0,,C. White makes free throw 2 of 2,93,70
292,3,3:51.0,J. Hayes misses 2-pt layup from 2 ft,,93,70
293,3,3:50.0,Offensive rebound by J. Hayes,,93,70
294,3,3:50.0,Shooting foul by L. Kornet (drawn by J. Hayes),,93,70
295,3,3:50.0,J. Hayes misses free throw 1 of 2,,93,70
296,3,3:50.0,Offensive rebound by Team,,93,70
297,3,3:50.0,J. Hayes makes free throw 2 of 2,,94,70
298,3,3:30.0,,C. White makes 2-pt layup from 1 ft,94,72
299,3,3:23.0,Turnover by E. Moore (traveling),,94,72
300,3,3:11.0,,L. Kornet makes 3-pt jump shot from 26 ft (assist by C. White),94,75
301,3,2:57.0,J. Holiday misses 2-pt layup from 1 ft,,94,75
302,3,2:53.0,Offensive rebound by J. Hayes,,94,75
303,3,2:53.0,J. Hayes makes 2-pt dunk at rim,,96,75
304,3,2:44.0,,C. White misses 2-pt jump shot from 7 ft,96,75
305,3,2:42.0,Defensive rebound by J. Hart,,96,75
306,3,2:35.0,J. Redick makes 2-pt layup from 1 ft (assist by J. Holiday),,98,75
307,3,2:18.0,,C. Hutchison makes 2-pt jump shot from 8 ft,98,77
308,3,2:09.0,Turnover by J. Holiday (bad pass; steal by R. Arcidiacono),,98,77
309,3,2:03.0,,S. Harrison makes 2-pt layup from 1 ft (assist by R. Arcidiacono),98,79
310,3,2:03.0,L. Ball enters the game for J. Holiday,,98,79
311,3,1:41.0,J. Redick misses 2-pt jump shot from 22 ft,,98,79
312,3,1:39.0,,Defensive rebound by R. Arcidiacono,98,79
313,3,1:32.0,,Shooting foul by J. Redick (drawn by C. Hutchison),98,79
314,3,1:32.0,,C. Hutchison makes free throw 1 of 2,98,80
315,3,1:32.0,,C. Hutchison makes free throw 2 of 2,98,81
316,3,1:17.0,J. Hayes makes 2-pt dunk from 1 ft (assist by J. Redick),,100,81
317,3,1:02.0,,C. Hutchison misses 3-pt jump shot from 26 ft,100,81
318,3,0:59.0,Defensive rebound by J. Hart,,100,81
319,3,0:55.0,J. Redick makes 2-pt layup from 1 ft (assist by J. Hart),,102,81
320,3,0:55.0,Shooting foul by C. Hutchison (drawn by J. Redick),,102,81
321,3,0:55.0,J. Redick makes free throw 1 of 1,,103,81
322,3,0:32.0,,C. White misses 2-pt jump shot from 23 ft,103,81
323,3,0:30.0,Defensive rebound by J. Hayes,,103,81
324,3,0:27.0,J. Hart misses 3-pt jump shot from 24 ft,,103,81
325,3,0:24.0,,Defensive rebound by C. Hutchison,103,81
326,3,0:02.0,,Turnover by Team (shot clock),103,81
327,3,0:00.0,J. Redick misses 3-pt jump shot from 26 ft,,103,81
328,3,0:00.0,Offensive rebound by Team,,103,81
329,4,11:48.0,,Personal foul by L. Ball (drawn by T. Young),103,81
330,4,11:41.0,,T. Young makes 2-pt jump shot from 5 ft (assist by Z. LaVine),103,83
331,4,11:14.0,N. Melli makes 2-pt jump shot from 6 ft (assist by L. Ball),,105,83
332,4,10:59.0,,T. Young misses 2-pt jump shot from 6 ft,105,83
333,4,10:57.0,Defensive rebound by N. Melli,,105,83
334,4,10:46.0,Shooting foul by Z. LaVine (drawn by Z. Williamson),,105,83
335,4,10:46.0,Z. Williamson makes free throw 1 of 2,,106,83
336,4,10:46.0,Z. Williamson makes free throw 2 of 2,,107,83
337,4,10:27.0,,Z. LaVine makes 2-pt jump shot from 6 ft,107,85
338,4,10:18.0,Z. Williamson makes 2-pt dunk from 1 ft (assist by L. Ball),,109,85
339,4,10:10.0,,Personal foul by N. Melli (drawn by C. Hutchison),109,85
340,4,10:04.0,,T. Young makes 2-pt hook shot from 3 ft,109,87
341,4,9:48.0,Z. Williamson makes 2-pt layup from 1 ft (assist by L. Ball),,111,87
342,4,9:32.0,,Turnover by Z. LaVine (bad pass; steal by Z. Williamson),111,87
343,4,9:32.0,Personal take foul by R. Arcidiacono (drawn by J. Redick),,111,87
344,4,9:32.0,,C. Felício enters the game for R. Arcidiacono,111,87
345,4,9:29.0,Turnover by L. Ball (bad pass),,111,87
346,4,9:23.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by C. White),111,89
347,4,9:23.0,,Shooting foul by N. Melli (drawn by Z. LaVine),111,89
348,4,9:23.0,,Z. LaVine misses free throw 1 of 1,111,89
349,4,9:20.0,Defensive rebound by Z. Williamson,,111,89
350,4,9:02.0,N. Melli makes 3-pt jump shot from 27 ft (assist by L. Ball),,114,89
351,4,8:48.0,,Z. LaVine misses 2-pt jump shot from 11 ft,114,89
352,4,8:45.0,Defensive rebound by J. Redick,,114,89
353,4,8:31.0,N. Melli misses 3-pt jump shot from 25 ft,,114,89
354,4,8:28.0,,Defensive rebound by Team,114,89
355,4,8:05.0,,C. Hutchison misses 3-pt jump shot from 25 ft,114,89
356,4,8:00.0,,Offensive rebound by C. Felício,114,89
357,4,8:00.0,,C. Felício makes 2-pt layup from 1 ft,114,91
358,4,7:40.0,Turnover by Z. Williamson (lost ball; steal by T. Young),,114,91
359,4,7:30.0,,Z. LaVine misses 2-pt layup from 1 ft,114,91
360,4,7:25.0,,Offensive rebound by Z. LaVine,114,91
361,4,7:25.0,,Z. LaVine misses 2-pt layup from 1 ft,114,91
362,4,7:25.0,Defensive rebound by N. Melli,,114,91
363,4,7:22.0,E. Moore misses 2-pt layup from 1 ft,,114,91
364,4,7:20.0,,Defensive rebound by C. White,114,91
365,4,7:19.0,,Turnover by C. White (bad pass; steal by Z. Williamson),114,91
366,4,7:09.0,N. Melli misses 3-pt jump shot from 26 ft,,114,91
367,4,7:08.0,,Defensive rebound by Z. LaVine,114,91
368,4,7:03.0,,Turnover by Z. LaVine (out of bounds lost ball),114,91
369,4,7:03.0,New Orleans full timeout,,114,91
370,4,7:03.0,J. Okafor enters the game for Z. Williamson,,114,91
371,4,7:03.0,,R. Arcidiacono enters the game for C. Hutchison,114,91
372,4,7:03.0,,S. Harrison enters the game for Z. LaVine,114,91
373,4,7:03.0,,T. Satoranský enters the game for C. White,114,91
374,4,6:50.0,E. Moore misses 3-pt jump shot from 24 ft,,114,91
375,4,6:45.0,,Defensive rebound by R. Arcidiacono,114,91
376,4,6:34.0,,Personal foul by N. Melli (drawn by S. Harrison),114,91
377,4,6:28.0,,S. Harrison misses 2-pt layup from 6 ft,114,91
378,4,6:28.0,,Offensive rebound by C. Felício,114,91
379,4,6:28.0,,Shooting foul by E. Moore (drawn by C. Felício),114,91
380,4,6:28.0,,C. Felício misses free throw 1 of 2,114,91
381,4,6:28.0,,Offensive rebound by Team,114,91
