,QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
80,1,3:15.0,D. Robinson enters the game for K. Nunn,,20,16
81,1,3:15.0,,J. Toscano-Anderson enters the game for A. Wiggins,20,16
82,1,3:02.0,Turnover by G. Dragić (bad pass; steal by J. Toscano-Anderson),,20,16
83,1,2:43.0,,J. Pargo misses 2-pt jump shot from 21 ft,20,16
84,1,2:41.0,Defensive rebound by B. Adebayo,,20,16
85,1,2:38.0,G. Dragić misses 3-pt jump shot from 27 ft,,20,16
86,1,2:36.0,Offensive rebound by B. Adebayo,,20,16
87,1,2:20.0,Personal foul by J. Toscano-Anderson (drawn by B. Adebayo),,20,16
88,1,2:20.0,K. Olynyk enters the game for B. Adebayo,,20,16
89,1,2:14.0,K. Olynyk misses 3-pt jump shot from 22 ft,,20,16
90,1,2:12.0,,Defensive rebound by J. Toscano-Anderson,20,16
91,1,1:54.0,,J. Pargo makes 2-pt jump shot from 12 ft,20,18
92,1,1:33.0,J. Crowder misses 3-pt jump shot from 23 ft,,20,18
93,1,1:31.0,,Defensive rebound by J. Toscano-Anderson,20,18
94,1,1:23.0,,J. Pargo makes 2-pt jump shot from 18 ft,20,20
95,1,1:15.0,G. Dragić makes 2-pt layup from 3 ft (assist by K. Olynyk),,22,20
96,1,1:01.0,,E. Paschall misses 3-pt jump shot from 27 ft,22,20
97,1,0:58.0,Defensive rebound by K. Olynyk,,22,20
98,1,0:48.0,D. Robinson misses 3-pt jump shot from 28 ft,,22,20
99,1,0:46.0,,Defensive rebound by J. Toscano-Anderson,22,20
100,1,0:36.0,,J. Pargo misses 2-pt jump shot from 8 ft,22,20
101,1,0:35.0,Defensive rebound by K. Olynyk,,22,20
102,1,0:20.0,Personal foul by J. Poole (drawn by G. Dragić),,22,20
103,1,0:20.0,G. Dragić makes free throw 1 of 3,,23,20
104,1,0:20.0,G. Dragić misses free throw 2 of 3,,23,20
105,1,0:20.0,Offensive rebound by Team,,23,20
106,1,0:20.0,D. Jones enters the game for K. Olynyk,,23,20
107,1,0:20.0,,A. Smailagić enters the game for K. Looney,23,20
108,1,0:20.0,G. Dragić makes free throw 3 of 3,,24,20
109,1,0:02.0,,A. Smailagić misses 2-pt layup from 4 ft (block by D. Jones),24,20
110,1,0:01.0,Defensive rebound by J. Crowder,,24,20
111,2,11:45.0,Shooting foul by J. Pargo (drawn by J. Crowder),,24,20
112,2,11:45.0,J. Crowder makes free throw 1 of 2,,25,20
113,2,11:45.0,J. Crowder makes free throw 2 of 2,,26,20
114,2,11:31.0,,J. Poole misses 2-pt jump shot from 18 ft,26,20
115,2,11:30.0,,Offensive rebound by A. Smailagić,26,20
116,2,11:30.0,,Shooting foul by K. Olynyk (drawn by A. Smailagić),26,20
117,2,11:30.0,,A. Smailagić makes free throw 1 of 2,26,21
118,2,11:30.0,,A. Smailagić makes free throw 2 of 2,26,22
119,2,11:20.0,Shooting foul by E. Paschall (drawn by J. Crowder),,26,22
120,2,11:20.0,J. Crowder makes free throw 1 of 3,,27,22
121,2,11:20.0,J. Crowder makes free throw 2 of 3,,28,22
122,2,11:20.0,J. Crowder makes free throw 3 of 3,,29,22
123,2,11:05.0,,Turnover by A. Smailagić (lost ball; steal by K. Olynyk),29,22
124,2,10:59.0,K. Olynyk misses 3-pt jump shot from 27 ft,,29,22
125,2,10:57.0,,Defensive rebound by Team,29,22
126,2,10:49.0,,J. Poole makes 2-pt layup from 3 ft (assist by J. Pargo),29,24
127,2,10:49.0,,Shooting foul by A. Iguodala (drawn by J. Poole),29,24
128,2,10:49.0,,J. Poole makes free throw 1 of 1,29,25
129,2,10:38.0,Turnover by K. Olynyk (bad pass; steal by E. Paschall),,29,25
130,2,10:34.0,,Shooting foul by A. Iguodala (drawn by E. Paschall),29,25
131,2,10:34.0,,E. Paschall makes free throw 1 of 2,29,26
132,2,10:34.0,,E. Paschall makes free throw 2 of 2,29,27
133,2,10:19.0,J. Crowder makes 3-pt jump shot from 27 ft (assist by K. Olynyk),,32,27
134,2,10:02.0,,J. Pargo misses 3-pt jump shot from 27 ft,32,27
135,2,10:00.0,Defensive rebound by J. Crowder,,32,27
136,2,9:56.0,Personal foul by J. Toscano-Anderson (drawn by J. Crowder),,32,27
137,2,9:56.0,,Z. Norvell enters the game for J. Pargo,32,27
138,2,9:45.0,J. Crowder makes 3-pt jump shot from 27 ft,,35,27
139,2,9:24.0,,Z. Norvell misses 3-pt jump shot from 25 ft,35,27
140,2,9:22.0,Defensive rebound by K. Olynyk,,35,27
141,2,9:12.0,K. Olynyk makes 2-pt layup from 3 ft (assist by G. Dragić),,37,27
142,2,9:06.0,,Golden State full timeout,37,27
143,2,9:06.0,,K. Looney enters the game for A. Smailagić,37,27
144,2,9:01.0,,Turnover by Z. Norvell (bad pass),37,27
145,2,8:51.0,G. Dragić makes 2-pt jump shot from 17 ft (assist by D. Robinson),,39,27
146,2,8:36.0,,Z. Norvell misses 2-pt hook shot from 8 ft,39,27
147,2,8:35.0,Defensive rebound by J. Crowder,,39,27
148,2,8:26.0,D. Robinson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,42,27
149,2,8:10.0,,Turnover by J. Toscano-Anderson (lost ball; steal by J. Crowder),42,27
150,2,8:06.0,Turnover by G. Dragić (traveling),,42,27
151,2,8:06.0,,D. Green enters the game for E. Paschall,42,27
152,2,7:49.0,,K. Looney misses 2-pt jump shot from 16 ft,42,27
153,2,7:48.0,Defensive rebound by K. Olynyk,,42,27
154,2,7:37.0,J. Crowder makes 3-pt jump shot from 29 ft (assist by K. Olynyk),,45,27
155,2,7:20.0,,Shooting foul by K. Olynyk (drawn by J. Poole),45,27
156,2,7:20.0,,J. Poole makes free throw 1 of 2,45,28
157,2,7:20.0,J. Butler enters the game for A. Iguodala,,45,28
158,2,7:20.0,,A. Wiggins enters the game for J. Toscano-Anderson,45,28
159,2,7:20.0,,J. Poole makes free throw 2 of 2,45,29
160,2,7:10.0,J. Crowder misses 2-pt jump shot from 18 ft,,45,29
161,2,7:08.0,,Defensive rebound by J. Poole,45,29
162,2,7:07.0,,J. Poole misses 2-pt layup from 4 ft (block by J. Butler),45,29
163,2,7:06.0,,Offensive rebound by Team,45,29
164,2,7:06.0,,K. Bowman enters the game for J. Poole,45,29
165,2,6:58.0,,K. Bowman misses 3-pt jump shot from 27 ft,45,29
166,2,6:56.0,Defensive rebound by J. Butler,,45,29
167,2,6:47.0,J. Crowder makes 2-pt jump shot from 9 ft (assist by K. Olynyk),,47,29
168,2,6:33.0,,K. Bowman makes 2-pt layup from 2 ft (assist by D. Green),47,31
169,2,6:18.0,G. Dragić misses 3-pt jump shot from 27 ft,,47,31
170,2,6:16.0,Offensive rebound by J. Crowder,,47,31
171,2,6:13.0,J. Butler makes 2-pt jump shot from 8 ft (assist by G. Dragić),,49,31
172,2,5:55.0,,Turnover by A. Wiggins (bad pass; steal by J. Butler),49,31
173,2,5:47.0,K. Olynyk makes 3-pt jump shot from 29 ft (assist by J. Butler),,52,31
174,2,5:46.0,,Golden State full timeout,52,31
175,2,5:46.0,D. Jones enters the game for G. Dragić,,52,31
176,2,5:46.0,K. Nunn enters the game for D. Robinson,,52,31
177,2,5:46.0,,M. Chriss enters the game for K. Looney,52,31
178,2,5:46.0,,D. Lee enters the game for Z. Norvell,52,31
179,2,5:38.0,,A. Wiggins misses 3-pt jump shot from 27 ft,52,31
180,2,5:36.0,Defensive rebound by J. Butler,,52,31
181,2,5:25.0,Shooting foul by D. Lee (drawn by D. Jones),,52,31
182,2,5:25.0,D. Jones makes free throw 1 of 2,,53,31
183,2,5:25.0,D. Jones makes free throw 2 of 2,,54,31
184,2,5:10.0,,Turnover by M. Chriss (lost ball; steal by J. Crowder),54,31
185,2,5:04.0,Personal foul by K. Bowman (drawn by J. Butler),,54,31
186,2,5:04.0,J. Butler makes free throw 1 of 2,,55,31
187,2,5:04.0,J. Butler misses free throw 2 of 2,,55,31
188,2,5:02.0,,Defensive rebound by M. Chriss,55,31
189,2,4:53.0,,A. Wiggins misses 2-pt layup from 3 ft (block by K. Olynyk),55,31
190,2,4:51.0,Defensive rebound by K. Olynyk,,55,31
191,2,4:42.0,K. Olynyk misses 2-pt jump shot from 15 ft,,55,31
192,2,4:40.0,,Defensive rebound by K. Bowman,55,31
193,2,4:32.0,,Def 3 sec tech foul by Team,55,31
194,2,4:32.0,,A. Wiggins makes technical free throw,55,32
195,2,4:32.0,B. Adebayo enters the game for K. Olynyk,,55,32
196,2,4:19.0,,D. Green misses 2-pt layup from 4 ft,55,32
197,2,4:18.0,,Offensive rebound by M. Chriss,55,32
198,2,4:17.0,,M. Chriss makes 2-pt layup from 1 ft,55,34
199,2,4:13.0,,Violation by Team (delay of game),55,34
200,2,3:51.0,K. Nunn misses 3-pt jump shot from 25 ft,,55,34
201,2,3:49.0,,Defensive rebound by A. Wiggins,55,34
202,2,3:49.0,,J. Poole enters the game for K. Bowman,55,34
203,2,3:39.0,,Turnover by D. Green (lost ball; steal by J. Butler),55,34
204,2,3:25.0,K. Nunn misses 2-pt jump shot from 18 ft,,55,34
205,2,3:24.0,,Defensive rebound by J. Poole,55,34
206,2,3:14.0,,A. Wiggins makes 2-pt layup from 3 ft (assist by D. Green),55,36
207,2,3:03.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by J. Butler),,57,36
208,2,2:51.0,,Personal foul by D. Jones (drawn by D. Lee),57,36
209,2,2:51.0,,D. Lee makes free throw 1 of 2,57,37
210,2,2:51.0,,D. Lee makes free throw 2 of 2,57,38
211,2,2:51.0,D. Robinson enters the game for J. Crowder,,57,38
212,2,2:35.0,D. Jones makes 2-pt dunk from 2 ft (assist by K. Nunn),,59,38
213,2,2:30.0,,J. Poole makes 2-pt layup from 7 ft (assist by A. Wiggins),59,40
214,2,2:14.0,D. Robinson misses 3-pt jump shot from 27 ft,,59,40
215,2,2:13.0,Offensive rebound by Team,,59,40
216,2,2:13.0,Miami full timeout,,59,40
217,2,2:06.0,Turnover by J. Butler (bad pass),,59,40
218,2,1:55.0,,M. Chriss misses 2-pt layup from 7 ft,59,40
219,2,1:54.0,Defensive rebound by J. Butler,,59,40
220,2,1:54.0,J. Crowder enters the game for D. Jones,,59,40
221,2,1:37.0,J. Butler makes 2-pt dunk from 2 ft (assist by B. Adebayo),,61,40
222,2,1:29.0,,A. Wiggins misses 3-pt jump shot from 27 ft,61,40
223,2,1:27.0,Defensive rebound by J. Crowder,,61,40
224,2,1:19.0,Shooting foul by A. Wiggins (drawn by B. Adebayo),,61,40
225,2,1:19.0,B. Adebayo misses free throw 1 of 2,,61,40
226,2,1:19.0,Offensive rebound by Team,,61,40
227,2,1:19.0,B. Adebayo makes free throw 2 of 2,,62,40
228,2,1:14.0,,Shooting foul by J. Crowder (drawn by A. Wiggins),62,40
229,2,1:14.0,,A. Wiggins makes free throw 1 of 2,62,41
230,2,1:14.0,,A. Wiggins misses free throw 2 of 2,62,41
231,2,1:12.0,Defensive rebound by B. Adebayo,,62,41
232,2,0:56.0,Turnover by K. Nunn (bad pass; steal by M. Chriss),,62,41
233,2,0:54.0,,Turnover by D. Lee (out of bounds lost ball),62,41
234,2,0:52.0,D. Robinson misses 3-pt jump shot from 23 ft,,62,41
235,2,0:50.0,,Defensive rebound by D. Green,62,41
236,2,0:33.0,,D. Lee misses 2-pt jump shot from 11 ft,62,41
237,2,0:31.0,Defensive rebound by J. Crowder,,62,41
238,2,0:27.0,K. Nunn misses 2-pt layup from 2 ft,,62,41
239,2,0:25.0,,Defensive rebound by J. Poole,62,41
240,2,0:22.0,,M. Chriss makes 2-pt dunk from 3 ft (assist by J. Poole),62,43
241,3,11:47.0,J. Butler misses 2-pt jump shot from 17 ft,,62,43
242,3,11:46.0,,Defensive rebound by K. Bowman,62,43
243,3,11:25.0,,M. Chriss misses 3-pt jump shot from 24 ft,62,43
244,3,11:23.0,Defensive rebound by J. Butler,,62,43
245,3,11:11.0,D. Robinson makes 2-pt layup from 3 ft (assist by B. Adebayo),,64,43
246,3,11:01.0,,K. Bowman misses 2-pt jump shot from 12 ft,64,43
247,3,11:00.0,Defensive rebound by B. Adebayo,,64,43
248,3,10:47.0,Personal foul by D. Lee (drawn by B. Adebayo),,64,43
249,3,10:32.0,B. Adebayo misses 2-pt jump shot from 20 ft,,64,43
250,3,10:30.0,,Defensive rebound by D. Green,64,43
251,3,10:18.0,,D. Lee makes 3-pt jump shot from 22 ft (assist by D. Green),64,46
252,3,10:01.0,K. Nunn makes 2-pt jump shot from 21 ft (assist by B. Adebayo),,66,46
253,3,9:46.0,,Turnover by K. Bowman (bad pass; steal by J. Butler),66,46
254,3,9:40.0,D. Jones makes 2-pt dunk from 1 ft (assist by B. Adebayo),,68,46
255,3,9:24.0,,A. Wiggins misses 3-pt jump shot from 30 ft,68,46
256,3,9:22.0,Defensive rebound by B. Adebayo,,68,46
257,3,9:12.0,K. Nunn misses 2-pt jump shot from 15 ft,,68,46
258,3,9:11.0,,Defensive rebound by M. Chriss,68,46
259,3,9:02.0,,Turnover by D. Green (bad pass; steal by B. Adebayo),68,46
260,3,8:57.0,Turnover by B. Adebayo (out of bounds lost ball),,68,46
261,3,8:45.0,,D. Green misses 3-pt jump shot from 26 ft,68,46
262,3,8:42.0,Defensive rebound by Team,,68,46
263,3,8:30.0,J. Butler misses 2-pt layup from 12 ft,,68,46
264,3,8:29.0,,Defensive rebound by D. Green,68,46
265,3,8:25.0,,Shooting foul by B. Adebayo (drawn by A. Wiggins),68,46
266,3,8:25.0,,A. Wiggins makes free throw 1 of 2,68,47
267,3,8:25.0,,J. Poole enters the game for K. Bowman,68,47
268,3,8:25.0,,A. Wiggins misses free throw 2 of 2,68,47
269,3,8:24.0,Defensive rebound by B. Adebayo,,68,47
270,3,8:16.0,Shooting foul by A. Wiggins (drawn by B. Adebayo),,68,47
271,3,8:16.0,B. Adebayo makes free throw 1 of 2,,69,47
272,3,8:16.0,B. Adebayo misses free throw 2 of 2,,69,47
273,3,8:15.0,,Defensive rebound by M. Chriss,69,47
274,3,7:59.0,,A. Wiggins makes 2-pt jump shot from 22 ft,69,49
275,3,7:43.0,K. Nunn misses 3-pt jump shot from 27 ft,,69,49
276,3,7:41.0,,Defensive rebound by M. Chriss,69,49
277,3,7:35.0,,A. Wiggins makes 2-pt layup from 4 ft (assist by J. Poole),69,51
278,3,7:35.0,,Shooting foul by D. Jones (drawn by A. Wiggins),69,51
279,3,7:35.0,,A. Wiggins makes free throw 1 of 1,69,52
280,3,7:15.0,B. Adebayo misses 2-pt jump shot from 9 ft,,69,52
281,3,7:14.0,,Defensive rebound by D. Green,69,52
282,3,7:09.0,,D. Lee makes 3-pt jump shot from 26 ft (assist by A. Wiggins),69,55
283,3,7:07.0,Miami full timeout,,69,55
284,3,6:46.0,D. Robinson misses 3-pt jump shot from 30 ft,,69,55
285,3,6:44.0,,Defensive rebound by Team,69,55
286,3,6:32.0,,J. Poole misses 3-pt jump shot from 27 ft,69,55
287,3,6:28.0,Defensive rebound by Team,,69,55
288,3,6:13.0,K. Nunn misses 2-pt layup from 4 ft (block by M. Chriss),,69,55
289,3,6:12.0,,Defensive rebound by M. Chriss,69,55
290,3,5:59.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by D. Green),69,57
291,3,5:33.0,D. Robinson misses 3-pt jump shot from 28 ft,,69,57
292,3,5:31.0,Offensive rebound by Team,,69,57
293,3,5:31.0,Turnover by Team (shot clock),,69,57
294,3,5:31.0,G. Dragić enters the game for D. Robinson,,69,57
295,3,5:17.0,,A. Wiggins makes 2-pt layup from 3 ft (assist by D. Green),69,59
296,3,4:57.0,K. Nunn makes 2-pt jump shot from 18 ft (assist by B. Adebayo),,71,59
297,3,4:49.0,,A. Wiggins makes 3-pt jump shot from 28 ft (assist by D. Green),71,62
298,3,4:33.0,Turnover by G. Dragić (bad pass; steal by M. Chriss),,71,62
299,3,4:20.0,,D. Lee makes 2-pt layup from 4 ft (assist by A. Wiggins),71,64
300,3,4:20.0,Miami full timeout,,71,64
301,3,4:20.0,J. Crowder enters the game for D. Jones,,71,64
302,3,4:20.0,,K. Looney enters the game for M. Chriss,71,64
303,3,3:58.0,K. Nunn misses 3-pt jump shot from 31 ft,,71,64
304,3,3:56.0,,Defensive rebound by D. Green,71,64
305,3,3:34.0,,Shooting foul by J. Butler (drawn by D. Green),71,64
306,3,3:34.0,,D. Green makes free throw 1 of 2,71,65
307,3,3:34.0,A. Iguodala enters the game for B. Adebayo,,71,65
308,3,3:34.0,K. Olynyk enters the game for K. Nunn,,71,65
309,3,3:34.0,,D. Green makes free throw 2 of 2,71,66
310,3,3:12.0,G. Dragić misses 3-pt jump shot from 26 ft,,71,66
311,3,3:10.0,Offensive rebound by A. Iguodala,,71,66
312,3,3:02.0,K. Olynyk misses 2-pt layup from 6 ft,,71,66
313,3,3:01.0,,Defensive rebound by J. Poole,71,66
314,3,2:57.0,,J. Poole misses 3-pt jump shot from 30 ft,71,66
315,3,2:55.0,Defensive rebound by A. Iguodala,,71,66
316,3,2:43.0,K. Olynyk makes 2-pt jump shot from 22 ft (assist by G. Dragić),,73,66
317,3,2:31.0,,Shooting foul by G. Dragić (drawn by D. Lee),73,66
318,3,2:31.0,,D. Lee makes free throw 1 of 3,73,67
319,3,2:31.0,,D. Lee makes free throw 2 of 3,73,68
320,3,2:31.0,,E. Paschall enters the game for D. Green,73,68
321,3,2:31.0,,D. Lee makes free throw 3 of 3,73,69
322,3,2:11.0,G. Dragić misses 2-pt jump shot from 8 ft,,73,69
323,3,2:10.0,Offensive rebound by Team,,73,69
324,3,2:10.0,,Loose ball foul by D. Lee (drawn by K. Olynyk),73,69
325,3,2:10.0,,Z. Norvell enters the game for D. Lee,73,69
326,3,2:03.0,G. Dragić makes 2-pt layup from 4 ft (assist by K. Olynyk),,75,69
327,3,1:46.0,,K. Looney misses 3-pt jump shot from 24 ft,75,69
328,3,1:44.0,Defensive rebound by G. Dragić,,75,69
329,3,1:31.0,J. Butler makes 2-pt layup from 2 ft (assist by K. Olynyk),,77,69
330,3,1:18.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Looney),77,72
331,3,1:04.0,Shooting foul by A. Wiggins (drawn by J. Butler),,77,72
332,3,1:04.0,J. Butler makes free throw 1 of 2,,78,72
333,3,1:04.0,J. Butler makes free throw 2 of 2,,79,72
334,3,0:53.0,,E. Paschall makes 3-pt jump shot from 26 ft (assist by Z. Norvell),79,75
335,3,0:46.0,J. Butler makes 2-pt jump shot from 8 ft (assist by G. Dragić),,81,75
336,3,0:36.0,,J. Poole misses 2-pt layup from 2 ft,81,75
337,3,0:35.0,Defensive rebound by A. Iguodala,,81,75
338,3,0:31.0,G. Dragić makes 2-pt layup from 3 ft (assist by A. Iguodala),,83,75
339,3,0:17.0,,Z. Norvell misses 3-pt jump shot from 23 ft,83,75
340,3,0:15.0,Defensive rebound by A. Iguodala,,83,75
341,3,0:00.0,Turnover by K. Olynyk (lost ball; steal by E. Paschall),,83,75
342,4,11:46.0,,E. Paschall misses 2-pt jump shot from 6 ft,83,75
343,4,11:44.0,,Offensive rebound by Team,83,75
344,4,11:42.0,,Z. Norvell misses 2-pt jump shot from 18 ft,83,75
345,4,11:40.0,Defensive rebound by K. Olynyk,,83,75
346,4,11:19.0,K. Olynyk makes 2-pt jump shot from 12 ft (assist by A. Iguodala),,85,75
347,4,11:10.0,,J. Poole misses 3-pt jump shot from 29 ft,85,75
348,4,11:07.0,,Offensive rebound by M. Chriss,85,75
349,4,11:00.0,,E. Paschall misses 2-pt hook shot from 8 ft,85,75
350,4,10:59.0,,Offensive rebound by E. Paschall,85,75
351,4,10:58.0,,E. Paschall makes 2-pt layup from 6 ft,85,77
352,4,10:47.0,A. Iguodala makes 2-pt dunk from 2 ft (assist by K. Olynyk),,87,77
353,4,10:34.0,,Turnover by J. Toscano-Anderson (traveling),87,77
354,4,10:25.0,Turnover by A. Iguodala (bad pass; steal by J. Toscano-Anderson),,87,77
355,4,10:10.0,,M. Chriss makes 2-pt dunk from 2 ft (assist by J. Toscano-Anderson),87,79
356,4,10:10.0,,Shooting foul by D. Robinson (drawn by M. Chriss),87,79
357,4,10:10.0,,M. Chriss makes free throw 1 of 1,87,80
358,4,9:59.0,Personal foul by Z. Norvell (drawn by K. Olynyk),,87,80
359,4,9:51.0,D. Robinson makes 3-pt jump shot from 27 ft (assist by K. Olynyk),,90,80
360,4,9:22.0,,Z. Norvell misses 3-pt jump shot from 27 ft,90,80
361,4,9:22.0,,Offensive rebound by Team,90,80
362,4,9:22.0,,Turnover by Team (shot clock),90,80
363,4,9:22.0,,D. Lee enters the game for Z. Norvell,90,80
364,4,9:22.0,,J. Pargo enters the game for J. Poole,90,80
365,4,9:03.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,93,80
366,4,9:02.0,,Golden State full timeout,93,80
367,4,8:53.0,,D. Lee misses 2-pt jump shot from 11 ft,93,80
368,4,8:51.0,Defensive rebound by Team,,93,80
369,4,8:51.0,,Loose ball foul by M. Chriss (drawn by K. Olynyk),93,80
370,4,8:37.0,Personal foul by D. Lee (drawn by K. Olynyk),,93,80
371,4,8:37.0,,K. Looney enters the game for M. Chriss,93,80
372,4,8:28.0,G. Dragić makes 2-pt jump shot from 20 ft (assist by K. Olynyk),,95,80
373,4,8:18.0,,J. Toscano-Anderson makes 3-pt jump shot from 25 ft (assist by D. Lee),95,83
374,4,8:03.0,G. Dragić makes 3-pt jump shot from 27 ft (assist by D. Robinson),,98,83
375,4,7:46.0,,Turnover by E. Paschall (lost ball; steal by J. Crowder),98,83
376,4,7:42.0,J. Crowder makes 2-pt layup from 2 ft,,100,83
377,4,7:36.0,,Golden State full timeout,100,83
378,4,7:36.0,,Instant Replay (Request: Ruling Stands),100,83
379,4,7:36.0,,D. Green enters the game for J. Pargo,100,83
