,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
39,1,5:58.0,D. Murray makes 2-pt jump shot from 8 ft,,18,3
40,1,5:44.0,,G. Hayward misses 2-pt jump shot from 20 ft,18,3
41,1,5:43.0,Defensive rebound by L. Aldridge,,18,3
42,1,5:26.0,L. Aldridge misses 3-pt jump shot from 22 ft,,18,3
43,1,5:25.0,Offensive rebound by D. Murray,,18,3
44,1,5:21.0,D. Murray makes 2-pt jump shot from 16 ft,,20,3
45,1,5:05.0,,Turnover by M. Smart (lost ball; steal by B. Forbes),20,3
46,1,5:02.0,T. Lyles makes 2-pt layup from 2 ft (assist by B. Forbes),,22,3
47,1,4:46.0,,E. Freedom makes 2-pt jump shot from 21 ft (assist by G. Hayward),22,5
48,1,4:30.0,T. Lyles makes 2-pt jump shot from 6 ft (assist by B. Forbes),,24,5
49,1,4:16.0,,Shooting foul by T. Lyles (drawn by M. Smart),24,5
50,1,4:16.0,,M. Smart makes free throw 1 of 2,24,6
51,1,4:16.0,San Antonio full timeout,,24,6
52,1,4:16.0,R. Gay enters the game for B. Forbes,,24,6
53,1,4:16.0,P. Mills enters the game for T. Lyles,,24,6
54,1,4:16.0,D. White enters the game for D. Murray,,24,6
55,1,4:16.0,,J. Green enters the game for J. Brown,24,6
56,1,4:16.0,,G. Williams enters the game for G. Hayward,24,6
57,1,4:16.0,,M. Smart makes free throw 2 of 2,24,7
58,1,3:58.0,D. White makes 2-pt layup from 1 ft (assist by L. Aldridge),,26,7
59,1,3:33.0,,J. Green makes 3-pt jump shot from 27 ft (assist by J. Tatum),26,10
60,1,3:15.0,R. Gay misses 3-pt jump shot from 26 ft,,26,10
61,1,3:14.0,,Defensive rebound by E. Freedom,26,10
62,1,3:04.0,,J. Tatum makes 2-pt jump shot from 17 ft,26,12
63,1,2:49.0,D. DeRozan makes 2-pt jump shot from 15 ft,,28,12
64,1,2:22.0,,Turnover by J. Tatum (traveling),28,12
65,1,2:22.0,L. Walker enters the game for D. DeRozan,,28,12
66,1,2:09.0,L. Aldridge misses 2-pt jump shot from 4 ft,,28,12
67,1,2:06.0,,Defensive rebound by E. Freedom,28,12
68,1,2:01.0,,J. Tatum misses 2-pt layup from 10 ft (block by D. White),28,12
69,1,2:00.0,,Offensive rebound by Team,28,12
70,1,1:50.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by J. Tatum),28,15
71,1,1:41.0,Personal foul by J. Green (drawn by D. White),,28,15
72,1,1:32.0,P. Mills misses 3-pt jump shot from 27 ft,,28,15
73,1,1:31.0,,Defensive rebound by E. Freedom,28,15
74,1,1:19.0,,J. Tatum misses 3-pt jump shot from 27 ft,28,15
75,1,1:18.0,,Offensive rebound by J. Green,28,15
76,1,1:18.0,,J. Green misses 2-pt layup from 1 ft,28,15
77,1,1:16.0,Defensive rebound by D. White,,28,15
78,1,1:06.0,Turnover by P. Mills (bad pass; steal by G. Williams),,28,15
79,1,1:00.0,,M. Smart makes 3-pt jump shot from 28 ft (assist by J. Green),28,18
80,1,1:00.0,San Antonio full timeout,,28,18
81,1,1:00.0,J. Poeltl enters the game for L. Aldridge,,28,18
82,1,0:53.0,R. Gay makes 2-pt jump shot from 15 ft (assist by J. Poeltl),,30,18
83,1,0:42.0,,Turnover by G. Williams (bad pass; steal by P. Mills),30,18
84,1,0:39.0,P. Mills makes 2-pt layup from 4 ft,,32,18
85,1,0:30.0,,J. Tatum makes 2-pt jump shot from 20 ft (assist by M. Smart),32,20
86,1,0:18.0,P. Mills misses 3-pt jump shot from 28 ft,,32,20
87,1,0:17.0,Offensive rebound by J. Poeltl,,32,20
88,1,0:17.0,J. Poeltl makes 2-pt layup from 1 ft,,34,20
89,1,0:04.0,,Personal foul by D. White (drawn by J. Tatum),34,20
90,1,0:01.0,,J. Tatum makes 2-pt jump shot from 8 ft (assist by M. Smart),34,22
91,2,11:47.0,,M. Smart misses 3-pt jump shot from 27 ft,34,22
92,2,11:46.0,Defensive rebound by D. White,,34,22
93,2,11:38.0,D. White makes 2-pt jump shot from 9 ft,,36,22
94,2,11:21.0,,Turnover by E. Freedom (bad pass),36,22
95,2,11:04.0,R. Gay misses 2-pt jump shot from 14 ft,,36,22
96,2,11:02.0,,Defensive rebound by E. Freedom,36,22
97,2,10:50.0,,B. Wanamaker misses 2-pt jump shot from 8 ft,36,22
98,2,10:48.0,Defensive rebound by L. Walker,,36,22
99,2,10:42.0,L. Walker makes 2-pt jump shot from 6 ft,,38,22
100,2,10:24.0,,Turnover by K. Walker (lost ball; steal by L. Walker),38,22
101,2,10:19.0,L. Walker makes 2-pt layup from 3 ft,,40,22
102,2,10:19.0,,Boston full timeout,40,22
103,2,10:19.0,,T. Fall enters the game for E. Freedom,40,22
104,2,10:02.0,,K. Walker makes 2-pt jump shot from 13 ft,40,24
105,2,9:47.0,D. White makes 2-pt jump shot from 8 ft,,42,24
106,2,9:36.0,,B. Wanamaker makes 3-pt jump shot from 27 ft (assist by G. Williams),42,27
107,2,9:19.0,Turnover by L. Walker (bad pass; steal by M. Smart),,42,27
108,2,9:14.0,,B. Wanamaker misses 2-pt layup from 6 ft (block by D. White),42,27
109,2,9:12.0,Defensive rebound by R. Gay,,42,27
110,2,9:03.0,R. Gay makes 2-pt jump shot from 16 ft (assist by D. White),,44,27
111,2,8:41.0,,M. Smart misses 2-pt jump shot from 11 ft,44,27
112,2,8:38.0,Defensive rebound by L. Walker,,44,27
113,2,8:24.0,L. Walker makes 3-pt jump shot from 26 ft (assist by P. Mills),,47,27
114,2,8:08.0,,M. Smart misses 3-pt jump shot from 26 ft,47,27
115,2,8:07.0,,Offensive rebound by Team,47,27
116,2,8:07.0,Loose ball foul by J. Poeltl (drawn by T. Fall),,47,27
117,2,8:07.0,B. Forbes enters the game for P. Mills,,47,27
118,2,8:07.0,D. Murray enters the game for D. White,,47,27
119,2,8:07.0,,J. Brown enters the game for M. Smart,47,27
120,2,8:07.0,,G. Hayward enters the game for G. Williams,47,27
121,2,7:57.0,,K. Walker misses 3-pt jump shot from 27 ft,47,27
122,2,7:54.0,Defensive rebound by L. Walker,,47,27
123,2,7:50.0,Shooting foul by J. Brown (drawn by L. Walker),,47,27
124,2,7:50.0,L. Walker makes free throw 1 of 2,,48,27
125,2,7:50.0,L. Walker makes free throw 2 of 2,,49,27
126,2,7:33.0,,Shooting foul by R. Gay (drawn by B. Wanamaker),49,27
127,2,7:33.0,,B. Wanamaker makes free throw 1 of 2,49,28
128,2,7:33.0,,B. Wanamaker makes free throw 2 of 2,49,29
129,2,7:16.0,L. Walker misses 3-pt jump shot from 28 ft,,49,29
130,2,7:14.0,,Defensive rebound by J. Brown,49,29
131,2,7:04.0,,K. Walker makes 2-pt layup from 4 ft,49,31
132,2,7:04.0,San Antonio full timeout,,49,31
133,2,7:04.0,D. DeRozan enters the game for R. Gay,,49,31
134,2,7:04.0,T. Lyles enters the game for L. Walker,,49,31
135,2,6:53.0,B. Forbes makes 3-pt jump shot from 28 ft (assist by D. Murray),,52,31
136,2,6:37.0,,K. Walker misses 2-pt jump shot from 20 ft (block by T. Lyles),52,31
137,2,6:35.0,Defensive rebound by D. Murray,,52,31
138,2,6:16.0,D. DeRozan misses 2-pt jump shot from 20 ft,,52,31
139,2,6:14.0,,Defensive rebound by T. Fall,52,31
140,2,5:59.0,,T. Fall misses 2-pt layup from 2 ft (block by J. Poeltl),52,31
141,2,5:57.0,Defensive rebound by J. Poeltl,,52,31
142,2,5:51.0,D. Murray misses 2-pt jump shot from 17 ft,,52,31
143,2,5:50.0,Offensive rebound by J. Poeltl,,52,31
144,2,5:49.0,J. Poeltl misses 2-pt layup from 3 ft (block by G. Hayward),,52,31
145,2,5:48.0,,Defensive rebound by K. Walker,52,31
146,2,5:42.0,,J. Brown makes 2-pt layup from 2 ft (assist by B. Wanamaker),52,33
147,2,5:42.0,,Shooting foul by B. Forbes (drawn by J. Brown),52,33
148,2,5:42.0,L. Aldridge enters the game for J. Poeltl,,52,33
149,2,5:42.0,,J. Tatum enters the game for T. Fall,52,33
150,2,5:42.0,,D. Theis enters the game for K. Walker,52,33
151,2,5:42.0,,J. Brown makes free throw 1 of 1,52,34
152,2,5:31.0,D. DeRozan makes 2-pt jump shot from 6 ft,,54,34
153,2,5:31.0,Shooting foul by D. Theis (drawn by D. DeRozan),,54,34
154,2,5:31.0,D. DeRozan makes free throw 1 of 1,,55,34
155,2,5:24.0,,Personal foul by D. Murray (drawn by J. Tatum),55,34
156,2,5:10.0,,B. Wanamaker makes 2-pt jump shot from 21 ft (assist by G. Hayward),55,36
157,2,4:56.0,D. DeRozan makes 2-pt jump shot from 11 ft,,57,36
158,2,4:44.0,,G. Hayward misses 3-pt jump shot from 27 ft,57,36
159,2,4:40.0,Defensive rebound by L. Aldridge,,57,36
160,2,4:26.0,L. Aldridge misses 3-pt jump shot from 25 ft,,57,36
161,2,4:24.0,,Defensive rebound by B. Wanamaker,57,36
162,2,4:15.0,,J. Brown makes 2-pt layup from 3 ft,57,38
163,2,4:15.0,,Shooting foul by L. Aldridge (drawn by J. Brown),57,38
164,2,4:15.0,,M. Smart enters the game for B. Wanamaker,57,38
165,2,4:15.0,,J. Brown misses free throw 1 of 1,57,38
166,2,4:15.0,Defensive rebound by D. DeRozan,,57,38
167,2,4:03.0,B. Forbes misses 3-pt jump shot from 23 ft,,57,38
168,2,4:02.0,,Defensive rebound by D. Theis,57,38
169,2,3:54.0,,D. Theis makes 2-pt dunk at rim (assist by M. Smart),57,40
170,2,3:35.0,T. Lyles makes 2-pt dunk from 3 ft (assist by D. Murray),,59,40
171,2,3:18.0,,D. Theis misses 3-pt jump shot from 26 ft,59,40
172,2,3:17.0,,Offensive rebound by J. Brown,59,40
173,2,3:13.0,,J. Tatum misses 3-pt jump shot from 22 ft,59,40
174,2,3:12.0,Defensive rebound by L. Aldridge,,59,40
175,2,3:02.0,Personal foul by D. Theis (drawn by L. Aldridge),,59,40
176,2,3:02.0,R. Gay enters the game for T. Lyles,,59,40
177,2,2:50.0,Turnover by D. DeRozan (lost ball; steal by G. Hayward),,59,40
178,2,2:47.0,,Shooting foul by R. Gay (drawn by J. Brown),59,40
179,2,2:47.0,,J. Brown makes free throw 1 of 2,59,41
180,2,2:47.0,,J. Brown makes free throw 2 of 2,59,42
181,2,2:32.0,D. DeRozan makes 2-pt jump shot from 15 ft (assist by L. Aldridge),,61,42
182,2,2:17.0,,J. Brown misses 2-pt jump shot from 16 ft,61,42
183,2,2:15.0,Defensive rebound by D. Murray,,61,42
184,2,2:07.0,D. Murray misses 2-pt jump shot from 8 ft,,61,42
185,2,2:05.0,,Defensive rebound by D. Theis,61,42
186,2,1:56.0,,M. Smart misses 2-pt layup from 6 ft (block by L. Aldridge),61,42
187,2,1:54.0,Defensive rebound by R. Gay,,61,42
188,2,1:46.0,D. DeRozan makes 2-pt hook shot from 7 ft,,63,42
189,2,1:29.0,,M. Smart misses 3-pt jump shot from 26 ft,63,42
190,2,1:28.0,Defensive rebound by R. Gay,,63,42
191,2,1:22.0,Turnover by R. Gay (lost ball; steal by J. Brown),,63,42
192,2,1:19.0,,J. Brown makes 2-pt dunk from 2 ft,63,44
193,2,1:03.0,Personal foul by J. Brown (drawn by D. DeRozan),,63,44
194,2,0:53.0,L. Aldridge makes 2-pt jump shot from 10 ft (assist by D. Murray),,65,44
195,2,0:42.0,,D. Theis makes 3-pt jump shot from 27 ft (assist by M. Smart),65,47
196,2,0:33.0,D. Murray misses 2-pt layup from 3 ft,,65,47
197,2,0:31.0,,Defensive rebound by J. Tatum,65,47
198,2,0:27.0,,J. Tatum misses 2-pt layup from 4 ft,65,47
199,2,0:25.0,Defensive rebound by R. Gay,,65,47
200,2,0:05.0,R. Gay misses 2-pt jump shot from 11 ft,,65,47
201,2,0:02.0,,Defensive rebound by J. Tatum,65,47
202,2,0:00.0,,J. Brown misses 3-pt jump shot from 28 ft,65,47
203,2,0:00.0,,Offensive rebound by Team,65,47
204,3,11:46.0,,Turnover by J. Tatum (bad pass; steal by T. Lyles),65,47
205,3,11:33.0,Shooting foul by D. Theis (drawn by D. DeRozan),,65,47
206,3,11:33.0,D. DeRozan makes free throw 1 of 2,,66,47
207,3,11:33.0,D. DeRozan makes free throw 2 of 2,,67,47
208,3,11:21.0,,G. Hayward makes 2-pt layup from 1 ft (assist by J. Tatum),67,49
209,3,11:03.0,B. Forbes makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,69,49
210,3,10:49.0,,Turnover by K. Walker (traveling),69,49
211,3,10:36.0,Turnover by D. Murray (out of bounds lost ball),,69,49
212,3,10:26.0,,D. Theis makes 3-pt jump shot from 26 ft (assist by K. Walker),69,52
213,3,10:14.0,B. Forbes misses 3-pt jump shot from 26 ft,,69,52
214,3,10:13.0,,Defensive rebound by J. Brown,69,52
215,3,10:07.0,,J. Brown makes 2-pt jump shot from 15 ft,69,54
216,3,9:46.0,Personal foul by J. Tatum (drawn by T. Lyles),,69,54
217,3,9:37.0,L. Aldridge misses 3-pt jump shot from 27 ft,,69,54
218,3,9:35.0,,Defensive rebound by K. Walker,69,54
219,3,9:33.0,,J. Tatum misses 2-pt layup from 3 ft,69,54
220,3,9:29.0,Defensive rebound by D. Murray,,69,54
221,3,9:24.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. Murray),,72,54
222,3,9:14.0,,Personal foul by B. Forbes (drawn by K. Walker),72,54
223,3,9:10.0,,Shooting foul by T. Lyles (drawn by J. Brown),72,54
224,3,9:10.0,,J. Brown makes free throw 1 of 2,72,55
225,3,9:10.0,,J. Brown makes free throw 2 of 2,72,56
226,3,8:58.0,Turnover by T. Lyles (traveling),,72,56
227,3,8:48.0,,G. Hayward misses 3-pt jump shot from 26 ft,72,56
228,3,8:47.0,Defensive rebound by T. Lyles,,72,56
229,3,8:36.0,D. DeRozan misses 2-pt jump shot from 16 ft,,72,56
230,3,8:34.0,,Defensive rebound by G. Hayward,72,56
231,3,8:29.0,,G. Hayward makes 2-pt jump shot from 14 ft,72,58
232,3,8:28.0,San Antonio full timeout,,72,58
233,3,8:05.0,D. DeRozan misses 2-pt jump shot from 16 ft,,72,58
234,3,8:03.0,Offensive rebound by T. Lyles,,72,58
235,3,8:00.0,Personal foul by K. Walker (drawn by B. Forbes),,72,58
236,3,7:50.0,L. Aldridge makes 2-pt layup from 1 ft (assist by B. Forbes),,74,58
237,3,7:40.0,,G. Hayward makes 2-pt dunk from 2 ft (assist by K. Walker),74,60
238,3,7:32.0,Shooting foul by J. Brown (drawn by D. DeRozan),,74,60
239,3,7:32.0,D. DeRozan makes free throw 1 of 2,,75,60
240,3,7:32.0,P. Mills enters the game for B. Forbes,,75,60
241,3,7:32.0,D. DeRozan makes free throw 2 of 2,,76,60
242,3,7:14.0,,K. Walker makes 2-pt jump shot from 17 ft (assist by D. Theis),76,62
243,3,7:00.0,Turnover by T. Lyles (out of bounds lost ball),,76,62
244,3,6:49.0,,D. Theis makes 2-pt layup from 5 ft (assist by G. Hayward),76,64
245,3,6:49.0,,Shooting foul by P. Mills (drawn by D. Theis),76,64
246,3,6:49.0,,D. Theis makes free throw 1 of 1,76,65
247,3,6:26.0,D. DeRozan misses 2-pt layup from 2 ft (block by D. Theis),,76,65
248,3,6:25.0,,Defensive rebound by K. Walker,76,65
249,3,6:21.0,,J. Tatum makes 2-pt dunk at rim (assist by K. Walker),76,67
250,3,6:21.0,San Antonio full timeout,,76,67
251,3,6:21.0,R. Gay enters the game for T. Lyles,,76,67
252,3,6:21.0,D. White enters the game for D. Murray,,76,67
253,3,6:10.0,Turnover by D. DeRozan (lost ball; steal by J. Tatum),,76,67
254,3,6:07.0,,J. Tatum makes 2-pt layup from 3 ft,76,69
255,3,5:49.0,Personal foul by D. Theis (drawn by D. White),,76,69
256,3,5:49.0,Technical foul by K. Walker,,76,69
257,3,5:49.0,Technical foul by K. Walker,,76,69
258,3,5:49.0,,K. Walker ejected from game,76,69
259,3,5:49.0,,M. Smart enters the game for K. Walker,76,69
260,3,5:49.0,Technical foul by B. Stevens,,76,69
261,3,5:49.0,L. Aldridge makes technical free throw,,77,69
262,3,5:49.0,L. Aldridge makes technical free throw,,78,69
263,3,5:49.0,L. Aldridge misses technical free throw,,78,69
264,3,5:49.0,Offensive rebound by Team,,78,69
265,3,5:49.0,D. White makes free throw 1 of 2,,79,69
266,3,5:49.0,D. White makes free throw 2 of 2,,80,69
267,3,5:34.0,,D. Theis misses 3-pt jump shot from 27 ft,80,69
268,3,5:32.0,Defensive rebound by R. Gay,,80,69
269,3,5:29.0,Turnover by R. Gay (bad pass),,80,69
270,3,5:23.0,,J. Tatum misses 3-pt jump shot from 27 ft,80,69
271,3,5:22.0,Defensive rebound by D. DeRozan,,80,69
272,3,5:12.0,Shooting foul by J. Tatum (drawn by D. White),,80,69
273,3,5:12.0,D. White makes free throw 1 of 2,,81,69
274,3,5:12.0,,E. Freedom enters the game for G. Hayward,81,69
275,3,5:12.0,,B. Wanamaker enters the game for D. Theis,81,69
276,3,5:12.0,D. White makes free throw 2 of 2,,82,69
277,3,5:02.0,,J. Brown makes 3-pt jump shot from 27 ft (assist by E. Freedom),82,72
278,3,4:49.0,R. Gay misses 3-pt jump shot from 25 ft,,82,72
279,3,4:48.0,,Defensive rebound by B. Wanamaker,82,72
280,3,4:41.0,,J. Tatum misses 3-pt jump shot from 26 ft,82,72
281,3,4:40.0,,Offensive rebound by Team,82,72
282,3,4:36.0,,Turnover by M. Smart (bad pass; steal by D. DeRozan),82,72
283,3,4:22.0,P. Mills makes 2-pt layup from 3 ft (assist by D. DeRozan),,84,72
284,3,4:10.0,,J. Tatum misses 2-pt layup from 2 ft,84,72
285,3,4:09.0,Defensive rebound by R. Gay,,84,72
286,3,4:01.0,D. DeRozan makes 2-pt layup from 3 ft (assist by P. Mills),,86,72
287,3,3:44.0,,M. Smart misses 3-pt jump shot from 27 ft,86,72
288,3,3:43.0,Defensive rebound by L. Aldridge,,86,72
289,3,3:30.0,D. DeRozan makes 2-pt hook shot from 6 ft,,88,72
290,3,3:30.0,,Boston full timeout,88,72
291,3,3:18.0,,J. Tatum misses 2-pt layup from 4 ft (block by L. Aldridge),88,72
292,3,3:17.0,,Offensive rebound by Team,88,72
293,3,3:17.0,J. Poeltl enters the game for L. Aldridge,,88,72
294,3,3:11.0,,J. Brown misses 2-pt jump shot from 5 ft,88,72
295,3,3:10.0,,Offensive rebound by E. Freedom,88,72
296,3,3:08.0,,Personal foul by J. Poeltl (drawn by E. Freedom),88,72
297,3,3:00.0,,J. Brown misses 3-pt jump shot from 25 ft,88,72
298,3,2:59.0,Defensive rebound by J. Poeltl,,88,72
299,3,2:50.0,Shooting foul by M. Smart (drawn by D. DeRozan),,88,72
300,3,2:50.0,D. DeRozan makes free throw 1 of 2,,89,72
301,3,2:50.0,D. DeRozan makes free throw 2 of 2,,90,72
302,3,2:37.0,,J. Tatum misses 2-pt jump shot from 16 ft,90,72
303,3,2:36.0,Defensive rebound by J. Poeltl,,90,72
304,3,2:25.0,P. Mills makes 3-pt jump shot from 22 ft (assist by J. Poeltl),,93,72
305,3,2:10.0,,J. Brown misses 3-pt jump shot from 27 ft,93,72
306,3,2:08.0,Defensive rebound by D. DeRozan,,93,72
307,3,1:48.0,D. DeRozan misses 2-pt jump shot from 13 ft,,93,72
308,3,1:46.0,,Defensive rebound by E. Freedom,93,72
309,3,1:41.0,,Shooting foul by J. Poeltl (drawn by J. Tatum),93,72
310,3,1:41.0,,J. Tatum makes free throw 1 of 2,93,73
311,3,1:41.0,L. Walker enters the game for D. DeRozan,,93,73
312,3,1:41.0,,G. Williams enters the game for J. Brown,93,73
313,3,1:41.0,,J. Tatum makes free throw 2 of 2,93,74
314,3,1:28.0,R. Gay misses 3-pt jump shot from 24 ft,,93,74
315,3,1:27.0,,Defensive rebound by B. Wanamaker,93,74
316,3,1:06.0,,Turnover by M. Smart (bad pass; steal by R. Gay),93,74
317,3,0:59.0,P. Mills misses 3-pt jump shot from 23 ft,,93,74
318,3,0:58.0,Offensive rebound by R. Gay,,93,74
319,3,0:56.0,Turnover by R. Gay (lost ball),,93,74
320,3,0:55.0,Loose ball foul by R. Gay (drawn by J. Tatum),,93,74
321,3,0:55.0,,J. Tatum makes free throw 1 of 2,93,75
322,3,0:55.0,,J. Tatum makes free throw 2 of 2,93,76
323,3,0:46.0,D. White makes 2-pt jump shot from 16 ft,,95,76
324,3,0:46.0,Shooting foul by B. Wanamaker (drawn by D. White),,95,76
325,3,0:46.0,,G. Hayward enters the game for J. Tatum,95,76
326,3,0:46.0,D. White makes free throw 1 of 1,,96,76
327,3,0:40.0,,Shooting foul by R. Gay (drawn by B. Wanamaker),96,76
328,3,0:40.0,,B. Wanamaker makes free throw 1 of 2,96,77
329,3,0:40.0,D. DeRozan enters the game for R. Gay,,96,77
330,3,0:40.0,,B. Wanamaker makes free throw 2 of 2,96,78
331,3,0:32.0,D. White misses 2-pt jump shot from 12 ft,,96,78
332,3,0:31.0,,Defensive rebound by Team,96,78
333,3,0:31.0,Loose ball foul by J. Poeltl (drawn by G. Williams),,96,78
334,3,0:31.0,,G. Williams makes free throw 1 of 2,96,79
335,3,0:31.0,,G. Williams makes free throw 2 of 2,96,80
336,3,0:07.0,D. DeRozan makes 2-pt layup from 3 ft (assist by P. Mills),,98,80
337,3,0:07.0,Shooting foul by G. Williams (drawn by D. DeRozan),,98,80
338,3,0:07.0,D. DeRozan makes free throw 1 of 1,,99,80
339,3,0:02.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by B. Wanamaker),99,83
340,4,11:48.0,P. Mills misses 2-pt jump shot from 16 ft,,99,83
341,4,11:46.0,Offensive rebound by J. Poeltl,,99,83
342,4,11:40.0,Personal foul by E. Freedom (drawn by J. Poeltl),,99,83
343,4,11:27.0,L. Walker makes 2-pt jump shot from 17 ft,,101,83
344,4,11:11.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by M. Smart),101,86
345,4,10:58.0,L. Walker makes 2-pt jump shot from 18 ft (assist by J. Poeltl),,103,86
346,4,10:40.0,,M. Smart makes 2-pt layup from 2 ft,103,88
347,4,10:29.0,D. White makes 2-pt layup from 3 ft (assist by J. Poeltl),,105,88
348,4,10:17.0,,Personal foul by P. Mills (drawn by B. Wanamaker),105,88
349,4,10:06.0,,Personal foul by L. Walker (drawn by M. Smart),105,88
350,4,9:57.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),105,91
351,4,9:36.0,L. Walker makes 2-pt jump shot from 21 ft,,107,91
352,4,9:20.0,,Shooting foul by L. Walker (drawn by M. Smart),107,91
353,4,9:20.0,,M. Smart makes free throw 1 of 2,107,92
354,4,9:20.0,,M. Smart makes free throw 2 of 2,107,93
355,4,9:05.0,Turnover by R. Gay (out of bounds lost ball),,107,93
356,4,8:54.0,,G. Hayward misses 2-pt layup from 3 ft,107,93
357,4,8:53.0,Defensive rebound by J. Poeltl,,107,93
358,4,8:44.0,R. Gay misses 3-pt jump shot from 28 ft,,107,93
359,4,8:43.0,Offensive rebound by J. Poeltl,,107,93
360,4,8:43.0,J. Poeltl misses 2-pt layup from 4 ft,,107,93
361,4,8:41.0,,Defensive rebound by E. Freedom,107,93
362,4,8:34.0,,Turnover by B. Wanamaker (step out of bounds),107,93
363,4,8:34.0,L. Aldridge enters the game for R. Gay,,107,93
364,4,8:34.0,D. DeRozan enters the game for J. Poeltl,,107,93
365,4,8:21.0,L. Walker misses 2-pt jump shot from 16 ft,,107,93
366,4,8:19.0,,Defensive rebound by B. Wanamaker,107,93
367,4,8:09.0,,E. Freedom misses 3-pt jump shot from 26 ft,107,93
368,4,8:07.0,,Offensive rebound by G. Hayward,107,93
369,4,8:01.0,,E. Freedom misses 2-pt layup from 3 ft,107,93
370,4,8:00.0,Defensive rebound by L. Aldridge,,107,93
371,4,7:58.0,Shooting foul by G. Williams (drawn by P. Mills),,107,93
372,4,7:58.0,P. Mills makes free throw 1 of 2,,108,93
373,4,7:58.0,D. Murray enters the game for D. White,,108,93
374,4,7:58.0,,J. Brown enters the game for E. Freedom,108,93
375,4,7:58.0,,J. Tatum enters the game for M. Smart,108,93
376,4,7:58.0,,D. Theis enters the game for G. Williams,108,93
377,4,7:58.0,P. Mills makes free throw 2 of 2,,109,93
378,4,7:47.0,,G. Hayward misses 2-pt jump shot from 19 ft,109,93
379,4,7:46.0,,Offensive rebound by D. Theis,109,93
380,4,7:46.0,,D. Theis makes 2-pt layup from 1 ft,109,95
381,4,7:27.0,D. DeRozan misses 3-pt jump shot from 25 ft,,109,95
382,4,7:25.0,,Defensive rebound by J. Tatum,109,95
383,4,7:18.0,,Turnover by J. Tatum (bad pass; steal by D. Murray),109,95
