,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHOENIX_ACTION,GOLDEN STATE_SCORE,PHOENIX_SCORE
0,1,11:49.0,,Personal foul by M. Chriss (drawn by C. Diallo),0,0
1,1,11:35.0,,R. Rubio misses 2-pt layup from 9 ft,0,0
2,1,11:32.0,,Offensive rebound by R. Rubio,0,0
3,1,11:31.0,,R. Rubio misses 2-pt jump shot from 2 ft,0,0
4,1,11:31.0,Defensive rebound by D. Green,,0,0
5,1,11:19.0,A. Wiggins misses 2-pt jump shot from 11 ft,,0,0
6,1,11:16.0,,Defensive rebound by D. Booker,0,0
7,1,11:09.0,,D. Booker makes 2-pt jump shot from 12 ft,0,2
8,1,10:52.0,Personal foul by K. Oubre (drawn by M. Chriss),,0,2
9,1,10:46.0,Turnover by A. Wiggins (traveling),,0,2
10,1,10:36.0,,M. Bridges makes 2-pt layup from 1 ft (assist by R. Rubio),0,4
11,1,10:31.0,Turnover by D. Green (bad pass; steal by R. Rubio),,0,4
12,1,10:27.0,,C. Diallo makes 2-pt layup at rim (assist by R. Rubio),0,6
13,1,10:26.0,Golden State full timeout,,0,6
14,1,10:10.0,D. Lee misses 3-pt jump shot from 26 ft,,0,6
15,1,10:06.0,,Defensive rebound by C. Diallo,0,6
16,1,9:49.0,,D. Booker makes 2-pt jump shot from 15 ft,0,8
17,1,9:33.0,J. Poole makes 3-pt jump shot from 23 ft (assist by D. Green),,3,8
18,1,9:13.0,,D. Booker makes 2-pt jump shot from 4 ft (assist by R. Rubio),3,10
19,1,8:57.0,J. Poole misses 3-pt jump shot from 25 ft,,3,10
20,1,8:54.0,,Defensive rebound by C. Diallo,3,10
21,1,8:40.0,,C. Diallo makes 2-pt dunk at rim (assist by M. Bridges),3,12
22,1,8:21.0,D. Lee makes 3-pt jump shot from 23 ft (assist by D. Green),,6,12
23,1,8:02.0,,K. Oubre misses 3-pt jump shot from 25 ft,6,12
24,1,8:00.0,Defensive rebound by A. Wiggins,,6,12
25,1,7:49.0,M. Chriss makes 2-pt dunk from 1 ft (assist by J. Poole),,8,12
26,1,7:31.0,,D. Booker misses 2-pt jump shot from 11 ft (block by A. Wiggins),8,12
27,1,7:27.0,Defensive rebound by M. Chriss,,8,12
28,1,7:27.0,Turnover by J. Poole (bad pass; steal by D. Booker),,8,12
29,1,7:23.0,,D. Booker misses 2-pt layup from 1 ft (block by M. Chriss),8,12
30,1,7:19.0,Defensive rebound by D. Lee,,8,12
31,1,7:14.0,D. Green makes 2-pt jump shot from 2 ft (assist by J. Poole),,10,12
32,1,7:14.0,Shooting foul by M. Bridges (drawn by D. Green),,10,12
33,1,7:14.0,D. Green makes free throw 1 of 1,,11,12
