,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,UTAH_ACTION,BROOKLYN_SCORE,UTAH_SCORE
385,4,9:48.0,,E. Mudiay makes 2-pt layup from 2 ft,94,94
386,4,9:47.0,Brooklyn full timeout,,94,94
387,4,9:47.0,K. Irving enters the game for N. Claxton,,94,94
388,4,9:47.0,T. Prince enters the game for S. Dinwiddie,,94,94
389,4,9:47.0,,R. Gobert enters the game for T. Bradley,94,94
390,4,9:36.0,K. Irving makes 2-pt jump shot from 17 ft (assist by D. Musa),,96,94
391,4,9:11.0,,J. Green makes 3-pt jump shot from 25 ft (assist by E. Mudiay),96,97
392,4,8:52.0,D. Jordan makes 2-pt layup from 4 ft (assist by K. Irving),,98,97
393,4,8:40.0,,E. Mudiay makes 2-pt jump shot from 17 ft,98,99
394,4,8:27.0,K. Irving misses 2-pt jump shot from 8 ft,,98,99
395,4,8:24.0,,Defensive rebound by R. Gobert,98,99
396,4,8:18.0,,Shooting foul by J. Harris (drawn by E. Mudiay),98,99
397,4,8:18.0,,E. Mudiay makes free throw 1 of 2,98,100
398,4,8:18.0,J. Allen enters the game for D. Jordan,,98,100
399,4,8:18.0,G. Temple enters the game for D. Musa,,98,100
400,4,8:18.0,,E. Mudiay makes free throw 2 of 2,98,101
401,4,8:05.0,Turnover by J. Allen (bad pass; steal by D. Mitchell),,98,101
402,4,7:52.0,,D. Mitchell makes 2-pt layup from 3 ft,98,103
403,4,7:44.0,J. Harris makes 3-pt jump shot from 25 ft (assist by K. Irving),,101,103
404,4,7:43.0,,Utah full timeout,101,103
405,4,7:43.0,,R. O'Neale enters the game for J. Ingles,101,103
406,4,7:28.0,,E. Mudiay makes 2-pt jump shot from 12 ft,101,105
407,4,7:19.0,K. Irving makes 3-pt jump shot from 25 ft,,104,105
408,4,7:02.0,,R. Gobert makes 2-pt layup from 5 ft (assist by E. Mudiay),104,107
409,4,6:46.0,K. Irving misses 3-pt jump shot from 25 ft,,104,107
410,4,6:42.0,,Defensive rebound by E. Mudiay,104,107
411,4,6:31.0,,J. Green misses 3-pt jump shot from 25 ft,104,107
412,4,6:28.0,Defensive rebound by J. Allen,,104,107
413,4,6:18.0,J. Harris misses 3-pt jump shot from 26 ft,,104,107
414,4,6:15.0,,Defensive rebound by R. Gobert,104,107
415,4,6:07.0,,D. Mitchell misses 2-pt jump shot from 8 ft,104,107
416,4,6:05.0,Defensive rebound by J. Allen,,104,107
417,4,5:58.0,Offensive foul by J. Allen (drawn by R. O'Neale),,104,107
418,4,5:58.0,Turnover by J. Allen (offensive foul),,104,107
419,4,5:58.0,D. Jordan enters the game for J. Allen,,104,107
420,4,5:58.0,,B. Bogdanović enters the game for D. Mitchell,104,107
421,4,5:58.0,,M. Conley enters the game for E. Mudiay,104,107
422,4,5:37.0,,M. Conley misses 3-pt jump shot from 28 ft,104,107
423,4,5:34.0,Defensive rebound by J. Harris,,104,107
424,4,5:28.0,J. Harris makes 3-pt jump shot from 26 ft (assist by K. Irving),,107,107
425,4,5:25.0,,Utah full timeout,107,107
426,4,5:25.0,,J. Ingles enters the game for J. Green,107,107
427,4,5:25.0,,D. Mitchell enters the game for R. O'Neale,107,107
428,4,5:11.0,,M. Conley misses 3-pt jump shot from 27 ft,107,107
429,4,5:08.0,Defensive rebound by J. Harris,,107,107
430,4,4:58.0,Turnover by K. Irving (bad pass),,107,107
431,4,4:42.0,,M. Conley misses 2-pt layup from 5 ft,107,107
432,4,4:40.0,Defensive rebound by D. Jordan,,107,107
433,4,4:30.0,J. Harris makes 2-pt layup from 2 ft,,109,107
434,4,4:13.0,,Personal foul by G. Temple (drawn by D. Mitchell),109,107
435,4,4:06.0,,M. Conley makes 2-pt jump shot from 9 ft,109,109
436,4,4:06.0,,Shooting foul by K. Irving (drawn by M. Conley),109,109
437,4,4:06.0,,M. Conley makes free throw 1 of 1,109,110
438,4,3:57.0,Shooting foul by R. Gobert (drawn by D. Jordan),,109,110
439,4,3:57.0,D. Jordan makes free throw 1 of 2,,110,110
440,4,3:57.0,D. Jordan misses free throw 2 of 2,,110,110
441,4,3:55.0,,Defensive rebound by R. Gobert,110,110
442,4,3:45.0,,D. Mitchell misses 2-pt jump shot from 14 ft,110,110
443,4,3:42.0,Defensive rebound by K. Irving,,110,110
444,4,3:34.0,K. Irving misses 2-pt layup from 3 ft,,110,110
445,4,3:26.0,Offensive rebound by D. Jordan,,110,110
446,4,3:26.0,D. Jordan makes 2-pt dunk at rim,,112,110
447,4,3:08.0,,Turnover by R. Gobert (lost ball; steal by D. Jordan),112,110
448,4,2:55.0,K. Irving misses 2-pt layup from 2 ft (block by R. Gobert),,112,110
449,4,2:55.0,Offensive rebound by Team,,112,110
450,4,2:52.0,K. Irving misses 3-pt jump shot from 23 ft,,112,110
451,4,2:49.0,,Defensive rebound by R. Gobert,112,110
452,4,2:37.0,,Utah full timeout,112,110
453,4,2:31.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,112,110
454,4,2:26.0,Defensive rebound by T. Prince,,112,110
455,4,2:23.0,K. Irving misses 3-pt jump shot from 25 ft,,112,110
456,4,2:20.0,Offensive rebound by T. Prince,,112,110
457,4,2:06.0,G. Temple misses 3-pt jump shot from 26 ft,,112,110
458,4,2:05.0,Offensive rebound by Team,,112,110
459,4,2:05.0,Turnover by Team (shot clock),,112,110
460,4,1:56.0,,D. Mitchell makes 2-pt jump shot from 7 ft,112,112
461,4,1:56.0,,Violation by Team (delay of game),112,112
462,4,1:39.0,D. Jordan misses 2-pt layup from 3 ft (block by J. Ingles),,112,112
463,4,1:37.0,,Defensive rebound by J. Ingles,112,112
464,4,1:31.0,,R. Gobert makes 2-pt layup from 1 ft (assist by M. Conley),112,114
465,4,1:31.0,Brooklyn full timeout,,112,114
466,4,1:25.0,J. Harris misses 2-pt jump shot from 10 ft,,112,114
467,4,1:22.0,Offensive rebound by D. Jordan,,112,114
468,4,1:15.0,K. Irving misses 2-pt layup from 4 ft,,112,114
469,4,1:15.0,Offensive rebound by D. Jordan,,112,114
470,4,1:15.0,D. Jordan makes 2-pt layup at rim,,114,114
471,4,0:57.0,,D. Mitchell misses 2-pt jump shot from 5 ft,114,114
472,4,0:55.0,,Offensive rebound by R. Gobert,114,114
473,4,0:55.0,,R. Gobert makes 2-pt dunk from 1 ft,114,116
474,4,0:39.0,K. Irving misses 2-pt jump shot from 9 ft,,114,116
475,4,0:36.0,,Defensive rebound by J. Ingles,114,116
476,4,0:16.0,,M. Conley misses 2-pt jump shot from 10 ft (block by G. Temple),114,116
477,4,0:16.0,Defensive rebound by Team,,114,116
478,4,0:16.0,Instant Replay (Challenge: Ruling Stands),,114,116
479,4,0:07.0,K. Irving misses 3-pt jump shot from 26 ft,,114,116
480,4,0:04.0,,Defensive rebound by R. Gobert,114,116
481,4,0:04.0,,Personal foul by K. Irving (drawn by J. Ingles),114,116
482,4,0:03.0,,Personal take foul by K. Irving (drawn by M. Conley),114,116
483,4,0:03.0,,M. Conley makes free throw 1 of 2,114,117
484,4,0:03.0,,M. Conley misses free throw 2 of 2,114,117
485,4,0:01.0,,Offensive rebound by B. Bogdanović,114,117
486,4,0:01.0,,Personal foul by J. Harris (drawn by D. Mitchell),114,117
487,4,0:01.0,,D. Mitchell makes free throw 1 of 2,114,118
488,4,0:01.0,,D. Mitchell makes free throw 2 of 2,114,119
489,4,0:01.0,Brooklyn full timeout,,114,119
