,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW YORK_ACTION,WASHINGTON_SCORE,NEW YORK_SCORE
0,1,11:40.0,B. Beal makes 3-pt jump shot from 26 ft,,3,0
1,1,11:27.0,,E. Payton misses 2-pt layup from 2 ft,3,0
2,1,11:25.0,,Offensive rebound by M. Robinson,3,0
3,1,11:25.0,,M. Robinson makes 2-pt dunk from 1 ft,3,2
4,1,11:14.0,B. Beal makes 2-pt jump shot from 16 ft (assist by A. Schofield),,5,2
5,1,11:05.0,,Shooting foul by I. Bonga (drawn by K. Knox),5,2
6,1,11:05.0,,K. Knox makes free throw 1 of 2,5,3
7,1,11:05.0,,K. Knox makes free throw 2 of 2,5,4
8,1,10:43.0,I. Bonga makes 2-pt layup from 6 ft (assist by I. Smith),,7,4
9,1,10:32.0,,R. Barrett makes 2-pt jump shot from 8 ft,7,6
10,1,10:17.0,A. Schofield misses 3-pt jump shot from 25 ft,,7,6
11,1,10:15.0,,Defensive rebound by M. Robinson,7,6
12,1,10:06.0,,Personal foul by A. Schofield (drawn by M. Robinson),7,6
13,1,10:00.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by E. Payton),7,9
14,1,9:39.0,I. Smith makes 3-pt jump shot from 26 ft (assist by I. Bonga),,10,9
15,1,9:24.0,,J. Randle makes 2-pt layup from 3 ft (assist by E. Payton),10,11
16,1,9:24.0,,Shooting foul by I. Mahinmi (drawn by J. Randle),10,11
17,1,9:24.0,,J. Randle makes free throw 1 of 1,10,12
18,1,9:13.0,Shooting foul by M. Robinson (drawn by I. Mahinmi),,10,12
19,1,9:13.0,I. Mahinmi makes free throw 1 of 2,,11,12
20,1,9:13.0,I. Mahinmi misses free throw 2 of 2,,11,12
21,1,9:11.0,,Defensive rebound by M. Robinson,11,12
22,1,9:01.0,,R. Barrett misses 2-pt jump shot from 17 ft,11,12
23,1,8:57.0,Defensive rebound by I. Mahinmi,,11,12
24,1,8:49.0,Shooting foul by K. Knox (drawn by I. Mahinmi),,11,12
25,1,8:49.0,I. Mahinmi misses free throw 1 of 2,,11,12
26,1,8:49.0,Offensive rebound by Team,,11,12
27,1,8:49.0,I. Mahinmi misses free throw 2 of 2,,11,12
28,1,8:47.0,,Defensive rebound by M. Robinson,11,12
29,1,8:33.0,,J. Randle makes 3-pt jump shot from 25 ft (assist by K. Knox),11,15
30,1,8:21.0,I. Smith misses 2-pt layup from 1 ft (block by E. Payton),,11,15
31,1,8:19.0,Offensive rebound by I. Smith,,11,15
32,1,8:16.0,B. Beal misses 3-pt jump shot from 24 ft,,11,15
33,1,8:14.0,,Defensive rebound by J. Randle,11,15
34,1,8:01.0,,R. Barrett makes 2-pt layup from 4 ft,11,17
35,1,7:50.0,I. Smith makes 2-pt layup from 1 ft,,13,17
36,1,7:40.0,,K. Knox makes 3-pt jump shot from 23 ft (assist by E. Payton),13,20
37,1,7:20.0,I. Mahinmi misses 3-pt jump shot from 25 ft (block by M. Robinson),,13,20
38,1,7:18.0,,Defensive rebound by M. Robinson,13,20
39,1,7:16.0,,M. Robinson misses 2-pt layup at rim,13,20
40,1,7:15.0,Defensive rebound by I. Mahinmi,,13,20
41,1,7:08.0,A. Schofield misses 3-pt jump shot from 26 ft,,13,20
42,1,7:06.0,Offensive rebound by I. Mahinmi,,13,20
43,1,6:59.0,B. Beal makes 2-pt jump shot from 5 ft,,15,20
44,1,6:46.0,,R. Barrett makes 2-pt layup from 1 ft,15,22
45,1,6:46.0,Washington full timeout,,15,22
46,1,6:33.0,B. Beal misses 3-pt jump shot from 26 ft,,15,22
47,1,6:31.0,Offensive rebound by I. Mahinmi,,15,22
48,1,6:29.0,B. Beal makes 3-pt jump shot from 25 ft (assist by I. Smith),,18,22
49,1,6:12.0,,Def 3 sec tech foul by Team,18,22
50,1,6:12.0,,K. Knox makes technical free throw,18,23
51,1,6:07.0,,J. Randle makes 2-pt jump shot from 9 ft (assist by E. Payton),18,25
52,1,5:50.0,I. Smith misses 2-pt jump shot from 10 ft,,18,25
53,1,5:48.0,,Defensive rebound by K. Knox,18,25
54,1,5:40.0,,Turnover by E. Payton (bad pass; steal by A. Schofield),18,25
55,1,5:37.0,I. Smith makes 2-pt layup from 1 ft (assist by I. Bonga),,20,25
56,1,5:37.0,T. Brown enters the game for I. Bonga,,20,25
57,1,5:37.0,A. Pasečņiks enters the game for I. Mahinmi,,20,25
58,1,5:19.0,,J. Randle misses 2-pt layup from 2 ft (block by A. Schofield),20,25
59,1,5:17.0,Defensive rebound by A. Pasečņiks,,20,25
60,1,5:12.0,Shooting foul by M. Robinson (drawn by I. Smith),,20,25
61,1,5:12.0,I. Smith misses free throw 1 of 2,,20,25
62,1,5:12.0,Offensive rebound by Team,,20,25
63,1,5:12.0,,B. Portis enters the game for M. Robinson,20,25
64,1,5:12.0,I. Smith misses free throw 2 of 2,,20,25
65,1,5:11.0,,Defensive rebound by K. Knox,20,25
66,1,4:58.0,,R. Barrett misses 2-pt layup from 2 ft (block by B. Beal),20,25
67,1,4:56.0,,Offensive rebound by R. Barrett,20,25
68,1,4:52.0,,R. Barrett makes 2-pt layup from 2 ft,20,27
69,1,4:42.0,B. Beal misses 3-pt jump shot from 25 ft,,20,27
70,1,4:40.0,,Defensive rebound by R. Barrett,20,27
71,1,4:32.0,,B. Portis makes 2-pt layup from 4 ft,20,29
