,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHILADELPHIA_ACTION,LA CLIPPERS_SCORE,PHILADELPHIA_SCORE
389,4,3:59.0,P. George misses 2-pt jump shot from 22 ft,,94,102
390,4,3:57.0,,Defensive rebound by B. Simmons,94,102
391,4,3:37.0,,J. Richardson makes 2-pt layup from 1 ft,94,104
392,4,3:37.0,,Shooting foul by K. Leonard (drawn by J. Richardson),94,104
393,4,3:37.0,L. Williams enters the game for M. Harrell,,94,104
394,4,3:37.0,,J. Richardson makes free throw 1 of 1,94,105
395,4,3:23.0,M. Morris makes 3-pt jump shot from 25 ft (assist by P. George),,97,105
396,4,3:20.0,,Philadelphia full timeout,97,105
397,4,3:20.0,,M. Thybulle enters the game for A. Horford,97,105
398,4,3:13.0,,Turnover by J. Richardson (traveling),97,105
399,4,3:05.0,L. Williams misses 2-pt layup at rim,,97,105
400,4,3:03.0,,Defensive rebound by B. Simmons,97,105
401,4,2:48.0,,Personal foul by M. Morris (drawn by J. Embiid),97,105
402,4,2:48.0,Technical foul by J. Embiid,,97,105
403,4,2:48.0,,Technical foul by M. Morris,97,105
404,4,2:48.0,,J. Embiid makes free throw 1 of 2,97,106
405,4,2:48.0,,J. Embiid misses free throw 2 of 2,97,106
406,4,2:46.0,Defensive rebound by P. George,,97,106
407,4,2:37.0,Offensive foul by M. Morris (drawn by B. Simmons),,97,106
408,4,2:37.0,Turnover by M. Morris (offensive foul),,97,106
409,4,2:37.0,LA Clippers full timeout,,97,106
410,4,2:37.0,Instant Replay (Challenge: Ruling Stands),,97,106
411,4,2:25.0,,J. Richardson misses 2-pt jump shot from 3 ft,97,106
412,4,2:23.0,,Offensive rebound by J. Richardson,97,106
413,4,2:22.0,,J. Richardson misses 2-pt layup from 1 ft (block by P. George),97,106
414,4,2:22.0,Defensive rebound by M. Morris,,97,106
415,4,2:15.0,M. Morris misses 2-pt layup from 4 ft (block by J. Embiid),,97,106
416,4,2:11.0,,Defensive rebound by B. Simmons,97,106
417,4,2:00.0,,M. Thybulle makes 3-pt jump shot from 25 ft (assist by B. Simmons),97,109
418,4,1:48.0,K. Leonard misses 2-pt jump shot from 14 ft,,97,109
419,4,1:45.0,,Defensive rebound by B. Simmons,97,109
420,4,1:29.0,,J. Richardson misses 2-pt jump shot from 18 ft,97,109
421,4,1:25.0,Defensive rebound by K. Leonard,,97,109
422,4,1:21.0,K. Leonard makes 2-pt layup from 1 ft,,99,109
423,4,1:21.0,Shooting foul by J. Embiid (drawn by K. Leonard),,99,109
424,4,1:21.0,R. McGruder enters the game for L. Williams,,99,109
425,4,1:21.0,K. Leonard makes free throw 1 of 1,,100,109
426,4,1:15.0,,Personal foul by L. Shamet (drawn by J. Richardson),100,109
427,4,1:15.0,,J. Richardson misses free throw 1 of 2,100,109
428,4,1:15.0,,Offensive rebound by Team,100,109
429,4,1:15.0,L. Williams enters the game for R. McGruder,,100,109
430,4,1:15.0,,J. Richardson makes free throw 2 of 2,100,110
431,4,1:15.0,LA Clippers full timeout,,100,110
432,4,1:06.0,L. Williams misses 3-pt jump shot from 26 ft,,100,110
433,4,1:03.0,,Defensive rebound by J. Richardson,100,110
434,4,0:44.0,,J. Embiid misses 3-pt jump shot from 30 ft,100,110
435,4,0:42.0,,Offensive rebound by Team,100,110
436,4,0:42.0,,Turnover by Team (shot clock),100,110
437,4,0:42.0,A. Coffey enters the game for P. George,,100,110
438,4,0:42.0,T. Mann enters the game for K. Leonard,,100,110
439,4,0:42.0,R. McGruder enters the game for M. Morris,,100,110
440,4,0:42.0,J. Motley enters the game for L. Williams,,100,110
441,4,0:42.0,,A. Burks enters the game for J. Embiid,100,110
442,4,0:42.0,,F. Korkmaz enters the game for T. Harris,100,110
443,4,0:42.0,,S. Milton enters the game for J. Richardson,100,110
444,4,0:42.0,,N. Pelle enters the game for B. Simmons,100,110
445,4,0:42.0,,G. Robinson enters the game for M. Thybulle,100,110
446,4,0:35.0,L. Shamet makes 3-pt jump shot from 27 ft (assist by J. Motley),,103,110
447,4,0:17.0,,G. Robinson misses 2-pt jump shot from 18 ft,103,110
448,4,0:13.0,Defensive rebound by T. Mann,,103,110
