,QUARTER,TIME_REMAINING,DALLAS_ACTION,OKLAHOMA CITY_ACTION,DALLAS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:46.0,,S. Adams misses 2-pt hook shot from 4 ft,0,0
1,1,11:45.0,,Offensive rebound by S. Adams,0,0
2,1,11:43.0,,S. Adams misses 2-pt dunk at rim,0,0
3,1,11:41.0,,Offensive rebound by S. Adams,0,0
4,1,11:41.0,,Shooting foul by L. Dončić (drawn by S. Adams),0,0
5,1,11:41.0,,S. Adams misses free throw 1 of 2,0,0
6,1,11:41.0,,Offensive rebound by Team,0,0
7,1,11:41.0,,S. Adams makes free throw 2 of 2,0,1
8,1,11:21.0,Personal foul by T. Ferguson (drawn by L. Dončić),,0,1
9,1,11:13.0,J. Brunson misses 3-pt jump shot from 22 ft,,0,1
10,1,11:11.0,,Defensive rebound by D. Gallinari,0,1
11,1,11:02.0,,Turnover by D. Gallinari (bad pass; steal by D. Powell),0,1
12,1,10:54.0,L. Dončić makes 2-pt jump shot from 4 ft,,2,1
13,1,10:54.0,Shooting foul by T. Ferguson (drawn by L. Dončić),,2,1
14,1,10:54.0,L. Dončić makes free throw 1 of 1,,3,1
15,1,10:40.0,,D. Gallinari misses 3-pt jump shot from 25 ft,3,1
16,1,10:36.0,Defensive rebound by D. Powell,,3,1
17,1,10:23.0,J. Brunson makes 2-pt jump shot from 11 ft,,5,1
18,1,10:04.0,,D. Gallinari misses 3-pt jump shot from 27 ft,5,1
19,1,10:01.0,Defensive rebound by L. Dončić,,5,1
20,1,9:52.0,D. Finney-Smith misses 2-pt layup from 8 ft (block by S. Gilgeous-Alexander),,5,1
21,1,9:50.0,,Defensive rebound by C. Paul,5,1
22,1,9:35.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by D. Powell),5,1
23,1,9:35.0,,Offensive rebound by Team,5,1
24,1,9:26.0,,D. Gallinari makes 2-pt jump shot from 13 ft,5,3
25,1,9:14.0,L. Dončić misses 3-pt jump shot from 25 ft,,5,3
26,1,9:11.0,,Defensive rebound by S. Adams,5,3
27,1,9:03.0,,Turnover by C. Paul (bad pass),5,3
28,1,8:44.0,L. Dončić misses 2-pt jump shot from 11 ft,,5,3
29,1,8:39.0,,Defensive rebound by C. Paul,5,3
30,1,8:24.0,,S. Adams makes 2-pt layup from 2 ft,5,5
31,1,8:01.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by D. Powell),,8,5
32,1,7:43.0,,S. Adams makes 2-pt dunk from 1 ft (assist by D. Gallinari),8,7
33,1,7:29.0,Turnover by J. Brunson (bad pass; steal by S. Adams),,8,7
34,1,7:13.0,,T. Ferguson misses 3-pt jump shot from 23 ft,8,7
35,1,7:09.0,Defensive rebound by L. Dončić,,8,7
36,1,7:03.0,L. Dončić makes 2-pt layup from 2 ft,,10,7
37,1,7:03.0,,Oklahoma City full timeout,10,7
38,1,7:03.0,B. Marjanović enters the game for D. Powell,,10,7
39,1,7:03.0,,N. Noel enters the game for S. Adams,10,7
40,1,6:44.0,,D. Gallinari makes 2-pt jump shot from 9 ft (assist by S. Gilgeous-Alexander),10,9
41,1,6:31.0,D. Finney-Smith misses 2-pt dunk from 1 ft,,10,9
42,1,6:29.0,,Defensive rebound by D. Gallinari,10,9
43,1,6:25.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft,10,9
44,1,6:21.0,Defensive rebound by B. Marjanović,,10,9
45,1,6:14.0,M. Kleber misses 3-pt jump shot from 23 ft,,10,9
46,1,6:10.0,Offensive rebound by B. Marjanović,,10,9
47,1,6:08.0,B. Marjanović makes 2-pt layup from 2 ft,,12,9
48,1,5:57.0,,C. Paul misses 2-pt jump shot from 9 ft,12,9
49,1,5:56.0,,Offensive rebound by N. Noel,12,9
50,1,5:55.0,,N. Noel makes 2-pt layup at rim,12,11
51,1,5:40.0,L. Dončić makes 3-pt jump shot from 25 ft,,15,11
52,1,5:15.0,,Shooting foul by B. Marjanović (drawn by D. Gallinari),15,11
53,1,5:15.0,,D. Gallinari makes free throw 1 of 2,15,12
54,1,5:15.0,S. Curry enters the game for J. Brunson,,15,12
55,1,5:15.0,,H. Diallo enters the game for T. Ferguson,15,12
56,1,5:15.0,,D. Schröder enters the game for C. Paul,15,12
57,1,5:15.0,,D. Gallinari misses free throw 2 of 2,15,12
58,1,5:11.0,Defensive rebound by M. Kleber,,15,12
59,1,5:06.0,L. Dončić misses 3-pt jump shot from 25 ft,,15,12
60,1,5:05.0,,Defensive rebound by Team,15,12
61,1,4:45.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 6 ft,15,14
62,1,4:27.0,Turnover by D. Finney-Smith (traveling),,15,14
63,1,4:27.0,,D. Bazley enters the game for D. Gallinari,15,14
64,1,4:14.0,,S. Gilgeous-Alexander misses 2-pt layup from 8 ft,15,14
65,1,4:13.0,,Offensive rebound by N. Noel,15,14
66,1,4:13.0,,N. Noel misses 2-pt layup from 1 ft,15,14
67,1,4:12.0,Defensive rebound by B. Marjanović,,15,14
68,1,4:05.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),,18,14
69,1,3:41.0,,D. Schröder misses 2-pt layup from 8 ft (block by S. Curry),18,14
70,1,3:39.0,,Offensive rebound by D. Schröder,18,14
71,1,3:38.0,,H. Diallo misses 2-pt layup from 4 ft,18,14
72,1,3:36.0,,Offensive rebound by Team,18,14
73,1,3:36.0,,Turnover by Team (shot clock),18,14
74,1,3:36.0,J. Jackson enters the game for D. Finney-Smith,,18,14
75,1,3:29.0,Shooting foul by H. Diallo (drawn by L. Dončić),,18,14
76,1,3:29.0,L. Dončić makes free throw 1 of 2,,19,14
77,1,3:29.0,D. Wright enters the game for M. Kleber,,19,14
78,1,3:29.0,L. Dončić makes free throw 2 of 2,,20,14
79,1,3:20.0,,D. Bazley misses 3-pt jump shot from 26 ft,20,14
80,1,3:17.0,Defensive rebound by D. Wright,,20,14
81,1,3:07.0,B. Marjanović misses 2-pt jump shot from 7 ft,,20,14
82,1,3:05.0,,Defensive rebound by D. Schröder,20,14
83,1,3:00.0,,D. Schröder makes 2-pt jump shot from 15 ft (assist by S. Gilgeous-Alexander),20,16
84,1,2:58.0,Dallas full timeout,,20,16
85,1,2:58.0,,S. Adams enters the game for N. Noel,20,16
86,1,2:46.0,S. Curry misses 3-pt jump shot from 25 ft,,20,16
87,1,2:45.0,,Defensive rebound by Team,20,16
88,1,2:32.0,,D. Bazley misses 3-pt jump shot from 25 ft,20,16
89,1,2:27.0,Defensive rebound by S. Curry,,20,16
90,1,2:22.0,J. Jackson misses 3-pt jump shot from 22 ft,,20,16
91,1,2:21.0,Offensive rebound by Team,,20,16
92,1,2:21.0,,Loose ball foul by S. Adams (drawn by B. Marjanović),20,16
93,1,2:07.0,J. Jackson misses 3-pt jump shot from 25 ft,,20,16
94,1,2:04.0,,Defensive rebound by D. Schröder,20,16
95,1,2:03.0,,Shooting foul by S. Curry (drawn by D. Bazley),20,16
96,1,2:03.0,,D. Bazley makes free throw 1 of 2,20,17
97,1,2:03.0,,D. Bazley makes free throw 2 of 2,20,18
98,1,1:41.0,B. Marjanović makes 2-pt layup from 2 ft (assist by L. Dončić),,22,18
99,1,1:28.0,,D. Schröder misses 2-pt jump shot from 15 ft,22,18
100,1,1:26.0,Defensive rebound by J. Jackson,,22,18
101,1,1:14.0,L. Dončić makes 3-pt jump shot from 31 ft,,25,18
102,1,0:56.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft (assist by S. Adams),25,20
103,1,0:46.0,L. Dončić makes 2-pt layup from 3 ft,,27,20
104,1,0:36.0,,Turnover by D. Schröder (bad pass; steal by L. Dončić),27,20
105,1,0:33.0,D. Wright makes 2-pt layup from 1 ft (assist by J. Jackson),,29,20
106,1,0:33.0,Shooting foul by H. Diallo (drawn by D. Wright),,29,20
107,1,0:33.0,,C. Paul enters the game for S. Gilgeous-Alexander,29,20
108,1,0:33.0,D. Wright makes free throw 1 of 1,,30,20
109,1,0:26.0,,C. Paul misses 2-pt jump shot from 14 ft,30,20
110,1,0:24.0,Defensive rebound by B. Marjanović,,30,20
111,1,0:04.0,Shooting foul by D. Bazley (drawn by L. Dončić),,30,20
112,1,0:04.0,L. Dončić misses free throw 1 of 3,,30,20
113,1,0:04.0,Offensive rebound by Team,,30,20
114,1,0:04.0,L. Dončić makes free throw 2 of 3,,31,20
115,1,0:04.0,M. Kleber enters the game for B. Marjanović,,31,20
116,1,0:04.0,,D. Gallinari enters the game for H. Diallo,31,20
117,1,0:04.0,L. Dončić makes free throw 3 of 3,,32,20
118,1,0:04.0,,Turnover by S. Adams (bad pass),32,20
119,1,0:04.0,B. Marjanović enters the game for M. Kleber,,32,20
120,1,0:04.0,,H. Diallo enters the game for D. Gallinari,32,20
121,1,0:00.0,,Instant Replay (Request: Ruling Stands),32,20
122,2,11:41.0,S. Curry misses 2-pt jump shot from 19 ft,,32,20
123,2,11:38.0,,Defensive rebound by S. Adams,32,20
124,2,11:25.0,,H. Diallo makes 2-pt jump shot from 10 ft (assist by D. Schröder),32,22
125,2,11:11.0,J. Jackson misses 2-pt jump shot from 7 ft,,32,22
126,2,11:09.0,,Defensive rebound by S. Adams,32,22
127,2,11:05.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by C. Paul),32,25
128,2,10:47.0,S. Curry misses 2-pt jump shot from 8 ft,,32,25
129,2,10:44.0,Offensive rebound by D. Powell,,32,25
130,2,10:42.0,S. Curry misses 3-pt jump shot from 23 ft,,32,25
131,2,10:39.0,Offensive rebound by M. Kleber,,32,25
132,2,10:28.0,D. Wright misses 2-pt jump shot from 22 ft,,32,25
133,2,10:24.0,Offensive rebound by S. Curry,,32,25
134,2,10:22.0,Shooting foul by S. Adams (drawn by D. Powell),,32,25
135,2,10:22.0,D. Powell makes free throw 1 of 2,,33,25
136,2,10:22.0,,N. Noel enters the game for S. Adams,33,25
137,2,10:22.0,D. Powell misses free throw 2 of 2,,33,25
138,2,10:19.0,Offensive rebound by D. Powell,,33,25
139,2,10:18.0,D. Powell misses 2-pt layup from 8 ft,,33,25
140,2,10:17.0,,Defensive rebound by N. Noel,33,25
141,2,10:08.0,,D. Schröder makes 2-pt layup from 3 ft (assist by C. Paul),33,27
142,2,10:08.0,Dallas full timeout,,33,27
143,2,9:53.0,D. Powell makes 2-pt layup from 2 ft (assist by M. Kleber),,35,27
144,2,9:41.0,,D. Bazley misses 3-pt jump shot from 24 ft,35,27
145,2,9:38.0,Defensive rebound by M. Kleber,,35,27
146,2,9:21.0,J. Jackson misses 2-pt jump shot from 11 ft,,35,27
147,2,9:19.0,,Defensive rebound by D. Bazley,35,27
148,2,9:14.0,,H. Diallo misses 2-pt layup from 2 ft,35,27
149,2,9:12.0,Defensive rebound by M. Kleber,,35,27
150,2,9:05.0,D. Wright misses 2-pt layup from 4 ft,,35,27
151,2,9:03.0,,Defensive rebound by D. Bazley,35,27
