,QUARTER,TIME_REMAINING,PORTLAND_ACTION,HOUSTON_ACTION,PORTLAND_SCORE,HOUSTON_SCORE
0,1,11:49.0,D. Lillard misses 3-pt jump shot from 28 ft,,0,0
1,1,11:47.0,,Defensive rebound by P. Tucker,0,0
2,1,11:37.0,,J. Harden makes 3-pt jump shot from 26 ft,0,3
3,1,11:20.0,H. Whiteside makes 2-pt layup from 2 ft (assist by C. McCollum),,2,3
4,1,11:04.0,,C. Capela misses 2-pt hook shot from 6 ft,2,3
5,1,11:03.0,Defensive rebound by C. Anthony,,2,3
6,1,10:46.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by K. Bazemore),,4,3
7,1,10:26.0,,R. Westbrook misses 2-pt layup from 2 ft,4,3
8,1,10:23.0,,Offensive rebound by C. Capela,4,3
9,1,10:23.0,,C. Capela makes 2-pt layup from 1 ft,4,5
10,1,10:16.0,D. Lillard misses 2-pt layup from 2 ft (block by C. Capela),,4,5
11,1,10:15.0,,Defensive rebound by J. Harden,4,5
12,1,10:10.0,,B. McLemore misses 3-pt jump shot from 23 ft,4,5
13,1,10:10.0,Defensive rebound by C. Anthony,,4,5
14,1,10:02.0,C. McCollum misses 2-pt jump shot from 12 ft,,4,5
15,1,10:01.0,Offensive rebound by Team,,4,5
16,1,9:52.0,Turnover by C. Anthony (lost ball; steal by P. Tucker),,4,5
17,1,9:47.0,,J. Harden misses 2-pt layup from 7 ft (block by K. Bazemore),4,5
18,1,9:46.0,,Offensive rebound by J. Harden,4,5
19,1,9:42.0,,R. Westbrook makes 2-pt jump shot from 13 ft (assist by C. Capela),4,7
20,1,9:26.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Lillard),,7,7
21,1,9:14.0,,R. Westbrook makes 2-pt layup from 2 ft,7,9
22,1,9:04.0,D. Lillard misses 2-pt layup from 1 ft,,7,9
23,1,9:03.0,,Defensive rebound by C. Capela,7,9
24,1,8:55.0,,B. McLemore misses 2-pt layup from 2 ft,7,9
25,1,8:55.0,Defensive rebound by K. Bazemore,,7,9
26,1,8:53.0,Turnover by K. Bazemore (step out of bounds),,7,9
27,1,8:41.0,,B. McLemore misses 3-pt jump shot from 25 ft,7,9
28,1,8:40.0,Defensive rebound by D. Lillard,,7,9
29,1,8:30.0,C. Anthony makes 2-pt layup from 2 ft (assist by D. Lillard),,9,9
30,1,8:30.0,Shooting foul by J. Harden (drawn by C. Anthony),,9,9
31,1,8:30.0,C. Anthony makes free throw 1 of 1,,10,9
32,1,8:24.0,,Def 3 sec tech foul by Team,10,9
33,1,8:24.0,,J. Harden misses technical free throw,10,9
34,1,8:24.0,,Offensive rebound by Team,10,9
35,1,8:15.0,,Turnover by C. Capela (lost ball; steal by D. Lillard),10,9
36,1,8:13.0,Shooting foul by J. Harden (drawn by K. Bazemore),,10,9
37,1,8:13.0,K. Bazemore makes free throw 1 of 2,,11,9
38,1,8:13.0,K. Bazemore makes free throw 2 of 2,,12,9
39,1,8:04.0,,J. Harden makes 2-pt dunk from 1 ft (assist by R. Westbrook),12,11
40,1,7:49.0,C. McCollum misses 3-pt jump shot from 25 ft,,12,11
41,1,7:47.0,Offensive rebound by Team,,12,11
42,1,7:41.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by D. Lillard),,14,11
43,1,7:34.0,,Turnover by B. McLemore (bad pass; steal by C. McCollum),14,11
44,1,7:29.0,C. McCollum makes 2-pt layup from 1 ft,,16,11
45,1,7:14.0,,C. Capela misses 2-pt layup from 3 ft,16,11
46,1,7:13.0,,Offensive rebound by C. Capela,16,11
47,1,7:13.0,,C. Capela misses 2-pt layup from 1 ft,16,11
48,1,7:11.0,,Offensive rebound by R. Westbrook,16,11
49,1,7:05.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by R. Westbrook),16,14
50,1,6:47.0,Turnover by H. Whiteside (3 sec),,16,14
51,1,6:47.0,,Houston full timeout,16,14
52,1,6:47.0,,E. Gordon enters the game for B. McLemore,16,14
