,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHARLOTTE_ACTION,PHOENIX_SCORE,CHARLOTTE_SCORE
0,1,11:39.0,,M. Bridges misses 3-pt jump shot from 24 ft,0,0
1,1,11:36.0,Defensive rebound by D. Šarić,,0,0
2,1,11:17.0,R. Rubio misses 2-pt jump shot from 19 ft,,0,0
3,1,11:13.0,,Defensive rebound by M. Bridges,0,0
4,1,11:02.0,,B. Biyombo misses 2-pt layup from 2 ft,0,0
5,1,10:59.0,Defensive rebound by R. Rubio,,0,0
6,1,10:49.0,D. Šarić makes 3-pt jump shot from 27 ft (assist by R. Rubio),,3,0
7,1,10:24.0,,P. Washington misses 3-pt jump shot from 23 ft,3,0
8,1,10:22.0,Defensive rebound by F. Kaminsky,,3,0
9,1,10:10.0,R. Rubio makes 2-pt jump shot from 14 ft (assist by F. Kaminsky),,5,0
10,1,9:51.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by P. Washington),5,3
11,1,9:31.0,K. Oubre misses 3-pt jump shot from 26 ft,,5,3
12,1,9:28.0,,Defensive rebound by M. Bridges,5,3
13,1,9:18.0,,B. Biyombo makes 2-pt hook shot from 6 ft (assist by D. Graham),5,5
14,1,9:01.0,D. Šarić makes 2-pt layup from 2 ft (assist by F. Kaminsky),,7,5
15,1,8:58.0,Violation by Team (kicked ball),,7,5
16,1,8:50.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by D. Graham),7,7
17,1,8:37.0,D. Booker makes 2-pt jump shot from 15 ft,,9,7
18,1,8:22.0,,T. Rozier misses 2-pt jump shot from 20 ft,9,7
19,1,8:20.0,Defensive rebound by D. Booker,,9,7
20,1,8:13.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,9,7
21,1,8:09.0,,Defensive rebound by T. Rozier,9,7
22,1,7:59.0,,P. Washington makes 2-pt hook shot from 9 ft,9,9
23,1,7:47.0,K. Oubre makes 2-pt layup from 2 ft (assist by F. Kaminsky),,11,9
24,1,7:30.0,Instant Replay (Challenge: Ruling Stands),,11,9
25,1,7:30.0,,M. Bridges misses 2-pt jump shot from 5 ft,11,9
26,1,7:30.0,Defensive rebound by Team,,11,9
27,1,7:30.0,Phoenix full timeout,,11,9
28,1,7:18.0,Shooting foul by P. Washington (drawn by F. Kaminsky),,11,9
29,1,7:18.0,F. Kaminsky misses free throw 1 of 2,,11,9
30,1,7:18.0,Offensive rebound by Team,,11,9
31,1,7:18.0,F. Kaminsky makes free throw 2 of 2,,12,9
32,1,7:03.0,,T. Rozier misses 3-pt jump shot from 26 ft,12,9
33,1,7:00.0,Defensive rebound by D. Šarić,,12,9
