,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DALLAS_ACTION,CHARLOTTE_SCORE,DALLAS_SCORE
385,4,4:17.0,Offensive rebound by B. Biyombo,,92,99
386,4,4:14.0,B. Biyombo makes 2-pt layup from 3 ft,,94,99
387,4,4:03.0,,Personal foul by T. Rozier (drawn by L. Dončić),94,99
388,4,3:50.0,,J. Jackson misses 3-pt jump shot from 27 ft,94,99
389,4,3:47.0,Defensive rebound by M. Bridges,,94,99
390,4,3:40.0,Turnover by B. Biyombo (lost ball; steal by D. Finney-Smith),,94,99
391,4,3:27.0,,Turnover by M. Kleber (traveling),94,99
392,4,3:08.0,M. Bridges misses 3-pt jump shot from 25 ft,,94,99
393,4,3:05.0,Offensive rebound by B. Biyombo,,94,99
394,4,3:03.0,Turnover by B. Biyombo (lost ball; steal by L. Dončić),,94,99
395,4,2:55.0,,L. Dončić makes 2-pt layup from 2 ft (assist by J. Barea),94,101
396,4,2:55.0,Charlotte full timeout,,94,101
397,4,2:55.0,D. Bacon enters the game for B. Biyombo,,94,101
398,4,2:55.0,C. Zeller enters the game for M. Bridges,,94,101
399,4,2:55.0,,D. Powell enters the game for J. Barea,94,101
400,4,2:41.0,D. Graham makes 3-pt jump shot from 26 ft (assist by T. Rozier),,97,101
401,4,2:23.0,,L. Dončić misses 2-pt layup from 9 ft (block by D. Graham),97,101
402,4,2:22.0,Defensive rebound by T. Rozier,,97,101
403,4,2:17.0,D. Bacon misses 2-pt layup from 4 ft (block by D. Finney-Smith),,97,101
404,4,2:17.0,,Defensive rebound by M. Kleber,97,101
405,4,2:03.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft (block by P. Washington),97,101
406,4,2:03.0,,Offensive rebound by D. Finney-Smith,97,101
407,4,1:54.0,,J. Jackson misses 3-pt jump shot from 25 ft,97,101
408,4,1:50.0,,Offensive rebound by M. Kleber,97,101
409,4,1:39.0,,L. Dončić makes 2-pt layup from 1 ft,97,103
410,4,1:29.0,Shooting foul by D. Powell (drawn by D. Graham),,97,103
411,4,1:29.0,D. Graham makes free throw 1 of 2,,98,103
412,4,1:29.0,M. Bridges enters the game for D. Bacon,,98,103
413,4,1:29.0,D. Graham makes free throw 2 of 2,,99,103
414,4,1:22.0,,Personal take foul by C. Zeller (drawn by L. Dončić),99,103
415,4,0:59.0,,Turnover by L. Dončić (bad pass; steal by M. Bridges),99,103
416,4,0:52.0,D. Graham misses 3-pt jump shot from 27 ft,,99,103
417,4,0:49.0,Offensive rebound by C. Zeller,,99,103
418,4,0:43.0,P. Washington makes 2-pt dunk from 2 ft (assist by T. Rozier),,101,103
419,4,0:43.0,,Dallas full timeout,101,103
420,4,0:43.0,D. Bacon enters the game for C. Zeller,,101,103
421,4,0:43.0,,S. Curry enters the game for J. Jackson,101,103
422,4,0:34.0,,L. Dončić misses 3-pt jump shot from 27 ft,101,103
423,4,0:31.0,Defensive rebound by D. Bacon,,101,103
424,4,0:19.0,T. Rozier makes 2-pt jump shot from 3 ft,,103,103
425,4,0:19.0,,Dallas full timeout,103,103
426,4,0:19.0,,J. Jackson enters the game for D. Powell,103,103
427,4,0:01.0,,L. Dončić misses 3-pt jump shot from 26 ft,103,103
428,4,0:01.0,,Offensive rebound by Team,103,103
429,1OT,4:46.0,M. Bridges misses 2-pt layup from 5 ft,,103,103
430,1OT,4:45.0,,Defensive rebound by L. Dončić,103,103
431,1OT,4:35.0,Violation by Team (kicked ball),,103,103
432,1OT,4:22.0,,J. Barea misses 3-pt jump shot from 22 ft,103,103
433,1OT,4:20.0,Defensive rebound by Team,,103,103
434,1OT,4:03.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by D. Graham),,105,103
435,1OT,3:43.0,,D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by L. Dončić),105,106
436,1OT,3:27.0,P. Washington makes 3-pt jump shot from 28 ft (assist by D. Graham),,108,106
437,1OT,3:15.0,,J. Barea misses 2-pt layup from 3 ft,108,106
438,1OT,3:14.0,Defensive rebound by B. Biyombo,,108,106
439,1OT,2:59.0,D. Graham misses 3-pt jump shot from 27 ft,,108,106
440,1OT,2:55.0,,Defensive rebound by D. Finney-Smith,108,106
441,1OT,2:43.0,,M. Kleber makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),108,109
442,1OT,2:23.0,M. Bridges misses 3-pt jump shot from 23 ft,,108,109
443,1OT,2:18.0,Offensive rebound by T. Rozier,,108,109
444,1OT,2:18.0,T. Rozier makes 2-pt layup from 1 ft,,110,109
445,1OT,1:57.0,,L. Dončić misses 2-pt jump shot from 13 ft,110,109
446,1OT,1:54.0,Defensive rebound by P. Washington,,110,109
447,1OT,1:48.0,D. Graham makes 2-pt layup from 1 ft,,112,109
448,1OT,1:48.0,,Dallas full timeout,112,109
449,1OT,1:48.0,,S. Curry enters the game for J. Barea,112,109
450,1OT,1:27.0,,S. Curry makes 2-pt jump shot from 12 ft,112,111
451,1OT,1:13.0,P. Washington makes 2-pt layup from 1 ft (assist by D. Graham),,114,111
452,1OT,1:02.0,,M. Kleber makes 3-pt jump shot from 27 ft (assist by L. Dončić),114,114
453,1OT,0:41.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Bridges),,117,114
454,1OT,0:41.0,,Dallas full timeout,117,114
455,1OT,0:33.0,,M. Kleber misses 3-pt jump shot from 22 ft,117,114
456,1OT,0:31.0,,Offensive rebound by D. Finney-Smith,117,114
457,1OT,0:24.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by S. Curry),117,116
458,1OT,0:24.0,Charlotte full timeout,,117,116
459,1OT,0:24.0,D. Bacon enters the game for B. Biyombo,,117,116
460,1OT,0:24.0,,J. Reaves enters the game for D. Powell,117,116
461,1OT,0:22.0,Personal foul by D. Finney-Smith (drawn by D. Graham),,117,116
462,1OT,0:22.0,M. Williams enters the game for D. Bacon,,117,116
463,1OT,0:22.0,,D. Powell enters the game for J. Reaves,117,116
464,1OT,0:20.0,Personal take foul by D. Powell (drawn by M. Bridges),,117,116
465,1OT,0:20.0,,J. Barea enters the game for D. Powell,117,116
466,1OT,0:20.0,M. Bridges makes free throw 1 of 2,,118,116
467,1OT,0:20.0,B. Biyombo enters the game for P. Washington,,118,116
468,1OT,0:20.0,C. Martin enters the game for M. Williams,,118,116
469,1OT,0:20.0,M. Bridges makes free throw 2 of 2,,119,116
470,1OT,0:15.0,,Personal foul by B. Biyombo (drawn by S. Curry),119,116
471,1OT,0:11.0,,L. Dončić makes 2-pt layup from 2 ft,119,118
472,1OT,0:10.0,Charlotte full timeout,,119,118
473,1OT,0:10.0,M. Monk enters the game for B. Biyombo,,119,118
474,1OT,0:10.0,P. Washington enters the game for M. Bridges,,119,118
475,1OT,0:10.0,M. Williams enters the game for C. Martin,,119,118
476,1OT,0:10.0,,J. Reaves enters the game for J. Barea,119,118
477,1OT,0:09.0,Personal take foul by D. Finney-Smith (drawn by T. Rozier),,119,118
478,1OT,0:09.0,T. Rozier makes free throw 1 of 2,,120,118
479,1OT,0:09.0,B. Biyombo enters the game for M. Monk,,120,118
480,1OT,0:09.0,M. Bridges enters the game for M. Williams,,120,118
481,1OT,0:09.0,,J. Barea enters the game for J. Reaves,120,118
482,1OT,0:09.0,T. Rozier makes free throw 2 of 2,,121,118
483,1OT,0:04.0,,Personal take foul by B. Biyombo (drawn by S. Curry),121,118
484,1OT,0:04.0,,S. Curry makes free throw 1 of 2,121,119
485,1OT,0:04.0,M. Williams enters the game for M. Bridges,,121,119
486,1OT,0:04.0,,S. Curry makes free throw 2 of 2,121,120
487,1OT,0:03.0,Personal take foul by L. Dončić (drawn by D. Graham),,121,120
488,1OT,0:03.0,D. Graham makes free throw 1 of 2,,122,120
489,1OT,0:03.0,M. Bridges enters the game for M. Williams,,122,120
490,1OT,0:03.0,D. Graham makes free throw 2 of 2,,123,120
491,1OT,0:00.0,,L. Dončić misses 3-pt jump shot from 55 ft,123,120
492,1OT,0:00.0,,Offensive rebound by Team,123,120
