,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MEMPHIS_ACTION,PHOENIX_SCORE,MEMPHIS_SCORE
0,1,11:43.0,,D. Brooks misses 3-pt jump shot from 26 ft,0,0
1,1,11:42.0,Defensive rebound by Team,,0,0
2,1,11:24.0,D. Booker makes 2-pt jump shot from 16 ft,,2,0
3,1,10:59.0,,J. Valančiūnas misses 2-pt hook shot from 6 ft,2,0
4,1,10:56.0,Defensive rebound by R. Rubio,,2,0
5,1,10:51.0,Shooting foul by J. Valančiūnas (drawn by A. Baynes),,2,0
6,1,10:51.0,Offensive rebound by Team,,2,0
7,1,10:51.0,A. Baynes misses free throw 1 of 2,,2,0
8,1,10:51.0,A. Baynes makes free throw 2 of 2,,3,0
9,1,10:37.0,,J. Valančiūnas makes 3-pt jump shot from 23 ft (assist by J. Morant),3,3
10,1,10:19.0,K. Oubre makes 2-pt jump shot from 7 ft (assist by A. Baynes),,5,3
11,1,10:02.0,,J. Morant makes 2-pt layup from 2 ft,5,5
12,1,9:51.0,Personal foul by J. Jackson (drawn by K. Oubre),,5,5
13,1,9:50.0,Personal foul by D. Brooks (drawn by D. Booker),,5,5
14,1,9:48.0,D. Booker makes 2-pt layup at rim (assist by K. Oubre),,7,5
15,1,9:29.0,,J. Morant misses 3-pt jump shot from 25 ft,7,5
16,1,9:27.0,Defensive rebound by D. Booker,,7,5
17,1,9:19.0,D. Šarić misses 2-pt layup from 1 ft (block by J. Jackson),,7,5
18,1,9:16.0,,Defensive rebound by J. Valančiūnas,7,5
19,1,9:12.0,,D. Brooks misses 2-pt layup from 3 ft,7,5
20,1,9:09.0,,Offensive rebound by D. Brooks,7,5
21,1,9:08.0,,D. Brooks makes 2-pt layup from 1 ft,7,7
22,1,8:55.0,D. Šarić misses 3-pt jump shot from 26 ft,,7,7
23,1,8:52.0,,Defensive rebound by J. Morant,7,7
24,1,8:43.0,,J. Crowder misses 2-pt jump shot from 19 ft,7,7
25,1,8:39.0,Defensive rebound by K. Oubre,,7,7
26,1,8:32.0,R. Rubio misses 2-pt jump shot from 9 ft,,7,7
27,1,8:30.0,,Defensive rebound by J. Valančiūnas,7,7
28,1,8:25.0,,Personal foul by K. Oubre (drawn by J. Jackson),7,7
29,1,8:14.0,,Turnover by J. Morant (bad pass; steal by R. Rubio),7,7
30,1,8:05.0,Turnover by R. Rubio (bad pass; steal by D. Brooks),,7,7
31,1,7:55.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,7,7
32,1,7:53.0,,Offensive rebound by J. Valančiūnas,7,7
33,1,7:53.0,,Turnover by J. Valančiūnas (off goaltending),7,7
34,1,7:40.0,Turnover by D. Booker (bad pass),,7,7
35,1,7:25.0,,J. Jackson makes 2-pt dunk at rim (assist by J. Morant),7,9
36,1,7:10.0,A. Baynes misses 3-pt jump shot from 24 ft,,7,9
37,1,7:07.0,,Defensive rebound by Team,7,9
38,1,7:07.0,,Memphis full timeout,7,9
39,1,6:47.0,,Shooting foul by R. Rubio (drawn by J. Morant),7,9
40,1,6:47.0,,J. Morant makes free throw 1 of 2,7,10
