,QUARTER,TIME_REMAINING,DETROIT_ACTION,PORTLAND_ACTION,DETROIT_SCORE,PORTLAND_SCORE
0,1,11:50.0,,T. Ariza misses 3-pt jump shot from 26 ft,0,0
1,1,11:50.0,Defensive rebound by Team,,0,0
2,1,11:39.0,Personal foul by T. Ariza (drawn by T. Maker),,0,0
3,1,11:39.0,Instant Replay (Request: Ruling Stands),,0,0
4,1,11:26.0,S. Doumbouya makes 2-pt jump shot from 18 ft (assist by S. Mykhailiuk),,2,0
5,1,11:07.0,,Turnover by T. Ariza (step out of bounds),2,0
6,1,10:50.0,T. Snell makes 3-pt jump shot from 23 ft (assist by S. Mykhailiuk),,5,0
7,1,10:21.0,,C. Anthony makes 2-pt jump shot from 9 ft,5,2
8,1,9:59.0,T. Maker makes 2-pt jump shot from 6 ft (assist by D. Rose),,7,2
9,1,9:37.0,,Turnover by T. Ariza (bad pass; steal by S. Doumbouya),7,2
10,1,9:32.0,T. Maker misses 3-pt jump shot from 23 ft,,7,2
11,1,9:28.0,,Defensive rebound by T. Ariza,7,2
12,1,9:19.0,,C. McCollum makes 2-pt jump shot from 20 ft,7,4
13,1,9:03.0,S. Doumbouya misses 3-pt jump shot from 24 ft,,7,4
14,1,9:01.0,,Defensive rebound by H. Whiteside,7,4
15,1,8:55.0,,C. McCollum makes 3-pt jump shot from 26 ft,7,7
16,1,8:43.0,D. Rose makes 2-pt jump shot from 8 ft,,9,7
17,1,8:28.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by C. McCollum),9,9
18,1,8:28.0,,Shooting foul by T. Maker (drawn by H. Whiteside),9,9
19,1,8:28.0,,H. Whiteside misses free throw 1 of 1,9,9
20,1,8:26.0,Defensive rebound by T. Maker,,9,9
21,1,8:20.0,Turnover by S. Mykhailiuk (lost ball; steal by C. McCollum),,9,9
22,1,8:17.0,,C. McCollum makes 2-pt layup from 1 ft,9,11
23,1,7:59.0,D. Rose misses 2-pt jump shot from 18 ft,,9,11
24,1,7:56.0,,Defensive rebound by C. McCollum,9,11
25,1,7:50.0,,C. McCollum makes 3-pt jump shot from 25 ft,9,14
26,1,7:39.0,Personal foul by C. McCollum (drawn by S. Mykhailiuk),,9,14
27,1,7:32.0,T. Snell misses 2-pt jump shot from 5 ft (block by G. Trent),,9,14
28,1,7:32.0,Offensive rebound by Team,,9,14
29,1,7:25.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,9,14
30,1,7:23.0,,Defensive rebound by C. McCollum,9,14
31,1,7:19.0,,C. Anthony makes 2-pt dunk at rim (assist by C. McCollum),9,16
32,1,7:13.0,Detroit full timeout,,9,16
33,1,7:03.0,D. Rose makes 2-pt jump shot from 18 ft,,11,16
34,1,6:43.0,,H. Whiteside misses 2-pt jump shot from 9 ft,11,16
35,1,6:41.0,,Offensive rebound by H. Whiteside,11,16
36,1,6:40.0,,H. Whiteside makes 2-pt layup from 2 ft,11,18
37,1,6:23.0,T. Maker misses 2-pt layup from 2 ft (block by H. Whiteside),,11,18
38,1,6:23.0,,Defensive rebound by G. Trent,11,18
39,1,6:17.0,,C. Anthony makes 3-pt jump shot from 27 ft (assist by G. Trent),11,21
40,1,6:04.0,D. Rose misses 2-pt jump shot from 15 ft,,11,21
41,1,6:03.0,,Defensive rebound by H. Whiteside,11,21
42,1,5:57.0,,Personal foul by S. Doumbouya (drawn by C. Anthony),11,21
43,1,5:57.0,B. Brown enters the game for S. Mykhailiuk,,11,21
44,1,5:57.0,L. Galloway enters the game for T. Snell,,11,21
45,1,5:49.0,,C. Anthony makes 3-pt jump shot from 23 ft (assist by C. McCollum),11,24
46,1,5:33.0,L. Galloway misses 2-pt jump shot from 2 ft,,11,24
47,1,5:32.0,Offensive rebound by T. Maker,,11,24
48,1,5:27.0,D. Rose misses 3-pt jump shot from 25 ft,,11,24
49,1,5:25.0,,Defensive rebound by H. Whiteside,11,24
50,1,5:18.0,,H. Whiteside misses 2-pt jump shot from 13 ft,11,24
51,1,5:16.0,,Offensive rebound by Team,11,24
52,1,5:16.0,B. Knight enters the game for D. Rose,,11,24
53,1,5:04.0,,G. Trent makes 2-pt jump shot from 23 ft (assist by C. McCollum),11,26
54,1,4:43.0,S. Doumbouya misses 3-pt jump shot from 26 ft,,11,26
55,1,4:40.0,,Defensive rebound by C. McCollum,11,26
56,1,4:34.0,,C. Anthony makes 2-pt layup at rim (assist by C. McCollum),11,28
57,1,4:11.0,Turnover by L. Galloway (bad pass; steal by G. Trent),,11,28
58,1,4:10.0,,G. Trent makes 2-pt dunk at rim,11,30
59,1,4:10.0,Detroit full timeout,,11,30
60,1,4:10.0,J. Henson enters the game for S. Doumbouya,,11,30
61,1,4:10.0,C. Wood enters the game for T. Maker,,11,30
62,1,4:10.0,,N. Little enters the game for C. Anthony,11,30
63,1,4:10.0,,A. Simons enters the game for G. Trent,11,30
64,1,3:53.0,B. Brown misses 2-pt layup from 2 ft,,11,30
65,1,3:53.0,Offensive rebound by J. Henson,,11,30
66,1,3:50.0,J. Henson makes 2-pt layup at rim,,13,30
67,1,3:40.0,,Turnover by A. Simons (bad pass; steal by L. Galloway),13,30
68,1,3:37.0,Shooting foul by A. Simons (drawn by C. Wood),,13,30
69,1,3:37.0,C. Wood makes free throw 1 of 2,,14,30
70,1,3:37.0,C. Wood makes free throw 2 of 2,,15,30
71,1,3:24.0,,C. McCollum misses 3-pt jump shot from 25 ft,15,30
72,1,3:23.0,Defensive rebound by B. Knight,,15,30
73,1,3:19.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by B. Brown),,18,30
74,1,3:02.0,,H. Whiteside misses 2-pt jump shot from 19 ft,18,30
75,1,3:00.0,Defensive rebound by J. Henson,,18,30
76,1,2:45.0,J. Henson misses 2-pt hook shot from 3 ft (block by H. Whiteside),,18,30
77,1,2:44.0,,Defensive rebound by H. Whiteside,18,30
78,1,2:44.0,,Personal foul by L. Galloway (drawn by T. Ariza),18,30
79,1,2:44.0,,W. Gabriel enters the game for T. Ariza,18,30
80,1,2:44.0,,M. Hezonja enters the game for H. Whiteside,18,30
81,1,2:22.0,,A. Simons makes 3-pt jump shot from 29 ft,18,33
82,1,1:59.0,L. Galloway misses 2-pt jump shot from 6 ft,,18,33
83,1,1:57.0,Offensive rebound by L. Galloway,,18,33
84,1,1:50.0,B. Knight makes 3-pt jump shot from 27 ft (assist by L. Galloway),,21,33
85,1,1:34.0,,C. McCollum makes 3-pt jump shot from 26 ft,21,36
86,1,1:17.0,Def 3 sec tech foul by Team,,21,36
