,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHOENIX_ACTION,GOLDEN STATE_SCORE,PHOENIX_SCORE
0,1,11:41.0,,Personal foul by M. Chriss (drawn by D. Ayton),0,0
1,1,11:31.0,,D. Ayton makes 2-pt jump shot from 10 ft (assist by D. Šarić),0,2
2,1,11:15.0,A. Wiggins makes 2-pt layup from 1 ft (assist by D. Bender),,2,2
3,1,11:15.0,Shooting foul by D. Ayton (drawn by A. Wiggins),,2,2
4,1,11:15.0,A. Wiggins makes free throw 1 of 1,,3,2
5,1,11:03.0,,D. Šarić makes 2-pt layup at rim,3,4
6,1,10:51.0,D. Bender misses 3-pt jump shot from 26 ft,,3,4
7,1,10:49.0,,Defensive rebound by D. Ayton,3,4
8,1,10:41.0,,D. Šarić makes 2-pt hook shot from 1 ft (assist by R. Rubio),3,6
9,1,10:31.0,A. Wiggins misses 2-pt layup from 1 ft (block by D. Ayton),,3,6
10,1,10:31.0,,Defensive rebound by Team,3,6
11,1,10:13.0,,D. Šarić misses 2-pt layup from 1 ft (block by M. Chriss),3,6
12,1,10:11.0,Defensive rebound by D. Lee,,3,6
13,1,10:06.0,Turnover by J. Toscano-Anderson (traveling),,3,6
14,1,9:44.0,,Turnover by D. Booker (bad pass),3,6
15,1,9:28.0,A. Wiggins misses 2-pt hook shot from 2 ft,,3,6
16,1,9:25.0,,Defensive rebound by D. Šarić,3,6
17,1,9:19.0,,D. Ayton makes 2-pt jump shot from 9 ft (assist by R. Rubio),3,8
18,1,8:56.0,D. Bender makes 2-pt hook shot from 6 ft (assist by J. Toscano-Anderson),,5,8
19,1,8:48.0,,R. Rubio makes 2-pt jump shot from 20 ft,5,10
20,1,8:35.0,D. Bender makes 3-pt jump shot from 25 ft (assist by D. Lee),,8,10
21,1,8:19.0,,Turnover by D. Booker (bad pass; steal by M. Chriss),8,10
22,1,8:11.0,Turnover by D. Bender (bad pass; steal by D. Ayton),,8,10
23,1,8:05.0,,R. Rubio makes 2-pt jump shot from 10 ft,8,12
24,1,7:48.0,Shooting foul by M. Bridges (drawn by M. Chriss),,8,12
25,1,7:48.0,M. Chriss makes free throw 1 of 2,,9,12
26,1,7:48.0,M. Chriss misses free throw 2 of 2,,9,12
27,1,7:46.0,,Defensive rebound by D. Ayton,9,12
28,1,7:35.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Šarić),9,15
29,1,7:18.0,A. Wiggins misses 3-pt jump shot from 26 ft,,9,15
30,1,7:15.0,,Defensive rebound by D. Šarić,9,15
31,1,7:11.0,,D. Booker misses 3-pt jump shot from 26 ft (block by A. Wiggins),9,15
32,1,7:10.0,Defensive rebound by M. Chriss,,9,15
33,1,7:06.0,Personal foul by D. Šarić (drawn by A. Wiggins),,9,15
34,1,7:01.0,D. Lee makes 3-pt jump shot from 27 ft (assist by M. Chriss),,12,15
35,1,6:48.0,,D. Booker makes 3-pt jump shot from 26 ft (assist by M. Bridges),12,18
36,1,6:35.0,M. Chriss makes 2-pt hook shot from 2 ft,,14,18
37,1,6:13.0,,D. Ayton misses 2-pt jump shot from 11 ft,14,18
38,1,6:10.0,Defensive rebound by D. Bender,,14,18
39,1,5:55.0,A. Wiggins misses 2-pt jump shot from 20 ft,,14,18
40,1,5:55.0,,Defensive rebound by Team,14,18
41,1,5:55.0,Loose ball foul by M. Chriss (drawn by M. Bridges),,14,18
42,1,5:55.0,,Phoenix full timeout,14,18
43,1,5:55.0,E. Paschall enters the game for M. Chriss,,14,18
44,1,5:38.0,,D. Ayton makes 2-pt layup from 2 ft (assist by R. Rubio),14,20
45,1,5:25.0,Shooting foul by D. Ayton (drawn by D. Lee),,14,20
46,1,5:25.0,D. Lee makes free throw 1 of 2,,15,20
