,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
382,4,6:52.0,,Defensive rebound by M. Monk,84,90
383,4,6:45.0,,D. Graham makes 3-pt jump shot from 25 ft (assist by M. Monk),84,93
384,4,6:29.0,M. Bagley makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),,86,93
385,4,6:07.0,,D. Graham makes 3-pt jump shot from 26 ft (assist by M. Monk),86,96
386,4,6:05.0,Sacramento full timeout,,86,96
387,4,6:05.0,N. Bjelica enters the game for M. Bagley,,86,96
388,4,6:05.0,B. Hield enters the game for B. Bogdanović,,86,96
389,4,6:05.0,R. Holmes enters the game for C. Joseph,,86,96
390,4,6:05.0,,C. Martin enters the game for T. Rozier,86,96
391,4,5:48.0,R. Holmes misses 2-pt layup from 2 ft,,86,96
392,4,5:46.0,Offensive rebound by R. Holmes,,86,96
393,4,5:44.0,R. Holmes misses 2-pt layup from 2 ft,,86,96
394,4,5:44.0,Offensive rebound by R. Holmes,,86,96
395,4,5:38.0,R. Holmes misses 2-pt layup from 1 ft,,86,96
396,4,5:38.0,,Defensive rebound by M. Monk,86,96
397,4,5:19.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by C. Martin),86,98
398,4,5:06.0,H. Barnes makes 2-pt jump shot from 6 ft,,88,98
399,4,4:44.0,,M. Kidd-Gilchrist makes 3-pt jump shot from 24 ft (assist by B. Biyombo),88,101
400,4,4:33.0,Shooting foul by M. Monk (drawn by D. Fox),,88,101
401,4,4:33.0,D. Fox makes free throw 1 of 2,,89,101
402,4,4:33.0,D. Fox makes free throw 2 of 2,,90,101
403,4,4:11.0,,Shooting foul by R. Holmes (drawn by M. Monk),90,101
404,4,4:11.0,,Charlotte full timeout,90,101
405,4,4:11.0,B. Bogdanović enters the game for R. Holmes,,90,101
406,4,4:11.0,,M. Monk makes free throw 1 of 2,90,102
407,4,4:11.0,,M. Williams enters the game for B. Biyombo,90,102
408,4,4:11.0,,M. Monk makes free throw 2 of 2,90,103
409,4,3:58.0,D. Fox makes 2-pt layup from 2 ft,,92,103
410,4,3:31.0,,D. Graham misses 3-pt jump shot from 28 ft,92,103
411,4,3:29.0,Defensive rebound by N. Bjelica,,92,103
412,4,3:26.0,Instant Replay (Challenge: Ruling Stands),,92,103
413,4,3:26.0,,T. Rozier enters the game for M. Kidd-Gilchrist,92,103
414,4,3:18.0,H. Barnes misses 2-pt layup from 2 ft,,92,103
415,4,3:17.0,Offensive rebound by Team,,92,103
416,4,3:16.0,Shooting foul by T. Rozier (drawn by N. Bjelica),,92,103
417,4,3:16.0,N. Bjelica makes free throw 1 of 2,,93,103
418,4,3:16.0,,Charlotte full timeout,93,103
419,4,3:16.0,,C. Zeller enters the game for C. Martin,93,103
420,4,3:16.0,N. Bjelica makes free throw 2 of 2,,94,103
421,4,3:05.0,,Personal foul by H. Barnes (drawn by C. Zeller),94,103
422,4,2:50.0,,D. Graham misses 2-pt jump shot from 11 ft,94,103
423,4,2:49.0,,Offensive rebound by M. Williams,94,103
424,4,2:37.0,,M. Monk makes 2-pt layup from 2 ft (assist by T. Rozier),94,105
425,4,2:22.0,B. Hield misses 2-pt jump shot from 10 ft (block by M. Williams),,94,105
426,4,2:18.0,,Defensive rebound by C. Zeller,94,105
427,4,2:10.0,,Turnover by (8 sec),94,105
428,4,2:01.0,Turnover by D. Fox (out of bounds lost ball),,94,105
429,4,1:51.0,,Turnover by T. Rozier (bad pass; steal by N. Bjelica),94,105
430,4,1:37.0,B. Hield makes 3-pt jump shot from 26 ft (assist by H. Barnes),,97,105
431,4,1:15.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by D. Graham),97,108
432,4,1:06.0,B. Hield makes 2-pt layup from 3 ft,,99,108
433,4,1:00.0,,Personal take foul by D. Fox (drawn by T. Rozier),99,108
434,4,0:43.0,,T. Rozier misses 3-pt jump shot from 25 ft,99,108
435,4,0:39.0,,Offensive rebound by M. Monk,99,108
436,4,0:39.0,,M. Monk makes 2-pt dunk at rim,99,110
437,4,0:31.0,B. Hield misses 3-pt jump shot from 26 ft,,99,110
438,4,0:28.0,,Defensive rebound by M. Monk,99,110
439,4,0:05.0,,Turnover by Team (shot clock),99,110
440,4,0:00.0,B. Hield makes 3-pt jump shot from 28 ft,,102,110
441,4,0:00.0,Instant Replay (Request: Ruling Stands),,102,110
