,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
39,1,6:00.0,,Defensive rebound by I. Smith,17,14
40,1,5:55.0,,R. Hachimura misses 2-pt jump shot from 13 ft,17,14
41,1,5:51.0,Defensive rebound by K. Middleton,,17,14
42,1,5:48.0,K. Middleton makes 2-pt jump shot from 15 ft,,19,14
43,1,5:37.0,,Turnover by I. Smith (out of bounds lost ball),19,14
44,1,5:37.0,D. DiVincenzo enters the game for E. Bledsoe,,19,14
45,1,5:37.0,G. Hill enters the game for R. Lopez,,19,14
46,1,5:37.0,E. İlyasova enters the game for W. Matthews,,19,14
47,1,5:37.0,,M. Wagner enters the game for I. Mahinmi,19,14
48,1,5:27.0,K. Middleton makes 2-pt jump shot from 21 ft,,21,14
49,1,5:14.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Wagner),21,17
50,1,4:54.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,21,17
51,1,4:52.0,,Defensive rebound by I. Bonga,21,17
52,1,4:42.0,,I. Bonga misses 2-pt jump shot from 8 ft,21,17
53,1,4:38.0,Defensive rebound by G. Antetokounmpo,,21,17
54,1,4:35.0,D. DiVincenzo misses 3-pt jump shot from 24 ft,,21,17
55,1,4:29.0,,Defensive rebound by I. Smith,21,17
56,1,4:24.0,,Offensive foul by I. Smith (drawn by K. Middleton),21,17
57,1,4:24.0,,Turnover by I. Smith (offensive foul),21,17
58,1,4:24.0,M. Williams enters the game for G. Antetokounmpo,,21,17
59,1,4:24.0,,T. Brown enters the game for I. Bonga,21,17
60,1,4:24.0,,S. Napier enters the game for I. Smith,21,17
61,1,4:03.0,Shooting foul by M. Wagner (drawn by K. Middleton),,21,17
62,1,4:03.0,K. Middleton makes free throw 1 of 2,,22,17
63,1,4:03.0,K. Middleton makes free throw 2 of 2,,23,17
64,1,3:54.0,,Turnover by B. Beal (back court),23,17
65,1,3:39.0,Offensive foul by D. DiVincenzo (drawn by M. Wagner),,23,17
66,1,3:39.0,Turnover by D. DiVincenzo (offensive foul),,23,17
67,1,3:39.0,P. Connaughton enters the game for K. Middleton,,23,17
68,1,3:39.0,,J. Robinson enters the game for B. Beal,23,17
69,1,3:22.0,,M. Wagner makes 2-pt layup from 2 ft (assist by S. Napier),23,19
70,1,3:09.0,M. Williams misses 3-pt jump shot from 24 ft,,23,19
71,1,3:06.0,,Defensive rebound by S. Napier,23,19
72,1,3:03.0,,S. Napier makes 2-pt jump shot from 19 ft,23,21
73,1,3:01.0,Milwaukee full timeout,,23,21
74,1,2:43.0,Turnover by E. İlyasova (traveling),,23,21
75,1,2:34.0,,Shooting foul by E. İlyasova (drawn by M. Wagner),23,21
76,1,2:34.0,,M. Wagner makes free throw 1 of 2,23,22
77,1,2:34.0,,I. Bonga enters the game for R. Hachimura,23,22
78,1,2:34.0,,M. Wagner makes free throw 2 of 2,23,23
79,1,2:26.0,G. Hill makes 3-pt jump shot from 26 ft,,26,23
80,1,2:11.0,,S. Napier makes 2-pt jump shot from 15 ft,26,25
81,1,1:57.0,G. Hill misses 3-pt jump shot from 27 ft,,26,25
82,1,1:52.0,,Defensive rebound by T. Brown,26,25
83,1,1:48.0,,T. Brown misses 2-pt jump shot from 19 ft,26,25
84,1,1:43.0,Defensive rebound by D. DiVincenzo,,26,25
85,1,1:34.0,Turnover by D. DiVincenzo (bad pass; steal by I. Bonga),,26,25
86,1,1:31.0,,S. Napier misses 3-pt jump shot from 26 ft,26,25
87,1,1:26.0,Defensive rebound by E. İlyasova,,26,25
88,1,1:20.0,G. Hill misses 2-pt layup from 4 ft,,26,25
89,1,1:17.0,,Defensive rebound by J. Robinson,26,25
90,1,1:13.0,,T. Brown misses 3-pt jump shot from 25 ft,26,25
91,1,1:10.0,Defensive rebound by D. DiVincenzo,,26,25
92,1,0:57.0,Shooting foul by M. Wagner (drawn by D. DiVincenzo),,26,25
93,1,0:57.0,D. DiVincenzo makes free throw 1 of 2,,27,25
94,1,0:57.0,G. Antetokounmpo enters the game for G. Hill,,27,25
95,1,0:57.0,E. Bledsoe enters the game for E. İlyasova,,27,25
96,1,0:57.0,D. DiVincenzo makes free throw 2 of 2,,28,25
97,1,0:45.0,,Turnover by S. Napier (bad pass),28,25
98,1,0:35.0,Shooting foul by S. Napier (drawn by E. Bledsoe),,28,25
99,1,0:35.0,E. Bledsoe makes free throw 1 of 2,,29,25
100,1,0:35.0,E. Bledsoe makes free throw 2 of 2,,30,25
101,1,0:31.0,,T. Brown misses 3-pt jump shot from 26 ft,30,25
102,1,0:27.0,Defensive rebound by D. DiVincenzo,,30,25
103,1,0:23.0,Personal foul by I. Bonga (drawn by G. Antetokounmpo),,30,25
104,1,0:23.0,G. Antetokounmpo misses free throw 1 of 2,,30,25
105,1,0:23.0,Offensive rebound by Team,,30,25
106,1,0:23.0,S. Brown enters the game for E. Bledsoe,,30,25
107,1,0:23.0,G. Antetokounmpo misses free throw 2 of 2,,30,25
108,1,0:20.0,,Defensive rebound by I. Bonga,30,25
109,1,0:03.0,,S. Napier misses 2-pt jump shot from 18 ft,30,25
110,1,0:03.0,Defensive rebound by D. DiVincenzo,,30,25
111,2,11:53.0,,T. Brown makes 2-pt layup from 5 ft (assist by M. Wagner),30,27
112,2,11:36.0,S. Brown misses 2-pt jump shot from 20 ft,,30,27
113,2,11:33.0,,Defensive rebound by S. Napier,30,27
114,2,11:23.0,,J. Robinson makes 2-pt layup from 12 ft,30,29
115,2,11:03.0,Turnover by G. Antetokounmpo (3 sec),,30,29
116,2,11:03.0,W. Matthews enters the game for P. Connaughton,,30,29
117,2,10:54.0,,Personal foul by G. Antetokounmpo (drawn by I. Bonga),30,29
118,2,10:54.0,R. Lopez enters the game for M. Williams,,30,29
119,2,10:48.0,,S. Napier misses 2-pt jump shot from 18 ft,30,29
120,2,10:45.0,,Offensive rebound by M. Wagner,30,29
121,2,10:42.0,,J. Robinson misses 3-pt jump shot from 25 ft,30,29
122,2,10:37.0,Defensive rebound by G. Antetokounmpo,,30,29
123,2,10:31.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,33,29
124,2,10:31.0,Shooting foul by I. Bonga (drawn by W. Matthews),,33,29
125,2,10:31.0,,R. Hachimura enters the game for I. Bonga,33,29
126,2,10:31.0,W. Matthews misses free throw 1 of 1,,33,29
127,2,10:26.0,,Defensive rebound by M. Wagner,33,29
128,2,10:14.0,,M. Wagner misses 2-pt layup from 5 ft (block by G. Antetokounmpo),33,29
129,2,10:12.0,Defensive rebound by G. Antetokounmpo,,33,29
130,2,10:06.0,Turnover by G. Antetokounmpo (bad pass),,33,29
131,2,9:57.0,,T. Brown misses 2-pt jump shot from 18 ft,33,29
132,2,9:53.0,Defensive rebound by G. Antetokounmpo,,33,29
133,2,9:46.0,R. Lopez makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,36,29
134,2,9:30.0,,R. Hachimura makes 2-pt hook shot from 12 ft,36,31
135,2,9:04.0,R. Lopez makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),,39,31
136,2,8:57.0,,Washington full timeout,39,31
137,2,8:57.0,K. Middleton enters the game for G. Antetokounmpo,,39,31
138,2,8:57.0,,B. Beal enters the game for T. Brown,39,31
139,2,8:57.0,,I. Mahinmi enters the game for M. Wagner,39,31
140,2,8:48.0,,Turnover by J. Robinson (out of bounds lost ball),39,31
141,2,8:29.0,Shooting foul by S. Napier (drawn by K. Middleton),,39,31
142,2,8:29.0,K. Middleton makes free throw 1 of 2,,40,31
143,2,8:29.0,K. Middleton makes free throw 2 of 2,,41,31
144,2,8:14.0,,Shooting foul by K. Middleton (drawn by B. Beal),41,31
145,2,8:14.0,,B. Beal makes free throw 1 of 2,41,32
146,2,8:14.0,G. Hill enters the game for E. Bledsoe,,41,32
147,2,8:14.0,,B. Beal makes free throw 2 of 2,41,33
148,2,7:50.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by K. Middleton),,44,33
149,2,7:36.0,,Shooting foul by S. Brown (drawn by B. Beal),44,33
150,2,7:36.0,,Instant Replay (Request: Stands),44,33
151,2,7:36.0,,B. Beal makes free throw 1 of 3,44,34
152,2,7:36.0,,B. Beal makes free throw 2 of 3,44,35
153,2,7:36.0,,B. Beal makes free throw 3 of 3,44,36
154,2,7:26.0,K. Middleton misses 3-pt jump shot from 26 ft,,44,36
155,2,7:21.0,,Defensive rebound by S. Napier,44,36
156,2,7:19.0,,B. Beal misses 3-pt jump shot from 26 ft,44,36
157,2,7:15.0,,Offensive rebound by B. Beal,44,36
158,2,7:05.0,,Shooting foul by S. Brown (drawn by S. Napier),44,36
159,2,7:05.0,,S. Napier makes free throw 1 of 2,44,37
160,2,7:05.0,M. Williams enters the game for S. Brown,,44,37
161,2,7:05.0,,S. Napier makes free throw 2 of 2,44,38
162,2,6:58.0,W. Matthews misses 3-pt jump shot from 26 ft,,44,38
163,2,6:54.0,,Defensive rebound by J. Robinson,44,38
164,2,6:38.0,,J. Robinson misses 2-pt layup from 9 ft,44,38
165,2,6:38.0,Defensive rebound by Team,,44,38
166,2,6:21.0,G. Hill makes 3-pt jump shot from 23 ft (assist by R. Lopez),,47,38
167,2,6:19.0,,Washington full timeout,47,38
168,2,6:19.0,,I. Smith enters the game for J. Robinson,47,38
169,2,6:07.0,,B. Beal misses 2-pt jump shot from 16 ft,47,38
170,2,6:04.0,Defensive rebound by K. Middleton,,47,38
171,2,5:43.0,K. Middleton misses 2-pt layup from 5 ft,,47,38
172,2,5:38.0,,Defensive rebound by I. Mahinmi,47,38
173,2,5:37.0,,I. Smith misses 2-pt jump shot from 16 ft,47,38
174,2,5:35.0,Defensive rebound by G. Hill,,47,38
175,2,5:28.0,G. Hill misses 3-pt jump shot from 25 ft,,47,38
176,2,5:25.0,,Defensive rebound by I. Mahinmi,47,38
177,2,5:05.0,,I. Smith misses 2-pt jump shot from 21 ft,47,38
178,2,5:04.0,Defensive rebound by Team,,47,38
179,2,5:04.0,,Loose ball foul by I. Mahinmi (drawn by R. Lopez),47,38
180,2,4:46.0,Turnover by W. Matthews (lost ball; steal by I. Smith),,47,38
181,2,4:39.0,,S. Napier misses 2-pt layup from 1 ft,47,38
182,2,4:36.0,,Offensive rebound by R. Hachimura,47,38
183,2,4:36.0,,R. Hachimura makes 2-pt layup from 1 ft,47,40
184,2,4:26.0,Turnover by W. Matthews (lost ball; steal by R. Hachimura),,47,40
185,2,4:21.0,,S. Napier makes 3-pt jump shot from 27 ft (assist by I. Smith),47,43
186,2,4:19.0,Milwaukee full timeout,,47,43
187,2,4:19.0,G. Antetokounmpo enters the game for R. Lopez,,47,43
188,2,4:19.0,D. DiVincenzo enters the game for W. Matthews,,47,43
189,2,3:59.0,Turnover by G. Antetokounmpo (bad pass),,47,43
190,2,3:44.0,,S. Napier misses 3-pt jump shot from 23 ft,47,43
191,2,3:41.0,Defensive rebound by D. DiVincenzo,,47,43
192,2,3:39.0,G. Hill misses 2-pt layup from 6 ft,,47,43
193,2,3:39.0,Offensive rebound by G. Antetokounmpo,,47,43
194,2,3:32.0,G. Antetokounmpo makes 2-pt dunk at rim,,49,43
195,2,3:13.0,,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by R. Hachimura),49,45
196,2,2:57.0,K. Middleton misses 3-pt jump shot from 28 ft,,49,45
197,2,2:53.0,Offensive rebound by D. DiVincenzo,,49,45
198,2,2:52.0,Offensive foul by G. Antetokounmpo (drawn by I. Mahinmi),,49,45
199,2,2:52.0,Turnover by G. Antetokounmpo (offensive foul),,49,45
200,2,2:52.0,E. Bledsoe enters the game for G. Hill,,49,45
201,2,2:52.0,P. Connaughton enters the game for K. Middleton,,49,45
202,2,2:37.0,,B. Beal misses 3-pt jump shot from 27 ft,49,45
203,2,2:33.0,Defensive rebound by G. Antetokounmpo,,49,45
204,2,2:27.0,Turnover by D. DiVincenzo (lost ball; steal by S. Napier),,49,45
205,2,2:24.0,,B. Beal makes 2-pt dunk from 1 ft (assist by S. Napier),49,47
206,2,2:24.0,,Violation by Team (delay of game),49,47
207,2,2:09.0,Turnover by G. Antetokounmpo (out of bounds lost ball),,49,47
208,2,2:09.0,K. Middleton enters the game for G. Antetokounmpo,,49,47
209,2,1:50.0,,I. Smith misses 2-pt layup from 1 ft,49,47
210,2,1:44.0,Defensive rebound by M. Williams,,49,47
211,2,1:40.0,K. Middleton makes 2-pt layup from 1 ft,,51,47
212,2,1:33.0,,Turnover by B. Beal (bad pass; steal by K. Middleton),51,47
213,2,1:27.0,E. Bledsoe misses 2-pt layup from 6 ft,,51,47
214,2,1:24.0,,Defensive rebound by R. Hachimura,51,47
215,2,1:20.0,,Offensive foul by B. Beal (drawn by M. Williams),51,47
216,2,1:20.0,,Turnover by B. Beal (offensive foul),51,47
217,2,1:20.0,G. Antetokounmpo enters the game for M. Williams,,51,47
218,2,1:05.0,D. DiVincenzo makes 2-pt layup from 3 ft,,53,47
219,2,0:55.0,,Personal foul by E. Bledsoe (drawn by I. Mahinmi),53,47
220,2,0:55.0,,I. Mahinmi misses free throw 1 of 2,53,47
221,2,0:55.0,,Offensive rebound by Team,53,47
222,2,0:55.0,,I. Mahinmi misses free throw 2 of 2,53,47
223,2,0:53.0,Defensive rebound by E. Bledsoe,,53,47
224,2,0:36.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,55,47
225,2,0:17.0,,B. Beal misses 2-pt jump shot from 18 ft,55,47
226,2,0:11.0,Defensive rebound by K. Middleton,,55,47
227,2,0:01.0,K. Middleton makes 2-pt layup from 5 ft,,57,47
228,2,0:00.0,,R. Hachimura misses 3-pt jump shot from 66 ft,57,47
229,2,0:00.0,,Offensive rebound by Team,57,47
230,3,11:40.0,,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by I. Smith),57,49
231,3,11:27.0,K. Middleton makes 2-pt jump shot from 22 ft,,59,49
232,3,11:05.0,,Offensive foul by B. Beal (drawn by R. Lopez),59,49
233,3,11:05.0,,Turnover by B. Beal (offensive foul),59,49
234,3,10:51.0,R. Lopez makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,62,49
235,3,10:31.0,,I. Mahinmi misses 3-pt jump shot from 23 ft,62,49
236,3,10:28.0,Defensive rebound by G. Antetokounmpo,,62,49
237,3,10:26.0,Shooting foul by B. Beal (drawn by G. Antetokounmpo),,62,49
238,3,10:26.0,G. Antetokounmpo makes free throw 1 of 2,,63,49
239,3,10:26.0,G. Antetokounmpo makes free throw 2 of 2,,64,49
240,3,10:15.0,,B. Beal makes 2-pt layup from 3 ft,64,51
241,3,10:15.0,,Shooting foul by K. Middleton (drawn by B. Beal),64,51
242,3,10:15.0,,B. Beal misses free throw 1 of 1,64,51
243,3,10:11.0,Defensive rebound by E. Bledsoe,,64,51
244,3,10:09.0,Shooting foul by R. Hachimura (drawn by G. Antetokounmpo),,64,51
245,3,10:09.0,G. Antetokounmpo makes free throw 1 of 2,,65,51
246,3,10:09.0,G. Antetokounmpo makes free throw 2 of 2,,66,51
247,3,9:49.0,,B. Beal misses 2-pt jump shot from 16 ft,66,51
248,3,9:45.0,Defensive rebound by G. Antetokounmpo,,66,51
249,3,9:42.0,W. Matthews misses 3-pt jump shot from 25 ft,,66,51
250,3,9:39.0,,Defensive rebound by I. Mahinmi,66,51
251,3,9:33.0,,I. Smith misses 2-pt jump shot from 16 ft,66,51
252,3,9:30.0,,Offensive rebound by I. Bonga,66,51
253,3,9:30.0,,Personal foul by R. Lopez (drawn by I. Bonga),66,51
254,3,9:19.0,,I. Bonga misses 3-pt jump shot from 24 ft,66,51
255,3,9:17.0,,Offensive rebound by I. Bonga,66,51
256,3,9:17.0,,Personal foul by G. Antetokounmpo (drawn by I. Bonga),66,51
257,3,9:17.0,Milwaukee full timeout,,66,51
258,3,9:17.0,Instant Replay (Challenge: Stands),,66,51
259,3,9:17.0,E. İlyasova enters the game for G. Antetokounmpo,,66,51
260,3,9:03.0,,R. Hachimura misses 2-pt jump shot from 19 ft,66,51
261,3,8:59.0,Defensive rebound by E. Bledsoe,,66,51
262,3,8:53.0,K. Middleton makes 2-pt jump shot from 16 ft,,68,51
263,3,8:35.0,,B. Beal misses 3-pt jump shot from 26 ft,68,51
264,3,8:32.0,Defensive rebound by E. Bledsoe,,68,51
265,3,8:29.0,E. Bledsoe makes 3-pt jump shot from 27 ft,,71,51
266,3,8:10.0,,I. Smith misses 3-pt jump shot from 24 ft,71,51
267,3,8:05.0,Defensive rebound by E. Bledsoe,,71,51
268,3,7:53.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,71,51
269,3,7:50.0,,Defensive rebound by R. Hachimura,71,51
270,3,7:46.0,,Personal foul by E. İlyasova (drawn by R. Hachimura),71,51
271,3,7:46.0,,T. Brown enters the game for I. Bonga,71,51
272,3,7:40.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by I. Mahinmi),71,53
273,3,7:27.0,E. Bledsoe misses 2-pt layup from 10 ft,,71,53
274,3,7:24.0,,Defensive rebound by I. Mahinmi,71,53
275,3,7:18.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by I. Smith),71,55
276,3,7:00.0,K. Middleton makes 2-pt jump shot from 6 ft,,73,55
277,3,6:41.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by B. Beal),73,57
278,3,6:27.0,W. Matthews misses 2-pt layup from 4 ft,,73,57
279,3,6:24.0,,Defensive rebound by R. Hachimura,73,57
280,3,6:17.0,,Shooting foul by E. İlyasova (drawn by R. Hachimura),73,57
281,3,6:17.0,,R. Hachimura makes free throw 1 of 2,73,58
282,3,6:17.0,M. Williams enters the game for R. Lopez,,73,58
283,3,6:17.0,,R. Hachimura makes free throw 2 of 2,73,59
284,3,6:08.0,Personal foul by I. Mahinmi (drawn by M. Williams),,73,59
285,3,6:00.0,E. İlyasova makes 2-pt layup from 3 ft (assist by E. Bledsoe),,75,59
286,3,5:49.0,,B. Beal misses 2-pt jump shot from 17 ft,75,59
287,3,5:45.0,Defensive rebound by E. İlyasova,,75,59
288,3,5:39.0,Turnover by E. Bledsoe (bad pass; steal by I. Smith),,75,59
289,3,5:35.0,,B. Beal makes 2-pt dunk from 1 ft (assist by I. Smith),75,61
290,3,5:24.0,Shooting foul by I. Mahinmi (drawn by E. Bledsoe),,75,61
291,3,5:24.0,E. Bledsoe makes free throw 1 of 2,,76,61
292,3,5:24.0,D. DiVincenzo enters the game for W. Matthews,,76,61
293,3,5:24.0,G. Hill enters the game for K. Middleton,,76,61
294,3,5:24.0,,M. Wagner enters the game for I. Mahinmi,76,61
295,3,5:24.0,E. Bledsoe misses free throw 2 of 2,,76,61
296,3,5:21.0,,Defensive rebound by M. Wagner,76,61
297,3,5:11.0,,Offensive foul by B. Beal (drawn by E. Bledsoe),76,61
298,3,5:11.0,,Turnover by B. Beal (offensive foul),76,61
299,3,5:11.0,K. Middleton enters the game for E. Bledsoe,,76,61
300,3,5:11.0,,Washington full timeout,76,61
301,3,5:11.0,E. Bledsoe enters the game for K. Middleton,,76,61
302,3,5:11.0,,Instant Replay (Challenge: Ruling Stands),76,61
303,3,5:11.0,K. Middleton enters the game for E. Bledsoe,,76,61
304,3,4:51.0,K. Middleton misses 2-pt jump shot from 12 ft,,76,61
305,3,4:47.0,,Defensive rebound by M. Wagner,76,61
306,3,4:36.0,,T. Brown misses 3-pt jump shot from 24 ft,76,61
307,3,4:33.0,Defensive rebound by M. Williams,,76,61
308,3,4:17.0,K. Middleton makes 3-pt jump shot from 23 ft,,79,61
309,3,3:54.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by M. Wagner),79,64
310,3,3:37.0,G. Hill misses 3-pt jump shot from 23 ft,,79,64
311,3,3:34.0,,Defensive rebound by M. Wagner,79,64
312,3,3:24.0,,Turnover by T. Brown (bad pass; steal by K. Middleton),79,64
313,3,3:18.0,M. Williams misses 3-pt jump shot from 27 ft,,79,64
314,3,3:13.0,,Defensive rebound by B. Beal,79,64
315,3,3:11.0,,M. Wagner misses 2-pt layup from 3 ft,79,64
316,3,3:07.0,Defensive rebound by D. DiVincenzo,,79,64
317,3,3:05.0,G. Hill makes 2-pt layup from 3 ft (assist by D. DiVincenzo),,81,64
318,3,3:05.0,,Violation by Team (def goaltending),81,64
319,3,2:51.0,,I. Smith makes 2-pt layup from 3 ft,81,66
320,3,2:51.0,,Shooting foul by E. İlyasova (drawn by I. Smith),81,66
321,3,2:51.0,G. Antetokounmpo enters the game for K. Middleton,,81,66
322,3,2:51.0,,S. Napier enters the game for R. Hachimura,81,66
323,3,2:51.0,,I. Smith makes free throw 1 of 1,81,67
324,3,2:35.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by G. Hill),,84,67
325,3,2:24.0,,S. Napier makes 3-pt jump shot from 26 ft (assist by I. Smith),84,70
326,3,2:12.0,G. Hill makes 2-pt layup at rim,,86,70
327,3,2:00.0,,S. Napier makes 2-pt layup from 2 ft,86,72
328,3,1:50.0,D. DiVincenzo makes 2-pt layup from 3 ft (assist by M. Williams),,88,72
329,3,1:39.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by S. Napier),88,75
330,3,1:25.0,G. Hill misses 3-pt jump shot from 26 ft,,88,75
331,3,1:20.0,,Defensive rebound by M. Wagner,88,75
332,3,1:17.0,,Personal foul by G. Hill (drawn by M. Wagner),88,75
333,3,1:17.0,,M. Wagner makes free throw 1 of 2,88,76
334,3,1:17.0,E. Bledsoe enters the game for G. Hill,,88,76
335,3,1:17.0,P. Connaughton enters the game for E. İlyasova,,88,76
336,3,1:17.0,,J. Robinson enters the game for B. Beal,88,76
337,3,1:17.0,,M. Wagner misses free throw 2 of 2,88,76
338,3,1:14.0,Defensive rebound by G. Antetokounmpo,,88,76
339,3,1:01.0,Shooting foul by M. Wagner (drawn by G. Antetokounmpo),,88,76
340,3,1:01.0,G. Antetokounmpo makes free throw 1 of 2,,89,76
341,3,1:01.0,G. Antetokounmpo makes free throw 2 of 2,,90,76
342,3,0:55.0,,S. Napier misses 3-pt jump shot from 26 ft,90,76
343,3,0:54.0,,Offensive rebound by Team,90,76
344,3,0:54.0,,Personal foul by M. Williams (drawn by M. Wagner),90,76
345,3,0:54.0,,M. Wagner makes free throw 1 of 2,90,77
346,3,0:54.0,,M. Wagner makes free throw 2 of 2,90,78
347,3,0:40.0,G. Antetokounmpo makes 2-pt hook shot from 5 ft,,92,78
348,3,0:24.0,,I. Smith makes 2-pt jump shot from 17 ft (assist by T. Brown),92,80
349,3,0:07.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by P. Connaughton),,95,80
350,3,0:01.0,,S. Napier makes 2-pt jump shot from 12 ft,95,82
351,4,11:42.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),,97,82
352,4,11:23.0,,Personal foul by G. Antetokounmpo (drawn by R. Hachimura),97,82
353,4,11:16.0,,S. Napier makes 2-pt jump shot from 18 ft,97,84
354,4,11:05.0,P. Connaughton makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,100,84
355,4,10:58.0,,Shooting foul by E. Bledsoe (drawn by S. Napier),100,84
356,4,10:58.0,,S. Napier misses free throw 1 of 2,100,84
357,4,10:58.0,,Offensive rebound by Team,100,84
358,4,10:58.0,K. Middleton enters the game for G. Antetokounmpo,,100,84
359,4,10:58.0,,S. Napier makes free throw 2 of 2,100,85
360,4,10:47.0,E. Bledsoe makes 2-pt jump shot from 20 ft,,102,85
361,4,10:33.0,,J. Robinson misses 2-pt layup from 9 ft (block by R. Lopez),102,85
362,4,10:28.0,Defensive rebound by D. DiVincenzo,,102,85
363,4,10:24.0,P. Connaughton misses 3-pt jump shot from 29 ft,,102,85
364,4,10:20.0,,Defensive rebound by M. Wagner,102,85
365,4,10:10.0,,Shooting foul by P. Connaughton (drawn by R. Hachimura),102,85
366,4,10:10.0,,R. Hachimura makes free throw 1 of 2,102,86
367,4,10:10.0,,R. Hachimura misses free throw 2 of 2,102,86
368,4,10:10.0,,Offensive rebound by Team,102,86
369,4,10:10.0,Loose ball foul by R. Lopez (drawn by M. Wagner),,102,86
370,4,10:00.0,,J. Robinson makes 3-pt jump shot from 27 ft (assist by S. Napier),102,89
371,4,9:41.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,102,89
372,4,9:37.0,,Defensive rebound by J. Robinson,102,89
373,4,9:29.0,,S. Napier makes 3-pt jump shot from 26 ft,102,92
374,4,9:29.0,,Shooting foul by D. DiVincenzo (drawn by S. Napier),102,92
