,QUARTER,TIME_REMAINING,DENVER_ACTION,INDIANA_ACTION,DENVER_SCORE,INDIANA_SCORE
424,4,0:25.0,M. Plumlee enters the game for N. Jokić,,122,114
425,4,0:22.0,,Shooting foul by M. Plumlee (drawn by J. Lamb),122,114
426,4,0:22.0,,J. Lamb makes free throw 1 of 2,122,115
427,4,0:22.0,N. Jokić enters the game for M. Plumlee,,122,115
428,4,0:22.0,,J. Lamb makes free throw 2 of 2,122,116
429,4,0:16.0,Personal take foul by A. Holiday (drawn by N. Jokić),,122,116
430,4,0:16.0,N. Jokić makes free throw 1 of 2,,123,116
431,4,0:16.0,N. Jokić makes free throw 2 of 2,,124,116
432,4,0:09.0,,A. Holiday misses 3-pt jump shot from 29 ft,124,116
433,4,0:06.0,Defensive rebound by W. Barton,,124,116
