,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHOENIX_ACTION,NEW ORLEANS_SCORE,PHOENIX_SCORE
63,1,5:45.0,Offensive rebound by Team,,24,15
64,1,5:45.0,B. Ingram makes free throw 2 of 2,,25,15
65,1,5:35.0,,Turnover by D. Booker (bad pass),25,15
66,1,5:35.0,,E. Okobo enters the game for T. Johnson,25,15
67,1,5:12.0,B. Ingram misses 2-pt jump shot from 8 ft,,25,15
68,1,5:10.0,,Defensive rebound by F. Kaminsky,25,15
69,1,5:05.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,25,15
70,1,5:02.0,Defensive rebound by N. Melli,,25,15
71,1,4:52.0,J. Holiday misses 3-pt jump shot from 25 ft,,25,15
72,1,4:51.0,,Defensive rebound by F. Kaminsky,25,15
73,1,4:44.0,,F. Kaminsky makes 2-pt dunk at rim (assist by E. Okobo),25,17
74,1,4:44.0,L. Ball enters the game for J. Holiday,,25,17
75,1,4:44.0,,C. Diallo enters the game for F. Kaminsky,25,17
76,1,4:17.0,L. Ball makes 3-pt jump shot from 28 ft (assist by J. Redick),,28,17
77,1,4:17.0,F. Jackson enters the game for J. Hayes,,28,17
78,1,3:58.0,,C. Diallo makes 2-pt hook shot from 4 ft,28,19
79,1,3:44.0,L. Ball makes 2-pt jump shot from 19 ft (assist by B. Ingram),,30,19
80,1,3:26.0,,D. Booker makes 3-pt jump shot from 24 ft,30,22
81,1,3:17.0,J. Redick misses 3-pt jump shot from 27 ft,,30,22
82,1,3:14.0,,Defensive rebound by C. Diallo,30,22
83,1,3:07.0,,E. Okobo misses 3-pt jump shot from 25 ft,30,22
84,1,3:05.0,Defensive rebound by N. Melli,,30,22
85,1,2:52.0,Shooting foul by C. Johnson (drawn by F. Jackson),,30,22
86,1,2:52.0,New Orleans full timeout,,30,22
87,1,2:52.0,E. Moore enters the game for B. Ingram,,30,22
88,1,2:52.0,F. Jackson makes free throw 1 of 2,,31,22
89,1,2:52.0,F. Jackson makes free throw 2 of 2,,32,22
90,1,2:42.0,,C. Diallo misses 2-pt layup from 1 ft,32,22
91,1,2:40.0,Defensive rebound by N. Melli,,32,22
92,1,2:30.0,J. Redick misses 3-pt jump shot from 26 ft,,32,22
93,1,2:28.0,,Defensive rebound by D. Booker,32,22
94,1,2:25.0,,D. Booker misses 3-pt jump shot from 26 ft,32,22
95,1,2:20.0,,Offensive rebound by M. Bridges,32,22
96,1,2:20.0,J. Holiday enters the game for J. Redick,,32,22
97,1,2:10.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by E. Okobo),32,25
98,1,1:51.0,N. Melli misses 3-pt jump shot from 23 ft,,32,25
99,1,1:49.0,,Defensive rebound by C. Diallo,32,25
100,1,1:44.0,,E. Okobo makes 2-pt layup from 1 ft,32,27
101,1,1:35.0,J. Holiday makes 2-pt jump shot from 7 ft,,34,27
102,1,1:16.0,,M. Bridges misses 3-pt jump shot from 23 ft,34,27
103,1,1:13.0,Defensive rebound by L. Ball,,34,27
104,1,1:04.0,E. Moore makes 2-pt jump shot from 5 ft,,36,27
105,1,0:47.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Booker),36,30
106,1,0:40.0,J. Holiday makes 2-pt dunk from 1 ft (assist by E. Moore),,38,30
107,1,0:34.0,,E. Okobo makes 2-pt layup from 1 ft,38,32
108,1,0:34.0,,Shooting foul by J. Holiday (drawn by E. Okobo),38,32
109,1,0:34.0,,J. Carter enters the game for C. Johnson,38,32
110,1,0:34.0,,E. Okobo makes free throw 1 of 1,38,33
111,1,0:17.0,L. Ball misses 3-pt jump shot from 25 ft,,38,33
112,1,0:14.0,,Defensive rebound by J. Carter,38,33
113,1,0:02.0,,D. Booker misses 3-pt jump shot from 25 ft,38,33
114,1,0:02.0,Defensive rebound by J. Holiday,,38,33
115,1,0:00.0,L. Ball misses 3-pt jump shot from 39 ft,,38,33
116,1,0:00.0,Offensive rebound by Team,,38,33
117,2,11:46.0,,J. Carter makes 2-pt jump shot from 17 ft (assist by E. Okobo),38,35
118,2,11:37.0,E. Moore makes 3-pt jump shot from 22 ft (assist by L. Ball),,41,35
119,2,11:15.0,,J. Carter makes 2-pt jump shot from 22 ft (assist by C. Diallo),41,37
120,2,10:57.0,J. Holiday makes 3-pt jump shot from 25 ft,,44,37
121,2,10:41.0,,J. Carter misses 3-pt jump shot from 25 ft,44,37
122,2,10:37.0,Defensive rebound by F. Jackson,,44,37
123,2,10:27.0,Turnover by L. Ball (bad pass; steal by J. Carter),,44,37
124,2,10:19.0,,Turnover by E. Okobo (lost ball; steal by J. Holiday),44,37
125,2,9:59.0,E. Moore misses 2-pt jump shot from 21 ft,,44,37
126,2,9:57.0,,Defensive rebound by J. Carter,44,37
127,2,9:46.0,,Shooting foul by L. Ball (drawn by K. Oubre),44,37
128,2,9:46.0,,K. Oubre makes free throw 1 of 2,44,38
129,2,9:46.0,,F. Kaminsky enters the game for C. Diallo,44,38
130,2,9:46.0,,K. Oubre makes free throw 2 of 2,44,39
131,2,9:32.0,L. Ball misses 3-pt jump shot from 25 ft,,44,39
132,2,9:31.0,Offensive rebound by Team,,44,39
133,2,9:31.0,,Loose ball foul by M. Bridges (drawn by J. Hayes),44,39
134,2,9:25.0,F. Jackson misses 3-pt jump shot from 26 ft,,44,39
135,2,9:23.0,,Defensive rebound by M. Bridges,44,39
136,2,9:12.0,,M. Bridges makes 2-pt jump shot from 11 ft (assist by K. Oubre),44,41
137,2,9:06.0,New Orleans full timeout,,44,41
138,2,8:52.0,J. Holiday misses 2-pt layup from 1 ft,,44,41
139,2,8:46.0,Offensive rebound by J. Hayes,,44,41
140,2,8:46.0,J. Hayes makes 2-pt dunk at rim,,46,41
141,2,8:37.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by M. Bridges),46,43
142,2,8:25.0,Turnover by J. Holiday (bad pass; steal by M. Bridges),,46,43
143,2,8:21.0,,M. Bridges misses 2-pt layup at rim,46,43
144,2,8:16.0,,Offensive rebound by K. Oubre,46,43
145,2,8:16.0,,K. Oubre makes 2-pt dunk from 1 ft,46,45
146,2,8:06.0,E. Moore misses 2-pt jump shot from 7 ft,,46,45
147,2,8:04.0,Offensive rebound by E. Moore,,46,45
148,2,8:04.0,E. Moore makes 2-pt layup from 1 ft,,48,45
149,2,8:04.0,Shooting foul by E. Okobo (drawn by E. Moore),,48,45
150,2,8:04.0,B. Ingram enters the game for L. Ball,,48,45
151,2,8:04.0,,T. Johnson enters the game for E. Okobo,48,45
152,2,8:04.0,E. Moore misses free throw 1 of 1,,48,45
153,2,8:02.0,,Defensive rebound by J. Carter,48,45
154,2,7:48.0,,J. Carter makes 3-pt jump shot from 25 ft (assist by M. Bridges),48,48
155,2,7:38.0,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),,51,48
156,2,7:16.0,,F. Kaminsky misses 2-pt layup from 1 ft,51,48
157,2,7:14.0,Defensive rebound by B. Ingram,,51,48
158,2,7:07.0,E. Moore misses 3-pt jump shot from 23 ft,,51,48
159,2,7:03.0,,Defensive rebound by K. Oubre,51,48
160,2,6:48.0,,Shooting foul by J. Hayes (drawn by F. Kaminsky),51,48
161,2,6:48.0,,F. Kaminsky misses free throw 1 of 2,51,48
162,2,6:48.0,,Offensive rebound by Team,51,48
163,2,6:48.0,J. Redick enters the game for E. Moore,,51,48
164,2,6:48.0,,D. Booker enters the game for M. Bridges,51,48
165,2,6:48.0,,D. Šarić enters the game for J. Carter,51,48
166,2,6:48.0,,F. Kaminsky makes free throw 2 of 2,51,49
167,2,6:32.0,J. Holiday misses 2-pt layup at rim,,51,49
168,2,6:30.0,,Defensive rebound by D. Šarić,51,49
169,2,6:15.0,,F. Kaminsky misses 2-pt layup at rim,51,49
170,2,6:14.0,,Offensive rebound by D. Šarić,51,49
171,2,6:11.0,,T. Johnson misses 3-pt jump shot from 25 ft,51,49
172,2,6:08.0,Defensive rebound by J. Holiday,,51,49
173,2,6:02.0,B. Ingram misses 2-pt layup from 1 ft,,51,49
174,2,6:00.0,,Defensive rebound by D. Šarić,51,49
175,2,5:57.0,,Shooting foul by J. Holiday (drawn by T. Johnson),51,49
176,2,5:57.0,,T. Johnson makes free throw 1 of 2,51,50
177,2,5:57.0,,T. Johnson misses free throw 2 of 2,51,50
178,2,5:54.0,Defensive rebound by B. Ingram,,51,50
179,2,5:34.0,J. Holiday misses 2-pt layup from 2 ft,,51,50
180,2,5:33.0,Offensive rebound by Team,,51,50
181,2,5:33.0,Turnover by Team (shot clock),,51,50
182,2,5:33.0,,Phoenix full timeout,51,50
183,2,5:33.0,L. Ball enters the game for J. Holiday,,51,50
184,2,5:33.0,K. Williams enters the game for F. Jackson,,51,50
185,2,5:33.0,,C. Johnson enters the game for F. Kaminsky,51,50
186,2,5:20.0,,D. Šarić misses 3-pt jump shot from 25 ft,51,50
187,2,5:17.0,Defensive rebound by K. Williams,,51,50
188,2,5:07.0,Shooting foul by C. Johnson (drawn by J. Hayes),,51,50
189,2,5:07.0,J. Hayes misses free throw 1 of 2,,51,50
190,2,5:07.0,Offensive rebound by Team,,51,50
191,2,5:07.0,J. Hayes makes free throw 2 of 2,,52,50
192,2,5:07.0,,M. Bridges enters the game for C. Johnson,52,50
193,2,4:50.0,,K. Oubre makes 2-pt jump shot from 11 ft (assist by D. Booker),52,52
194,2,4:32.0,Shooting foul by D. Šarić (drawn by B. Ingram),,52,52
195,2,4:32.0,B. Ingram makes free throw 1 of 2,,53,52
196,2,4:32.0,B. Ingram makes free throw 2 of 2,,54,52
197,2,4:17.0,,Turnover by D. Booker (bad pass),54,52
198,2,4:06.0,B. Ingram misses 3-pt jump shot from 26 ft,,54,52
199,2,4:03.0,Offensive rebound by K. Williams,,54,52
200,2,4:01.0,L. Ball misses 3-pt jump shot from 24 ft,,54,52
201,2,3:59.0,Offensive rebound by Team,,54,52
202,2,3:59.0,N. Melli enters the game for J. Hayes,,54,52
203,2,3:55.0,J. Redick misses 2-pt jump shot from 23 ft,,54,52
204,2,3:53.0,,Defensive rebound by M. Bridges,54,52
205,2,3:45.0,,D. Booker makes 2-pt layup from 1 ft (assist by K. Oubre),54,54
206,2,3:40.0,Shooting foul by M. Bridges (drawn by B. Ingram),,54,54
207,2,3:40.0,B. Ingram misses free throw 1 of 2,,54,54
208,2,3:40.0,Offensive rebound by Team,,54,54
209,2,3:40.0,J. Holiday enters the game for L. Ball,,54,54
210,2,3:40.0,B. Ingram makes free throw 2 of 2,,55,54
211,2,3:32.0,,Shooting foul by B. Ingram (drawn by K. Oubre),55,54
212,2,3:32.0,,K. Oubre makes free throw 1 of 2,55,55
213,2,3:32.0,,K. Oubre makes free throw 2 of 2,55,56
214,2,3:14.0,J. Holiday misses 3-pt jump shot from 26 ft,,55,56
215,2,3:11.0,,Defensive rebound by T. Johnson,55,56
216,2,2:58.0,,K. Oubre misses 3-pt jump shot from 24 ft,55,56
217,2,2:56.0,,Offensive rebound by D. Šarić,55,56
218,2,2:46.0,,Turnover by D. Booker (bad pass; steal by N. Melli),55,56
219,2,2:43.0,Shooting foul by T. Johnson (drawn by B. Ingram),,55,56
220,2,2:43.0,B. Ingram makes free throw 1 of 2,,56,56
221,2,2:43.0,B. Ingram makes free throw 2 of 2,,57,56
222,2,2:28.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by D. Booker),57,59
223,2,2:21.0,B. Ingram misses 3-pt jump shot from 25 ft,,57,59
224,2,2:17.0,,Defensive rebound by D. Šarić,57,59
225,2,2:11.0,,K. Oubre misses 2-pt jump shot from 5 ft,57,59
226,2,2:09.0,Defensive rebound by B. Ingram,,57,59
227,2,2:04.0,Turnover by J. Holiday (bad pass; steal by D. Šarić),,57,59
228,2,2:01.0,,Shooting foul by J. Redick (drawn by M. Bridges),57,59
229,2,2:01.0,,M. Bridges makes free throw 1 of 2,57,60
230,2,2:01.0,,M. Bridges makes free throw 2 of 2,57,61
231,2,1:51.0,B. Ingram misses 2-pt layup from 2 ft,,57,61
232,2,1:49.0,,Defensive rebound by M. Bridges,57,61
233,2,1:44.0,,Turnover by M. Bridges (bad pass; steal by B. Ingram),57,61
234,2,1:39.0,Shooting foul by M. Bridges (drawn by J. Holiday),,57,61
235,2,1:39.0,J. Holiday makes free throw 1 of 2,,58,61
236,2,1:39.0,,E. Okobo enters the game for M. Bridges,58,61
237,2,1:39.0,J. Holiday makes free throw 2 of 2,,59,61
238,2,1:21.0,,Shooting foul by N. Melli (drawn by D. Šarić),59,61
239,2,1:21.0,,D. Šarić makes free throw 1 of 2,59,62
240,2,1:21.0,F. Jackson enters the game for J. Holiday,,59,62
241,2,1:21.0,E. Moore enters the game for B. Ingram,,59,62
242,2,1:21.0,,D. Šarić makes free throw 2 of 2,59,63
243,2,1:06.0,Turnover by E. Moore (traveling),,59,63
244,2,0:56.0,,Turnover by D. Booker (traveling),59,63
245,2,0:44.0,F. Jackson misses 3-pt jump shot from 23 ft,,59,63
246,2,0:41.0,,Defensive rebound by K. Oubre,59,63
247,2,0:35.0,,T. Johnson misses 2-pt layup from 1 ft,59,63
248,2,0:32.0,Defensive rebound by K. Williams,,59,63
249,2,0:23.0,K. Williams misses 2-pt layup from 1 ft,,59,63
250,2,0:21.0,,Defensive rebound by D. Booker,59,63
251,2,0:01.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by T. Johnson),59,66
252,3,11:42.0,,D. Šarić misses 2-pt jump shot from 9 ft,59,66
253,3,11:40.0,Defensive rebound by J. Hayes,,59,66
254,3,11:24.0,J. Holiday makes 2-pt layup from 2 ft,,61,66
255,3,11:10.0,,Turnover by F. Kaminsky (bad pass; steal by J. Redick),61,66
256,3,11:05.0,B. Ingram makes 2-pt layup from 1 ft,,63,66
257,3,10:49.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by K. Oubre),63,69
258,3,10:33.0,Turnover by B. Ingram (discontinued dribble),,63,69
259,3,10:12.0,,K. Oubre misses 2-pt jump shot from 6 ft,63,69
260,3,10:10.0,Defensive rebound by J. Hayes,,63,69
261,3,10:03.0,J. Redick makes 2-pt jump shot from 18 ft (assist by K. Williams),,65,69
262,3,9:47.0,,Personal foul by B. Ingram (drawn by F. Kaminsky),65,69
263,3,9:42.0,,Turnover by F. Kaminsky (bad pass; steal by J. Hayes),65,69
264,3,9:37.0,Personal foul by D. Booker (drawn by J. Holiday),,65,69
265,3,9:34.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Holiday),,68,69
266,3,9:32.0,Violation by Team (delay of game),,68,69
267,3,9:21.0,,Offensive foul by D. Šarić (drawn by K. Williams),68,69
268,3,9:21.0,,Turnover by D. Šarić (offensive foul),68,69
269,3,9:09.0,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Holiday),,71,69
270,3,8:56.0,,Personal foul by J. Hayes (drawn by T. Johnson),71,69
271,3,8:51.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),71,72
272,3,8:36.0,J. Redick makes 3-pt jump shot from 26 ft,,74,72
273,3,8:14.0,,T. Johnson misses 2-pt jump shot from 13 ft,74,72
274,3,8:11.0,Defensive rebound by B. Ingram,,74,72
275,3,8:03.0,J. Holiday makes 2-pt layup from 1 ft,,76,72
276,3,8:03.0,,Phoenix full timeout,76,72
277,3,8:03.0,,M. Bridges enters the game for D. Šarić,76,72
278,3,7:52.0,,K. Oubre misses 2-pt jump shot from 13 ft,76,72
279,3,7:48.0,Defensive rebound by B. Ingram,,76,72
280,3,7:31.0,J. Holiday makes 2-pt jump shot from 2 ft,,78,72
281,3,7:21.0,,Personal foul by B. Ingram (drawn by F. Kaminsky),78,72
282,3,7:21.0,L. Ball enters the game for B. Ingram,,78,72
283,3,7:14.0,,D. Booker misses 2-pt jump shot from 15 ft,78,72
284,3,7:10.0,,Offensive rebound by M. Bridges,78,72
285,3,7:02.0,,Shooting foul by J. Hayes (drawn by K. Oubre),78,72
286,3,7:02.0,,K. Oubre makes free throw 1 of 2,78,73
287,3,7:02.0,N. Melli enters the game for J. Hayes,,78,73
288,3,7:02.0,,K. Oubre makes free throw 2 of 2,78,74
289,3,6:52.0,Offensive foul by L. Ball (drawn by T. Johnson),,78,74
290,3,6:52.0,Turnover by L. Ball (offensive foul),,78,74
291,3,6:41.0,,M. Bridges makes 2-pt layup from 1 ft (assist by T. Johnson),78,76
292,3,6:26.0,J. Redick makes 2-pt jump shot from 23 ft,,80,76
293,3,6:11.0,,D. Booker misses 2-pt layup from 1 ft,80,76
294,3,6:09.0,Defensive rebound by J. Redick,,80,76
295,3,6:03.0,L. Ball makes 3-pt jump shot from 23 ft (assist by N. Melli),,83,76
296,3,5:45.0,,K. Oubre misses 2-pt layup from 2 ft (block by J. Holiday),83,76
297,3,5:42.0,,Offensive rebound by M. Bridges,83,76
298,3,5:41.0,,T. Johnson misses 3-pt jump shot from 27 ft,83,76
299,3,5:39.0,Defensive rebound by K. Williams,,83,76
300,3,5:34.0,J. Redick misses 3-pt jump shot from 27 ft,,83,76
301,3,5:32.0,Offensive rebound by N. Melli,,83,76
302,3,5:20.0,Shooting foul by T. Johnson (drawn by N. Melli),,83,76
303,3,5:20.0,N. Melli misses free throw 1 of 2,,83,76
304,3,5:20.0,Offensive rebound by Team,,83,76
305,3,5:20.0,,C. Diallo enters the game for T. Johnson,83,76
306,3,5:20.0,,E. Okobo enters the game for F. Kaminsky,83,76
307,3,5:20.0,N. Melli makes free throw 2 of 2,,84,76
308,3,5:10.0,,E. Okobo makes 3-pt jump shot from 27 ft,84,79
309,3,4:54.0,N. Melli makes 3-pt jump shot from 24 ft (assist by J. Redick),,87,79
310,3,4:40.0,,M. Bridges misses 2-pt layup from 1 ft,87,79
311,3,4:40.0,,Offensive rebound by Team,87,79
312,3,4:36.0,,Turnover by K. Oubre (lost ball; steal by J. Holiday),87,79
313,3,4:27.0,Turnover by L. Ball (bad pass; steal by M. Bridges),,87,79
314,3,4:27.0,E. Moore enters the game for K. Williams,,87,79
315,3,4:27.0,,C. Johnson enters the game for K. Oubre,87,79
316,3,4:08.0,,C. Diallo makes 2-pt dunk at rim (assist by E. Okobo),87,81
317,3,3:52.0,N. Melli makes 2-pt dunk at rim (assist by L. Ball),,89,81
318,3,3:38.0,,D. Booker makes 2-pt jump shot from 16 ft,89,83
319,3,3:22.0,Turnover by J. Holiday (bad pass; steal by C. Johnson),,89,83
320,3,3:20.0,,Personal take foul by N. Melli (drawn by E. Okobo),89,83
321,3,3:20.0,,E. Okobo misses free throw 1 of 2,89,83
322,3,3:20.0,,Offensive rebound by Team,89,83
323,3,3:20.0,,E. Okobo misses free throw 2 of 2,89,83
324,3,3:20.0,Defensive rebound by E. Moore,,89,83
325,3,3:07.0,J. Holiday misses 2-pt jump shot from 17 ft,,89,83
326,3,3:04.0,,Defensive rebound by D. Booker,89,83
327,3,2:58.0,,M. Bridges misses 3-pt jump shot from 25 ft,89,83
328,3,2:55.0,,Offensive rebound by C. Diallo,89,83
329,3,2:52.0,,E. Okobo makes 3-pt jump shot from 25 ft (assist by D. Booker),89,86
330,3,2:31.0,E. Moore makes 2-pt jump shot from 8 ft (assist by L. Ball),,91,86
331,3,2:23.0,,Personal foul by L. Ball (drawn by M. Bridges),91,86
332,3,2:23.0,New Orleans full timeout,,91,86
333,3,2:23.0,F. Jackson enters the game for J. Holiday,,91,86
334,3,2:23.0,,M. Bridges makes free throw 1 of 2,91,87
335,3,2:23.0,,M. Bridges makes free throw 2 of 2,91,88
336,3,2:08.0,L. Ball misses 2-pt layup from 1 ft (block by C. Diallo),,91,88
337,3,2:08.0,Offensive rebound by Team,,91,88
338,3,2:06.0,J. Redick makes 2-pt jump shot from 21 ft (assist by L. Ball),,93,88
339,3,1:50.0,,C. Diallo makes 2-pt hook shot from 2 ft (assist by M. Bridges),93,90
340,3,1:36.0,Turnover by E. Moore (traveling),,93,90
341,3,1:36.0,N. Alexander-Walker enters the game for L. Ball,,93,90
342,3,1:36.0,,J. Carter enters the game for D. Booker,93,90
343,3,1:26.0,,C. Diallo makes 2-pt layup from 1 ft (assist by E. Okobo),93,92
344,3,1:09.0,F. Jackson misses 2-pt jump shot from 4 ft,,93,92
345,3,1:08.0,Offensive rebound by F. Jackson,,93,92
346,3,1:07.0,F. Jackson misses 2-pt layup from 2 ft,,93,92
347,3,1:06.0,Offensive rebound by F. Jackson,,93,92
348,3,1:06.0,Turnover by F. Jackson (step out of bounds),,93,92
349,3,0:54.0,,E. Okobo misses 2-pt jump shot from 15 ft,93,92
350,3,0:53.0,,Offensive rebound by Team,93,92
351,3,0:53.0,Loose ball foul by F. Jackson (drawn by M. Bridges),,93,92
352,3,0:53.0,,M. Bridges makes free throw 1 of 2,93,93
353,3,0:53.0,K. Williams enters the game for N. Melli,,93,93
354,3,0:53.0,,M. Bridges makes free throw 2 of 2,93,94
355,3,0:35.0,E. Moore makes 2-pt jump shot from 9 ft (assist by F. Jackson),,95,94
356,3,0:15.0,,Turnover by C. Diallo (3 sec),95,94
357,4,11:46.0,J. Holiday makes 2-pt jump shot from 5 ft,,97,94
358,4,11:33.0,,Personal foul by J. Hayes (drawn by C. Diallo),97,94
359,4,11:33.0,N. Melli enters the game for J. Hayes,,97,94
360,4,11:25.0,,M. Bridges makes 2-pt jump shot from 8 ft (assist by E. Okobo),97,96
361,4,11:10.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Holiday),,100,96
362,4,10:58.0,,C. Johnson misses 2-pt layup from 1 ft,100,96
363,4,10:57.0,Defensive rebound by K. Williams,,100,96
364,4,10:50.0,N. Melli makes 3-pt jump shot from 24 ft (assist by J. Holiday),,103,96
365,4,10:29.0,,J. Carter misses 3-pt jump shot from 25 ft,103,96
366,4,10:27.0,Defensive rebound by E. Moore,,103,96
367,4,10:18.0,K. Williams makes 2-pt layup at rim (assist by B. Ingram),,105,96
368,4,10:18.0,,Phoenix full timeout,105,96
369,4,10:18.0,,F. Kaminsky enters the game for J. Carter,105,96
370,4,10:18.0,,K. Oubre enters the game for C. Diallo,105,96
371,4,10:06.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by E. Okobo),105,99
372,4,9:48.0,J. Holiday makes 2-pt jump shot from 22 ft (assist by N. Melli),,107,99
373,4,9:23.0,,E. Okobo misses 2-pt jump shot from 12 ft,107,99
374,4,9:21.0,Defensive rebound by B. Ingram,,107,99
375,4,9:15.0,Turnover by B. Ingram (lost ball; steal by E. Okobo),,107,99
376,4,9:04.0,,K. Oubre makes 2-pt layup from 1 ft,107,101
377,4,8:56.0,Turnover by J. Holiday (bad pass; steal by C. Johnson),,107,101
378,4,8:48.0,,E. Okobo misses 2-pt layup at rim,107,101
379,4,8:48.0,Defensive rebound by N. Melli,,107,101
380,4,8:33.0,E. Moore misses 3-pt jump shot from 25 ft,,107,101
381,4,8:33.0,,Defensive rebound by F. Kaminsky,107,101
382,4,8:15.0,,K. Oubre makes 2-pt dunk at rim,107,103
383,4,8:10.0,New Orleans full timeout,,107,103
