,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MINNESOTA_ACTION,LA CLIPPERS_SCORE,MINNESOTA_SCORE
56,1,5:20.0,,Offensive rebound by M. Beasley,18,18
57,1,5:18.0,,J. McLaughlin makes 3-pt jump shot from 26 ft (assist by M. Beasley),18,21
58,1,5:01.0,K. Leonard makes 2-pt jump shot from 11 ft,,20,21
59,1,5:01.0,Shooting foul by J. Johnson (drawn by K. Leonard),,20,21
60,1,5:01.0,K. Leonard makes free throw 1 of 1,,21,21
61,1,5:01.0,R. McGruder enters the game for P. George,,21,21
62,1,4:51.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Culver),21,24
63,1,4:45.0,LA Clippers full timeout,,21,24
64,1,4:45.0,M. Harrell enters the game for I. Zubac,,21,24
65,1,4:26.0,K. Leonard makes 2-pt jump shot from 16 ft,,23,24
66,1,4:04.0,,J. Culver makes 3-pt jump shot from 26 ft (assist by J. Johnson),23,27
67,1,3:50.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,25,27
68,1,3:28.0,,K. Towns makes 2-pt jump shot from 15 ft,25,29
69,1,3:11.0,Turnover by L. Williams (traveling),,25,29
70,1,3:11.0,J. Green enters the game for K. Leonard,,25,29
71,1,3:11.0,,A. Crabbe enters the game for M. Beasley,25,29
72,1,3:11.0,,J. Nowell enters the game for J. McLaughlin,25,29
73,1,2:56.0,,J. Johnson misses 2-pt layup from 4 ft,25,29
74,1,2:53.0,,Offensive rebound by J. Johnson,25,29
75,1,2:52.0,,J. Johnson misses 2-pt layup at rim,25,29
76,1,2:51.0,Defensive rebound by R. McGruder,,25,29
77,1,2:46.0,L. Williams misses 2-pt layup from 1 ft,,25,29
78,1,2:44.0,,Defensive rebound by K. Towns,25,29
79,1,2:35.0,,J. Nowell misses 2-pt layup from 1 ft,25,29
80,1,2:32.0,Defensive rebound by L. Williams,,25,29
81,1,2:13.0,M. Harrell misses 2-pt layup from 3 ft (block by K. Towns),,25,29
82,1,2:11.0,,Defensive rebound by J. Nowell,25,29
83,1,2:06.0,,J. Culver makes 2-pt dunk from 1 ft (assist by J. Nowell),25,31
84,1,1:54.0,L. Williams makes 2-pt layup from 1 ft,,27,31
85,1,1:44.0,,J. Johnson makes 3-pt jump shot from 28 ft (assist by K. Towns),27,34
86,1,1:32.0,L. Williams makes 2-pt jump shot from 9 ft,,29,34
87,1,1:13.0,,J. Nowell makes 3-pt jump shot from 22 ft (assist by A. Crabbe),29,37
88,1,1:01.0,Personal foul by J. Johnson (drawn by L. Williams),,29,37
89,1,1:01.0,T. Mann enters the game for L. Shamet,,29,37
90,1,0:53.0,L. Williams misses 2-pt jump shot from 17 ft,,29,37
91,1,0:51.0,,Defensive rebound by J. Johnson,29,37
92,1,0:48.0,,Shooting foul by J. Green (drawn by J. Johnson),29,37
93,1,0:48.0,,J. Johnson misses free throw 1 of 2,29,37
94,1,0:48.0,,Offensive rebound by Team,29,37
95,1,0:48.0,,J. Johnson makes free throw 2 of 2,29,38
96,1,0:36.0,M. Harrell makes 2-pt dunk from 1 ft,,31,38
97,1,0:23.0,,J. Johnson makes 2-pt layup at rim,31,40
98,1,0:00.0,Turnover by L. Williams (out of bounds lost ball),,31,40
99,1,0:00.0,,J. Johnson misses 3-pt jump shot from 54 ft,31,40
100,1,0:00.0,,Offensive rebound by Team,31,40
101,2,11:44.0,Turnover by M. Harrell (lost ball; steal by J. Johnson),,31,40
102,2,11:24.0,,J. Nowell misses 3-pt jump shot from 24 ft,31,40
103,2,11:21.0,Defensive rebound by M. Harrell,,31,40
104,2,11:11.0,R. McGruder misses 2-pt layup from 4 ft (block by J. Culver),,31,40
105,2,11:10.0,,Defensive rebound by N. Reid,31,40
106,2,11:05.0,,A. Crabbe misses 3-pt jump shot from 25 ft,31,40
107,2,11:02.0,Defensive rebound by R. McGruder,,31,40
108,2,10:57.0,Shooting foul by N. Reid (drawn by R. McGruder),,31,40
109,2,10:57.0,R. McGruder misses free throw 1 of 2,,31,40
110,2,10:57.0,Offensive rebound by Team,,31,40
111,2,10:57.0,R. McGruder makes free throw 2 of 2,,32,40
112,2,10:44.0,,J. Johnson makes 2-pt layup from 2 ft,32,42
113,2,10:30.0,L. Williams misses 2-pt jump shot from 16 ft,,32,42
114,2,10:27.0,,Defensive rebound by N. Reid,32,42
115,2,10:21.0,,N. Reid misses 3-pt jump shot from 26 ft,32,42
116,2,10:19.0,Defensive rebound by R. McGruder,,32,42
117,2,10:12.0,Offensive foul by P. George (drawn by J. Culver),,32,42
118,2,10:12.0,Turnover by P. George (offensive foul),,32,42
119,2,9:57.0,,N. Reid misses 2-pt hook shot from 11 ft,32,42
120,2,9:55.0,Defensive rebound by L. Williams,,32,42
121,2,9:44.0,Shooting foul by N. Reid (drawn by P. George),,32,42
122,2,9:44.0,P. George makes free throw 1 of 2,,33,42
123,2,9:44.0,,J. Hernangómez enters the game for J. Johnson,33,42
124,2,9:44.0,P. George makes free throw 2 of 2,,34,42
125,2,9:30.0,,J. Hernangómez makes 3-pt jump shot from 23 ft (assist by J. Nowell),34,45
126,2,9:17.0,L. Williams makes 2-pt layup from 1 ft,,36,45
127,2,9:04.0,,J. Culver misses 2-pt jump shot from 7 ft,36,45
128,2,9:01.0,,Offensive rebound by J. Culver,36,45
129,2,9:01.0,,J. Culver misses 2-pt layup at rim,36,45
130,2,9:00.0,Defensive rebound by P. George,,36,45
131,2,8:56.0,P. George misses 2-pt layup at rim,,36,45
132,2,8:55.0,,Defensive rebound by N. Reid,36,45
133,2,8:49.0,,Turnover by N. Reid (lost ball; steal by P. George),36,45
134,2,8:45.0,P. George makes 2-pt dunk at rim,,38,45
135,2,8:36.0,,Minnesota full timeout,38,45
136,2,8:36.0,,J. McLaughlin enters the game for J. Nowell,38,45
137,2,8:29.0,,J. McLaughlin makes 2-pt jump shot from 4 ft,38,47
138,2,8:07.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,40,47
139,2,7:48.0,,J. Culver misses 2-pt layup from 5 ft (block by M. Harrell),40,47
140,2,7:45.0,Defensive rebound by P. George,,40,47
141,2,7:39.0,P. George makes 2-pt jump shot from 7 ft,,42,47
142,2,7:25.0,,N. Reid makes 3-pt jump shot from 25 ft,42,50
143,2,7:17.0,Shooting foul by J. Culver (drawn by L. Williams),,42,50
144,2,7:17.0,L. Williams makes free throw 1 of 2,,43,50
145,2,7:17.0,K. Leonard enters the game for R. McGruder,,43,50
146,2,7:17.0,,J. Okogie enters the game for J. Culver,43,50
147,2,7:17.0,L. Williams makes free throw 2 of 2,,44,50
148,2,7:05.0,,J. McLaughlin makes 2-pt layup from 4 ft,44,52
149,2,6:58.0,Offensive foul by J. Green (drawn by N. Reid),,44,52
150,2,6:58.0,Turnover by J. Green (offensive foul),,44,52
151,2,6:43.0,,N. Reid makes 2-pt layup at rim (assist by J. McLaughlin),44,54
152,2,6:21.0,M. Harrell makes 2-pt layup from 1 ft (assist by J. Green),,46,54
153,2,6:21.0,Shooting foul by N. Reid (drawn by M. Harrell),,46,54
154,2,6:21.0,L. Shamet enters the game for L. Williams,,46,54
155,2,6:21.0,,M. Beasley enters the game for A. Crabbe,46,54
156,2,6:21.0,,K. Towns enters the game for N. Reid,46,54
157,2,6:21.0,M. Harrell makes free throw 1 of 1,,47,54
158,2,6:05.0,,Shooting foul by J. Green (drawn by J. Okogie),47,54
159,2,6:05.0,,J. Okogie makes free throw 1 of 2,47,55
160,2,6:05.0,P. Patterson enters the game for J. Green,,47,55
161,2,6:05.0,,J. Okogie makes free throw 2 of 2,47,56
162,2,5:53.0,K. Leonard misses 2-pt layup from 1 ft,,47,56
163,2,5:50.0,Offensive rebound by P. Patterson,,47,56
164,2,5:48.0,P. Patterson misses 3-pt jump shot from 25 ft,,47,56
165,2,5:48.0,,Defensive rebound by M. Beasley,47,56
166,2,5:37.0,,J. McLaughlin makes 3-pt jump shot from 26 ft (assist by J. Hernangómez),47,59
167,2,5:23.0,Turnover by P. George (lost ball; steal by J. Okogie),,47,59
168,2,5:22.0,,Flagrant foul type 1 by M. Harrell (drawn by J. Okogie),47,59
169,2,5:22.0,,Instant Replay (Request: Ruling Stands),47,59
170,2,5:22.0,,J. Okogie makes flagrant free throw 1 of 2,47,60
171,2,5:22.0,,J. Okogie misses flagrant free throw 2 of 2,47,60
172,2,5:22.0,,Offensive rebound by Team,47,60
173,2,5:22.0,I. Zubac enters the game for M. Harrell,,47,60
174,2,5:15.0,,M. Beasley misses 3-pt jump shot from 23 ft,47,60
175,2,5:11.0,Defensive rebound by I. Zubac,,47,60
176,2,4:56.0,P. George misses 3-pt jump shot from 25 ft,,47,60
177,2,4:52.0,Offensive rebound by I. Zubac,,47,60
178,2,4:46.0,P. George misses 3-pt jump shot from 25 ft,,47,60
179,2,4:43.0,,Defensive rebound by J. Okogie,47,60
180,2,4:25.0,,J. McLaughlin makes 2-pt layup from 1 ft (assist by K. Towns),47,62
181,2,4:25.0,L. Williams enters the game for P. Patterson,,47,62
182,2,4:10.0,K. Leonard misses 2-pt jump shot from 21 ft,,47,62
183,2,4:07.0,Offensive rebound by P. George,,47,62
184,2,4:06.0,P. George makes 2-pt jump shot from 4 ft,,49,62
185,2,3:45.0,,J. Hernangómez misses 2-pt jump shot from 4 ft,49,62
186,2,3:45.0,,Offensive rebound by K. Towns,49,62
187,2,3:44.0,,K. Towns makes 2-pt layup from 2 ft,49,64
188,2,3:44.0,R. McGruder enters the game for P. George,,49,64
189,2,3:31.0,Personal foul by J. Hernangómez (drawn by K. Leonard),,49,64
190,2,3:31.0,K. Leonard makes free throw 1 of 2,,50,64
191,2,3:31.0,K. Leonard makes free throw 2 of 2,,51,64
192,2,3:19.0,,K. Towns makes 2-pt layup at rim (assist by J. McLaughlin),51,66
193,2,3:12.0,Personal foul by J. Hernangómez (drawn by K. Leonard),,51,66
194,2,3:12.0,K. Leonard makes free throw 1 of 2,,52,66
195,2,3:12.0,,J. Johnson enters the game for J. Hernangómez,52,66
196,2,3:12.0,K. Leonard misses free throw 2 of 2,,52,66
197,2,3:09.0,,Defensive rebound by J. Johnson,52,66
198,2,2:51.0,,Turnover by M. Beasley (out of bounds lost ball),52,66
199,2,2:51.0,LA Clippers full timeout,,52,66
200,2,2:37.0,K. Leonard misses 3-pt jump shot from 26 ft,,52,66
201,2,2:34.0,,Defensive rebound by M. Beasley,52,66
202,2,2:22.0,,M. Beasley makes 2-pt jump shot from 15 ft (assist by K. Towns),52,68
203,2,2:07.0,Shooting foul by J. Johnson (drawn by K. Leonard),,52,68
204,2,2:07.0,K. Leonard makes free throw 1 of 2,,53,68
205,2,2:07.0,K. Leonard makes free throw 2 of 2,,54,68
206,2,1:53.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Johnson),54,71
207,2,1:42.0,K. Leonard misses 3-pt jump shot from 25 ft,,54,71
208,2,1:39.0,,Defensive rebound by J. McLaughlin,54,71
209,2,1:36.0,,J. McLaughlin misses 3-pt jump shot from 25 ft,54,71
210,2,1:32.0,Defensive rebound by I. Zubac,,54,71
211,2,1:31.0,Turnover by I. Zubac (lost ball; steal by J. Johnson),,54,71
212,2,1:28.0,,M. Beasley makes 3-pt jump shot from 24 ft (assist by J. Johnson),54,74
213,2,1:15.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by I. Zubac),,57,74
214,2,1:04.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),57,77
215,2,0:55.0,K. Leonard misses 3-pt jump shot from 25 ft,,57,77
216,2,0:53.0,,Defensive rebound by J. Okogie,57,77
217,2,0:34.0,,K. Towns makes 2-pt layup from 4 ft (assist by M. Beasley),57,79
218,2,0:21.0,L. Shamet misses 2-pt layup from 1 ft,,57,79
219,2,0:20.0,Offensive rebound by I. Zubac,,57,79
220,2,0:20.0,I. Zubac makes 2-pt dunk from 1 ft,,59,79
221,2,0:03.0,,K. Towns makes 2-pt jump shot from 3 ft (assist by J. Johnson),59,81
222,2,0:03.0,,Shooting foul by I. Zubac (drawn by K. Towns),59,81
223,2,0:03.0,,K. Martin enters the game for J. Johnson,59,81
224,2,0:03.0,,K. Towns misses free throw 1 of 1,59,81
225,2,0:01.0,Defensive rebound by K. Leonard,,59,81
226,2,0:00.0,Turnover by K. Leonard (lost ball; steal by M. Beasley),,59,81
227,3,11:38.0,P. George misses 3-pt jump shot from 23 ft,,59,81
228,3,11:34.0,,Defensive rebound by M. Beasley,59,81
229,3,11:16.0,,M. Beasley misses 3-pt jump shot from 24 ft,59,81
230,3,11:13.0,Defensive rebound by P. George,,59,81
231,3,11:08.0,Turnover by P. George (bad pass; steal by J. Hernangómez),,59,81
232,3,10:48.0,,K. Towns misses 2-pt layup from 3 ft (block by P. George),59,81
233,3,10:48.0,,Offensive rebound by K. Towns,59,81
234,3,10:48.0,,Shooting foul by I. Zubac (drawn by K. Towns),59,81
235,3,10:48.0,,K. Towns misses free throw 1 of 2,59,81
236,3,10:48.0,,Offensive rebound by Team,59,81
237,3,10:48.0,,K. Towns makes free throw 2 of 2,59,82
238,3,10:28.0,P. George misses 2-pt jump shot from 13 ft,,59,82
239,3,10:24.0,,Defensive rebound by J. Hernangómez,59,82
240,3,10:17.0,,J. McLaughlin makes 2-pt dunk from 1 ft,59,84
241,3,10:07.0,Shooting foul by K. Towns (drawn by I. Zubac),,59,84
242,3,10:07.0,I. Zubac misses free throw 1 of 2,,59,84
243,3,10:07.0,Offensive rebound by Team,,59,84
244,3,10:07.0,I. Zubac makes free throw 2 of 2,,60,84
245,3,9:54.0,,M. Beasley misses 2-pt layup from 3 ft (block by L. Shamet),60,84
246,3,9:53.0,Defensive rebound by P. George,,60,84
247,3,9:48.0,K. Leonard makes 2-pt jump shot from 13 ft,,62,84
248,3,9:22.0,,Personal foul by T. Mann (drawn by J. Hernangómez),62,84
249,3,9:14.0,,J. McLaughlin makes 2-pt dunk from 1 ft (assist by J. Hernangómez),62,86
250,3,9:06.0,Shooting foul by J. Hernangómez (drawn by L. Shamet),,62,86
251,3,9:06.0,L. Shamet makes free throw 1 of 2,,63,86
252,3,9:06.0,,J. Johnson enters the game for J. Hernangómez,63,86
253,3,9:06.0,L. Shamet makes free throw 2 of 2,,64,86
254,3,8:51.0,,J. Okogie misses 2-pt layup from 3 ft (block by P. George),64,86
255,3,8:50.0,Defensive rebound by T. Mann,,64,86
256,3,8:45.0,I. Zubac makes 2-pt dunk from 2 ft (assist by L. Shamet),,66,86
257,3,8:33.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by J. McLaughlin),66,89
258,3,8:15.0,Turnover by P. George (lost ball; steal by K. Towns),,66,89
259,3,8:14.0,,Personal take foul by P. George (drawn by J. McLaughlin),66,89
260,3,8:14.0,J. Green enters the game for T. Mann,,66,89
261,3,8:14.0,L. Williams enters the game for I. Zubac,,66,89
262,3,8:05.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),66,92
263,3,8:03.0,LA Clippers full timeout,,66,92
264,3,7:55.0,P. George makes 2-pt jump shot from 9 ft (assist by K. Leonard),,68,92
265,3,7:42.0,,J. Okogie misses 3-pt jump shot from 23 ft,68,92
266,3,7:40.0,Defensive rebound by J. Green,,68,92
267,3,7:36.0,L. Williams makes 2-pt layup from 5 ft,,70,92
268,3,7:36.0,Shooting foul by J. McLaughlin (drawn by L. Williams),,70,92
269,3,7:36.0,L. Williams makes free throw 1 of 1,,71,92
270,3,7:26.0,,Turnover by J. Johnson (bad pass),71,92
271,3,7:20.0,J. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),,74,92
272,3,7:11.0,,Minnesota full timeout,74,92
273,3,7:01.0,,K. Towns misses 3-pt jump shot from 25 ft,74,92
274,3,6:59.0,Defensive rebound by J. Green,,74,92
275,3,6:49.0,P. George misses 3-pt jump shot from 26 ft,,74,92
276,3,6:47.0,,Defensive rebound by J. McLaughlin,74,92
277,3,6:38.0,,J. Okogie makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),74,95
278,3,6:14.0,P. George misses 3-pt jump shot from 23 ft,,74,95
279,3,6:11.0,,Defensive rebound by J. McLaughlin,74,95
280,3,6:04.0,,M. Beasley misses 3-pt jump shot from 26 ft,74,95
281,3,6:02.0,Defensive rebound by K. Leonard,,74,95
282,3,5:53.0,L. Williams misses 2-pt jump shot from 13 ft,,74,95
283,3,5:50.0,,Defensive rebound by K. Towns,74,95
284,3,5:38.0,,Shooting foul by J. Green (drawn by J. Okogie),74,95
285,3,5:38.0,,J. Okogie makes free throw 1 of 2,74,96
286,3,5:38.0,,J. Okogie makes free throw 2 of 2,74,97
287,3,5:32.0,Personal foul by M. Beasley (drawn by K. Leonard),,74,97
288,3,5:26.0,J. Green misses 3-pt jump shot from 25 ft,,74,97
289,3,5:23.0,,Defensive rebound by M. Beasley,74,97
290,3,5:12.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),74,100
291,3,5:07.0,Personal foul by M. Beasley (drawn by P. George),,74,100
292,3,5:07.0,P. George makes free throw 1 of 2,,75,100
293,3,5:07.0,,J. Culver enters the game for J. Okogie,75,100
294,3,5:07.0,P. George makes free throw 2 of 2,,76,100
295,3,4:47.0,,J. Johnson makes 2-pt layup at rim (assist by K. Towns),76,102
296,3,4:39.0,Turnover by L. Williams (out of bounds lost ball),,76,102
297,3,4:30.0,,M. Beasley misses 3-pt jump shot from 23 ft,76,102
298,3,4:28.0,Defensive rebound by K. Leonard,,76,102
299,3,4:20.0,P. George makes 2-pt layup at rim,,78,102
300,3,4:01.0,,Turnover by K. Towns (lost ball; steal by P. George),78,102
301,3,3:51.0,J. Green misses 3-pt jump shot from 24 ft,,78,102
302,3,3:48.0,,Defensive rebound by K. Towns,78,102
303,3,3:48.0,M. Harrell enters the game for P. George,,78,102
304,3,3:48.0,,A. Crabbe enters the game for M. Beasley,78,102
305,3,3:24.0,,J. McLaughlin misses 2-pt layup from 1 ft,78,102
306,3,3:22.0,Defensive rebound by L. Williams,,78,102
307,3,3:16.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by L. Williams),,81,102
308,3,3:05.0,,J. Johnson makes 2-pt layup from 1 ft (assist by K. Towns),81,104
309,3,2:56.0,K. Leonard misses 3-pt jump shot from 25 ft,,81,104
310,3,2:56.0,,Defensive rebound by K. Towns,81,104
311,3,2:41.0,,Turnover by J. Culver (traveling),81,104
312,3,2:34.0,L. Williams misses 2-pt layup from 5 ft,,81,104
313,3,2:31.0,,Defensive rebound by J. McLaughlin,81,104
314,3,2:24.0,,Turnover by J. Johnson (lost ball; steal by J. Green),81,104
315,3,2:18.0,Personal foul by J. Culver (drawn by K. Leonard),,81,104
316,3,2:18.0,,Minnesota full timeout,81,104
317,3,2:18.0,,J. Nowell enters the game for J. McLaughlin,81,104
318,3,2:18.0,K. Leonard makes free throw 1 of 2,,82,104
319,3,2:18.0,K. Leonard makes free throw 2 of 2,,83,104
320,3,1:59.0,,J. Culver misses 3-pt jump shot from 25 ft,83,104
321,3,1:56.0,Defensive rebound by K. Leonard,,83,104
322,3,1:48.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,85,104
323,3,1:37.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Nowell),85,107
324,3,1:24.0,L. Shamet makes 3-pt jump shot from 22 ft (assist by L. Williams),,88,107
325,3,1:07.0,,Turnover by J. Johnson (lost ball; steal by J. Green),88,107
326,3,0:59.0,Turnover by K. Leonard (lost ball; steal by J. Culver),,88,107
327,3,0:53.0,,J. Nowell misses 2-pt layup from 1 ft,88,107
328,3,0:51.0,Defensive rebound by L. Williams,,88,107
329,3,0:48.0,L. Shamet misses 3-pt jump shot from 25 ft,,88,107
330,3,0:46.0,,Defensive rebound by J. Nowell,88,107
331,3,0:30.0,,K. Towns makes 2-pt jump shot from 6 ft (assist by J. Johnson),88,109
332,3,0:30.0,,Shooting foul by M. Harrell (drawn by K. Towns),88,109
333,3,0:30.0,P. George enters the game for K. Leonard,,88,109
334,3,0:30.0,R. McGruder enters the game for L. Shamet,,88,109
335,3,0:30.0,,K. Towns misses free throw 1 of 1,88,109
336,3,0:27.0,Defensive rebound by J. Green,,88,109
337,3,0:05.0,P. George misses 2-pt jump shot from 15 ft (block by J. Johnson),,88,109
338,3,0:01.0,,Defensive rebound by K. Towns,88,109
339,3,0:00.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by K. Towns),88,112
340,3,0:00.0,,Instant Replay (Request: Ruling Stands),88,112
341,4,11:45.0,,J. McLaughlin makes 2-pt jump shot from 11 ft,88,114
342,4,11:31.0,L. Williams misses 2-pt layup from 1 ft,,88,114
343,4,11:30.0,Offensive rebound by L. Williams,,88,114
344,4,11:28.0,P. George makes 3-pt jump shot from 24 ft (assist by R. McGruder),,91,114
345,4,11:10.0,,N. Reid misses 2-pt layup from 1 ft,91,114
346,4,11:07.0,,Offensive rebound by N. Reid,91,114
347,4,11:07.0,,N. Reid misses 2-pt layup from 1 ft,91,114
348,4,11:06.0,,Offensive rebound by N. Reid,91,114
349,4,11:05.0,,N. Reid misses 2-pt hook shot from 6 ft,91,114
350,4,11:03.0,Defensive rebound by L. Williams,,91,114
351,4,10:59.0,P. George misses 3-pt jump shot from 24 ft,,91,114
352,4,10:54.0,,Defensive rebound by N. Reid,91,114
353,4,10:38.0,,N. Reid makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),91,117
354,4,10:25.0,P. George misses 2-pt jump shot from 6 ft,,91,117
355,4,10:24.0,,Defensive rebound by Team,91,117
356,4,10:24.0,A. Coffey enters the game for P. George,,91,117
357,4,10:24.0,LA Clippers full timeout,,91,117
358,4,10:24.0,M. Kabengele enters the game for J. Green,,91,117
359,4,10:24.0,T. Mann enters the game for M. Harrell,,91,117
360,4,10:24.0,J. Motley enters the game for L. Williams,,91,117
361,4,10:06.0,,N. Reid misses 2-pt layup from 4 ft,91,117
362,4,10:04.0,Defensive rebound by M. Kabengele,,91,117
363,4,9:48.0,T. Mann makes 3-pt jump shot from 23 ft (assist by R. McGruder),,94,117
364,4,9:36.0,,N. Reid misses 3-pt jump shot from 27 ft,94,117
365,4,9:33.0,Defensive rebound by J. Motley,,94,117
366,4,9:26.0,A. Coffey makes 2-pt jump shot from 14 ft (assist by J. Motley),,96,117
367,4,9:13.0,,J. McLaughlin makes 2-pt layup at rim,96,119
368,4,8:57.0,M. Kabengele makes 2-pt layup from 2 ft (assist by A. Coffey),,98,119
369,4,8:39.0,,J. Hernangómez misses 2-pt layup from 2 ft,98,119
370,4,8:38.0,Defensive rebound by R. McGruder,,98,119
371,4,8:32.0,A. Coffey misses 2-pt layup from 1 ft,,98,119
372,4,8:29.0,,Defensive rebound by J. Culver,98,119
373,4,8:11.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by A. Crabbe),98,121
374,4,7:52.0,J. Motley makes 2-pt dunk from 2 ft (assist by T. Mann),,100,121
375,4,7:32.0,,J. McLaughlin misses 3-pt jump shot from 26 ft,100,121
376,4,7:29.0,Defensive rebound by M. Kabengele,,100,121
377,4,7:26.0,R. McGruder makes 2-pt layup at rim,,102,121
378,4,7:26.0,Shooting foul by J. Culver (drawn by R. McGruder),,102,121
379,4,7:26.0,,M. Beasley enters the game for A. Crabbe,102,121
380,4,7:26.0,,K. Towns enters the game for N. Reid,102,121
381,4,7:26.0,R. McGruder misses free throw 1 of 1,,102,121
382,4,7:22.0,,Defensive rebound by M. Beasley,102,121
