,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
161,2,8:39.0,,Defensive rebound by T. Thompson,27,41
162,2,8:35.0,,K. Love misses 3-pt jump shot from 26 ft,27,41
163,2,8:31.0,Defensive rebound by K. Johnson,,27,41
164,2,8:29.0,B. Forbes makes 2-pt layup at rim (assist by K. Johnson),,29,41
165,2,8:29.0,,Violation by Team (def goaltending),29,41
166,2,8:07.0,,Turnover by M. Dellavedova (bad pass; steal by D. Murray),29,41
167,2,7:58.0,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. Murray),,32,41
168,2,7:42.0,,T. Thompson misses 3-pt jump shot from 27 ft,32,41
169,2,7:36.0,Defensive rebound by T. Lyles,,32,41
170,2,7:31.0,K. Johnson misses 2-pt jump shot from 1 ft,,32,41
171,2,7:29.0,,Defensive rebound by T. Thompson,32,41
172,2,7:29.0,,Personal foul by K. Johnson (drawn by T. Thompson),32,41
173,2,7:29.0,,A. Drummond enters the game for T. Thompson,32,41
174,2,7:18.0,,Shooting foul by D. Murray (drawn by K. Love),32,41
175,2,7:18.0,,K. Love misses free throw 1 of 2,32,41
176,2,7:18.0,,Offensive rebound by Team,32,41
177,2,7:18.0,D. DeRozan enters the game for K. Johnson,,32,41
178,2,7:18.0,,C. Sexton enters the game for C. Osman,32,41
179,2,7:18.0,,K. Love makes free throw 2 of 2,32,42
180,2,7:07.0,T. Lyles makes 2-pt jump shot from 2 ft (assist by D. Murray),,34,42
181,2,6:54.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,34,42
182,2,6:47.0,Defensive rebound by T. Lyles,,34,42
183,2,6:36.0,T. Lyles misses 2-pt jump shot from 17 ft,,34,42
184,2,6:33.0,,Defensive rebound by K. Love,34,42
185,2,6:26.0,,Personal foul by B. Forbes (drawn by C. Sexton),34,42
186,2,6:26.0,,C. Sexton makes free throw 1 of 2,34,43
187,2,6:26.0,,A. McKinnie enters the game for M. Dellavedova,34,43
188,2,6:26.0,,C. Osman enters the game for K. Love,34,43
189,2,6:26.0,,C. Sexton makes free throw 2 of 2,34,44
190,2,6:12.0,D. Murray makes 2-pt jump shot from 11 ft,,36,44
191,2,5:55.0,,C. Osman misses 2-pt jump shot from 9 ft,36,44
192,2,5:53.0,,Offensive rebound by A. Drummond,36,44
193,2,5:51.0,,A. Drummond makes 2-pt layup at rim,36,46
194,2,5:42.0,B. Forbes misses 2-pt jump shot from 20 ft,,36,46
195,2,5:42.0,Offensive rebound by Team,,36,46
196,2,5:42.0,,Loose ball foul by A. McKinnie (drawn by D. Eubanks),36,46
197,2,5:42.0,D. Eubanks makes free throw 1 of 2,,37,46
198,2,5:42.0,D. Eubanks makes free throw 2 of 2,,38,46
199,2,5:27.0,,C. Sexton misses 3-pt jump shot from 26 ft,38,46
200,2,5:27.0,Defensive rebound by Team,,38,46
201,2,5:27.0,R. Gay enters the game for D. Eubanks,,38,46
202,2,5:12.0,T. Lyles misses 2-pt layup from 4 ft (block by A. Drummond),,38,46
203,2,5:08.0,,Defensive rebound by C. Osman,38,46
204,2,5:06.0,,C. Sexton misses 3-pt jump shot from 26 ft,38,46
205,2,5:03.0,,Offensive rebound by A. McKinnie,38,46
206,2,5:03.0,,A. McKinnie misses 2-pt layup from 1 ft,38,46
207,2,5:02.0,,Offensive rebound by L. Nance,38,46
208,2,5:02.0,,L. Nance makes 2-pt layup from 1 ft,38,48
209,2,5:02.0,San Antonio full timeout,,38,48
210,2,4:48.0,D. DeRozan misses 2-pt layup from 1 ft (block by A. McKinnie),,38,48
211,2,4:48.0,Offensive rebound by Team,,38,48
212,2,4:41.0,Personal foul by A. Drummond (drawn by D. DeRozan),,38,48
213,2,4:41.0,D. DeRozan misses free throw 1 of 2,,38,48
214,2,4:41.0,Offensive rebound by Team,,38,48
215,2,4:41.0,P. Mills enters the game for B. Forbes,,38,48
216,2,4:41.0,D. DeRozan makes free throw 2 of 2,,39,48
217,2,4:25.0,,A. Drummond makes 2-pt dunk from 1 ft,39,50
218,2,4:14.0,Shooting foul by A. McKinnie (drawn by T. Lyles),,39,50
219,2,4:14.0,T. Lyles makes free throw 1 of 2,,40,50
220,2,4:14.0,D. White enters the game for D. Murray,,40,50
221,2,4:14.0,,M. Dellavedova enters the game for A. McKinnie,40,50
222,2,4:14.0,T. Lyles makes free throw 2 of 2,,41,50
223,2,3:58.0,,A. Drummond misses 2-pt layup at rim,41,50
224,2,3:55.0,Defensive rebound by R. Gay,,41,50
225,2,3:51.0,R. Gay misses 3-pt jump shot from 26 ft,,41,50
226,2,3:47.0,,Defensive rebound by L. Nance,41,50
227,2,3:33.0,,Turnover by A. Drummond (lost ball; steal by D. DeRozan),41,50
228,2,3:26.0,R. Gay makes 2-pt layup from 1 ft (assist by D. DeRozan),,43,50
229,2,3:08.0,,C. Osman misses 3-pt jump shot from 27 ft,43,50
230,2,3:06.0,Defensive rebound by R. Gay,,43,50
231,2,3:00.0,Shooting foul by C. Sexton (drawn by T. Lyles),,43,50
232,2,3:00.0,T. Lyles makes free throw 1 of 2,,44,50
233,2,3:00.0,,K. Love enters the game for C. Osman,44,50
234,2,3:00.0,T. Lyles misses free throw 2 of 2,,44,50
235,2,2:58.0,,Defensive rebound by K. Love,44,50
236,2,2:45.0,,Turnover by C. Sexton (bad pass; steal by D. White),44,50
237,2,2:38.0,P. Mills misses 3-pt jump shot from 25 ft,,44,50
238,2,2:37.0,,Defensive rebound by Team,44,50
239,2,2:32.0,,Offensive foul by C. Sexton (drawn by D. White),44,50
240,2,2:32.0,,Turnover by C. Sexton (offensive foul),44,50
241,2,2:17.0,Offensive foul by D. DeRozan (drawn by M. Dellavedova),,44,50
242,2,2:17.0,Turnover by D. DeRozan (offensive foul),,44,50
243,2,1:56.0,,Personal foul by P. Mills (drawn by L. Nance),44,50
244,2,1:56.0,,L. Nance makes free throw 1 of 2,44,51
245,2,1:56.0,B. Forbes enters the game for D. DeRozan,,44,51
246,2,1:56.0,K. Johnson enters the game for P. Mills,,44,51
247,2,1:56.0,,L. Nance makes free throw 2 of 2,44,52
248,2,1:34.0,Turnover by R. Gay (bad pass; steal by M. Dellavedova),,44,52
249,2,1:25.0,,A. Drummond makes 2-pt jump shot from 9 ft,44,54
250,2,1:11.0,Personal foul by A. Drummond (drawn by D. White),,44,54
251,2,1:11.0,D. White makes free throw 1 of 2,,45,54
252,2,1:11.0,,C. Osman enters the game for A. Drummond,45,54
253,2,1:11.0,D. White makes free throw 2 of 2,,46,54
254,2,0:59.0,,L. Nance makes 2-pt layup from 1 ft (assist by C. Osman),46,56
255,2,0:52.0,D. White misses 2-pt layup from 2 ft,,46,56
256,2,0:49.0,,Defensive rebound by C. Osman,46,56
257,2,0:44.0,,Shooting foul by K. Johnson (drawn by K. Love),46,56
258,2,0:44.0,,K. Love makes free throw 1 of 2,46,57
259,2,0:44.0,,A. McKinnie enters the game for L. Nance,46,57
260,2,0:44.0,,K. Love makes free throw 2 of 2,46,58
261,2,0:30.0,T. Lyles makes 2-pt layup from 2 ft,,48,58
262,2,0:12.0,,C. Sexton makes 2-pt layup from 1 ft,48,60
263,2,0:01.0,D. White makes 2-pt layup from 1 ft,,50,60
264,2,0:00.0,,Turnover by K. Love (bad pass; steal by T. Lyles),50,60
265,3,11:47.0,D. Eubanks makes 2-pt hook shot from 9 ft (assist by D. Murray),,52,60
266,3,11:31.0,,Turnover by K. Love (lost ball; steal by D. Eubanks),52,60
267,3,11:27.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. Eubanks),,55,60
268,3,11:26.0,,Cleveland full timeout,55,60
269,3,11:09.0,,A. Drummond makes 2-pt dunk from 3 ft (assist by M. Dellavedova),55,62
270,3,10:50.0,B. Forbes misses 3-pt jump shot from 26 ft,,55,62
271,3,10:47.0,,Defensive rebound by A. Drummond,55,62
272,3,10:38.0,,C. Osman misses 3-pt jump shot from 25 ft,55,62
273,3,10:35.0,Defensive rebound by D. Eubanks,,55,62
274,3,10:31.0,Turnover by D. Eubanks (bad pass; steal by C. Sexton),,55,62
275,3,10:28.0,,C. Sexton misses 2-pt layup from 1 ft (block by D. Eubanks),55,62
276,3,10:25.0,Defensive rebound by D. Eubanks,,55,62
277,3,10:17.0,D. Murray misses 2-pt layup from 1 ft,,55,62
278,3,10:17.0,Offensive rebound by D. Murray,,55,62
279,3,10:16.0,Personal foul by C. Osman (drawn by D. Murray),,55,62
280,3,10:15.0,Shooting foul by A. Drummond (drawn by D. DeRozan),,55,62
281,3,10:15.0,D. DeRozan makes free throw 1 of 2,,56,62
282,3,10:15.0,,L. Nance enters the game for A. Drummond,56,62
283,3,10:15.0,D. DeRozan makes free throw 2 of 2,,57,62
284,3,10:08.0,,Turnover by M. Dellavedova (bad pass; steal by D. Murray),57,62
285,3,9:59.0,D. Murray makes 2-pt jump shot from 4 ft,,59,62
286,3,9:38.0,,K. Love misses 2-pt jump shot from 16 ft,59,62
287,3,9:35.0,Defensive rebound by D. Eubanks,,59,62
288,3,9:29.0,D. Murray makes 2-pt jump shot from 17 ft,,61,62
289,3,9:14.0,,C. Osman misses 2-pt jump shot from 11 ft,61,62
290,3,9:12.0,Defensive rebound by B. Forbes,,61,62
291,3,9:07.0,D. Murray makes 2-pt jump shot from 9 ft,,63,62
292,3,8:52.0,,Def 3 sec tech foul by Team,63,62
293,3,8:52.0,,K. Love makes technical free throw,63,63
294,3,8:45.0,,C. Osman makes 3-pt jump shot from 25 ft,63,66
295,3,8:27.0,D. Murray makes 3-pt jump shot from 28 ft (assist by T. Lyles),,66,66
296,3,8:13.0,,C. Sexton misses 2-pt dunk from 2 ft (block by D. Eubanks),66,66
297,3,8:09.0,Defensive rebound by D. Murray,,66,66
298,3,8:06.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Murray),,69,66
299,3,7:46.0,,K. Love misses 3-pt jump shot from 23 ft,69,66
300,3,7:44.0,Defensive rebound by T. Lyles,,69,66
301,3,7:35.0,D. DeRozan misses 2-pt jump shot from 9 ft,,69,66
302,3,7:33.0,,Defensive rebound by L. Nance,69,66
303,3,7:27.0,,C. Sexton makes 2-pt jump shot from 19 ft,69,68
304,3,7:10.0,D. DeRozan makes 2-pt jump shot from 14 ft,,71,68
305,3,6:55.0,,Personal foul by T. Lyles (drawn by C. Sexton),71,68
306,3,6:50.0,,Personal foul by D. Murray (drawn by K. Love),71,68
307,3,6:44.0,,C. Sexton makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),71,71
308,3,6:27.0,D. Murray misses 2-pt layup at rim,,71,71
309,3,6:25.0,,Defensive rebound by K. Love,71,71
310,3,6:19.0,,M. Dellavedova misses 3-pt jump shot from 22 ft,71,71
311,3,6:16.0,,Offensive rebound by L. Nance,71,71
312,3,6:13.0,,Offensive foul by C. Sexton (drawn by D. Murray),71,71
313,3,6:13.0,,Turnover by C. Sexton (offensive foul),71,71
314,3,6:13.0,San Antonio full timeout,,71,71
315,3,6:13.0,D. White enters the game for D. Murray,,71,71
316,3,6:13.0,,A. McKinnie enters the game for C. Sexton,71,71
317,3,5:55.0,Shooting foul by A. McKinnie (drawn by D. DeRozan),,71,71
318,3,5:55.0,D. DeRozan makes free throw 1 of 2,,72,71
319,3,5:55.0,R. Gay enters the game for D. Eubanks,,72,71
320,3,5:55.0,P. Mills enters the game for B. Forbes,,72,71
321,3,5:55.0,D. DeRozan makes free throw 2 of 2,,73,71
322,3,5:34.0,,A. McKinnie misses 2-pt jump shot from 20 ft,73,71
323,3,5:31.0,Defensive rebound by R. Gay,,73,71
324,3,5:24.0,T. Lyles misses 3-pt jump shot from 24 ft,,73,71
325,3,5:21.0,,Defensive rebound by M. Dellavedova,73,71
326,3,5:15.0,,L. Nance makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),73,74
327,3,4:58.0,T. Lyles makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,75,74
328,3,4:29.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by K. Love),75,77
329,3,4:06.0,R. Gay misses 2-pt jump shot from 19 ft,,75,77
330,3,4:03.0,,Defensive rebound by K. Love,75,77
331,3,3:53.0,,K. Love misses 3-pt jump shot from 27 ft,75,77
332,3,3:51.0,Defensive rebound by T. Lyles,,75,77
333,3,3:47.0,P. Mills makes 2-pt layup at rim (assist by T. Lyles),,77,77
334,3,3:36.0,,Turnover by M. Dellavedova (lost ball; steal by P. Mills),77,77
335,3,3:33.0,Shooting foul by L. Nance (drawn by D. DeRozan),,77,77
336,3,3:33.0,Technical foul by M. Dellavedova,,77,77
337,3,3:33.0,D. DeRozan makes technical free throw,,78,77
338,3,3:33.0,D. DeRozan makes free throw 1 of 2,,79,77
339,3,3:33.0,K. Johnson enters the game for T. Lyles,,79,77
340,3,3:33.0,,C. Sexton enters the game for M. Dellavedova,79,77
341,3,3:33.0,D. DeRozan makes free throw 2 of 2,,80,77
342,3,3:20.0,,Turnover by C. Osman (bad pass; steal by K. Johnson),80,77
343,3,3:14.0,D. White misses 2-pt layup from 1 ft,,80,77
344,3,3:11.0,,Defensive rebound by A. McKinnie,80,77
345,3,3:07.0,,C. Sexton makes 2-pt jump shot from 4 ft (assist by A. McKinnie),80,79
346,3,3:03.0,D. DeRozan makes 2-pt layup from 2 ft (assist by P. Mills),,82,79
347,3,2:44.0,,L. Nance misses 3-pt jump shot from 26 ft,82,79
348,3,2:40.0,Defensive rebound by D. DeRozan,,82,79
349,3,2:34.0,D. DeRozan misses 2-pt jump shot from 10 ft,,82,79
350,3,2:31.0,,Defensive rebound by L. Nance,82,79
351,3,2:24.0,,C. Osman makes 3-pt jump shot from 27 ft (assist by C. Sexton),82,82
352,3,2:01.0,P. Mills makes 3-pt jump shot from 26 ft,,85,82
353,3,1:50.0,,Turnover by C. Sexton (lost ball; steal by K. Johnson),85,82
354,3,1:50.0,,M. Dellavedova enters the game for K. Love,85,82
355,3,1:47.0,,Violation by Team (kicked ball),85,82
356,3,1:25.0,D. DeRozan misses 2-pt jump shot from 12 ft,,85,82
357,3,1:22.0,,Defensive rebound by C. Osman,85,82
358,3,1:11.0,,A. McKinnie makes 3-pt jump shot from 24 ft (assist by C. Osman),85,85
359,3,1:00.0,D. White makes 2-pt layup from 1 ft,,87,85
360,3,0:49.0,,C. Sexton misses 2-pt jump shot from 12 ft (block by R. Gay),87,85
361,3,0:44.0,Defensive rebound by R. Gay,,87,85
362,3,0:39.0,R. Gay misses 2-pt jump shot from 7 ft,,87,85
363,3,0:38.0,Offensive rebound by R. Gay,,87,85
364,3,0:38.0,R. Gay makes 2-pt layup from 1 ft,,89,85
365,3,0:28.0,,L. Nance makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),89,87
366,3,0:04.0,D. DeRozan misses 2-pt jump shot from 9 ft,,89,87
367,3,0:03.0,Offensive rebound by K. Johnson,,89,87
368,3,0:03.0,K. Johnson makes 2-pt layup from 1 ft,,91,87
369,3,0:03.0,,Technical foul by D. DeRozan,91,87
370,3,0:03.0,,C. Sexton misses technical free throw,91,87
371,3,0:03.0,,Offensive rebound by Team,91,87
372,4,11:44.0,,L. Nance misses 2-pt jump shot from 9 ft,91,87
373,4,11:41.0,Defensive rebound by D. Eubanks,,91,87
374,4,11:38.0,Offensive foul by D. White (drawn by M. Dellavedova),,91,87
375,4,11:38.0,Turnover by D. White (offensive foul),,91,87
376,4,11:14.0,,C. Sexton misses 3-pt jump shot from 26 ft,91,87
377,4,11:11.0,Defensive rebound by R. Gay,,91,87
378,4,11:02.0,R. Gay misses 2-pt jump shot from 12 ft,,91,87
379,4,10:59.0,,Defensive rebound by A. Drummond,91,87
380,4,10:56.0,,Shooting foul by D. White (drawn by A. Drummond),91,87
381,4,10:56.0,,A. Drummond misses free throw 1 of 2,91,87
382,4,10:56.0,,Offensive rebound by Team,91,87
383,4,10:56.0,,A. Drummond misses free throw 2 of 2,91,87
384,4,10:56.0,,Offensive rebound by A. McKinnie,91,87
385,4,10:55.0,,A. McKinnie makes 2-pt layup at rim,91,89
386,4,10:42.0,D. White makes 2-pt layup from 1 ft,,93,89
387,4,10:27.0,,A. McKinnie makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),93,92
388,4,10:13.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. White),,96,92
